사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,지정일자,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,약국영업면적,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
정원약국,2009-08-03,,,2026-04-22 22:31:05,I,1980-12-03,03,폐업,2009-11-17 15:38:42,,1980-12-03,,서울특별시 종로구 무악동 67-2,PHMD119703000034084000002,3000000,27,,,03,폐업,,,02-738-9219
우정약국,2011-04-15,,,2026-04-22 22:31:05,I,2001-04-23,03,폐업,2011-04-15 15:01:54,,2001-04-23,,서울특별시 종로구 종로4가 177,PHMD119723000034084000001,3000000,65,,,03,폐업,,,02-2277-8567
메디칼서울약국,2011-01-03,,,2026-04-22 22:31:05,I,2008-08-01,03,폐업,2011-01-03 15:14:14,,2008-08-01,,서울특별시 종로구 명륜4가 98-1,PHMD119733000034084000002,3000000,112,,,03,폐업,,,02-766-9000
청계약국,2013-10-17,201452.97033909,452034.162854757,2026-04-22 22:31:05,I,1979-02-17,03,폐업,2013-10-17 15:22:58,,1979-02-17,,서울특별시 종로구 창신동 400-4,PHMD119743000034084000001,3000000,16,서울특별시 종로구 청계천로 345 (창신동),,03,폐업,,,02-2238-7102
단골약국,2008-10-31,,,2026-04-22 22:31:05,I,2005-04-18,03,폐업,2008-11-24 15:59:59,,2005-04-18,,서울특별시 종로구 숭인동 81-15,PHMD119743000034084000002,3000000,26,,,03,폐업,,,02-745-0731
남영약국,2015-01-02,198658.943470079,452604.254902527,2026-04-22 22:31:05,I,1997-05-01,03,폐업,2015-01-02 09:50:11,,1997-05-01,110-776,"서울특별시 종로구 경운동 192번지 35호 운현궁SK허브 101동 113,114호",PHMD119753000034084000001,3000000,41,"서울특별시 종로구 삼일대로 461, 101동 113,114호 (경운동)",,03,폐업,,,02-733-4774
삼보약국,2020-07-24,199015.39293845,451900.876514167,2026-04-22 22:31:05,I,1975-04-15,03,폐업,2020-07-24 17:48:50,,1975-04-15,110-420,서울특별시 종로구 관수동 17번지 1호,PHMD119753000034084000002,3000000,16,서울특별시 종로구 수표로 92 (관수동),03192,03,폐업,,,02-2279-9230
계동약국,2011-06-30,,,2026-04-22 22:31:05,I,1975-07-23,03,폐업,2011-06-30 17:45:07,,1975-07-23,,서울특별시 종로구 계동 82-1,PHMD119753000034084000003,3000000,22,,,03,폐업,,,02-763-1276
종로성심약국,2013-03-11,,,2026-04-22 22:31:05,I,2006-03-13,03,폐업,2013-03-11 10:21:08,,2006-03-13,,서울특별시 종로구 교북동 82번지 2층,PHMD119753000034084000004,3000000,52,,,03,폐업,,,02-730-6832
믿음약국,2021-05-13,201223.533789596,452304.752922139,2026-04-22 22:31:05,I,2008-05-02,03,폐업,2021-05-13 14:35:04,,2008-05-02,110-840,서울특별시 종로구 창신동 303번지 명제빌딩 지하1층,PHMD119773000034084000001,3000000,58,"서울특별시 종로구 종로 335-1, 지하1층 (창신동, 명제빌딩)",03104,03,폐업,,,02-745-6678
꿈이있는약국,2013-03-11,,,2026-04-22 22:31:05,I,1997-01-17,03,폐업,2013-03-11 10:36:47,,1997-01-17,,서울특별시 종로구 교북동 83-1,PHMD119773000034084000003,3000000,28,,,03,폐업,,,02-739-5136
재동약국,2011-08-16,,,2026-04-22 22:31:05,I,1977-12-16,03,폐업,2011-08-16 10:48:13,,1977-12-16,,서울특별시 종로구 재동 106-4,PHMD119773000034084000004,3000000,30,,,03,폐업,,,02-763-1725
서대문대학약국,2013-11-12,,,2026-04-22 22:31:05,I,2006-10-31,03,폐업,2013-11-12 16:09:36,,2006-10-31,,서울특별시 종로구 평동 15-4,PHMD119793000034084000001,3000000,216,서울특별시 종로구 경교장1길 2 (평동),,03,폐업,,,02-730-0737
화생당약국,2013-03-26,200445.854649673,452116.500087304,2026-04-22 22:31:05,I,1990-04-06,03,폐업,2013-03-26 11:33:00,,1990-04-06,,서울특별시 종로구 종로5가 6-4 (3층),PHMD119793000034084000002,3000000,29,서울특별시 종로구 종로 251-1 (종로5가),,03,폐업,,,02-762-4300
창신종로약국,2014-01-16,200854.03612958,452385.186316144,2026-04-22 22:31:05,I,2004-09-01,03,폐업,2014-01-16 13:46:24,,2004-09-01,,서울특별시 종로구 창신동 647-16,PHMD119793000034084000003,3000000,29,서울특별시 종로구 창신길 47 (창신동),,03,폐업,,,02-3672-0845
건강약국,2017-07-03,200009.198855806,453752.884670275,2026-04-22 22:31:05,I,2003-12-05,03,폐업,2017-07-03 10:21:52,,2003-12-05,,서울특별시 종로구 혜화동 108-1,PHMD119793000034084000004,3000000,17,서울특별시 종로구 혜화로 2 (혜화동),03076,03,폐업,,,02-764-9918
대학약국,2015-06-03,199704.625106697,452722.595266275,2026-04-22 22:31:05,I,2003-06-02,03,폐업,2015-06-03 17:35:50,,2003-06-02,,서울특별시 종로구 원남동 133-1,PHMD119803000034084000004,3000000,148,서울특별시 종로구 창경궁로 162 (원남동),,03,폐업,,,02-3672-3672
새성은약국,2021-09-09,199190.851137928,452155.029925614,2026-04-22 22:31:05,I,1984-10-24,03,폐업,2021-09-09 18:04:59,,1984-10-24,110-370,서울특별시 종로구 묘동 190번지 1호   103호,PHMD119803000034084000005,3000000,24,"서울특별시 종로구 돈화문로 35-1, 103호 (묘동)",,03,폐업,,,02-764-5968
일신약국,2015-10-01,200156.418976973,452051.431532975,2026-04-22 22:31:05,I,1992-08-01,03,폐업,2015-10-01 13:11:06,,1992-08-01,,서울특별시 종로구 종로5가 182-22,PHMD119803000034084000007,3000000,79,서울특별시 종로구 종로 224 (종로5가),03196,03,폐업,,,02-2264-1177
세검약국,2021-04-30,196316.701619379,455270.595139855,2026-04-22 22:31:05,I,1975-10-01,03,폐업,2021-04-30 11:19:45,,1975-10-01,,서울특별시 종로구 홍지동 99-3,PHMD119813000034084000001,3000000,25,서울특별시 종로구 자하문로 306 (홍지동),03017,03,폐업,,,02-395-9944
예은약국,2015-03-23,196278.554670262,456053.759563793,2026-04-22 22:31:05,I,1999-05-27,03,폐업,2015-03-23 13:28:06,,1999-05-27,,서울특별시 종로구 구기동 95-27,PHMD119813000034084000002,3000000,38,서울특별시 종로구 진흥로 456 (구기동),,03,폐업,,,02-379-9920
국제약국,2009-01-19,,,2026-04-22 22:31:05,I,2005-12-30,03,폐업,2009-01-21 08:36:13,,2005-12-30,,서울특별시 종로구 종로4가 182,PHMD119823000034084000001,3000000,17,,,03,폐업,,,02-2265-6924
낙원약국,2011-01-17,,,2026-04-22 22:31:05,I,1991-11-13,03,폐업,2011-04-13 18:05:16,,1991-11-13,,서울특별시 종로구 낙원동 210,PHMD119843000034084000001,3000000,16,,,03,폐업,,,02-762-0877
원남대학약국,2010-08-19,,,2026-04-22 22:31:05,I,2006-10-09,03,폐업,2010-08-19 17:35:15,,2006-10-09,,서울특별시 종로구 원남동 127-5,PHMD119843000034084000003,3000000,52,,,03,폐업,,,02-745-0130
푸른소나무약국,2008-10-01,,,2026-04-22 22:31:05,I,2006-12-26,03,폐업,2008-11-24 16:02:04,,2006-12-26,,서울특별시 종로구 수송동 58 두산위브파빌리온 207호,PHMD119843000034084000004,3000000,20,,,03,폐업,,,02-2198-5333
나라약국,2014-01-28,196132.751817734,452580.254196764,2026-04-22 22:31:05,I,1980-06-25,03,폐업,2014-01-28 15:48:28,,1980-06-25,,서울특별시 종로구 무악동 67-2,PHMD119853000034084000001,3000000,58,서울특별시 종로구 통일로 262 (무악동),,03,폐업,,,02-736-5525
함춘약국,2019-12-30,200089.912432586,453033.480875827,2026-04-22 22:31:05,I,2007-10-19,03,폐업,2019-12-30 15:02:39,,2007-10-19,,서울특별시 종로구 연건동 32-2,PHMD119863000034084000001,3000000,95,서울특별시 종로구 대학로 93 (연건동),03082,03,폐업,,,02-741-0370
재영약국,2011-03-28,,,2026-04-22 22:31:05,I,1993-12-10,03,폐업,2011-03-28 18:18:47,,1993-12-10,,서울특별시 종로구 연지동 206,PHMD119873000034084000001,3000000,21,,,03,폐업,,,02-744-7816
새명성약국,2019-06-10,197643.965207382,452015.02340447,2026-04-22 22:31:06,I,1987-08-13,03,폐업,2019-06-10 17:34:17,,1987-08-13,,서울특별시 종로구 신문로1가 33,PHMD119883000034084000003,3000000,29,서울특별시 종로구 새문안로 85 (신문로1가),03182,03,폐업,,,02-737-2870
수송약국,2011-03-23,,,2026-04-22 22:31:06,I,1990-03-26,03,폐업,2011-03-25 09:51:16,,1990-03-26,,서울특별시 종로구 청진동 41-2,PHMD119883000034084000004,3000000,27,,,03,폐업,,,02-733-7574
국민약국,2011-09-14,,,2026-04-22 22:31:06,I,2007-06-18,03,폐업,2011-09-14 16:49:04,,2007-06-18,,서울특별시 종로구 창신동 315-1,PHMD119893000034084000001,3000000,33,,,03,폐업,,,02-764-5605
숭인약국,2017-06-19,201902.807079609,452577.361167222,2026-04-22 22:31:06,I,1992-05-08,03,폐업,2017-06-19 09:30:05,,1992-05-08,,서울특별시 종로구 숭인2동 1266번지 1층,PHMD119893000034084000002,3000000,47,"서울특별시 종로구 종로 407, 1층 (숭인동)",03111,03,폐업,,,02-929-0754
서독약국,2015-06-22,199982.481574081,452096.334234382,2026-04-22 22:31:06,I,2005-07-05,03,폐업,2015-06-22 13:27:07,,2005-07-05,,서울특별시 종로구 종로5가 102-2,PHMD119903000034084000001,3000000,47,서울특별시 종로구 종로 205 (종로5가),,03,폐업,,,02-763-8115
오가약국,2015-07-31,200070.014651415,452102.793530572,2026-04-22 22:31:06,I,1999-07-06,03,폐업,2015-08-05 10:31:58,,1999-07-06,,서울특별시 종로구 종로5가 88-7,PHMD119903000034084000002,3000000,24,서울특별시 종로구 종로 213-1 (종로5가),,03,폐업,,,02-763-8855
백수약국,2018-08-13,200259.754525539,452113.150872578,2026-04-22 22:31:06,I,1990-03-26,03,폐업,2018-08-13 09:55:09,,1990-03-26,,서울특별시 종로구 종로5가 42-1,PHMD119903000034084000003,3000000,79,서울특별시 종로구 종로 233-1 (종로5가),03126,03,폐업,,,02-766-1083
영일한약국,2009-10-23,,,2026-04-22 22:31:06,I,2007-03-09,03,폐업,2009-10-23 11:24:44,,2007-03-09,,서울특별시 종로구 종로6가 115-1,PHMD119903000034084000004,3000000,36,,,03,폐업,,,02-763-0101
르메이에르종로약국,2013-10-17,198150.300374121,452019.212642931,2026-04-22 22:31:06,I,2007-10-09,03,폐업,2013-10-17 11:39:56,,2007-10-09,,서울특별시 종로구 종로1가 24번지 르메이에르종로타운I 405-3,PHMD119903000034084000005,3000000,36,"서울특별시 종로구 종로 19, 405-3호 (종로1가)",,03,폐업,,,02-2075-7088
유한약국,2008-12-26,,,2026-04-22 22:31:06,I,2007-08-13,03,폐업,2009-01-06 10:01:52,,2007-08-13,,서울특별시 종로구 종로5가 193-1,PHMD119913000034084000001,3000000,104,,,03,폐업,,,02-2275-9312
광장약국,2012-08-03,,,2026-04-22 22:31:06,I,2007-12-24,03,폐업,2012-08-03 17:02:38,,2007-12-24,,서울특별시 종로구 예지동 27-2,PHMD119913000034084000002,3000000,17,,,03,폐업,,,02-2272-0380
드림온누리약국,2011-02-06,,,2026-04-22 22:31:06,I,2004-04-06,03,폐업,2011-02-07 12:34:11,,2004-04-06,,서울특별시 종로구 창신 3동 23-74,PHMD119923000034084000002,3000000,48,,,03,폐업,,,02-744-2506
신창약국,2011-09-05,,,2026-04-22 22:31:06,I,1989-02-14,03,폐업,2011-09-05 14:38:21,,1989-02-14,,서울특별시 종로구 창신1동 427-12,PHMD119923000034084000005,3000000,33,,,03,폐업,,,02-744-7301
서울종로약국,2013-01-02,,,2026-04-22 22:31:06,I,2007-12-31,03,폐업,2013-01-02 11:06:51,,2007-12-31,,서울특별시 종로구 명륜동4가 95,PHMD119933000034084000001,3000000,211,,,03,폐업,,,02-3676-4000
새동서약국,2008-12-29,,,2026-04-22 22:31:06,I,2004-04-01,03,폐업,2008-12-29 13:20:40,,2004-04-01,,서울특별시 종로구 종로5가 138-19 1층,PHMD119933000034084000002,3000000,55,,,03,폐업,,,02-2285-1055
임자약국,2014-03-10,200272.067691958,452378.886792712,2026-04-22 22:31:06,I,1992-09-24,03,폐업,2014-03-10 09:56:55,,1992-09-24,,서울특별시 종로구 효제동 126-2,PHMD119943000034084000001,3000000,71,서울특별시 종로구 김상옥로 55 (효제동),,03,폐업,,,02-742-1145
장수약국,2009-01-15,,,2026-04-22 22:31:06,I,1979-01-25,03,폐업,2009-01-15 17:14:43,,1979-01-25,,서울특별시 종로구 종로5가 332-6,PHMD119943000034084000002,3000000,85,,,03,폐업,,,02-2275-5205
종로백제약국,2011-02-28,,,2026-04-22 22:31:06,I,2004-09-17,03,폐업,2011-02-28 16:10:29,,2004-09-17,,서울특별시 종로구 종로5가 36-1,PHMD119943000034084000003,3000000,70,,,03,폐업,,,02-745-8492
종로5가미래약국,2014-09-29,200040.644470695,452102.985729367,2026-04-22 22:31:06,I,2000-02-03,03,폐업,2014-09-29 10:25:50,,2000-02-03,,서울특별시 종로구 종로5가 91외 4필지,PHMD119953000034084000001,3000000,137,서울특별시 종로구 종로 211-1 (종로5가),,03,폐업,,,02-766-5462
태약국,2020-06-30,199922.163147375,452094.77765856,2026-04-22 22:31:06,I,1988-07-13,03,폐업,2020-06-30 10:05:01,,1988-07-13,,서울특별시 종로구 종로4가 3,PHMD119953000034084000002,3000000,19,서울특별시 종로구 종로 199-1 (종로4가),03130,03,폐업,,,02-763-9414
푸른온누리약국,2024-08-29,197094.551652537,451683.728773742,2026-04-22 22:31:07,I,2004-08-30,03,폐업,2024-08-29 11:28:00,,2004-08-30,,서울특별시 종로구 평동 180,PHMD119973000034084000001,3000000,33,서울특별시 종로구 새문안로 19 (평동),03181,03,폐업,,,02-720-0333
혜화약국,2014-11-26,199977.671430146,453798.839565391,2026-04-22 22:31:07,I,1988-10-14,03,폐업,2014-11-26 18:12:25,,1988-10-14,,서울특별시 종로구 혜화동 109-1,PHMD119993000034084000001,3000000,22,서울특별시 종로구 혜화로 8 (혜화동),,03,폐업,,,02-762-0373
종오약국,2013-04-22,199982.481574081,452096.334234382,2026-04-22 22:31:07,I,1980-12-26,03,폐업,2013-04-22 10:17:00,,1980-12-26,,서울특별시 종로구 종로5가 102-2,PHMD119993000034084000002,3000000,47,서울특별시 종로구 종로 205 (종로5가),,03,폐업,,,02-763-7771
엄약국,2011-04-08,,,2026-04-22 22:31:07,I,1995-01-11,03,폐업,2011-04-08 10:25:05,,1995-01-11,,서울특별시 종로구 종로5가 52-1,PHMD119993000034084000004,3000000,45,,,03,폐업,,,02-762-3060
한일약국,2020-10-29,199715.242361235,451926.404165042,2026-04-22 22:31:07,I,2003-05-12,03,폐업,2020-10-29 15:16:32,,2003-05-12,,서울특별시 종로구 예지동 166-1,PHMD119993000034084000006,3000000,22,서울특별시 종로구 창경궁로11길 3 (예지동),03194,03,폐업,,,02-2275-0024
제신약국,2009-03-02,,,2026-04-22 22:31:07,I,2001-01-29,03,폐업,2009-03-03 09:52:26,,2001-01-29,,서울특별시 종로구 종로6가 272-4외11필지 동대문 종합시장 D동,PHMD120003000034084000001,3000000,20,,,03,폐업,,,02-2279-7388
상명약국,2014-04-11,196304.97547401,455356.958687957,2026-04-22 22:31:07,I,1967-06-10,03,폐업,2014-04-11 16:59:27,,1967-06-10,,서울특별시 종로구 홍지동 92-6,PHMD120003000034084000003,3000000,56,서울특별시 종로구 세검정로 236-1 (홍지동),,03,폐업,,,02-394-0819
북성당한약국,2008-12-19,,,2026-04-22 22:31:07,I,2007-10-11,03,폐업,2009-01-06 10:03:34,,2007-10-11,,서울특별시 종로구 종로5가 122-1 2층,PHMD120003000034084000004,3000000,63,,,03,폐업,,,02-764-8763
아세아약국,2010-12-30,,,2026-04-22 22:31:07,I,1980-07-25,03,폐업,2010-12-30 13:12:26,,1980-07-25,,서울특별시 종로구 와룡동 171-1,PHMD120003000034084000005,3000000,20,,,03,폐업,,,02-745-6366
개풍한약국,2011-02-28,,,2026-04-22 22:31:07,I,2007-10-09,03,폐업,2011-02-28 16:10:13,,2007-10-09,,서울특별시 종로구 종로4가 147,PHMD120003000034084000006,3000000,23,,,03,폐업,,,02-2266-8721
칠성약국,2016-12-14,197343.812497297,453032.260626082,2026-04-22 22:31:07,I,1968-11-15,03,폐업,2016-12-14 14:27:24,,1968-11-15,,서울특별시 종로구 통인동 137-3,PHMD120003000034084000007,3000000,20,서울특별시 종로구 자하문로9길 8 (통인동),03036,03,폐업,,,02-737-7852
다나약국,2009-02-02,,,2026-04-22 22:31:07,I,2003-03-10,03,폐업,2009-02-02 14:31:51,,2003-03-10,,서울특별시 종로구 숭인동 53-7,PHMD120003000034084000008,3000000,32,,,03,폐업,,,02-741-3090
옥광약국,2012-06-12,,,2026-04-22 22:31:07,I,2002-07-02,03,폐업,2012-06-12 15:45:54,,2002-07-02,,서울특별시 종로구 원남동 135-1,PHMD120003000034084000010,3000000,155,,,03,폐업,,,02-741-0808
대광약국,2012-07-24,,,2026-04-22 22:31:07,I,1990-03-28,03,폐업,2012-07-24 13:10:02,,1990-03-28,,서울특별시 종로구 종로5가 231-2,PHMD120003000034084000011,3000000,137,,,03,폐업,,,02-2273-5061
도성한약국,2009-10-16,,,2026-04-22 22:31:07,I,2007-05-10,03,폐업,2009-10-19 09:14:46,,2007-05-10,,서울특별시 종로구 효제동 175-7,PHMD120013000034084000001,3000000,48,,,03,폐업,,,02-762-6454
동경약국,2010-06-11,,,2026-04-22 22:31:07,I,1986-02-19,03,폐업,2010-06-12 13:44:22,,1986-02-19,,서울특별시 종로구 숭인동 201-4,PHMD120013000034084000003,3000000,38,,,03,폐업,,,02-2238-7789
승보약국,2017-05-14,199552.254965973,452004.946950684,2026-04-22 22:31:07,I,2000-05-02,03,폐업,2017-05-15 11:30:04,,2000-05-02,,서울특별시 종로구 종로4가 59-2,PHMD120013000034084000004,3000000,95,서울특별시 종로구 종로 162 (종로4가),03194,03,폐업,,,02-2279-6228
새밝은약국,2009-01-30,,,2026-04-22 22:31:07,I,2007-06-25,03,폐업,2009-01-30 17:49:02,,2007-06-25,,서울특별시 종로구 종로6가 83번지,PHMD120013000034084000006,3000000,67,,,03,폐업,,,02-3675-6317
독일약국,2025-03-17,201047.506702961,452179.50932328,2026-04-22 22:31:07,I,2003-10-07,03,폐업,2025-03-17 17:32:33,,2003-10-07,,서울특별시 종로구 창신동 525,PHMD120013000034084000007,3000000,100,서울특별시 종로구 종로 314 (창신동),03120,03,폐업,,,02-764-5511
하나약국,2012-05-23,,,2026-04-22 22:31:07,I,2001-06-29,03,폐업,2012-05-23 13:33:25,,2001-06-29,,"서울특별시 종로구 신문로2가 5 1,2층",PHMD120023000034084000001,3000000,26,,,03,폐업,,,02-737-0123
실로암약국,2015-03-30,198150.300374121,452019.212642931,2026-04-22 22:31:07,I,2007-09-20,03,폐업,2015-03-30 14:18:10,,2007-09-20,,서울특별시 종로구 종로1가 24번지 르메이에르 종로타운Ⅰ 4층 F22호,PHMD120023000034084000004,3000000,27,"서울특별시 종로구 종로 19, 422호 (종로1가, 르메이에르종로타운)",,03,폐업,,,02-734-7181
늘푸른약국,2020-10-30,197076.316936233,451690.586861352,2026-04-22 22:31:07,I,2005-10-04,03,폐업,2020-10-30 09:42:00,,2005-10-04,110-102,서울특별시 종로구 평동 166번지 2층,PHMD120023000034084000005,3000000,90,"서울특별시 종로구 새문안로 17, 2층 (평동)",03181,03,폐업,,,02-734-9600
우주약국,2013-06-24,198125.617854915,452230.431619674,2026-04-22 22:31:08,I,1999-05-24,03,폐업,2013-06-24 11:46:08,,1999-05-24,,서울특별시 종로구 청진동 216-1,PHMD120023000034084000007,3000000,20,서울특별시 종로구 삼봉로 42 (청진동),,03,폐업,,,02-733-4173
광제약국,2009-02-24,,,2026-04-22 22:31:08,I,2004-06-03,03,폐업,2009-02-25 15:01:07,,2004-06-03,,서울특별시 종로구 청진동  283-3,PHMD120033000034084000002,3000000,25,,,03,폐업,,,02-735-3340
인제약국,2010-02-23,,,2026-04-22 22:31:08,I,2004-11-16,03,폐업,2011-01-18 13:43:35,,2004-11-16,,서울특별시 종로구 종로4가 153-1,PHMD120033000034084000003,3000000,22,,,03,폐업,,,02-2266-4312
종로약국,2008-12-11,,,2026-04-22 22:31:08,I,2007-12-24,03,폐업,2009-11-17 15:40:18,,2007-12-24,,서울특별시 종로구 종로4가 8,PHMD120033000034084000005,3000000,95,,,03,폐업,,,02-745-3184
나선약국,2012-04-27,,,2026-04-22 22:31:08,I,1997-03-28,03,폐업,2012-04-27 16:47:06,,1997-03-28,,서울특별시 종로구 창신3동 703,PHMD120033000034084000006,3000000,22,,,03,폐업,,,02-3672-2603
보건약국,2013-12-02,197229.024529004,453222.003686192,2026-04-22 22:31:08,I,2008-04-03,03,폐업,2013-12-02 10:48:54,,2008-04-03,,서울특별시 종로구 통인동 31-2,PHMD120033000034084000007,3000000,28,서울특별시 종로구 자하문로17길 23 (통인동),,03,폐업,,,02-6085-1800
세계로유한약국,2010-03-02,200241.893318505,452052.794061278,2026-04-22 22:31:08,I,2006-11-16,03,폐업,2010-03-26 16:55:18,,2006-11-16,110-836,서울특별시 종로구 종로5가 214번지 3호,PHMD120033000034084000008,3000000,41,서울특별시 종로구 종로 232 (종로5가),,03,폐업,,,02-3675-7582
한사랑약국,2016-02-25,197208.638642993,451814.875820174,2026-04-22 22:31:08,I,2000-02-29,03,폐업,2016-02-25 15:45:27,,2000-02-29,110-062,"서울특별시 종로구 신문로2가 17번지 1호 1,2층",PHMD120043000034084000001,3000000,84,"서울특별시 종로구 새문안로 35, 1,2층 (신문로2가)",03178,03,폐업,,,02-733-1002
삼원약국,2012-04-02,197826.356739032,452021.760313896,2026-04-22 22:31:08,I,2002-02-19,03,폐업,2012-04-02 13:58:16,,2002-02-19,,서울특별시 종로구 신문로1가 1-1,PHMD120043000034084000002,3000000,27,서울특별시 종로구 새문안로 103-1 (신문로1가),,03,폐업,,,02-739-9302
세계로유한약국,2015-02-16,200241.893318505,452052.794061278,2026-04-22 22:31:10,I,2014-04-08,03,폐업,2015-02-16 15:32:24,,2014-04-08,110-836,서울특별시 종로구 종로5가 214번지 3호,PHMD120143000034084000014,3000000,41,서울특별시 종로구 종로 232 (종로5가),,03,폐업,,,02-3675-7582
엄약국,2014-12-01,200196.450522845,452110.362966629,2026-04-22 22:31:10,I,2014-07-01,03,폐업,2014-12-01 16:11:21,,2014-07-01,110-835,서울특별시 종로구 종로5가 52번지 1호,PHMD120143000034084000015,3000000,52,서울특별시 종로구 종로 227-4 (종로5가),,03,폐업,,,02-762-3060
요셉약국,2015-09-10,197212.364862058,456055.205802855,2026-04-22 22:31:10,I,2014-07-15,03,폐업,2015-10-20 11:35:53,,2014-07-15,110-847,서울특별시 종로구 평창동 158번지 1호 A동 308호,PHMD120143000034084000016,3000000,96,"서울특별시 종로구 평창문화로 75, A동 3층 308호 (평창동)",03009,03,폐업,,,02-379-1366
종로범진약국,2015-03-23,200484.521522387,452062.817107053,2026-04-22 22:31:10,I,2014-07-23,03,폐업,2015-03-23 11:04:47,,2014-07-23,110-836,서울특별시 종로구 종로5가 273번지 1호,PHMD120143000034084000017,3000000,52,서울특별시 종로구 종로 256-1 (종로5가),,03,폐업,,,02-762-3060
혜화수약국,2021-03-16,199928.952213972,453421.12199907,2026-04-22 22:31:10,I,2014-09-02,03,폐업,2021-03-22 15:33:00,,2014-09-02,110-524,서울특별시 종로구 명륜4가 54번지 1호 1층,PHMD120143000034084000018,3000000,29,"서울특별시 종로구 대명길 29, 1층 (명륜4가)",03078,03,폐업,,,02-742-9414
종로5가미래약국,2015-05-18,200040.644470695,452102.985729367,2026-04-22 22:31:10,I,2014-09-30,03,폐업,2015-05-18 14:01:15,,2014-09-30,110-835,서울특별시 종로구 종로5가 91번지,PHMD120143000034084000020,3000000,135,서울특별시 종로구 종로 211-1 (종로5가),,03,폐업,,,02-766-5462
