건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,지상층수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
사무실,(주)학술교육원,2008-01-16,176745.244577171,448594.284835932,출판인쇄업,출판사,2026-04-22 23:08:59,I,03,폐업,,49.25,8,2008-01-16 14:23:15,,2006-02-07,407-310,인천광역시 계양구 용종동 ***-* ***호,CDFG1251002006000002,3550000,,"인천광역시 계양구 계산새로**번길 **  (용종동,***호)",,03,폐업,,,,,9,1
사무실,나눔교육,2008-03-31,176820.41215751,448466.884752102,출판인쇄업,출판사,2026-04-22 23:09:00,I,03,폐업,,98.56,10,2008-03-31 17:54:10,,2006-02-27,407-310,인천광역시 계양구 용종동 ***-* 밀레니엄프라자 ***호,CDFG1251002006000003,3550000,,"인천광역시 계양구 계산새로 **  (용종동,밀레니엄프라자 ***호)",,03,폐업,,,,,12,2
다세대주택,개성출판사,2009-10-20,174352.740791585,447459.698090066,출판인쇄업,출판사,2026-04-22 23:09:01,I,03,폐업,,37.65,3,2009-10-20 17:31:02,,2006-03-23,407-829,인천광역시 계양구 효성동 ***-* 한창빌라 B**호,CDFG1251002006000004,3550000,,"인천광역시 계양구 효서로***번길 **,  B**호 (효성동,한창빌라)",,03,폐업,,,,,4,1
근린생활시설,꽃마음,2009-01-15,175940.247786634,449393.540882587,출판인쇄업,출판사,2026-04-22 23:09:01,I,03,폐업,,20.4,3,2009-01-15 14:12:23,,2006-11-09,407-804,인천광역시 계양구 계산동 ***-** *층,CDFG1251002006000005,3550000,,"인천광역시 계양구 주부토로***번길 *  (계산동,*층)",,03,폐업,,,,,3,
,정호역학출판사,2008-12-29,177340.262383215,450291.583409327,출판인쇄업,출판사,2026-04-22 23:09:02,I,03,폐업,,,,2008-12-29 15:59:59,,2006-11-09,407-330,인천광역시 계양구 박촌동 **-* 굿모닝맨션 ***동 ***호,CDFG1251002006000006,3550000,,"인천광역시 계양구 장제로***번길 *-*, ***동 ***호 (박촌동,굿모닝맨션)",,03,폐업,,,,,,
,꿈과 비전의 사람들,2011-08-25,176942.440830814,449151.832548691,출판인쇄업,출판사,2026-04-22 23:09:03,I,03,폐업,,,,2013-12-28 18:52:22,,2007-03-09,407-707,인천광역시 계양구 병방동 ***-* 서해아파트 ***동 ****호,CDFG1251002007000002,3550000,,"인천광역시 계양구 장제로 ***, ***동 ****호 (병방동)",,03,폐업,,,,032-543-5154,,
근린생활시설,은정문화,2020-06-22,175085.68116312,448890.519853105,출판인쇄업,출판사,2026-04-22 23:09:06,I,03,폐업,,50.95,5,2020-06-26 14:56:38,,2008-01-22,407-808,인천광역시 계양구 계산동 ***-* *층,CDFG1251002008000003,3550000,일반주거지역,"인천광역시 계양구 계산로 **, *층 (계산동)",,03,폐업,기타,,,032-553-9318,5,
아파트,에디매스,2012-11-14,177008.116657415,447809.68499248,출판인쇄업,출판사,2026-04-22 23:09:07,I,03,폐업,,79.68,,2013-12-28 18:57:00,,2008-06-16,407-714,인천광역시 계양구 작전동 ***-* 도두리마을롯데아파트 ***동 ****호,CDFG1251002008000006,3550000,일반주거지역,"인천광역시 계양구 도두리로 **, ***동 ****호 (작전동, 도두리마을롯데아파트)",,03,폐업,기타,,,,,
근린생활시설,로뎀나무,2009-03-18,176030.103227967,449002.165543519,출판인쇄업,출판사,2026-04-22 23:09:10,I,03,폐업,,12.2,5,2009-03-18 15:01:58,,2008-11-19,407-802,인천광역시 계양구 계산동 ***-* *층,CDFG1251002008000012,3550000,일반주거지역,"인천광역시 계양구 경명대로 ****  (계산동,*층)",,03,폐업,기타,,,,5,
,그리스도의교회 역사연구소,2014-07-23,176405.155479821,449292.428955875,출판인쇄업,출판사,2026-04-22 23:09:11,I,03,폐업,,,,2014-08-01 09:47:30,,2008-12-18,407-814,인천광역시 계양구 임학동 **-**,CDFG1251002008000014,3550000,,인천광역시 계양구 임학서로*번길 **-* (임학동),,03,폐업,,,,,,
,진무시연 출판,2014-05-26,175257.038765787,447518.361040894,출판인쇄업,출판사,2026-04-22 23:09:12,I,03,폐업,,,2,2014-05-26 15:42:33,,2009-05-14,407-816,인천광역시 계양구 작전동 ***-** *층,CDFG1251002009000004,3550000,,"인천광역시 계양구 봉오대로***번길 *-*, *층 (작전동)",,03,폐업,,,,,,
,문학과감성,2022-04-27,177289.333334161,450649.022137879,출판인쇄업,출판사,2026-04-22 23:09:13,I,03,폐업,,31.95,,2022-04-27 16:53:34,,2009-06-12,,인천광역시 계양구 박촌동 *** 박촌휴먼시아,CDFG1251002009000006,3550000,,"인천광역시 계양구 장제로****번길 **, ***동 ***호 (박촌동, 박촌휴먼시아)",21020,03,폐업,,,,,,
,도서출판 치우,2014-01-03,175644.789589671,448693.363238727,출판인쇄업,출판사,2026-04-22 23:09:15,I,03,폐업,,38.55,,2014-01-03 10:58:14,,2010-04-06,407-807,인천광역시 계양구 계산동 ***-** 은혜빌라 ***호,CDFG1251002010000002,3550000,,"인천광역시 계양구 주부토로***번길 **-*, ***호 (계산동, 은혜빌라)",,03,폐업,,,,032-202-8107,,
다세대주택,트랜스글로브,2010-08-30,176879.448306399,449454.011264434,출판인쇄업,출판사,2026-04-22 23:09:16,I,03,폐업,,44.65,,2010-08-31 11:21:59,,2010-07-08,407-814,인천광역시 계양구 임학동 *-** 나동 ***호,CDFG1251002010000006,3550000,주거지역,"인천광역시 계양구 계양산로***번길 *-*, 나동 ***호 (임학동)",,03,폐업,주택가주변,,,032-556-4678,,
다세대주택,백장,2013-11-01,176882.572375173,447213.235685948,출판인쇄업,출판사,2026-04-22 23:09:17,I,03,폐업,,65.26,,2013-11-11 13:23:33,,2010-08-12,407-821,인천광역시 계양구 작전동 ***-* 크리스탈 *동 ***호,CDFG1251002010000007,3550000,주거지역,"인천광역시 계양구 까치말로*번길 **  (작전동,크리스탈 *동 ***호)",,03,폐업,주택가주변,,,,,
다세대주택,수학하는사람,2021-07-12,176607.326609066,448516.12033842,출판인쇄업,출판사,2026-04-22 23:09:17,I,03,폐업,,28.21,,2021-07-13 14:49:01,,2010-09-08,407-784,인천광역시 계양구 계산동 **** 하이베라스 B동 ***호,CDFG1251002010000008,3550000,준주거지역,"인천광역시 계양구 계산새로 **, B동 ***호 (계산동, 하이베라스)",,03,폐업,주택가주변,,,032-547-7357,,
근린생활시설,아이미래,2011-02-28,177197.368219599,450176.422749703,출판인쇄업,출판사,2026-04-22 23:09:17,I,03,폐업,,143.45,,2011-02-28 14:31:36,,2010-10-19,407-480,인천광역시 계양구 방축동 **,CDFG1251002010000009,3550000,준주거지역,인천광역시 계양구 장제로***번길 **  (방축동),,03,폐업,주택가주변,,,070-8658-3358,3,
다세대주택,티핑포인트,2019-06-04,176743.301410775,452966.600756448,출판인쇄업,출판사,2026-04-22 23:09:21,I,03,폐업,,57.96,,2019-06-04 13:15:02,,2011-05-17,407-470,인천광역시 계양구 장기동 ***-* 골든파크빌 ***동 ***호,CDFG1251002011000008,3550000,일반주거지역,"인천광역시 계양구 장기로**번길 **, ***동 ***호 (장기동, 골든파크빌)",,03,폐업,주택가주변,,,032-567-3119,,
아파트,해피트리,2013-06-04,175754.764485837,448101.648715812,출판인쇄업,출판사,2026-04-22 23:09:21,I,03,폐업,,59.34,,2013-12-28 19:19:14,,2011-05-25,407-823,인천광역시 계양구 작전동 *** 한화아파트 ***동 ****호,CDFG1251002011000009,3550000,주거지역,"인천광역시 계양구 계산로***번길 **, ***동 ****호 (작전동, 한화아파트)",,03,폐업,아파트지역,,,,,
다가구용 주택(공동주택적용),홀드북킥스,2012-01-31,176162.458159794,452865.880621859,출판인쇄업,출판사,2026-04-22 23:09:22,I,03,폐업,,53.62,,2012-01-31 10:46:55,,2011-06-23,407-470,인천광역시 계양구 장기동 ***-* 라비캐슬 *동 ***호,CDFG1251002011000010,3550000,일반주거지역,"인천광역시 계양구 장기서로**번길 **  (장기동,라비캐슬 *동 ***호)",,03,폐업,주택가주변,,,070-8755-4678,,
다가구용 주택(공동주택적용),나래원,2015-11-05,176899.828605251,449813.145823991,출판인쇄업,출판사,2026-04-22 23:09:22,I,03,폐업,,41.16,,2015-11-05 14:20:31,,2011-08-02,407-480,인천광역시 계양구 방축동 *** 원일빌라 *층 *호,CDFG1251002011000012,3550000,일반주거지역,"인천광역시 계양구 화산로 **, *층 *호 (방축동, 원일빌라)",,03,폐업,주택가주변,,,031-911-6524,,
근린생활시설,세영출판사,2012-06-28,175501.179936933,447841.556512581,출판인쇄업,출판사,2026-04-22 23:09:23,I,03,폐업,,35.88,,2012-06-28 12:56:06,,2011-08-31,407-824,인천광역시 계양구 작전동 ***-** *층 나호,CDFG1251002011000014,3550000,준주거지역,"인천광역시 계양구 작전시장로 *  (작전동,*층 나호)",,03,폐업,주택가주변,,,,,
다가구용 주택(공동주택적용),통일교육신문사,2016-03-24,176607.326609066,448516.12033842,출판인쇄업,출판사,2026-04-22 23:09:24,I,03,폐업,,28.21,,2016-03-24 09:37:15,,2011-10-14,407-784,인천광역시 계양구 계산동 **** 하이베라스 A동 ****호,CDFG1251002011000017,3550000,일반상업지역,"인천광역시 계양구 계산새로 **, A동 ****호 (계산동, 하이베라스)",,03,폐업,유흥업소밀집지역,,,070-8141-2100,,
아파트,생각의 봄,2012-10-25,175269.517162946,448688.167673572,출판인쇄업,출판사,2026-04-22 23:09:24,I,03,폐업,,48.87,,2012-10-26 11:30:46,,2011-12-01,407-808,인천광역시 계양구 계산동 ***-* 동남아파트 나동 ***호,CDFG1251002011000018,3550000,주거지역,"인천광역시 계양구 향교로 **, 나동 ***호 (계산동,동남아파트)",,03,폐업,아파트지역,,,,,
아파트,월드기획,2019-02-28,177008.116657415,447809.68499248,출판인쇄업,출판사,2026-04-22 23:09:24,I,03,폐업,,40.32,,2019-02-28 16:07:22,,2011-12-07,407-714,인천광역시 계양구 작전동 ***-* 도두리마을동남아파트 ***동 ***호,CDFG1251002011000019,3550000,주거지역,"인천광역시 계양구 도두리로 **, ***동 ***호 (작전동, 도두리마을동남아파트)",,03,폐업,아파트지역,,,032-555-1315,,
아파트,시&시 문학시계,2013-11-08,176984.798389082,448517.914021377,출판인쇄업,출판사,2026-04-22 23:09:25,I,03,폐업,,95.46,,2013-12-28 19:21:34,,2012-02-02,407-310,인천광역시 계양구 용종동 ***-* 초정마을동아아파트 ***동 ****호,CDFG1251002012000001,3550000,일반주거지역,"인천광역시 계양구 계산새로 ***, ***동 ****호 (용종동, 초정마을동아아파트)",,03,폐업,아파트지역,,,,,
다세대주택,CEO 21,2014-06-20,175740.576942728,447142.720663322,출판인쇄업,출판사,2026-04-22 23:09:25,I,03,폐업,,39,,2014-06-27 11:10:55,,2012-04-04,407-820,인천광역시 계양구 작전동 ***-** 대경빌라트 ***동 ***호,CDFG1251002012000003,3550000,주거지역,"인천광역시 계양구 아나지로***번길 *, ***동 ***호 (작전동, 대경빌라트)",,03,폐업,주택가주변,,,,,
아파트,대일인쇄,2016-06-28,174568.999358448,447266.847289353,출판인쇄업,출판사,2026-04-22 23:09:27,I,03,폐업,,59.93,,2016-06-30 10:15:20,,2012-05-10,407-831,인천광역시 계양구 효성동 ***-* 신진아파트 *동 ***호,CDFG1251002012000007,3550000,주거지역,"인천광역시 계양구 효서로 ***, *동 ***호 (효성동, 신진아파트)",,03,폐업,아파트지역,,,,,
,헝그리보더,2016-03-18,176655.251438073,449178.020793345,출판인쇄업,출판사,2026-04-22 23:09:29,I,03,폐업,,,,2016-03-18 17:04:07,,2005-07-21,407-814,인천광역시 계양구 임학동 **-* *층,CDFG1251002012000013,3550000,,"인천광역시 계양구 장제로***번길 **-*, *층 (임학동)",,03,폐업,,,,032-556-4668,,
다세대주택,단순한 책,2013-10-04,175809.640525147,448168.636339805,출판인쇄업,출판사,2026-04-22 23:09:31,I,03,폐업,,42.97,,2013-11-11 13:20:00,,2012-10-29,407-823,인천광역시 계양구 작전동 ***-** 대성빌라 ***호,CDFG1251002012000016,3550000,주거지역,"인천광역시 계양구 주부토로***번길 *-*,  ***호 (작전동,대성빌라)",,03,폐업,주택가주변,,,070-7398-7776,,
단독주택,땅위에 쓰신 글,2014-03-24,175861.977755169,448909.645011819,출판인쇄업,출판사,2026-04-22 23:09:32,I,03,폐업,,79.8,,2014-03-24 19:41:57,,2012-11-13,407-806,인천광역시 계양구 계산동 ***-** ***호,CDFG1251002012000018,3550000,일반주거지역,"인천광역시 계양구 어사대로**번길 **, ***호 (계산동)",,03,폐업,주택가주변,,,,,
아파트,도서출판 샘터,2014-06-27,177603.520393103,450410.37275479,출판인쇄업,출판사,2026-04-22 23:09:33,I,03,폐업,,,,2014-06-27 11:10:10,,2012-12-06,407-723,인천광역시 계양구 박촌동 *** 한화꿈에그린아파트 ***동 ***호,CDFG1251002012000020,3550000,일반주거지역,"인천광역시 계양구 동양로 **, ***동 ***호 (박촌동, 한화꿈에그린아파트)",,03,폐업,아파트지역,,,070-4306-6364,,
아파트,게네시스,2013-09-27,176812.82695191,447454.282333528,출판인쇄업,출판사,2026-04-22 23:09:36,I,03,폐업,,,,2013-12-28 19:23:17,,2013-02-15,407-715,인천광역시 계양구 작전동 *** 현대아파트 ***동 ***호,CDFG1251002013000003,3550000,일반주거지역,"인천광역시 계양구 효서로 ***, ***동 ***호 (작전동, 현대아파트)",,03,폐업,아파트지역,,,,,
아파트,다니엘,2017-02-02,175833.302444749,447883.998345849,출판인쇄업,출판사,2026-04-22 23:09:37,I,03,폐업,,,,2018-02-01 13:07:36,,2013-02-28,407-823,인천광역시 계양구 작전동 ***-** 현대아파트 ***동 ***호,CDFG1251002013000004,3550000,일반주거지역,"인천광역시 계양구 주부토로***번길 **, ***동 ***호 (작전동, 현대아파트)",,03,폐업,아파트지역,,,,,
기타,천구 출판사,2018-10-30,176694.119479296,449254.861161551,출판인쇄업,출판사,2026-04-22 23:09:40,I,03,폐업,,,,2020-01-28 16:30:43,,2013-06-07,407-814,인천광역시 계양구 임학동 ** ****호,CDFG1251002013000009,3550000,준주거지역,"인천광역시 계양구 임학동로 **, ****호 (임학동)",,03,폐업,주택가주변,,,,,
,BM홀딩스,2016-05-03,176698.614353271,448487.413520358,출판인쇄업,출판사,2026-04-22 23:09:46,I,03,폐업,,,,2016-11-25 10:39:44,,2014-06-30,407-310,인천광역시 계양구 용종동 ***-* ***호,CDFG1251002014000006,3550000,,"인천광역시 계양구 계양문화로 **, ***호 (용종동)",,03,폐업,,,,,,
,계산교회 출판사,2023-01-02,175464.883164199,448816.382372412,출판인쇄업,출판사,2026-04-22 23:09:48,I,03,폐업,,,,2023-01-03 09:05:45,,2014-09-12,407-806,인천광역시 계양구 계산동 ***-** *층,CDFG1251002014000009,3550000,,"인천광역시 계양구 계양대로***번길 *, *층 (계산동)",,03,폐업,,,,032-541-8981,,
사무실,제이에스유(JSU),2016-12-14,175978.533957959,446982.523286237,출판인쇄업,출판사,2026-04-22 23:09:50,I,03,폐업,,89.71,,2016-12-14 15:01:43,,2014-12-10,407-728,인천광역시 계양구 작전동 ***-**,CDFG1251002014000013,3550000,,"인천광역시 계양구 아나지로 ***, ***동 ***호 (작전동, 우림카이저팰리스)",,03,폐업,,,,,,
,게네시스 출판사,2017-01-16,176820.199540669,447286.488233775,출판인쇄업,출판사,2026-04-22 23:09:51,I,03,폐업,,101.65,,2017-01-18 14:37:10,,2014-12-15,407-060,인천광역시 계양구 작전동 *** 도올빌딩 *층,CDFG1251002014000014,3550000,,"인천광역시 계양구 아나지로***번길 **, *층 (작전동, 도올빌딩)",,03,폐업,,,,070-4205-4020,,
아파트,레이우드,2016-05-02,174500.15012717,448124.621496017,출판인쇄업,출판사,2026-04-22 23:09:51,I,03,폐업,,,,2016-11-25 10:36:10,,2015-01-16,407-826,인천광역시 계양구 효성동 **-* 중앙하이츠아파트,CDFG1251002015000002,3550000,일반주거지역,"인천광역시 계양구 안남로***번길 ** (효성동, 중앙하이츠아파트)",,03,폐업,,,,032-277-0017,,
근린생활시설,서정음악,2015-09-16,176756.747319404,447695.257642146,출판인쇄업,출판사,2026-04-22 23:09:52,I,03,폐업,,,,2015-09-16 18:33:55,,2015-01-16,407-060,인천광역시 계양구 작전동 ***-* 한미리빌딩,CDFG1251002015000003,3550000,일반상업지역,"인천광역시 계양구 오조산로 * (작전동, 한미리빌딩)",,03,폐업,,,,,,
,누리셈,2018-03-02,176182.360627114,448676.998468573,출판인쇄업,출판사,2026-04-22 23:09:52,I,03,폐업,,,,2018-03-02 13:12:05,,2015-02-25,407-800,인천광역시 계양구 계산동 **-*,CDFG1251002015000004,3550000,,인천광역시 계양구 주부토로***번길 ** (계산동),,03,폐업,,,,,,
,태공 출판사,2021-08-05,177289.333334161,450649.022137879,출판인쇄업,출판사,2026-04-22 23:09:53,I,03,폐업,,,,2021-08-05 20:28:27,,2015-03-31,407-330,인천광역시 계양구 박촌동 ***,CDFG1251002015000006,3550000,,인천광역시 계양구 장제로****번길 ** (박촌동),,03,폐업,,,,032-552-6012,,
,아트뷰,2021-12-09,176206.78953704,451942.283653932,출판인쇄업,출판사,2026-04-22 23:10:00,I,03,폐업,,,,2021-12-10 15:55:12,,2005-11-04,,인천광역시 계양구 다남동 **,CDFG1251002016000004,3550000,,"인천광역시 계양구 다남로**번길 **, ***호 (다남동)",21015,03,폐업,,,,,,
,코롤라 콘텐츠,2022-02-03,176984.798389082,448517.914021377,출판인쇄업,출판사,2026-04-22 23:10:00,I,03,폐업,,,,2022-02-08 13:46:43,,2016-03-08,,인천광역시 계양구 용종동 ***-*,CDFG1251002016000005,3550000,,"인천광역시 계양구 계산새로 ***, ***동 **층 *호 (용종동, 초정마을동아아파트)",21064,03,폐업,,,,,,
,성찬,2019-02-01,176656.472038433,449136.634958011,출판인쇄업,출판사,2026-04-22 23:10:02,I,03,폐업,,,,2020-07-22 17:38:20,,2016-05-02,,인천광역시 계양구 임학동 **-**,CDFG1251002016000009,3550000,,"인천광역시 계양구 장제로***번길 **-*, *층 ***호 (임학동, 플러스빌)",21034,03,폐업,,,,,,
,북펜bookpan,2018-12-14,175809.640525147,448168.636339805,출판인쇄업,출판사,2026-04-22 23:10:03,I,03,폐업,,,,2018-12-14 14:03:02,,2016-05-20,,인천광역시 계양구 작전동 ***-**,CDFG1251002016000012,3550000,,"인천광역시 계양구 주부토로***번길 *-*, ***호 (작전동, 대성파크맨션)",21087,03,폐업,,,,,,
,나무도서관,2020-12-31,174436.650923051,447122.119979531,출판인쇄업,출판사,2026-04-22 23:10:05,I,03,폐업,,,,2021-01-05 13:46:54,,2017-01-09,,인천광역시 계양구 효성동 ***-**,CDFG1251002017000001,3550000,,"인천광역시 계양구 아나지로***번길 *, *층 ***호 (효성동, 효성아트빌)",21112,03,폐업,,,,,,
,9--9--9,2019-05-02,175659.768660204,447728.524447655,출판인쇄업,출판사,2026-04-22 23:10:09,I,03,폐업,,38.61,4,2019-05-02 16:56:39,,2017-06-15,,인천광역시 계양구 작전동 ***-** 나동 ***호,CDFG1251002017000009,3550000,,"인천광역시 계양구 봉오대로***번길 *, 너동 ***호 (작전동, 한오아파트)",21091,03,폐업,,,,,,
,트로피칼 아일랜드,2019-01-25,176942.440830814,449151.832548691,출판인쇄업,출판사,2026-04-22 23:10:12,I,03,폐업,,59.94,12,2019-01-25 15:07:59,,2018-01-23,,인천광역시 계양구 병방동 ***-* 학마을서해.영남아파트,CDFG1251002018000002,3550000,,"인천광역시 계양구 장제로 ***, ***동 ****호 (병방동, 학마을서해.영남아파트)",21035,03,폐업,,,,,,
근린생활시설,잘된 출판사,2019-12-10,176755.67346863,447665.957771141,출판인쇄업,출판사,2026-04-22 23:10:13,I,03,폐업,,114.48,6,2019-12-11 13:08:07,,2018-02-14,,인천광역시 계양구 작전동 ***-* 거승프라자 ***호,CDFG1251002018000003,3550000,,"인천광역시 계양구 오조산로 *, 거승프라자 *층 ***호 (작전동)",21080,03,폐업,,,,032-361-1004,,
,누리셈,2023-03-20,176285.302216452,447404.950064673,출판인쇄업,출판사,2026-04-22 23:10:14,I,03,폐업,,43.2,,2023-03-22 09:04:59,,2018-03-05,,인천광역시 계양구 작전동 ***-* 신진아파트 *동 ***호,CDFG1251002018000006,3550000,,"인천광역시 계양구 봉오대로***번길 **, *동 ***호 (작전동, 신진아파트)",21117,03,폐업,,,,,,
,Ehon,2019-10-25,177006.730892414,449796.381062553,출판인쇄업,출판사,2026-04-22 23:10:14,I,03,폐업,,64.16,2,2019-10-28 17:12:33,,2018-04-20,,인천광역시 계양구 방축동 ***-* *층,CDFG1251002018000009,3550000,,"인천광역시 계양구 화산로**번길 *, *층 (방축동)",21026,03,폐업,,,,,,
