건축물동수,건축물연면적,사업장명,탈의실면적,폐업일자,법인명,좌표X,좌표Y,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,보험가입여부코드,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지도자수,휴게실면적,지번주소,회원모집총인원,관리번호,사무실면적,개방자치단체코드,공사립구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,,태릉헬스크럽,,2003-10-29,,206762.186190045,458366.736408814,체력단련장업,2026-04-22 22:31:05,I,03,폐업,0,2005-09-22 15:40:20,,2000-01-17,,139-804,,,서울특별시 노원구 공릉동 441-136 3층,,CDFH3301062000000002,,3100000,사립,"서울특별시 노원구 동일로192길 85  (공릉동,3층)",,03,폐업,,,
,,삼손헬스피아,,2009-03-03,,206953.775564133,457856.976031993,체력단련장업,2026-04-22 22:31:05,I,03,폐업,0,2009-03-03 17:04:24,,2000-01-27,,139-800,,,서울특별시 노원구 공릉동 238-48 4층,,CDFH3301062000000003,,3100000,사립,"서울특별시 노원구 공릉로 146  (공릉동,4층)",,03,폐업,,,02-973-0225
,,SM헬스광운대점,,2005-02-01,,205186.433291674,457710.084732661,체력단련장업,2026-04-22 22:31:05,I,03,폐업,0,2005-09-22 14:43:18,,2000-02-25,,139-846,,,서울특별시 노원구 월계동 409-10 3층,,CDFH3301062000000004,,3100000,사립,"서울특별시 노원구 광운로 48  (월계동,3층)",,03,폐업,,,
0,0,테크노헬스,,2001-04-11,,206663.402245754,460650.273448306,체력단련장업,2026-04-22 22:31:05,I,03,폐업,,2003-02-21 10:29:10,,2000-02-25,,139-860,0,,서울특별시 노원구 중계동 360-13 위성프라자 8층,,CDFH3301062000000005,,3100000,사립,"서울특별시 노원구 한글비석로 231  (중계동,위성프라자 8층)",,03,폐업,,,
,,현대헬스크리닉,,2005-12-30,,206415.545086691,461546.032265974,체력단련장업,2026-04-22 22:31:05,I,03,폐업,0,2006-01-03 14:06:05,,2000-03-23,,139-859,,,서울특별시 노원구 중계동 434-2 현대종합상가 4층,,CDFH3301062000000006,,3100000,사립,"서울특별시 노원구 한글비석로15길 48  (중계동,현대종합상가 4층)",,03,폐업,,,02-952-6624
,,남경남여헬스클럽,,2019-08-14,,206606.137475841,458244.457701716,체력단련장업,2026-04-22 22:31:05,I,03,폐업,,2019-08-14 11:32:53,,2000-04-24,149,139-803,,,서울특별시 노원구 공릉동 392-2 5층,,CDFH3301062000000007,,3100000,사립,"서울특별시 노원구 동일로192길 46 (공릉동,5층)",,03,폐업,,,02-972-6552
,,더존헬스,,2010-01-20,,206686.332409947,461010.45375712,체력단련장업,2026-04-22 22:31:05,I,03,폐업,,2010-01-26 10:10:02,,2000-05-04,,139-860,,,서울특별시 노원구 중계동 359-10 영광프라자 5층,,CDFH3301062000000008,,3100000,사립,"서울특별시 노원구 한글비석로 265  (중계동,영광프라자 5층)",,03,폐업,,,02-9309-6033
,,월드여성전용헬스,,2007-01-04,,205423.31911567,461291.79668462,체력단련장업,2026-04-22 22:31:05,I,03,폐업,0,2007-02-13 15:40:25,,2000-05-23,,139-832,,,서울특별시 노원구 상계동 725-0 석창빌딩 401동,,CDFH3301062000000009,,3100000,사립,"서울특별시 노원구 동일로218길 25, 401동 (상계동,석창빌딩)",,03,폐업,,,02-952-1524
,,현대헬스,,2006-12-22,,205455.618698896,457358.731978332,체력단련장업,2026-04-22 22:31:05,I,03,폐업,0,2007-01-03 17:57:03,,2001-04-23,,139-957,,,서울특별시 노원구 월계동 929 현대아파트 분산상가 3층,,CDFH3301062001000002,,3100000,사립,"서울특별시 노원구 석계로 49  (월계동,현대아파트 분산상가 3층)",,03,폐업,,,02-909-4888
,,명M문헬스클럽,,2005-11-29,,206895.205500601,458235.622434059,체력단련장업,2026-04-22 22:31:05,I,03,폐업,0,2005-11-29 15:40:40,,2001-04-23,,139-804,,,서울특별시 노원구 공릉동 408-4 18통7반 3층,,CDFH3301062001000003,,3100000,사립,"서울특별시 노원구 공릉로 187  (공릉동,3층)",,03,폐업,,,02-973-9327
,,그린헬스,,2019-01-09,,205511.165287602,457023.189628987,체력단련장업,2026-04-22 22:31:05,I,03,폐업,,2019-01-09 16:30:22,,2001-04-25,137.71,139-051,,,서울특별시 노원구 월계동 54-12 2층,,CDFH3301062001000004,,3100000,사립,,,03,폐업,,,02-909-3902
,,성우남녀헬스,,2015-05-27,,207084.29098881,463046.677775019,체력단련장업,2026-04-22 22:31:05,I,03,폐업,,2015-05-27 14:18:06,,2001-04-26,189,139-810,,,서울특별시 노원구 상계동 76-22 5층,,CDFH3301062001000005,,3100000,사립,"서울특별시 노원구 덕릉로 822  (상계동,5층)",,03,폐업,,,02-932-8403
,,테크노헬스,,2004-12-10,,206663.402245754,460650.273448306,체력단련장업,2026-04-22 22:31:05,I,03,폐업,0,2005-09-22 14:39:29,,2001-04-27,,139-860,,,서울특별시 노원구 중계동 360-13 위성프라자8층,,CDFH3301062001000006,,3100000,사립,"서울특별시 노원구 한글비석로 231  (중계동,위성프라자8층)",,03,폐업,,,
,,라인업 휘트니스 클럽,,2025-07-09,,206765.930853377,460900.548139673,체력단련장업,2026-04-22 22:31:05,I,03,폐업,,2025-07-09 19:09:01,,2001-06-11,158.76,139-861,,,서울특별시 노원구 중계동 364-23 동진빌딩 401,,CDFH3301062001000009,,3100000,사립,"서울특별시 노원구 중계로 205 (중계동,동진빌딩 401)",,03,폐업,,,02-951-5324
,,미래휘트니스,,2005-01-31,,206618.498700563,458592.902403105,체력단련장업,2026-04-22 22:31:06,I,03,폐업,0,2005-09-22 14:41:26,,2001-12-07,,139-804,,,서울특별시 노원구 공릉동 434-2 임펙트빌딩 7층,,CDFH3301062001000012,,3100000,사립,"서울특별시 노원구 동일로198길 78  (공릉동,임펙트빌딩 7층)",,03,폐업,,,
,,우성남여헬스,,2018-05-23,,206129.338552686,458453.710840294,체력단련장업,2026-04-22 22:31:06,I,03,폐업,,2018-05-23 17:24:59,,2001-12-10,81,139-801,,,서울특별시 노원구 공릉동 312-4 2층,,CDFH3301062001000013,,3100000,사립,"서울특별시 노원구 동일로197길 21 (공릉동,2층)",,03,폐업,,,02-976-3995
0,0,노원휘트니스,,2009-07-31,,205387.083540216,460970.929075231,체력단련장업,2026-04-22 22:31:06,I,03,폐업,,2009-08-05 10:42:15,,2002-02-05,,139-832,,,서울특별시 노원구 상계동 749-9 동보빌딩 지층,,CDFH3301062002000001,,3100000,사립,"서울특별시 노원구 동일로 1372  (상계동,동보빌딩 지층)",,03,폐업,,,
,,이엔에이스포츠,,2006-08-23,,206490.247358174,460830.615360327,체력단련장업,2026-04-22 22:31:06,I,03,폐업,0,2006-10-27 17:06:17,,2002-03-06,,139-860,,,서울특별시 노원구 중계동 360-2 청구아파트상가401호,,CDFH3301062002000002,,3100000,사립,,,03,폐업,,,02-934-1009
,,LA헬스,,2006-11-20,,205036.765287976,458534.558853124,체력단련장업,2026-04-22 22:31:06,I,03,폐업,0,2006-11-20 15:15:19,,2002-03-19,,139-917,,,서울특별시 노원구 월계동 292-59 3층,,CDFH3301062002000003,,3100000,사립,"서울특별시 노원구 월계로 336  (월계동,3층)",,03,폐업,,,02-916-6120
,,상계헬스스포츠,,2013-02-20,,205764.669442117,461769.075044013,체력단련장업,2026-04-22 22:31:06,I,03,폐업,,2013-02-21 16:12:10,,2002-04-10,277.51,139-818,,,서울특별시 노원구 상계동 397-4 사용빌딩 4층,,CDFH3301062002000004,,3100000,사립,"서울특별시 노원구 상계로9길 23  (상계동,사용빌딩 4층)",,03,폐업,,,02-3392-0880
,457,휴먼스포츠메디컬센터,,2005-12-30,,206794.835690302,461057.732356499,체력단련장업,2026-04-22 22:31:06,I,03,폐업,0,2006-01-03 14:06:51,,2002-05-03,,139-861,,,서울특별시 노원구 중계동 366-11 노블시티빌딩 9층,,CDFH3301062002000005,,3100000,사립,"서울특별시 노원구 한글비석로 276  (중계동,노블시티빌딩 9층)",,03,폐업,,,02-930-5017
,,미네르바휘트니스클럽,,2010-04-14,,204596.628767814,463189.712552985,체력단련장업,2026-04-22 22:31:06,I,03,폐업,,2010-04-15 15:04:49,,2002-12-27,,139-836,,,서울특별시 노원구 상계동 936-2 3층,,CDFH3301062002000007,,3100000,사립,"서울특별시 노원구 수락산로 232  (상계동,3층)",,03,폐업,,,02-932-8811
,,퍼스트휘트니스클럽,,2016-07-20,,205435.251508765,461736.287191976,체력단련장업,2026-04-22 22:31:06,I,03,폐업,,2016-07-21 14:50:30,,2002-12-30,399.17,139-821,,,서울특별시 노원구 상계동 591-2 4층,,CDFH3301062002000008,,3100000,사립,"서울특별시 노원구 상계로1길 38-11 (상계동,4층)",,03,폐업,,,02-939-0011
,,바디웰휘트니스,,2010-01-06,,207794.259011921,458075.190812037,체력단련장업,2026-04-22 22:31:06,I,03,폐업,,2010-01-13 17:40:44,,2003-05-30,,139-800,,,서울특별시 노원구 공릉동 113 3층,,CDFH3301062003000003,,3100000,사립,,,03,폐업,,,02-971-1445
,,휘트니스클럽,,2005-09-02,,206374.955470938,458217.442318273,체력단련장업,2026-04-22 22:31:06,I,03,폐업,0,2005-09-22 14:42:11,,2003-08-25,,139-801,,,서울특별시 노원구 공릉동 386-1 2층,,CDFH3301062003000004,,3100000,사립,"서울특별시 노원구 동일로 1078  (공릉동,2층)",,03,폐업,,,
,,비나이더 상계점,,2024-10-10,,205280.620692797,461113.53904716,체력단련장업,2026-04-22 22:31:06,I,03,폐업,,2024-10-10 13:25:47,,2003-12-05,480,,,,서울특별시 노원구 상계동 730-2 상계주공3단지아파트,,CDFH3301062003000005,,3100000,사립,"서울특별시 노원구 동일로 1383, 지하층 (상계동, 상계주공3단지아파트)",01762,03,폐업,,,
,,한독스파밸리헬스클럽,,2010-01-20,,205645.891969072,459609.012509743,체력단련장업,2026-04-22 22:31:06,I,03,폐업,,2010-01-26 10:12:03,,2004-02-13,,139-863,,,서울특별시 노원구 중계동 506-1 8층,,CDFH3301062004000001,,3100000,사립,"서울특별시 노원구 섬밭로 258  (중계동,8층)",,03,폐업,,,
,,훈스포라인,,2007-11-16,,206801.874265425,457447.793737463,체력단련장업,2026-04-22 22:31:06,I,03,폐업,0,2008-08-07 10:32:20,,2004-03-24,,139-808,,,서울특별시 노원구 공릉동 633-15 지층,,CDFH3301062004000002,,3100000,사립,"서울특별시 노원구 공릉로 101  (공릉동,지층)",,03,폐업,,,02-976-7799
,,웰빙라이프휘트니스,,2013-12-31,,205540.505213317,461588.442056202,체력단련장업,2026-04-22 22:31:06,I,03,폐업,,2013-12-31 19:27:49,,2004-10-01,230,139-816,,,서울특별시 노원구 상계동 337 다나프라자(지하1층),,CDFH3301062004000007,,3100000,사립,"서울특별시 노원구 상계로 77, 지하1층 (상계동, 다나프라자)",,03,폐업,,,02-9518-9856
,,라비앙휘트니스,,2014-06-13,,207149.521057387,460442.251691919,체력단련장업,2026-04-22 22:31:06,I,03,폐업,,2014-06-13 14:04:45,,2006-05-23,182.08,139-229,,,"서울특별시 노원구 중계동 58-64 득림빌딩 4, 5층",,CDFH3301062006000001,,3100000,사립,"서울특별시 노원구 중계로 120  (중계동,득림빌딩 4, 5층)",,03,폐업,,,02-3392-5798
,,와우멀티짐&골프,,2016-07-20,,205557.013355638,461441.687971047,체력단련장업,2026-04-22 22:31:07,I,03,폐업,,2016-07-21 14:47:47,,2006-07-21,765,139-816,,,서울특별시 노원구 상계동 292-1 와우쇼핑몰 지하1층,,CDFH3301062006000002,,3100000,사립,"서울특별시 노원구 노해로 507 (상계동,와우쇼핑몰 지하1층)",,03,폐업,,,02-950-0993
,,휘트니스투데이,,2013-11-29,,204765.755552308,463871.943605684,체력단련장업,2026-04-22 22:31:07,I,03,폐업,,2013-11-29 13:20:02,,2006-10-16,512.16,139-837,,,"서울특별시 노원구 상계동 1118-97 대은빌딩 601, 701호",,CDFH3301062006000005,,3100000,사립,"서울특별시 노원구 동일로 1665,  701호 (상계동,대은빌딩 601,)",,03,폐업,,,
,,바디팩토리 휘트니스,,2020-10-08,,205310.199521657,457885.073868401,체력단련장업,2026-04-22 22:31:07,I,03,폐업,,2020-10-08 14:30:36,,2007-11-01,196,139-846,,,서울특별시 노원구 월계동 413-1 주원빌딩 4층,,CDFH3301062007000002,,3100000,사립,"서울특별시 노원구 석계로 102 (월계동,주원빌딩 4층)",,03,폐업,,,02-942-9377
,,(주)웰리체 중계점,,2013-03-26,,205953.043735981,459822.608944797,체력단련장업,2026-04-22 22:31:07,I,03,폐업,,2013-03-26 10:19:01,,2007-11-14,767.96,139-865,2,,서울특별시 노원구 중계동 509-1 씨엔미빌딩 2층,,CDFH3301062007000003,,3100000,사립,"서울특별시 노원구 동일로204가길 34  (중계동,씨엔미빌딩 2층)",,03,폐업,,,02-948-3222
,,비앤디휘트니스,0,2013-03-29,,205346.193803695,461188.389276448,체력단련장업,2026-04-22 22:31:07,I,03,폐업,,2013-03-30 11:18:36,,2010-04-09,271,139-832,1,0,서울특별시 노원구 상계동 728-2 한일빌딩 지하1층,,CDFH3301062010000001,0,3100000,사립,"서울특별시 노원구 동일로 1392  (상계동,한일빌딩 지하1층)",,03,폐업,,,02-932-3668
,,뉴하라 스포츠센터,0,2012-09-04,,205457.289886391,460487.443375594,체력단련장업,2026-04-22 22:31:07,I,03,폐업,,2012-09-04 18:26:12,,2010-07-14,264,139-831,,0,서울특별시 노원구 상계동 764-1 하라프라자 지하2층,,CDFH3301062010000003,0,3100000,사립,"서울특별시 노원구 동일로 1323  (상계동,하라프라자 지하2층)",,03,폐업,,,02-937-0031
,,커브스 석계클럽,0,2021-01-14,,205984.15211292,457275.799282625,체력단련장업,2026-04-22 22:31:07,I,03,폐업,,2021-01-14 16:09:49,,2011-06-17,137.46,139-956,1,0,"서울특별시 노원구 월계동 18 , 18-1 그랑빌아파트 주상가동 302호",,CDFH3301062011000002,0,3100000,사립,"서울특별시 노원구 마들로 31, 주상가동 (월계동, 그랑빌아파트)",01913,03,폐업,,,02-976-3003
,,노원헬스,0,2023-01-31,,205415.542386681,461328.596334115,체력단련장업,2026-04-22 22:31:07,I,03,폐업,,2023-01-31 14:45:14,,2012-10-17,,139-832,,0,서울특별시 노원구 상계동 724 근호빌딩 지하2층호,,CDFH3301062012000003,0,3100000,사립,서울특별시 노원구 노해로 488 (상계동),01751,03,폐업,,,
,,인덕대학교스포츠센터,0,2019-02-11,,204790.424786507,458749.280581727,체력단련장업,2026-04-22 22:31:07,I,03,폐업,,2019-02-12 09:17:41,,2012-10-31,465.13,139-749,,0,서울특별시 노원구 월계동 648 인덕대학교 연지스퀘어 지하2층호,,CDFH3301062012000005,0,3100000,사립,"서울특별시 노원구 초안산로 12 (월계동, 인덕대학교 연지스퀘어 지하2층)",01878,03,폐업,,,02-997-1777
,,건영스파헬스클럽,0,2020-12-30,,205601.926027171,459732.128595514,체력단련장업,2026-04-22 22:31:07,I,03,폐업,,2020-12-30 13:25:02,,2013-08-12,204,139-880,1,0,서울특별시 노원구 중계동 506 건영백화점,,CDFH3301062013000004,0,3100000,사립,"서울특별시 노원구 동일로203가길 29, 8층 (중계동, 건영백화점)",01779,03,폐업,,,
,839,Young 남여헬스클럽,0,2020-12-02,,205762.420153519,462249.317788628,체력단련장업,2026-04-22 22:31:07,I,03,폐업,,2020-12-02 20:29:53,,2014-06-27,,139-820,,0,서울특별시 노원구 상계동 456-76,,CDFH3301062014000005,0,3100000,사립,"서울특별시 노원구 노원로34길 80, 지하1층 1호 (상계동)",01679,03,폐업,,,
,,powerzone 중계,0,2017-12-20,,206261.421352141,460957.204690889,체력단련장업,2026-04-22 22:31:08,I,03,폐업,,2017-12-20 13:40:50,,2016-06-22,86.52,,1,0,서울특별시 노원구 중계동 413-9,,CDFH3301062016000002,0,3100000,사립,"서울특별시 노원구 덕릉로 589, 지하1층 (중계동, 열쇠게이트맨)",01708,03,폐업,,,
,356,크로스핏펀,0,2022-04-13,,206597.645826848,458224.723279455,체력단련장업,2026-04-22 22:31:08,I,03,폐업,,2022-04-13 15:06:13,,2016-10-28,356.29,,,0,서울특별시 노원구 공릉동 392-4,100,CDFH3301062016000005,0,3100000,사립,"서울특별시 노원구 동일로190길 43-6, 지1층 (공릉동, EnS빌딩)",01842,03,폐업,,,
,,커스텀핏,0,2022-08-23,,204956.84289123,462666.734307761,체력단련장업,2026-04-22 22:31:08,I,03,폐업,,2022-08-23 16:47:11,,2020-09-04,147.08,,1,0,서울특별시 노원구 상계동 651-5 현대골드씨티,,CDFH3301062020000006,0,3100000,사립,"서울특별시 노원구 동일로 1545, 현대골드씨티 5층 503호 (상계동)",01620,03,폐업,,,
,,바디온 피트니스,0,2025-03-25,,205310.199521657,457885.073868401,체력단련장업,2026-04-22 22:31:08,I,03,폐업,,2025-03-25 17:23:37,,2020-10-08,488.93,,1,0,서울특별시 노원구 월계동 413-1 주원21빌딩,,CDFH3301062020000010,0,3100000,사립,"서울특별시 노원구 석계로 102, 주원21빌딩 6, 7층 (월계동)",01886,03,폐업,,,
,,트레인스마트,0,2025-12-12,,207030.39244178,457820.215720731,체력단련장업,2026-04-22 22:31:09,I,03,폐업,,2025-12-12 20:00:03,,2024-06-21,97.62,,1,0,서울특별시 노원구 공릉동 240-18,,CDFH3301062024000007,0,3100000,사립,"서울특별시 노원구 공릉로34길 22, 2층 (공릉동)",01824,03,폐업,,,
0,0,코인헬스클럽,,1999-01-15,,188072.460191824,449872.094409073,체력단련장업,2026-04-22 22:31:07,I,03,폐업,,2003-04-18 11:50:37,,1997-09-29,,157-863,0,,서울특별시 강서구 염창동 274-8,,CDFH3301061997000006,,3150000,사립,서울특별시 강서구 공항대로 535  (염창동),,03,폐업,,,36627233
0,0,구암헬스,,2001-04-02,,186845.655193795,451427.035216251,체력단련장업,2026-04-22 22:31:07,I,03,폐업,,2003-04-18 11:50:37,,1998-01-14,,157-807,0,,서울특별시 강서구 가양동 1478 가양4단지상가302호,,CDFH3301061998000001,,3150000,사립,"서울특별시 강서구 양천로57길 37  (가양동,가양4단지상가302호)",,03,폐업,,,36631393
0,0,헬스타임,,2001-03-20,,183599.484796013,452409.070679958,체력단련장업,2026-04-22 22:31:08,I,03,폐업,,2003-04-18 11:50:37,,1998-02-25,,157-847,0,,서울특별시 강서구 방화동 286-1,,CDFH3301061998000002,,3150000,사립,서울특별시 강서구 양천로23길 9  (방화동),,03,폐업,,,
0,0,헬스빌,,2000-08-22,,185695.59356134,447468.836493019,체력단련장업,2026-04-22 22:31:08,I,03,폐업,,2003-04-18 11:50:37,,1998-03-16,,157-910,0,,서울특별시 강서구 화곡동 937-14 31,,CDFH3301061998000003,,3150000,사립,"서울특별시 강서구 월정로 114  (화곡동,31)",,03,폐업,,,
,,남여파워헬스크럽,,2004-12-08,,186083.50977844,447378.904571819,체력단련장업,2026-04-22 22:31:08,I,03,폐업,0,2005-12-16 13:48:54,,1998-08-10,,157-910,,,서울특별시 강서구 화곡동 913-5 2층,,CDFH3301061998000005,,3150000,사립,"서울특별시 강서구 강서로5나길 88  (화곡동,2층)",,03,폐업,,,
,,국민헬스,,2004-12-14,,185559.921734415,449137.594380745,체력단련장업,2026-04-22 22:31:08,I,03,폐업,0,2004-12-14 14:10:34,,1999-06-04,,157-918,,,서울특별시 강서구 화곡동 1024-10,,CDFH3301061999000001,,3150000,사립,서울특별시 강서구 강서로 207  (화곡동),,03,폐업,,,
0,0,용헬스크럽,,2002-12-13,,188872.058097899,449451.023714108,체력단련장업,2026-04-22 22:31:08,I,03,폐업,,2003-04-18 11:50:37,,2000-04-21,,157-864,0,,서울특별시 강서구 염창동 282-22,,CDFH3301062000000002,,3150000,사립,서울특별시 강서구 공항대로 629  (염창동),,03,폐업,,,
,,한국헬스크럽,,2003-12-23,,183147.775733197,452259.11212305,체력단련장업,2026-04-22 22:31:08,I,03,폐업,0,2003-12-29 10:44:28,,2000-11-16,,157-850,,,서울특별시 강서구 방화동 559-5,,CDFH3301062000000003,,3150000,사립,서울특별시 강서구 양천로14길 16  (방화동),,03,폐업,,,
,,파워헬스피아,,2006-12-28,,188429.042609254,450005.766471686,체력단련장업,2026-04-22 22:31:08,I,03,폐업,0,2007-01-02 14:35:40,,2000-04-28,,157-863,,,서울특별시 강서구 염창동 265-1,,CDFH3301062000000004,,3150000,사립,서울특별시 강서구 양천로 658  (염창동),,03,폐업,,,36615527
,,미성헬스,,2005-09-12,,186068.295788582,452026.079084842,체력단련장업,2026-04-22 22:31:08,I,03,폐업,0,2005-09-12 16:55:20,,2000-04-29,,157-806,,,서울특별시 강서구 가양동 1458-5,,CDFH3301062000000005,,3150000,사립,서울특별시 강서구 허준로 12  (가양동),,03,폐업,,,36610550
,,헬스파워,,2012-03-29,,187835.843096148,448230.853037345,체력단련장업,2026-04-22 22:31:08,I,03,폐업,0,2012-03-29 15:53:41,,2000-07-14,,157-837,,,서울특별시 강서구 등촌동 566-20 우덕빌딩 5층,,CDFH3301062000000007,,3150000,사립,"서울특별시 강서구 등촌로 69  (등촌동,우덕빌딩 5층)",,03,폐업,,,26494965
