사업장명,사업자등록번호,종별명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,배출시설연간가동일수,배출시설조업시간,환경업무구분명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,주생산품명,방지시설연간가동일수,방지시설조업시간,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,업종구분명
박상수내과의원,1059612575,,,,192482.011283077,449556.961285777,2026-04-22 22:32:34,I,11,영업,,,기타수질오염원관리,2013-04-11 17:45:19,1998-08-13,,서울특별시 마포구 합정동 364-8,313000025199800172,3130000,,,,"서울특별시 마포구 독막로 22 (합정동, 2층)",,,01,영업/정상,,,02-332-5460,
이재일내과의원,1059606637,,,,195748.06444032,449145.578789461,2026-04-22 22:32:24,I,11,영업,,,기타수질오염원관리,2018-09-11 16:38:08,1998-09-23,,서울특별시 마포구 공덕동 256-13 제일빌딩,313000025199800182,3130000,,,,"서울특별시 마포구 만리재로 15, 제일빌딩 303호 (공덕동)",04214,,01,영업/정상,,,02-702-3436,
강정원의원,1059600026,,,,195314.033874515,448573.290097476,2026-04-22 22:32:34,I,11,영업,,,기타수질오염원관리,2010-07-09 14:37:34,1998-10-02,,서울특별시 마포구 도화동 201-39,313000025199800192,3130000,,,,서울특별시 마포구 삼개로 11  (도화동),,,01,영업/정상,,,02-712-3700,
시민의원,1059606660,,,,,,2026-04-22 22:32:27,I,11,영업,,,기타수질오염원관리,2010-07-16 14:02:48,1998-10-09,,서울특별시 마포구 대흥동 3-57,313000025199800217,3130000,,,,서울특별시 마포구 대흥로 170  (대흥동),,,01,영업/정상,,,02-716-2158,
한양성심병원,1058208322,,,,191539.563874532,451916.77064097,2026-04-22 22:32:27,I,4,폐쇄,,,기타수질오염원관리,2012-12-07 10:33:28,1998-10-13,,서울특별시 마포구 성산동 151-6,313000025199800224,3130000,,,,서울특별시 마포구 월드컵북로 218  (성산동),,,04,취소/말소/만료/정지/중지,,,02-306-7560,
중앙자동차서비스,1050738396,,,,191385.671891769,451494.993439969,2026-04-22 22:31:59,I,11,영업,,,기타수질오염원관리,2023-01-25 08:52:46,2005-10-19,,서울특별시 마포구 성산동 590-4 KCC상암스튜디오380,313000025199900055,3130000,,,,"서울특별시 마포구 모래내로1길 20, KCC상암스튜디오380 (성산동)",03938,,01,영업/정상,,,37231787,
스튜디오홍대,1051626325,,,,193359.27190055,449831.533270543,2026-04-22 22:32:13,I,11,영업,,,기타수질오염원관리,2009-09-29 13:55:26,1999-04-23,,서울특별시 마포구 상수동 72-1 홍익대학교 홍문관 지하2층,313000025199900244,3130000,,,,"서울특별시 마포구 와우산로 94  (상수동,홍익대학교 홍문관 지하2층)",,,01,영업/정상,,,02-325-1967,
현대제일의원,1059024841,,,,,,2026-04-22 22:32:27,I,11,영업,,,기타수질오염원관리,2010-07-19 14:53:55,1999-07-01,,서울특별시 마포구 도화동 376,313000025199900252,3130000,,,,,,,01,영업/정상,,,02-711-1511,
공덕동물병원,1059615043,,,,,,2026-04-22 22:32:27,I,11,영업,,,기타수질오염원관리,2010-07-19 14:56:03,1999-07-19,,서울특별시 마포구 신공덕동 56-51,313000025199900255,3130000,,,,,,,01,영업/정상,,,02-716-6172,
조상래동물병원,1059614646,,,,192603.399811438,450847.135604774,2026-04-22 22:32:27,I,11,영업,,,기타수질오염원관리,2010-07-19 14:57:55,1999-08-30,,서울특별시 마포구 성산동 228-4,313000025199900259,3130000,,,,서울특별시 마포구 월드컵북로 64  (성산동),,,01,영업/정상,,,02-335-5327,
디엔씨동물병원,1059615271,,,,194862.559289804,450454.69668079,2026-04-22 22:32:27,I,11,영업,,,기타수질오염원관리,2012-06-11 09:19:35,1999-08-30,,서울특별시 마포구 노고산동 1-67,313000025199900260,3130000,,,,서울특별시 마포구 신촌로 154 (노고산동),,,01,영업/정상,,,02-717-7571,
웰케어동물병원,1050787150,,,,192782.111359982,450515.900711257,2026-04-22 22:32:20,I,4,폐쇄,,,기타수질오염원관리,2013-03-08 11:00:53,1999-08-30,,서울특별시 마포구 서교동 447-2 1층,313000025199900263,3130000,,,,"서울특별시 마포구 월드컵북로 27  (서교동,1층)",,,04,취소/말소/만료/정지/중지,,,02-337-7575,
용강동물병원,1059097418,,,,194584.871117123,449177.790847758,2026-04-22 22:32:20,I,11,영업,,,기타수질오염원관리,2010-04-22 11:03:38,1999-08-30,,서울특별시 마포구 대흥동 337-41 대흥빌딩 1층,313000025199900265,3130000,,,,"서울특별시 마포구 대흥로 48  (대흥동,대흥빌딩 1층)",,,01,영업/정상,,,02-707-2340,
동물사랑동물병원,1050932547,,,,192097.519545642,450313.413235717,2026-04-22 22:32:09,I,11,영업,,,기타수질오염원관리,2008-11-24 11:47:22,1999-08-30,,서울특별시 마포구 서교동 476-14,313000025199900266,3130000,,,,서울특별시 마포구 월드컵로 64  (서교동),,,01,영업/정상,,,02-3142-0008,
프로포토,1050392091,,,,195184.335899857,448780.26877488,2026-04-22 22:32:27,I,11,영업,,,기타수질오염원관리,2010-07-19 15:06:43,1999-08-31,,서울특별시 마포구 도화동 538 성지빌딩 102호,313000025199900268,3130000,,,,"서울특별시 마포구 큰우물로 75  (도화동,성지빌딩 102호)",,,01,영업/정상,,,02-706-5043,
양대원내과의원,1059028508,,,,,,2026-04-22 22:32:27,I,11,영업,,,기타수질오염원관리,2010-07-19 15:18:48,1999-10-27,,"서울특별시 마포구 도화동 6 삼성프라자상가 303,304호",313000025199900292,3130000,,,,,,,01,영업/정상,,,02-703-8543,
소망사진실,1050394497,,,,,,2026-04-22 22:32:27,I,11,영업,,,기타수질오염원관리,2010-07-19 15:20:59,1999-11-08,,서울특별시 마포구 망원동 480-1,313000025199900293,3130000,,,,,,,01,영업/정상,,,02-323-3178,
부일공업검사(주),,,,,194456.747364367,448899.020337611,2026-04-22 22:32:27,I,11,영업,,,기타수질오염원관리,2010-07-19 15:24:18,1999-12-03,,서울특별시 마포구 용강동 494-95,313000025199900301,3130000,,,,서울특별시 마포구 대흥로4길 13  (용강동),,,01,영업/정상,,,02-707-3381,
홍대포토랜드,1050465612,,,,192904.074558775,450498.054492631,2026-04-22 22:32:28,I,11,영업,,,기타수질오염원관리,2015-05-26 17:39:06,2000-04-20,,서울특별시 마포구 동교동 206-3,313000025200000322,3130000,,,,서울특별시 마포구 월드컵북로4길 8 (동교동),,,01,영업/정상,,,02-322-9321,
남산의원,1279031527,,,,,,2026-04-22 22:32:28,I,11,영업,,,기타수질오염원관리,2010-07-19 16:37:40,2000-09-05,,서울특별시 마포구 대흥동 16-22 2층,313000025200000329,3130000,,,,"서울특별시 마포구 고산17길 4  (대흥동,2층)",,,01,영업/정상,,,02-715-6951,
코오롱모터스(주),1138803053,,,,191444.163784026,451584.919046523,2026-04-22 22:31:59,I,11,영업,,,기타수질오염원관리,2023-09-22 14:59:17,2005-07-25,,서울특별시 마포구 성산동,313000025200100001,3130000,,,,서울특별시 마포구 월드컵로36길 22 (성산동),,,01,영업/정상,,,02-375-7301,
신촌진단방사선과의원,1059040517,,,,194397.553052703,450261.160409978,2026-04-22 22:32:34,I,11,영업,,,기타수질오염원관리,2010-09-02 17:59:01,2001-02-28,,서울특별시 마포구 노고산동 31-135,313000025200100006,3130000,,,,서울특별시 마포구 신촌로 102-1  (노고산동),,,01,영업/정상,,,02-717-3305,
오렌지피엔피,1050437931,,,,192355.634035398,450015.876139224,2026-04-22 22:32:28,I,11,영업,,,기타수질오염원관리,2010-07-19 16:48:34,2001-04-12,,서울특별시 마포구 서교동 385-15 남성빌딩 1층,313000025200100010,3130000,,,,"서울특별시 마포구 양화로11길 46  (서교동,남성빌딩 1층)",,,01,영업/정상,,,02-325-8747,
대영공방,1052573965,,,,193675.477979612,450361.503595428,2026-04-22 22:32:28,I,4,폐쇄,,,기타수질오염원관리,2019-08-20 11:18:50,2001-04-12,,서울특별시 마포구 서교동 326-18,313000025200100015,3130000,,,,서울특별시 마포구 와우산로33길 26 (서교동),,,04,취소/말소/만료/정지/중지,,,02-337-3311,
문형사,1051971874,,,2026-01-13,193900.482380228,449201.850527823,2026-04-22 22:32:29,I,2,폐업,,,기타수질오염원관리,2026-01-13 16:07:13,2002-05-19,,서울특별시 마포구 구수동 68-25,313000025200200008,3130000,,,,서울특별시 마포구 창전로 30 (구수동),,,03,폐업,,,02-704-3065,
오성사,1053502644,,,,,,2026-04-22 22:32:28,I,11,영업,,,기타수질오염원관리,2010-07-19 16:52:30,2001-05-03,,서울특별시 마포구 현석동 123-1,313000025200100018,3130000,,,,서울특별시 마포구 토정로16길 66  (현석동),,,01,영업/정상,,,02-704-9262,
천우사,1053591905,,,,193814.970830651,449422.911058704,2026-04-22 22:32:28,I,11,영업,,,기타수질오염원관리,2010-07-19 17:03:43,2001-05-03,,서울특별시 마포구 창전동 217-1,313000025200100019,3130000,,,,서울특별시 마포구 서강로 43-2  (창전동),,,01,영업/정상,,,02-323-5774,
제이스엠비크리닉,1059040934,,,,,,2026-04-22 22:32:28,I,11,영업,,,기타수질오염원관리,2010-07-19 17:06:26,2001-05-21,,서울특별시 마포구 망원동 377-30,313000025200100022,3130000,,,,,,,01,영업/정상,,,02-324-9966,
김재학내과의원,1059042835,,,,195038.105005811,448896.754707491,2026-04-22 22:32:34,I,11,영업,,,기타수질오염원관리,2010-07-19 17:07:38,2001-06-11,,서울특별시 마포구 염리동 174-14,313000025200100023,3130000,의료폐기물,,,서울특별시 마포구 큰우물로 53  (염리동),,,01,영업/정상,,,02-704-1335,
김경대치과의원,1059044449,,,,195071.674859491,448460.50414883,2026-04-22 22:32:28,I,5,제외사항,,,기타수질오염원관리,2013-03-18 11:05:19,2001-07-26,,서울특별시 마포구 마포동 140,313000025200100029,3130000,,,,서울특별시 마포구 마포대로 20  (마포동),,,05,제외/삭제/전출,,,02-704-0770,
B.N.B.,1051741172,,,,192811.73834022,449718.273351182,2026-04-22 22:32:28,I,11,영업,,,기타수질오염원관리,2025-12-02 13:19:16,2001-09-30,,서울특별시 마포구 서교동 398-1,313000025200100040,3130000,,,,서울특별시 마포구 독막로7길 41 (서교동),,,01,영업/정상,,,02-337-3755,
선경칼라,1050633190,,,,192318.83412963,450755.465090213,2026-04-22 22:32:28,I,11,영업,,,기타수질오염원관리,2010-07-19 17:37:56,2001-11-02,,서울특별시 마포구 성산동 242-5 2층,313000025200100041,3130000,,,,"서울특별시 마포구 성미산로 52  (성산동,2층)",,,01,영업/정상,,,02-322-9898,
민예방,1050182505,,,,,,2026-04-22 22:32:28,I,11,영업,,,기타수질오염원관리,2010-07-19 17:41:11,2001-12-01,,서울특별시 마포구 상수동 351-1,313000025200100043,3130000,,,,,,,01,영업/정상,,,02-323-5821,
C.T. 종합동물병원,1059048993,,,,196221.545738817,449347.258524764,2026-04-22 22:32:29,I,11,영업,,,기타수질오염원관리,2010-07-19 17:48:37,2002-01-12,,서울특별시 마포구 신공덕동 159 삼성래미안상가 117호,313000025200200001,3130000,,,,"서울특별시 마포구 만리재로 74  (신공덕동,삼성래미안상가 117호)",,,01,영업/정상,,,02-6375-0075,
민디자인,1054386557,,,,192470.284266208,450406.803223274,2026-04-22 22:32:16,I,11,영업,,,기타수질오염원관리,2010-07-28 13:29:22,2002-02-23,,서울특별시 마포구 서교동 459-2,313000025200200010,3130000,,,,서울특별시 마포구 월드컵북로5길 65  (서교동),,,01,영업/정상,,,02-3141-7926,
양병근치과의원,1059011292,,,,191396.652337473,452011.131100501,2026-04-22 22:32:17,I,5,제외사항,,,기타수질오염원관리,2013-03-18 11:05:44,2002-04-02,,서울특별시 마포구 중동 64-14 (4층),313000025200200021,3130000,,,,"서울특별시 마포구 월드컵북로 236  (중동,(4층))",,,05,제외/삭제/전출,,,02-309-7751,
Dr.전종합동물병원,1059052366,,,,195170.818298424,450399.305519293,2026-04-22 22:32:17,I,11,영업,,,기타수질오염원관리,2010-07-28 13:50:37,2002-04-30,,서울특별시 마포구 대흥동 2-71 1층,313000025200200024,3130000,,,,"서울특별시 마포구 대흥로 188-1  (대흥동,1층)",,,01,영업/정상,,,02-719-8087,
서울본내과의원,1059051858,,,,192948.082935166,450340.205569676,2026-04-22 22:32:18,I,4,폐쇄,,,기타수질오염원관리,2013-03-18 10:39:40,2002-04-30,,서울특별시 마포구 서교동 353-1 서교타워빌딩 405호,313000025200200025,3130000,,,,"서울특별시 마포구 양화로 133  (서교동,서교타워빌딩 405호)",,,04,취소/말소/만료/정지/중지,,,02-3143-2220,
프라임치과,1059054141,,,,192001.514752764,450446.329159526,2026-04-22 22:32:18,I,5,제외사항,,,기타수질오염원관리,2013-03-18 11:06:09,2002-05-20,,서울특별시 마포구 서교동 441-5 소담빌딩 3층,313000025200200027,3130000,,,,"서울특별시 마포구 월드컵로 82  (서교동,소담빌딩 3층)",,,05,제외/삭제/전출,,,02-322-2588,
준현치과의원,1059614651,,,,192948.082935166,450340.205569676,2026-04-22 22:32:18,I,5,제외사항,,,기타수질오염원관리,2013-03-18 11:06:42,2002-09-14,,서울특별시 마포구 서교동 353-1 서교타워 4층 404호,313000025200200043,3130000,,,,"서울특별시 마포구 양화로 133  (서교동,서교타워 4층 404호)",,,05,제외/삭제/전출,,,02-326-1267,
김동섭내과의원,1059615932,,,,,,2026-04-22 22:32:19,I,11,영업,,,기타수질오염원관리,2010-07-28 14:51:13,2002-07-22,,서울특별시 마포구 공덕동 38 삼성래미안2차APT2상가 201~202호,313000025200200044,3130000,,,,,,,01,영업/정상,,,02-714-7135,
프렌닥터연세내과,1059053098,,,,193370.60650007,450713.462626088,2026-04-22 22:32:34,I,4,폐쇄,,,기타수질오염원관리,2013-03-20 17:27:23,2002-07-29,,서울특별시 마포구 동교동 147-11,313000025200200045,3130000,,,,서울특별시 마포구 양화로 191  (동교동),,,04,취소/말소/만료/정지/중지,,,02-322-7506,
씨엠와이케이프로세스,1050522847,,,,192548.773757025,450954.382746344,2026-04-22 22:32:31,I,4,폐쇄,,,기타수질오염원관리,2012-12-07 10:34:13,2002-10-05,,서울특별시 마포구 성산동 209-4 경성빌딩 1층,313000025200200053,3130000,,,,"서울특별시 마포구 성미산로11길 5  (성산동,경성빌딩 1층)",,,04,취소/말소/만료/정지/중지,,,02-325-0956,
연합메디의원,1059063621,,,,195130.996092575,449301.827354631,2026-04-22 22:31:59,I,11,영업,,,기타수질오염원관리,2018-09-04 16:13:30,2003-07-15,121-090,서울특별시 마포구 염리동 157-3,313000025200300002,3130000,,,,,,,01,영업/정상,,,,
세종C&D동물병원,1050857954,,,,193943.687759651,450140.704184522,2026-04-22 22:32:34,I,11,영업,0,,기타수질오염원관리,2004-01-03 16:11:59,2003-08-23,121-190,서울특별시 마포구 창전동 2-19,313000025200300005,3130000,,0,,서울특별시 마포구 서강로9길 24  (창전동),,,01,영업/정상,,,,
위광민정형외과의원,1059113884,,의원,,194950.606513871,450451.57139187,2026-04-22 22:31:59,I,11,영업,,,기타수질오염원관리,2014-01-22 15:24:48,2003-09-05,121-808,서울특별시 마포구 대흥동 12-33,313000025200300006,3130000,,,,서울특별시 마포구 신촌로 162 (대흥동),,,01,영업/정상,,,,의원
서교치과,,,,,192670.565483583,450645.356418957,2026-04-22 22:32:00,I,5,제외사항,,,기타수질오염원관리,2013-03-18 11:07:24,2003-09-20,121-210,서울특별시 마포구 서교동 449-6 2층,313000025200300009,3130000,,,,"서울특별시 마포구 월드컵북로 43  (서교동,2층)",,,05,제외/삭제/전출,,,,
상암월드의원,1059067501,,,,,,2026-04-22 22:32:02,I,11,영업,0,,기타수질오염원관리,2003-10-04 10:52:45,2003-10-04,121-250,서울특별시 마포구 성산동 515 월드컵경기장내 F2-BL5,313000025200300011,3130000,,0,,"서울특별시 마포구 월드컵로 240  (성산동,월드컵경기장내 F2-BL5)",,,01,영업/정상,,,,
임내과의원,1319006842,,,,192537.843021335,450850.120323981,2026-04-22 22:32:20,I,11,영업,,,기타수질오염원관리,2010-08-23 15:57:02,2003-06-03,,서울특별시 마포구 성산동 232-4,313000025200300016,3130000,,,,서울특별시 마포구 월드컵북로 69  (성산동),,,01,영업/정상,,,,
보람사진학원,1059022241,,,,,,2026-04-22 22:32:20,I,11,영업,,,기타수질오염원관리,2010-08-23 15:45:29,2003-03-31,,서울특별시 마포구 대흥동 12-143 2층,313000025200300022,3130000,,,,"서울특별시 마포구 신촌로26길 11  (대흥동,2층)",,,01,영업/정상,,,02-322-4747,
제일17분스튜디오,1050864455,,,,196057.949965838,449897.213071289,2026-04-22 22:32:20,I,11,영업,,,기타수질오염원관리,2010-08-23 15:51:26,2003-05-14,,서울특별시 마포구 아현동 437-3 고려아카데미텔 지하1층23호,313000025200300023,3130000,,,,"서울특별시 마포구 마포대로 196  (아현동,고려아카데미텔 지하1층23호)",,,01,영업/정상,,,02-393-3439,
(재)서울비전의료재단 서울비전도화의원,1058219611,,,,195153.212273485,448725.074636557,2026-04-22 22:32:03,I,11,영업,,,기타수질오염원관리,2011-08-25 14:26:39,2004-05-17,,서울특별시 마포구 도화동 544,313000025200400007,3130000,,,,서울특별시 마포구 큰우물로 76  (도화동),,,01,영업/정상,,,02-718-1101,
마리동물병원,1051256516,,,,193586.337288973,450635.193849237,2026-04-22 22:32:04,I,11,영업,,,기타수질오염원관리,2008-03-28 12:49:37,2004-06-12,,서울특별시 마포구 동교동 174-20,313000025200400012,3130000,,,,서울특별시 마포구 신촌로 16  (동교동),,,01,영업/정상,,,,
홍익소아과의원,,,,,190660.628493879,452563.712259232,2026-04-22 22:32:04,I,11,영업,0,,기타수질오염원관리,2004-12-08 16:15:17,2004-12-08,121-270,서울특별시 마포구 상암동 34-24,313000025200400013,3130000,,0,,,,,01,영업/정상,,,,
유진의원,1058125107,,,,193137.801437441,449344.145388,2026-04-22 22:32:34,I,11,영업,,,기타수질오염원관리,2010-09-09 13:30:55,2004-06-30,121-160,서울특별시 마포구 상수동 331-11,313000025200400016,3130000,,,,서울특별시 마포구 와우산로 22  (상수동),,,01,영업/정상,,,,
프란다스동물의료센타,1100672138,,,,194440.494852785,448976.983731133,2026-04-22 22:32:08,I,11,영업,,,기타수질오염원관리,2010-09-06 14:56:06,2004-07-08,121-070,서울특별시 마포구 용강동 494-68,313000025200400017,3130000,,,,서울특별시 마포구 대흥로 24  (용강동),,,01,영업/정상,,,02-715-0478,
길포터,,,,,,,2026-04-22 22:32:08,I,11,영업,0,,기타수질오염원관리,2004-09-14 10:16:01,2004-09-14,121-210,서울특별시 마포구 서교동 464-39,313000025200400018,3130000,,0,,,,,01,영업/정상,,,,
서교외과의원,1378117461,,,,,,2026-04-22 22:32:08,I,11,영업,0,,기타수질오염원관리,2004-12-13 17:44:59,2004-12-13,121-210,서울특별시 마포구 서교동 353-1,313000025200400023,3130000,,0,,,,,01,영업/정상,,,,
연세석가정의학과의원,2179031567,,,,192899.605749281,451360.660991625,2026-04-22 22:32:08,I,11,영업,,,기타수질오염원관리,2010-09-09 13:34:27,2004-12-13,121-770,서울특별시 마포구 연남동 573 하늘채상가 A동 301호,313000025200400026,3130000,,,,,,,01,영업/정상,,,,
(주)우성필림,1058125101,,,,,,2026-04-22 22:32:08,I,11,영업,0,,기타수질오염원관리,2004-12-17 10:13:56,2004-12-17,121-250,서울특별시 마포구 성산동 53-2,313000025200400028,3130000,,0,,,,,01,영업/정상,,,,
쥬얼리앤뷰티,1051046479,,,,195120.319425726,450211.908368102,2026-04-22 22:32:30,I,11,영업,0,,기타수질오염원관리,2007-01-08 13:59:59,2007-01-08,121-080,서울특별시 마포구 대흥동 18-1,313000025200500001,3130000,,0,,,,,01,영업/정상,,,,
마포진단방사선과,,,,,195748.06444032,449145.578789461,2026-04-22 22:32:08,I,4,폐쇄,,,기타수질오염원관리,2014-01-17 18:02:57,2005-01-15,121-758,서울특별시 마포구 공덕동 256-13 405호,313000025200500002,3130000,,,,,,,04,취소/말소/만료/정지/중지,,,,
한국철도공사 서울본부(수색차량사업소),3148210024,,,,190894.191421137,452863.92094515,2026-04-22 22:32:34,I,11,영업,,,기타수질오염원관리,2024-01-05 14:27:37,2006-07-21,,서울특별시 마포구 상암동 1232,313000025200500003,3130000,,,,서울특별시 마포구 성암로 196 (상암동),,,01,영업/정상,,,31493520,
한국철도공사 서울본부(서울차량사업소),3148210024,,,,190894.191421137,452863.92094515,2026-04-22 22:32:08,I,11,영업,,,기타수질오염원관리,2024-01-05 11:35:02,2006-07-21,,서울특별시 마포구 상암동 1232,313000025200500005,3130000,,,,서울특별시 마포구 성암로 196 (상암동),,,01,영업/정상,,,02-300-5257,
고은가정의학과의원,1059088184,,,,,,2026-04-22 22:32:08,I,11,영업,0,,기타수질오염원관리,2005-02-24 09:51:59,2005-02-24,121-030,서울특별시 마포구 신공덕동 15-19,313000025200500007,3130000,,0,,,,,01,영업/정상,,,,
현대치과의원,1059607048,,,,191435.876990887,451990.707795053,2026-04-22 22:32:33,I,5,제외사항,,,기타수질오염원관리,2013-03-18 11:07:46,2005-03-08,121-260,서울특별시 마포구 중동 64-25,313000025200500015,3130000,,,,서울특별시 마포구 월드컵북로 230  (중동),,,05,제외/삭제/전출,,,,
아미클럽,,,,,,,2026-04-22 22:32:05,I,11,영업,0,,기타수질오염원관리,2005-04-15 09:29:45,2005-04-15,121-230,서울특별시 마포구 망원동 433-1,313000025200500021,3130000,,0,,,,,01,영업/정상,,,,
세강정형외과,1289054028,,,,194363.589730635,450007.19193806,2026-04-22 22:32:05,I,11,영업,,,기타수질오염원관리,2009-02-05 18:00:15,2005-05-18,,서울특별시 마포구 신수동 81-101,313000025200500025,3130000,,,,서울특별시 마포구 백범로 26  (신수동),,,01,영업/정상,,,02-717-7881,
호텔서교스튜디오,1051043787,,,,,,2026-04-22 22:32:05,I,11,영업,0,,기타수질오염원관리,2005-06-13 14:11:16,2005-06-13,121-210,서울특별시 마포구 서교동 356-2    208호,313000025200500026,3130000,,0,,,,,01,영업/정상,,,,
권윤하스튜디오,,,,,,,2026-04-22 22:32:05,I,11,영업,0,,기타수질오염원관리,2005-09-20 17:07:36,2005-09-20,121-210,서울특별시 마포구 서교동 160-5,313000025200500030,3130000,,0,,,,,01,영업/정상,,,,
제일성모병원,1059094444,,,,,,2026-04-22 22:32:05,I,11,영업,0,,기타수질오염원관리,2005-10-14 10:14:28,2005-10-14,121-250,서울특별시 마포구 성산동 56-3,313000025200500031,3130000,,0,,,,,01,영업/정상,,,,
신용준치과,1059689128,,,,191587.630727801,450600.611783227,2026-04-22 22:32:33,I,5,제외사항,,,기타수질오염원관리,2013-03-18 11:08:14,2005-11-23,121-230,서울특별시 마포구 망원동 423-15 2층,313000025200500034,3130000,,,,"서울특별시 마포구 망원로 79  (망원동,2층)",,,05,제외/삭제/전출,,,,
임비뇨기과의원,,,,,194397.553052703,450261.160409978,2026-04-22 22:32:05,I,11,영업,,,기타수질오염원관리,2014-01-21 17:58:38,2005-12-28,,서울특별시 마포구 노고산동 31-135,313000025200500035,3130000,,,,서울특별시 마포구 신촌로 102-1 (노고산동),,,01,영업/정상,,,,
지오스튜디오,,,,,,,2026-04-22 22:32:05,I,11,영업,0,,기타수질오염원관리,2006-03-03 11:05:41,2006-03-03,121-210,서울특별시 마포구 서교동,313000025200600003,3130000,,0,,,,,01,영업/정상,,,,
(주)중앙교육진흥연구소,,,,,,,2026-04-22 22:32:05,I,11,영업,0,,기타수질오염원관리,2006-03-24 10:25:20,2006-03-24,121-210,서울특별시 마포구 서교동,313000025200600005,3130000,,0,,,,,01,영업/정상,,,,
프로샵,1051175006,,,,191415.340484847,450886.062649436,2026-04-22 22:32:05,I,11,영업,,,기타수질오염원관리,2010-11-23 13:34:33,2006-12-21,,서울특별시 마포구 망원동 475-56,313000025200600006,3130000,,,,서울특별시 마포구 방울내로 74  (망원동),,,01,영업/정상,,,,
만리서울정형외과의원,,,,,,,2026-04-22 22:32:06,I,11,영업,0,,기타수질오염원관리,2006-05-09 09:57:31,2006-05-09,121-010,서울특별시 마포구 아현동,313000025200600007,3130000,,0,,,,,01,영업/정상,,,,
