사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,비상시설위치,시설명건물명,시설구분명,최종수정시점,인허가취소일자,인허가일자,소재지면적,지번주소,관리번호,개방자치단체코드,해제일자,도로명주소,도로명우편번호,영업상태구분코드,영업상태명
오학어린이공원 비상급수시설,,257327.254191863,422411.906473347,2026-04-22 22:00:46,I,18,사용중,경기도 여주시 오학동 403,오학어린이공원 비상급수시설,정부지원시설,2025-01-21 15:06:37,,2011-09-08,100,경기도 여주시 오학동 403,5700000-E201100001,5700000,,경기도 여주시 여양로233번길 15-7(오학동),12639,01,영업/정상
황확산수목원,,257528.954133111,419818.393765057,2026-04-22 22:00:46,I,18,사용중,경기도 여주시 매룡동 282 황학산수목원,황확산수목원,공공용시설,2025-08-21 13:45:21,,2021-06-16,50,경기도 여주시 매룡동 282 황학산수목원,5700000-E202100001,5700000,,"경기도 여주시 황학산수목원길 73, 황학산수목원 (매룡동)",12653,01,영업/정상
디오스모텔,,186327.291836213,447450.90647438,2026-04-22 22:31:56,I,18,사용중,서울특별시 강서구 화곡동 901-2,디오스모텔,공공용시설,2026-01-19 14:39:51,,2024-03-12,67,서울특별시 강서구 화곡동 901-2,3150000-E202400003,3150000,,서울특별시 강서구 강서로5가길 34 (화곡동),07777,01,영업/정상
대성주유소,,185920.266719196,451702.983127126,2026-04-22 22:31:55,I,18,사용중,서울특별시 강서구 등촌동 684,대성주유소,공공용시설,2026-01-19 14:00:16,,2025-03-12,85,서울특별시 강서구 등촌동 684,3150000-E202500001,3150000,,서울특별시 강서구 강서로 472 (등촌동),07573,01,영업/정상
박물관 주유소,,186708.530073604,451701.921231689,2026-04-22 22:32:02,I,18,사용중,서울특별시 강서구 가양동 26-1,박물관 주유소,공공용시설,2026-01-18 15:09:51,,2025-03-12,59,서울특별시 강서구 가양동 26-1,3150000-E202500002,3150000,,서울특별시 강서구 양천로53길 97 (가양동),07529,01,영업/정상
삼표에너지가스충전소,,182094.635692564,448443.351824015,2026-04-22 22:31:53,I,18,사용중,서울특별시 강서구 오쇠동 150-5,삼표에너지가스충전소,공공용시설,2025-05-21 23:12:22,,2025-03-31,64,서울특별시 강서구 오쇠동 150-5,3150000-E202500003,3150000,,서울특별시 강서구 오정로 390 (오쇠동),07505,01,영업/정상
무한사우나,,188575.873671469,449551.307238477,2026-04-22 22:31:58,I,18,사용중,서울특별시 강서구 염창동 310 아네스트염창,무한사우나,공공용시설,2026-01-19 13:17:19,,2025-05-08,67,서울특별시 강서구 염창동 310 아네스트염창,3150000-E202500004,3150000,,"서울특별시 강서구 공항대로 593 (염창동, 아네스트염창)",07559,01,영업/정상
동진금속,,185924.960364272,447831.352231887,2026-04-22 22:31:43,I,18,사용중,서울특별시 강서구 화곡동 354-49 동진빌라,동진금속,공공용시설,2026-01-19 14:40:13,,2025-05-15,72,서울특별시 강서구 화곡동 354-49 동진빌라,3150000-E202500005,3150000,,"서울특별시 강서구 강서로17길 76 (화곡동, 동진빌라)",07768,01,영업/정상
에스더블리싸이클,,180384.547605318,450465.325972648,2026-04-22 22:32:06,I,18,사용중,서울특별시 강서구 오곡동 551-1 에스더블리싸이클,에스더블리싸이클,공공용시설,2025-10-20 21:49:09,,2025-10-17,89,서울특별시 강서구 오곡동 551-1 에스더블리싸이클,3150000-E202500006,3150000,,"서울특별시 강서구 개화동로2길 974, 에스더블리싸이클 (오곡동)",07505,01,영업/정상
태영방송인아파트,,187003.870576304,448367.743580494,2026-04-22 22:32:07,I,18,사용중,서울특별시 강서구 화곡동 1140 태영방송인아파트,태영방송인아파트,공공용시설,2026-01-19 13:48:52,,2025-10-17,80,서울특별시 강서구 화곡동 1140 태영방송인아파트,3150000-E202500007,3150000,,"서울특별시 강서구 등촌로13자길 74 (화곡동, 태영방송인아파트)",07731,01,영업/정상
공암나루근린공원,,186828.258234904,451948.179944576,2026-04-22 22:32:04,I,18,사용중,서울특별시 강서구 가양동 439-1 공암나루근린공원,공암나루근린공원,공공용시설,2026-01-19 16:06:15,,2025-10-17,93,서울특별시 강서구 가양동 439-1 공암나루근린공원,3150000-E202500008,3150000,,"서울특별시 강서구 허준로5길 42, 허준공원관리사무실 (가양동)",07525,01,영업/정상
군인복지기금태릉체력단련장(신관묘포장),,,,2026-04-22 22:31:53,I,18,사용중,서울특별시 노원구 공릉동 산 230-30,군인복지기금태릉체력단련장(신관묘포장),공공용시설,2026-01-19 17:22:30,,2008-12-29,346,서울특별시 노원구 공릉동 산 230-30,3100000-E200800001,3100000,,서울특별시 노원구 화랑로 574(공릉동),01805,01,영업/정상
장석교회,,204496.606261601,457971.087789207,2026-04-22 22:31:52,I,18,사용중,서울특별시 노원구 월계동 873번지 1호,장석교회,공공용시설,2026-01-19 17:24:27,,2010-01-20,89,서울특별시 노원구 월계동 873번지 1호,3100000-E201000001,3100000,,서울특별시 노원구  월계로44길  23 (월계동),,01,영업/정상
법성사우나,,206608.290965894,460904.530676105,2026-04-22 22:31:49,I,18,사용중,서울특별시 노원구 중계동 360번지 5호,법성사우나,공공용시설,2026-01-19 17:26:05,,2010-01-20,88,서울특별시 노원구 중계동 360번지 5호,3100000-E201000002,3100000,,"서울특별시 노원구 중계로 219 (중계동, 법성프라자)",01743,01,영업/정상
산천사우나,,206415.545086691,461546.032265974,2026-04-22 22:31:49,I,18,사용중,서울특별시 노원구 중계동 434번지 2호,산천사우나,공공용시설,2026-01-19 17:27:51,,2010-01-29,88,서울특별시 노원구 중계동 434번지 2호,3100000-E201000004,3100000,,"서울특별시 노원구 한글비석로15길 48 (중계동, 현대종합상가)",01701,01,영업/정상
서울온천,,206406.483118126,459684.700181354,2026-04-22 22:31:46,I,18,사용중,서울특별시 노원구 하계동 251번지 7호,서울온천,공공용시설,2026-01-19 17:38:03,,2012-07-01,400,서울특별시 노원구 하계동 251번지 7호,3100000-E201200002,3100000,,서울특별시 노원구  노원로  247 (하계동),,01,영업/정상
군인복지기금태릉체력단련장(6홀),,,,2026-04-22 22:31:48,I,18,사용중,서울특별시 노원구 공릉동 230번지 30호,군인복지기금태릉체력단련장(6홀),공공용시설,2026-01-19 16:51:14,,2012-07-01,120,서울특별시 노원구 공릉동 230번지 30호,3100000-E201200004,3100000,,서울특별시 노원구  화랑로  574 (공릉동),,01,영업/정상
한국전력공사 인재개발원1,,207421.02966982,459008.686538335,2026-04-22 22:31:47,I,18,사용중,서울특별시 노원구 공릉동 170번지 2호,한국전력공사 인재개발원1,공공용시설,2026-01-19 17:42:18,,2012-10-09,260,서울특별시 노원구 공릉동 170번지 2호,3100000-E201200006,3100000,,서울특별시 노원구  노원로  130 (공릉동),,01,영업/정상
한국전력공사 인재개발원2,,207421.02966982,459008.686538335,2026-04-22 22:31:52,I,18,사용중,서울특별시 노원구 공릉동 170번지 2호 한국전력중앙교육원,한국전력공사 인재개발원2,공공용시설,2026-01-19 17:43:43,,2018-07-31,289,서울특별시 노원구 공릉동 170번지 2호 한국전력중앙교육원,3100000-E201800002,3100000,,"서울특별시 노원구 노원로 130, 한국전력중앙교육원 (공릉동)",01793,01,영업/정상
태릉골프장,,,,2026-04-22 22:31:52,I,18,사용중,서울특별시 노원구 공릉동 산 230번지 30호,태릉골프장,공공용시설,2026-01-19 17:45:25,,2018-11-20,346,서울특별시 노원구 공릉동 산 230번지 30호,3100000-E201800003,3100000,,서울특별시 노원구 화랑로 574 (공릉동),01805,01,영업/정상
마린스포츠센터,,206572.048457877,459788.261208821,2026-04-22 22:31:52,I,18,사용중,서울특별시 노원구 하계동 256번지 5호,마린스포츠센터,공공용시설,2026-01-19 17:48:03,,2018-11-20,86,서울특별시 노원구 하계동 256번지 5호,3100000-E201800004,3100000,,서울특별시 노원구 한글비석로 127 (하계동),01750,01,영업/정상
삿갓봉사우나,,206511.67393263,461668.784446921,2026-04-22 22:31:53,I,18,사용중,서울특별시 노원구 중계동 434-1 세양빌딩,삿갓봉사우나,공공용시설,2026-01-19 17:50:55,,2018-11-20,57,서울특별시 노원구 중계동 434-1 세양빌딩,3100000-E201800005,3100000,,"서울특별시 노원구 덕릉로 669, 세양빌딩 (중계동)",01699,01,영업/정상
벽운동천1,,205484.497371795,464766.089613886,2026-04-22 22:31:53,I,18,사용중,서울특별시 노원구 상계동 산 24번지 1호,벽운동천1,지자체시설,2026-01-16 17:34:26,,2018-11-20,98.59,서울특별시 노원구 상계동 산 24번지 1호,3100000-E201800006,3100000,,,,01,영업/정상
벽운동천2,,205484.497371795,464766.089613886,2026-04-22 22:31:53,I,18,사용중,서울특별시 노원구 상계동 산 24번지 1호,벽운동천2,지자체시설,2026-01-16 17:34:02,,2018-11-20,98.59,서울특별시 노원구 상계동 산 24번지 1호,3100000-E201800007,3100000,,,,01,영업/정상
목예원,,208266.996697749,458122.206427828,2026-04-22 22:31:53,I,18,사용중,서울특별시 노원구 공릉동 29번지 29호,목예원,지자체시설,2026-01-16 17:33:33,,2018-11-20,98.59,서울특별시 노원구 공릉동 29번지 29호,3100000-E201800008,3100000,,"서울특별시 노원구 화랑로 620 (공릉동, 목예원)",01802,01,영업/정상
불암산더불어숲,,207156.013793864,459742.724457949,2026-04-22 22:31:53,I,18,사용중,서울특별시 노원구 하계동 산 16번지 71호,불암산더불어숲,지자체시설,2026-01-16 17:33:07,,2018-11-20,90,서울특별시 노원구 하계동 산 16번지 71호,3100000-E201800009,3100000,,,,01,영업/정상
불암산유아숲체험장,,207012.965953249,461527.405578345,2026-04-22 22:31:53,I,18,사용중,서울특별시 노원구 중계동 산 40번지 4호,불암산유아숲체험장,지자체시설,2026-01-16 17:32:02,,2018-11-20,78.87,서울특별시 노원구 중계동 산 40번지 4호,3100000-E201800010,3100000,,서울특별시 노원구 한글비석로12길 37 (중계동),,01,영업/정상
중앙하이츠아쿠아아파트,,205912.690309474,460294.696610273,2026-04-22 22:31:53,I,18,사용중,서울특별시 노원구 중계동 514 중앙하이츠아쿠아,중앙하이츠아쿠아아파트,지자체시설,2026-01-16 17:39:12,,2018-12-12,386,서울특별시 노원구 중계동 514 중앙하이츠아쿠아,3100000-E201800011,3100000,,"서울특별시 노원구 공릉로 430, 지하층 (중계동, 중앙하이츠아쿠아)",01785,01,영업/정상
배꽃근린공원,,208124.353456412,458179.133782081,2026-04-22 22:31:53,I,18,사용중,서울특별시 노원구 공릉동 123번지 1호 배꽃근린공원,배꽃근린공원,지자체시설,2026-01-16 17:53:42,,2019-03-11,85,서울특별시 노원구 공릉동 123번지 1호 배꽃근린공원,3100000-E201900001,3100000,,,,01,영업/정상
상계근린공원,,204380.112620307,463007.069431423,2026-04-22 22:31:53,I,18,사용중,서울특별시 노원구 상계동 620번지 1호,상계근린공원,지자체시설,2026-01-16 17:57:27,,2019-03-11,90,서울특별시 노원구 상계동 620번지 1호,3100000-E201900002,3100000,,"서울특별시 노원구 동일로227길 106 (상계동, 북카페)",01618,01,영업/정상
가재울근린공원,,205792.103161709,460698.142525894,2026-04-22 22:31:53,I,18,사용중,서울특별시 노원구 중계동 515번지 4호 가재울근린공원,가재울근린공원,지자체시설,2026-01-16 18:08:48,,2020-01-16,104.26,서울특별시 노원구 중계동 515번지 4호 가재울근린공원,3100000-E202000001,3100000,,,,01,영업/정상
원터근린공원,,205644.745034242,460919.697646834,2026-04-22 22:31:53,I,18,사용중,서울특별시 노원구 상계동 751-1 상계주공4단지아파트,원터근린공원,공공용시설,2026-01-19 17:59:43,,2022-01-03,98,서울특별시 노원구 상계동 751-1 상계주공4단지아파트,3100000-E202200001,3100000,,"서울특별시 노원구 동일로214길 21(상계동, 상계주공4단지아파트)",01755,01,영업/정상
인왕초등학교,,195101.777433897,454216.466591887,2026-04-22 22:32:49,I,18,사용중,서울특별시 서대문구 홍제동 245번지 1호,인왕초등학교,정부지원시설,2025-12-31 14:38:53,,1976-08-10,152,서울특별시 서대문구 홍제동 245번지 1호,3120000-E197600001,3120000,,"서울특별시 서대문구 세무서길 33-9 (홍제동, 서울인왕초등학교)",03629,01,영업/정상
홍제초등학교,,194976.3838965,454477.712168964,2026-04-22 22:32:48,I,18,사용중,서울특별시 서대문구 홍은동 48번지,홍제초등학교,정부지원시설,2025-12-31 17:14:38,,1976-08-10,216,서울특별시 서대문구 홍은동 48번지,3120000-E197600002,3120000,,"서울특별시 서대문구 홍은중앙로 13 (홍은동, 서울홍제초등학교)",03616,01,영업/정상
북가좌신가경로당놀이터,,191835.826193753,453109.873774638,2026-04-22 22:32:48,I,18,사용중,서울특별시 서대문구 북가좌동 318번지 1호,북가좌신가경로당놀이터,정부지원시설,2025-07-29 16:11:49,,1976-08-31,216,서울특별시 서대문구 북가좌동 318번지 1호,3120000-E197600003,3120000,,"서울특별시 서대문구 거북골로22길 29-51 (북가좌동, 신가노인정)",03680,01,영업/정상
북가좌어린이놀이터,,192098.210597488,453325.413467973,2026-04-22 22:32:49,I,18,사용중,서울특별시 서대문구 북가좌동 325번지 28호,북가좌어린이놀이터,정부지원시설,2026-03-18 17:07:13,,1977-12-31,216,서울특별시 서대문구 북가좌동 325번지 28호,3120000-E197700001,3120000,,서울특별시 서대문구 증가로29길 20-25 (북가좌동),03678,01,영업/정상
동방사회복지(김득황),,193495.757756376,450974.599119239,2026-04-22 22:32:50,I,18,사용중,서울특별시 서대문구 창천동 493번지,동방사회복지(김득황),공공용시설,2025-12-31 11:07:04,,1986-03-01,100,서울특별시 서대문구 창천동 493번지,3120000-E198600005,3120000,,"서울특별시 서대문구 연희로 26 (창천동, 동방사회복지회본관)",03784,01,영업/정상
종근당(김장환),,196680.837898287,450862.36191038,2026-04-22 22:32:50,I,18,사용중,서울특별시 서대문구 충정로3가 368번지,종근당(김장환),공공용시설,2025-07-29 16:42:17,,1987-01-01,100,서울특별시 서대문구 충정로3가 368번지,3120000-E198700001,3120000,,"서울특별시 서대문구 충정로 8 (충정로3가, 종근당빌딩)",03742,01,영업/정상
안산가로변,,194509.896829194,452651.895077515,2026-04-22 22:32:46,I,18,사용중,서울특별시 서대문구 연희동 740번지,안산가로변,정부지원시설,2026-01-13 17:29:52,,1988-12-31,120,서울특별시 서대문구 연희동 740번지,3120000-E198800003,3120000,,"서울특별시 서대문구 연희로32길 48 (연희동, 연희동성원아파트)",03719,01,영업/정상
홍연아파트(11동),,193900.982916081,452701.195217349,2026-04-22 22:32:50,I,18,사용중,서울특별시 서대문구 연희동 721번지 1호,홍연아파트(11동),정부지원시설,2026-01-14 09:44:18,,1988-12-31,205,서울특별시 서대문구 연희동 721번지 1호,3120000-E198800004,3120000,,"서울특별시 서대문구 홍연8길 7 (연희동, 홍연아파트)",03696,01,영업/정상
연희파크푸르지오,,193618.634038688,452601.588106893,2026-04-22 22:32:50,I,18,사용중,서울특별시 서대문구 연희동 747 연희파크푸르지오,연희파크푸르지오,정부지원시설,2026-03-19 16:36:14,,2018-12-03,150,서울특별시 서대문구 연희동 747 연희파크푸르지오,3120000-E198800005,3120000,,"서울특별시 서대문구 홍제천로 136 (연희동, 연희파크푸르지오)",03695,01,영업/정상
스위스그랜드호텔,,194211.997213753,454098.970268002,2026-04-22 22:32:47,I,18,사용중,서울특별시 서대문구 홍은동 201-1 스위스그랜드호텔,스위스그랜드호텔,공공용시설,2025-12-31 13:55:49,,1988-06-01,190,서울특별시 서대문구 홍은동 201-1 스위스그랜드호텔,3120000-E198800007,3120000,,"서울특별시 서대문구 연희로 353, 스위스그랜드호텔 (홍은동)",03650,01,영업/정상
(주)미도복장,,194093.323180004,453052.898302227,2026-04-22 22:32:50,I,18,사용중,서울특별시 서대문구 홍은동 275번지 59호,(주)미도복장,공공용시설,2025-12-31 10:52:46,,1989-11-01,82,서울특별시 서대문구 홍은동 275번지 59호,3120000-E198900001,3120000,,"서울특별시 서대문구 모래내로 330 (홍은동, 미도빌딩)",03658,01,영업/정상
후기성도교회(최윤환),2026-03-09,193856.044672295,450704.746762065,2026-04-22 22:32:49,I,19,사용중지,서울특별시 서대문구 창천동 500번지 23호,후기성도교회(최윤환),공공용시설,2026-04-14 17:26:51,2026-03-09,1989-10-01,120,서울특별시 서대문구 창천동 500번지 23호,3120000-E198900002,3120000,2026-03-09,서울특별시 서대문구 신촌로7길 21-0 (창천동),,04,취소/말소/만료/정지/중지
광산사우나(이용수),,196820.124190281,451518.870744569,2026-04-22 22:32:47,I,18,사용중,서울특별시 서대문구 충정로2가 40번지,광산사우나(이용수),공공용시설,2025-12-31 13:44:18,,1991-08-01,100,서울특별시 서대문구 충정로2가 40번지,3120000-E199100001,3120000,,"서울특별시 서대문구 경기대로 82 (충정로2가, 광산빌딩)",03735,01,영업/정상
진양빌딩,,196606.081100709,451281.610054871,2026-04-22 22:32:47,I,18,사용중,서울특별시 서대문구 충정로2가 190번지 3호,진양빌딩,공공용시설,2025-07-29 16:03:48,,1994-03-01,96,서울특별시 서대문구 충정로2가 190번지 3호,3120000-E199200001,3120000,,서울특별시 서대문구 경기대로 47 (충정로2가),03752,01,영업/정상
동아일보(김병관),,196694.508582738,451070.359709608,2026-04-22 22:32:49,I,18,사용중,서울특별시 서대문구 충정로3가 139번지,동아일보(김병관),공공용시설,2025-12-31 13:17:25,,1992-05-01,570,서울특별시 서대문구 충정로3가 139번지,3120000-E199200002,3120000,,"서울특별시 서대문구 충정로 29 (충정로3가, 동아일보사건물)",03737,01,영업/정상
해우사우나(유욱),,194908.961214686,450597.757522205,2026-04-22 22:32:47,I,18,사용중,서울특별시 서대문구 대현동 101번지 7호,해우사우나(유욱),공공용시설,2026-01-12 15:48:52,,1993-10-01,85,서울특별시 서대문구 대현동 101번지 7호,3120000-E199300001,3120000,,"서울특별시 서대문구 신촌역로 10 (대현동, 혜우빌딩)",03766,01,영업/정상
홍은탕,,195463.148511085,455201.994071747,2026-04-22 22:32:50,I,18,사용중,서울특별시 서대문구 홍은동 9번지 144호,홍은탕,공공용시설,2025-07-29 16:26:16,,1993-10-01,150,서울특별시 서대문구 홍은동 9번지 144호,3120000-E199300004,3120000,,"서울특별시 서대문구 포방터길 56-1 (홍은동, 홍은탕)",03606,01,영업/정상
임광아파트(관리소장),,193491.728786052,451436.40926898,2026-04-22 22:32:47,I,18,사용중,서울특별시 서대문구 연희동 738번지,임광아파트(관리소장),공공용시설,2025-12-31 11:59:38,,1996-03-25,100,서울특별시 서대문구 연희동 738번지,3120000-E199600001,3120000,,"서울특별시 서대문구 동교로 291 (연희동, 연희동임광아파트)",03716,01,영업/정상
태영으뜸아파트,,195226.922673727,454593.887808749,2026-04-22 22:32:50,I,18,사용중,서울특별시 서대문구 홍제동 373번지,태영으뜸아파트,정부지원시설,2025-12-31 17:13:07,,1997-12-27,165,서울특별시 서대문구 홍제동 373번지,3120000-E199700001,3120000,,"서울특별시 서대문구 세검정로3길 63 (홍제동, 태영으뜸아파트)",03623,01,영업/정상
추계초등학교,,195806.732723093,451160.409173293,2026-04-22 22:32:47,I,18,사용중,서울특별시 서대문구 북아현동 190번지 1호,추계초등학교,공공용시설,2025-07-29 16:25:03,,2000-10-31,144,서울특별시 서대문구 북아현동 190번지 1호,3120000-E200000004,3120000,,"서울특별시 서대문구 북아현로11가길 7 (북아현동, 추계초등학교)",03762,01,영업/정상
그랜드힐튼호텔(주차장),,194211.997213753,454098.970268002,2026-04-22 22:32:51,I,18,사용중,서울특별시 서대문구 홍은동 201번지 1호,그랜드힐튼호텔(주차장),공공용시설,2025-12-31 13:54:25,,2002-01-01,300,서울특별시 서대문구 홍은동 201번지 1호,3120000-E200200001,3120000,,"서울특별시 서대문구 연희로 353 (홍은동, 그랜드힐튼호텔)",03650,01,영업/정상
신우주유소,,193447.061786569,453332.086866044,2026-04-22 22:32:51,I,18,사용중,서울특별시 서대문구 홍은동 379번지 6호,신우주유소,공공용시설,2025-12-31 10:50:24,,2004-05-25,72,서울특별시 서대문구 홍은동 379번지 6호,3120000-E200400002,3120000,,"서울특별시 서대문구 가좌로 106 (홍은동, 신우주유소)",03659,01,영업/정상
연일가스산업(주),,191658.428464659,452377.751892338,2026-04-22 22:32:50,I,18,사용중,서울특별시 서대문구 북가좌동 392번지 27호,연일가스산업(주),공공용시설,2025-12-31 10:51:20,,2005-10-31,57,서울특별시 서대문구 북가좌동 392번지 27호,3120000-E200500001,3120000,,"서울특별시 서대문구 수색로 123 (북가좌동, 연일가스주유소)",03715,01,영업/정상
봉원사(종무소),,195256.447894793,452190.050767159,2026-04-22 22:32:47,I,18,사용중,서울특별시 서대문구 봉원동 23번지,봉원사(종무소),공공용시설,2025-12-31 11:58:27,,2005-11-10,79,서울특별시 서대문구 봉원동 23번지,3120000-E200500003,3120000,,서울특별시 서대문구 봉원사길 117 (봉원동),03721,01,영업/정상
연희팰리스빌아파트,,194460.258457732,452616.348704254,2026-04-22 22:32:46,I,18,사용중,서울특별시 서대문구 연희동 742번지,연희팰리스빌아파트,정부지원시설,2025-12-31 17:17:20,,2006-05-10,152,서울특별시 서대문구 연희동 742번지,3120000-E200600001,3120000,,"서울특별시 서대문구 연희로28길 35-28 (연희동, 성원상떼빌팰리스아파트)",03719,01,영업/정상
봉원사주차장(약수터),,195256.447894793,452190.050767159,2026-04-22 22:32:47,I,18,사용중,서울특별시 서대문구 봉원동 23번지,봉원사주차장(약수터),정부지원시설,2026-01-13 17:31:32,,2009-07-06,100,서울특별시 서대문구 봉원동 23번지,3120000-E200900001,3120000,,서울특별시 서대문구 봉원사길 117 (봉원동),03721,01,영업/정상
태창사우나,,194509.296532923,453448.051702994,2026-04-22 22:32:51,I,18,사용중,서울특별시 서대문구 연희동 1번지 10호,태창사우나,공공용시설,2025-07-29 16:23:42,,2012-08-01,65,서울특별시 서대문구 연희동 1번지 10호,3120000-E201200001,3120000,,"서울특별시 서대문구 모래내로 386 (연희동, 태창 훼미리 아파트)",03717,01,영업/정상
브라운스톤(연희),,193762.64108662,451445.274814853,2026-04-22 22:32:47,I,18,사용중,서울특별시 서대문구 연희동 194번지 30호,브라운스톤(연희),공공용시설,2025-12-31 12:06:28,,2012-08-01,150,서울특별시 서대문구 연희동 194번지 30호,3120000-E201200002,3120000,,"서울특별시 서대문구 연희로 82 (연희동, 브라운스톤연희)",03726,01,영업/정상
삼호아파트,,196259.607806599,452003.400133964,2026-04-22 22:32:50,I,18,사용중,서울특별시 서대문구 영천동 100번지,삼호아파트,공공용시설,2025-12-31 12:02:45,,2012-08-01,100,서울특별시 서대문구 영천동 100번지,3120000-E201200004,3120000,,"서울특별시 서대문구 독립문로 10 (영천동, 독립문삼호아파트)",03743,01,영업/정상
오성사우나,,192616.804543873,451914.670305267,2026-04-22 22:32:47,I,18,사용중,서울특별시 서대문구 남가좌동 105번지 1호,오성사우나,공공용시설,2025-12-31 12:15:19,,2012-08-01,92,서울특별시 서대문구 남가좌동 105번지 1호,3120000-E201200005,3120000,,"서울특별시 서대문구 모래내로 143 (남가좌동, 창덕에버빌)",03712,01,영업/정상
가좌역(유출지하수),,192435.79296572,451847.609265534,2026-04-22 22:32:50,I,18,사용중,서울특별시 서대문구 남가좌동 293번지 64호,가좌역(유출지하수),공공용시설,2025-07-29 17:44:06,,2016-05-13,5000,서울특별시 서대문구 남가좌동 293번지 64호,3120000-E201600001,3120000,,"서울특별시 서대문구 수색로 27 (남가좌동, 가좌역)",03715,01,영업/정상
이화여대 E-House,,195287.766418517,451143.789306014,2026-04-22 22:32:51,I,18,사용중,서울특별시 서대문구 대현동 11-1 이화여자대학교,이화여대 E-House,공공용시설,2025-07-29 16:57:04,,2017-05-15,6580,서울특별시 서대문구 대현동 11-1 이화여자대학교,3120000-E201700001,3120000,,"서울특별시 서대문구 이화여대길 52, 이화여자대학교 (대현동)",03760,01,영업/정상
연세대학교 제중학사,,194965.807379888,451499.795008174,2026-04-22 22:32:51,I,18,사용중,서울특별시 서대문구 대신동 70번지,연세대학교 제중학사,공공용시설,2025-07-29 16:57:19,,2017-07-10,4500,서울특별시 서대문구 대신동 70번지,3120000-E201700002,3120000,,,,01,영업/정상
