건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,지상층수,품목명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
,남뮤지컬아카데미,,200220.113435114,453354.41563801,유통관련업,대중문화예술기획업,2026-04-22 22:37:56,I,13,영업중,매니지먼트,143.98,,,2015-07-24 17:46:45,,2015-07-24,,서울특별시 종로구 동숭동 *-** 리모트빌딩 *층,CDFF3241092015000013,3000000,,"서울특별시 종로구 대학로*가길 **, *층 (동숭동, 리모트빌딩)",03086,01,영업/정상,,,,02-3472-9318,,
,자인이엔엠(ZAIN E&M),,198934.124836448,452289.68001897,유통관련업,대중문화예술기획업,2026-04-22 22:37:58,I,13,영업중,에이전시,50,,,2015-07-24 17:48:47,,2015-07-24,,서울특별시 종로구 낙원동 ** 대성빌딩 ***호,CDFF3241092015000015,3000000,,"서울특별시 종로구 수표로**길 *, ***호 (낙원동, 대성빌딩)",03133,01,영업/정상,,,,02-387-5411,,
,하이프컬쳐,,197248.98886396,453488.397543043,유통관련업,대중문화예술기획업,2026-04-22 22:37:59,I,13,영업중,엔터테인먼트,87.92,,,2015-07-27 15:52:44,,2015-07-27,,서울특별시 종로구 신교동 ** 비***호,CDFF3241092015000016,3000000,,"서울특별시 종로구 필운대로 ***-*, 비***호 (신교동)",03035,01,영업/정상,,,,02-6365-0010,,
,(주)이다엔터테인먼트,,200279.216755423,453107.344919532,유통관련업,대중문화예술기획업,2026-04-22 22:38:00,I,13,영업중,엔터테인먼트,66,,,2018-09-13 15:28:01,,2015-07-28,,서울특별시 종로구 동숭동 *-*** SW빌딩 *층,CDFF3241092015000017,3000000,,"서울특별시 종로구 대학로**길 **, *층 (동숭동, SW빌딩)",03086,01,영업/정상,,,,02-762-0010,,
,(주)엘에스엠컴퍼니,,198758.698435007,451832.627163341,유통관련업,대중문화예술기획업,2026-04-22 22:38:01,I,13,영업중,"연극, 뮤지컬배우 매니지먼트",,,,2015-07-28 18:24:34,,2015-07-28,,서울특별시 종로구 관철동 **-* *층 ***호,CDFF3241092015000018,3000000,,"서울특별시 종로구 삼일대로**길 **, *층 ***호 (관철동)",03190,01,영업/정상,,,,02-2644-4558,,
,지비미디어 주식회사,,198661.205715306,451931.761151028,유통관련업,대중문화예술기획업,2026-04-22 22:38:03,I,13,영업중,"매니지먼트, 엔터테인먼트, 공연기획업",16.53,,,2017-08-23 16:28:54,,2015-09-15,,,CDFF3241092015000020,3000000,,"서울특별시 종로구 종로**길 ** (관철동, 종로우리빌딩)",03189,01,영업/정상,,,,02-725-3302,,
,주식회사 에이컬쳐스,,201898.977448681,452274.691734276,유통관련업,대중문화예술기획업,2026-04-22 22:38:08,I,13,영업중,"연예매니지먼트, 공연기획어브 공연 및 제작관련 대리업 등",,,,2025-07-02 08:40:39,,2016-09-26,,서울특별시 종로구 숭인동 ****,CDFF3241092017000006,3000000,,"서울특별시 종로구 난계로**길 **, ****호 (숭인동)",03116,01,영업/정상,,,,,,
,뉴모던매니지먼트(NEU MODN MANAGEMENT),,197836.22031212,451932.36673738,유통관련업,대중문화예술기획업,2026-04-22 22:38:10,I,13,영업중,모델매니지먼트,,,,2025-09-18 17:24:26,,2017-12-22,,서울특별시 종로구 세종로 *** 광화문빌딩 ****호,CDFF3241092017000008,3000000,,"서울특별시 종로구 세종대로 ***, 광화문빌딩 ****호 (세종로)",03186,01,영업/정상,,,,,,
,(주)눈컴퍼니,,197288.633145983,453473.855293794,유통관련업,대중문화예술기획업,2026-04-22 22:38:12,I,13,영업중,연예인 매니지먼트,,,,2018-05-31 16:43:59,,2018-05-31,,서울특별시 종로구 신교동 **-* 영빌딩 *층,CDFF3241092018000003,3000000,,"서울특별시 종로구 자하문로 **, 영빌딩 *층 (신교동)",03035,01,영업/정상,,,,02-486-1101,,
,(주)장인엔터테인먼트,,200314.460005252,453348.91678333,유통관련업,대중문화예술기획업,2026-04-22 22:38:14,I,13,영업중,연예인대리,,,,2020-04-17 09:55:43,,2015-06-15,,서울특별시 종로구 동숭동 **-**,CDFF3241092019000002,3000000,,서울특별시 종로구 동숭길 ** (동숭동),03085,01,영업/정상,,,,02-511-4674,,
,주식회사 원패스엔터테인먼트,,200181.925231008,453385.703513726,유통관련업,대중문화예술기획업,2026-04-22 22:38:16,I,13,영업중,"공연기획, 연예매니지먼트",255.34,,,2019-01-29 12:02:25,,2019-01-29,,서울특별시 종로구 동숭동 *-** 비젼** 지하*층,CDFF3241092019000004,3000000,,"서울특별시 종로구 대학로**길 **, 비젼** 지하*층 (동숭동)",03086,01,영업/정상,,,,02-1522-0788,,
,이스턴 클라우드(Eastern Cloud),,197924.462388638,456651.617846455,유통관련업,대중문화예술기획업,2026-04-22 22:38:17,I,13,영업중,"프로듀싱, 기획, 제작",,,,2019-07-24 14:53:26,,2019-07-24,,서울특별시 종로구 평창동 ***-*,CDFF3241092019000006,3000000,,"서울특별시 종로구 평창**길 **, *층 (평창동)",03004,01,영업/정상,,,,,,
,(주)엔터미디어픽처스,,197607.398336321,452120.026024435,유통관련업,대중문화예술기획업,2026-04-22 22:38:17,I,13,영업중,매니지먼트,,,,2019-11-04 11:20:25,,2015-08-04,,서울특별시 종로구 당주동 *** ***-***호,CDFF3241092019000010,3000000,,"서울특별시 종로구 세종대로**길 **, ***-***호 (당주동)",03182,01,영업/정상,,,,,,
,윙즈엔터테인먼트 주식회사,,198208.386453774,452193.293825248,유통관련업,대중문화예술기획업,2026-04-22 22:38:18,I,13,영업중,"음반제작,연예매니지먼트,공연제작",,,,2025-07-03 19:22:39,,2015-06-29,,서울특별시 종로구 청진동 *-* 청일빌딩,CDFF3241092020000003,3000000,,"서울특별시 종로구 종로*길 **-*, 청일빌딩 *층 ***-에이호 (청진동)",03158,01,영업/정상,,,,,,
,부타운(BUTOWN),,196568.193558601,455076.61977062,유통관련업,대중문화예술기획업,2026-04-22 22:38:18,I,13,영업중,"대중문화예술기획업, 음반제작, 매니지먼트",80,,,2020-09-21 13:19:57,,2020-09-21,,서울특별시 종로구 부암동 ***-*,CDFF3241092020000005,3000000,,"서울특별시 종로구 자하문로 ***, ***호 (부암동)",03021,01,영업/정상,,,,,,
,최소우주 주식회사,,196831.669989477,453272.253272624,유통관련업,대중문화예술기획업,2026-04-22 22:38:19,I,13,영업중,"음반, 공연기획, 매니지먼트",,,,2021-05-07 08:49:38,,2021-05-07,,서울특별시 종로구 누상동 ***-***,CDFF3241092021000004,3000000,,"서울특별시 종로구 옥인길 **, *층 (누상동)",03038,01,영업/정상,,,,,,
,(주)도호 엔터테인먼트,,198643.543485167,452199.798612424,유통관련업,대중문화예술기획업,2026-04-22 22:38:20,I,13,영업중,매니지먼트,,,,2021-06-28 10:06:27,,2021-06-28,,서울특별시 종로구 인사동 ***-* 하나로빌딩,CDFF3241092021000005,3000000,,"서울특별시 종로구 인사동*길 **, 하나로빌딩 ***호 (인사동)",03162,01,영업/정상,,,,,,
,시네라인엔터테인먼트(주),,200348.502809135,452882.607271778,유통관련업,대중문화예술기획업,2026-04-22 22:38:21,I,13,영업중,엔터테인먼트,,,,2021-09-23 14:06:30,,2019-01-22,,서울특별시 종로구 동숭동 ***-** 동진빌딩,CDFF3241092021000006,3000000,,"서울특별시 종로구 이화장길 **, 동진빌딩 *층 ***호 (동숭동)",03088,01,영업/정상,,,,,,
,주식회사 오차드씨앤씨,,200180.614971988,453354.910382443,유통관련업,대중문화예술기획업,2026-04-22 22:38:24,I,13,영업중,"공연기획, 매니저업",,,,2022-01-21 15:40:09,,2020-07-30,,서울특별시 종로구 동숭동 *-** 해안빌딩 ***호,CDFF3241092022000002,3000000,,"서울특별시 종로구 대학로**길 **-**, 해안빌딩 ***호 (동숭동)",03086,01,영업/정상,,,,,,
,주식회사 쇼빌컴퍼니,,200200.915826621,452595.605444386,유통관련업,대중문화예술기획업,2026-04-22 22:38:24,I,13,영업중,"배우매니지먼트, 공연기획 제작",53.29,,,2022-01-21 09:29:57,,2022-01-20,,서울특별시 종로구 이화동 ***,CDFF3241092022000003,3000000,,"서울특별시 종로구 율곡로**길 *, ***호 (이화동)",03123,01,영업/정상,,,,,,
,(주)에스팀엔터테인먼트,,198503.329082237,452297.556997868,유통관련업,대중문화예술기획업,2026-04-22 22:38:24,I,13,영업중,엔터테인먼트,,,,2022-02-10 17:10:13,,2017-10-30,,서울특별시 종로구 견지동 **-* 웅지빌딩,CDFF3241092022000006,3000000,,"서울특별시 종로구 인사동*길 **, 웅지빌딩 *층 (견지동)",03149,01,영업/정상,,,,,,
,문화예술사회적협동조합 플랫폼 702,,199817.923930695,453477.628999916,유통관련업,대중문화예술기획업,2026-04-22 22:38:24,I,13,영업중,"연예매니지먼트, 연예인교육훈련, 지도, 상담 등",82.11,,,2022-02-16 11:28:13,,2022-02-16,,서울특별시 종로구 명륜*가 ***-**,CDFF3241092022000007,3000000,,"서울특별시 종로구 성균관로 *-*, *층 (명륜*가)",03074,01,영업/정상,,,,02-764-0702,,
,주식회사 에스팀,,198503.329082237,452297.556997868,유통관련업,대중문화예술기획업,2026-04-22 22:38:25,I,13,영업중,엔터테인먼트,,,,2022-04-12 14:42:48,,2015-05-29,,서울특별시 종로구 견지동 **-* 가야빌딩,CDFF3241092022000008,3000000,,"서울특별시 종로구 인사동*길 **, 가야빌딩 (견지동)",03149,01,영업/정상,,,,,,
,지구엔터테인먼트,,199889.900759372,454220.219628483,유통관련업,대중문화예술기획업,2026-04-22 22:38:25,I,13,영업중,매니지먼트,50.81,,,2022-05-23 17:56:42,,2022-05-23,,서울특별시 종로구 혜화동 *-**,CDFF3241092022000010,3000000,,"서울특별시 종로구 혜화로**길 *, 젬스톤빌리지 ***호 (혜화동)",03067,01,영업/정상,,,,,,
,사단법인 한국전통미술융합진흥원,,198838.912965902,452214.210961577,유통관련업,대중문화예술기획업,2026-04-22 22:38:26,I,13,영업중,한국전통미술 제반 콘텐츠,,,,2022-06-17 08:19:25,,2022-06-17,,서울특별시 종로구 낙원동 *** 낙원상가 *층 ***-*호,CDFF3241092022000011,3000000,,"서울특별시 종로구 삼일대로 ***, 낙원상가 *층 ***-**호 (낙원동)",03140,01,영업/정상,,,,02-733-3326,,
,거쉬클라우드코리아(주),,197617.250942852,452770.544082169,유통관련업,대중문화예술기획업,2026-04-22 22:38:26,I,13,영업중,대중문화예술,110.28,,,2022-08-11 17:39:33,,2022-07-28,,서울특별시 종로구 통의동 **-** 다모여빌딩,CDFF3241092022000013,3000000,,"서울특별시 종로구 효자로 **, *층 (통의동)",03044,01,영업/정상,,,,02-6954-6666,,
,두바림,,200542.258243379,452057.126859583,유통관련업,대중문화예술기획업,2026-04-22 22:38:26,I,13,영업중,"모델에이전시, 엔터테인먼트, 대중문화예술",8.6,,,2022-10-25 09:11:00,,2022-10-25,,서울특별시 종로구 종로*가 ***-* 동대문종합시장,CDFF3241092022000016,3000000,,"서울특별시 종로구 종로 ***, 동대문종합시장 D동 *층 ***호 (종로*가)",03198,01,영업/정상,,,,02-2273-9884,,
,코스모스,,199884.924610815,453572.123373062,유통관련업,대중문화예술기획업,2026-04-22 22:38:26,I,31,등록취소,"공연, 대중음악",,,,2025-09-23 15:38:26,2025-04-17,2022-12-16,,서울특별시 종로구 명륜*가 * 어젤리아 명륜*,CDFF3241092022000018,3000000,,"서울특별시 종로구 창경궁로 ***-*, *층 **호 (명륜*가, 어젤리아 명륜*)",03075,04,취소/말소/만료/정지/중지,,,,,,
,주식회사 파움스필름,,197309.911989884,452617.283253383,유통관련업,대중문화예술기획업,2026-04-22 22:38:26,I,13,영업중,배우매니지먼트,,,,2022-12-16 17:10:50,,2022-12-16,,서울특별시 종로구 필운동 ***-* 종로큐브빌딩,CDFF3241092022000019,3000000,,"서울특별시 종로구 사직로**길 *, 종로큐브빌딩 *층 (필운동)",03169,01,영업/정상,,,,070-8800-3675,,
,(주)콘텐츠합,,200307.41543383,453261.085994363,유통관련업,대중문화예술기획업,2026-04-22 22:38:26,I,13,영업중,공연 제작 및 기획,,,,2022-12-20 13:15:11,,2022-07-18,,서울특별시 종로구 동숭동 **-**,CDFF3241092022000020,3000000,,"서울특별시 종로구 동숭길 **, *층 (동숭동)",03085,01,영업/정상,,,,,,
,르 프렌치코드 (Le French Code),,197617.250942852,452770.544082169,유통관련업,대중문화예술기획업,2026-04-22 22:38:27,I,13,영업중,공연 기획,,,,2023-04-10 13:24:53,,2023-04-10,,서울특별시 종로구 통의동 **-** 다모여빌딩,CDFF3241092023000003,3000000,,"서울특별시 종로구 효자로 **, 다모여빌딩 ***호 (통의동)",03044,01,영업/정상,,,,,,
,주식회사 로드픽쳐스,,200291.374084556,452163.083270761,유통관련업,대중문화예술기획업,2026-04-22 22:38:28,I,13,영업중,"대중문화예술기획, 연예인 매니지먼트",,,,2023-05-25 15:31:02,,2023-05-25,,서울특별시 종로구 효제동 ***-* BS타워,CDFF3241092023000005,3000000,,"서울특별시 종로구 종로**길 **, BS타워 *층 ***-*호 (효제동)",03126,01,영업/정상,,,,02-332-3442,,
,팀플레이예술기획(주),,200153.322797562,453332.518876344,유통관련업,대중문화예술기획업,2026-04-22 22:38:28,I,13,영업중,매니지먼트,,,,2024-11-16 12:05:22,,2023-05-31,,서울특별시 종로구 동숭동 *-**,CDFF3241092023000006,3000000,,"서울특별시 종로구 대학로*가길 **, *층 (동숭동)",03086,01,영업/정상,,,,,,
,주식회사 더블에스코어,,198755.522261388,452457.290894861,유통관련업,대중문화예술기획업,2026-04-22 22:38:28,I,13,영업중,"방송, 광고,
디지털 홍보용
디지털 콘텐츠,
 영상기획, 제작, 배포",,,,2023-07-18 10:01:42,,2023-07-18,,서울특별시 종로구 경운동 **-*,CDFF3241092023000007,3000000,,"서울특별시 종로구 삼일대로 ***, *층 ***호 (경운동)",03148,01,영업/정상,,,,02-744-0228,,
,주식회사 메이드커뮤니케이션,,200284.079710268,453238.540020978,유통관련업,대중문화예술기획업,2026-04-22 22:38:28,I,13,영업중,매니저업,,,,2023-07-28 16:47:37,,2023-06-23,,서울특별시 종로구 동숭동 *-** 계우빌딩,CDFF3241092023000008,3000000,,"서울특별시 종로구 대학로**길 **, 계우빌딩 *층 ***호 K***호 (동숭동)",03086,01,영업/정상,,,,,,
,(주)꿈꾸는용,,199786.025969836,453834.467180659,유통관련업,대중문화예술기획업,2026-04-22 22:38:28,I,13,영업중,연예매니지먼트,,,,2023-08-02 17:08:07,,2023-08-02,,서울특별시 종로구 명륜*가 **-*,CDFF3241092023000009,3000000,,"서울특별시 종로구 혜화로*가길 **, *층 (명륜*가)",03068,01,영업/정상,,,,02-766-9880,,
,주식회사 디픽스,,201898.977448681,452274.691734276,유통관련업,대중문화예술기획업,2026-04-22 22:38:28,I,13,영업중,연예매니지먼트,,,,2023-09-11 16:41:39,,2023-09-11,,서울특별시 종로구 숭인동 ****,CDFF3241092023000010,3000000,,"서울특별시 종로구 난계로**길 **, ***호 (숭인동)",03116,01,영업/정상,,,,,,
,주식회사 더스타파트너,,198690.658978281,452665.844737685,유통관련업,대중문화예술기획업,2026-04-22 22:38:28,I,13,영업중,매니지먼트업,22,,,2023-10-10 11:25:23,,2023-10-10,,서울특별시 종로구 경운동 **-* 서원빌딩,CDFF3241092023000011,3000000,,"서울특별시 종로구 삼일대로 ***, 서원빌딩 **층 (경운동)",03147,01,영업/정상,,,,02-779-7161,,
,(주)이모셔널씨어터,,200047.53118763,453423.102086064,유통관련업,대중문화예술기획업,2026-04-22 22:38:28,I,13,영업중,"공연 관련 디자인 및 매니지먼트, 에이전시",,,,2023-10-16 13:10:48,,2022-12-19,,서울특별시 종로구 명륜*가 **-* 명륜***,CDFF3241092023000012,3000000,,"서울특별시 종로구 대학로 ***-* (명륜*가, 명륜***)",03078,01,영업/정상,,,,,,
,오르카 엔터테인먼트(Orca Entertainment),,199941.968681567,454359.506546773,유통관련업,대중문화예술기획업,2026-04-22 22:38:29,I,13,영업중,배우 매니지먼트,,,,2023-10-23 16:00:02,,2023-10-23,,서울특별시 종로구 혜화동 *-**,CDFF3241092023000013,3000000,,"서울특별시 종로구 혜화로**길 **, ***호 (혜화동)",03067,01,영업/정상,,,,,,
,주식회사 시크릿아이콘,,200542.258243379,452057.126859583,유통관련업,대중문화예술기획업,2026-04-22 22:38:29,I,13,영업중,매니저업,,,,2023-11-17 14:28:45,,2019-10-15,,서울특별시 종로구 종로*가 ***-* 동대문종합시장,CDFF3241092023000014,3000000,,"서울특별시 종로구 종로 ***, 동대문종합시장 B동 *층 E-**호 (종로*가)",03198,01,영업/정상,,,,,,
,샤이닝랩 주식회사,,198176.159239663,452574.67151361,유통관련업,대중문화예술기획업,2026-04-22 22:38:29,I,13,영업중,매니저업,85.54,,,2024-01-15 17:50:57,,2021-06-29,,서울특별시 종로구 중학동 ** 트윈 트리 빌딩,CDFF3241092024000001,3000000,,"서울특별시 종로구 율곡로 *, 트윈 트리 빌딩 에이동 **층 에프, 지호 (중학동)",03142,01,영업/정상,,,,,,
,오디오가이(주),,198176.159239663,452574.67151361,유통관련업,대중문화예술기획업,2026-04-22 22:38:29,I,13,영업중,음반기록물 외,,,,2025-07-29 18:15:43,,2019-10-23,,서울특별시 종로구 중학동 ** 트윈 트리 빌딩,CDFF3241092024000002,3000000,,"서울특별시 종로구 율곡로 *, 트윈 트리 빌딩 A동 **층 F호 (중학동)",03142,01,영업/정상,,,,,,
,(주)좋은사람컴퍼니,,199499.960519786,454280.012195915,유통관련업,대중문화예술기획업,2026-04-22 22:38:29,I,13,영업중,연예매니지먼트,,,,2026-02-04 10:24:36,,2016-07-14,,서울특별시 종로구 명륜*가 *-***,CDFF3241092024000003,3000000,,서울특별시 종로구 명륜*길 **-* (명륜*가),03065,01,영업/정상,,,,,,
,(주)소셜나무,,198658.943470079,452604.254902527,유통관련업,대중문화예술기획업,2026-04-22 22:38:29,I,13,영업중,"방송업, 음악",23.66,,,2024-06-05 18:06:53,,2024-06-05,,서울특별시 종로구 경운동 **-* 운현궁 에스케이 허브,CDFF3241092024000004,3000000,,"서울특별시 종로구 삼일대로 ***, 운현궁 에스케이 허브 ***동 ***호 (경운동)",03147,01,영업/정상,,,,,,
