사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,판매점영업면적,휴업시작일자,휴업종료일자,소재지전화번호
세븐일레븐 용산용문점,2012-12-28,196469.428322469,448498.841159196,2026-04-22 22:30:55,I,03,폐업,2013-08-22 14:33:17,,2012-11-08,,,PHMH320123020033087500014,3020000,서울특별시 용산구 효창원로 117 (용문동),,03,폐업,,,,
미니스톱 이태원제일점,2019-04-30,199801.957229828,448135.575999176,2026-04-22 22:30:55,I,03,폐업,2019-04-30 13:46:46,,2012-11-08,,,PHMH320123020033087500018,3020000,서울특별시 용산구 이태원로 223 (한남동),04349,03,폐업,,,,
GS25용산청파,2015-01-27,197321.065710824,449090.401637502,2026-04-22 22:30:55,I,03,폐업,2015-01-27 17:13:01,,2012-11-08,,,PHMH320123020033087500020,3020000,서울특별시 용산구 청파로 275 (청파동3가),,03,폐업,,,,
(주)씨스페이시스 원효점,2015-12-30,195544.606275448,447831.138115911,2026-04-22 22:31:00,I,03,폐업,2015-12-30 17:09:12,,2012-11-09,,,PHMH320123020033087500021,3020000,서울특별시 용산구 원효로 64 (원효로4가),04365,03,폐업,,,,
쎼븐일레븐206호점,2012-11-20,199201.263514542,447653.615565873,2026-04-22 22:30:55,I,03,폐업,2013-08-22 15:48:14,,2012-11-09,,,PHMH320123020033087500022,3020000,서울특별시 용산구 녹사평대로26길 30 (이태원동),,03,폐업,,,,
(주)비지에프리테일 남산공원점,2017-11-10,,,2026-04-22 22:30:59,I,03,폐업,2017-11-10 17:48:16,,2012-11-09,,,PHMH320123020033087500023,3020000,서울특별시 용산구 남산공원길 121 (용산동2가),04340,03,폐업,,,,
GS25후암본점,2022-06-02,198299.452296011,449352.510594155,2026-04-22 22:30:55,I,03,폐업,2022-06-02 13:46:43,,2012-11-09,,,PHMH320123020033087500026,3020000,서울특별시 용산구 신흥로 149 (후암동),04337,03,폐업,,,,
GS25용산동자점,2016-07-06,,,2026-04-22 22:30:55,I,03,폐업,2016-07-07 17:12:09,,2012-11-09,,,PHMH320123020033087500029,3020000,서울특별시 용산구 한강대로104길 54 (동자동),04334,03,폐업,,,,02-754-0232
바이더웨이 효창공원점,2012-11-16,196596.438958989,448791.762333138,2026-04-22 22:30:55,I,03,폐업,2013-08-22 16:08:08,,2012-11-09,,,PHMH320123020033087500030,3020000,서울특별시 용산구 효창원로 150 (효창동),,03,폐업,,,,
GS25이태원본점,2015-07-22,199659.057794745,447896.598066061,2026-04-22 22:30:55,I,03,폐업,2015-07-22 17:17:41,,2012-11-09,,,PHMH320123020033087500032,3020000,서울특별시 용산구 우사단로10길 23 (이태원동),,03,폐업,,,,
세븐일레븐용산효창점,2015-12-03,196454.809562287,448821.272622337,2026-04-22 22:30:55,I,03,폐업,2015-12-03 10:09:18,,2012-11-12,,,PHMH320123020033087500033,3020000,서울특별시 용산구 효창원로69나길 13 (효창동),04318,03,폐업,,,,
씨유원효로2가점,2018-03-26,196691.508606508,448080.273354755,2026-04-22 22:30:55,I,03,폐업,2018-03-26 17:26:24,,2012-11-12,,,PHMH320123020033087500034,3020000,서울특별시 용산구 원효로58길 28 (원효로2가),04367,03,폐업,,,,
GS25보광점,2014-10-28,199860.819809374,447348.10086997,2026-04-22 22:30:55,I,03,폐업,2014-10-28 18:01:52,,2012-11-12,,,PHMH320123020033087500036,3020000,서울특별시 용산구 보광로 46 (보광동),,03,폐업,,,,
이마트24 보광사랑점,2024-05-27,199953.701899869,447435.720013697,2026-04-22 22:30:55,I,03,폐업,2024-05-27 15:28:33,,2012-11-12,,,PHMH320123020033087500037,3020000,서울특별시 용산구 장문로45길 73 (보광동),04415,03,폐업,,,,
씨유이태원경리단점,2018-02-13,198790.433934433,448344.026027589,2026-04-22 22:30:55,I,03,폐업,2018-02-13 15:39:01,,2012-11-12,,,PHMH320123020033087500038,3020000,서울특별시 용산구 녹사평대로 222 (이태원동),04345,03,폐업,,,,
씨유용산한남점,2020-06-25,200167.678243408,448907.406473211,2026-04-22 22:30:55,I,03,폐업,2020-06-25 11:23:25,,2012-11-12,,,PHMH320123020033087500040,3020000,서울특별시 용산구 한남대로 158 (한남동),04417,03,폐업,,,,
GS25용산문배점,2014-06-11,197194.757574283,448455.338450919,2026-04-22 22:30:55,I,03,폐업,2014-06-12 09:04:55,,2012-11-12,,,PHMH320123020033087500041,3020000,서울특별시 용산구 백범로90라길 28 (문배동),,03,폐업,,,,
씨유이태원1동점,2015-07-31,199029.343423496,448144.277162924,2026-04-22 22:30:55,I,03,폐업,2015-07-31 16:32:09,,2012-11-13,,,PHMH320123020033087500043,3020000,서울특별시 용산구 녹사평대로40다길 30 (이태원동),,03,폐업,,,,
씨유이태원대림점,2019-03-27,198942.726412646,448717.203676931,2026-04-22 22:30:55,I,03,폐업,2019-03-27 17:14:06,,2012-11-13,,,PHMH320123020033087500044,3020000,서울특별시 용산구 녹사평대로 254 (이태원동),04343,03,폐업,,,,
씨유이태원햇살점,2018-06-20,198934.375408314,448292.621042576,2026-04-22 22:30:55,I,03,폐업,2018-06-20 18:11:53,,2012-11-13,,,PHMH320123020033087500045,3020000,서울특별시 용산구 녹사평대로40나길 53 (이태원동),04345,03,폐업,,,,
이마트24 한남제일점,2022-06-02,199942.258497449,448294.559595048,2026-04-22 22:30:55,I,03,폐업,2022-06-02 14:11:38,,2012-11-13,,서울특별시 용산구 한남동 738번지 24호,PHMH320123020033087500046,3020000,서울특별시 용산구 이태원로 245 (한남동),04348,03,폐업,,,,
CU용산서계점,2018-04-30,196977.458487504,450064.79037152,2026-04-22 22:30:55,I,03,폐업,2018-04-30 17:00:56,,2012-11-13,,,PHMH320123020033087500047,3020000,서울특별시 용산구 청파로85길 46 (서계동),04302,03,폐업,,,,
GS25용산전자회관점,2020-10-12,196727.535753619,447868.128308607,2026-04-22 22:30:55,I,03,폐업,2020-10-12 14:59:03,,2012-11-13,,,PHMH320123020033087500048,3020000,서울특별시 용산구 청파로 112 (한강로3가),04371,03,폐업,,,,
씨유이태원2동점,2016-09-28,199216.466246624,448752.686364144,2026-04-22 22:30:55,I,03,폐업,2016-09-29 17:43:26,,2012-11-14,,,PHMH320123020033087500049,3020000,서울특별시 용산구 회나무로13가길 41 (이태원동),04344,03,폐업,,,,
GS25용산으뜸,2022-06-29,197248.654674623,448360.57465451,2026-04-22 22:30:55,I,03,폐업,2022-06-29 14:11:26,,2012-11-14,,,PHMH320123020033087500050,3020000,서울특별시 용산구 백범로90길 74 (문배동),04315,03,폐업,,,,
GS25효창행복점,2014-10-01,196506.063260624,448846.424790473,2026-04-22 22:30:55,I,03,폐업,2024-09-30 15:29:23,,2012-11-14,,,PHMH320123020033087500051,3020000,서울특별시 용산구 효창원로69길 15 (효창동),04318,03,폐업,,,,
GS25동부이촌점,2014-05-07,197044.277002519,446549.892594467,2026-04-22 22:30:55,I,03,폐업,2014-05-07 14:15:18,,2012-11-14,,,PHMH320123020033087500052,3020000,서울특별시 용산구 이촌로 182 (이촌동),,03,폐업,,,,
CU남산리치빌점,2014-05-13,198101.445232724,449672.909204653,2026-04-22 22:30:55,I,03,폐업,2014-05-13 16:56:25,,2012-11-14,,,PHMH320123020033087500056,3020000,서울특별시 용산구 후암로28길 38 (후암동),,03,폐업,,,,
CU후암중앙점,2018-07-11,198370.485797415,449595.993665149,2026-04-22 22:30:55,I,03,폐업,2018-07-11 17:59:33,,2012-11-14,,,PHMH320123020033087500057,3020000,서울특별시 용산구 두텁바위로 108 (후암동),04328,03,폐업,,,,
세븐일레븐용산후암점,2014-05-01,197935.33476861,449299.69098628,2026-04-22 22:30:55,I,03,폐업,2014-05-01 16:58:12,,2012-11-14,,,PHMH320123020033087500058,3020000,서울특별시 용산구 두텁바위로 47 (후암동),,03,폐업,,,,
CU신용산점,2015-03-18,197351.514465897,447738.540389615,2026-04-22 22:30:55,I,03,폐업,2015-03-18 15:56:09,,2012-11-14,,,PHMH320123020033087500060,3020000,서울특별시 용산구 한강대로 142 (한강로2가),,03,폐업,,,,
CU용산후암점,2016-09-01,198207.867950751,449356.302089952,2026-04-22 22:30:55,I,03,폐업,2016-09-01 17:59:32,,2012-11-14,,,PHMH320123020033087500061,3020000,서울특별시 용산구 두텁바위로 75 (후암동),04336,03,폐업,,,,
GS25한남역점,2015-09-25,200614.319913696,447561.558961093,2026-04-22 22:30:55,I,03,폐업,2015-09-25 10:42:46,,2012-11-14,,,PHMH320123020033087500063,3020000,서울특별시 용산구 독서당로 22 (한남동),04410,03,폐업,,,,
세븐일레븐용산파크타워점,2013-03-06,197338.915067396,446893.484429691,2026-04-22 22:30:59,I,03,폐업,2013-08-27 17:20:14,,2012-11-14,,,PHMH320123020033087500065,3020000,서울특별시 용산구 서빙고로 67 (용산동5가),,03,폐업,,,,
씨유숙대도서관점,2022-02-18,196996.791749979,449101.175256243,2026-04-22 22:30:55,I,03,폐업,2022-02-18 11:50:10,,2012-11-15,,,PHMH320123020033087500066,3020000,서울특별시 용산구 청파로43길 70 (청파동3가),04313,03,폐업,,,,
씨유용산해방촌점,2013-10-24,198796.52499832,448851.858861312,2026-04-22 22:30:55,I,03,폐업,2013-10-25 17:56:28,,2012-11-15,,,PHMH320123020033087500067,3020000,서울특별시 용산구 신흥로7길 1 (용산동2가),,03,폐업,,,,
미니스톱남산소월점,2021-11-30,198612.572,449283.874666667,2026-04-22 22:30:55,I,03,폐업,2021-11-30 14:40:38,,2012-11-15,,,PHMH320123020033087500068,3020000,서울특별시 용산구 신흥로20길 1 (용산동2가),04328,03,폐업,,,,
씨유용산전자랜드점,2018-02-26,196370.746398773,447841.698787531,2026-04-22 22:30:55,I,03,폐업,2018-02-26 17:07:08,,2012-11-15,,,PHMH320123020033087500069,3020000,서울특별시 용산구 청파로 74 (한강로3가),04372,03,폐업,,,,
씨유용산햇살점,2018-02-28,198416.199476575,449159.418773277,2026-04-22 22:30:55,I,03,폐업,2018-02-28 13:47:27,,2012-11-15,,,PHMH320123020033087500070,3020000,서울특별시 용산구 신흥로 117 (용산동2가),04337,03,폐업,,,,
씨유유엔빌리지점,2013-05-16,200806.372578114,447855.635811062,2026-04-22 22:30:55,I,03,폐업,2013-08-27 17:44:49,,2012-11-15,,,PHMH320123020033087500071,3020000,서울특별시 용산구 유엔빌리지1길 2 (한남동),,03,폐업,,,,
씨유용산삼각지점,2015-04-20,197578.141435458,447844.960184765,2026-04-22 22:30:55,I,03,폐업,2015-04-20 11:48:43,,2012-11-15,,,PHMH320123020033087500072,3020000,서울특별시 용산구 한강대로62길 48 (한강로1가),,03,폐업,,,,
씨유용산갈월점,2014-11-25,197464.703927638,449671.839985556,2026-04-22 22:30:55,I,03,폐업,2014-11-26 08:49:34,,2012-11-15,,,PHMH320123020033087500073,3020000,서울특별시 용산구 한강대로 348 (갈월동),,03,폐업,,,,
씨유보광오산점,2015-12-22,199761.407951479,447100.527107187,2026-04-22 22:30:55,I,03,폐업,2015-12-22 16:17:34,,2012-11-15,,,PHMH320123020033087500075,3020000,서울특별시 용산구 장문로19길 10 (보광동),04394,03,폐업,,,,
세븐일레븐이촌무궁화점,2016-12-30,197329.192480831,446114.125235545,2026-04-22 22:31:00,I,03,폐업,2016-12-30 18:19:23,,2012-11-15,,,PHMH320123020033087500076,3020000,서울특별시 용산구 이촌로72길 62 (이촌동),04427,03,폐업,,,,
세븐일레븐이촌진달래점,2016-12-30,198315.331070347,445891.889050955,2026-04-22 22:30:59,I,03,폐업,2016-12-30 18:19:01,,2012-11-15,140-915,서울특별시 용산구 이촌동 362번지 1호,PHMH320123020033087500077,3020000,,,03,폐업,,,,
세븐일레븐 동부이촌본점,2021-07-23,197177.47312335,446543.21624884,2026-04-22 22:30:55,I,03,폐업,2021-07-23 11:29:49,,2012-11-15,,,PHMH320123020033087500079,3020000,서울특별시 용산구 이촌로 196 (이촌동),04427,03,폐업,,,,
(주)비지에프휴먼넷한남리첸시아점,2016-02-29,200628.554655257,448024.720455877,2026-04-22 22:31:01,I,03,폐업,2016-02-29 17:27:51,,2012-11-15,,,PHMH320123020033087500080,3020000,서울특별시 용산구 한남대로 60 (한남동),04419,03,폐업,,,,
GS25삼각지점,2023-10-17,197423.388614339,447712.375925104,2026-04-22 22:30:55,I,03,폐업,2023-10-18 10:10:23,,2012-11-15,140-872,서울특별시 용산구 한강로2가 88번지,PHMH320123020033087500081,3020000,서울특별시 용산구 한강대로48길 17-5 (한강로2가),04382,03,폐업,,,,
씨유숙대입구역점,2014-12-15,197483.880256526,449240.366693278,2026-04-22 22:30:55,I,03,폐업,2014-12-15 13:17:13,,2012-11-16,,,PHMH320123020033087500082,3020000,서울특별시 용산구 한강대로 304 (갈월동),,03,폐업,,,,
씨유용산효창점,2013-08-01,196809.489028379,448526.824252638,2026-04-22 22:30:55,I,03,폐업,2013-09-02 17:45:45,,2012-11-16,,,PHMH320123020033087500083,3020000,서울특별시 용산구 백범로77길 10 (원효로1가),,03,폐업,,,,
세븐일레븐원효점,2013-10-01,196005.836412851,447699.758814725,2026-04-22 22:30:55,I,03,폐업,2013-10-01 09:34:35,,2012-11-16,,,PHMH320123020033087500084,3020000,서울특별시 용산구 이촌로 1 (한강로3가),,03,폐업,,,,
(주)코리아세븐서빙고점,2022-10-06,199162.133975379,446755.668517054,2026-04-22 22:30:59,I,03,폐업,2022-10-06 14:01:48,,2012-11-16,,,PHMH320123020033087500085,3020000,서울특별시 용산구 서빙고로51길 64 (서빙고동),04384,03,폐업,,,,
(주)바이더웨이 용산해방촌점,2019-02-15,198811.66256143,449031.228316372,2026-04-22 22:31:01,I,03,폐업,2019-02-15 16:20:39,,2012-11-16,,,PHMH320123020033087500086,3020000,서울특별시 용산구 신흥로 57 (용산동2가),04338,03,폐업,,,,
(주)코리아세븐 원효점,2015-11-26,196005.836412851,447699.758814725,2026-04-22 22:30:59,I,03,폐업,2015-11-26 14:22:47,,2012-11-16,,,PHMH320123020033087500088,3020000,서울특별시 용산구 이촌로 1 (한강로3가),04373,03,폐업,,,,
(주)코리아세븐 용산리첸시아점,2025-07-22,197045.849468346,448447.558967085,2026-04-22 22:30:59,I,03,폐업,2025-07-22 16:39:50,,2012-11-16,,,PHMH320123020033087500092,3020000,서울특별시 용산구 백범로 341 (원효로1가),04315,03,폐업,,,,
(주)코리아세븐 이촌점,2014-03-06,197679.255159437,446425.373848781,2026-04-22 22:30:59,I,03,폐업,2014-03-06 17:47:51,,2012-11-16,,,PHMH320123020033087500097,3020000,서울특별시 용산구 이촌로 245 (이촌동),,03,폐업,,,,
(주)바이더웨이 이태원본점,2014-12-08,199155.510674512,448589.384221511,2026-04-22 22:31:01,I,03,폐업,2014-12-08 09:41:38,,2012-11-16,,,PHMH320123020033087500098,3020000,서울특별시 용산구 회나무로26길 12 (이태원동),,03,폐업,,,,
(주)바이더웨이 이태원청화점,2016-03-28,199480.972720827,447678.419872848,2026-04-22 22:31:00,I,03,폐업,2016-03-29 15:03:23,,2012-11-16,,,PHMH320123020033087500099,3020000,서울특별시 용산구 보광로 95 (보광동),04396,03,폐업,,,,
(주)바이더웨이 관광특구점,2016-02-04,199678.685128404,448086.564575334,2026-04-22 22:30:59,I,03,폐업,2016-02-04 17:24:14,,2012-11-16,,,PHMH320123020033087500100,3020000,서울특별시 용산구 이태원로 211 (한남동),04349,03,폐업,,,,
세븐일레븐 용산원효점,2014-10-31,,,2026-04-22 22:30:55,I,03,폐업,2014-10-31 17:21:44,,2012-11-23,,,PHMH320123020033087500103,3020000,서울특별시 용산구 원효로19길 55 (원효로4가),,03,폐업,,,,
씨유 용산한강로점,2018-02-05,197197.303144904,447701.927337454,2026-04-22 22:30:55,I,03,폐업,2018-02-05 17:16:49,,2012-11-23,,,PHMH320123020033087500104,3020000,서울특별시 용산구 한강대로43길 13 (한강로2가),04376,03,폐업,,,,
씨유 용산역2호점,2020-08-20,197083.100438264,447552.774477998,2026-04-22 22:30:55,I,03,폐업,2020-08-20 15:33:47,,2012-11-26,,,PHMH320123020033087500105,3020000,서울특별시 용산구 새창로 217 (한강로2가),04376,03,폐업,,,,
미니스톱 용산시티점,2019-01-14,197202.846269061,446986.411557186,2026-04-22 22:30:55,I,03,폐업,2019-01-14 17:47:16,,2012-11-30,,,PHMH320123020033087500110,3020000,서울특별시 용산구 서빙고로 35 (한강로3가),04385,03,폐업,,,,
GS25 숙대제일점,2015-11-18,197221.514134541,449024.821517958,2026-04-22 22:30:55,I,03,폐업,2015-11-18 15:37:20,,2012-12-03,,,PHMH320123020033087500111,3020000,서울특별시 용산구 청파로43길 23 (청파동3가),04313,03,폐업,,,,
GS25 동자제일점,2019-09-30,197515.558871235,449721.082675464,2026-04-22 22:30:55,I,03,폐업,2019-09-30 14:20:56,,2012-12-24,,,PHMH320123020033087500116,3020000,서울특별시 용산구 한강대로102길 12 (갈월동),04334,03,폐업,,,,
홈플러스365 서울효창점,2016-05-13,,,2026-04-22 22:30:55,I,03,폐업,2016-05-13 15:53:11,,2012-12-28,,,PHMH320123020033087500117,3020000,서울특별시 용산구 백범로 315 (효창동),04317,03,폐업,,,,
세븐일레븐 용산후암진흥점,2015-09-01,197947.221892803,449587.403466068,2026-04-22 22:30:55,I,03,폐업,2015-09-01 16:46:20,,2012-12-28,,,PHMH320123020033087500118,3020000,서울특별시 용산구 후암로 29 (후암동),04332,03,폐업,,,,
GS25보광그린점,2017-01-31,199940.114846819,447079.499990337,2026-04-22 22:30:55,I,03,폐업,2017-02-02 15:20:09,,2013-08-22,,서울특별시 용산구 보광동 216번지 12호,PHMH320133020033087500001,3020000,"서울특별시 용산구 장문로 96 (보광동, 그린서적)",04395,03,폐업,50,,,
GS25 서빙고점,2018-05-09,199129.895765208,446500.466782248,2026-04-22 22:30:55,I,03,폐업,2019-10-16 21:01:27,,2013-01-10,,,PHMH320133020033087500003,3020000,서울특별시 용산구 서빙고로51길 10 (서빙고동),04384,03,폐업,,,,
세븐일레븐 용산용문점,2017-03-06,196469.428322469,448498.841159196,2026-04-22 22:30:55,I,03,폐업,2017-03-06 17:21:47,,2013-01-15,,,PHMH320133020033087500005,3020000,서울특별시 용산구 효창원로 117 (용문동),04355,03,폐업,,,,
스마일라운지,2019-06-05,196573.942953979,448560.389167704,2026-04-22 22:30:55,I,03,폐업,2019-06-05 14:49:38,,2013-01-23,,,PHMH320133020033087500007,3020000,서울특별시 용산구 백범로 295 (효창동),04317,03,폐업,,,,
씨유 신한강로벽산점,2018-04-27,197257.765183997,447772.298383734,2026-04-22 22:30:55,I,03,폐업,2018-04-27 17:02:20,,2013-01-23,,,PHMH320133020033087500008,3020000,"서울특별시 용산구 한강대로43길 8, 201호 (한강로2가, 벽산메가트리움)",04376,03,폐업,,,,
GS25 원효로점,2020-12-14,197184.30581248,448684.329156925,2026-04-22 22:30:55,I,03,폐업,2020-12-14 12:46:50,,2013-01-25,,,PHMH320133020033087500009,3020000,서울특별시 용산구 원효로 255 (원효로1가),04314,03,폐업,,,,
씨유 용산보광점,2013-12-13,200151.677652288,447207.599955215,2026-04-22 22:30:55,I,03,폐업,2013-12-13 10:52:51,,2013-01-25,140-822,서울특별시 용산구 보광동 22번지 1호,PHMH320133020033087500010,3020000,서울특별시 용산구 장문로 119 (보광동),,03,폐업,,,,
GS25 서울역점,2014-07-02,197484.876911496,450194.495553339,2026-04-22 22:30:55,I,03,폐업,2014-07-03 09:00:13,,2013-02-01,,,PHMH320133020033087500011,3020000,서울특별시 용산구 한강대로 401 (동자동),,03,폐업,,,,
미니스톱 용산월드점,2014-04-30,197542.687282146,448325.294355232,2026-04-22 22:30:55,I,03,폐업,2014-04-30 17:26:45,,2013-04-05,,,PHMH320133020033087500013,3020000,"서울특별시 용산구 한강대로 211, 1층 107호 (한강로1가)",,03,폐업,,,,
GS25산천리버힐,2022-07-22,195563.535062555,448084.894977065,2026-04-22 22:30:55,I,03,폐업,2022-07-22 17:10:46,,2013-04-19,,,PHMH320133020033087500015,3020000,"서울특별시 용산구 효창원로 17, 102~104호 (산천동, 리버힐삼성아파트)",04358,03,폐업,,,,
이마트24 남산힐튼점,2018-11-29,197884.694316792,450278.758007272,2026-04-22 22:30:55,I,03,폐업,2018-12-03 10:17:06,,2013-06-04,,서울특별시 용산구 후암동 440번지,PHMH320133020033087500018,3020000,"서울특별시 용산구 소월로2길 5, 1층 (후암동)",04326,03,폐업,,,,
씨유 도원삼성점,2020-02-18,196211.287232401,448572.36200051,2026-04-22 22:30:55,I,03,폐업,2020-02-18 17:19:38,,2013-09-26,,서울특별시 용산구 도원동 8번지 24호,PHMH320133020033087500020,3020000,서울특별시 용산구 새창로12길 4 (도원동),04356,03,폐업,45,,,32731364
지에스25 서울역서부,2019-04-01,197177.646750244,450239.515008707,2026-04-22 22:30:55,I,03,폐업,2019-04-01 17:36:18,,2013-11-26,,서울특별시 용산구 서계동 220번지 4호 1층,PHMH320133020033087500022,3020000,서울특별시 용산구 청파로 389 (서계동),04300,03,폐업,40,,,
SK네트웍스 (주)흥국주유소,2017-04-13,200184.397422031,449300.985015883,2026-04-22 22:31:01,I,03,폐업,2017-04-13 10:24:45,,2013-11-27,,서울특별시 용산구 한남동 726번지 370호,PHMH320133020033087500023,3020000,"서울특별시 용산구 한남대로 204 (한남동, SK주유소)",04417,03,폐업,26,,,
세븐일레븐 이태원경리단점,2016-12-12,198995.504644616,448553.941350733,2026-04-22 22:30:55,I,03,폐업,2016-12-12 15:40:44,,2013-12-17,,서울특별시 용산구 이태원동 225번지 67호,PHMH320133020033087500024,3020000,서울특별시 용산구 회나무로 24-1 (이태원동),04345,03,폐업,33,,,
GS25용산삼각지,2019-03-15,197626.808565836,447988.903746818,2026-04-22 22:30:55,I,03,폐업,2019-03-18 13:19:44,,2013-12-24,,서울특별시 용산구 한강로1가 196번지 1호,PHMH320133020033087500025,3020000,"서울특별시 용산구 한강대로62나길 2, 1층 (한강로1가)",04382,03,폐업,40,,,
지에스25 용산전자타운,2014-05-20,196715.897506115,448015.62934736,2026-04-22 22:30:55,I,03,폐업,2014-05-20 12:36:30,,2014-03-20,140-090,서울특별시 용산구 신계동 27번지 20호,PHMH320143020033087500001,3020000,서울특별시 용산구 원효로58길 42 (신계동),,03,폐업,53,,,
CU 원효대로점,2023-01-02,196427.086128322,448029.26057244,2026-04-22 22:30:55,I,03,폐업,2023-01-02 11:21:09,,2014-03-27,140-848,서울특별시 용산구 원효로3가 51번지 7호,PHMH320143020033087500003,3020000,서울특별시 용산구 원효로 154 (원효로3가),04366,03,폐업,132,,,
(주)지에스리테일 GS25원효타운점,2014-09-11,196557.682702991,448041.810074053,2026-04-22 22:30:59,I,03,폐업,2014-09-11 14:10:37,,2014-04-18,140-847,서울특별시 용산구 원효로2가 96번지 1호,PHMH320143020033087500004,3020000,서울특별시 용산구 새창로 146 (원효로2가),,03,폐업,66,,,
씨유 용산아스테리움점,2021-06-15,197563.069805939,449934.157783456,2026-04-22 22:30:55,I,03,폐업,2021-06-15 14:13:40,,2014-04-28,140-170,서울특별시 용산구 동자동 45번지 센트레빌아스테리움 제비동 101호,PHMH320143020033087500005,3020000,서울특별시 용산구 한강대로 372 (동자동),04323,03,폐업,81,,,02-755-4043
씨유 용산지오베르크점,2019-01-09,197045.696579263,448354.777958854,2026-04-22 22:30:55,I,03,폐업,2019-01-09 17:25:06,,2014-05-01,140-100,서울특별시 용산구 문배동 17번지 1호,PHMH320143020033087500007,3020000,서울특별시 용산구 백범로 346 (문배동),04368,03,폐업,33,,,
GS25 용산프라임점,2015-11-16,197287.50506674,448662.153501017,2026-04-22 22:30:55,I,03,폐업,2015-11-16 17:53:44,,2014-05-20,140-845,서울특별시 용산구 원효로1가 41번지,PHMH320143020033087500008,3020000,서울특별시 용산구 원효로90길 11 (원효로1가),04315,03,폐업,58,,,
GS25 동부이촌점,2016-04-21,197044.277002519,446549.892594467,2026-04-22 22:30:55,I,03,폐업,2016-04-22 10:26:34,,2014-05-22,140-854,서울특별시 용산구 이촌동 302번지 68호,PHMH320143020033087500009,3020000,서울특별시 용산구 이촌로 182 (이촌동),04427,03,폐업,33,,,
GS25 이태원제일점,2021-07-01,199884.24876135,448210.426550975,2026-04-22 22:30:55,I,03,폐업,2021-07-01 14:56:31,,2014-06-30,140-893,서울특별시 용산구 한남동 738번지 17호,PHMH320143020033087500011,3020000,서울특별시 용산구 이태원로 235 (한남동),04348,03,폐업,,,,
GS25 용산청파점,2024-10-29,197321.065710824,449090.401637502,2026-04-22 22:30:58,I,03,폐업,2024-10-29 17:32:08,,2020-12-21,,서울특별시 용산구 청파동3가 24-4,PHMH320203020033087500017,3020000,서울특별시 용산구 청파로 275 (청파동3가),04313,03,폐업,53,,,
