사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,조제용연마기수,상세영업상태코드,상세영업상태명,시력표수,총면적,안경세척기수,가열기수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,렌즈절단기수,지번주소,관리번호,측정의자수,개방자치단체코드,동공거리측정기수,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,표본렌즈수,휴업시작일자,휴업종료일자,소재지전화번호,정점굴절계기수
밝은세상안경원,2018-09-17,200005.117382494,453610.610906535,2026-04-22 22:31:33,I,1,03,폐업,1,,1,1,2018-09-18 16:03:28,,2001-06-18,,1,서울특별시 종로구 혜화동 133번지 1호,PHMB220013000034082200002,1,3000000,1,"서울특별시 종로구 창경궁로 266 (혜화동, 복지빌딩)",03077,03,폐업,1,,,02-747-0106,1
경일안경,2016-09-23,198640.079735013,452660.293046982,2026-04-22 22:31:33,I,1,03,폐업,1,,1,1,2017-06-20 09:56:12,,2001-07-18,,1,서울특별시 종로구 경운동 96번지 21호 2층,PHMB220013000034082200003,1,3000000,1,서울특별시 종로구 율곡로 52 (경운동),03147,03,폐업,1,,,02-733-1596,1
씨채널안경.콘택트,2016-10-14,195960.546025512,455612.122672739,2026-04-22 22:31:33,I,1,03,폐업,1,,1,1,2016-10-14 09:05:51,,2001-08-30,110-743,1,서울특별시 종로구 홍지동 상명대학교 학생회관 1층,PHMB220013000034082200004,1,3000000,1,"서울특별시 종로구 홍지문2길 20, 학생회관 1층 (홍지동, 상명대학교)",03016,03,폐업,1,,,02-2287-5223,1
고려콘택트안경,2019-04-02,198646.538501531,451962.802774573,2026-04-22 22:31:32,I,1,03,폐업,1,,1,1,2019-04-02 10:53:36,,2001-09-18,110-122,1,서울특별시 종로구 종로2가 84번지 3호 4층,PHMB220013000034082200005,1,3000000,1,"서울특별시 종로구 종로 72-1, 4층 (종로2가)",03189,03,폐업,1,,,02-735-1133,1
눈치코치안경원,2013-07-26,,,2026-04-22 22:31:33,I,1,03,폐업,1,,1,1,2013-07-26 14:59:37,,2001-11-26,110-090,1,서울특별시 종로구 교북동 93번지 1호,PHMB220013000034082200006,1,3000000,1,,,03,폐업,1,,,02-733-5102,1
안경박사독립문점,2016-10-19,196206.103393952,452505.464581294,2026-04-22 22:31:33,I,1,03,폐업,1,,1,1,2016-10-19 13:30:34,,2002-04-30,,1,서울특별시 종로구 무악동 42번지,PHMB220023000034082200001,1,3000000,1,서울특별시 종로구 통일로 252 (무악동),03030,03,폐업,1,,,02-725-9900,1
OK애체안경원,2012-05-21,198150.300374121,452019.212642931,2026-04-22 22:31:33,I,1,03,폐업,1,,1,1,2013-11-21 13:39:35,,2002-11-04,110-888,1,서울특별시 종로구 종로1가 24번지 르메이에르종로타운 107-2,PHMB220023000034082200004,1,3000000,1,"서울특별시 종로구 종로 19 (종로1가,르메이에르종로타운 107-2)",,03,폐업,1,,,02-737-5670,1
반도안경원,2014-10-13,198152.261728844,452419.865978696,2026-04-22 22:31:33,I,1,03,폐업,1,,1,1,2014-10-13 11:22:15,,2002-11-28,110-705,1,서울특별시 종로구 수송동 108번지 4호 국세청 지하1층,PHMB220023000034082200005,1,3000000,1,"서울특별시 종로구 종로5길 86, 지하1층 (수송동, 서울지방국세청)",,03,폐업,1,,,02-730-5654,1
쿨안경원,2010-01-03,201350.473375538,452279.7442603,2026-04-22 22:31:33,I,1,03,폐업,1,,1,1,2011-01-03 13:23:48,,2005-03-05,110-551,1,서울특별시 종로구 숭인1동 310번지,PHMB220053000034082200001,1,3000000,1,서울특별시 종로구 종로 344 (숭인동),,03,폐업,1,,,,1
안경사랑,2012-12-27,,,2026-04-22 22:31:33,I,1,03,폐업,1,,1,1,2012-12-27 14:07:52,,2005-04-04,110-843,1,서울특별시 종로구 창신2동 651번지 23호,PHMB220053000034082200002,1,3000000,1,,,03,폐업,1,,,02-3673-5001,1
아이샤인안경원,2011-06-21,197567.93800572,452276.454633376,2026-04-22 22:31:33,I,1,03,폐업,1,,1,1,2012-03-23 16:57:28,,2005-05-04,110-719,1,서울특별시 종로구 내수동 167번지 대우빌딩 지하1층,PHMB220053000034082200003,1,3000000,1,"서울특별시 종로구 새문안로3길 30 (내수동,대우빌딩 지하1층)",,03,폐업,1,,,02-735-0954,1
서린안경,2017-10-11,198284.392181266,451901.406014861,2026-04-22 22:31:34,I,1,03,폐업,1,,1,1,2017-10-12 17:56:48,,2006-02-23,,1,서울특별시 종로구 서린동 88번지 지하1층 14호,PHMB220063000034082200004,1,3000000,1,"서울특별시 종로구 청계천로 35, 지하1층 14호 (서린동, 관정빌딩)",03188,03,폐업,1,,,,1
마인즈아이,2021-04-30,197465.223921125,452366.613899898,2026-04-22 22:31:34,I,1,03,폐업,1,,1,1,2021-04-30 17:07:40,,2006-11-22,,1,서울특별시 종로구 내수동 72번지 경희궁의아침3단지 161호,PHMB220063000034082200007,1,3000000,1,"서울특별시 종로구 사직로8길 34 (내수동, 경희궁의아침 3단지)",03174,03,폐업,1,,,02-723-7232,1
아이샵반디점안경콘택트,2016-10-27,198504.772723631,452018.161511911,2026-04-22 22:31:34,I,1,03,폐업,1,,1,1,2016-10-28 11:16:45,,2007-01-05,,1,서울특별시 종로구 종로2가 6번지 종로타워 반디앤루니스서점 내,PHMB220073000034082200001,1,3000000,1,"서울특별시 종로구 종로 51 (종로2가, 종로타워)",03161,03,폐업,1,,,02-2198-3320,1
안경이야기,2010-08-05,205684.684609466,456699.705815037,2026-04-22 22:31:34,I,1,03,폐업,1,,1,1,2010-08-05 13:32:48,,2007-03-21,136-817,1,서울특별시 성북구 석관동 131번지 12호 5통 7반 201호,PHMB220073000034082200002,1,3000000,1,"서울특별시 성북구 한천로76다길 33, 201호 (석관동)",,03,폐업,1,,,,1
한국통신안경,2016-10-24,197982.889600104,452206.123138933,2026-04-22 22:31:34,I,1,03,폐업,1,,1,1,2016-10-24 15:58:06,,2008-02-28,110-777,1,서울특별시 종로구 세종로 100번지 지하 2층,PHMB220083000034082200001,1,3000000,1,"서울특별시 종로구 세종대로 178 (세종로,지하 2층)",03154,03,폐업,1,,,02-722-0990,1
렌즈베리,2022-04-24,199867.096699895,453411.269175447,2026-04-22 22:31:32,I,1,03,폐업,1,20.14,1,1,2022-04-27 14:52:42,,2010-04-29,,1,서울특별시 종로구 명륜2가 186번지 2호 1층,PHMB220103000034082200001,1,3000000,1,서울특별시 종로구 대명길 42 (명륜2가),03077,03,폐업,1,,,,1
닥터글라스안경콘택트,2013-10-30,201798.834918812,452637.556986205,2026-04-22 22:31:32,I,2,03,폐업,1,72.98,1,1,2013-10-30 13:35:28,,2010-06-03,110-550,1,서울특별시 종로구 숭인동 766번지 힐스테이트상가나동102호,PHMB220103000034082200002,1,3000000,1,"서울특별시 종로구 숭인동길 21 (숭인동,힐스테이트상가나동102호)",,03,폐업,1,,,,1
ALO안경,2014-11-07,198696.792161159,451962.68240104,2026-04-22 22:31:32,I,1,03,폐업,1,67.41,2,2,2014-11-07 14:53:22,,2010-07-20,110-773,1,서울특별시 종로구 종로2가 75번지 9호 미려빌딩 1층,PHMB220103000034082200003,1,3000000,1,"서울특별시 종로구 종로 78 (종로2가,미려빌딩 1층)",,03,폐업,1,,,02-722-2266,1
종로안경콘택트,2023-06-07,200606.713585512,452118.028284083,2026-04-22 22:31:36,I,1,03,폐업,1,90,2,2,2023-06-13 13:31:38,,2019-06-24,,2,"서울특별시 종로구 종로6가 115번지 1호 1,2층",PHMB220113000034082200002,1,3000000,1,서울특별시 종로구 종로 267-1 (종로6가),03124,03,폐업,1,,,02-766-1017,2
룩옵티컬 대학로점,2021-08-02,199909.059357137,453439.755923452,2026-04-22 22:31:36,I,1,03,폐업,1,173,1,1,2021-08-12 14:06:30,,2011-10-18,110-522,1,"서울특별시 종로구 명륜2가 180번지 2호 1층,2층,3층",PHMB220113000034082200004,1,3000000,1,서울특별시 종로구 대명길 32 (명륜2가),03077,03,폐업,1,,,,1
그랜드,2017-03-22,200211.341833282,453309.498946546,2026-04-22 22:31:36,I,1,03,폐업,1,12.65,1,1,2017-03-22 15:49:45,,2011-11-01,,1,서울특별시 종로구 동숭동 1번지 67호,PHMB220113000034082200005,1,3000000,1,"서울특별시 종로구 대학로10길 17 (동숭동, 동숭동복합건물)",03086,03,폐업,1,,,,1
글라스스토리,2012-10-04,198288.608626982,451994.05947363,2026-04-22 22:31:36,I,1,03,폐업,1,21,1,1,2012-10-04 15:34:32,,2012-06-05,110-121,1,서울특별시 종로구 종로1가 54번지  서울메트로 종각역 지하1층 복합상가 A-3호,PHMB220123000034082200001,1,3000000,1,"서울특별시  종로 지하 55, 지하1층 A-3호 (서울메트로 종각역 복합상가)",,03,폐업,1,,,,1
아우겐안경원,2020-06-20,197993.904628438,452032.958591394,2026-04-22 22:31:35,I,1,03,폐업,1,15,1,1,2020-07-16 16:51:11,,2013-07-30,110-714,2,서울특별시 종로구 종로1가 1번지 교보생명빌딩 17층,PHMB220133000034082200003,1,3000000,1,"서울특별시 종로구 종로 1, 17층 (종로1가, 교보생명빌딩)",03154,03,폐업,1,,,,1
힐링안경콘택트,2014-07-28,197212.364862058,456055.205802855,2026-04-22 22:31:35,I,2,03,폐업,1,111.82,3,2,2014-07-28 10:23:38,,2013-08-27,110-847,1,서울특별시 종로구 평창동 158번지 1호 글로리아타운 A동 209호,PHMB220133000034082200004,1,3000000,1,"서울특별시 종로구 평창문화로 75, A동 209호 (평창동, 글로리아타운)",,03,폐업,1,,,02-3216-1001,2
렌즈스토리,2021-06-10,199094.585493882,451972.782867263,2026-04-22 22:31:34,I,1,03,폐업,1,23.24,1,1,2021-06-10 16:37:19,,2013-09-30,110-123,1,서울특별시 종로구 종로3가 116번지 1호 1층,PHMB220133000034082200005,2,3000000,1,"서울특별시 종로구 종로 116-2, 1층 (종로3가)",03192,03,폐업,1,,,070-4685-7775,1
아이반,2025-07-22,198286.311784052,452091.444332546,2026-04-22 22:31:32,I,1,03,폐업,1,49.76,1,1,2025-07-23 10:18:16,,2014-01-24,,1,,PHMB220143000034082200001,1,3000000,1,"서울특별시 종로구 종로 33, 지하1층 B106호 (청진동, 그랑서울)",03159,03,폐업,1,,,02-2158-7929,1
렌즈미 종로점,2018-12-29,198572.839145325,452022.373156033,2026-04-22 22:31:32,I,1,03,폐업,1,16.41,1,1,2019-01-04 14:47:45,,2014-11-25,110-122,1,서울특별시 종로구 종로2가 8번지 4호 1층 100호,PHMB220143000034082200003,1,3000000,1,"서울특별시 종로구 종로 65, 1층 100호 (종로2가)",03164,03,폐업,1,,,02-723-9116,1
알로(ALO) 삼청동점,2019-06-27,198225.758020846,453232.631587047,2026-04-22 22:31:32,I,1,03,폐업,1,44.69,1,1,2019-06-27 15:01:25,,2015-09-08,,1,서울특별시 종로구 팔판동 160번지,PHMB220153000034082200001,1,3000000,1,"서울특별시 종로구 삼청로 63, 1층 (팔판동)",03054,03,폐업,1,,,02-722-2662,1
유니온렌즈,2016-09-27,198269.802497081,453213.650351086,2026-04-22 22:31:32,I,1,03,폐업,1,8.25,1,1,2016-09-27 15:10:55,,2015-10-30,,1,서울특별시 종로구 소격동 17번지 1호 2층,PHMB220153000034082200002,1,3000000,1,"서울특별시 종로구 삼청로2길 3-8, 2층 (소격동)",03053,03,폐업,1,,,,1
마로니에안경콘택트,2018-03-20,200001.843693984,453560.811276261,2026-04-22 22:31:32,I,1,03,폐업,1,16.97,1,1,2018-09-12 08:13:07,,2016-03-23,,1,서울특별시 종로구 명륜2가 18번지,PHMB220163000034082200001,1,3000000,1,"서울특별시 종로구 창경궁로34길 14, 1층 (명륜2가)",03077,03,폐업,1,,,02-742-3888,1
알로혜화점,2018-09-30,200120.54634178,453378.347646612,2026-04-22 22:31:37,I,1,03,폐업,1,39.66,1,1,2018-10-05 09:30:41,,2016-10-17,,1,서울특별시 종로구 동숭동 1번지 33호,PHMB220163000034082200005,1,3000000,1,"서울특별시 종로구 대학로 128, 1층 102호 (동숭동)",03086,03,폐업,1,,,02-3673-1210,1
오렌즈종로관철점,2023-06-15,198697.706712628,451897.834324531,2026-04-22 22:31:37,I,1,03,폐업,1,,1,1,2023-06-19 10:30:39,,2017-03-20,,1,,PHMB220173000034082200001,1,3000000,1,"서울특별시 종로구 종로12길 15 (관철동, 코아빌딩1)",03190,03,폐업,1,,,,1
뉴종로안경보청기,2024-11-29,199890.81381782,452093.260628925,2026-04-22 22:31:32,I,1,03,폐업,1,50,1,1,2025-06-18 10:45:45,,2020-03-09,,1,서울특별시 종로구 종로4가 6번지 4호,PHMB220203000034082200002,1,3000000,1,서울특별시 종로구 종로 197 (종로4가),03130,03,폐업,1,,,02-743-7779,1
마인즈아이안경원,2021-12-27,197465.223921125,452366.613899898,2026-04-22 22:31:32,I,,03,폐업,1,52,,,2021-12-28 15:19:43,,2021-05-03,,,서울특별시 종로구 내수동 72 경희궁의아침 3단지,PHMB220213000034082200001,,3000000,1,"서울특별시 종로구 사직로8길 34, 경희궁의아침 3단지 161,162,167,168호 (내수동)",03174,03,폐업,,,,02-723-7232,1
경희궁마인즈아이,2022-02-25,197465.223921125,452366.613899898,2026-04-22 22:31:32,I,,03,폐업,1,49.5,,,2022-02-25 11:23:37,,2022-01-03,,,서울특별시 종로구 내수동 72 경희궁의아침 3단지 1층 161호,PHMB220223000034082200001,,3000000,1,"서울특별시 종로구 사직로8길 34, 경희궁의아침 3단지 1층 161호 (내수동)",03174,03,폐업,,,,02-723-7232,1
으뜸안경 동묘앞역점,2025-08-07,201273.783859779,452391.540827068,2026-04-22 22:31:32,I,,03,폐업,1,26.79,,,2025-08-07 14:01:47,,2022-10-06,,,서울특별시 종로구 창신동 255-1,PHMB220223000034082200003,,3000000,1,"서울특별시 종로구 지봉로 37-29, 1층 105호 (창신동)",03104,03,폐업,,,,,1
명륜안경원,,199816.257812366,453444.525325456,2026-04-22 22:31:32,I,1,13,영업중,1,,1,1,2015-03-12 16:35:14,,1992-05-30,110-522,1,서울특별시 종로구 명륜2가 198번지 1호,PHMB219923000034082200001,1,3000000,1,서울특별시 종로구 창경궁로 239 (명륜2가),03074,01,영업/정상,1,,,02-747-2002,1
안경마당,,201294.370924464,452598.021628354,2026-04-22 22:31:32,I,1,13,영업중,1,,1,1,2016-03-24 16:08:53,,1993-04-08,,1,서울특별시 종로구 창신동 25번지 3호,PHMB219933000034082200001,1,3000000,1,"서울특별시 종로구 지봉로 61-1 (창신동, 욱연빌딩)",03103,01,영업/정상,1,,,02-766-6553,1
현대구내안경원,,198817.289034611,452901.786745273,2026-04-22 22:31:32,I,1,13,영업중,1,,1,1,2015-01-23 12:16:40,,1994-01-27,110-793,1,서울특별시 종로구 계동 현대빌딩 지하1층,PHMB219943000034082200001,1,3000000,1,"서울특별시 종로구 율곡로 75, 지하1층 (계동, 현대빌딩)",03058,01,영업/정상,1,,,02-746-7949,1
실로암안경원,,200916.699909092,452191.562811173,2026-04-22 22:31:32,I,1,13,영업중,1,,1,1,2013-02-27 17:25:12,,1994-04-29,110-854,1,서울특별시 종로구 창신2동 551번지 1층,PHMB219943000034082200002,1,3000000,1,"서울특별시 종로구 종로 301, 1층 (창신동)",03106,01,영업/정상,1,,,02-741-0428,1
스타안경원,,200072.378101828,452291.689518232,2026-04-22 22:31:32,I,1,13,영업중,1,34.06,1,1,2015-03-31 16:06:50,,1994-10-24,110-850,1,서울특별시 종로구 연지동 136번지 46호,PHMB219943000034082200004,1,3000000,1,"서울특별시 종로구 대학로 19, 1층 (연지동)",03129,01,영업/정상,1,,,02-763-7297,1
남대문안경,,201601.315608628,452127.894888513,2026-04-22 22:31:32,I,1,13,영업중,1,,1,1,2016-03-24 16:06:19,,1997-10-31,,1,서울특별시 종로구 숭인동 234번지 84호 동일상가 2층,PHMB219973000034082200001,1,3000000,1,"서울특별시 종로구 청계천로 375 (숭인동, 동일상가)",03117,01,영업/정상,1,,,02-2233-9535,1
글라스타안경 성균관대점,,199700.563103079,453601.455343178,2026-04-22 22:31:32,I,1,13,영업중,1,,1,1,2021-06-10 10:15:28,,1999-01-14,110-812,1,서울특별시 종로구 명륜동3가 2번지 118호,PHMB219993000034082200001,1,3000000,1,서울특별시 종로구 성균관로 22-1 (명륜2가),03074,01,영업/정상,1,,,,1
보이네안경,,199693.183497522,453614.318658346,2026-04-22 22:31:33,I,1,13,영업중,1,,1,1,2017-02-14 15:19:14,,2000-03-09,,1,,PHMB220003000034082200002,1,3000000,1,서울특별시 종로구 성균관로 24-1 (명륜2가),03074,01,영업/정상,1,,,02-741-8774,1
동아안경콘택트렌즈,,198751.053912826,451962.484078847,2026-04-22 22:31:33,I,1,13,영업중,1,,1,1,2016-03-24 16:01:08,,2000-06-29,,1,서울특별시 종로구 종로2가 75번지 4호 5층,PHMB220003000034082200003,1,3000000,1,"서울특별시 종로구 종로 82-1 (종로2가, 부봉빌딩)",03190,01,영업/정상,1,,,02-733-7007,1
영진안경,,197662.503910553,452189.09236786,2026-04-22 22:31:33,I,1,13,영업중,1,,1,1,2016-03-24 15:58:44,,2002-05-15,,1,서울특별시 종로구 당주동 5번지 로얄빌딩 지하아케이트,PHMB220023000034082200002,1,3000000,1,"서울특별시 종로구 새문안로5길 19 (당주동, 로얄빌딩)",03173,01,영업/정상,1,,,02-755-9000,1
명성안경,,200132.655350103,451961.427938307,2026-04-22 22:31:33,I,1,13,영업중,1,,1,1,2016-08-04 15:10:41,,2002-07-22,,1,서울특별시 종로구 종로5가 332번지 18호 한일지하도상가 30호,PHMB220023000034082200003,1,3000000,1,"서울특별시 종로구 동호로 398, 30호 (종로5가, 마전교지하쇼핑센터)",03196,01,영업/정상,1,,,02-2265-5314,1
영콘택트안경,,201223.533789596,452304.752922139,2026-04-22 22:31:33,I,1,13,영업중,1,,1,1,2016-03-24 15:57:50,,2003-03-18,,1,서울특별시 종로구 창신동 303번지 명제빌딩 4층,PHMB220033000034082200002,1,3000000,1,"서울특별시 종로구 종로 335-1 (창신동, 명제빌딩)",03104,01,영업/정상,1,,,02-763-4101,1
안경박사경복궁점,,197462.012062658,452761.50288173,2026-04-22 22:31:33,I,1,13,영업중,1,,1,1,2016-03-24 15:57:13,,2003-12-29,,1,서울특별시 종로구 체부동 46번지,PHMB220033000034082200003,1,3000000,1,서울특별시 종로구 자하문로 11-1 (체부동),03041,01,영업/정상,1,,,02-720-0084,1
리치안경원,,197022.745092237,455906.480930496,2026-04-22 22:31:33,I,1,13,영업중,1,61.58,2,2,2016-03-24 15:56:25,,2005-07-06,,1,"서울특별시 종로구 평창동 231번지 1층, 2층",PHMB220053000034082200004,1,3000000,1,"서울특별시 종로구 평창10길 2 (평창동, 하정빌딩)",03011,01,영업/정상,15,,,02-394-2789,1
그랑프리안경원,,201359.53353905,452395.659064842,2026-04-22 22:31:33,I,1,15,전출,1,,1,1,2020-06-30 14:42:22,,2006-01-16,,1,서울특별시 종로구 숭인동 76번지 롯데캐슬상가 114호,PHMB220063000034082200001,1,3000000,1,"서울특별시 종로구 종로 347 (숭인동, 롯데캐슬천지인)",03113,05,제외/삭제/전출,1,,,02-3670-6555,1
소나기안경원,,198595.262123646,452441.533903074,2026-04-22 22:31:33,I,1,15,전출,1,,1,1,2022-05-04 10:01:11,,2006-01-27,110-300,1,서울특별시 종로구 관훈동 38번지 쌈지길 3층,PHMB220063000034082200003,1,3000000,1,"서울특별시 종로구 인사동길 44, 3층 (관훈동, 쌈지길)",03146,05,제외/삭제/전출,1,,,02-720-3707,1
라인안경콘택트,,199921.356864385,452042.35084458,2026-04-22 22:31:34,I,1,13,영업중,1,,1,1,2017-07-03 15:41:46,,2006-07-21,,1,서울특별시 종로구 종로5가 138번지 종로5가 지하상가 나열 15호,PHMB220063000034082200005,1,3000000,1,"서울특별시 종로구 종로 200, 14,15호 (종로5가, 종오지하상가  나열)",03196,01,영업/정상,1,,,22682345,1
아이패밀리,,198351.818737482,451921.60302604,2026-04-22 22:31:34,I,1,13,영업중,1,24,1,1,2015-05-22 11:27:51,,2006-10-12,110-752,1,서울특별시 종로구 서린동 33번지 영풍빌딩 지하2층,PHMB220063000034082200006,1,3000000,1,"서울특별시 종로구 청계천로 41, 지하2층 (서린동)",03188,01,영업/정상,1,,,02-399-6675,1
브라이트안경원,,198324.653631679,452252.812389497,2026-04-22 22:31:34,I,1,02,휴업,1,,1,1,2019-04-11 11:05:10,,2007-08-28,,1,서울특별시 종로구 수송동 58번지 두산위브파빌리온 1층,PHMB220073000034082200003,1,3000000,1,"서울특별시 종로구 삼봉로 81 (수송동, 두산위브파빌리온)",03150,02,휴업,1,2019-02-28,2020-02-28,02-754-7564,1
동그라미안경원,,197713.264843734,451938.037703258,2026-04-22 22:31:34,I,1,13,영업중,1,,1,1,2017-06-19 11:31:06,,2008-04-24,,1,서울특별시 종로구 신문로1가 163번지 광화문오피스아 지1층,PHMB220083000034082200002,1,3000000,1,"서울특별시 종로구 새문안로 92, 지하1층 (신문로1가, 광화문오피시아)",03186,01,영업/정상,1,,,02-732-1001,1
아이원안경,,199824.095974723,452984.360451452,2026-04-22 22:31:32,I,1,13,영업중,1,40.73,1,1,2017-04-24 17:26:48,,2011-02-07,,1,서울특별시 종로구 연건동 28번지 21호 서울대학교병원 암센타1층,PHMB220113000034082200001,1,3000000,1,"서울특별시 종로구 대학로 101, 1층 (연건동, 서울대학교병원 암센타 1층))",03080,01,영업/정상,1,,,02-742-0230,1
안경단아,,197181.393301659,452458.826651573,2026-04-22 22:31:36,I,1,13,영업중,1,31.36,1,1,2011-09-30 10:15:46,,2011-09-29,110-054,1,서울특별시 종로구 사직동 9번지 광화문풍림스페이스본 301동 B125호,PHMB220113000034082200003,1,3000000,1,"서울특별시 종로구 사직로8길 4 (사직동,광화문풍림스페이스본 301동 B125호)",03168,01,영업/정상,1,,,,1
독일안경콘택트,,197377.554325739,453041.350228418,2026-04-22 22:31:32,I,1,13,영업중,1,,1,1,2020-12-08 09:13:25,,1990-11-21,,1,서울특별시 종로구 통인동 119번지 1호,PHMB219903000034082200002,1,3000000,1,서울특별시 종로구 자하문로 41 (통인동),03036,01,영업/정상,1,,,02-737-1393,1
정보당안경원,,200435.144893763,452060.930581127,2026-04-22 22:31:32,I,1,13,영업중,1,,1,1,2017-06-29 16:00:06,,1991-03-28,110-836,1,서울특별시 종로구 종로5가 261번지 2호,PHMB219913000034082200002,1,3000000,1,서울특별시 종로구 종로 252 (종로5가),,01,영업/정상,1,,,02-2273-4828,1
