사업장명,폐업일자,좌표X,좌표Y,민원종류명,데이터갱신시점,데이터갱신구분,지정일자,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
디에이치 라이프 마트,2016-07-26,194743.40565728,445585.943593996,제7조의3제2항에따른경우,2026-04-22 22:31:10,I,2012-03-29,2,폐업처리,2016-07-26 11:49:12,,2012-03-29,,,2012319012805600022,3190000,"서울특별시 동작구 장승배기로28길 19, 가동 지층 (노량진동)",,03,폐업,,,
씨유 양천곰달래점,,185618.848964198,447519.07997918,제7조의3제2항에따른경우,2026-04-22 22:40:11,I,2025-01-03,0,정상영업,2025-01-21 13:18:11,,2025-01-03,,서울특별시 양천구 신월동 228-1 1층,2025314027205600001,3140000,"서울특별시 양천구 곰달래로 48, 1층 (신월동)",07925,01,영업/정상,,,
우성마트,2011-03-24,196498.032859003,442496.700748659,2009년11월법개정전자료,2026-04-22 22:39:32,I,2009-02-25,2,폐업처리,2011-03-24 15:50:48,,2009-02-25,151-775,서울특별시 관악구 행운동 1706번지 1호 우성아파트상가 105호,2009320013105600017,3200000,"서울특별시 관악구 관악로30길 40, 105호 (봉천동,우성아파트상가)",,03,폐업,,,
28호매점,2026-02-02,185716.749050511,445264.23483344,제7조의3제3항에따른경우,2026-04-22 22:39:53,I,2017-10-30,2,폐업처리,2026-02-03 13:10:19,,2017-10-30,,서울특별시 양천구 신정동 1315번지 서부트럭터미널,2017314016705600084,3140000,"서울특별시 양천구 신정로 167, B동 25호 (신정동)",08055,03,폐업,,,26140042
장미투포맨샾,2009-05-12,192951.288903358,440819.456405818,2009년11월법개정전자료,2026-04-22 22:39:30,I,2008-07-30,2,폐업처리,2009-05-12 14:24:45,,2008-07-30,151-010,서울특별시 관악구 신림동 640번지 4호,2008320010605600086,3200000,서울특별시 관악구 난곡로24나길 1 (신림동),,03,폐업,,,
,,197137.062877202,441035.553502607,2009년11월법개정전자료,2026-04-22 22:32:34,I,1998-01-01,5,지정취소,2014-08-26 17:07:29,2014-08-26,1998-01-01,,서울특별시 관악구 봉천동 178번지 69  호,2000320008005600658,3200000,서울특별시 관악구 인헌15길 18 (봉천동),,04,취소/말소/만료/정지/중지,,,
일원마트,,185222.73244302,447665.545654592,제7조의3제3항에따른경우,2026-04-22 22:39:29,I,2012-12-18,3,직권취소,2014-08-22 09:51:22,2014-08-21,2012-12-18,158-827,서울특별시 양천구 신월1동 128번지 신월프라자 1층,2012314011405600111,3140000,서울특별시 곰달래로5길 17 (신월1동 128 신월프라자1층),,04,취소/말소/만료/정지/중지,,,
일화,2002-10-21,185538.700617095,446104.445247612,,2026-04-22 22:32:45,I,,2,폐업처리,2008-02-21 00:00:00,,2002-10-21,,서울특별시 양천구 신월동 984번지 10호,2002314007005698149,3140000,서울특별시 양천구 신월로5길 21 (신월동),,03,폐업,,,26019797
토큰판매소,2008-02-05,184672.962372319,448612.71694455,2009년11월법개정전자료,2026-04-22 22:31:50,I,1998-11-12,2,폐업처리,2008-02-05 16:19:43,,1998-11-12,158-090,서울특별시 양천구 신월동 27번지 13호,0098314011405600133,3140000,서울특별시 양천구 화곡로 49 (신월동),,03,폐업,,,26981677
보라매편의점,2009-06-22,193055.319381402,444170.270949995,2009년11월법개정전자료,2026-04-22 22:30:54,I,2004-08-06,2,폐업처리,2009-06-22 16:26:11,,2004-08-06,,서울특별시 동작구 대방동 401번지 21  호,2004319007205600086,3190000,서울특별시 동작구 상도로 16 (대방동),,03,폐업,,,
미니스톱이수점,2005-02-03,197932.705115187,442444.633414719,,2026-04-22 22:30:50,I,,2,폐업처리,2008-02-21 00:00:00,,2003-04-08,,서울특별시 동작구 사당동 155번지 2호,2003319007205600038,3190000,서울특별시 동작구 사당로23길 2 (사당동),,03,폐업,,,34822915
드림마트,,185900.386266573,446409.876948917,제7조의3제2항에따른경우,2026-04-22 22:40:09,I,2023-06-23,0,정상영업,2023-06-23 14:02:51,,2023-06-23,,서울특별시 양천구 신월동 529-2 세제뉴타운아파트,2023314016705600024,3140000,"서울특별시 양천구 신월로15길 15, 상가동 101, 102호 (신월동, 세제뉴타운아파트)",08031,01,영업/정상,,,
다나매점,,188029.788492591,448766.290704236,2009년11월법개정전자료,2026-04-22 22:38:40,I,2007-06-07,0,정상영업,2016-01-18 20:22:09,,2007-06-07,,서울특별시 양천구 목동 715번지 1호,2007314011405600079,3140000,서울특별시 양천구 목동중앙남로 82-2 (목동),,01,영업/정상,,,
(주)바이더웨이신림고시촌점,2006-07-05,194239.449767996,440909.383541136,,2026-04-22 22:38:53,I,,2,폐업처리,2008-02-21 00:00:00,,2004-03-04,,서울특별시 관악구 신림동 1520호,2004320008005600032,3200000,서울특별시 관악구 호암로26길 36 (신림동),,03,폐업,,,02-2164-7412
이화슈퍼,2014-06-09,195095.504642983,445506.215218321,2009년11월법개정전자료,2026-04-22 22:30:42,I,2001-02-27,2,폐업처리,2014-06-09 19:31:18,,2001-02-27,,서울특별시 동작구 노량진동 124번지 10  호,2001319007205600008,3190000,서울특별시 동작구 만양로14가길 4 (노량진동),,03,폐업,,,
지용마트,2015-09-25,185234.584350651,446805.794886591,제7조의3제2항에따른경우,2026-04-22 22:39:23,I,2011-02-11,2,폐업처리,2015-09-25 13:21:09,,2011-02-11,158-845,서울특별시 양천구 신월7동 923번지 11호 (지양로10길11),2011314011405600014,3140000,서울특별시  지양로10길 11 (신월7동 923-11),,03,폐업,,,
봄봄부동산,2003-06-26,195139.13289488,445265.300927685,,2026-04-22 22:30:50,I,,2,폐업처리,2008-02-21 00:00:00,,2003-03-26,,서울특별시 동작구 노량진동 222번지 61호,2003319007205600031,3190000,서울특별시 동작구 만양로 64 (노량진동),,03,폐업,,,02-817-6114
LG25관악제일,2003-02-24,195691.421326318,441938.943805198,,2026-04-22 22:32:55,I,,2,폐업처리,2008-02-21 00:00:00,,1998-01-01,,서울특별시 관악구 봉천동 863번지 13호,2000320008005601853,3200000,서울특별시 관악구 관악로 161 (봉천동),,03,폐업,,,02-874-5255
비투(B2),,194017.823630013,445610.919894144,2009년11월법개정전자료,2026-04-22 22:30:48,I,2002-05-17,5,지정취소,2018-12-14 10:49:25,2018-12-13,2002-05-17,,서울특별시 동작구 대방동 49번지 6 호 유한양행빌딩 지하2층,2002319007205600054,3190000,"서울특별시 동작구 노량진로 74 (대방동,유한양행빌딩 지하2층)",,04,취소/말소/만료/정지/중지,,,02-828-2288
씨유관악신사점,2016-11-07,192505.297422325,442304.2308909,제7조의3제2항에따른경우,2026-04-22 22:40:11,I,2015-04-15,2,폐업처리,2016-11-07 09:10:42,,2015-04-15,151-015,서울특별시 관악구 신림동 525번지 26호 1층,2015320021105600044,3200000,"서울특별시 관악구 관천로11길 160, 1층 (신림동)",,03,폐업,,,
굿매점,2016-11-07,188572.016057016,447304.797406592,2009년11월법개정전자료,2026-04-22 22:39:04,I,2008-12-02,2,폐업처리,2016-11-07 09:44:12,,2008-12-02,158-051,서울특별시 양천구 목동 923번지 12호 이동통신빌딩 6층,2008314011405601022,3140000,"서울특별시 양천구 목동동로 233-3 (목동,이동통신빌딩 6층)",,03,폐업,,,
해피원마트(신월점),,185127.29180394,447849.098954469,제7조의3제2항에따른경우,2026-04-22 22:39:53,I,2018-01-04,0,정상영업,2018-01-04 13:19:38,,2018-01-04,,서울특별시 양천구 신월동 134번지 17호 태형아파트 상가동 1층호,2018314016705600001,3140000,"서울특별시 양천구 곰달래로5길 37, 상가동 1층 1,2,3,4호 (신월동, 태형아파트)",07920,01,영업/정상,,,
금성마트,2019-07-09,187446.626491069,446907.003359456,제7조의3제3항에따른경우,2026-04-22 22:39:57,I,2018-10-12,2,폐업처리,2019-07-09 09:42:30,,2018-10-12,,서울특별시 양천구 신정동 955번지 6호,2018314016705600060,3140000,"서울특별시 양천구 중앙로48길 66, 1층 (신정동)",08024,03,폐업,,,
보배슈퍼,2001-08-31,195612.280008143,442537.797301841,,2026-04-22 22:32:21,I,,2,폐업처리,2008-02-21 00:00:00,,1998-01-01,,서울특별시 관악구 봉천동 49번지 60호,2000320008005600447,3200000,서울특별시 관악구 중앙길 67 (봉천동),,03,폐업,,,
우리마트,2009-06-29,187412.030051052,445546.556343923,2009년11월법개정전자료,2026-04-22 22:38:39,I,2007-05-21,2,폐업처리,2009-06-29 17:12:43,,2007-05-21,,서울특별시 양천구 신정동 325호 목동@11단지상가 B 111,2007314011405600070,3140000,"서울특별시 양천구 목동동로 10, B동 111호 (신정동,목동@11단지상가)",,03,폐업,,,02-2654-4712
D마트,,188653.328175052,446779.631542194,2009년11월법개정전자료,2026-04-22 22:38:38,I,2007-03-09,0,정상영업,2014-03-06 13:34:09,,2007-03-09,,서울특별시 양천구 목동 938호 청학@상가101,2007314011405600034,3140000,"서울특별시 양천구 목동동로12길 9 (목동,청학@상가101)",,01,영업/정상,,,02-2648-9909
(주)신풍물류,,187864.50227698,448953.063207171,제7조의3제3항에따른경우,2026-04-22 22:39:45,I,2015-01-05,5,지정취소,2020-01-08 14:12:14,2020-01-08,2015-01-05,158-812,서울특별시 양천구 목동 709번지 2호 성원A상가 비01호,2015314016705600001,3140000,"서울특별시 양천구 목동중앙남로 100, 비01호 (목동, 성원A상가)",,04,취소/말소/만료/정지/중지,,,
인더라인25시,2013-05-20,184748.571712549,448142.580280567,2009년11월법개정전자료,2026-04-22 22:39:08,I,2009-04-30,2,폐업처리,2013-05-20 17:15:09,,2009-04-30,158-829,서울특별시 양천구 신월3동 147번지 3호,2009314011405600045,3140000,서울특별시 양천구 남부순환로 354 (신월동),,03,폐업,,,
(재) 케이티그룹희망나눔재단 구로,2018-10-12,191348.301480814,442103.422014776,제7조의3제3항에따른경우,2026-04-22 22:39:45,I,2009-11-02,2,폐업처리,2018-10-12 16:38:16,,2009-11-02,151-705,서울특별시 관악구 조원동 1660번지 6층,2009320013105600121,3200000,"서울특별시 관악구 조원중앙로1길 26, 6층 (신림동, KT구로지사)",,03,폐업,,,
씨유신월미소지움점,,185901.869984597,446768.157994622,제7조의3제2항에따른경우,2026-04-22 22:39:28,I,2012-09-03,0,정상영업,2012-09-03 17:21:47,,2012-09-03,158-833,서울특별시 양천구 신월4동 442번지 11호,2012314011405600081,3140000,서울특별시 월정로5길 9 (신월4동 442-11),,01,영업/정상,,,
충남상회,2001-08-13,196797.787369812,444655.369502554,,2026-04-22 22:30:27,I,,2,폐업처리,2008-02-21 00:00:00,,1982-09-28,,서울특별시 동작구 흑석동 61번지 27호,1982319007205600015,3190000,서울특별시 동작구 서달로12길 93 (흑석동),,03,폐업,,,
목동지물,2007-05-02,188075.278256598,448536.1033096,,2026-04-22 22:32:33,I,,2,폐업처리,2008-02-21 00:00:00,,2000-02-11,,서울특별시 양천구 목동 723번지 10호,2000314010205604006,3140000,서울특별시 양천구 목동중앙남로 57-6 (목동),,03,폐업,,,26442218
지에스(GS)25 동작유한점,2020-10-23,194088.532733646,445530.314605698,제7조의3제2항에따른경우,2026-04-22 22:31:15,I,2018-10-25,2,폐업처리,2020-10-23 13:29:57,,2018-10-25,,서울특별시 동작구 대방동 43번지 2호 시티모텔,2018319015805600057,3190000,"서울특별시 동작구 등용로14길 44, 1층 (대방동)",06932,03,폐업,,,
민성미헤어클럽,2013-07-16,193854.076176515,440332.15713511,제7조의3제2항에따른경우,2026-04-22 22:39:12,I,2005-08-30,2,폐업처리,2013-07-16 14:44:57,,2005-08-30,,서울특별시 관악구 신림동 304번지 85  호,2005320008005600105,3200000,서울특별시 관악구 호암로 531-1 (신림동),,03,폐업,,,02-882-4808
홍익회방학역매점 1호,,,,2009년11월법개정전자료,2026-04-22 22:32:44,I,2001-12-29,3,직권취소,2013-07-18 20:05:28,2013-07-18,2001-12-29,,서울특별시 도봉구 도봉동 639호,2001309008705605135,3090000,,,04,취소/말소/만료/정지/중지,,,02-966-9580
씨유 신월메디힐점,2020-03-09,184796.924297696,448305.972005909,제7조의3제2항에따른경우,2026-04-22 22:39:55,I,2018-05-17,2,폐업처리,2020-03-09 13:33:46,,2018-05-17,,서울특별시 양천구 신월동 80번지 1호,2018314016705600035,3140000,"서울특별시 양천구 화곡로4길 31, 1층 (신월동)",07905,03,폐업,,,
창세기,2002-10-09,185222.73244302,447665.545654592,,2026-04-22 22:32:32,I,,2,폐업처리,2008-02-21 00:00:00,,2000-06-21,,서울특별시 양천구 신월동 128호 태헌마트 1층,2000314007005697097,3140000,"서울특별시 양천구 곰달래로5길 17 (신월동,태헌마트 1층)",,03,폐업,,,67340451
한솔부동산,2008-03-26,187219.776938727,447006.977030483,2009년11월법개정전자료,2026-04-22 22:38:11,I,2006-05-10,2,폐업처리,2008-03-26 10:42:03,,2006-05-10,,서울특별시 양천구 신정동 917번지 21  호,2006314010205600043,3140000,서울특별시 양천구 오목로 169 (신정동),,03,폐업,,,26084005
소망슈퍼,2020-09-21,185474.744658639,446692.767368843,2009년11월법개정전자료,2026-04-22 22:38:48,I,2008-02-21,2,폐업처리,2020-09-21 15:38:11,,2008-02-21,158-097,서울특별시 양천구 신월동 966번지 11호,2008314011405600022,3140000,서울특별시 양천구 남부순환로 516 (신월동),,03,폐업,,,26951501
전자담배,,196790.051709922,445069.770521797,제7조의3제2항에따른경우,2026-04-22 22:31:12,I,2014-09-24,0,정상영업,2020-08-21 11:13:59,,2014-09-24,,서울특별시 동작구 흑석동 8-33,2014319012805600050,3190000,"서울특별시 동작구 현충로 98, 202호 (흑석동)",06979,01,영업/정상,,,
미니스톱 관악경옥점,2011-08-11,195521.566309148,442015.719738593,2009년11월법개정전자료,2026-04-22 22:39:00,I,2004-06-04,2,폐업처리,2011-08-11 10:05:04,,2004-06-04,,서울특별시 관악구 봉천동 877번지 1   호,2004320008005600076,3200000,서울특별시 관악구 관악로15길 39 (봉천동),,03,폐업,,,
엠코신세계 공인중개사사무소,2017-07-03,195585.914045797,443690.595413251,제7조의3제2항에따른경우,2026-04-22 22:31:14,I,2016-08-25,2,폐업처리,2017-07-03 17:41:37,,2016-08-25,,서울특별시 동작구 상도동 531번지,2016319015805600052,3190000,"서울특별시 동작구 상도로 346-1, 상가3동 1층 108호 (상도동, 상도엠코타운 센트럴파크)",07039,03,폐업,,,02-822-4924
(주)성대유통,2007-10-17,194105.83773903,441118.63201066,2009년11월법개정전자료,2026-04-22 22:33:29,I,2001-05-02,2,폐업처리,2007-10-17 15:24:45,,2001-05-02,,서울특별시 관악구 신림동 110번지 10호,2001320008005602101,3200000,서울특별시 관악구 신림로 144 (신림동),,03,폐업,,,02-886-0400
성창문구,,203531.458110984,461213.989556874,2009년11월법개정전자료,2026-04-22 22:32:30,I,1998-11-16,0,정상영업,2020-09-23 10:38:23,,1998-11-16,,서울특별시 도봉구 창동 307번지 2호 주공1단지상가  108호,1998309008705613013,3090000,"서울특별시 도봉구 해등로 109, 108호 (창동, 창동1단지주공아파트)",01427,01,영업/정상,,,02-904-4236
썬플러스마트,2014-10-24,202168.38919607,460540.456955324,제7조의3제2항에따른경우,2026-04-22 22:38:40,I,2010-08-06,2,폐업처리,2015-03-11 14:51:25,,2010-08-06,132-884,서울특별시 도봉구 쌍문1동 372번지 11호,2010309010505600059,3090000,서울특별시 도봉구 노해로 137 (쌍문동),,03,폐업,,,22496368
유성부동산중개사무소,2012-03-30,203124.625706566,459590.111549627,2009년11월법개정전자료,2026-04-22 22:32:44,I,2001-10-11,2,폐업처리,2012-03-30 16:58:27,,2001-10-11,,서울특별시 도봉구 창동 578번지 86  호,2001309008705610093,3090000,서울특별시 도봉구 덕릉로53길 26 (창동),,03,폐업,,,
GS25사당제일점,2007-11-27,198277.137574688,441882.758312132,2009년11월법개정전자료,2026-04-22 22:30:56,I,2006-12-26,2,폐업처리,2007-11-28 11:46:20,,2006-12-26,,서울특별시 동작구 사당동 1031번지 30호 금강빌딩 1층,2006319007205600118,3190000,"서울특별시 동작구 동작대로 29 (사당동,금강빌딩 1층)",,03,폐업,,,
세븐일레븐신정남부점,2016-11-21,187917.50833003,446856.363463336,제7조의3제2항에따른경우,2026-04-22 22:39:25,I,2011-09-07,2,폐업처리,2016-11-22 11:08:59,,2011-09-07,158-860,서울특별시 양천구 신정4동 1005번지 8호 (오목로50길24),2011314011405600106,3140000,서울특별시 오목로50길 24 (신정4동 1005-8),,03,폐업,,,
씨유 동작구청2호점,,194535.101131097,445518.193673235,제7조의3제2항에따른경우,2026-04-22 22:31:10,I,2012-04-26,0,정상영업,2012-07-26 17:29:19,,2012-04-26,,,2012319012805600032,3190000,서울특별시 동작구 노량진로8길 72 (노량진동),,01,영업/정상,,,
남사식품,2002-06-21,,,,2026-04-22 22:30:43,I,,2,폐업처리,2008-02-21 00:00:00,,2001-08-07,,서울특별시 동작구 사당동 1016번지 32호,2001319007205600037,3190000,,,03,폐업,,,02-3471-0601
국립과학수사연구소,2004-07-05,184677.177986456,446767.732214215,,2026-04-22 22:32:09,I,,2,폐업처리,2008-02-21 00:00:00,,1998-12-17,,서울특별시 양천구 신월동 331번지 1호,1998314010205617313,3140000,서울특별시 양천구 지양로 139 (신월동),,03,폐업,,,26004971
IGA 편의점,2019-09-30,203691.505813521,463568.862075805,제7조의3제2항에따른경우,2026-04-22 22:39:23,I,2017-03-30,2,폐업처리,2019-09-30 15:48:37,,2017-03-30,,,2017309015205600008,3090000,"서울특별시 도봉구 도봉로159길 30, 1층 (도봉동)",01308,03,폐업,,,
지에스(GS)25 난곡성당점,2026-03-30,192997.563589497,440874.243770197,제7조의3제2항에따른경우,2026-04-22 22:40:24,I,2024-09-02,2,폐업처리,2026-03-30 09:23:37,,2024-09-02,,서울특별시 관악구 신림동 638-2,2024320022505600044,3200000,서울특별시 관악구 난곡로26길 34 (신림동),08856,03,폐업,,,
지에스25(GS25) 관악당곡점,,194133.423487329,442601.719425132,제7조의3제2항에따른경우,2026-04-22 22:40:21,I,2022-04-27,0,정상영업,2022-04-28 14:15:15,,2022-04-27,,서울특별시 관악구 봉천동 961-13,2022320022505600022,3200000,"서울특별시 관악구 남부순환로191길 8, 1층 (봉천동)",08756,01,영업/정상,,,
서울관악지역자활센터 GS25(지에스25) 관악쑥고개점,,195612.276667082,441896.816423377,제7조의3제2항에따른경우,2026-04-22 22:40:22,I,2022-06-22,0,정상영업,2022-06-23 16:49:17,,2022-06-22,,서울특별시 관악구 봉천동 865-1,2022320022505600035,3200000,"서울특별시 관악구 쑥고개로 133, 1층 (봉천동)",08787,01,영업/정상,,,
지에스(GS)25 봉천래인점,,195854.477831778,442748.844675788,제7조의3제2항에따른경우,2026-04-22 22:40:19,I,2019-10-04,0,정상영업,2019-10-04 15:41:27,,2019-10-04,,서울특별시 관악구 봉천동 41번지 202호,2019320022505600072,3200000,서울특별시 관악구 은천로35나길 2 (봉천동),08728,01,영업/정상,,,
(주)보광훼미리마트 신대방덕우점,2005-07-27,193204.447155004,444008.029175943,,2026-04-22 22:30:55,I,,2,폐업처리,2008-02-21 00:00:00,,2005-04-06,,서울특별시 동작구 신대방동 361번지 37호,2005319007205600025,3190000,서울특별시 동작구 여의대방로24길 66 (신대방동),,03,폐업,,,02-528-7095
E-플러스마트,2006-06-12,192314.98020026,441405.476175492,,2026-04-22 22:39:14,I,,2,폐업처리,2008-02-21 00:00:00,,2005-11-07,,서울특별시 관악구 신림동 1717호 두영아파트상가,2005320008005600135,3200000,,,03,폐업,,,
신세계 할인마트,2006-05-26,197591.531656394,441057.855865365,,2026-04-22 22:39:17,I,,2,폐업처리,2008-02-21 00:00:00,,2006-03-29,,서울특별시 관악구 남현동 1136호 한일유앤아이 아파트상가 103,2006320008005600035,3200000,"서울특별시 관악구 남부순환로256라길 25 (남현동,한일유앤아이 아파트상가 103)",,03,폐업,,,
G세븐슈퍼,2015-06-22,192931.622461436,442281.035785219,제7조의3제2항에따른경우,2026-04-22 22:40:10,I,2014-09-26,2,폐업처리,2015-06-22 16:56:39,,2014-09-26,151-015,서울특별시 관악구 신림동 1576번지 15호 1층,2014320019105600083,3200000,"서울특별시 관악구 남부순환로 1532, 1층 (신림동)",,03,폐업,,,
동작마트,,194679.141445976,443800.845174309,제7조의3제2항에따른경우,2026-04-22 22:31:15,I,2018-11-15,0,정상영업,2018-11-15 10:05:08,,2018-11-15,,서울특별시 동작구 상도동 210번지 399호,2018319015805600062,3190000,"서울특별시 동작구 양녕로23길 40, 1층 (상도동)",07046,01,영업/정상,,,
G세븐슈퍼,,192931.622461436,442281.035785219,제7조의3제2항에따른경우,2026-04-22 22:39:53,I,2011-08-29,3,직권취소,2014-09-05 14:32:50,2014-09-04,2011-08-29,151-899,서울특별시 관악구 미성동 1576번지 15호 1층,2011320019105600135,3200000,"서울특별시 관악구 남부순환로 1532 (신림동,1층)",,04,취소/말소/만료/정지/중지,,,
훼미리마트 창동홈시티,2008-01-10,,,2009년11월법개정전자료,2026-04-22 22:34:10,I,2006-01-09,2,폐업처리,2008-01-10 15:44:13,,2006-01-09,,서울특별시 도봉구 창동 647-1 북한산 현대홈시티 2-105,2006309008705600002,3090000,,,03,폐업,,,
양천문화회관구내매점,2012-04-16,187841.832937812,446044.946931541,제7조의3제3항에따른경우,2026-04-22 22:39:26,I,2011-11-22,2,폐업처리,2012-04-16 17:27:13,,2011-11-22,158-885,서울특별시 양천구 신정6동 322번지 양천문화회관 1층,2011314011405600129,3140000,서울특별시  목동서로 367 (신정6동322 양천문화회관 1층 매점),,03,폐업,,,
세븐일레븐,2020-10-05,202786.481327505,462675.20231411,2009년11월법개정전자료,2026-04-22 22:32:43,I,2001-10-05,2,폐업처리,2020-10-05 17:49:29,,2001-10-05,,서울특별시 도봉구 방학동 619번지,2001309008705603086,3090000,"서울특별시 도봉구 시루봉로 194, 1층 (방학동)",01358,03,폐업,,,
성환수퍼,,,,2009년11월법개정전자료,2026-04-22 22:32:51,I,1998-01-01,5,지정취소,2015-12-07 13:34:52,2015-12-04,1998-01-01,151-842,서울특별시 관악구 봉천동 1543번지 24호,2000320008005601646,3200000,서울특별시 관악구 참숯길 23 (봉천동),,04,취소/말소/만료/정지/중지,,,
훼미리마트히어로즈 목동3호점,2015-11-05,189469.901305589,447591.034147017,제7조의3제3항에따른경우,2026-04-22 22:39:13,I,2010-04-05,2,폐업처리,2015-11-05 17:19:17,,2010-04-05,158-051,서울특별시 양천구 목1동 914번지 목동운동장목동야구장내2층3루측,2010314011405600027,3140000,"서울특별시 양천구 안양천로 939 (목동,목동운동장목동야구장내2층3루측)",,03,폐업,,,36601000
미랑컬,2007-05-08,187501.806436976,446896.45434789,,2026-04-22 22:33:00,I,,2,폐업처리,2008-02-21 00:00:00,,2004-03-09,,서울특별시 양천구 신정동 985번지 16호,2004314010205600026,3140000,서울특별시 양천구 은행정로 52 (신정동),,03,폐업,,,26879082
전자담배,2011-06-16,185398.814014343,447554.222430098,제7조의3제2항에따른경우,2026-04-22 22:39:19,I,2010-11-30,2,폐업처리,2011-06-16 13:31:51,,2010-11-30,158-827,서울특별시 양천구 신월1동 122번지 15호,2010314011405600115,3140000,서울특별시 양천구 곰달래로 25 (신월동),,03,폐업,,,
우리부동산,2015-12-29,187955.121454906,449649.016215774,2009년11월법개정전자료,2026-04-22 22:39:06,I,2009-02-09,2,폐업처리,2015-12-29 10:43:18,,2009-02-09,158-050,서울특별시 양천구 목동 960번지 신한이모르젠상가 125호,2009314011405600014,3140000,"서울특별시 양천구 목동중앙북로 7 (목동,신한이모르젠상가 125호)",,03,폐업,,,26545959
GS25 목동제일점,2008-08-19,188231.065840178,446607.610784468,2009년11월법개정전자료,2026-04-22 22:38:41,I,2007-09-06,2,폐업처리,2008-08-19 09:49:05,,2007-09-06,158-070,서울특별시 양천구 신정동 314번지 목동8단지아파트 상가 117호,2007314011405600112,3140000,"서울특별시 양천구 목동서로 280, 117호 (신정동,목동8단지아파트 상가)",,03,폐업,,,26424544
