사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,총규모
이마트24인천코아루점,,176763.216208234,448874.492576232,2026-04-22 22:32:58,I,13,영업중,2022-02-17 14:30:24,,2022-02-17,,인천광역시 계양구 용종동 ***-* 인천 계양 코아루 센트럴파크,PHMG120223550020047000067,3550000,"인천광역시 계양구 계양문화로 ***, ***동 ***호 (용종동, 인천 계양 코아루 센트럴파크)",21060,01,영업/정상,,,,
(주)롯데하이마트 계양점,,176599.816295302,448767.427225648,2026-04-22 22:32:38,I,13,영업중,2020-11-27 10:25:17,,2015-03-16,407-054,인천광역시 계양구 계산동 ****번지 *호 (주)롯데하이마트 계양점 *층,PHMG120153550020047000016,3550000,"인천광역시 계양구 장제로 ***, *층 (계산동, (주)롯데하이마트 계양점 )",21060,01,영업/정상,,,032-552-7200,6987.58
세븐일레븐 도화마이다스점,2019-10-25,171078.113650614,439724.726820274,2026-04-22 22:32:33,I,03,폐업,2019-10-28 09:55:22,,2014-10-27,402-809,인천광역시 미추홀구 도화동 ***-*번지 삼라마이다스빌딩 *층 ***호,PHMG120143510021047000026,3510500,"인천광역시 미추홀구 제일로 **, *층 ***호 (도화동, 삼라마이다스빌딩)",22138,03,폐업,,,,
다미2080,,176537.125,445107.025,2026-04-22 22:38:31,I,13,영업중,2022-02-08 10:22:58,,2022-02-03,,"인천광역시 부평구 삼산동 ***-* SM프라자, ***호 일부(***-*호)",PHMG120223540021047000028,3540000,"인천광역시 부평구 충선로***번길 **, SM프라자 ***호 일부(***-*호)호 (삼산동)",21344,01,영업/정상,,,032-325-0807,
텐텐,,175932.418970463,443140.645035689,2026-04-22 22:32:36,I,13,영업중,2013-10-21 14:58:46,,2011-08-18,403-822,인천광역시 부평구 부평*동 ***번지 **호 *층,PHMG120113540021047000054,3540000,"인천광역시 부평구 광장로**번길 **-*, *층 (부평동)",21404,01,영업/정상,,,,
세븐일레븐계양효성대산점,2019-10-17,174928.08031077,447309.879639644,2026-04-22 22:32:36,I,03,폐업,2019-10-17 20:39:12,,2014-11-06,407-042,인천광역시 계양구 효성동 ***번지 *호,PHMG120143550020047000067,3550000,인천광역시 계양구 새벌로 *** (효성동),21111,03,폐업,,,,72.6
지에스25부개휴먼시아점,2025-12-19,177073.989981764,444250.50275878,2026-04-22 22:37:28,I,03,폐업,2025-12-17 13:21:18,,2021-05-06,,인천광역시 부평구 부개동 ***-* ***호 일부,PHMG120213540021047000040,3540000,"인천광역시 부평구 부흥북로 ***, ***호 일부 (부개동)",21350,03,폐업,,,032-517-5257,104.49
심천식품강화대리점,2020-10-16,156252.32281128,471087.974079484,2026-04-22 22:32:08,I,03,폐업,2020-12-27 16:16:35,,2017-06-30,,인천광역시 강화군 강화읍 갑곳리 ***-**,PHMG120173570013047000006,3570000,인천광역시 강화군 강화읍 강화대로 ***,23025,03,폐업,,,,38
김정문알로에이온수기,,172439.882878687,439715.277481402,2026-04-22 22:32:08,I,13,영업중,2009-01-06 13:47:39,,2009-01-06,402-206,"인천광역시 미추홀구 주안동 ****-*번지 삼미쇼핑*층 **,**호",PHMG120093510021047000001,3510500,"인천광역시 미추홀구 경원대로 ***  (주안동,삼미쇼핑*층 **,**호)",,01,영업/정상,,,032-426-7500,
신이인터내셔널,2009-01-28,,,2026-04-22 22:32:09,I,03,폐업,2009-04-22 10:22:04,,2007-06-19,407-050,인천광역시 계양구 계산동 ***-**(***호),PHMG120073550020047000017,3550000,,,03,폐업,,,032-203-8882,
시즌,,168729.133229086,440227.808449655,2026-04-22 22:33:10,I,13,영업중,2022-05-12 11:37:14,,2021-02-09,,인천광역시 미추홀구 숭의동 ***-* 다우림 ***동,PHMG120223510513047000198,3510500,"인천광역시 미추홀구 경인로 **, 다우림 ***동 ****호 (숭의동)",22169,01,영업/정상,,,,59.94
(주)구들장,2017-03-08,175119.872281497,443502.318221991,2026-04-22 22:32:36,I,03,폐업,2017-03-08 13:15:14,,2011-06-14,403-818,인천광역시 부평구 부평*동 **번지 ***호,PHMG120113540021047000032,3540000,인천광역시 부평구 부평문화로 ** (부평동),21387,03,폐업,,,070-4351-1956,
코레일유통(주) 부평2층맞이방편의점,,175405.11373693,443089.591009306,2026-04-22 22:39:11,I,13,영업중,2025-03-27 10:40:52,,2023-09-08,,인천광역시 부평구 부평동 ***-** 부평민자역사 *층 맞이방,PHMG120233540021047000106,3540000,"인천광역시 부평구 광장로 **, 부평민자역사 *층 맞이방 (부평동)",21404,01,영업/정상,,,02-526-6483,
D.Bridge 코리아,,176607.326609066,448516.12033842,2026-04-22 22:32:47,I,13,영업중,2018-08-23 14:23:17,,2010-10-12,,인천광역시 계양구 계산동 ****번지 하이베라스빌딩 ***-*호,PHMG120183550020047000035,3550000,"인천광역시 계양구 계산새로 **, 하이베라스빌딩 D동 ***-*호 (계산동)",21060,01,영업/정상,,,032-542-7237,40
세븐일레븐 인천작전점,,175621.048417846,447326.150332753,2026-04-22 22:32:54,I,13,영업중,2024-02-19 20:19:29,,2021-05-10,,인천광역시 계양구 작전동 ***-*,PHMG120213550020047000044,3550000,인천광역시 계양구 효서로 *** (작전동),21120,01,영업/정상,,,,49.5
미건의료기,,169510.358938558,440424.47949576,2026-04-22 22:32:46,I,13,영업중,2021-04-06 14:27:30,,2018-10-17,,인천광역시 미추홀구 숭의동 **-**,PHMG120183510513047000027,3510500,"인천광역시 미추홀구 수봉로 *, *층 (숭의동)",22163,01,영업/정상,,,,159.48
슈올즈,,175369.11896004,443767.639717783,2026-04-22 22:39:18,I,13,영업중,2024-11-18 13:49:32,,2024-11-18,,인천광역시 부평구 부평동 ***-** *층 전체,PHMG120243540021047000114,3540000,"인천광역시 부평구 부평대로 **, *층 (부평동)",21388,01,영업/정상,,,,200
CU인천장기점,2016-12-28,176340.631241665,452810.464910566,2026-04-22 22:32:36,I,03,폐업,2016-12-30 15:43:54,,2014-11-03,407-470,인천광역시 계양구 장기동 ***번지 *호,PHMG120143550020047000048,3550000,인천광역시 계양구 장제로 **** (장기동),21007,03,폐업,,,032-545-2058,80
모나카,2025-12-19,177265.294570067,450293.093016292,2026-04-22 22:36:27,I,03,폐업,2025-12-22 10:47:06,,2024-03-13,,인천광역시 계양구 박촌동 *** 계양*차 하우스토리,PHMG120243550020047000023,3550000,"인천광역시 계양구 장제로***번길 **, ***동 ***호 (박촌동, 계양*차 하우스토리)",21021,03,폐업,,,,
주식회사 오스테오 스카폴드(인천지점),2009-01-28,,,2026-04-22 22:32:09,I,03,폐업,2009-04-22 10:19:57,,2007-05-01,407-050,인천광역시 계양구 계산동 ****-*(***호),PHMG120073550020047000013,3550000,,,03,폐업,,,032-547-0738,
주식회사 유레카랩,,168151.355115468,439858.479697042,2026-04-22 22:38:32,I,13,영업중,2025-01-07 14:36:59,,2022-09-07,,인천광역시 미추홀구 숭의동 ***-*,PHMG120253510513047000002,3510500,"인천광역시 미추홀구 인주대로**번길 *, *층 ***호 (숭의동)",22174,01,영업/정상,,,,46.3
다온,,176607.326609066,448516.12033842,2026-04-22 22:35:17,I,13,영업중,2024-06-10 13:36:25,,2020-06-09,,인천광역시 계양구 계산동 **** 하이베라스,PHMG120233550020047000056,3550000,"인천광역시 계양구 계산새로 **, 하이베라스 C동 *층 ***-*호 (계산동)",21060,01,영업/정상,,,,42.84
GS25부평시장점,,175898.232946579,443656.486597314,2026-04-22 22:39:02,I,13,영업중,2022-09-07 15:07:29,,2022-09-06,,인천광역시 부평구 부평동 ***-** *층 일부,PHMG120223540021047000305,3540000,"인천광역시 부평구 부평문화로***번길 **, *층 일부호 (부평동)",21392,01,영업/정상,,,,
주식회사 하해케어솔루션,,170753.264140724,437809.065141609,2026-04-22 22:38:12,I,13,영업중,2025-02-07 16:41:50,,2024-02-05,,인천광역시 미추홀구 학익동 ***-** 선정빌딩 ***호,PHMG120243510513047000011,3510500,"인천광역시 미추홀구 학익소로 **, 선정빌딩 *층 ***호 (학익동)",22221,01,영업/정상,,,,89
오가닉수와,2016-12-12,154000.530198884,471973.522071196,2026-04-22 22:32:04,I,03,폐업,2016-12-12 18:08:17,,2012-12-24,417-803,인천광역시 강화군 강화읍 관청리 ***번지 *호,PHMG120123570013047000005,3570000,인천광역시 강화군 강화읍 강화대로 ***-*,23032,03,폐업,,,,30
GS25학익풍림점,2024-04-22,169720.94924471,437718.066554096,2026-04-22 22:32:57,I,03,폐업,2024-04-22 17:59:52,,2022-02-10,,인천광역시 미추홀구 학익동 *** 학익동풍림아이원아파트,PHMG120223510513047000073,3510500,"인천광역시 미추홀구 매소홀로 ***, 학익동풍림아이원아파트 상가동 *층 ***호 (학익동)",22203,03,폐업,,,,32.73
세븐일레븐 경인교대점,,175128.898252057,448474.690503405,2026-04-22 22:32:54,I,13,영업중,2021-05-10 09:02:46,,2021-05-10,,인천광역시 계양구 계산동 ***-*,PHMG120213550020047000034,3550000,"인천광역시 계양구 계산로 **, *층 (계산동)",21054,01,영업/정상,,,,42.3
딜라이트보청기부평점,,175395.758210316,443497.219258986,2026-04-22 22:36:43,I,13,영업중,2020-12-17 18:00:22,,2020-12-16,,"인천광역시 부평구 부평동 ***-* 금남빌딩, ***호 일부",PHMG120203540021047000089,3540000,"인천광역시 부평구 부평대로 **, 금남빌딩 ***호 일부호 (부평동)",21389,01,영업/정상,,,032-227-7298,83.2
더존의료기,,174157.814602534,442837.507869046,2026-04-22 22:32:23,I,13,영업중,2017-05-29 13:15:18,,2008-05-22,403-839,인천광역시 부평구 산곡동 ***번지 ***호 ***호,PHMG120083540021047000014,3540000,인천광역시 부평구 경원대로 **** (산곡동),21405,01,영업/정상,,,032-515-2060,
세븐일레븐(부평상정로점),2025-02-17,173513.698801979,442110.246566178,2026-04-22 22:38:39,I,03,폐업,2025-02-17 09:38:19,,2022-03-22,,인천광역시 부평구 십정동 ***-** *층 일부,PHMG120223540021047000145,3540000,"인천광역시 부평구 상정로 **, *층 일부 (십정동)",21441,03,폐업,,,,
지에스(GS)25 계양임학점,,176829.556391018,449327.551190311,2026-04-22 22:38:06,I,13,영업중,2025-09-23 09:33:39,,2025-09-22,,인천광역시 계양구 임학동 **-**,PHMG120253550020047000051,3550000,"인천광역시 계양구 장제로***번길 *, *층 (임학동)",21034,01,영업/정상,,,,63.46
코웨이(주) 인천십정지국,2012-12-26,173830.546327063,443196.199658033,2026-04-22 22:32:38,I,03,폐업,2012-12-26 15:33:02,,2012-09-19,403-840,인천광역시 부평구 산곡*동 ***번지 ***호 늘샘프라자  ***호,PHMG120123540021047000030,3540000,"인천광역시 부평구 마장로 ***, ***호 (산곡동, 늘샘프라자)",,03,폐업,,,,
비비하우스,2019-10-21,173499.267314606,437739.32138498,2026-04-22 22:32:08,I,24,직권폐업,2019-11-21 19:59:13,,2009-04-22,,"인천광역시 미추홀구 관교동 **번지 인천종합터미널,롯데백화점",PHMG120093510021047000011,3510500,"인천광역시 미추홀구 연남로 **, 인천종합터미널,롯데백화점 (관교동)",22242,04,취소/말소/만료/정지/중지,,,032-430-1578,54.32
하나메디칼컨설팅,2017-12-12,176997.761331686,446329.664285884,2026-04-22 22:32:37,I,24,직권폐업,2018-01-08 16:54:16,,2011-12-22,403-862,인천광역시 부평구 삼산*동 ***번지 **호 삼산빌딩 ***호,PHMG120113540021047000068,3540000,"인천광역시 부평구 대보로**번길 **-** (삼산동, 삼산빌딩)",21321,04,취소/말소/만료/정지/중지,,,,
해피베이비계양점,2013-10-10,176599.816295302,448767.427225648,2026-04-22 22:32:31,I,03,폐업,2013-10-14 15:31:33,,2012-10-17,407-813,인천광역시 계양구 계산*동 ****번지 *호 롯데마트 계양점 *층,PHMG120123550020047000025,3550000,"인천광역시 계양구 장제로 ***, *층 (계산동, 롯데마트 계양점)",,03,폐업,,,070-4206-0196,
주식회사 제다,,176465.263097413,447989.64173985,2026-04-22 22:32:57,I,13,영업중,2022-02-10 11:48:34,,2022-02-10,,인천광역시 계양구 작전동 ***-* 메카브,PHMG120223550020047000041,3550000,"인천광역시 계양구 장제로 ***, 메카브 *층 **호 (작전동)",21079,01,영업/정상,,,,
렌탈스토어,,173394.312850419,440906.14311472,2026-04-22 22:33:04,I,13,영업중,2020-02-13 13:25:20,,2018-06-20,,인천광역시 부평구 십정동 ***번지 **호 두두빌딩,PHMG120183540021047000037,3540000,"인천광역시 부평구 배곶로 *, 두두빌딩 ***호 (십정동)",21452,01,영업/정상,,,1661-9687,22.9
주식회사나무일렉,2024-05-31,176666.124685741,448105.30740578,2026-04-22 22:34:34,I,03,폐업,2024-05-31 16:21:06,,2023-02-16,,인천광역시 계양구 계산동 ****-**,PHMG120233550020047000020,3550000,"인천광역시 계양구 계양문화로 **, ***-**호 (계산동)",21069,03,폐업,,,,40
세븐일레븐인천삼산로얄점,,177233.68860971,446637.451346413,2026-04-22 22:38:03,I,13,영업중,2024-02-28 13:10:39,,2021-05-14,,인천광역시 부평구 삼산동 ***-* 로얄프라자 ***호,PHMG120213540021047000077,3540000,"인천광역시 부평구 부평북로 ***, 로얄프라자 ***호 (삼산동)",21319,01,영업/정상,,,,
미소케어,,173890.334337223,441170.421904186,2026-04-22 22:33:03,I,15,전출,2018-07-19 09:46:35,,2018-04-11,,인천광역시 부평구 십정동 ***번지 **호 *층,PHMG120183540021047000027,3540000,"인천광역시 부평구 경인로***번길 **, *층 (십정동)",21438,05,제외/삭제/전출,,,,77.63
행복복지용구,,176739.976293095,442570.413034209,2026-04-22 22:39:21,I,13,영업중,2025-04-22 13:08:34,,2025-04-22,,인천광역시 부평구 부개동 ***-** 지하*층 전체,PHMG120253540021047000025,3540000,"인천광역시 부평구 항동로*번길 **, 지하*층 (부개동)",21421,01,영업/정상,,,,78.45
사랑e든 복지용구,2008-08-12,,,2026-04-22 22:32:09,I,03,폐업,2009-01-12 10:09:19,,2007-08-12,407-040,인천광역시 계양구 효성동 ***-*,PHMG120073550020047000022,3550000,,,03,폐업,,,070-7574-5070,
씨유계산안남점,2024-01-25,176298.958014791,448664.373404046,2026-04-22 22:32:59,I,03,폐업,2024-01-25 19:52:03,,2022-02-23,,인천광역시 계양구 계산동 **-*,PHMG120223550020047000080,3550000,"인천광역시 계양구 주부토로***번길 **, *층 ***,***,***호 (계산동)",21058,03,폐업,,,,
제이물류,,176242.497118147,447153.229232487,2026-04-22 22:37:06,I,13,영업중,2024-08-27 09:34:47,,2024-08-27,,인천광역시 계양구 작전동 ***-* 작전*차 동보아파트 ***동 ***호,PHMG120243550020047000060,3550000,"인천광역시 계양구 장제로***번길 **, ***동 *층 ***호 (작전동, 작전*차 동보아파트)",21118,01,영업/정상,,,,234
와이덱스보청기 북인천점,,175386.135904044,443664.07036538,2026-04-22 22:32:04,I,13,영업중,2013-10-23 10:28:20,,1998-09-19,403-012,인천광역시 부평구 부평*동 ***번지**,PHMG119983540021047000002,3540000,인천광역시 부평구 부평대로 **-* (부평동),21388,01,영업/정상,,,032-522-5533,
조엑스포트,,175933.118151215,443984.215965564,2026-04-22 22:39:15,I,13,영업중,2024-05-17 11:59:11,,2024-05-17,,인천광역시 부평구 부평동 ***-* *층 ***호,PHMG120243540021047000057,3540000,"인천광역시 부평구 부흥로***번길 *, *층 ***호 (부평동)",21391,01,영업/정상,,,,
이마트24R인천인하로점,,171342.67736948,438534.820129377,2026-04-22 22:32:53,I,13,영업중,2021-05-07 20:29:38,,2021-05-07,,인천광역시 미추홀구 주안동 ****-**,PHMG120213510513047000044,3510500,"인천광역시 미추홀구 인하로***번길 *, *층 (주안동)",22215,01,영업/정상,,,,153.12
예림나노의료기학익지점,2009-07-01,,,2026-04-22 22:32:07,I,03,폐업,2009-12-14 16:50:28,,2007-08-13,,인천 미추홀구 학익*동 ***-** 동호빌딩*층,PHMG120073510021047000017,3510500,,,03,폐업,,,032-863-0255,
에이에스엔바이오 주식회사,,169169.873759794,438068.204570087,2026-04-22 22:38:33,I,15,전출,2025-12-17 13:56:44,,2025-02-28,,인천광역시 미추홀구 학익동 ***-** B***호,PHMG120253510513047000015,3510500,"인천광역시 미추홀구 매소홀로 ***, B***호 (학익동)",22204,05,제외/삭제/전출,,,,36.33
힐스템생활건강,,174156.960988402,442308.01090871,2026-04-22 22:32:57,I,15,전출,2018-06-14 13:18:06,,2016-07-21,,인천광역시 부평구 십정동 ***번지 ***호 *층,PHMG120163540021047000047,3540000,"인천광역시 부평구 마장로 ** (십정동, *층)",21433,05,제외/삭제/전출,,,,69.44
씨스페이스일신로또점,,177296.742839976,442549.7091675,2026-04-22 22:38:37,I,13,영업중,2022-02-16 18:01:31,,2022-02-15,,인천광역시 부평구 일신동 ***-** 중화연립,PHMG120223540021047000097,3540000,"인천광역시 부평구 경인로 ****, ***호 (일신동, 중화연립)",21419,01,영업/정상,,,,
세븐일레븐 인천계양작전점,2022-12-15,176334.704155028,447885.495253679,2026-04-22 22:33:00,I,03,폐업,2022-12-15 14:06:36,,2022-12-14,,인천광역시 계양구 작전동 ***-*,PHMG120223550020047000104,3550000,"인천광역시 계양구 장제로 ***-**, *층 ***호 (작전동)",21085,03,폐업,,,,142.48
펄스캠의료기,2012-04-05,175561.399421623,443814.935576303,2026-04-22 22:32:27,I,03,폐업,2012-04-05 17:57:52,,2009-01-02,403-014,인천광역시 부평구 부평동 ***번지 *호 *층,PHMG120093540021047000001,3540000,"인천광역시 부평구 대정로 ** (부평동,*층)",,03,폐업,,,032-330-8685,
(YH)컴퍼니,,178435.557295369,450891.194341884,2026-04-22 22:32:55,I,13,영업중,2022-01-06 17:43:06,,2022-01-06,,인천광역시 계양구 동양동 *** 리첸시아,PHMG120223550020047000004,3550000,"인천광역시 계양구 당미*길 *, ***호 (동양동, 리첸시아)",21012,01,영업/정상,,,,
피부&해독센타,2018-05-08,176996.918395394,448689.3189461,2026-04-22 22:32:43,I,03,폐업,2018-05-08 18:08:00,,2016-01-08,,인천광역시 계양구 용종동 ***번지 *호 두산상가 ***호,PHMG120163550020047000001,3550000,"인천광역시 계양구 계양문화로 *** (용종동, 초정마을두산.쌍용아파트)",21064,03,폐업,,,,38.16
푸른사랑,,146542.666087347,476197.124523756,2026-04-22 22:32:14,I,13,영업중,2022-02-15 08:51:56,,2022-02-08,,인천광역시 강화군 양사면 교산리 ****-*,PHMG120223570013047000022,3570000,인천광역시 강화군 양사면 배우개길 **,23011,01,영업/정상,,,,
꿀잼컴퍼니,,176737.188860293,448498.786895427,2026-04-22 22:32:59,I,13,영업중,2022-02-28 16:44:31,,2019-12-05,,인천광역시 계양구 용종동 ***-* 레드몰*차,PHMG120223550020047000082,3550000,"인천광역시 계양구 계산새로**번길 *, 레드몰*차 A동 *층 ***,***,***,***호 (용종동)",21065,01,영업/정상,,,,
세화건강해독센타,2017-02-03,174581.740202107,447158.555486684,2026-04-22 22:32:40,I,03,폐업,2017-02-06 09:42:03,,2015-12-21,,인천광역시 계양구 효성동 ***번지 유승그린 상가동 ***호,PHMG120153550020047000073,3550000,"인천광역시 계양구 아나지로***번길 * (효성동, 유승그린아파트)",21112,03,폐업,,,,32.98
GS25부평우일점,2016-09-20,176265.094165718,443393.917211036,2026-04-22 22:32:52,I,03,폐업,2016-09-20 13:53:13,,2016-09-19,403-824,인천광역시 부평구 부평동 ***번지 *호,PHMG120143540021047000127,3540000,인천광역시 부평구 충선로 ** (부평동),21399,03,폐업,,,032-511-4032,
다모아,2025-09-23,176812.82695191,447454.282333528,2026-04-22 22:34:57,I,03,폐업,2025-09-24 09:26:14,,2023-05-11,,인천광역시 계양구 작전동 *** 현대*차아파트,PHMG120233550020047000040,3550000,"인천광역시 계양구 효서로 ***, ***동 ****호 (작전동, 현대*차아파트)",21125,03,폐업,,,070-8624-4349,
바이오스페이스서부지사,2011-03-24,175361.810738228,444571.002172543,2026-04-22 22:32:08,I,03,폐업,2011-03-24 17:47:31,,2002-12-30,403-826,인천광역시 부평구 부평*동 ***번지 **호 청봉빌딩*층,PHMG120023540021047000024,3540000,"인천광역시 부평구 부평대로 *** (부평동,청봉빌딩*층)",,03,폐업,,,,
부평산곡롯데마트(아가방),,173767.426219215,444794.439991356,2026-04-22 22:35:21,I,13,영업중,2023-12-04 14:47:38,,2020-03-03,,인천광역시 부평구 산곡동 ***번지 **호 롯데마트 부평점,PHMG120203540021047000014,3540000,"인천광역시 부평구 마장로 ***, 롯데마트 부평점 *층 (산곡동)",21362,01,영업/정상,,,,56.63
세븐일레븐S계양역점,2019-10-17,176795.264387762,452249.487468525,2026-04-22 22:32:36,I,03,폐업,2019-10-17 20:20:00,,2014-11-06,407-350,인천광역시 계양구 귤현동 ***번지 **호,PHMG120143550020047000064,3550000,인천광역시 계양구 다남로 ** (귤현동),21015,03,폐업,,,,26.4
(주)디와이인터내셔널인천지사,,172239.893955456,440190.81876194,2026-04-22 22:36:29,I,15,전출,2023-08-23 09:08:19,,2023-02-06,,인천광역시 미추홀구 주안동 **-* 태양빌딩,PHMG120233510513047000023,3510500,"인천광역시 미추홀구 주안로 ***, 태양빌딩 *층 (주안동)",22134,05,제외/삭제/전출,,,,226.26
(주)센트리몰,2015-09-10,173631.873943148,444398.168621056,2026-04-22 22:32:54,I,03,폐업,2015-09-14 19:26:48,,2015-06-04,,,PHMG120153540021047000037,3540000,"인천광역시 부평구 마장로 ***, *층 (산곡동, 삼성빌딩)",21370,03,폐업,,,070-7452-5711,130.29
(주)신세계이마트(부평점),2011-05-13,,,2026-04-22 22:32:05,I,03,폐업,2011-05-13 14:33:32,,2001-09-20,403-080,인천광역시 부평구 갈산동 ***,PHMG120013540021047000019,3540000,,,03,폐업,,,032-500-1234,
지에스25 부평항동로점,,177651.464311986,442207.026358741,2026-04-22 22:39:17,I,13,영업중,2024-08-30 13:31:11,,2024-08-30,,인천광역시 부평구 일신동 **-** *층 일부호,PHMG120243540021047000094,3540000,"인천광역시 부평구 항동로 ***, *층 일부호 (일신동)",21418,01,영업/정상,,,,
포텐투코리아,2024-01-12,177033.221626528,447486.541499484,2026-04-22 22:32:57,I,03,폐업,2024-01-13 12:51:20,,2022-02-10,,인천광역시 계양구 작전동 ***-* 까치마을태화.한진아파트,PHMG120223550020047000040,3550000,"인천광역시 계양구 효서로 ***, ***동 ****호 (작전동, 까치마을태화.한진아파트)",21125,03,폐업,,,,
실버데이통상,,176828.924597791,448564.776721036,2026-04-22 22:35:06,I,13,영업중,2023-06-27 10:25:53,,2023-06-13,,인천광역시 계양구 용종동 ***-* 새롬*차프라자,PHMG120233550020047000047,3550000,"인천광역시 계양구 오조산로 **, 새롬*차프라자 ***-*호 (용종동)",21065,01,영업/정상,,,,
