건축물동수,건축물연면적,사업장명,업태구분명,폐업일자,법인명,좌표X,좌표Y,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,보험가입여부코드,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지도자수,지번주소,회원모집총인원,관리번호,개방자치단체코드,공사립구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,,고려드림 태권도장,태권도,2019-11-26,,192226.158498517,453330.828953159,체육도장업,2026-04-22 22:32:13,I,03,폐업,,2019-11-27 09:56:31,,2017-09-06,,,,,CDFH3301022017000004,3120000,사립,"서울특별시 서대문구 응암로 105, 4층 (북가좌동)",03678,03,폐업,,,02-307-7831
0,0,남일(태권도),태권도,2020-07-02,,192528.347712141,452097.327791622,체육도장업,2026-04-22 22:31:56,I,03,폐업,,2020-07-02 19:58:20,,1971-02-04,,,서울특별시 서대문구 남가좌동 154-2,,CDFH3301021971000001,3120000,사립,"서울특별시 서대문구 수색로2길 47, 2층 (남가좌동, 서중시장)",03712,03,폐업,,,
,,하늘외국인태권도,태권도,2015-11-11,,194217.604052421,452369.700812381,체육도장업,2026-04-22 22:31:56,I,03,폐업,,2015-11-11 17:39:20,,1982-04-06,120-827,,서울특별시 서대문구 연희동 78-1 3층호,,CDFH3301021982000002,3120000,사립,"서울특별시 서대문구 연희로 185, 3층호 (연희동)",03697,03,폐업,,,
,,중앙,,2007-05-08,,195275.082808595,454472.314741725,체육도장업,2026-04-22 22:31:56,I,03,폐업,0,2007-05-08 13:00:56,,1984-05-03,120-857,,서울특별시 서대문구 홍제동 266-152,,CDFH3301021984000001,3120000,사립,서울특별시 서대문구 세검정로 54  (홍제동),,03,폐업,,,
,,연세 쌍룡 태권도장,,2014-10-14,,193183.188216416,453392.913193293,체육도장업,2026-04-22 22:31:56,I,03,폐업,,2014-10-14 13:36:21,,1985-08-06,120-800,,서울특별시 서대문구 남가좌동 7-2,,CDFH3301021985000001,3120000,사립,서울특별시 서대문구 명지대길 62 (남가좌동),,03,폐업,,,
0,0,독립문체육관,,1998-12-04,,196482.72792532,452101.92775609,체육도장업,2026-04-22 22:31:57,I,03,폐업,,2003-02-07 11:05:36,,1989-12-24,120-070,0,서울특별시 서대문구 영천동 280-0,,CDFH3301021989000002,3120000,사립,서울특별시 서대문구 통일로 201-1  (영천동),,03,폐업,,,
0,0,성진(유도),,2012-04-10,,194790.182056315,454244.868885699,체육도장업,2026-04-22 22:31:57,I,03,폐업,,2014-02-06 17:02:27,,1990-07-07,120-859,,서울특별시 서대문구 홍제동 326-3,,CDFH3301021990000001,3120000,사립,서울특별시 서대문구 통일로 475-1 (홍제동),,03,폐업,,,
,,연희(태권도),,2005-09-29,,193635.963409606,452299.319886524,체육도장업,2026-04-22 22:31:58,I,03,폐업,0,2005-09-29 15:09:13,,1990-08-29,120-824,,서울특별시 서대문구 연희동 104-3 (2층),,CDFH3301021990000002,3120000,사립,"서울특별시 서대문구 증가로2길 53  (연희동,(2층))",,03,폐업,,,
0,0,문화(태권도),,2015-04-01,,195280.710219904,455193.014698844,체육도장업,2026-04-22 22:31:58,I,03,폐업,,2015-04-01 13:37:13,,1990-10-06,120-101,,서울특별시 서대문구 홍은동 11-419,,CDFH3301021990000003,3120000,사립,서울특별시 서대문구 홍은중앙로 89 (홍은동),,03,폐업,,,02-395-3159
0,0,스타(태권도),,1998-06-29,,194914.495658636,454564.34581261,체육도장업,2026-04-22 22:31:58,I,03,폐업,,2003-02-07 11:05:36,,1993-05-03,120-100,0,서울특별시 서대문구 홍은동 453-2,,CDFH3301021993000001,3120000,사립,,,03,폐업,,,
0,0,성광(태권도),,1998-06-29,,194883.569008781,453960.342665097,체육도장업,2026-04-22 22:31:58,I,03,폐업,,2003-02-07 11:05:36,,1993-05-14,120-859,0,서울특별시 서대문구 홍제동 308-213,,CDFH3301021993000002,3120000,사립,서울특별시 서대문구 통일로39길 28  (홍제동),,03,폐업,,,
0,0,현대,,1999-12-14,,193483.326443351,453198.946905105,체육도장업,2026-04-22 22:31:58,I,03,폐업,,2003-02-07 11:05:36,,1993-07-16,120-848,0,서울특별시 서대문구 홍은동 402-14,,CDFH3301021993000003,3120000,사립,서울특별시 서대문구 가좌로 93  (홍은동),,03,폐업,,,
0,0,청룡(태권도),,2013-08-28,,192157.914671767,453125.092340462,체육도장업,2026-04-22 22:31:58,I,03,폐업,,2013-08-28 17:39:34,,1994-06-10,120-130,0,"서울특별시 서대문구 북가좌동 299-7 ,-8",,CDFH3301021994000002,3120000,사립,"서울특별시 서대문구 응암로 86  (북가좌동,,-8)",,03,폐업,,,
0,0,홍은,,1999-11-25,,193318.325867194,453327.310943307,체육도장업,2026-04-22 22:31:59,I,03,폐업,,2003-02-07 11:05:36,,1994-09-26,120-848,0,서울특별시 서대문구 홍은동 399-2,,CDFH3301021994000003,3120000,사립,서울특별시 서대문구 가좌로 117  (홍은동),,03,폐업,,,
0,0,산야,,2013-09-24,,191993.934666673,452947.074163769,체육도장업,2026-04-22 22:31:59,I,03,폐업,,2013-09-24 18:02:33,,1995-01-25,120-132,0,서울특별시 서대문구 북가좌동 307-34 4층,,CDFH3301021995000001,3120000,사립,"서울특별시 서대문구 응암로 61  (북가좌동,4층)",,03,폐업,,,
,,삼지(태권도),,2003-01-16,,194214.93953393,452426.584748306,체육도장업,2026-04-22 22:31:59,I,03,폐업,0,2006-04-19 10:30:07,,1995-03-31,120-827,,서울특별시 서대문구 연희동 77-30 (2층),,CDFH3301021995000002,3120000,사립,"서울특별시 서대문구 연희로 191  (연희동,(2층))",,03,폐업,,,
0,0,원무관,검도,2007-07-06,,194664.857668262,454325.063596053,체육도장업,2026-04-22 22:31:59,I,03,폐업,,2016-03-28 16:05:42,,1995-07-31,,,서울특별시 서대문구 홍은동 217-6,,CDFH3301021995000003,3120000,사립,"서울특별시 서대문구 연희로 407 (홍은동, 연희8빌딩)",03647,03,폐업,,,
,,원무관(검도),,2007-07-06,,194664.857668262,454325.063596053,체육도장업,2026-04-22 22:31:59,I,03,폐업,0,2007-07-06 21:22:50,,1995-07-31,120-846,,서울특별시 서대문구 홍은동 217-6 지층,,CDFH3301021995000004,3120000,사립,"서울특별시 서대문구 연희로 407  (홍은동,지층)",,03,폐업,,,32161844
0,0,삼호,,2002-12-30,,,,체육도장업,2026-04-22 22:31:59,I,03,폐업,,2003-02-07 11:05:36,,1996-03-04,120-070,0,서울특별시 서대문구 영천동 75-0 (2층),,CDFH3301021996000001,3120000,사립,,,03,폐업,,,
0,0,금강체육관,태권도,2020-07-02,,195667.829149752,451025.280243456,체육도장업,2026-04-22 22:31:59,I,03,폐업,,2020-07-02 19:56:56,,1997-10-10,,,서울특별시 서대문구 북아현동 204-4,,CDFH3301021997000002,3120000,사립,"서울특별시 서대문구 북아현로11라길 1 (북아현동, 예승빌딩)",03763,03,폐업,,,
0,0,검수원,,1998-10-28,,196126.907439656,450945.622288123,체육도장업,2026-04-22 22:31:59,I,03,폐업,,2003-02-07 11:05:36,,1997-11-26,120-819,0,서울특별시 서대문구 북아현동 123-57,,CDFH3301021997000003,3120000,사립,서울특별시 서대문구 북아현로6길 23  (북아현동),,03,폐업,,,
0,0,청목,,1999-03-08,,,,체육도장업,2026-04-22 22:31:59,I,03,폐업,,2003-02-07 11:05:36,,1997-11-27,120-805,0,서울특별시 서대문구 남가좌동 258-67,,CDFH3301021997000004,3120000,사립,,,03,폐업,,,
0,0,대성,,1999-10-01,,,,체육도장업,2026-04-22 22:31:59,I,03,폐업,,2003-02-07 11:05:36,,1998-01-19,120-802,0,서울특별시 서대문구 남가좌동 124-311,,CDFH3301021998000001,3120000,사립,,,03,폐업,,,
0,0,현무유도,,2000-12-30,,196614.143008412,451917.133225999,체육도장업,2026-04-22 22:31:59,I,03,폐업,,2003-02-07 11:05:36,,1998-06-16,120-060,0,서울특별시 서대문구 옥천동 10,,CDFH3301021998000003,3120000,사립,서울특별시 서대문구 영천시장길 68  (옥천동),,03,폐업,,,
0,0,성광,,2012-01-31,,194754.676374401,454078.028449131,체육도장업,2026-04-22 22:32:00,I,03,폐업,,2015-02-26 13:55:37,,1998-07-02,120-859,,서울특별시 서대문구 홍제동 331 현대아)상가 301,,CDFH3301021998000005,3120000,사립,"서울특별시 서대문구 통일로39길 22-31 (홍제동,현대아)상가 301)",,03,폐업,,,
0,0,경희대태권도체육관,,2000-01-11,,195538.684257199,453417.830545762,체육도장업,2026-04-22 22:32:01,I,03,폐업,,2003-02-07 11:05:36,,1998-08-27,120-854,0,서울특별시 서대문구 홍제동 24-1 4층,,CDFH3301021998000007,3120000,사립,"서울특별시 서대문구 통일로 366  (홍제동,4층)",,03,폐업,,,
0,0,향산(태권도),태권도,2022-12-28,,193162.168636228,452713.307979566,체육도장업,2026-04-22 22:32:02,I,03,폐업,,2022-12-28 09:46:27,,1998-10-01,,,서울특별시 서대문구 남가좌동 346-24 3층,,CDFH3301021998000008,3120000,사립,"서울특별시 서대문구 가재울로6길 53-55, 3층 (남가좌동)",03692,03,폐업,,,02-372-7139
,,고려드림 태권도,태권도,2017-09-01,,192226.158498517,453330.828953159,체육도장업,2026-04-22 22:32:02,I,03,폐업,,2017-09-01 17:54:53,,1998-10-12,,,서울특별시 서대문구 북가좌동 327-2 4층,,CDFH3301021998000009,3120000,사립,"서울특별시 서대문구 응암로 105, 4층 (북가좌동)",03678,03,폐업,,,02-307-7831
0,0,동삼,태권도,2024-12-20,,193226.16151034,453302.019881779,체육도장업,2026-04-22 22:32:02,I,03,폐업,,2024-12-22 13:27:07,,1998-11-04,,,서울특별시 서대문구 남가좌동 322-8,,CDFH3301021998000010,3120000,사립,"서울특별시 서대문구 명지대길 41 (남가좌동, 영은빌딩)",03673,03,폐업,,,02-309-3725
,,청목태권도체육관,,2008-10-07,,,,체육도장업,2026-04-22 22:32:03,I,03,폐업,,2015-02-03 21:03:55,,1999-03-09,120-803,,서울특별시 서대문구 남가좌동 158-11 2층,,CDFH3301021999000001,3120000,사립,,,03,폐업,,,
,,연세화랑(태권도),태권도,2020-07-02,,193800.76191695,451547.98395436,체육도장업,2026-04-22 22:32:03,I,03,폐업,,2020-07-02 19:57:53,,1999-03-09,,,서울특별시 서대문구 연희동 187-58 2층,,CDFH3301021999000002,3120000,사립,"서울특별시 서대문구 연희로 92, 2층 (연희동)",03725,03,폐업,,,02-325-4181
,,한가람체육관,,2004-01-13,,193516.912464879,453167.021367659,체육도장업,2026-04-22 22:32:03,I,03,폐업,0,2006-04-19 10:44:36,,1999-05-07,120-848,,서울특별시 서대문구 홍은동 402-18,,CDFH3301021999000003,3120000,사립,서울특별시 서대문구 가좌로 87  (홍은동),,03,폐업,,,
0,0,고구려태권도,태권도,2009-06-03,,196328.539699705,451322.091559666,체육도장업,2026-04-22 22:32:03,I,03,폐업,,2015-08-17 17:41:16,,1999-08-05,120-837,,서울특별시 서대문구 충정로3가 3-73,,CDFH3301021999000005,3120000,사립,서울특별시 서대문구 경기대로9길 91-1 (충정로3가),,03,폐업,,,
0,0,이명재체육관,우슈,2017-04-25,,194709.118903626,454401.04668531,체육도장업,2026-04-22 22:32:04,I,03,폐업,,2017-04-27 13:21:46,,1999-10-07,120-844,,서울특별시 서대문구 홍은동 93-3 2층,,CDFH3301021999000006,3120000,사립,"서울특별시 서대문구 통일로 493 (홍은동,2층)",,03,폐업,,,
0,0,태평양(태권도),,2011-07-01,,195280.710219904,455193.014698844,체육도장업,2026-04-22 22:32:04,I,03,폐업,,2011-07-04 10:13:47,,1999-10-13,120-100,0,"서울특별시 서대문구 홍은동 11-419 ,-971",,CDFH3301021999000007,3120000,사립,"서울특별시 서대문구 홍은중앙로 89  (홍은동,,-971)",,03,폐업,,,
0,0,경희(태권도),,2002-12-17,,195538.684257199,453417.830545762,체육도장업,2026-04-22 22:32:04,I,03,폐업,,2003-02-07 11:05:36,,1999-10-15,120-854,0,서울특별시 서대문구 홍제동 24-1 무학빌딩3층,,CDFH3301021999000008,3120000,사립,"서울특별시 서대문구 통일로 366  (홍제동,무학빌딩3층)",,03,폐업,,,
0,,현대홍익체육관,태권도,2016-04-12,,194885.720020811,453486.888828671,체육도장업,2026-04-22 22:32:04,I,03,폐업,,2016-04-12 13:52:59,,1999-11-29,,,서울특별시 서대문구 홍제동 456-0 성원상가현대홍익학원,,CDFH3301021999000012,3120000,사립,"서울특별시 서대문구 모래내로 430, 상가1층 (홍제동, 홍제동성원아파트)",03728,03,폐업,,,02-720-3005
0,0,리틀아이 태권도,태권도,2018-02-01,,196779.846232171,451666.312967389,체육도장업,2026-04-22 22:32:04,I,03,폐업,,2018-02-01 15:10:53,,1999-12-07,,,서울특별시 서대문구 냉천동 20-1 2층,,CDFH3301021999000014,3120000,사립,"서울특별시 서대문구 통일로9길 12, 2층 (냉천동)",03735,03,폐업,,,02-365-0209
,,풍진태권도장,,2007-03-15,,192265.732493169,453296.220981827,체육도장업,2026-04-22 22:32:04,I,03,폐업,0,2007-03-15 14:51:31,,1999-12-16,120-812,,서울특별시 서대문구 북가좌동 292-12 3층,,CDFH3301021999000015,3120000,사립,"서울특별시 서대문구 응암로 106  (북가좌동,3층)",,03,폐업,,,
,,연무관(검도),,2003-06-02,,193865.64966259,451726.70946695,체육도장업,2026-04-22 22:32:04,I,03,폐업,0,2006-04-19 10:48:46,,1999-12-23,120-825,,서울특별시 서대문구 연희동 137-1 (지하1층),,CDFH3301021999000016,3120000,사립,"서울특별시 서대문구 연희로 109  (연희동,(지하1층))",,03,폐업,,,
0,0,천지(태권도),,2013-10-31,,192128.145941391,453454.450047435,체육도장업,2026-04-22 22:32:04,I,03,폐업,,2013-10-31 17:39:40,,2000-02-10,120-814,0,서울특별시 서대문구 북가좌동 329-36 (2층),,CDFH3301022000000001,3120000,사립,"서울특별시 서대문구 증가로 255  (북가좌동,(2층))",,03,폐업,,,
0,0,경희(태권도),태권도,2017-04-25,,,,체육도장업,2026-04-22 22:32:04,I,03,폐업,,2017-04-27 13:37:53,,2000-03-08,,,"서울특별시 서대문구 남가좌동 184-4 (2,3층)",,CDFH3301022000000002,3120000,사립,"서울특별시 서대문구 거북골로 103, 2,3층 (남가좌동)",03710,03,폐업,,,
0,0,경희태권도,,2000-12-27,,195477.913016234,453929.325030582,체육도장업,2026-04-22 22:32:05,I,03,폐업,,2003-02-07 11:05:36,,2000-10-19,120-090,0,"서울특별시 서대문구 홍제동 459-0 홍제원현대@상가2동102,103,104,105",,CDFH3301022000000004,3120000,사립,,,03,폐업,,,
,,한독스포츠클럽,,2003-01-16,,194321.960265198,453368.123326572,체육도장업,2026-04-22 22:32:05,I,03,폐업,0,2006-04-19 10:49:43,,2000-11-13,120-848,,서울특별시 서대문구 홍은동 426-0 한독빌딩 지하1층,,CDFH3301022000000005,3120000,사립,"서울특별시 서대문구 연희로 286  (홍은동,한독빌딩 지하1층)",,03,폐업,,,
,,용성(태권도),,2006-01-23,,191900.345924872,452626.221252439,체육도장업,2026-04-22 22:32:05,I,03,폐업,0,2006-01-23 14:20:59,,2000-12-05,120-817,,서울특별시 서대문구 북가좌동 431-0 연희한양(아) 상가 306호,,CDFH3301022000000006,3120000,사립,,,03,폐업,,,
,,사랑태권도장,태권도,2024-09-10,,194952.897977562,453552.26174261,체육도장업,2026-04-22 22:32:05,I,03,폐업,,2024-09-10 14:57:15,,2001-04-04,,,서울특별시 서대문구 홍제동 321-0 (지하),,CDFH3301022001000005,3120000,사립,서울특별시 서대문구 모래내로 436 (홍제동),03728,03,폐업,,,02-722-0842
0,0,승리복싱다이어트,,2015-05-27,,192536.305258225,451880.219043642,체육도장업,2026-04-22 22:32:05,I,03,폐업,,2016-01-11 14:29:10,,2001-05-03,120-802,,서울특별시 서대문구 남가좌동 102-16,,CDFH3301022001000006,3120000,사립,서울특별시 서대문구 수색로2길 8 (남가좌동),,03,폐업,,,
0,0,경희대(태권도),태권도,2002-12-17,,195403.012333333,453610.452666666,체육도장업,2026-04-22 22:32:05,I,03,폐업,,2016-09-28 09:28:12,,2001-05-31,,,"서울특별시 서대문구 홍제동 103-3 ,-6, 104-46,-47,-48",,CDFH3301022001000007,3120000,사립,서울특별시 서대문구 통일로 392 (홍제동),03633,03,폐업,,,
0,0,정도(태권도),태권도,2025-09-22,,193519.862759696,452482.40983627,체육도장업,2026-04-22 22:32:05,I,03,폐업,,2025-09-24 09:05:06,,2001-11-14,,,서울특별시 서대문구 연희동 703 지층,,CDFH3301022001000009,3120000,사립,"서울특별시 서대문구 증가로 80, 지하층 (연희동)",03695,03,폐업,,,
0,0,극동권투,,2014-10-23,,196560.38321316,452005.173255846,체육도장업,2026-04-22 22:32:05,I,03,폐업,,2014-10-23 16:31:47,,2002-03-20,120-070,0,서울특별시 서대문구 영천동 323 동성빌딩4층,,CDFH3301022002000002,3120000,사립,"서울특별시 서대문구 통일로 189-1  (영천동,동성빌딩4층)",,03,폐업,,,
,,송일 태권도장,,2004-06-03,,195381.731887238,455195.944123241,체육도장업,2026-04-22 22:32:05,I,03,폐업,0,2006-04-19 10:53:32,,2002-04-26,120-841,,서울특별시 서대문구 홍은동 9-94 2층,,CDFH3301022002000004,3120000,사립,"서울특별시 서대문구 홍은중앙로8길 17  (홍은동,2층)",,03,폐업,,,
,,Kim＇s태권도교육원(태권도),,2004-02-04,,,,체육도장업,2026-04-22 22:32:05,I,03,폐업,0,2006-04-19 10:54:38,,2002-06-05,120-819,,서울특별시 서대문구 북아현동 142-16 지하1층,,CDFH3301022002000005,3120000,사립,,,03,폐업,,,
,,명지(태권도),,2004-01-01,,,,체육도장업,2026-04-22 22:32:06,I,03,폐업,0,2004-01-08 13:34:11,,2002-12-10,120-804,,서울특별시 서대문구 남가좌동 184-20 (2층),,CDFH3301022002000008,3120000,사립,"서울특별시 서대문구 거북골로 104  (남가좌동,(2층))",,03,폐업,,,
,801,대성체육관,,2006-02-27,,192695.484129369,453195.115881613,체육도장업,2026-04-22 22:32:06,I,03,폐업,0,2006-04-10 13:38:56,,2002-12-13,120-810,,서울특별시 서대문구 북가좌동 5-95 지층,,CDFH3301022002000009,3120000,사립,"서울특별시 서대문구 증가로12가길 78  (북가좌동,지층)",,03,폐업,,,
1,655,연무검도관,검도,2018-11-05,,193865.64966259,451726.70946695,체육도장업,2026-04-22 22:32:07,I,03,폐업,,2018-11-05 17:58:04,,2003-10-31,,,서울특별시 서대문구 연희동 137-1 지1층,,CDFH3301022003000002,3120000,사립,"서울특별시 서대문구 연희로 109, 지1층 (연희동)",03708,03,폐업,,,
,,용인대태권도,,2012-12-10,,195620.18510822,453144.13652023,체육도장업,2026-04-22 22:32:07,I,03,폐업,0,2012-12-10 16:12:28,,2003-03-28,120-853,,서울특별시 서대문구 홍제동 59-10 2층,,CDFH3301022003000003,3120000,사립,"서울특별시 서대문구 통일로 337  (홍제동,2층)",,03,폐업,,,
,,때중퓨전태권도,태권도,2017-11-17,,195591.551748779,455588.317096857,체육도장업,2026-04-22 22:32:07,I,03,폐업,,2017-11-17 16:18:34,,2003-07-21,,,서울특별시 서대문구 홍은동 454 극동아파트상가 211호,,CDFH3301022003000004,3120000,사립,"서울특별시 서대문구 포방터10길 23, 211호 (홍은동, 극동아파트상가)",03601,03,폐업,,,02-391-2908
,,블랙벨트 태권도,태권도,2016-02-02,,195057.033841623,454786.019433577,체육도장업,2026-04-22 22:32:07,I,03,폐업,,2016-02-02 16:49:13,,2003-05-29,,,서울특별시 서대문구 홍은동 455 벽산아파트상가 1층,,CDFH3301022003000005,3120000,사립,"서울특별시 서대문구 세검정로1길 93, 1층 (홍은동, 벽산아파트)",03612,03,폐업,,,
,,연가(태권도),,2014-06-18,,,,체육도장업,2026-04-22 22:32:07,I,03,폐업,0,2014-06-19 10:02:24,,2003-07-05,120-807,,서울특별시 서대문구 남가좌동 354-43 2층,,CDFH3301022003000006,3120000,사립,"서울특별시 서대문구 거북골로 64  (남가좌동,2층)",,03,폐업,,,
1,548,명지태권도장,태권도,2020-07-02,,193307.663993235,452748.834134915,체육도장업,2026-04-22 22:32:07,I,03,폐업,,2020-07-02 19:58:44,,2004-01-08,,,서울특별시 서대문구 남가좌동 339-32,,CDFH3301022004000001,3120000,사립,서울특별시 서대문구 증가로 114 (남가좌동),03666,03,폐업,,,
,,경희체육관,,2005-01-28,,193846.86884187,452694.321541036,체육도장업,2026-04-22 22:32:07,I,03,폐업,0,2005-01-28 15:18:17,,2004-02-03,120-827,,서울특별시 서대문구 연희동 715-4,,CDFH3301022004000002,3120000,사립,서울특별시 서대문구 홍연길 82  (연희동),,03,폐업,,,
1,,흑룡체육관,,2011-03-08,,,,체육도장업,2026-04-22 22:32:07,I,03,폐업,0,2011-03-09 09:56:16,,2004-02-07,120-821,,서울특별시 서대문구 북아현동 174,,CDFH3301022004000003,3120000,사립,,,03,폐업,,,
1,541,용인대 용 태권도장,태권도,2020-03-25,,195402.785425327,455250.964502089,체육도장업,2026-04-22 22:32:07,I,03,폐업,,2020-03-25 14:48:59,,2004-06-10,,,서울특별시 서대문구 홍은동 9-83 2층,,CDFH3301022004000004,3120000,사립,"서울특별시 서대문구 홍은중앙로 104, 2층 (홍은동)",03605,03,폐업,,,02-396-3256
,,현무태권도,태권도,2020-07-02,,193856.652569205,452735.148847768,체육도장업,2026-04-22 22:32:07,I,03,폐업,,2020-07-02 19:57:27,,2005-03-22,,,서울특별시 서대문구 연희동 719-18 지층,,CDFH3301022005000001,3120000,사립,"서울특별시 서대문구 홍연길 87, 지층 (연희동)",03696,03,폐업,,,
,494,인.오 유도 용무도체육관,,2012-01-31,,193817.235736227,452911.547097353,체육도장업,2026-04-22 22:32:07,I,03,폐업,,2015-01-13 20:24:49,,2005-09-09,120-848,,서울특별시 서대문구 홍은동 395-21 2층,,CDFH3301022005000003,3120000,사립,"서울특별시 서대문구 모래내로 299 (홍은동,2층)",,03,폐업,,,
,,윤중태권도,태권도,2017-04-25,,192695.484129369,453195.115881613,체육도장업,2026-04-22 22:32:08,I,03,폐업,,2017-04-27 13:43:16,,2007-04-20,,,서울특별시 서대문구 북가좌동 5-95 지층,,CDFH3301022007000002,3120000,사립,"서울특별시 서대문구 증가로12가길 78, 지하층 (북가좌동)",03671,03,폐업,,,
,,잼버리코리아,,2015-05-27,,195444.477364924,454817.095743814,체육도장업,2026-04-22 22:32:08,I,03,폐업,,2016-01-11 14:27:13,,2008-11-17,120-863,,서울특별시 서대문구 홍제동 279-26,,CDFH3301022008000002,3120000,사립,서울특별시 서대문구 세검정로 100-18 (홍제동),,03,폐업,,,02-394-9008
,,한국태권도컨설팅,,2010-09-28,,193503.540117995,450996.722794209,체육도장업,2026-04-22 22:32:08,I,03,폐업,,2015-03-17 13:46:25,,2009-01-21,120-836,,서울특별시 서대문구 창천동 490 6층,,CDFH3301022009000001,3120000,사립,"서울특별시 서대문구 연희로 28 (창천동,6층)",,03,폐업,,,
,,신촌복싱다이어트클럽,권투,2020-07-02,,194618.731477599,450733.615442357,체육도장업,2026-04-22 22:32:08,I,03,폐업,,2020-07-02 19:59:06,,2010-08-03,,,,,CDFH3301022010000001,3120000,사립,"서울특별시 서대문구 명물길 66, 4층 (창천동)",03777,03,폐업,,,
,,엘리트화랑,,2015-06-02,,191971.959380003,452913.889257902,체육도장업,2026-04-22 22:32:08,I,03,폐업,,2015-06-03 09:20:48,,2010-12-31,120-130,,서울특별시 서대문구 북가좌동 307-6 4층,,CDFH3301022010000003,3120000,사립,"서울특별시 서대문구 응암로 57  (북가좌동,4층)",,03,폐업,,,
,,영무관,태권도,2017-04-04,,192243.857119815,452591.546061943,체육도장업,2026-04-22 22:32:08,I,03,폐업,,2017-04-05 12:25:13,,2011-11-18,120-132,,서울특별시 서대문구 북가좌동 103-2,,CDFH3301022011000004,3120000,사립,서울특별시 서대문구 거북골로 152 (북가좌동),03690,03,폐업,,,
