건물지상층수,건물소유구분명,건물지하층수,사업장명,욕실수,업태구분명,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,발한실여부,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층
10,임대,4,홍보석불가마사우나,2,공동탕업,,,,,202274.893863139,449496.059008973,2026-04-22 22:31:53,I,01,영업,,2016-03-11 15:44:48,2004-03-04,"2,435.00",133-808,서울특별시 성동구 금호동4가 97-1,N,,3030000-202-2004-00001,3030000,서울특별시 성동구 독서당로 336 (금호동4가),04743,01,영업/정상,공동탕업,N,02-2297-0333,1,1,1,1
13,자가,3,(주)옥수투엑스휘트니스,2,공동탕업,,,,,200967.537033206,448709.190492902,2026-04-22 22:32:08,I,01,영업,,2020-07-20 11:07:36,2004-05-27,666.68,133-844,서울특별시 성동구 옥수동 475 성원상떼뷰빌딩 지하1층,N,,3030000-202-2004-00003,3030000,"서울특별시 성동구 독서당로 166 (옥수동,성원상떼뷰빌딩 지하1층)",04736,01,영업/정상,공동탕업,N,02-2299-0044,0,1,0,1
18,임대,4,성수불막사우나,2,공동탕업,,,,,205701.564885453,449237.534296767,2026-04-22 22:32:08,I,01,영업,,2020-09-10 19:44:01,2004-07-29,"1,728.14",133-832,서울특별시 성동구 성수동2가 279-50 대우아파트 지하1층,N,,3030000-202-2004-00004,3030000,"서울특별시 성동구 동일로 143 (성수동2가,대우아파트 지하1층)",04799,01,영업/정상,공동탕업,N,02-497-9800,,1,,1
11,임대,3,옥수웰빙사우나,6,공동탕업,,,,,200992.431390651,448863.330393503,2026-04-22 22:32:08,I,01,영업,,2024-12-10 10:49:18,2004-11-02,596.74,133-100,서울특별시 성동구 옥수동 559 옥수 힐,N,,3030000-202-2004-00005,3030000,"서울특별시 성동구 독서당로 184, 옥수 힐 지1층 (옥수동)",04734,01,영업/정상,공동탕업,N,02-2296-0010,0,1,0,2
9,자가,3,서울숲참숫가마사우나,2,공동탕업,,,,,203783.029764318,449517.764663246,2026-04-22 22:31:52,I,01,영업,,2017-06-09 09:41:12,2006-06-05,398.20,133-825,서울특별시 성동구 성수동1가 685-54,N,,3030000-202-2006-00001,3030000,서울특별시 성동구 서울숲길 54 (성수동1가),04768,01,영업/정상,공동탕업,Y,,,2,,3
25,임대,2,쉐르빌사우나,0,공동탕업,,,,,203017.021457357,451346.281102634,2026-04-22 22:31:52,I,01,영업,,2020-03-16 11:14:38,2006-10-04,"2,079.63",133-882,서울특별시 성동구 도선동 69 삼성쉐르빌 지하1층,N,,3030000-202-2006-00002,3030000,"서울특별시 성동구 무학로6길 50 (도선동,삼성쉐르빌 지하1층)",04709,01,영업/정상,공동탕업,N,02-2295-0009,0,1,0,0
0,,0,한신옥사우나,0,공동탕업,,,,,202437.715224867,451119.619531835,2026-04-22 22:32:08,I,01,영업,,2020-03-16 11:15:20,2013-09-04,379.82,133-858,서울특별시 성동구 하왕십리동 990 지하2층,N,,3030000-202-2013-00003,3030000,"서울특별시 성동구 왕십리로31나길 18, 지하2층 (하왕십리동)",04710,01,영업/정상,공동탕업,N,02-2295-3333,,2,,
0,,0,사근동공공복합청사 작은목욕탕,2,공동탕업,,,,,203932.805915238,451014.739091746,2026-04-22 22:32:08,I,01,영업,0,2025-07-24 15:05:19,2017-03-07,146.19,133-817,서울특별시 성동구 사근동 223-22 지하2층,N,0,3030000-202-2017-00001,3030000,"서울특별시 성동구 사근동길 37, 지하2층 (사근동)",04761,01,영업/정상,공동탕업,Y,02-2286-7271,0,2,0,2
0,,0,성동구립용답체육센터 목욕탕,4,공동탕업,,,,,204934.319835624,451032.958798449,2026-04-22 22:32:08,I,01,영업,0,2020-11-25 15:57:55,2020-07-20,349.51,133-851,서울특별시 성동구 용답동 223-5 서울시투자기관교육복지통합센터,N,0,3030000-202-2020-00001,3030000,"서울특별시 성동구 천호대로78길 15-48, 지하1층 (용답동)",04806,01,영업/정상,공동탕업,Y,02-2286-5213,0,0,0,0
0,임대,0,해빗,2,목욕장업 기타,,,,,202371.997992402,451423.409695956,2026-04-22 22:32:08,I,01,영업,0,2023-03-30 14:50:19,2022-07-07,132.06,133-856,서울특별시 성동구 하왕십리동 866-2 삼협빌딩,N,0,3030000-202-2022-00001,3030000,"서울특별시 성동구 왕십리로 386, 삼협빌딩 지1층 (하왕십리동)",04701,01,영업/정상,목욕장업 기타,N,,,,,
0,,0,센트리얼 사우나,4,공동탕업+찜질시설서비스영업,,,,,201538.05612719,448894.755196992,2026-04-22 22:32:08,I,01,영업,0,2026-02-06 13:54:35,2026-02-06,98.25,133-100,서울특별시 성동구 옥수동 560 옥수 어울림,N,0,3030000-202-2026-00001,3030000,"서울특별시 성동구 독서당로40길 39, 옥수 어울림 근린생활시설동 지3층 308-3호 (옥수동)",04739,01,영업/정상,공동탕업+찜질시설서비스영업,Y,02-2282-5220,,,,
,,,고려탕,,공동탕업,,,,,209173.767497149,444812.002720297,2026-04-22 22:32:53,I,01,영업,,2018-12-28 12:12:38,2003-02-27,448.88,138-844,서울특별시 송파구 석촌동 171-11,N,,3230000-202-1984-00206,3230000,서울특별시 송파구 백제고분로39길 13 (석촌동),05615,01,영업/정상,공동탕업,N,02-412-9261,,,,
,,,마복,,공동탕업,,,,,212721.322451722,444090.327645873,2026-04-22 22:32:55,I,01,영업,,2018-12-18 13:40:17,2003-02-27,488.34,138-813,서울특별시 송파구 거여동 1-1,N,,3230000-202-1989-00135,3230000,서울특별시 송파구 마천로 250 (거여동),05736,01,영업/정상,공동탕업,N,02-406-3523,,,,
,,,서일사우나,,공동탕업,,,,,206968.768877487,445058.408143449,2026-04-22 22:32:47,I,01,영업,,2005-12-02 00:00:00,2003-02-27,770.81,138-863,서울특별시 송파구 잠실동 222 서일빌딩 지하1,N,,3230000-202-1993-00253,3230000,"서울특별시 송파구 백제고분로 101 (잠실동,서일빌딩 지하1)",05570,01,영업/정상,공동탕업,N,02-2202-3546,,,,
,,,우리여성불한증막,,공동탕업,,,,,212811.975075042,443458.225003327,2026-04-22 22:32:54,I,01,영업,,2018-07-31 13:53:55,2003-02-27,534.44,138-814,서울특별시 송파구 거여동 37-1 지하1층,N,,3230000-202-1994-00263,3230000,"서울특별시 송파구 오금로 511, 지하1층 (거여동)",05768,01,영업/정상,공동탕업,N,02-403-9989,,,,
,,,가락여성전용불한증막,,공동탕업,,,,,211663.023884921,443729.39590421,2026-04-22 22:32:47,I,01,영업,,2017-06-01 17:18:20,2003-02-27,267.49,138-812,서울특별시 송파구 가락동 192 극동상가제지하층30-33호,N,,3230000-202-1998-00193,3230000,"서울특별시 송파구 동남로 208 (가락동, 극동아파트상가 제지하층30-33호)",05783,01,영업/정상,공동탕업,N,02-409-0773,,,,
,,,백암목욕탕,,공동탕업,,,,,212802.305371634,443330.86125985,2026-04-22 22:32:52,I,01,영업,,2006-09-08 00:00:00,2003-02-27,613.06,138-815,서울특별시 송파구 거여동 251-1,N,,3230000-202-1999-00274,3230000,서울특별시 송파구 양산로10길 14 (거여동),05773,01,영업/정상,공동탕업,N,02-449-2744,,,,
,,,백제대중사우나,,공동탕업,,,,,210366.048844814,445259.941538422,2026-04-22 22:32:47,I,01,영업,,2021-06-15 16:10:45,2003-02-27,685.72,138-831,서울특별시 송파구 방이동 126-2,N,,3230000-202-1999-00277,3230000,서울특별시 송파구 가락로 240 (방이동),05644,01,영업/정상,공동탕업,N,02-415-0004,,,,
,,,크로바건강랜드사우나,,공동탕업,,,,,210378.825036871,447916.043934269,2026-04-22 22:32:47,I,01,영업,,2017-11-20 17:05:57,2002-02-27,965.70,138-873,서울특별시 송파구 풍납동 163,N,,3230000-202-2002-00012,3230000,"서울특별시 송파구 올림픽로51길 30 (풍납동, 대아아파트)",05528,01,영업/정상,공동탕업,N,02-482-6568,,,,
,,,석정탕,,공동탕업,,,,,210185.598338404,447414.523518115,2026-04-22 22:32:47,I,01,영업,,2021-04-30 12:40:33,2003-02-27,719.40,138-879,서울특별시 송파구 풍납동 403-2,N,,3230000-202-2003-00011,3230000,서울특별시 송파구 토성로 58 (풍납동),05537,01,영업/정상,공동탕업,N,02-475-5450,,,,
,,,구룡목욕탕,,공동탕업,,,,,213577.583827273,443846.407056646,2026-04-22 22:32:47,I,01,영업,,2005-12-02 00:00:00,2003-02-27,563.69,138-820,서울특별시 송파구 마천동 207-2,N,,3230000-202-2003-00013,3230000,서울특별시 송파구 성내천로 265 (마천동),05749,01,영업/정상,공동탕업,N,02-408-4171,,,,
,,,선수촌사우나,,공동탕업,,,,,211260.577517119,445431.648789715,2026-04-22 22:32:48,I,01,영업,,2021-05-11 12:22:39,2003-02-27,545.17,138-855,서울특별시 송파구 오금동 1-1,N,,3230000-202-2003-00020,3230000,서울특별시 송파구 양재대로 1164 (오금동),05652,01,영업/정상,공동탕업,N,02-443-4124,,,,
,,,르네상스휘트니스클럽,,공동탕업,,,,,211130.032647967,444588.852095099,2026-04-22 22:32:48,I,01,영업,,2005-12-02 00:00:00,2003-02-27,"1,293.20",138-857,서울특별시 송파구 오금동 45,N,,3230000-202-2003-00022,3230000,서울특별시 송파구 오금로 307 (오금동),05661,01,영업/정상,공동탕업,N,02-401-1300,,,,
,,,가락한양사우나,,공동탕업,,,,,210057.912138022,444767.367639796,2026-04-22 22:32:48,I,01,영업,,2007-08-13 15:22:12,2003-02-27,294.98,138-851,서울특별시 송파구 송파동 121 B층,N,,3230000-202-2003-00024,3230000,"서울특별시 송파구 가락로 183 (송파동,B층)",05664,01,영업/정상,공동탕업,N,02-420-3444,,,,
,,,수은온천 대중사우나,,공동탕업,,,,,209276.661384383,445281.64560047,2026-04-22 22:32:55,I,01,영업,,2017-12-29 11:23:24,2003-02-27,427.79,138-907,서울특별시 송파구 송파동 32-1 경남레이크파크,N,,3230000-202-2003-00027,3230000,"서울특별시 송파구 석촌호수로 268 (송파동,경남레이크파크)",05623,01,영업/정상,공동탕업,N,02-415-6979,,,,
0,,0,레이크사우나,0,공동탕업,,,,,208851.639893799,444965.4232772,2026-04-22 22:32:48,I,01,영업,,2019-05-16 10:47:28,2003-02-27,497.00,138-844,서울특별시 송파구 석촌동 158,N,,3230000-202-2003-00031,3230000,서울특별시 송파구 석촌호수로 216 (석촌동),05610,01,영업/정상,공동탕업,N,02-419-5459,0,0,0,0
3,,1,세영 여성전용사우나,1,공동탕업,,,,,208088.558210131,444991.490732515,2026-04-22 22:32:52,I,01,영업,,2007-09-27 09:44:56,2003-02-27,302.28,138-837,서울특별시 송파구 삼전동 22-1,N,,3230000-202-2003-00034,3230000,서울특별시 송파구 석촌호수로 138 (삼전동),05600,01,영업/정상,공동탕업,Y,02-413-4948,0,1,0,1
,,,석촌탕,,공동탕업,,,,,208414.714249625,444871.098822613,2026-04-22 22:32:48,I,01,영업,,2005-12-02 00:00:00,2003-02-27,360.00,138-840,서울특별시 송파구 삼전동 129-7,N,,3230000-202-2003-00035,3230000,서울특별시 송파구 백제고분로31길 38 (삼전동),05602,01,영업/정상,공동탕업,N,02-414-8228,,,,
,,,우성사우나,,공동탕업,,,,,210347.070743819,443830.404153393,2026-04-22 22:32:48,I,01,영업,,2019-02-08 10:23:48,2003-02-27,330.00,138-804,서울특별시 송파구 가락동 96-1,N,,3230000-202-2003-00040,3230000,서울특별시 송파구 송파대로32길 8 (가락동),05711,01,영업/정상,공동탕업,N,02-449-0799,,,,
,,,고려탕,,공동탕업,,,,,210157.982848801,443191.865894673,2026-04-22 22:32:54,I,01,영업,,2022-06-22 10:48:04,2003-02-27,693.00,138-885,서울특별시 송파구 문정동 150-35,N,,3230000-202-2003-00042,3230000,서울특별시 송파구 송파대로27길 30 (문정동),05833,01,영업/정상,공동탕업,N,02-449-5946,,,,
,,,진주사우나,,공동탕업,,,,,207497.87969687,445232.032256783,2026-04-22 22:32:48,I,01,영업,,2017-05-17 15:32:55,2003-02-27,266.40,138-862,서울특별시 송파구 잠실동 208-6,N,,3230000-202-2003-00051,3230000,서울특별시 송파구 석촌호수로12길 8 (잠실동),05559,01,영업/정상,공동탕업,N,02-417-4503,,,,
,,,영대중목욕탕,,공동탕업,,,,,207830.364872207,444935.642066509,2026-04-22 22:32:48,I,01,영업,,2021-09-30 15:04:07,2003-02-27,288.00,138-864,서울특별시 송파구 잠실동 252-2,N,,3230000-202-2003-00052,3230000,서울특별시 송파구 삼전로 89 (잠실동),05566,01,영업/정상,공동탕업,N,02-422-6197,,,,
,,,롯데호텔남성사우나,,공동탕업,,,,,208589.363343145,445455.90405262,2026-04-22 22:32:52,I,01,영업,,2025-02-11 15:17:27,2003-02-27,567.24,138-915,서울특별시 송파구 잠실동 40-1 롯데호텔,N,,3230000-202-2003-00056,3230000,"서울특별시 송파구 올림픽로 240, 지상4,5층 (잠실동, 롯데호텔)",05554,01,영업/정상,공동탕업,N,02-419-7000,,,,
0,,0,잠실수양 불한증막,0,공동탕업+찜질시설서비스영업,,,,,209708.127928039,445937.543455637,2026-04-22 22:32:52,I,01,영업,,2025-12-10 14:33:45,2003-02-27,"3,000.00",138-827,"서울특별시 송파구 방이동 39-2 지하1,2층",N,,3230000-202-2003-00061,3230000,"서울특별시 송파구 오금로11길 33 (방이동,지하1,2층)",05543,01,영업/정상,공동탕업+찜질시설서비스영업,N,02-0556-6600,0,0,0,0
0,,1,엄마손대중사우나,0,공동탕업,,,,,209440.726523187,444369.495694674,2026-04-22 22:32:47,I,01,영업,,2019-04-23 11:12:48,2003-02-27,"1,188.00",138-846,서울특별시 송파구 석촌동 277-2 지하1층,N,,3230000-202-2003-00062,3230000,서울특별시 송파구 가락로 103 (석촌동),05688,01,영업/정상,공동탕업,N,02-413-8882,0,1,0,1
4,,1,토성사우나,,공동탕업,,,,,209895.702319556,447471.180557382,2026-04-22 22:32:47,I,01,영업,,2018-10-30 13:16:48,2003-10-21,811.80,138-040,서울특별시 송파구 풍납동 508 한강극동(아) 제상가동 지하1층,N,,3230000-202-2003-00071,3230000,"서울특별시 송파구 토성로 38-6 (풍납동,한강극동(아) 제상가동 지하1층)",05536,01,영업/정상,공동탕업,N,02-477-1488,,1,,1
7,,0,백제불한증막인삼사우나,2,공동탕업,,,,,208682.946639076,444522.26110806,2026-04-22 22:32:47,I,01,영업,,2024-11-15 15:57:57,2004-03-19,"1,879.47",138-842,서울특별시 송파구 석촌동 15 지하1-4층및지상1층,N,,3230000-202-2004-00003,3230000,"서울특별시 송파구 백제고분로 293 (석촌동,지하1-4층및지상1층)",05614,01,영업/정상,공동탕업,N,02-412-6111,1,1,1,4
18,자가,5,라파사우나,2,공동탕업,,,,,211802.518980374,443982.241438404,2026-04-22 22:32:46,I,01,영업,,2020-03-18 09:04:21,2006-12-14,"1,663.00",138-810,서울특별시 송파구 가락동 166-2 에스케이허브파크지하1층,N,,3230000-202-2006-00005,3230000,"서울특별시 송파구 오금로 396 (가락동,에스케이허브파크지하1층)",05769,01,영업/정상,공동탕업,Y,02-0448-5550,,1,,1
0,임대,0,옵티멈스포츠클럽,6,공동탕업,,,,,209039.148023482,446007.966801057,2026-04-22 22:32:54,I,01,영업,,2025-05-13 17:17:59,2007-08-08,166.22,138-934,서울특별시 송파구 신천동 7-12 5층,N,,3230000-202-2007-00001,3230000,"서울특별시 송파구 올림픽로35가길 16, 5층 (신천동)",05510,01,영업/정상,공동탕업,Y,,5,0,5,0
0,,0,송파여성소금한증막,3,공동탕업+찜질시설서비스영업,,,,,209595.57571932,444378.542780322,2026-04-22 22:32:54,I,01,영업,,2020-12-10 11:19:39,2014-02-19,485.32,138-847,서울특별시 송파구 석촌동 296-4,N,,3230000-202-2014-00002,3230000,"서울특별시 송파구 가락로 120, 지하1층 (석촌동)",05697,01,영업/정상,공동탕업+찜질시설서비스영업,Y,02-413-3388,,1,,1
0,,0,시그마스포츠클럽,2,목욕장업 기타,,,,,208994.017991356,445826.545566831,2026-04-22 22:32:54,I,01,영업,,2025-04-15 10:39:25,2014-03-11,922.04,138-934,서울특별시 송파구 신천동 7-19,N,,3230000-202-2014-00003,3230000,"서울특별시 송파구 올림픽로 289, 지하1,2층 (신천동, 잠실시그마타워)",05510,01,영업/정상,목욕장업 기타,N,02-3434-6160,,1,,2
0,,0,주식회사 잠실투엑스휘트니스,1,목욕장업 기타,,,,,210580.683290918,443657.71204579,2026-04-22 22:32:55,I,01,영업,0,2018-01-24 14:49:10,2016-10-05,60.00,138-803,서울특별시 송파구 가락동 80,N,0,3230000-202-2016-00002,3230000,"서울특별시 송파구 송파대로28길 27, 지하1층 (가락동)",05718,01,영업/정상,목욕장업 기타,N,02-2043-9811,,1,,1
0,,0,워터킹덤 워터파크 & 스파,2,공동탕업+찜질시설서비스영업,,,,,210868.397496689,442053.227933005,2026-04-22 22:32:54,I,01,영업,0,2018-11-20 17:38:28,2017-01-05,"2,531.00",138-888,서울특별시 송파구 문정동 618,N,0,3230000-202-2017-00001,3230000,"서울특별시 송파구 송파대로 111, 202동 101호 (문정동, 하비오길동 광장로)",05837,01,영업/정상,공동탕업+찜질시설서비스영업,Y,,1,,1,
0,,0,피트니스 비엠,2,목욕장업 기타,,,,,206916.75835,445485.4447736,2026-04-22 22:32:55,I,01,영업,0,2017-07-27 12:40:40,2017-07-27,390.00,138-861,서울특별시 송파구 잠실동 175-6,N,1,3230000-202-2017-00003,3230000,"서울특별시 송파구 올림픽로 76, 13층 (잠실동, J 타워)",05556,01,영업/정상,목욕장업 기타,N,,13,,13,
0,임대,0,유어짐 가락,6,공동탕업,,,,,210431.832858016,443465.4592322,2026-04-22 22:32:54,I,01,영업,0,2020-06-11 15:05:25,2020-06-11,636.44,138-715,서울특별시 송파구 가락동 99-3 제일오피스텔,N,0,3230000-202-2020-00001,3230000,"서울특별시 송파구 송파대로 260, 제일오피스텔 지하2층 (가락동)",05719,01,영업/정상,공동탕업,N,02-430-9864,2,,2,
0,,0,롯데호텔 여성사우나,0,목욕장업 기타,,,,,208589.363343145,445455.90405262,2026-04-22 22:32:54,I,01,영업,0,2025-02-11 15:20:15,2022-03-29,316.90,138-721,서울특별시 송파구 잠실동 40-1 롯데월드,N,0,3230000-202-2022-00001,3230000,"서울특별시 송파구 올림픽로 240, 5층 (잠실동)",05554,01,영업/정상,목욕장업 기타,N,,5,,5,
0,,0,양파불한증막,2,한증막업,,,,,211175.631035284,442853.653892969,2026-04-22 22:32:54,I,01,영업,0,2024-07-25 15:32:22,2024-07-25,175.68,138-824,서울특별시 송파구 문정동 21,N,0,3230000-202-2024-00001,3230000,"서울특별시 송파구 송이로32길 26, 지층 (문정동)",05803,01,영업/정상,한증막업,N,,,,,
