사업장명,폐업일자,좌표X,좌표Y,민원종류명,데이터갱신시점,데이터갱신구분,지정일자,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
(주)씨앤코컴퍼니 고려대 현대자동차경영관점(이마트24),,202789.692329185,454049.551940162,제7조의3제2항에따른경우,2026-05-01 22:43:58,I,2023-01-31,0,정상영업,2023-01-31 13:37:07,,2023-01-31,,서울특별시 성북구 안암동5가 1-2 고려대학교안암캠퍼스,2023307029905600002,3070000,"서울특별시 성북구 안암로 145, 고려대학교안암캠퍼스 B1층 (안암동5가)",02841,01,영업/정상,,,
동부할인마트,2004-07-26,,,,2026-05-01 22:42:08,I,,2,폐업처리,2008-02-21 00:00:00,,2003-10-10,,서울특별시 동대문구 청량리동 214호 홍릉동부(아) 상가 106호,2003305008205600152,3050000,,,03,폐업,,,02-964-3470
영슈퍼,2004-05-18,201491.758664406,455543.694109573,,2026-05-01 22:42:40,I,,2,폐업처리,2008-02-21 00:00:00,,2002-11-21,,서울특별시 성북구 정릉동 16번지 200호,2002307009905626919,3070000,서울특별시 성북구 정릉로34길 11 (정릉동),,03,폐업,,,
고창슈퍼,2012-10-05,204780.013360971,453134.42857571,2009년11월법개정전자료,2026-05-01 22:41:49,I,1998-11-10,2,폐업처리,2012-10-05 09:23:03,,1998-11-10,130-021,서울특별시 동대문구 전농1동 196번지 5호,1998305008205609015,3050000,서울특별시 동대문구 전농로23길 11 (전농동),,03,폐업,2011-04-12,2011-05-11,02-2247-7881
경희대학교소비자생활협동조합,,204469.209049094,454934.047367752,제7조의3제3항에따른경우,2026-05-01 22:42:48,I,2022-08-23,0,정상영업,2022-08-23 10:45:55,,2022-08-23,,서울특별시 동대문구 회기동 1-5 경희대학교,2022305014005600030,3050000,"서울특별시 동대문구 경희대로 26-6, 경희대학교 내 생활과학대학매점 (회기동)",02453,01,영업/정상,,,02-961-0233
경희대호텔전문매점,2001-10-06,,,,2026-05-01 22:41:53,I,,2,폐업처리,2008-02-21 00:00:00,,1998-03-27,,서울특별시 동대문구 회기동 1호,1998305008205621058,3050000,,,03,폐업,,,
GS25장안경남점,,205913.409151361,451474.700602736,2009년11월법개정전자료,2026-05-01 22:42:13,I,2006-01-24,5,지정취소,2018-06-08 10:39:13,2018-05-03,2006-01-24,,서울특별시 동대문구 장안동 436번지 4호,2006305008205600009,3050000,서울특별시 동대문구 장한로 52 (장안동),,04,취소/말소/만료/정지/중지,,,
삼천포,2014-03-03,203723.340805195,453376.302380453,2009년11월법개정전자료,2026-05-01 22:41:35,I,1979-06-30,2,폐업처리,2014-03-03 17:15:50,,1979-06-30,,서울특별시 동대문구 제기동 457호,1979305008205604058,3050000,서울특별시 동대문구 왕산로35길 66 (제기동),,03,폐업,,,02-0923-5990
아리랑슈퍼,2011-07-05,204701.77488368,457170.634900363,2009년11월법개정전자료,2026-05-01 22:42:52,I,2009-09-11,2,폐업처리,2011-07-05 14:18:27,,2009-09-11,136-143,서울특별시 성북구 장위3동 82번지 4호,2009307013405600094,3070000,서울특별시 성북구 장위로49길 31 (장위동),,03,폐업,,,
장미미니식품,2006-11-24,205647.690541155,451563.75897105,,2026-05-01 22:41:56,I,,2,폐업처리,2008-02-21 00:00:00,,1999-11-11,,서울특별시 동대문구 장안동 399번지 51호,1999305008205615088,3050000,서울특별시 동대문구 천호대로77다길 11-15 (장안동),,03,폐업,,,02-2244-4942
믿음부동산,,202811.554302486,453717.873511327,제7조의3제2항에따른경우,2026-05-01 22:42:33,I,2012-11-23,3,직권취소,2018-03-27 18:08:27,2018-03-27,2012-11-23,130-060,서울특별시 동대문구 제기동 67번지 208호 1층,2012305014005600135,3050000,서울특별시 동대문구 안암로 118 (제기동),,04,취소/말소/만료/정지/중지,,,
현대유통,2016-01-22,206093.183818854,455584.872318917,제7조의3제2항에따른경우,2026-05-01 22:42:29,I,2011-04-29,2,폐업처리,2016-01-22 10:29:09,,2011-04-29,130-081,서울특별시 동대문구 이문1동 45번지 이문대우아파트 상가 101호,2011305010005600044,3050000,"서울특별시 동대문구 한천로58길 139 (이문동,이문대우아파트 상가 101호)",,03,폐업,,,
두산위브,2007-11-23,205027.544251529,451546.21295578,2009년11월법개정전자료,2026-05-01 22:42:15,I,2007-07-09,2,폐업처리,2007-11-23 13:04:35,,2007-07-09,,"서울특별시 동대문구 답십리동 998호 두산위브상가105동1-1,2호",2007305010005600087,3050000,"서울특별시 동대문구 황물로15길 25 (답십리동,두산위브상가105동1-1,2호)",,03,폐업,,,
경원슈퍼,2003-02-07,203399.553298478,453300.369125443,,2026-05-01 22:41:59,I,,2,폐업처리,2008-02-21 00:00:00,,2000-02-18,,서울특별시 동대문구 제기동 895호,2000305008205604017,3050000,서울특별시 동대문구 약령시로14길 19 (제기동),,03,폐업,,,02-2244-8868
제일상회,,203397.282060237,453025.117728275,제7조의3제2항에따른경우,2026-05-01 22:42:36,I,2014-04-03,0,정상영업,2014-04-04 11:02:09,,2014-04-03,130-060,서울특별시 동대문구 제기동 1022번지,2014305014005600027,3050000,서울특별시 동대문구 왕산로 147 (제기동),,01,영업/정상,,,
씨유(CU) 신흥래미안점,2025-07-23,204895.221861864,452222.757305655,제7조의3제2항에따른경우,2026-05-01 22:42:48,I,2023-12-21,2,폐업처리,2025-07-23 13:53:22,,2023-12-21,,서울특별시 동대문구 답십리동 249-24,2023305021005600055,3050000,"서울특별시 동대문구 전농로3길 102, 1층 (답십리동)",02599,03,폐업,,,
래미안상가공인중개사사무소,,205383.159852982,455934.88605116,제7조의3제2항에따른경우,2026-05-01 22:43:53,I,2020-07-29,0,정상영업,2020-07-29 13:06:22,,2020-07-29,,서울특별시 성북구 석관동 332-547,2020307028605600034,3070000,"서울특별시 성북구 돌곶이로 13, 1층 (석관동)",02788,01,영업/정상,,,
미라클커피숍,,,,2009년11월법개정전자료,2026-05-01 22:43:40,I,1999-06-11,0,정상영업,2014-03-24 17:52:54,,1999-06-11,136-101,서울특별시 성북구 정릉동 산 72번지 1호 우성상가 1층 A동,2014307021605600084,3070000,,,01,영업/정상,,,02-942-4408
백운목장,,202028.368342498,456136.725218379,2009년11월법개정전자료,2026-05-01 22:42:37,I,2002-04-09,5,지정취소,2016-12-23 10:58:57,2003-11-11,2002-04-09,,서울특별시 성북구 길음동 1154호,2002307009905600163,3070000,서울특별시 성북구 삼양로 50 (길음동),,04,취소/말소/만료/정지/중지,,,
국제상사,2016-10-17,203875.693195775,453153.04153216,제7조의3제2항에따른경우,2026-05-01 22:42:37,I,2014-10-02,2,폐업처리,2016-10-17 12:21:26,,2014-10-02,130-010,서울특별시 동대문구 청량리동 744번지,2014305014005600098,3050000,"서울특별시 동대문구 홍릉로 3 (청량리동, 744,743-3번지1층))",,03,폐업,,,
강남상회,2010-10-08,200001.570119993,456011.761498437,2009년11월법개정전자료,2026-05-01 22:42:42,I,2003-07-29,2,폐업처리,2010-10-08 12:55:37,,2003-07-29,,서울특별시 성북구 정릉동 644번지 15  호,2003307009905683048,3070000,서울특별시 성북구 정릉로10가길 28 (정릉동),,03,폐업,,,
세븐일레븐 정릉천점,2019-05-02,200651.77719694,456446.683694261,제7조의3제2항에따른경우,2026-05-01 22:43:47,I,2018-05-15,2,폐업처리,2019-05-02 16:33:37,,2018-05-15,,서울특별시 성북구 정릉동 336번지 2호,2018307021605600034,3070000,"서울특별시 성북구 솔샘로18길 58, 1층 (정릉동)",02709,03,폐업,,,
.,2003-06-19,202869.078014634,455812.437481923,,2026-05-01 22:42:26,I,,2,폐업처리,2008-02-21 00:00:00,,1998-10-10,,서울특별시 성북구 하월곡동 90번지 1636호,1998307009905682110,3070000,서울특별시 성북구 화랑로1길 34 (하월곡동),,03,폐업,,,
씨유답십리삼성위브점,2024-04-17,204696.572647481,452195.522783718,제7조의3제2항에따른경우,2026-05-01 22:42:47,I,2021-03-19,2,폐업처리,2024-04-17 14:08:51,,2021-03-19,,서울특별시 동대문구 답십리동 1003 래미안위브,2021305014005600011,3050000,"서울특별시 동대문구 답십리로 130, 근린생활시설-2 2-3호 (답십리동, 래미안위브)",02598,03,폐업,,,
태양슈퍼,2011-05-12,200718.316132523,454196.564161938,2009년11월법개정전자료,2026-05-01 22:42:49,I,2007-11-16,2,폐업처리,2011-05-12 17:03:34,,2007-11-16,136-031,서울특별시 성북구 삼선동1가 116번지,2007307013405683121,3070000,서울특별시 성북구 성북로2길 60 (동소문동1가),,03,폐업,,,
화장품랜드,2004-02-11,203889.857103919,452906.704906841,,2026-05-01 22:42:09,I,,2,폐업처리,2008-02-21 00:00:00,,2004-02-04,,서울특별시 동대문구 전농동 620번지 46호,2004305008205600019,3050000,서울특별시 동대문구 답십리로3길 18 (전농동),,03,폐업,,,
식품,2002-04-10,203827.941309419,452859.507839399,,2026-05-01 22:41:37,I,,2,폐업처리,2008-02-21 00:00:00,,1987-05-25,,서울특별시 동대문구 전농동 622번지 10호,1987305008205607003,3050000,,,03,폐업,,,02-0963-3417
헌트(종암점),,202902.758352705,455452.355337589,,2026-05-01 22:42:40,I,,3,직권취소,2008-02-21 00:00:00,2004-11-20,2002-10-31,,서울특별시 성북구 종암동 3번지 602호,2002307009905626911,3070000,서울특별시 성북구 종암로 126 (종암동),,04,취소/말소/만료/정지/중지,,,
유림슈퍼,2019-11-12,205118.979588227,451645.945071717,제7조의3제2항에따른경우,2026-05-01 22:42:43,I,2017-08-22,2,폐업처리,2019-11-12 15:51:52,,2017-08-22,,서울특별시 동대문구 답십리동 19번지 67호,2017305014005600065,3050000,"서울특별시 동대문구 한천로11길 61-1, 1층 (답십리동)",02616,03,폐업,,,02-2249-1872
여주상회,2005-04-07,203033.744039226,453561.798289329,,2026-05-01 22:41:55,I,,2,폐업처리,2008-02-21 00:00:00,,1999-07-23,,서울특별시 동대문구 제기동 132번지 20호,1999305008205605010,3050000,서울특별시 동대문구 약령시로9길 33 (제기동),,03,폐업,,,02-0923-3740
한양식품,2024-12-02,203425.760317342,452959.544650573,2009년11월법개정전자료,2026-05-01 22:42:17,I,2007-08-29,2,폐업처리,2024-12-02 17:03:21,,2007-08-29,,서울특별시 동대문구 제기동 1018번지,2007305010005600113,3050000,서울특별시 동대문구 왕산로 147 (제기동),,03,폐업,,,
세븐일레븐이문로삼거리점,,205361.371829977,456080.887898155,제7조의3제2항에따른경우,2026-05-01 22:43:32,I,2012-06-12,0,정상영업,2012-07-06 18:21:17,,2012-06-12,136-150,서울특별시 성북구 석관동 321번지 5호 1층,2012307018905681146,3070000,서울특별시 성북구 돌곶이로8길 5 (석관동),,01,영업/정상,,,
(주)한울에프앤에스(F&S),2020-09-24,203532.398547315,454427.801068962,제7조의3제2항에따른경우,2026-05-01 22:42:42,I,2016-10-06,2,폐업처리,2020-09-24 14:10:18,,2016-10-06,,서울특별시 동대문구 청량리동 산 5번지 7호,2016305014005600082,3050000,"서울특별시 동대문구 회기로 37, 1층 (청량리동)",02455,03,폐업,,,042-931-3880
나인스토리,2014-07-01,204510.729278646,452384.200483492,제7조의3제2항에따른경우,2026-05-01 22:42:35,I,2014-01-28,2,폐업처리,2014-07-01 16:17:08,,2014-01-28,130-806,서울특별시 동대문구 답십리동 521번지 22호,2014305014005600012,3050000,서울특별시 동대문구 답십리로 103 (답십리동),,03,폐업,,,22435511
세븐일레븐고대원룸점,2014-08-21,202923.902282945,453714.203193942,제7조의3제2항에따른경우,2026-05-01 22:42:33,I,2012-12-21,2,폐업처리,2014-08-21 19:01:34,,2012-12-21,130-060,서울특별시 동대문구 제기동 67번지 382호,2012305014005600144,3050000,"서울특별시 동대문구 제기로2길 23, 101,102호 (제기동)",,03,폐업,,,
크린토피아 청량리롯데캐슬점,,203757.008715438,452923.162315716,제7조의3제2항에따른경우,2026-05-01 22:42:48,I,2023-09-07,0,정상영업,2023-09-07 12:11:26,,2023-09-07,,서울특별시 동대문구 전농동 622-1,2023305021005600041,3050000,"서울특별시 동대문구 답십리로 9, 1층 (전농동)",02559,01,영업/정상,,,
편의점사랑,2013-11-27,205871.48455217,452607.300838198,제7조의3제2항에따른경우,2026-05-01 22:42:30,I,2011-12-12,2,폐업처리,2013-11-27 19:41:59,,2011-12-12,130-808,서울특별시 동대문구 답십리2동 1번지 52호,2011305014005600059,3050000,서울특별시 동대문구 한천로 165 (답십리동),,03,폐업,,,
장안철물,2011-02-15,205557.505885967,451803.561981553,2009년11월법개정전자료,2026-05-01 22:42:20,I,2008-03-25,2,폐업처리,2011-02-15 09:31:09,,2008-03-25,130-836,서울특별시 동대문구 장안동 190번지 28호,2008305010005600035,3050000,서울특별시 동대문구 한천로 78 (장안동),,03,폐업,,,22424093
지편의점,2018-01-03,202165.405300438,452692.783720081,제7조의3제2항에따른경우,2026-05-01 22:42:36,I,2014-04-30,2,폐업처리,2018-01-03 17:16:09,,2014-04-30,130-810,서울특별시 동대문구 신설동 76번지 36호,2014305014005600035,3050000,"서울특별시 동대문구 왕산로 15-1, 1층 (신설동)",,03,폐업,,,070-7604-4070
헬로시가,,205663.082536177,451816.269666848,제7조의3제2항에따른경우,2026-05-01 22:42:41,I,2016-06-10,5,지정취소,2021-06-15 09:29:43,2021-06-15,2016-06-10,,서울특별시 동대문구 장안동 189번지 1호,2016305014005600051,3050000,서울특별시 동대문구 답십리로64길 104 (장안동),02627,04,취소/말소/만료/정지/중지,,,
새로나부동산,2015-10-26,206524.120752695,452151.329563696,제7조의3제2항에따른경우,2026-05-01 22:42:36,I,2014-07-08,2,폐업처리,2015-10-26 17:10:35,,2014-07-08,130-101,서울특별시 동대문구 장안동 334번지 7호,2014305014005600062,3050000,"서울특별시 동대문구 장한로26길 55, 105호 (장안동, 성일상가)",,03,폐업,,,22453427
J마트,2011-02-11,203950.759833872,456827.893211245,2009년11월법개정전자료,2026-05-01 22:43:07,I,2011-02-11,2,폐업처리,2011-02-11 17:15:29,,2011-02-11,136-141,서울특별시 성북구 장위1동 233번지 251호,2011307018905600123,3070000,서울특별시 성북구 장위로 80 (장위동),,03,폐업,,,02-915-8149
만경상회,2024-11-26,204365.431359021,454201.833422634,2009년11월법개정전자료,2026-05-01 22:41:37,I,1986-03-07,2,폐업처리,2024-11-26 10:58:23,,1986-03-07,,서울특별시 동대문구 회기동 102번지 110 호,1986305008205621023,3050000,서울특별시 동대문구 회기로12길 29 (회기동),,03,폐업,,,02-0964-9391
청원식품,2003-03-05,205456.926682985,456817.768431237,,2026-05-01 22:42:35,I,,2,폐업처리,2008-02-21 00:00:00,,2001-08-30,,서울특별시 성북구 석관동 168번지 31호,2001307009905600061,3070000,서울특별시 성북구 화랑로 310 (석관동),,03,폐업,,,
동방유통,2004-05-10,,,,2026-05-01 22:42:28,I,,2,폐업처리,2008-02-21 00:00:00,,1999-12-29,,서울특별시 성북구 장위동 230번지 83호,1999307009905602698,3070000,서울특별시 성북구 장위로 53 (장위동),,03,폐업,,,
한도상회,2013-02-13,203628.592373663,453039.455667501,2009년11월법개정전자료,2026-05-01 22:41:36,I,1984-06-30,2,폐업처리,2013-02-13 09:36:13,,1984-06-30,,서울특별시 동대문구 제기동 651호,1984305008205604035,3050000,서울특별시 동대문구 왕산로33길 5 (제기동),,03,폐업,2013-01-31,2013-02-28,02-0966-7687
김순옥,2007-02-06,203708.528479455,452723.367968497,,2026-05-01 22:42:10,I,,2,폐업처리,2008-02-21 00:00:00,,2004-09-20,,서울특별시 동대문구 용신동 39번지 548호,2004305008205600132,3050000,서울특별시 동대문구 천호대로35길 82 (용두동),,03,폐업,,,
씨유회기중앙점,,205044.455486451,454253.066065736,제7조의3제2항에따른경우,2026-05-01 22:42:47,I,2020-02-11,0,정상영업,2020-02-11 10:48:05,,2020-02-11,,서울특별시 동대문구 휘경동 183번지 126호 공주빌딩,2020305014005600016,3050000,"서울특별시 동대문구 회기로29길 9, 공주빌딩 1층 (휘경동)",02445,01,영업/정상,,,
인쇄프라자,2024-12-05,201876.382940056,453170.305690883,제7조의3제2항에따른경우,2026-05-01 22:43:46,I,2017-05-18,2,폐업처리,2024-12-05 16:41:50,,2017-05-18,,서울특별시 성북구 보문동7가 22번지 2호 1층,2017307021605600042,3070000,"서울특별시 성북구 보문로 60-1, 1층 (보문동7가)",02859,03,폐업,2024-06-17,2024-11-30,
양지슈퍼,,204560.937989649,456923.320184828,,2026-05-01 22:42:24,I,,0,정상영업,2008-02-21 00:00:00,,1997-06-20,,서울특별시 성북구 장위동 75번지 111호,1997307009905600159,3070000,서울특별시 성북구 돌곶이로 143 (장위동),,01,영업/정상,,,02-000-0000
알뜰수퍼,2008-02-18,201140.318332667,454293.08224083,2009년11월법개정전자료,2026-05-01 22:42:45,I,2004-12-13,2,폐업처리,2008-02-18 17:34:29,,2004-12-13,,서울특별시 성북구 삼선동4가 346호,2004307009905600182,3070000,,,03,폐업,,,02-921-0148
만물슈퍼,,205150.162881583,456044.365768974,2009년11월법개정전자료,2026-05-01 22:42:49,I,2007-12-21,3,직권취소,2024-12-13 11:07:13,2024-12-13,2007-12-21,136-815,서울특별시 성북구 석관동 261번지 239호 14통 2반,2007307013405683129,3070000,서울특별시 성북구 돌곶이로11길 27 (석관동),,04,취소/말소/만료/정지/중지,,,02-967-9254
스마일공인중개사사무소,2012-03-02,200512.291178585,456820.840425945,제7조의3제2항에따른경우,2026-05-01 22:43:29,I,2012-01-25,2,폐업처리,2012-03-02 12:04:49,,2012-01-25,136-100,서울특별시 성북구 정릉동 1031번지 1호 정릉힐스테이트3차 상가동 103호,2012307018905600009,3070000,"서울특별시 성북구 보국문로 116, 103호 (정릉동, 정릉힐스테이트3차상가동)",,03,폐업,,,02-912-4924
(주)코리아세븐 장안대로점,,206106.263450011,451845.465170908,제7조의3제2항에따른경우,2026-05-01 22:42:30,I,2011-09-20,0,정상영업,2012-10-25 15:12:33,,2011-09-20,130-101,서울특별시 동대문구 장안1동 365번지 7호  104,2011305014005600034,3050000,"서울특별시 동대문구 장한로 92 (장안동,104)",,01,영업/정상,,,22422129
(주)거도하드웨어,2013-01-28,204216.674973926,452195.501440914,제7조의3제2항에따른경우,2026-05-01 22:42:32,I,2012-09-19,2,폐업처리,2013-01-28 10:00:14,,2012-09-19,130-031,서울특별시 동대문구 답십리1동 469번지 6호,2012305014005600103,3050000,"서울특별시 동대문구 황물로 65, 1층 (답십리동)",,03,폐업,,,22121881
엘지슈퍼,,205640.309239034,451374.225244899,제7조의3제2항에따른경우,2026-05-01 22:42:41,I,2016-04-22,0,정상영업,2021-09-03 15:31:25,,2016-04-22,,서울특별시 동대문구 장안동 422-5,2016305014005600039,3050000,"서울특별시 동대문구 장한로5길 29, 101호 (장안동)",02635,01,영업/정상,,,
세븐일레븐 휘경시민점,2017-03-15,205278.524024703,453893.928087351,제7조의3제2항에따른경우,2026-05-01 22:42:41,I,2016-03-18,2,폐업처리,2017-03-15 17:31:56,,2016-03-18,,서울특별시 동대문구 휘경동 286번지 121호,2016305014005600025,3050000,"서울특별시 동대문구 망우로18나길 3, 1층 (휘경동)",02498,03,폐업,,,
현우슈퍼,2001-11-20,,,,2026-05-01 22:42:23,I,,2,폐업처리,2008-02-21 00:00:00,,1996-05-08,,서울특별시 성북구 길음동 21번지 119호,1996307009905600007,3070000,서울특별시 성북구 동소문로47나길 1 (길음동),,03,폐업,,,
영화세상,2006-01-26,,,2009년11월법개정전자료,2026-05-01 22:43:40,I,1999-06-02,2,폐업처리,2016-12-23 11:01:22,,1999-06-02,136-112,서울특별시 성북구 길음동 625번지 12호,2014307021605600141,3070000,,,03,폐업,,,02-942-3077
제일슈퍼,2002-05-10,202594.379424602,455064.632689473,,2026-05-01 22:42:28,I,,2,폐업처리,2008-02-21 00:00:00,,1999-04-28,,서울특별시 성북구 종암동 56번지 18호,1999307009905600170,3070000,서울특별시 성북구 종암로19길 83 (종암동),,03,폐업,,,
우석슈퍼,2010-10-20,204128.074204882,456649.557698717,2009년11월법개정전자료,2026-05-01 22:42:54,I,2010-10-20,2,폐업처리,2010-10-20 13:37:25,,2010-10-20,136-141,서울특별시 성북구 장위1동 233번지 79호,2010307013405600100,3070000,서울특별시 성북구 장위로28길 41 (장위동),,03,폐업,,,
SK 할인점,2008-10-31,,,2009년11월법개정전자료,2026-05-01 22:42:02,I,2001-08-20,2,폐업처리,2008-10-31 16:06:11,,2001-08-20,,서울특별시 동대문구 전농동 7호 SK부속상가2동 101호,2001305008205626129,3050000,,,03,폐업,,,02-2294-4733
토마토편의점,,205308.844394093,454979.337150158,제7조의3제2항에따른경우,2026-05-01 22:42:44,I,2018-08-17,0,정상영업,2018-08-17 09:42:53,,2018-08-17,,서울특별시 동대문구 이문동 288번지 4호,2018305014005600058,3050000,서울특별시 동대문구 이문로 118 (이문동),02419,01,영업/정상,,,
