축산일련번호,축산업무구분명,사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,관리번호,개방자치단체코드,주사육업종,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
2599,가축사육업,성원농원,2018-11-22,219566.180082687,382564.363054711,2026-04-28 22:01:13,I,0002,폐업,2018-11-22 15:40:04,,2017-04-06,,,경기도 안성시 미양면 법전리 ***-*,408000003320170014,4080000,육우,000,경기도 안성시 미양면 서미로 ***-**,17603,,03,폐업,,,
72,가축사육업,경남축산,2019-04-24,212334.985874345,393329.00600283,2026-04-28 22:00:53,I,0002,폐업,2019-04-25 20:52:29,,2005-01-27,0,456-811,경기도 안성시 원곡면 외가천리 ***-**,408000003320050032,4080000,육계,000,경기도 안성시 원곡면 만세로 ****-*,,,03,폐업,,,
796,가축사육업,흥안농장,,243339.505516736,401338.280294081,2026-04-28 22:00:59,I,0001,휴업,2020-04-27 15:50:04,,2005-06-07,0,456-914,경기도 안성시 일죽면 능국리 ***,408000003320050756,4080000,육계,000,경기도 안성시 일죽면 노동길 **,,,02,휴업,2020-01-02,2023-01-01,
1655,가축사육업,황터울목장,,239939.911937707,400506.4082958,2026-04-28 22:01:08,I,0000,정상,2022-08-12 16:18:13,,2008-07-02,0,456-912,"경기도 안성시 일죽면 고은리 ***-* , ***-*",408000003320080181,4080000,한우,000,경기도 안성시 일죽면 죽화로 ***-**,17525,,01,영업/정상,,,
499,가축사육업,상록수농장,2024-02-02,224030.152877782,392153.54092763,2026-04-28 22:00:55,I,0002,폐업,2024-02-05 10:16:40,,2005-04-16,0,456-340,경기도 안성시 금석동 **,408000003320050459,4080000,돼지,000,경기도 안성시 금석길 **-** (금석동),17539,,03,폐업,,,
1420,가축사육업,양성목장,2008-07-18,215747.593852771,392367.529561392,2026-04-28 22:01:05,I,0002,폐업,2008-08-08 11:23:37,,2007-09-21,0,456-933,경기도 안성시 양성면 방신리 ***,408000003320070112,4080000,한우,000,경기도 안성시 양성면 성하길 **-*,,,03,폐업,,,
1329,가축사육업,이글농장,,228681.991928156,392229.77950174,2026-04-28 22:01:04,I,0000,정상,2020-06-18 11:02:45,,2007-03-20,0,,경기도 안성시 보개면 상삼리 ***-*,408000003320070021,4080000,한우,000,경기도 안성시 보개면 내방상삼로 ***-*,17508,,01,영업/정상,,,
2308,가축사육업,용성농장,2013-12-01,242216.310658296,401961.685397319,2026-04-28 22:01:12,I,0002,폐업,2013-12-09 09:32:06,,2012-03-15,,456-914,경기도 안성시 일죽면 신흥리 ***-*,408000003320120035,4080000,오리,000,경기도 안성시 일죽면 일죽신흥로 ***-**,,,03,폐업,,,
2515,가축사육업,우리농장,,225302.177235676,386508.251201766,2026-04-28 22:01:12,I,0000,정상,2015-10-06 17:18:41,,2015-10-06,,456-290,경기도 안성시 중리동 ***-*,408000003320150030,4080000,육우,000,,,,01,영업/정상,,,
2511,가축사육업,신선목장,,213412.922722448,386474.26514867,2026-04-28 22:01:12,I,0000,정상,2015-09-09 11:14:18,,2015-09-09,,456-826,경기도 안성시 공도읍 진사리 ***-**,408000003320150026,4080000,한우,000,경기도 안성시 공도읍 진사길 ***-**,17564,,01,영업/정상,,,
1723,가축사육업,가온목장,,232767.032783832,395103.629999182,2026-04-28 22:01:08,I,0000,정상,2023-09-12 13:38:30,,2008-08-14,0,456-882,"경기도 안성시 삼죽면 진촌리 ***-* , ***",408000003320080249,4080000,젖소,000,경기도 안성시 삼죽면 개나리길 **-**,17516,,01,영업/정상,,,
353,가축사육업,광훈농장,2019-10-30,243913.567697774,396539.470449225,2026-04-28 22:00:54,I,0002,폐업,2019-10-01 13:33:54,,2005-03-30,0,456-913,경기도 안성시 일죽면 금산리 ***,408000003320050313,4080000,육우,000,경기도 안성시 일죽면 일생로 ***-**,,,03,폐업,,,
1366,가축사육업,오성농장,2012-03-08,212504.228408146,393352.54545276,2026-04-28 22:01:05,I,0002,폐업,2012-03-08 10:20:30,,2007-05-18,0,456-811,경기도 안성시 원곡면 외가천리 ***-**,408000003320070058,4080000,종계/산란계,000,경기도 안성시 원곡면 만세로 ****-*,,,03,폐업,,,
1132,가축사육업,형제농장,,227561.098323959,400269.145030989,2026-04-28 22:01:03,I,0004,말소,2020-02-14 21:56:02,,2005-08-05,0,456-873,경기도 안성시 보개면 북가현리 ***-*,408000003320051091,4080000,돼지,000,경기도 안성시 보개면 보개원삼로 ****,,,04,취소/말소/만료/정지/중지,,,
395,가축사육업,충헌농장,2020-02-18,225151.259815805,401430.174344848,2026-04-28 22:00:55,I,0002,폐업,2020-02-19 14:22:58,,2005-04-04,0,456-921,경기도 안성시 고삼면 쌍지리 ***-*,408000003320050355,4080000,돼지,000,경기도 안성시 고삼면 쌍지길 ***-**,,,03,폐업,,,
1249,가축사육업,장규농장,,227908.602859725,398917.707998321,2026-04-28 22:01:03,I,0000,정상,2016-08-31 14:27:03,,2005-12-29,0,456-873,경기도 안성시 보개면 동평리 ***-*,408000003320051199,4080000,육우,000,,,,01,영업/정상,,,
2605,가축사육업,진가네농장,,224385.745004984,395547.62735792,2026-04-28 22:01:13,I,0000,정상,2025-06-07 11:56:50,,2017-05-27,,,"경기도 안성시 대덕면 삼한리 ***-* ,***-*",408000003320170019,4080000,육계,000,경기도 안성시 대덕면 한사울길 **-**,17540,,01,영업/정상,,,
78,가축사육업,진성목장,2019-09-16,214357.676788698,384793.41986503,2026-04-28 22:00:53,I,0002,폐업,2019-09-24 22:20:51,,2005-01-27,0,456-842,경기도 안성시 미양면 신계리 ***,408000003320050038,4080000,젖소,000,경기도 안성시 미양면 신계길 ***-**,,,03,폐업,,,
899,가축사육업,안동목장,,225975.009399257,397921.789071401,2026-04-28 22:01:00,I,0000,정상,2025-06-05 09:12:29,,2005-06-22,0,456-922,경기도 안성시 고삼면 삼은리 ***,408000003320050859,4080000,젖소,000,경기도 안성시 고삼면 삼은길 ***,,,01,영업/정상,,,
2278,가축사육업,용진농장,,222466.489358103,397917.360388987,2026-04-28 22:01:11,I,0004,말소,2023-04-28 16:29:24,,2012-01-04,,456-922,경기도 안성시 고삼면 신창리 산 *,408000003320120006,4080000,한우,000,,,,04,취소/말소/만료/정지/중지,,,
722,가축사육업,농장,2015-09-08,,,2026-04-28 22:33:23,I,0002,폐업,2015-09-09 18:11:20,,2008-07-01,0,320-853,충청남도 논산시 양촌면 인천리 ***,454000003320080102,4540000,한우,000,,,,03,폐업,,,
1155,가축사육업,재섭농장,2023-02-13,236282.191700305,396060.21194017,2026-04-28 22:01:03,I,0002,폐업,2023-02-13 15:26:05,,2005-08-22,0,456-893,경기도 안성시 죽산면 두현리 ***-*,408000003320051114,4080000,육우,000,경기도 안성시 죽산면 두평길 **-**,,,03,폐업,,,
299,가축사육업,홍길동목장,,215685.716454061,390050.88496547,2026-04-28 22:00:54,I,0000,정상,2021-02-03 10:10:15,,2005-03-25,0,456-823,경기도 안성시 공도읍 만정리 ***-**,408000003320050259,4080000,젖소,000,경기도 안성시 공도읍 도화길 **-**,,,01,영업/정상,,,
2104,가축사육업,정성농장,2012-05-01,235643.741813067,395736.102128054,2026-04-28 22:01:11,I,0002,폐업,2012-05-01 18:01:34,,2011-02-13,0,456-892,경기도 안성시 죽산면 장능리 **-*,408000003320110011,4080000,돼지,000,경기도 안성시 죽산면 능앞길 ***-**,,,03,폐업,,,
986,가축사육업,상봉농장,,228749.682100894,393417.950324473,2026-04-28 22:01:01,I,0004,말소,2022-06-20 17:33:37,,2005-07-07,0,456-874,경기도 안성시 보개면 북좌리 ***,408000003320050945,4080000,돼지,000,경기도 안성시 보개면 보개산로 ***-**,,,04,취소/말소/만료/정지/중지,,,
130,가축사육업,교찬목장,2020-05-01,227330.960777934,386326.074930332,2026-04-28 22:00:53,I,0002,폐업,2020-05-01 15:33:28,,2005-02-19,0,456-861,경기도 안성시 금광면 오산리 ***-*,408000003320050090,4080000,육우,000,,,,03,폐업,,,
2208,가축사육업,에덴농장,,228739.0721109,399137.089651992,2026-04-28 22:01:11,I,0000,정상,2016-09-07 11:14:20,,2011-07-21,,456-873,경기도 안성시 보개면 동평리 ***,408000003320110112,4080000,한우,000,경기도 안성시 보개면 동양길 **,,,01,영업/정상,,,
648,가축사육업,한울농장,,218585.611463263,385292.855242426,2026-04-28 22:00:57,I,0000,정상,2018-10-04 20:48:31,,2005-05-13,0,456-873,경기도 안성시 미양면 마산리 ***-*,408000003320050608,4080000,육우,000,경기도 안성시 미양면 고지길 **,17601,,01,영업/정상,,,
623,가축사육업,재숙목장,2022-12-13,224002.646267564,395359.951795401,2026-04-28 22:00:57,I,0002,폐업,2022-12-16 08:44:44,,2005-05-12,0,456-832,경기도 안성시 대덕면 삼한리 ***,408000003320050583,4080000,육우,000,경기도 안성시 대덕면 한사울길 **-**,,,03,폐업,,,
545,가축사육업,택구농장,2020-02-18,235698.357906289,394996.626885964,2026-04-28 22:00:56,I,0002,폐업,2020-02-19 14:21:50,,2005-04-25,0,456-892,경기도 안성시 죽산면 장계리 ***-*,408000003320050505,4080000,돼지,000,경기도 안성시 죽산면 능앞길 ***-**,,,03,폐업,,,
127,가축사육업,풍걸농장,,227912.012372878,389252.652351656,2026-04-28 22:00:53,I,0000,정상,2025-12-25 21:14:45,,2005-02-19,0,456-862,경기도 안성시 금광면 신양복리 ***-*,408000003320050087,4080000,육우,000,경기도 안성시 금광면 진안로 ****-**,,,01,영업/정상,,,
2784,가축사육업,성필농장,,245292.300424227,400358.482192597,2026-04-28 22:01:14,I,0000,정상,2021-06-07 20:14:03,,2021-06-07,,,"경기도 안성시 일죽면 당촌리 **-*, **-*, **-*",408000003320210018,4080000,한우,000,경기도 안성시 일죽면 조목동길 **-*,17527,,01,영업/정상,,,
159,가축사육업,선일목장,,222521.854714682,398039.980607543,2026-04-28 22:00:53,I,0000,정상,2022-07-06 13:31:56,,2005-03-05,0,456-921,경기도 안성시 고삼면 가유리 ***-*,408000003320050119,4080000,한우,000,경기도 안성시 고삼면 개울말길 **-*,17505,,01,영업/정상,,,
1248,가축사육업,환상 목장,,227411.29200982,393697.921112559,2026-04-28 22:01:03,I,0004,말소,2023-04-28 16:31:28,,2005-12-29,0,456-874,경기도 안성시 보개면 오두리 ***,408000003320051198,4080000,한우,000,경기도 안성시 보개면 남사당로 ***-**,,,04,취소/말소/만료/정지/중지,,,
755,가축사육업,봉축농장,,218027.675426585,384353.687660609,2026-04-28 22:00:58,I,0000,정상,2021-10-15 07:55:32,,2005-05-30,0,456-842,경기도 안성시 미양면 고지리 ***,408000003320050715,4080000,한우,000,경기도 안성시 미양면 보촌*길 **,,,01,영업/정상,,,
997,가축사육업,사랑목장,2022-09-02,218738.096355662,384562.141311786,2026-04-28 22:01:01,I,0002,폐업,2022-09-02 16:44:57,,2005-07-07,0,456-842,경기도 안성시 미양면 고지리 ***,408000003320050956,4080000,육우,000,경기도 안성시 미양면 고지길 ***,,,03,폐업,,,
1081,가축사육업,차호목장,,216656.83291909,384537.330827135,2026-04-28 22:01:02,I,0004,말소,2023-04-28 16:43:35,,2005-07-28,0,456-842,경기도 안성시 미양면 개정리 ***-*,408000003320051040,4080000,육우,000,경기도 안성시 미양면 개정사거리길 *-**,,,04,취소/말소/만료/정지/중지,,,
1468,가축사육업,석화 농장,,218393.462001276,395765.473060604,2026-04-28 22:01:06,I,0000,정상,2026-03-17 15:56:55,,2007-12-27,0,456-934,"경기도 안성시 양성면 석화리 *** ,***,***",408000003320070160,4080000,한우,000,경기도 안성시 양성면 돌꽃지길 ***-**,17502,,01,영업/정상,,,
2036,가축사육업,태훈농장,,221942.862373362,382393.500643121,2026-04-28 22:01:10,I,0000,정상,2020-10-21 13:01:57,,2010-06-29,0,456-851,경기도 안성시 서운면 송산리 **-*,408000003320100050,4080000,한우,000,경기도 안성시 서운면 솔뫼로 ***-**,,,01,영업/정상,,,
1080,가축사육업,대순농장,2018-11-16,216966.261946723,384692.826180395,2026-04-28 22:01:02,I,0002,폐업,2018-11-16 19:51:33,,2005-07-28,0,456-842,경기도 안성시 미양면 개정리 ***-*,408000003320051039,4080000,육우,000,경기도 안성시 미양면 미양로 ***,,,03,폐업,,,
1765,가축사육업,우리보리소안성사업단 제2농장,2012-05-17,219322.042097665,383962.680426066,2026-04-28 22:01:08,I,0002,폐업,2016-09-06 09:13:30,,2008-12-22,0,456-842,경기도 안성시 미양면 고지리 **,408000003320080291,4080000,육우,L00,경기도 안성시 미양면 고지*길 ***-**,,,03,폐업,,,
2291,가축사육업,초원농장,2019-03-25,227446.161873857,390773.497505065,2026-04-28 22:01:11,I,0002,폐업,2019-03-26 21:07:25,,2012-02-12,,456-872,"경기도 안성시 보개면 내방리 ***-* 외*필(***-*,***-*)",408000003320120019,4080000,오리,000,,,,03,폐업,,,
2611,가축사육업,재현농장,,235968.025545209,399197.518244985,2026-04-28 22:01:13,I,0000,정상,2022-05-30 13:34:14,,2017-07-24,,,"경기도 안성시 삼죽면 내장리 ** , **, **, **-*",408000003320170025,4080000,돼지,000,경기도 안성시 삼죽면 상삼로 ***,17512,,01,영업/정상,,,
2833,가축사육업,시아농장,,224066.307432587,396249.407984764,2026-04-28 22:01:14,I,0000,정상,2024-02-20 09:44:29,,2024-02-20,,,경기도 안성시 대덕면 대농리 ***,408000003320240002,4080000,한우,000,경기도 안성시 대덕면 대농*길 **,,,01,영업/정상,,,
582,가축사육업,덕봉농장,2025-03-21,217008.956643771,394470.504926524,2026-04-28 22:00:57,I,0002,폐업,2025-03-21 16:59:38,,2005-05-03,0,456-933,경기도 안성시 양성면 덕봉리 **,408000003320050542,4080000,돼지,000,경기도 안성시 양성면 덕봉서원로 ***-**,17503,,03,폐업,,,
800,가축사육업,달우물농장,,240921.847175486,399687.089592906,2026-04-28 22:00:59,I,0000,정상,2023-12-01 13:07:38,,2005-06-07,0,456-912,"경기도 안성시 일죽면 월정리 **-* , **-*",408000003320050760,4080000,돼지,000,경기도 안성시 일죽면 일죽신동길 ***,17530,,01,영업/정상,,,
2106,가축사육업,용희농장,2018-04-23,219446.613934122,382666.527454313,2026-04-28 22:01:11,I,0002,폐업,2018-04-25 19:10:05,,2011-02-13,0,456-842,경기도 안성시 미양면 법전리 ***,408000003320110013,4080000,육우,000,경기도 안성시 미양면 서미로 ***-**,,,03,폐업,,,
2383,가축사육업,농업회사법인 골드아이(유),,243379.705673636,399961.580107128,2026-04-28 22:01:12,I,0000,정상,2022-02-03 15:25:40,,2013-02-20,,456-914,경기도 안성시 일죽면 능국리 ***-*,408000003320130008,4080000,종계/산란계,L00,경기도 안성시 일죽면 서동대로 ****-**,17527,,01,영업/정상,,,070-4618-4892
1403,가축사육업,삼암농장,2013-03-06,224617.939406824,394629.830477346,2026-04-28 22:01:05,I,0002,폐업,2013-03-07 10:12:13,,2007-08-27,0,456-832,경기도 안성시 대덕면 삼한리 ***-*,408000003320070095,4080000,한우,000,경기도 안성시 대덕면 동산말길 **-**,,,03,폐업,,,
944,가축사육업,형규목장,,222023.943368615,394667.987194822,2026-04-28 22:01:00,I,0000,정상,2017-03-17 14:44:46,,2005-06-29,0,456-832,경기도 안성시 대덕면 보동리 ***,408000003320050904,4080000,젖소,000,경기도 안성시 대덕면 김중만장군길 ***-***,,,01,영업/정상,,,
2182,가축사육업,우진목장,2011-11-07,242075.569754574,397099.342011268,2026-04-28 22:01:11,I,0002,폐업,2011-11-07 16:35:30,,2011-06-02,,456-913,경기도 안성시 일죽면 화봉리 ***-*,408000003320110087,4080000,한우,000,경기도 안성시 일죽면 금일로 ***-**,,,03,폐업,,,
1621,가축사육업,학수농장,,218579.834130901,392277.699941772,2026-04-28 22:01:08,I,0000,정상,2025-06-25 10:20:54,,2008-05-28,0,456-933,경기도 안성시 양성면 덕봉리 ***-*,408000003320080147,4080000,한우,000,경기도 안성시 양성면 지남촌길 **-***,17503,,01,영업/정상,,,
984,가축사육업,승진목장,,225905.763597414,395338.281354131,2026-04-28 22:01:01,I,0000,정상,2025-08-19 15:38:28,,2005-07-07,0,456-873,경기도 안성시 보개면 이전리 ***-*,408000003320050943,4080000,육우,000,,,,01,영업/정상,,,
1019,가축사육업,종한농장,2023-02-13,223418.322171988,392963.233681065,2026-04-28 22:01:02,I,0002,폐업,2023-02-13 15:25:17,,2005-07-14,0,456-350,경기도 안성시 사곡동 **,408000003320050978,4080000,한우,000,,,,03,폐업,,,
2157,가축사육업,상경농장,,239630.413777343,395976.391689547,2026-04-28 22:01:11,I,0000,정상,2016-08-30 11:45:02,,2011-04-18,0,456-893,경기도 안성시 죽산면 용설리 ****,408000003320110062,4080000,한우,000,경기도 안성시 죽산면 용설로 ***-*,,,01,영업/정상,,,
1776,가축사육업,건영목장,,226291.084129565,386429.113663791,2026-04-28 22:01:08,I,0000,정상,2026-01-02 12:01:36,,2009-01-15,0,456-861,경기도 안성시 금광면 개산리 ***-*,408000003320090008,4080000,젖소,000,경기도 안성시 금광면 바우덕이로 ***-**,,,01,영업/정상,,,
462,가축사육업,별빛목장,,215649.348429936,388078.611204639,2026-04-28 22:00:55,I,0000,정상,2023-03-30 13:06:34,,2005-04-13,0,456-825,경기도 안성시 공도읍 승두리 ***-*,408000003320050422,4080000,한우,000,경기도 안성시 공도읍 정봉길 **,17562,,01,영업/정상,,,
2675,가축사육업,수만농장,,238182.658033399,397102.264577139,2026-04-28 22:01:13,I,0000,정상,2021-06-21 11:14:55,,2018-09-20,,,경기도 안성시 죽산면 장원리 ****-*,408000003320180036,4080000,한우,000,경기도 안성시 죽산면 장원남산길 **-**,17520,,01,영업/정상,,,
211,가축사육업,석봉농장,,244237.972272372,396171.580350789,2026-04-28 22:00:54,I,0000,정상,2020-10-07 21:29:06,,2005-03-16,0,,경기도 안성시 일죽면 금산리 ***-* (외**필지),408000003320050171,4080000,한우,000,"경기도 안성시 일죽면 산전길 **-**, (외**필지)",17533,,01,영업/정상,,,
1244,가축사육업,두배농장,,215649.286701237,384890.703648131,2026-04-28 22:01:03,I,0000,정상,2016-09-07 13:36:26,,2005-12-29,0,456-842,경기도 안성시 미양면 신계리 **-*,408000003320051194,4080000,육우,000,경기도 안성시 미양면 신계*길 **,,,01,영업/정상,,,
1939,가축사육업,이우농원,,217153.435426217,393007.428335603,2026-04-28 22:01:09,I,0004,말소,2023-04-28 15:27:13,,2009-09-22,0,456-933,경기도 안성시 양성면 명목리 ***-*,408000003320090171,4080000,한우,000,,,,04,취소/말소/만료/정지/중지,,,
2069,가축사육업,순권농장,,212193.90785561,386349.773013242,2026-04-28 22:01:10,I,0004,말소,2023-04-28 16:13:54,,2010-09-29,0,456-821,경기도 안성시 공도읍 건천리 ***-**,408000003320100083,4080000,한우,000,,,,04,취소/말소/만료/정지/중지,,,
760,가축사육업,보촌목장,2021-02-15,219299.562974347,383985.697831505,2026-04-28 22:00:58,I,0002,폐업,2021-02-16 17:52:14,,2005-05-30,0,456-842,경기도 안성시 미양면 고지리 **-*,408000003320050720,4080000,육우,000,경기도 안성시 미양면 고지*길 ***-**,,,03,폐업,,,
560,가축사육업,(주)다비육종 도화농장2,,239700.864041332,392470.491708999,2026-04-28 22:00:56,I,0000,정상,2025-03-10 10:22:09,,2005-04-25,0,456-891,"경기도 안성시 죽산면 당목리 *** , ***, ***-*",408000003320050520,4080000,돼지,L00,경기도 안성시 죽산면 용설로 ***-**,17524,,01,영업/정상,,,
692,가축사육업,민철목장,,225924.097819866,395435.408131763,2026-04-28 22:00:58,I,0000,정상,2016-09-08 09:43:34,,2005-05-23,0,456-873,경기도 안성시 보개면 이전리 ***,408000003320050652,4080000,젖소,000,,,,01,영업/정상,,,
2174,가축사육업,현지농장,,223638.971050993,384976.628590373,2026-04-28 22:01:11,I,0001,휴업,2022-02-25 17:08:31,,2011-05-06,,456-853,경기도 안성시 서운면 신기리 ***-*,408000003320110079,4080000,한우,000,경기도 안성시 서운면 서운신기길 **,,,02,휴업,2022-02-25,2024-02-24,
2164,가축사육업,형제농장,2023-01-18,238037.395282937,401473.610738841,2026-04-28 22:01:11,I,0002,폐업,2023-01-18 13:03:20,,2011-04-18,0,456-912,경기도 안성시 일죽면 방초리 ***-*,408000003320110069,4080000,한우,000,경기도 안성시 일죽면 오방길 ***,,,03,폐업,,,
400,가축사육업,텃골농장,,224136.632838673,397271.837489751,2026-04-28 22:00:55,I,0000,정상,2019-07-17 16:52:01,,2005-04-04,0,,경기도 안성시 고삼면 봉산리 ***-*,408000003320050360,4080000,돼지,000,경기도 안성시 고삼면 이전봉산길 ***-**,17504,,01,영업/정상,,,
2669,가축사육업,알라딘목장,,235098.845390627,396592.659482184,2026-04-28 22:01:13,I,0000,정상,2018-09-04 19:37:11,,2018-09-04,,,경기도 안성시 죽산면 장능리 ***-*,408000003320180030,4080000,젖소,000,경기도 안성시 죽산면 녹배길 **-**,17521,,01,영업/정상,,,
1851,가축사육업,청호목장,2023-06-01,237020.801712941,395050.449058347,2026-04-28 22:01:09,I,0002,폐업,2023-06-01 14:16:08,,2009-03-30,0,456-891,경기도 안성시 죽산면 장계리 산 *-*,408000003320090083,4080000,한우,000,,,,03,폐업,,,
2771,가축사육업,시은농장,,240773.100067016,401528.562259675,2026-04-28 22:01:14,I,0000,정상,2022-11-02 08:48:21,,2021-03-12,,,경기도 안성시 일죽면 화곡리 ***-*,408000003320210005,4080000,한우,000,경기도 안성시 일죽면 어리실길 **-*,17526,,01,영업/정상,2021-03-16,2023-03-15,
2421,가축사육업,신영목장,,219516.066981362,384201.56424104,2026-04-28 22:01:12,I,0000,정상,2021-02-28 21:15:22,,2013-09-17,,,경기도 안성시 미양면 고지리 **-* 외 *필지,408000003320130046,4080000,젖소,000,경기도 안성시 미양면 고지*길 ***-***,17604,,01,영업/정상,,,
1642,가축사육업,창민목장,,225617.223495381,386509.642931722,2026-04-28 22:01:08,I,0000,정상,2018-09-07 15:51:35,,2008-06-12,0,456-882,경기도 안성시 중리동 **-*,408000003320080168,4080000,한우,000,경기도 안성시 발화대길 ***-** (중리동),17596,,01,영업/정상,,,
1069,가축사육업,덕산농장,2022-12-13,242412.191896004,402750.975272942,2026-04-28 22:01:02,I,0002,폐업,2022-12-16 08:45:08,,2005-07-22,0,456-914,경기도 안성시 일죽면 신흥리 ***-*,408000003320051028,4080000,한우,000,경기도 안성시 일죽면 덕현길 **-**,,,03,폐업,,,
99,가축사육업,무지개농장,,225330.089063661,386789.636714564,2026-04-28 22:00:53,I,0000,정상,2020-01-02 14:03:52,,2005-01-28,0,456-290,경기도 안성시 중리동 **-*,408000003320050059,4080000,한우,000,경기도 안성시 발화대길 *** (중리동),17596,,01,영업/정상,,,
1368,가축사육업,노선목장,2008-05-20,221852.06719963,386745.638753701,2026-04-28 22:01:05,I,0002,폐업,2008-05-21 15:17:24,,2007-05-18,0,456-843,경기도 안성시 미양면 계륵리 ***-*,408000003320070060,4080000,젖소,000,경기도 안성시 미양면 이박골길 **,,,03,폐업,,,
77,가축사육업,신하농장,,217816.584179797,384662.90446406,2026-04-28 22:00:53,I,0000,정상,2025-12-10 15:50:20,,2005-01-27,0,456-842,"경기도 안성시 미양면 고지리 ***-* ,***,***-*,개정리 **,***-*",408000003320050037,4080000,돼지,000,경기도 안성시 미양면 보촌*길 ***,17603,,01,영업/정상,,,
