사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,비상시설위치,시설명건물명,시설구분명,최종수정시점,인허가취소일자,인허가일자,소재지면적,지번주소,관리번호,개방자치단체코드,해제일자,도로명주소,도로명우편번호,영업상태구분코드,영업상태명
디에스크린(주),,211130.687914868,442861.084380975,2026-04-28 22:31:40,I,18,사용중,서울특별시 송파구 문정동 33번지 21호,디에스크린(주),공공용시설,2026-01-18 12:03:07,,1991-04-01,100,서울특별시 송파구 문정동 33번지 21호,3230000-E199100007,3230000,,서울특별시 송파구 동남로6길 29-23 (문정동),,01,영업/정상
대신빌딩,,209378.111028471,444712.163769183,2026-04-28 22:31:40,I,18,사용중,서울특별시 송파구 석촌동 286-5 대신빌딩,대신빌딩,공공용시설,2026-01-16 17:19:54,,1992-06-01,60,서울특별시 송파구 석촌동 286-5 대신빌딩,3230000-E199200001,3230000,,"서울특별시 송파구 백제고분로 364, 대신빌딩 (석촌동)",05685,01,영업/정상
참병원(구:신진사우나),,212081.527971261,444598.236691622,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 오금동 126번지,참병원(구:신진사우나),공공용시설,2026-01-16 17:14:37,,1992-09-01,60,서울특별시 송파구 오금동 126번지,3230000-E199200002,3230000,,서울특별시 송파구 마천로 164 (오금동),,01,영업/정상
서일사우나,,206968.768877487,445058.408143449,2026-04-28 22:31:40,I,18,사용중,서울특별시 송파구 잠실동 222번지,서일사우나,공공용시설,2026-01-18 12:21:46,,1992-09-08,40,서울특별시 송파구 잠실동 222번지,3230000-E199200004,3230000,,서울특별시 송파구 백제고분로 101 (잠실동),,01,영업/정상
아이코리아(구:한국육영학교),,211647.908167944,442188.445385792,2026-04-28 22:31:40,I,18,사용중,서울특별시 송파구 장지동 848번지 1호,아이코리아(구:한국육영학교),공공용시설,2026-01-18 12:56:55,,1992-06-01,50,서울특별시 송파구 장지동 848번지 1호,3230000-E199200006,3230000,,"서울특별시 송파구 충민로6길 15 (장지동, 한국육영학교)",05792,01,영업/정상
올림픽선수촌사우나,,211282.308702926,445435.901904076,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 오금동 1번지,올림픽선수촌사우나,공공용시설,2026-01-16 17:17:05,,1993-12-01,64,서울특별시 송파구 오금동 1번지,3230000-E199300003,3230000,,"서울특별시 송파구 양재대로 1164 (오금동, 홍일빌딩)",05652,01,영업/정상
영사우나,,207830.364872207,444935.642066509,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 잠실동 252-2 영빌딩,영사우나,공공용시설,2026-01-18 12:24:00,,1993-10-08,60,서울특별시 송파구 잠실동 252-2 영빌딩,3230000-E199300004,3230000,,"서울특별시 송파구 삼전로 89, 영빌딩 (잠실동)",05566,01,영업/정상
우리한증막(구 청솔사우나),,212811.975075042,443458.225003327,2026-04-28 22:31:40,I,18,사용중,서울특별시 송파구 거여동 37번지 1호,우리한증막(구 청솔사우나),공공용시설,2026-01-16 15:07:01,,1995-01-01,80,서울특별시 송파구 거여동 37번지 1호,3230000-E199500003,3230000,,"서울특별시 송파구 오금로 511 (거여동, 신양빌딩)",05768,01,영업/정상
가락현대 1차아파트,,211262.754658782,443270.546001431,2026-04-28 22:31:40,I,18,사용중,서울특별시 송파구 문정동 3번지,가락현대 1차아파트,공공용시설,2026-01-18 13:22:18,,1995-10-02,30,서울특별시 송파구 문정동 3번지,3230000-E199500004,3230000,,서울특별시 송파구 동남로 160 (문정동),,01,영업/정상
국민연금관리공단,,208851.007809422,445928.490511145,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 신천동 7번지 16호,국민연금관리공단,공공용시설,2026-01-18 12:50:58,,1996-01-30,60,서울특별시 송파구 신천동 7번지 16호,3230000-E199600001,3230000,,"서울특별시 송파구 올림픽로35다길 13 (신천동, 국민연금공단)",05510,01,영업/정상
한빛프라자빌딩(삼성웰리스아파트),,208730.633457015,445905.025545443,2026-04-28 22:31:40,I,18,사용중,서울특별시 송파구 신천동 7번지 17호,한빛프라자빌딩(삼성웰리스아파트),공공용시설,2026-01-19 08:43:21,,1996-05-08,185,서울특별시 송파구 신천동 7번지 17호,3230000-E199600002,3230000,,"서울특별시 송파구 송파대로 562 (신천동, 한빛프라자,삼성웰리스아파트)",05510,01,영업/정상
백암사우나,,212802.305371634,443330.86125985,2026-04-28 22:31:40,I,18,사용중,서울특별시 송파구 거여동 251번지 1호,백암사우나,공공용시설,2026-01-16 15:10:11,,2000-01-01,80,서울특별시 송파구 거여동 251번지 1호,3230000-E200000001,3230000,,서울특별시 송파구 양산로10길 14 (거여동),05773,01,영업/정상
태양근린공원,,210128.374448326,447030.200313339,2026-04-28 22:31:40,I,18,사용중,서울특별시 송파구 풍납동 389번지 2호,태양근린공원,지자체시설,2026-01-16 14:33:49,,2000-01-01,320,서울특별시 송파구 풍납동 389번지 2호,3230000-E200000010,3230000,,,,01,영업/정상
가원어린이집(구-신광사우나),,212628.593180708,443707.944430212,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 거여동 178번지 123호,가원어린이집(구-신광사우나),공공용시설,2026-02-02 14:03:49,,2000-01-03,60,서울특별시 송파구 거여동 178번지 123호,3230000-E200000011,3230000,,"서울특별시 송파구 오금로57길 22-0 (거여동, 가원어린이집)",05744,01,영업/정상
백제사우나(방이동),,210366.048844814,445259.941538422,2026-04-28 22:31:40,I,18,사용중,서울특별시 송파구 방이동 126번지 2호,백제사우나(방이동),공공용시설,2026-01-16 16:10:16,,2001-01-01,60,서울특별시 송파구 방이동 126번지 2호,3230000-E200100002,3230000,,"서울특별시 송파구 가락로 240 (방이동, 장안빌딩)",05644,01,영업/정상
유장빌딩,,210904.58588755,445279.304160215,2026-04-28 22:31:40,I,18,사용중,서울특별시 송파구 방이동 208번지 2호,유장빌딩,공공용시설,2026-01-16 16:21:42,,2001-01-01,100,서울특별시 송파구 방이동 208번지 2호,3230000-E200100003,3230000,,"서울특별시 송파구 마천로 27 (방이동, 유장빌딩)",05639,01,영업/정상
잠실고등학교(잠4),,209305.904010267,446695.511541932,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 신천동 17번지 1호,잠실고등학교(잠4),공공용시설,2026-01-18 12:38:59,,2002-02-01,94,서울특별시 송파구 신천동 17번지 1호,3230000-E200200004,3230000,,"서울특별시 송파구 올림픽로33길 71 (신천동, 잠실고등학교)",05507,01,영업/정상
올림픽 테니스장,,210233.777019099,446708.866138582,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 방이동 88번지 8호,올림픽 테니스장,공공용시설,2026-01-16 16:50:25,,2004-07-30,130,서울특별시 송파구 방이동 88번지 8호,3230000-E200400006,3230000,,"서울특별시 송파구 올림픽로 424 (방이동, 올림픽공원)",05540,01,영업/정상
수영장1(올림픽체조경기장 1-3문 인근 조형물 앞),,211073.35603022,446095.113429039,2026-04-28 22:31:40,I,18,사용중,서울특별시 송파구 방이동 88-2 올림픽공원,수영장1(올림픽체조경기장 1-3문 인근 조형물 앞),공공용시설,2026-01-18 14:10:28,,2004-07-30,130,서울특별시 송파구 방이동 88-2 올림픽공원,3230000-E200400009,3230000,,"서울특별시 송파구 올림픽로 424, 올림픽공원 (방이동)",05540,01,영업/정상
수영장2(올림픽체조경기장 2-3문 인근 조형물 앞),,211073.35603022,446095.113429039,2026-04-28 22:31:40,I,18,사용중,서울특별시 송파구 방이동 88-2 올림픽공원,수영장2(올림픽체조경기장 2-3문 인근 조형물 앞),공공용시설,2026-01-18 14:10:47,,2004-07-30,130,서울특별시 송파구 방이동 88-2 올림픽공원,3230000-E200400010,3230000,,"서울특별시 송파구 올림픽로 424, 올림픽공원 (방이동)",05540,01,영업/정상
파크리오아파트 209동 옆,,209314.259995755,446483.316079239,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 신천동 17번지,파크리오아파트 209동 옆,정부지원시설,2026-01-18 13:31:12,,2008-10-02,100,서울특별시 송파구 신천동 17번지,3230000-E200800003,3230000,,"서울특별시 송파구 올림픽로 435, 209동 (신천동, 파크리오)",05507,01,영업/정상
파크리오 아파트 120동 옆,,209314.259995755,446483.316079239,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 신천동 17번지,파크리오 아파트 120동 옆,지자체시설,2026-01-19 08:44:14,,2008-10-02,100,서울특별시 송파구 신천동 17번지,3230000-E200800004,3230000,,서울특별시 송파구 올림픽로 435 (신천동),,01,영업/정상
송파종합사회복지관,,212467.534779282,444017.110025573,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 거여동 5번지 8호,송파종합사회복지관,공공용시설,2026-02-02 14:02:38,,2008-12-30,35,서울특별시 송파구 거여동 5번지 8호,3230000-E200800005,3230000,,"서울특별시 송파구 오금로51길 34-0 (거여동, 송파사회복지관)",05736,01,영업/정상
서울버스,,212106.080840495,442113.533748858,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 장지동 862번지,서울버스,공공용시설,2026-01-18 12:59:22,,2008-12-30,55,서울특별시 송파구 장지동 862번지,3230000-E200800010,3230000,,서울특별시 송파구 충민로6길 61-29 (장지동),,01,영업/정상
엄마손백화점,,209440.726523187,444369.495694674,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 석촌동 277번지 2호,엄마손백화점,공공용시설,2026-01-16 17:53:40,,2008-12-30,180,서울특별시 송파구 석촌동 277번지 2호,3230000-E200800012,3230000,,서울특별시 송파구 가락로 103 (석촌동),,01,영업/정상
와우호텔,,209459.375158421,445838.635025809,2026-04-28 22:31:40,I,18,사용중,서울특별시 송파구 방이동 24번지 2호,와우호텔,공공용시설,2026-01-16 16:44:34,,2009-01-05,80,서울특별시 송파구 방이동 24번지 2호,3230000-E200900002,3230000,,"서울특별시 송파구 오금로11길 7-10 (방이동, 와우모텔)",05542,01,영업/정상
유천냉면,,210147.489957356,447370.765004276,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 풍납동 397번지 18호,유천냉면,공공용시설,2026-01-16 14:50:37,,2009-01-01,90,서울특별시 송파구 풍납동 397번지 18호,3230000-E200900010,3230000,,서울특별시 송파구 강동대로3길 22 (풍납동),,01,영업/정상
토성불가마사우나,,209895.702319556,447471.180557382,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 풍납동 508번지,토성불가마사우나,공공용시설,2026-01-16 14:53:29,,2009-01-01,75,서울특별시 송파구 풍납동 508번지,3230000-E200900011,3230000,,"서울특별시 송파구 토성로 38-6 (풍납동, 한강극동아파트)",,01,영업/정상
오로시에호텔,,209581.256815683,445953.572522606,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 방이동 36번지 6호,오로시에호텔,공공용시설,2026-01-16 16:47:14,,2009-01-01,80,서울특별시 송파구 방이동 36번지 6호,3230000-E200900012,3230000,,서울특별시 송파구 오금로11길 21-19 (방이동),,01,영업/정상
sk허브파크,,211802.518980374,443982.241438404,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 가락동 166번지 2호,sk허브파크,공공용시설,2026-01-18 12:00:29,,2009-02-02,60,서울특별시 송파구 가락동 166번지 2호,3230000-E200900018,3230000,,서울특별시 송파구 오금로 396 (가락동),,01,영업/정상
삼익아파트(송2),,210657.024580332,444667.864970738,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 송파동 166 가락삼익맨숀,삼익아파트(송2),공공용시설,2026-01-18 13:16:01,,2009-02-02,80,서울특별시 송파구 송파동 166 가락삼익맨숀,3230000-E200900020,3230000,,"서울특별시 송파구 오금로32길 5 (송파동, 가락삼익맨숀)",05673,01,영업/정상
천상어린이공원(송파파크데일2단지 내),,214006.886342962,443567.941846585,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 마천동 610 천상어린이공원(송파파크데일2단지 내),천상어린이공원(송파파크데일2단지 내),지자체시설,2026-01-16 16:38:01,,2011-07-18,43,서울특별시 송파구 마천동 610 천상어린이공원(송파파크데일2단지 내),3230000-E201100001,3230000,,서울특별시 송파구 성내천로47길 38 (마천동),,01,영업/정상
수연빌딩,,208312.220404996,444948.902590642,2026-04-28 22:31:40,I,18,사용중,서울특별시 송파구 삼전동 111번지 3호,수연빌딩,공공용시설,2026-01-16 18:05:43,,2011-08-25,40,서울특별시 송파구 삼전동 111번지 3호,3230000-E201100003,3230000,,서울특별시 송파구 석촌호수로 160 (삼전동),,01,영업/정상
국민체육진흥공단(핸드볼경기장6호공),,210199.45921923,446539.279382444,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 방이동 88번지,국민체육진흥공단(핸드볼경기장6호공),공공용시설,2026-01-16 17:05:13,,2011-08-30,150,서울특별시 송파구 방이동 88번지,3230000-E201100005,3230000,,서울특별시 송파구 올림픽로 424 (방이동),,01,영업/정상
창덕여고,,212315.659206276,445978.844198202,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 방이동 89번지 6호,창덕여고,공공용시설,2026-01-16 17:08:42,,2011-08-30,80,서울특별시 송파구 방이동 89번지 6호,3230000-E201100006,3230000,,서울특별시 송파구 양재대로 1240 (방이동),,01,영업/정상
중앙전파관리소,,210626.176036077,443351.379983401,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 가락동 100번지,중앙전파관리소,공공용시설,2026-01-18 14:06:34,,2011-08-30,63,서울특별시 송파구 가락동 100번지,3230000-E201100007,3230000,,서울특별시 송파구 송파대로 234 (가락동),,01,영업/정상
백제사우나(석촌동 1호공),,208682.946639076,444522.26110806,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 석촌동 15번지,백제사우나(석촌동 1호공),공공용시설,2026-01-16 16:13:41,,2011-08-30,95,서울특별시 송파구 석촌동 15번지,3230000-E201100011,3230000,,서울특별시 송파구 백제고분로 293 (석촌동),,01,영업/정상
탄천빗물펌프장,,208821.183815294,443833.369015076,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 가락동 508번지,탄천빗물펌프장,공공용시설,2026-01-18 11:57:32,,2011-10-13,90,서울특별시 송파구 가락동 508번지,3230000-E201100013,3230000,,서울특별시 송파구 삼학사로2길 49 (가락동),05698,01,영업/정상
뽕나무근린공원,,207183.09660682,445752.864433122,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 잠실동 19번지 3호,뽕나무근린공원,공공용시설,2026-01-18 12:31:24,,2011-10-13,60,서울특별시 송파구 잠실동 19번지 3호,3230000-E201100014,3230000,,,,01,영업/정상
부리근린공원내,,207642.942992249,445762.553271947,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 잠실동 22-5 부리근린공원,부리근린공원내,공공용시설,2026-02-06 13:54:49,,2011-10-13,78,서울특별시 송파구 잠실동 22-5 부리근린공원,3230000-E201100015,3230000,,"서울특별시 송파구 올림픽로 135 (잠실동, 리센츠)",05502,01,영업/정상
잠실빗물펌프장내,,206904.450630423,444545.905762752,2026-04-28 22:31:40,I,18,사용중,서울특별시 송파구 잠실동 306번지,잠실빗물펌프장내,공공용시설,2026-01-18 12:26:54,,2011-10-13,90,서울특별시 송파구 잠실동 306번지,3230000-E201100016,3230000,,서울특별시 송파구 탄천동로 211 (잠실동),,01,영업/정상
잠실파크리오A상가 지하3층,,209151.713940169,446519.612162961,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 신천동 17번지 4호,잠실파크리오A상가 지하3층,공공용시설,2026-01-18 12:41:30,,2011-10-13,90,서울특별시 송파구 신천동 17번지 4호,3230000-E201100017,3230000,,"서울특별시 송파구 올림픽로37길 130 (신천동, 파크리오)",05507,01,영업/정상
잠실파크리오B상가 지하3층,,209933.823276344,446455.526715924,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 신천동 20번지 6호,잠실파크리오B상가 지하3층,공공용시설,2026-01-18 12:43:29,,2011-10-13,40,서울특별시 송파구 신천동 20번지 6호,3230000-E201100018,3230000,,"서울특별시 송파구 올림픽로35길 10 (신천동, 파크리오)",05507,01,영업/정상
경찰병원,,210849.897330572,443789.337035202,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 가락동 58번지,경찰병원,공공용시설,2026-01-18 11:49:45,,2011-12-26,97,서울특별시 송파구 가락동 58번지,3230000-E201100019,3230000,,서울특별시 송파구 송이로 123 (가락동),,01,영업/정상
삼성문정래미안아파트,,211453.050926808,443165.755655708,2026-04-28 22:31:40,I,18,사용중,서울특별시 송파구 문정동 1번지,삼성문정래미안아파트,공공용시설,2026-01-18 12:13:03,,2011-12-26,80,서울특별시 송파구 문정동 1번지,3230000-E201100020,3230000,,서울특별시 송파구 문정로 83 (문정동),,01,영업/정상
고려대중사우나,,209173.767497149,444812.002720297,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 석촌동 171번지 11호,고려대중사우나,공공용시설,2026-01-16 17:56:02,,2011-12-26,90,서울특별시 송파구 석촌동 171번지 11호,3230000-E201100021,3230000,,서울특별시 송파구 백제고분로39길 13 (석촌동),,01,영업/정상
장지공원 약수터,,211840.144507023,442558.701396125,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 장지동 851번지,장지공원 약수터,공공용시설,2026-01-18 13:26:17,,2018-10-24,75,서울특별시 송파구 장지동 851번지,3230000-E201200001,3230000,,,,01,영업/정상
유마트,,212697.379547936,443108.923321935,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 거여동 290번지 2호,유마트,공공용시설,2026-01-16 16:27:33,,2012-09-24,60,서울특별시 송파구 거여동 290번지 2호,3230000-E201200003,3230000,,서울특별시 송파구 양산로4길 9 (거여동),,01,영업/정상
가락녹지대(버섯분수),,210213.560006961,443971.15565676,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 가락동 95 가락동부센트레빌,가락녹지대(버섯분수),공공용시설,2026-01-18 12:05:03,,2013-03-28,94,서울특별시 송파구 가락동 95 가락동부센트레빌,3230000-E201300001,3230000,,"서울특별시 송파구 송파대로32길 33(가락동, 가락동부센트레빌)",05709,01,영업/정상
매미공원,,207789.325921391,445241.742337354,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 잠실동 35번지 4호,매미공원,공공용시설,2026-01-18 12:36:07,,2013-03-28,35,서울특별시 송파구 잠실동 35번지 4호,3230000-E201300003,3230000,,,,01,영업/정상
신라빌딩,,210954.712901719,445427.812426371,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 방이동 190번지,신라빌딩,공공용시설,2026-01-16 16:24:09,,2013-06-25,80,서울특별시 송파구 방이동 190번지,3230000-E201300005,3230000,,서울특별시 송파구 양재대로71길 20 (방이동),,01,영업/정상
초롱종합식품,,212378.581048382,444085.650900906,2026-04-28 22:31:40,I,18,사용중,서울특별시 송파구 오금동 146번지 1호,초롱종합식품,공공용시설,2026-01-18 13:16:55,,2013-10-02,41,서울특별시 송파구 오금동 146번지 1호,3230000-E201300011,3230000,,서울특별시 송파구 문정로19길 1 (오금동),,01,영업/정상
본가설렁탕(청소용),,208758.184068239,444910.190080826,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 석촌동 24번지 8호,본가설렁탕(청소용),공공용시설,2026-01-16 17:58:54,,2017-04-28,57,서울특별시 송파구 석촌동 24번지 8호,3230000-E201700003,3230000,,"서울특별시 송파구 석촌호수로 204 (석촌동, 본가설렁탕)",05611,01,영업/정상
크로바건강랜드사우나,,210378.825036871,447916.043934269,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 풍납동 163번지,크로바건강랜드사우나,공공용시설,2026-01-16 14:56:43,,2017-08-04,62,서울특별시 송파구 풍납동 163번지,3230000-E201700004,3230000,,서울특별시 송파구 올림픽로51길 30 (풍납동),05528,01,영업/정상
백제사우나(석촌동 2호공),,208682.946639076,444522.26110806,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 석촌동 15번지,백제사우나(석촌동 2호공),공공용시설,2026-01-16 16:17:24,,2017-12-26,200,서울특별시 송파구 석촌동 15번지,3230000-E201700014,3230000,,"서울특별시 송파구 백제고분로 293 (석촌동, 제우빌딩)",05614,01,영업/정상
본가설렁탕,,208758.184068239,444910.190080826,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 석촌동 24번지 8호,본가설렁탕,공공용시설,2026-01-16 18:00:49,,2017-12-26,40,서울특별시 송파구 석촌동 24번지 8호,3230000-E201700015,3230000,,"서울특별시 송파구 석촌호수로 204 (석촌동, 본가설렁탕)",05611,01,영업/정상
로마아파트,,194571.984779756,443047.432222491,2026-04-28 22:32:05,I,18,사용중,서울특별시 관악구 봉천동 635번지 457호,로마아파트,공공용시설,2025-01-21 13:48:41,,1980-01-01,60,서울특별시 관악구 봉천동 635번지 457호,3200000-E198000002,3200000,,서울특별시 관악구 국회단지15길 39 (봉천동),,01,영업/정상
교수아파트 비상급수장치,,196139.864969792,439023.167125842,2026-04-28 22:32:05,I,18,사용중,서울특별시 관악구 신림동 산 56-1 서울대학교,교수아파트 비상급수장치,지자체시설,2026-03-18 13:35:45,,1991-01-01,50,서울특별시 관악구 신림동 산 56-1 서울대학교,3200000-E199100001,3200000,,"서울특별시 관악구 관악로 1, 서울대학교 (신림동)",,01,영업/정상
군인아파트 비상급수시설,,197132.819456016,440706.333788357,2026-04-28 22:32:02,I,18,사용중,서울특별시 관악구 봉천동 180번지 311호,군인아파트 비상급수시설,지자체시설,2025-04-08 17:50:44,,1991-01-01,50,서울특별시 관악구 봉천동 180번지 311호,3200000-E199100002,3200000,,서울특별시 관악구 인헌16가길 38 (봉천동),,01,영업/정상
건영1차아파트,,192174.723909669,441573.738036061,2026-04-28 22:32:03,I,18,사용중,서울특별시 관악구 신림동 746번지 43호,건영1차아파트,공공용시설,2026-01-06 10:38:56,,1991-11-30,75,서울특별시 관악구 신림동 746번지 43호,3200000-E199100003,3200000,,서울특별시 관악구 문성로 74 (신림동),,01,영업/정상
한석교통(주),,211928.249894922,441936.410717522,2026-04-28 22:31:41,I,18,사용중,서울특별시 송파구 장지동 863번지 5호,한석교통(주),공공용시설,2026-01-18 13:02:37,,2018-10-19,60,서울특별시 송파구 장지동 863번지 5호,3230000-E201800003,3230000,,"서울특별시 송파구 충민로6길 71 (장지동, 한석교통(주))",05791,01,영업/정상
