신청일자,항목값1,사업장명,업소구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,지정일자,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,소재지,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
2020-10-30,관급봉투,이마트24 호평한강점,지정,,221765.20183262,461922.76204627,2026-04-28 21:23:10,I,2020-10-30,11,영업,2026-04-27 16:42:31,2020-10-30,경기도 남양주시 호평동 617-4 로제카운티,,경기도 남양주시 호평동 617-4 로제카운티,399000014202000079,3990000,"경기도 남양주시 늘을3로 65-4, 105호 (호평동, 로제카운티)",12145,,01,영업/정상,,,
2020-12-02,관급봉투,지에스(GS)25 호평후레쉬점,지정,,222579.993004213,461690.761986119,2026-04-28 21:23:10,I,2020-12-02,11,영업,2026-04-27 16:45:32,2020-12-02,경기도 남양주시 호평동 680 중흥후레쉬마트,,경기도 남양주시 호평동 680 중흥후레쉬마트,399000014202000080,3990000,"경기도 남양주시 호평로 145, 제상가동 1층 109호 (호평동)",12153,,01,영업/정상,,,
2020-12-30,관급봉투,세븐일레븐 호평오거리점,지정,,221801.420161151,461612.705750972,2026-04-28 21:23:10,I,2020-12-30,11,영업,2026-04-27 16:47:17,2020-12-30,경기도 남양주시 호평동 194-7,,경기도 남양주시 호평동 194-7,399000014202000081,3990000,"경기도 남양주시 호평로69번길 3-1, 1층 2호 (호평동)",12147,,01,영업/정상,,,
2026-04-23,관급봉투,씨유 광명시청로점,지정,,188048.508469552,442658.52420043,2026-04-28 21:23:12,I,2026-04-27,11,영업,2026-04-27 13:04:14,2026-04-27,경기도 광명시 철산동 131,,경기도 광명시 철산동 131,390000014202600013,3900000,경기도 광명시 시청로 109 (철산동),14214,,01,영업/정상,,,
2026-04-23,관급봉투,씨유 철산브리에르점,지정,,188171.458985269,442643.207736082,2026-04-28 21:23:12,I,2026-04-27,11,영업,2026-04-27 13:12:10,2026-04-27,경기도 광명시 철산동 100-1,,경기도 광명시 철산동 100-1,390000014202600014,3900000,"경기도 광명시 시청로138번길 40-12, 1층 (철산동)",14226,,01,영업/정상,,,
2026-04-22,관급봉투,씨유 김포수정마을점,지정,,171753.894748616,460035.056751384,2026-04-28 21:23:13,I,2026-04-27,11,영업,2026-04-27 15:33:01,2026-04-27,,,경기도 김포시 장기동 2004-4 수정마을 쌍용예가아파트,409000014202600013,4090000,"경기도 김포시 김포한강2로 11, 1층 101호,102호 (장기동, 수정마을 쌍용예가아파트)",10090,,01,영업/정상,,,
2026-04-23,관급봉투,해오름상사 주식회사,지정,,169511.779700586,467046.873177891,2026-04-28 21:23:13,I,2026-04-27,11,영업,2026-04-27 15:49:54,2026-04-27,,,경기도 김포시 하성면 전류리 185-1,409000014202600014,4090000,"경기도 김포시 하성면 월하로 918, 1층",10013,,01,영업/정상,,,031-996-8058
2026-04-24,관급봉투,더제이마켓 검단,지정,,,,2026-04-28 21:23:13,I,2026-04-27,11,영업,2026-04-27 16:08:44,2026-04-27,,,인천광역시 서구 당하동 1280-1,409000014202600015,4090000,"인천광역시 서구 이음대로 437, 1층 (당하동)",22882,,01,영업/정상,,,032-562-0600
2026-04-24,관급봉투,지에스25 삼송빌리지점,지정,,191005.151280273,462144.524246793,2026-04-28 21:23:11,I,2026-04-27,11,영업,2026-04-27 15:09:32,2026-04-27,경기도 고양시 덕양구 오금동 595,,경기도 고양시 덕양구 오금동 595,395000014202600015,3940000,"경기도 고양시 덕양구 오금로 40, 2-1, 2-2호 (오금동)",10578,,01,영업/정상,,,
2026-04-27,관급봉투,고양레져타운 매점,지정,,192254.171474512,470057.500089259,2026-04-28 21:23:11,I,2026-04-27,11,영업,2026-04-27 16:53:38,2026-04-27,경기도 고양시 덕양구 벽제동 576-3,,경기도 고양시 덕양구 벽제동 576-3,395000014202600016,3940000,경기도 고양시 덕양구 보광로 222-7 (벽제동),10267,,01,영업/정상,,,
2026-04-23,관급봉투,씨유 원주천매봉길점,지정,,283325.644032885,425056.899028997,2026-04-28 21:23:13,I,2026-04-27,11,영업,2026-04-27 13:56:12,2026-04-27,강원특별자치도 원주시 단구동 1534-9,,강원특별자치도 원주시 단구동 1534-9,419100014202600036,4191000,"강원특별자치도 원주시 천매봉길 71, 1층 (단구동)",26483,,01,영업/정상,,,
2026-04-27,관급봉투,씨유 평창낙천대,지정,,197783.155321969,456311.979491953,2026-04-28 22:53:21,I,2026-04-27,11,영업,2026-04-27 20:34:33,2026-04-27,서울특별시 종로구 평창동 72 롯데아파트낙천대,,서울특별시 종로구 평창동 72 롯데아파트낙천대,300000014202600003,3000000,"서울특별시 종로구 평창문화로 140, 지층 1~2호 (평창동, 롯데아파트낙천대)",03010,,01,영업/정상,,,
2016-04-28,관급봉투,세븐일레븐 홍대5번출구점,지정,,193508.574856697,450591.212771654,2026-04-28 03:03:03,U,2016-05-30,11,영업,2026-04-27 09:34:28,2016-05-30,,,,313000014201600030,3130000,"서울특별시 마포구 신촌로2안길 2, 1층 (동교동)",04056,,01,영업/정상,,,
2024-12-04,관급봉투,세븐일레븐 연남동교로점,지정,,193284.922302386,451058.392021654,2026-04-28 03:03:03,U,2024-12-10,11,영업,2026-04-27 09:53:02,2024-12-10,서울특별시 마포구 연남동 260-4 클라인하우제 홍대,,서울특별시 마포구 연남동 260-4 클라인하우제 홍대,313000014202400037,3130000,"서울특별시 마포구 동교로38길 8, 클라인하우제 홍대 1층 (연남동)",03982,,01,영업/정상,,,
2019-01-02,관급봉투,세븐일레븐 홍대6번출구점,지정,,193723.088651488,450452.017937666,2026-04-28 03:03:03,U,2019-01-11,11,영업,2026-04-27 09:37:26,2019-01-11,서울특별시 마포구 동교동 177번지 13호,,서울특별시 마포구 동교동 177-13,313000014201900002,3130000,"서울특별시 마포구 신촌로6길 24, 1층 (동교동)",04056,,01,영업/정상,,,
