사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,총규모
(주)유정메디텍,,198954.01507886,450695.981256944,2026-04-28 22:32:35,I,13,영업중,2025-01-21 14:52:07,,2015-05-12,,서울특별시 중구 예장동 *-**,PHMG120163010033047000090,3010000,"서울특별시 중구 소파로*길 **, B*층,*층 (예장동)",04628,01,영업/정상,,,070-4888-2931,
세븐일레븐계양효성대산점,2019-10-17,174928.08031077,447309.879639644,2026-04-28 22:32:02,I,03,폐업,2019-10-17 20:39:12,,2014-11-06,407-042,인천광역시 계양구 효성동 ***번지 *호,PHMG120143550020047000067,3550000,인천광역시 계양구 새벌로 *** (효성동),21111,03,폐업,,,,72.6
아이샘옵틱,2009-02-23,,,2026-04-28 22:31:57,I,03,폐업,2009-02-23 17:10:31,,2002-09-30,,서울특별시 중구 남대문로*가 **-*  신남문빌딩 ***호,PHMG120023010033047000019,3010000,,,03,폐업,,,,
티에스(T.S)종합상사,2019-06-19,201707.287024917,451991.721108783,2026-04-28 22:32:35,I,03,폐업,2019-06-20 10:04:50,,2016-06-16,,서울특별시 중구 황학동 ****번지,PHMG120163010033047000052,3010000,"서울특별시 중구 난계로**길 **-*, ***호 (황학동)",04573,03,폐업,,,,
주식회사 제이시한인터내셔날,2019-12-30,200832.515831571,450858.043353944,2026-04-28 22:32:12,I,24,직권폐업,2019-12-31 11:07:26,,2010-06-11,100-833,서울특별시 중구 신당*동 ***번지 *호 세아빌딩 *층,PHMG120103010033047000058,3010000,"서울특별시 중구 청구로**길 ** (신당동,세아빌딩 *층)",,04,취소/말소/만료/정지/중지,,,02-2231-6595,
동양화인덴탈,2013-04-26,,,2026-04-28 22:31:59,I,03,폐업,2013-04-26 17:04:57,,2005-08-05,,"서울특별시 중구 남대문로*가 **-*, *층",PHMG120053010033047000050,3010000,,,03,폐업,,,,
지에스25 세운유니버스점,,199367.549270744,451152.070282241,2026-04-28 22:32:46,I,13,영업중,2024-08-20 09:31:16,,2024-08-19,,서울특별시 중구 충무로*가 ***,PHMG120243010033047000057,3010000,"서울특별시 중구 충무로*길 *, ***,***,***호 (충무로*가)",04556,01,영업/정상,,,,
진무역상사,2013-06-25,197462.198757043,450878.211786274,2026-04-28 22:32:13,I,03,폐업,2013-06-25 16:23:46,,2010-07-19,100-130,서울특별시 중구 순화동 ***번지 포스코더샵 A동 ***-*B,PHMG120103010033047000071,3010000,"서울특별시 중구 칠패로 ** (순화동,포스코더샵 A동 ***-*B)",,03,폐업,,,,
신이인터내셔널,2009-01-28,,,2026-04-28 22:31:56,I,03,폐업,2009-04-22 10:22:04,,2007-06-19,407-050,인천광역시 계양구 계산동 ***-**(***호),PHMG120073550020047000017,3550000,,,03,폐업,,,032-203-8882,
덴탈써플라이,2020-12-21,197476.733641931,450632.159070388,2026-04-28 22:32:21,I,03,폐업,2020-12-21 16:09:53,,2011-10-10,100-161,서울특별시 중구 봉래동*가 ***번지 *호 일신빌딩 ***호,PHMG120113010033047000078,3010000,"서울특별시 중구 통일로 **, ***호 (봉래동*가, 일신빌딩)",04512,03,폐업,,,,
위너스덴탈,,197462.198757043,450878.211786274,2026-04-28 22:32:34,I,13,영업중,2025-04-14 14:57:38,,2016-05-19,,서울특별시 중구 순화동 *** 순화동더샵,PHMG120163010033047000045,3010000,"서울특별시 중구 칠패로 **, 순화동더샵 제지*층 제비***호 (순화동)",04511,01,영업/정상,,,070-7723-2875,
스마트피앤디,,199382.503213245,451508.557819931,2026-04-28 22:32:44,I,13,영업중,2022-05-30 11:03:39,,2022-05-26,,서울특별시 중구 초동 *-*,PHMG120223010033047000160,3010000,"서울특별시 중구 을지로**길 *, ***호 (초동)",04549,01,영업/정상,,,02-2285-6777,
D.Bridge 코리아,,176607.326609066,448516.12033842,2026-04-28 22:32:11,I,13,영업중,2018-08-23 14:23:17,,2010-10-12,,인천광역시 계양구 계산동 ****번지 하이베라스빌딩 ***-*호,PHMG120183550020047000035,3550000,"인천광역시 계양구 계산새로 **, 하이베라스빌딩 D동 ***-*호 (계산동)",21060,01,영업/정상,,,032-542-7237,40
세븐일레븐 인천작전점,,175621.048417846,447326.150332753,2026-04-28 22:32:21,I,13,영업중,2024-02-19 20:19:29,,2021-05-10,,인천광역시 계양구 작전동 ***-*,PHMG120213550020047000044,3550000,인천광역시 계양구 효서로 *** (작전동),21120,01,영업/정상,,,,49.5
비전옵틱스,,197640.111186017,450771.482006185,2026-04-28 22:32:34,I,15,전출,2018-04-17 13:20:28,,2016-02-18,,서울특별시 중구 남대문로*가 *번지 *호,PHMG120163010033047000017,3010000,"서울특별시 중구 세종대로 **, *층 (남대문로*가)",04527,05,제외/삭제/전출,,,,
CU인천장기점,2016-12-28,176340.631241665,452810.464910566,2026-04-28 22:32:01,I,03,폐업,2016-12-30 15:43:54,,2014-11-03,407-470,인천광역시 계양구 장기동 ***번지 *호,PHMG120143550020047000048,3550000,인천광역시 계양구 장제로 **** (장기동),21007,03,폐업,,,032-545-2058,80
모나카,2025-12-19,177265.294570067,450293.093016292,2026-04-28 22:32:28,I,03,폐업,2025-12-22 10:47:06,,2024-03-13,,인천광역시 계양구 박촌동 *** 계양*차 하우스토리,PHMG120243550020047000023,3550000,"인천광역시 계양구 장제로***번길 **, ***동 ***호 (박촌동, 계양*차 하우스토리)",21021,03,폐업,,,,
주식회사 오스테오 스카폴드(인천지점),2009-01-28,,,2026-04-28 22:31:56,I,03,폐업,2009-04-22 10:19:57,,2007-05-01,407-050,인천광역시 계양구 계산동 ****-*(***호),PHMG120073550020047000013,3550000,,,03,폐업,,,032-547-0738,
레드클럽 명동점,2012-05-29,198508.518885083,451024.974060896,2026-04-28 22:32:05,I,03,폐업,2012-05-29 19:00:02,,2008-04-08,100-011,서울특별시 중구 충무로*가 **번지 *호 *층,PHMG120083010033047000025,3010000,"서울특별시 중구 명동*나길 ** (충무로*가,*층)",,03,폐업,,,,
다온,,176607.326609066,448516.12033842,2026-04-28 22:32:28,I,13,영업중,2024-06-10 13:36:25,,2020-06-09,,인천광역시 계양구 계산동 **** 하이베라스,PHMG120233550020047000056,3550000,"인천광역시 계양구 계산새로 **, 하이베라스 C동 *층 ***-*호 (계산동)",21060,01,영업/정상,,,,42.84
지영이네,,197982.996630014,450791.073856769,2026-04-28 22:31:58,I,13,영업중,2009-02-09 10:53:48,,2004-07-14,100-804,서울특별시 중구 남창동 **번지 *호 대도상가 E동 지하가-*호,PHMG120043010033047000013,3010000,"서울특별시 중구 남대문시장*길 **, E동 지하가-*호 (남창동, 대도상가)",04529,01,영업/정상,,,,
라이프 서포트 스테이션(LSS),2014-07-04,,,2026-04-28 22:32:21,I,03,폐업,2014-07-07 10:03:33,,2011-06-24,100-031,서울특별시 중구 저동*가 **번지 *호 대길빌딩***호,PHMG120113010033047000050,3010000,"서울특별시 중구 명동길 **, ***호 (저동*가, 대길빌딩)",,03,폐업,,,,
세븐일레븐 경인교대점,,175128.898252057,448474.690503405,2026-04-28 22:32:20,I,13,영업중,2021-05-10 09:02:46,,2021-05-10,,인천광역시 계양구 계산동 ***-*,PHMG120213550020047000034,3550000,"인천광역시 계양구 계산로 **, *층 (계산동)",21054,01,영업/정상,,,,42.3
씨제이올리브영(주) 명동점,,198561.881070383,451199.847888854,2026-04-28 22:32:45,I,13,영업중,2023-08-04 09:19:27,,2023-08-03,,서울특별시 중구 명동*가 **-*,PHMG120233010033047000066,3010000,"서울특별시 중구 명동*길 **, *,*,*층 (명동*가)",04536,01,영업/정상,,,,
쉔픽스,2009-04-28,200949.287076337,450236.833538246,2026-04-28 22:32:06,I,03,폐업,2009-04-29 09:04:45,,2008-10-24,100-830,서울특별시 중구 신당동 ***번지 *호 지층,PHMG120083010033047000085,3010000,"서울특별시 중구 동호로**길 * (신당동,지층)",,03,폐업,,,22379253,
(주)신한존,2015-09-03,198811.850090714,451045.678036476,2026-04-28 22:32:30,I,24,직권폐업,2015-09-03 14:33:44,,2015-01-28,100-861,서울특별시 중구 충무로*가 **번지 *호 뉴서울빌딩 *층,PHMG120153010033047000014,3010000,"서울특별시 중구 퇴계로 ***-*, *층 (충무로*가, 뉴서울빌딩)",04537,04,취소/말소/만료/정지/중지,,,02-779-0092,
지에스(GS)25 계양임학점,,176829.556391018,449327.551190311,2026-04-28 22:32:30,I,13,영업중,2025-09-23 09:33:39,,2025-09-22,,인천광역시 계양구 임학동 **-**,PHMG120253550020047000051,3550000,"인천광역시 계양구 장제로***번길 *, *층 (임학동)",21034,01,영업/정상,,,,63.46
벨덴탈,2016-11-25,197190.303714667,450612.910470095,2026-04-28 22:32:35,I,03,폐업,2016-11-25 11:00:08,,2016-11-14,,서울특별시 중구 중림동 ***번지 **호 *층,PHMG120163010033047000091,3010000,"서울특별시 중구 청파로 ***-*, *층 (중림동)",04507,03,폐업,,,,
해피베이비계양점,2013-10-10,176599.816295302,448767.427225648,2026-04-28 22:31:58,I,03,폐업,2013-10-14 15:31:33,,2012-10-17,407-813,인천광역시 계양구 계산*동 ****번지 *호 롯데마트 계양점 *층,PHMG120123550020047000025,3550000,"인천광역시 계양구 장제로 ***, *층 (계산동, 롯데마트 계양점)",,03,폐업,,,070-4206-0196,
주식회사 제다,,176465.263097413,447989.64173985,2026-04-28 22:32:23,I,13,영업중,2022-02-10 11:48:34,,2022-02-10,,인천광역시 계양구 작전동 ***-* 메카브,PHMG120223550020047000041,3550000,"인천광역시 계양구 장제로 ***, 메카브 *층 **호 (작전동)",21079,01,영업/정상,,,,
진 메디칼,,366007.40829433,476321.593161419,2026-04-28 03:03:03,U,15,전출,2026-04-27 13:43:46,,2021-12-15,,강원특별자치도 강릉시 교동 ****-*,PHMG120214200028047000080,4201000,"강원특별자치도 강릉시 경포로 ***, ***호 (교동)",25493,05,제외/삭제/전출,,,,17.41
주식회사나무일렉,2024-05-31,176666.124685741,448105.30740578,2026-04-28 22:32:27,I,03,폐업,2024-05-31 16:21:06,,2023-02-16,,인천광역시 계양구 계산동 ****-**,PHMG120233550020047000020,3550000,"인천광역시 계양구 계양문화로 **, ***-**호 (계산동)",21069,03,폐업,,,,40
에이치디아이,2014-08-20,197524.718268277,450626.548447615,2026-04-28 22:32:20,I,03,폐업,2014-08-21 10:40:34,,2011-04-14,100-095,서울특별시 중구 남대문로*가 **번지 **호,PHMG120113010033047000023,3010000,서울특별시 중구 세종대로 * (남대문로*가),,03,폐업,,,,
(주)거한인터브릿지,2011-12-30,196948.933328771,450906.177832843,2026-04-28 22:32:10,I,03,폐업,2012-01-19 17:55:27,,2009-07-30,100-953,서울특별시 중구 중림동 ***번지 디오센터 ***호,PHMG120093010033047000052,3010000,"서울특별시 중구 서소문로 ** (중림동,디오센터 ***호)",,03,폐업,,,21280323,
사랑e든 복지용구,2008-08-12,,,2026-04-28 22:31:56,I,03,폐업,2009-01-12 10:09:19,,2007-08-12,407-040,인천광역시 계양구 효성동 ***-*,PHMG120073550020047000022,3550000,,,03,폐업,,,070-7574-5070,
씨유계산안남점,2024-01-25,176298.958014791,448664.373404046,2026-04-28 22:32:24,I,03,폐업,2024-01-25 19:52:03,,2022-02-23,,인천광역시 계양구 계산동 **-*,PHMG120223550020047000080,3550000,"인천광역시 계양구 주부토로***번길 **, *층 ***,***,***호 (계산동)",21058,03,폐업,,,,
제이물류,,176242.497118147,447153.229232487,2026-04-28 22:32:29,I,13,영업중,2024-08-27 09:34:47,,2024-08-27,,인천광역시 계양구 작전동 ***-* 작전*차 동보아파트 ***동 ***호,PHMG120243550020047000060,3550000,"인천광역시 계양구 장제로***번길 **, ***동 *층 ***호 (작전동, 작전*차 동보아파트)",21118,01,영업/정상,,,,234
주식회사 스카이메드코리아 서울지점,2021-08-24,200015.499568016,451485.349952584,2026-04-28 22:32:40,I,03,폐업,2021-08-24 17:58:16,,2020-09-17,,서울특별시 중구 오장동 ***-* 센트마상가,PHMG120203010033047000088,3010000,"서울특별시 중구 동호로**길 **, 센트마상가 **** 에이-***호 (오장동)",04547,03,폐업,,,02-2244-2250,
기백덴탈,,197904.508749923,450628.096873687,2026-04-28 22:32:24,I,13,영업중,2015-06-22 11:58:21,,2013-04-03,100-805,서울특별시 중구 남창동 **번지 *호 ***호,PHMG120133010033047000022,3010000,"서울특별시 중구 퇴계로 **-*, ***호 (남창동)",04528,01,영업/정상,,,02-318-2875,
주식회사 유라이크,2022-07-12,198522.809681069,451211.074477926,2026-04-28 22:32:39,I,03,폐업,2022-07-12 14:25:27,,2019-11-13,,서울특별시 중구 명동*가 **-**,PHMG120193010033047000091,3010000,"서울특별시 중구 명동*길 *, *층,*층,*층,*층 (명동*가)",04536,03,폐업,,,02-3789-9500,
(주)디지털타임스,,197164.226466038,451647.674131454,2026-04-28 22:32:00,I,13,영업중,2019-08-26 16:52:58,,2005-12-21,100-723,서울특별시 중구 충정로*가 **번지,PHMG120053010033047000071,3010000,서울특별시 중구 새문안로 ** (충정로*가),04516,01,영업/정상,,,02-3701-5578,
굿·스피덴트,2013-05-16,197462.198757043,450878.211786274,2026-04-28 22:32:17,I,03,폐업,2013-05-16 18:46:53,,2010-11-24,100-130,서울특별시 중구 순화동 ***번지 포스코더샵 B동 ***호,PHMG120103010033047000115,3010000,"서울특별시 중구 칠패로 **, B동 ***호 (순화동,포스코더샵)",,03,폐업,,,,
세븐일레븐 인천계양작전점,2022-12-15,176334.704155028,447885.495253679,2026-04-28 22:32:25,I,03,폐업,2022-12-15 14:06:36,,2022-12-14,,인천광역시 계양구 작전동 ***-*,PHMG120223550020047000104,3550000,"인천광역시 계양구 장제로 ***-**, *층 ***호 (작전동)",21085,03,폐업,,,,142.48
(YH)컴퍼니,,178435.557295369,450891.194341884,2026-04-28 22:32:22,I,13,영업중,2022-01-06 17:43:06,,2022-01-06,,인천광역시 계양구 동양동 *** 리첸시아,PHMG120223550020047000004,3550000,"인천광역시 계양구 당미*길 *, ***호 (동양동, 리첸시아)",21012,01,영업/정상,,,,
피부&해독센타,2018-05-08,176996.918395394,448689.3189461,2026-04-28 22:32:07,I,03,폐업,2018-05-08 18:08:00,,2016-01-08,,인천광역시 계양구 용종동 ***번지 *호 두산상가 ***호,PHMG120163550020047000001,3550000,"인천광역시 계양구 계양문화로 *** (용종동, 초정마을두산.쌍용아파트)",21064,03,폐업,,,,38.16
꿀잼컴퍼니,,176737.188860293,448498.786895427,2026-04-28 22:32:24,I,13,영업중,2022-02-28 16:44:31,,2019-12-05,,인천광역시 계양구 용종동 ***-* 레드몰*차,PHMG120223550020047000082,3550000,"인천광역시 계양구 계산새로**번길 *, 레드몰*차 A동 *층 ***,***,***,***호 (용종동)",21065,01,영업/정상,,,,
세화건강해독센타,2017-02-03,174581.740202107,447158.555486684,2026-04-28 22:32:05,I,03,폐업,2017-02-06 09:42:03,,2015-12-21,,인천광역시 계양구 효성동 ***번지 유승그린 상가동 ***호,PHMG120153550020047000073,3550000,"인천광역시 계양구 아나지로***번길 * (효성동, 유승그린아파트)",21112,03,폐업,,,,32.98
다모아,2025-09-23,176812.82695191,447454.282333528,2026-04-28 22:32:27,I,03,폐업,2025-09-24 09:26:14,,2023-05-11,,인천광역시 계양구 작전동 *** 현대*차아파트,PHMG120233550020047000040,3550000,"인천광역시 계양구 효서로 ***, ***동 ****호 (작전동, 현대*차아파트)",21125,03,폐업,,,070-8624-4349,
(주)플라잉티엠,2013-09-03,197901.591381115,450558.528407008,2026-04-28 22:32:24,I,03,폐업,2013-09-03 17:11:03,,2013-03-05,100-806,서울특별시 중구 남창동 ***번지 *호 삼선빌딩  ***호,PHMG120133010033047000018,3010000,"서울특별시 중구 퇴계로 ** (남창동, 삼선빌딩 ***호)",,03,폐업,,,,
(주)한미지엠씨,,197876.042588141,451080.109295385,2026-04-28 22:32:35,I,13,영업중,2016-08-02 16:52:06,,2016-08-02,,서울특별시 중구 태평로*가 **번지 *호,PHMG120163010033047000063,3010000,"서울특별시 중구 세종대로 **, *층 ***-에이호 (태평로*가, 해남빌딩)",04526,01,영업/정상,,,02-752-2046,
씨제이올리브영(주) 충무로역점,,199617.171294547,451027.959117263,2026-04-28 22:32:01,I,13,영업중,2023-02-17 09:35:34,,2006-05-16,,서울특별시 중구 필동*가 **-*,PHMG120063010033047000022,3010000,"서울특별시 중구 퇴계로 ***, *층 (필동*가)",04624,01,영업/정상,,,02-2265-5272,
부츠(Boots) 명동점,2018-11-06,198582.339705178,451302.602871612,2026-04-28 22:32:36,I,03,폐업,2018-11-06 14:29:50,,2017-07-27,,서울특별시 중구 명동*가 **번지 *호 *층,PHMG120173010033047000059,3010000,"서울특별시 중구 명동길 **, *층 (명동*가, 신한은행)",04534,03,폐업,,,02-779-7046,440.66
삼공플러스(주),,201020.297782821,450225.423417253,2026-04-28 22:32:34,I,13,영업중,2016-05-12 17:13:36,,2016-05-12,,,PHMG120163010033047000042,3010000,"서울특별시 중구 동호로**길 *-**, ***호 (신당동, 성원빌딩)",04594,01,영업/정상,,,070-5096-6012,
세븐일레븐S계양역점,2019-10-17,176795.264387762,452249.487468525,2026-04-28 22:32:02,I,03,폐업,2019-10-17 20:20:00,,2014-11-06,407-350,인천광역시 계양구 귤현동 ***번지 **호,PHMG120143550020047000064,3550000,인천광역시 계양구 다남로 ** (귤현동),21015,03,폐업,,,,26.4
서원라이프,2011-11-30,200774.527564378,450138.913387478,2026-04-28 22:32:20,I,03,폐업,2013-04-06 15:42:47,,2011-04-26,100-827,서울특별시 중구 신당*동 ***번지 **호  *층,PHMG120113010033047000030,3010000,"서울특별시 중구 다산로 *** (신당동,*층)",,03,폐업,,,22311301,
(주)시니어허브(타임브리지 을지로점),2018-01-16,198487.152227446,451529.256218314,2026-04-28 22:32:30,I,03,폐업,2018-01-16 09:18:10,,2015-01-26,100-844,서울특별시 중구 을지로*가 *번지 *호 을지스타몰 을특**호,PHMG120153010033047000011,3010000,"서울특별시 중구 을지로 지하 **, 을특**호 (을지로*가, 을지스타몰)",04542,03,폐업,,,02-2269-7101,
아뜰리에 7,2022-08-17,198638.258243632,451096.474823479,2026-04-28 22:32:25,I,03,폐업,2022-08-17 19:18:14,,2013-12-17,100-809,서울특별시 중구 명동*가 **번지 *호 *층,PHMG120133010033047000075,3010000,"서울특별시 중구 명동*길 **-*, *층 (명동*가)",04536,03,폐업,,,02-775-2005,
(주)싸이버스카이,2018-06-25,198274.236324259,451198.510083723,2026-04-28 22:32:27,I,03,폐업,2018-06-25 11:19:25,,2014-05-21,100-070,서울특별시 중구 소공동 **번지 *호 한진빌딩본관 ***호,PHMG120143010033047000036,3010000,"서울특별시 중구 남대문로 **, ***호 (소공동, 한진빌딩본관)",04532,03,폐업,,,02-756-5760,
강서샤인덴탈,,197175.200250032,450823.319779918,2026-04-28 22:32:11,I,13,영업중,2017-09-08 09:03:30,,2009-11-16,,서울특별시 중구 중림동 **번지 *호 *층,PHMG120093010033047000084,3010000,"서울특별시 중구 청파로 ***, *층 (중림동, 신흥빌딩)",04510,01,영업/정상,,,02-523-0302,
포텐투코리아,2024-01-12,177033.221626528,447486.541499484,2026-04-28 22:32:23,I,03,폐업,2024-01-13 12:51:20,,2022-02-10,,인천광역시 계양구 작전동 ***-* 까치마을태화.한진아파트,PHMG120223550020047000040,3550000,"인천광역시 계양구 효서로 ***, ***동 ****호 (작전동, 까치마을태화.한진아파트)",21125,03,폐업,,,,
(주)디에스,,201833.693283735,451444.461211304,2026-04-28 22:32:45,I,13,영업중,2025-10-29 13:12:42,,2022-09-29,,서울특별시 중구 신당동 ***-* 신영빌딩,PHMG120223010033047000228,3010000,"서울특별시 중구 퇴계로 ***, 신영빌딩 *층 *호 *번 (신당동)",04578,01,영업/정상,,,070-8955-4989,
와이엘엔컴퍼니 주식회사,2022-08-09,200666.824667204,451718.542787454,2026-04-28 22:32:39,I,03,폐업,2022-08-09 18:30:33,,2020-07-01,,서울특별시 중구 을지로*가 **-**,PHMG120203010033047000065,3010000,"서울특별시 중구 장충단로**길 *, *층 (을지로*가)",04564,03,폐업,,,,
실버데이통상,,176828.924597791,448564.776721036,2026-04-28 22:32:27,I,13,영업중,2023-06-27 10:25:53,,2023-06-13,,인천광역시 계양구 용종동 ***-* 새롬*차프라자,PHMG120233550020047000047,3550000,"인천광역시 계양구 오조산로 **, 새롬*차프라자 ***-*호 (용종동)",21065,01,영업/정상,,,,
라비코리아,2024-06-07,200966.92407088,450396.440048565,2026-04-28 22:32:38,I,03,폐업,2024-06-07 13:22:41,,2018-12-27,,서울특별시 중구 신당동 ***-**,PHMG120183010033047000087,3010000,"서울특별시 중구 다산로**길 *, ***호 (신당동)",04590,03,폐업,,,,
아리슈서울뷰티아카데미,2019-12-30,198534.145906809,451403.474635446,2026-04-28 22:32:31,I,24,직권폐업,2019-12-31 15:58:06,,2015-07-22,100-845,서울특별시 중구 을지로*가 ***번지 *호 진주빌딩 *층,PHMG120153010033047000100,3010000,"서울특별시 중구 명동*길 **, *층 (을지로*가, 진주빌딩)",04534,04,취소/말소/만료/정지/중지,,,02-9564-7114,
지에스(GS)25 뉴인천병방점,,177276.935825539,449707.032159254,2026-04-28 22:32:30,I,13,영업중,2025-09-23 09:30:52,,2025-09-22,,인천광역시 계양구 병방동 **-**,PHMG120253550020047000049,3550000,"인천광역시 계양구 장제로***번길 **, *층 (병방동)",21028,01,영업/정상,,,,132.66
자이언츠-HKJ,2011-06-09,201833.693283735,451444.461211304,2026-04-28 22:32:20,I,03,폐업,2011-06-09 14:09:25,,2011-03-11,100-819,서울특별시 중구 신당*동 ***번지 *호 지층,PHMG120113010033047000017,3010000,"서울특별시 중구 퇴계로 *** (신당동,지층)",,03,폐업,,,22339195,
제이엠티(주)지점,,201153.270333178,450614.328368754,2026-04-28 22:32:31,I,15,전출,2016-12-12 11:03:56,,2015-07-14,100-826,서울특별시 중구 신당동 ***번지 **호 청구빌딩 ***호,PHMG120153010033047000094,3010000,"서울특별시 중구 다산로**길 **, ***호 (신당동, 청구빌딩)",04589,05,제외/삭제/전출,,,,
(주)룩포레스트,,177888.924309604,446983.518382571,2026-04-28 22:32:12,I,13,영업중,2019-12-30 09:26:12,,2019-01-11,,인천광역시 계양구 서운동 ***번지 **호 *층 전체,PHMG120193550020047000004,3550000,"인천광역시 계양구 아나지로 ***-*, *층 전체호 (서운동)",21077,01,영업/정상,,,070-4279-6606,405.9
