사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,다른겸업여부,도로명주소,도로명우편번호,재개업일자,수리대상의료기기의유형,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,총규모
코클리어코리아 주식회사,2013-04-22,202793.155491547,443848.325526275,2026-04-28 22:30:24,I,03,폐업,2013-04-22 17:56:39,,2005-03-23,135-935,서울특별시 강남구 역삼1동 828번지 5호 청원빌딩 1층,PHMG311113220033047400002,3220000,Y,"서울특별시 강남구 테헤란로8길 33 (역삼동, 청원빌딩 1층)",,,인공달팽이관장치,03,폐업,,,,
동우양행,2016-12-30,205399.4990249,442352.751516567,2026-04-28 22:30:24,I,03,폐업,2017-01-18 17:40:59,,2005-05-18,135-802,서울특별시 강남구 개포2동 164번지 4호,PHMG311113220033047400004,3220000,Y,서울특별시 강남구 선릉로8길 15 (개포동),06325,,의료용플로우방식임상화학자동분석장치,03,폐업,,,,
상정상사(주),2018-02-13,202920.852840493,443144.116076589,2026-04-28 22:30:24,I,03,폐업,2018-02-13 12:18:11,,2005-06-14,135-935,서울특별시 강남구 역삼1동 839번지 15호 대경빌딩 3층,PHMG311113220033047400009,3220000,Y,"서울특별시 강남구 도곡로 123 (역삼동, 대경빌딩 3층)",06254,,생체현상측정기기,03,폐업,,,,
(주)한얼시스템,2017-10-27,204814.806821489,446616.897184947,2026-04-28 22:30:24,I,03,폐업,2017-10-27 15:47:42,,2005-06-14,135-953,서울특별시 강남구 청담동 71번지 20호 동신빌딩 200호,PHMG311113220033047400010,3220000,Y,"서울특별시 강남구 영동대로137길 3 (청담동, 동신빌딩 200호)",06072,,"이동형엑스레이, 수술용엑스레이",03,폐업,,,34435014,
(주)테크노랜드,2022-09-30,203380.752241301,444322.436152133,2026-04-28 22:30:24,I,03,폐업,2022-10-07 15:49:11,,2007-02-26,,서울특별시 강남구 역삼동 718번지 2호 안제타워 19층,PHMG311113220033047400016,3220000,Y,"서울특별시 강남구 테헤란로 208, 안제타워 19층 (역삼동)",06220,,"진료대,일반기기,판금물,체외진단기기",03,폐업,,,,
에이티에스센터,2015-05-19,205756.94823066,446045.79155112,2026-04-28 22:30:24,I,03,폐업,2015-05-19 16:48:58,,2007-04-13,135-872,서울특별시 강남구 삼성1동 100번지 5호 2층,PHMG311113220033047400017,3220000,,"서울특별시 강남구 봉은사로113길 19 (삼성동, 2층)",,,,03,폐업,,,,
(주)메트로코리아,2021-09-03,202223.058786049,445645.689511503,2026-04-28 22:30:24,I,03,폐업,2021-09-06 09:03:24,,2007-06-10,135-815,서울특별시 강남구 논현1동 56번지 10호 인의빌딩 402호,PHMG311113220033047400018,3220000,Y,"서울특별시 강남구 학동로 137-6 (논현동, 인의빌딩 402호)",06045,,이학진료용기기,03,폐업,,,02-3445-9975,
사이노슈어코리아(유),2019-02-28,203021.496244152,445847.762495405,2026-04-28 22:30:24,I,03,폐업,2019-02-28 14:12:10,,2009-03-09,135-996,서울특별시 강남구 논현2동 210번지 1호 삼원빌딩 6층,PHMG311113220033047400023,3220000,Y,"서울특별시 강남구 언주로 651, 6층 (논현동, 삼원빌딩)",06104,,레이져진료기,03,폐업,,,62047440,
오쏘코리아,2015-07-28,203646.142776732,446227.640467833,2026-04-28 22:30:24,I,03,폐업,2015-07-28 15:31:04,,2009-05-04,135-951,서울특별시 강남구 청담동 38번지 27호 5층,PHMG311113220033047400024,3220000,Y,"서울특별시 강남구 학동로55길 12, 5층 (청담동)",,,정형용교정장치,03,폐업,,,,
씨이메디칼,2014-07-01,204338.166310175,441895.640158987,2026-04-28 22:30:24,I,03,폐업,2014-07-01 17:37:14,,2009-05-22,135-965,서울특별시 강남구 개포4동 1259번지 8호 남강빌딩 501호,PHMG311113220033047400025,3220000,Y,"서울특별시 강남구 개포로 251 (개포동, 남강빌딩 501호)",,,"연성내시경,경성내시경",03,폐업,,,,
광원교역(주),2016-05-04,202982.562547021,444287.627819736,2026-04-28 22:30:24,I,03,폐업,2016-05-04 16:29:06,,2005-01-26,135-911,서울특별시 강남구 역삼1동 646번지 11호 대아빌딩 3층,PHMG319003220033047400002,3220000,Y,"서울특별시 강남구 테헤란로21길 8 (역삼동, 대아빌딩 3층)",06132,,감마카운터자동화장비,03,폐업,,,,
(주)영우메디텍,2013-03-08,202849.232289268,443764.881624428,2026-04-28 22:30:24,I,03,폐업,2013-03-08 16:21:12,,2005-04-18,135-935,서울특별시 강남구 역삼1동 828번지 10호 올림피아빌딩 405호,PHMG319003220033047400008,3220000,Y,"서울특별시 강남구 논현로79길 72 (역삼동, 올림피아빌딩 405호)",,,"뇌파계,근전도계,보육기",03,폐업,,,,
(주)라이카코리아,2016-05-27,204693.270371556,446907.557060396,2026-04-28 22:30:24,I,03,폐업,2016-05-27 14:39:37,,2005-05-11,135-763,서울특별시 강남구 청담동 53번지 8호 은성빌딩 6층,PHMG320053220033047400002,3220000,Y,"서울특별시 강남구 영동대로 741, 6층 (청담동, 은성빌딩)",06071,,"의료용경, 생체현상측정기기",03,폐업,,,,
(주)호일바이오메드,2013-05-30,205821.765682682,444626.231389865,2026-04-28 22:30:24,I,03,폐업,2014-02-04 17:58:39,,2005-03-10,135-851,서울특별시 강남구 대치2동 1008번지 길진빌딩 5층,PHMG320053220033047400003,3220000,,"서울특별시 강남구 영동대로 326, 5층 (대치동, 길진빌딩)",,,"체외진단용기기, 방사선지료장치, 심혈관용기계기구",03,폐업,,,32908101,
(주)비오메리으코리아,2016-01-20,202817.124852918,443544.418803711,2026-04-28 22:30:24,I,03,폐업,2016-01-20 14:15:13,,2005-07-28,135-936,"서울특별시 강남구 역삼동 830번지 67호 유성빌딩 (지하1층,1층, 2층, 7층)",PHMG320053220033047400010,3220000,Y,"서울특별시 강남구 역삼로 121 (역삼동, 유성빌딩 지하1층,1층, 2층, 7층)",06243,,"체외진단용기기, 판금물",03,폐업,,,21884700,
한국로슈진단(주),2014-10-30,205766.626221169,445073.842570397,2026-04-28 22:30:24,I,03,폐업,2014-10-31 10:42:04,,2005-07-20,135-502,"서울특별시 강남구 대치2동 1000번지 3호 서경빌딩 4, 5층",PHMG320053220033047400013,3220000,Y,"서울특별시 강남구 테헤란로108길 22 (대치동, 서경빌딩 4, 5층)",,,체외진단용기기,03,폐업,,,,
(주)하이메드,2012-12-24,204198.178633383,445786.459027035,2026-04-28 22:30:24,I,03,폐업,2012-12-26 09:12:11,,2005-05-25,135-864,서울특별시 강남구 삼성2동 27번지 19호 부일빌딩 3층,PHMG320053220033047400020,3220000,Y,"서울특별시 강남구 봉은사로69길 37 (삼성동, 부일빌딩 3층)",,,"시술기구, 비뇨기과용기계기구, 생체현상측정기기, 체외진단용기기, 진료대, 심혈관용기계기구",03,폐업,,,,
벡톤디킨슨코리아(주),2012-06-05,203537.489645789,443473.906913783,2026-04-28 22:30:24,I,03,폐업,2012-06-27 17:46:50,,2005-05-25,135-515,서울특별시 강남구 역삼2동 788번지 2호 임성빌딩 4층,PHMG320053220033047400021,3220000,,"서울특별시 강남구 논현로64길 4 (역삼동, 임성빌딩 4층)",,,,03,폐업,,,34043700,
(주)고려아이텍,2021-08-23,203811.750909283,445660.035866472,2026-04-28 22:30:24,I,03,폐업,2021-08-24 15:56:43,,2005-05-30,135-867,서울특별시 강남구 삼성2동 33번지 18호 CS빌딩 4층,PHMG320053220033047400022,3220000,Y,"서울특별시 강남구 봉은사로55길 38 (삼성동, CS빌딩 4층)",06093,,"진료대, 생체현상측정기기",03,폐업,,,,
대보메디칼(주),2016-05-30,207591.434428084,443490.143876582,2026-04-28 22:30:24,I,03,폐업,2016-05-30 15:25:27,,2005-06-07,135-943,서울특별시 강남구 일원1동 641번지 4호 원효빌딩 1층,PHMG320053220033047400024,3220000,Y,"서울특별시 강남구 개포로140길 32 (일원동, 원효빌딩 1층)",06339,,,03,폐업,,,,
한국갬브로(주),2012-06-13,204720.139442762,445572.258700921,2026-04-28 22:30:24,I,03,폐업,2012-06-28 17:05:41,,2005-10-17,135-878,서울특별시 강남구 삼성1동 145번지 9호 대한해운빌딩 4층,PHMG320053220033047400025,3220000,Y,"서울특별시 강남구 삼성로 570 (삼성동, 대한해운빌딩 4층)",,,"내장기능대용기,판금물",03,폐업,,,22400546,
(주)온마음영동서비스센터,2016-12-31,203873.758962017,442686.112445019,2026-04-28 22:30:24,I,03,폐업,2017-01-13 16:57:39,,2008-11-12,135-504,서울특별시 강남구 도곡동 180번지 14호 다윈텍빌딩 3층,PHMG320083220033047400001,3220000,Y,서울특별시 강남구 남부순환로 2729 (도곡동),06274,,"의료용물질생성기, 의료용진동기",03,폐업,,,,
(주)비젼케어,2011-10-10,201687.568509064,446611.975300154,2026-04-28 22:30:24,I,03,폐업,2014-02-04 17:52:48,,2009-04-22,135-888,서울특별시 강남구 신사동 526번지 2호 운촌빌딩 4층,PHMG320093220033047400001,3220000,Y,"서울특별시 강남구 도산대로1길 80, 4층 (신사동, 운촌빌딩)",,,,03,폐업,,,,
(주) 바슈헬스코리아,2020-02-12,205412.607475534,445055.346815966,2026-04-28 22:30:24,I,03,폐업,2020-02-13 08:16:16,,2010-07-05,135-846,서울특별시 강남구 대치2동 945번지 10호 KT&G 코스모대치타워 13층,PHMG320103220033047400002,3220000,Y,"서울특별시 강남구 테헤란로98길 8, 13층 (대치동, KT&G 코스모대치타워)",06181,,전기수술장치,03,폐업,,,070-7167-9786,
스타리몰딩센터,2014-10-31,203861.021589033,445244.697618622,2026-04-28 22:30:24,I,03,폐업,2017-01-20 15:38:36,,2010-11-25,135-874,서울특별시 강남구 삼성2동 112번지 23호 2층,PHMG320103220033047400006,3220000,Y,"서울특별시 강남구 선릉로 570 (삼성동, 2층)",,,정형용기기,03,폐업,,,,
(주)메디슨헬스케어,2012-05-22,205788.064365562,444961.394260184,2026-04-28 22:30:24,I,03,폐업,2012-05-22 16:22:52,,2011-04-07,135-851,서울특별시 강남구 대치2동 1003번지 삼성메디슨빌딩 6층,PHMG320113220033047400001,3220000,,"서울특별시 강남구 테헤란로108길 42, 6층 (대치동, 삼성메디슨빌딩)",,,초음파의료 진단기기,03,폐업,,,21940821,
(주)닥터비젼,2012-02-09,201687.568509064,446611.975300154,2026-04-28 22:30:24,I,03,폐업,2014-02-04 17:54:47,,2005-08-19,135-888,서울특별시 강남구 신사동 526번지 2호 운촌빌딩 3층,PHMG320113220033047400003,3220000,Y,"서울특별시 강남구 도산대로1길 80, 3층 (신사동, 운촌빌딩)",,,"시술기구, 전기수술장치",03,폐업,,,,
코스모메디텍,2012-02-15,204283.987013136,445484.133361711,2026-04-28 22:30:24,I,03,폐업,2014-02-04 17:45:24,,2011-04-15,135-509,서울특별시 강남구 삼성2동 114번지 14호 금탁타워빌딩 6층,PHMG320113220033047400006,3220000,Y,"서울특별시 강남구 봉은사로 454, 6층 (삼성동, 금탁타워빌딩)",,,"레이져 및 일반기기(고주파,저주파,초음파 전기수술기, 지방흡입기)",03,폐업,,,,
현대약품(주),2012-10-29,202526.556900857,444894.426027932,2026-04-28 22:30:24,I,03,폐업,2014-02-04 17:44:12,,2011-04-18,135-545,서울특별시 강남구 논현1동 204번지 4호 4층,PHMG320113220033047400009,3220000,,"서울특별시 강남구 봉은사로 135, 4층 (논현동)",,,"환자운반차(환자운반기, 환자리프트), 진료대(의료용 침대)",03,폐업,,,26003970,
(주)보필 서울센터,2017-04-28,202779.475614108,445335.548047601,2026-04-28 22:30:24,I,03,폐업,2017-04-28 16:08:19,,2012-03-20,135-826,서울특별시 강남구 논현1동 175번지 3호 2층,PHMG320123220033047400001,3220000,Y,"서울특별시 강남구 논현로 635, 2층 (논현동, 우림빌딩)",06117,,환자운반차,03,폐업,,,36649924,
(주)제이에스디원,2019-03-08,201908.751104646,445336.463781612,2026-04-28 22:30:24,I,03,폐업,2019-03-08 14:58:34,,2012-09-28,,서울특별시 강남구 논현동 142번지 2호 JS타워,PHMG320123220033047400002,3220000,Y,"서울특별시 강남구 강남대로 538, JS타워 B1층 (논현동)",06110,,"진료대, 일반기기, 판금물, 방사선진료장치. 비전리진단장치, 방사선 및 레이저장해 방어용 기구, 이학진료용기기, 심혈관용기계기구, 비뇨기과용 기계기구, 환자운반차, 청진기, 체온계, 체외진단용기기, 생체현상",03,폐업,,,32182488,
(주)인비지테크,2020-08-19,202223.058786049,445645.689511503,2026-04-28 22:30:24,I,03,폐업,2020-08-19 14:42:32,,2012-11-21,,서울특별시 강남구 논현동 56번지 10호 1층 102호,PHMG320123220033047400004,3220000,Y,"서울특별시 강남구 학동로 137-6, 1층 102호 (논현동, 인의빌딩)",06045,,치과용가시광선중합기,03,폐업,,,070-5055-4132,
독일지멘스보청기 강남대치점,2017-08-31,204521.216088637,443940.569385358,2026-04-28 22:30:24,I,03,폐업,2017-08-31 14:11:08,,2014-01-27,,,PHMG320143220033047400001,3220000,Y,"서울특별시 강남구 선릉로 313, 2층 3호 (역삼동, 삼미빌딩)",06218,,보청기,03,폐업,,,,
(주)하이텔레서비스 동부센터,2023-12-18,203915.089713867,441956.423059286,2026-04-28 22:30:24,I,03,폐업,2023-12-19 10:38:22,,2014-04-01,135-964,서울특별시 강남구 개포동 1239번지 10호 3층,PHMG320143220033047400002,3220000,Y,"서울특별시 강남구 개포로15길 17, 3층 (개포동)",06303,,"의료용 물질생성기, 의료용 진동기",03,폐업,,,69253777,
(A)강남실버케어,2015-05-12,206970.919291372,443574.411625824,2026-04-28 22:30:24,I,03,폐업,2015-05-12 15:41:25,,2015-03-11,135-989,서울특별시 강남구 개포동 13-3 대청타워 537호,PHMG320153220033047400001,3220000,N,"서울특별시 강남구 개포로 623, 537호 (개포동, 대청타워)",,,"수동휠체어, 전동휠체어, 스쿠터",03,폐업,,,34136050,
케어맨플러스,2015-08-18,203659.804041942,445178.612274697,2026-04-28 22:30:24,I,03,폐업,2015-08-18 11:07:38,,2015-06-04,135-916,서울특별시 강남구 역삼동 684번지 8호 1층,PHMG320153220033047400004,3220000,Y,"서울특별시 강남구 선릉로107길 25, 1층 (역삼동)",06144,,"장애인보장구, 전동휠체어, 스쿠터",03,폐업,,,34523408,
에펜도르프코리아(주),2022-01-20,202959.913735133,444005.824784709,2026-04-28 22:30:24,I,03,폐업,2022-01-25 14:06:48,,2016-03-31,,서울특별시 강남구 역삼동 735번지 22호 GALA빌딩 10층,PHMG320163220033047400001,3220000,Y,"서울특별시 강남구 논현로85길 46, 10층 (역삼동, GALA빌딩)",06235,,이화학기기,03,폐업,,,21907713,
주식회사 라이카코리아,2018-04-12,204693.270371556,446907.557060396,2026-04-28 22:30:24,I,03,폐업,2018-04-12 15:00:26,,2016-12-19,,서울특별시 강남구 청담동 53번지 8호,PHMG320163220033047400005,3220000,Y,"서울특별시 강남구 영동대로 741, 5층일부, 6층 (청담동, 은성빌딩)",06071,,"의료용 경(수술현미경), 표본가공기, 의료용영상분석장치",03,폐업,,,02-3416-4400,
(주)팩토리얼홀딩스,2022-04-28,203654.78184449,445397.018124718,2026-04-28 22:30:24,I,03,폐업,2022-05-04 09:14:03,,2016-08-25,,서울특별시 강남구 논현동 269-13,PHMG320163220033047400007,3220000,Y,"서울특별시 강남구 봉은사로49길 12, 5층 일부, 6층 일부호 (논현동)",06103,,비이식형요실금신경근전기자극장치,03,폐업,,,02-3409-2104,
대유위니아서비스강남점,2022-02-24,202780.126797022,443740.045139197,2026-04-28 22:30:24,I,03,폐업,2022-02-24 16:09:24,,2018-01-02,,서울특별시 강남구 역삼동 827번지 67호 2층,PHMG320183220033047400001,3220000,,"서울특별시 강남구 테헤란로8길 46, 2층 (역삼동)",06240,,의료용물질생성기,03,폐업,,,,
아스렉스코리아(유),2022-09-15,205314.159889285,445204.709309676,2026-04-28 22:30:24,I,03,폐업,2022-09-14 18:49:54,,2018-10-10,,"서울특별시 강남구 삼성동 159번지 8호 파르나스타워, 20층",PHMG320183220033047400004,3220000,,"서울특별시 강남구 테헤란로 521, 파르나스타워 20층 (삼성동)",06164,,"내시경용광원장치, 경성관절경, 의료용카메라헤드, 의료용영상출력기, 경성복강경, 전동식의료용세정기, 전동식의료용핸드피스, 의료내시경, 전동식의료용천자기, 기복기, 일회용손조절식전기수술기용전극",03,폐업,,,69009420,
(주)그레이스인터내셔날,2021-10-26,204064.306607103,444674.35579425,2026-04-28 22:30:24,I,03,폐업,2021-12-27 14:23:45,,2019-01-22,,서울특별시 강남구 역삼동 702번지 28호 7층,PHMG320193220033047400001,3220000,Y,"서울특별시 강남구 테헤란로 325, 7층 (역삼동)",06151,,생체현상 측정기기(혈압검사 또는 맥파검사용 기기),03,폐업,,,070-4914-4046,
(주)나우픽,2021-02-09,202897.118220078,444741.638639912,2026-04-28 22:30:24,I,03,폐업,2021-02-09 11:46:15,,2019-02-27,,서울특별시 강남구 역삼동 608번지 17호,PHMG320193220033047400002,3220000,N,"서울특별시 강남구 논현로101길 10-10, 지하1층 (역삼동)",06126,,생체현상측정기기 청진기,03,폐업,,,070-7729-8666,
케이메디칼솔루션즈(주),2021-02-10,204325.143969001,444689.095230482,2026-04-28 22:30:24,I,03,폐업,2021-02-10 15:11:22,,2020-10-06,,서울특별시 강남구 대치동 889-5 샹제리제센터,PHMG320203220033047400006,3220000,Y,"서울특별시 강남구 테헤란로 406, 샹제리제센터 제에이동 5층 512호 (대치동)",06192,,"영상의료기기(MR, CT, Angio, X-Ray, MI, Therapy), Device",03,폐업,,,,
세라젬C&S서비스사업부,2025-02-05,203599.062771687,444556.062267296,2026-04-28 22:30:24,I,03,폐업,2025-03-07 16:31:34,,2021-10-20,,서울특별시 강남구 역삼동 676 센터필드,PHMG320213220033047400004,3220000,Y,"서울특별시 강남구 테헤란로 231, 센터필드 WEST동 10층 (역삼동)",06142,,"척추온열 의료기기, 개인용 온열기, 개인용 광선조사기, 개인용 조합자극기, 개인용 초음파자극기",03,폐업,,,070-7704-5188,
금강보청기계양센터,2022-04-01,175377.04895214,447734.260639699,2026-04-28 22:31:41,I,03,폐업,2022-04-04 10:08:25,,2013-01-21,,인천광역시 계양구 작전동 864-29,PHMG320133550020047400001,3550000,Y,인천광역시 계양구 계양대로 85-1(작전동),21047,,보청기,03,폐업,,,032-543-0815,
경인119 이동기기수리센터,2017-01-06,175502.246229628,448378.827859278,2026-04-28 22:31:41,I,03,폐업,2022-02-22 17:00:00,,2013-11-25,,인천광역시 계양구 계산동 988-34 석천빌딩,PHMG320133550020047400003,3550000,N,"인천광역시 계양구 계산로 102, 석천빌딩 (계산동)",21086,,휠체어,03,폐업,,,032-547-8006,
노란케어 119,2023-02-17,175264.664004674,448543.80768775,2026-04-28 22:31:41,I,03,폐업,2023-02-17 15:44:37,,2021-12-29,,인천광역시 계양구 계산동 971-14,PHMG320213550020047400002,3550000,Y,인천광역시 계양구 향교로14번길 8(계산동),21054,,"전동스쿠터, 전동휠체어, 수동휠체어",03,폐업,,,,
