사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,지정일자,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,약국영업면적,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
봄약국,2003-12-15,209225.0060275,455343.341969362,2026-04-28 22:31:13,I,2000-12-30,03,폐업,2009-07-17 11:47:48,,2000-12-30,131-802,서울특별시 중랑구 망우본동 149번지 16호,PHMD120003060034084000033,3060000,0,,,03,폐업,,,02-439-9002
묵동고려약국,2013-12-12,206718.673280218,456725.062277459,2026-04-28 22:31:13,I,2001-01-26,03,폐업,2013-12-12 09:23:52,,2001-01-26,131-851,서울특별시 중랑구 묵2동 238번지 9호,PHMD120013060034084000002,3060000,21,서울특별시 중랑구 동일로 923 (묵동),,03,폐업,,,02-974-8199
먹골온누리약국,2013-12-02,206913.300465818,457078.855669577,2026-04-28 22:31:13,I,2001-04-07,03,폐업,2013-12-02 09:39:17,,2001-04-07,131-848,서울특별시 중랑구 묵1동 162번지 8호,PHMD120013060034084000004,3060000,59,서울특별시 중랑구 공릉로 59 (묵동),,03,폐업,,,02-975-4226
백세약국,2012-10-31,208368.252033443,456040.864473831,2026-04-28 22:31:13,I,2001-06-14,03,폐업,2012-10-31 10:20:38,,2001-06-14,131-865,"서울특별시 중랑구 신내1동 667번지 금강프라자 108,109,110호",PHMD120013060034084000005,3060000,142,,,03,폐업,,,02-3421-7015
연세약국,2019-10-11,208636.616103786,455279.177587826,2026-04-28 22:31:13,I,2001-07-09,03,폐업,2019-10-11 14:12:43,,2001-07-09,131-810,서울특별시 중랑구 망우본동 488번지 2호,PHMD120013060034084000007,3060000,24,서울특별시 중랑구 망우로63길 5 (망우동),02073,03,폐업,,,02-438-1996
메디칼약국,2012-05-07,208240.86652649,455162.056999516,2026-04-28 22:31:13,I,2001-07-20,03,폐업,2012-05-07 09:54:11,,2001-07-20,131-856,서울특별시 중랑구 상봉1동 74번지 46호,PHMD120013060034084000008,3060000,82,,,03,폐업,,,02-2207-1709
봉화약국,2011-08-16,,,2026-04-28 22:31:05,I,1969-07-24,03,폐업,2011-08-16 17:29:04,,1969-07-24,131-141,서울특별시 중랑구 묵1동 122-126,PHMD119693060034084000001,3060000,0,,,03,폐업,,,02-973-3992
동방약국,2018-11-15,207509.500807364,453768.131907678,2026-04-28 22:31:05,I,1970-12-03,03,폐업,2018-11-15 13:13:00,,1970-12-03,131-818,서울특별시 중랑구 면목본동 547번지 2호,PHMD119703060034084000002,3060000,0,서울특별시 중랑구 겸재로36길 42 (면목동),02217,03,폐업,,,02-434-0607
수복약국,2003-02-28,207098.067301266,452693.585825091,2026-04-28 22:31:05,I,1970-05-12,03,폐업,2009-07-09 10:30:49,,1970-05-12,131-825,서울특별시 중랑구 면목7동 345번지 3호,PHMD119703060034084000003,3060000,0,,,03,폐업,,,02-434-2249
장태양,1997-06-10,207918.48255359,453119.454591954,2026-04-28 22:31:05,I,1970-11-18,03,폐업,2009-07-09 10:34:22,,1970-11-18,131-825,서울특별시 중랑구 면목7동 536번지 3호,PHMD119703060034084000004,3060000,0,,,03,폐업,,,02-437-3740
백십자약국,2022-11-15,207823.387282366,453317.239724243,2026-04-28 22:31:05,I,1971-08-23,03,폐업,2022-11-15 15:00:43,,1971-08-23,131-813,서울특별시 중랑구 면목3.8동 461번지 1호,PHMD119713060034084000001,3060000,0,서울특별시 중랑구 면목로48길 12 (면목동),02213,03,폐업,,,02-436-3122
성백우,1998-06-01,207651.765361212,454623.145146086,2026-04-28 22:31:05,I,1971-06-24,03,폐업,2009-07-09 10:37:22,,1971-06-24,131-859,서울특별시 중랑구 상봉2동 107번지 59호,PHMD119713060034084000002,3060000,0,,,03,폐업,,,02433682
동양약국,1997-10-30,207231.299357379,454784.313223885,2026-04-28 22:31:05,I,1971-10-19,03,폐업,2009-07-09 10:39:56,,1971-10-19,131-860,서울특별시 중랑구 상봉2동 118번지,PHMD119713060034084000003,3060000,0,,,03,폐업,,,02-433-0613
태양약국,2000-06-21,206859.162457338,456998.29355939,2026-04-28 22:31:05,I,1971-12-07,03,폐업,2009-07-17 11:38:49,,1971-12-07,131-848,서울특별시 중랑구 묵1동 164번지 1호,PHMD119713060034084000004,3060000,0,,,03,폐업,,,02-973-4052
세경약국,2001-04-09,208551.082022754,455038.356408329,2026-04-28 22:31:05,I,1971-02-03,03,폐업,2009-07-13 13:23:35,,1971-02-03,131-809,서울특별시 중랑구 망우본동 492번지 2호,PHMD119713060034084000005,3060000,0,,,03,폐업,,,02-434-9453
주약국,2000-08-16,206771.217305763,455221.989517331,2026-04-28 22:31:05,I,1972-05-03,03,폐업,2009-07-09 10:45:49,,1972-05-03,131-121,서울특별시 중랑구 중화1동 314번지 1호,PHMD119723060034084000003,3060000,0,,,03,폐업,,,02-433-4275
선린약국,2016-03-02,209084.474631027,455311.801702453,2026-04-28 22:31:05,I,1973-02-10,03,폐업,2016-03-02 15:34:43,,1973-02-10,131-802,서울특별시 중랑구 망우본동 202번지 2호,PHMD119733060034084000001,3060000,61,서울특별시 중랑구 망우로74길 4 (망우동),02177,03,폐업,,,02-2208-7433
부민당약국,2021-12-28,207389.926361071,454669.436576136,2026-04-28 22:31:05,I,1973-04-25,03,폐업,2021-12-28 14:08:12,,1973-04-25,131-860,서울특별시 중랑구 상봉동 112번지 33호,PHMD119733060034084000002,3060000,0,서울특별시 중랑구 면목로91길 26 (상봉동),02137,03,폐업,,,02-434-9092
세일약국,2021-10-01,207573.307038765,453298.722260019,2026-04-28 22:31:05,I,1973-10-11,03,폐업,2021-10-01 14:26:18,,1973-10-11,131-831,서울특별시 중랑구 면목3.8동 597번지 7호,PHMD119733060034084000003,3060000,0,서울특별시 중랑구 면목로45길 36 (면목동),02228,03,폐업,,,02-434-3991
새동은약국,2012-12-31,,,2026-04-28 22:31:05,I,1973-11-13,03,폐업,2013-02-06 14:40:56,,1973-11-13,131-834,서울특별시 중랑구 면목7동 527번지 8호,PHMD119733060034084000004,3060000,0,서울특별시 중랑구 용마산로 312 (면목동),,03,폐업,,,02-2207-0097
상봉약국,1995-12-26,,,2026-04-28 22:31:05,I,1973-06-07,03,폐업,2009-07-09 11:11:16,,1973-06-07,131-220,서울특별시 중랑구 상봉동 361번지 4호,PHMD119733060034084000007,3060000,0,,,03,폐업,,,02-432-1707
선일약국,1997-11-14,207550.019627196,454666.621709646,2026-04-28 22:31:05,I,1973-07-06,03,폐업,2009-07-09 11:12:51,,1973-07-06,131-859,서울특별시 중랑구 상봉2동 107번지 26호,PHMD119733060034084000008,3060000,0,,,03,폐업,,,02-434-8607
순영약국,2015-06-12,208033.844782774,454025.487094644,2026-04-28 22:31:05,I,1974-03-18,03,폐업,2015-06-12 13:08:31,,1974-03-18,131-206,서울특별시 중랑구 면목6동 106-1,PHMD119743060034084000001,3060000,0,서울특별시 중랑구 겸재로54길 18 (면목동),,03,폐업,,,02-434-3412
보건약국,2000-07-31,,,2026-04-28 22:31:05,I,1974-05-20,03,폐업,2009-07-09 11:15:05,,1974-05-20,131-203,서울특별시 중랑구 면목3.8동 604번지 42호,PHMD119743060034084000002,3060000,0,,,03,폐업,,,02-434-3488
희망약국,2004-03-30,208310.505833107,455180.714802387,2026-04-28 22:31:05,I,1974-11-25,03,폐업,2009-07-09 11:18:56,,1974-11-25,131-856,서울특별시 중랑구 상봉1동 74번지 3호,PHMD119743060034084000003,3060000,0,,,03,폐업,,,02-434-0427
인성약국,2016-06-13,208524.713033313,454772.403050771,2026-04-28 22:31:05,I,1975-03-19,03,폐업,2016-06-13 14:04:43,,1975-03-19,131-809,서울특별시 중랑구 망우본동 513번지 32호,PHMD119753060034084000001,3060000,0,서울특별시 중랑구 봉우재로 221 (망우동),02171,03,폐업,,,02-434-6368
도일약국,2017-06-05,207352.296414314,452234.084252313,2026-04-28 22:31:05,I,1975-03-20,03,폐업,2017-06-05 13:49:29,,1975-03-20,131-829,서울특별시 중랑구 면목4동 392번지 18호,PHMD119753060034084000002,3060000,0,서울특별시 중랑구 면목로 218 (면목동),02255,03,폐업,,,02-439-2300
모자약국,2012-03-02,206604.835791303,456604.18448646,2026-04-28 22:31:05,I,1975-04-25,03,폐업,2012-03-05 18:00:55,,1975-04-25,131-852,서울특별시 중랑구 묵2동 240번지 1호,PHMD119753060034084000003,3060000,31,,,03,폐업,,,02-973-3900
보강약국,2009-10-31,206857.475251812,453813.801051823,2026-04-28 22:31:05,I,1975-08-20,03,폐업,2009-10-30 16:23:37,,1975-08-20,131-820,서울특별시 중랑구 면목2동 176번지 113호,PHMD119753060034084000004,3060000,0,,,03,폐업,,,02-434-0124
초록빛약국,2006-06-26,208273.987998018,455170.130991629,2026-04-28 22:31:05,I,1975-08-30,03,폐업,2009-07-09 11:21:42,,1975-08-30,131-857,서울특별시 중랑구 상봉1동 74번지 6호,PHMD119753060034084000006,3060000,21,,,03,폐업,,,02-434-9794
대지약국,2000-09-30,207613.164083596,455134.824679808,2026-04-28 22:31:05,I,1975-10-08,03,폐업,2009-07-09 11:36:34,,1975-10-08,131-222,서울특별시 중랑구 상봉2동 190번지 94호,PHMD119753060034084000007,3060000,0,,,03,폐업,,,02-434-7602
화랑약국,2009-10-19,206773.674610176,457088.290633135,2026-04-28 22:31:05,I,1976-01-06,03,폐업,2009-11-24 10:53:53,,1976-01-06,131-848,서울특별시 중랑구 묵1동 166번지 37호,PHMD119763060034084000001,3060000,0,,,03,폐업,,,02-973-4025
서울약국,2012-01-09,207690.415711104,455276.799243998,2026-04-28 22:31:05,I,1976-01-09,03,폐업,2012-01-09 14:08:16,,1976-01-09,131-856,서울특별시 중랑구 상봉1동 268번지 5호,PHMD119763060034084000002,3060000,0,,,03,폐업,,,02-438-0034
세화당약국,2025-06-23,206636.847815226,454844.096099827,2026-04-28 22:31:05,I,1976-03-06,03,폐업,2025-06-23 15:00:48,,1976-03-06,131-879,서울특별시 중랑구 중화2동 320번지 27호,PHMD119763060034084000003,3060000,0,서울특별시 중랑구 중랑역로 21 (중화동),02110,03,폐업,,,02-434-8794
대원사약국,2012-11-30,206818.366160698,455460.28217065,2026-04-28 22:31:05,I,1976-04-02,03,폐업,2012-11-30 13:40:44,,1976-04-02,131-881,서울특별시 중랑구 중화2동 304번지 70호,PHMD119763060034084000004,3060000,0,서울특별시 중랑구 중랑역로 90 (중화동),,03,폐업,,,02-433-4964
코끼리약국,2014-10-02,207785.545919156,453171.248452738,2026-04-28 22:31:13,I,2001-08-21,03,폐업,2014-10-08 16:26:32,,2001-08-21,131-813,서울특별시 중랑구 면목3.8동 473번지 17호,PHMD120013060034084000009,3060000,33,서울특별시 중랑구 사가정로 397 (면목동),,03,폐업,,,02-434-7375
동보약국,2009-01-23,,,2026-04-28 22:31:13,I,2001-11-01,03,폐업,2010-01-11 09:58:24,,2001-11-01,131-203,서울특별시 중랑구 면목7동 611-7,PHMD120013060034084000010,3060000,46,,,03,폐업,,,02-435-8921
늘푸른약국,2001-03-07,207509.181539597,454663.679019643,2026-04-28 22:31:13,I,2001-01-05,03,폐업,2009-07-17 11:56:17,,2001-01-05,131-860,서울특별시 중랑구 상봉2동 108번지 1호,PHMD120013060034084000011,3060000,0,,,03,폐업,,,
e편한약국,2002-03-09,,,2026-04-28 22:31:13,I,2001-01-10,03,폐업,2009-07-17 11:59:49,,2001-01-10,131-132,서울특별시 중랑구 신내2동 665번지 102호,PHMD120013060034084000013,3060000,0,,,03,폐업,,,02-3422-3619
파랑새약국,2002-11-04,206819.099731122,456165.641889191,2026-04-28 22:31:13,I,2001-01-15,03,폐업,2009-07-17 12:01:27,,2001-01-15,131-853,서울특별시 중랑구 묵2동 245번지 3호,PHMD120013060034084000014,3060000,0,,,03,폐업,,,02-979-8389
21세기건강약국,2007-06-26,207518.836843774,455604.158486813,2026-04-28 22:31:13,I,2001-01-19,03,폐업,2009-07-17 13:25:51,,2001-01-19,131-221,서울특별시 중랑구 상봉1동 222번지 82호,PHMD120013060034084000015,3060000,0,,,03,폐업,,,02-434-6002
이즈약국,2003-04-16,208613.331372822,455266.331938295,2026-04-28 22:31:13,I,2001-01-19,03,폐업,2009-07-17 13:35:10,,2001-01-19,131-810,서울특별시 중랑구 망우본동 488번지 14호,PHMD120013060034084000016,3060000,0,,,03,폐업,,,02-492-6535
양지약국,2006-10-02,206814.61345332,456135.882474094,2026-04-28 22:31:13,I,2001-03-07,03,폐업,2009-07-17 13:36:30,,2001-03-07,131-853,서울특별시 중랑구 묵2동 245번지 4호,PHMD120013060034084000017,3060000,0,,,03,폐업,,,02-972-6254
코끼리약국,2001-08-20,207785.545919156,453171.248452738,2026-04-28 22:31:13,I,2001-03-14,03,폐업,2009-07-17 13:38:07,,2001-03-14,131-813,서울특별시 중랑구 면목3.8동 473번지 17호,PHMD120013060034084000018,3060000,0,,,03,폐업,,,02-434-7375
다정약국,2003-01-02,206714.421505467,455858.699466676,2026-04-28 22:31:13,I,2001-03-23,03,폐업,2009-07-17 13:39:27,,2001-03-23,131-882,서울특별시 중랑구 중화2동 308번지 1호,PHMD120013060034084000019,3060000,0,,,03,폐업,,,02-432-7311
서일약국,2001-09-10,209083.646196172,455380.068728154,2026-04-28 22:31:13,I,2001-04-02,03,폐업,2010-01-11 09:37:02,,2001-04-02,131-802,서울특별시 중랑구 망우본동 209번지 8호,PHMD120013060034084000020,3060000,0,,,03,폐업,,,02-2209-1183
묵동수정약국,2002-05-02,206689.85488446,456825.300625744,2026-04-28 22:31:13,I,2001-04-07,03,폐업,2009-07-17 13:42:03,,2001-04-07,131-851,서울특별시 중랑구 묵2동 238번지 1호,PHMD120013060034084000021,3060000,0,,,03,폐업,,,02-977-4887
수정당약국,2007-04-19,207016.987646984,455942.865023529,2026-04-28 22:31:13,I,2001-04-10,03,폐업,2009-07-17 13:43:50,,2001-04-10,131-850,서울특별시 중랑구 묵1동 187번지 19호,PHMD120013060034084000022,3060000,0,,,03,폐업,,,02-976-8696
상록수약국,2007-12-21,207012.069501641,455241.223169421,2026-04-28 22:31:13,I,2001-04-13,03,폐업,2009-07-17 13:45:24,,2001-04-13,131-877,서울특별시 중랑구 중화1동 294번지 9호,PHMD120013060034084000023,3060000,0,,,03,폐업,,,02-437-7634
대명약국,2006-07-31,208481.612667873,455496.980508789,2026-04-28 22:31:13,I,2001-05-14,03,폐업,2009-07-17 13:46:55,,2001-05-14,131-869,서울특별시 중랑구 신내1동 502번지 5호,PHMD120013060034084000024,3060000,0,,,03,폐업,,,02-2207-8311
건우약국,2001-07-31,207651.411967557,455258.02607452,2026-04-28 22:31:13,I,2001-06-11,03,폐업,2009-07-17 13:48:19,,2001-06-11,131-862,서울특별시 중랑구 상봉1동 202번지 1호,PHMD120013060034084000025,3060000,0,,,03,폐업,,,02-2208-1566
우당약국,2006-09-25,208349.677715009,453773.662223239,2026-04-28 22:31:13,I,2001-06-18,03,폐업,2009-07-17 13:49:34,,2001-06-18,131-812,서울특별시 중랑구 면목3.8동 56번지 11호,PHMD120013060034084000026,3060000,0,,,03,폐업,,,02-2209-0941
신햇빛약국,2004-12-09,206563.686139462,454547.423468649,2026-04-28 22:31:13,I,2001-06-29,03,폐업,2009-07-17 13:50:59,,2001-06-29,131-861,서울특별시 중랑구 상봉2동 130번지 97호,PHMD120013060034084000027,3060000,0,,,03,폐업,,,02-437-6693
기독약국,2001-11-07,207600.028276016,453544.668417196,2026-04-28 22:31:13,I,2001-06-29,03,폐업,2009-07-17 13:53:37,,2001-06-29,131-831,서울특별시 중랑구 면목3.8동 566번지 4호,PHMD120013060034084000028,3060000,0,,,03,폐업,,,02-436-7019
금란프라자약국,2001-10-17,209039.984324905,455312.042928242,2026-04-28 22:31:13,I,2001-08-08,03,폐업,2009-07-17 13:56:07,,2001-08-08,131-802,서울특별시 중랑구 망우본동 202번지 9호,PHMD120013060034084000029,3060000,0,,,03,폐업,,,02-494-4023
로뎀약국,2003-02-05,208775.336834889,455185.647891645,2026-04-28 22:31:13,I,2001-09-13,03,폐업,2010-01-11 09:55:18,,2001-09-13,131-809,서울특별시 중랑구 망우본동 466번지 1호,PHMD120013060034084000030,3060000,0,,,03,폐업,,,02-496-2783
굿모닝약국,2003-09-03,208428.806767119,456248.420921942,2026-04-28 22:31:13,I,2001-09-19,03,폐업,2009-07-17 13:59:39,,2001-09-19,131-867,"서울특별시 중랑구 신내1동 618번지 동성B동상가 107, 108호",PHMD120013060034084000031,3060000,0,,,03,폐업,,,02-2209-5733
건강한약국,2002-04-02,207537.323812245,454541.434354871,2026-04-28 22:31:13,I,2001-10-16,03,폐업,2009-07-17 14:01:03,,2001-10-16,131-860,서울특별시 중랑구 상봉2동 109번지,PHMD120013060034084000032,3060000,0,,,03,폐업,,,02-494-9492
금란프라자약국,2002-11-26,209039.984324905,455312.042928242,2026-04-28 22:31:13,I,2001-10-18,03,폐업,2009-07-17 14:02:21,,2001-10-18,131-802,서울특별시 중랑구 망우본동 202번지 9호,PHMD120013060034084000033,3060000,0,,,03,폐업,,,02-494-4023
새건명약국,2002-01-04,207886.420575928,453337.006204504,2026-04-28 22:31:13,I,2001-10-26,03,폐업,2009-07-17 14:05:11,,2001-10-26,131-813,서울특별시 중랑구 면목3.8동 456번지 28호,PHMD120013060034084000034,3060000,0,,,03,폐업,,,02-493-3019
동보약국,2007-02-26,207764.045447867,453094.298253679,2026-04-28 22:31:13,I,2001-11-01,03,폐업,2009-07-17 14:07:25,,2001-11-01,131-828,서울특별시 중랑구 면목7동 611번지 7호,PHMD120013060034084000035,3060000,0,,,03,폐업,,,02-435-8921
태평양약국,2002-07-03,208600.161918627,455262.816056235,2026-04-28 22:31:13,I,2001-11-17,03,폐업,2009-07-17 14:09:09,,2001-11-17,131-810,서울특별시 중랑구 망우본동 488번지 3호,PHMD120013060034084000036,3060000,0,,,03,폐업,,,02-438-6250
세은약국,2005-09-21,208616.651000986,455204.466330052,2026-04-28 22:31:13,I,2001-11-28,03,폐업,2009-07-17 14:10:52,,2001-11-28,131-810,서울특별시 중랑구 망우본동 470번지 14호,PHMD120013060034084000037,3060000,0,,,03,폐업,,,02-491-7781
스마일약국,2002-07-29,208295.099818379,456014.999180519,2026-04-28 22:31:13,I,2001-12-11,03,폐업,2009-07-17 14:12:14,,2001-12-11,131-865,서울특별시 중랑구 신내1동 666번지 신아타운 709호,PHMD120013060034084000038,3060000,0,,,03,폐업,,,02-3421-1768
온누리수성약국,2002-04-20,208283.548205106,456330.49095806,2026-04-28 22:31:13,I,2001-12-11,03,폐업,2009-07-17 14:14:21,,2001-12-11,131-873,서울특별시 중랑구 신내2동 660번지 도시개발아파트 10단지 113호,PHMD120013060034084000039,3060000,0,,,03,폐업,,,02-3421-3649
바다약국,2013-08-20,208761.642981562,454013.01784682,2026-04-28 22:31:05,I,1976-06-05,03,폐업,2013-08-20 13:30:15,,1976-06-05,131-812,서울특별시 중랑구 면목3.8동 1번지 24호,PHMD119763060034084000005,3060000,0,서울특별시 중랑구 용마산로94길 57 (면목동),,03,폐업,,,02-435-0903
다원약국,2020-02-13,208555.355763272,454237.01753823,2026-04-28 22:31:05,I,1976-10-29,03,폐업,2020-02-13 11:36:29,,1976-10-29,131-811,서울특별시 중랑구 면목3.8동 17번지 1호,PHMD119763060034084000006,3060000,0,서울특별시 중랑구 용마산로 440 (면목동),02189,03,폐업,,,02-434-2277
지영약국,2017-02-24,206612.899112652,456002.497569918,2026-04-28 22:31:05,I,1976-11-13,03,폐업,2017-02-24 16:47:04,,1976-11-13,131-853,서울특별시 중랑구 묵2동 249번지 59호,PHMD119763060034084000007,3060000,0,서울특별시 중랑구 동일로149길 47 (묵동),02012,03,폐업,,,02-973-3201
