사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,판매점영업면적,휴업시작일자,휴업종료일자,소재지전화번호
미니스톱 강서우장산점,2018-12-03,185714.15728531,450039.802512353,2026-04-28 22:00:58,I,03,폐업,2018-12-04 09:02:51,,2016-04-28,,,PHMH320163150037087500027,3150000,서울특별시 강서구 강서로48길 47 (내발산동),07682,03,폐업,120,,,
미니스톱 마곡비즈웍스점,2018-01-31,185655.771599894,450931.675671243,2026-04-28 22:00:58,I,03,폐업,2018-02-02 16:04:57,,2016-05-11,,,PHMH320163150037087500028,3150000,"서울특별시 강서구 강서로 391 (마곡동, 문영비즈웍스)",07803,03,폐업,,,,
씨유 화곡대로점,2018-07-30,186216.200890849,449323.844678445,2026-04-28 22:00:58,I,03,폐업,2018-07-30 13:16:29,,2016-05-17,,,PHMH320163150037087500029,3150000,서울특별시 강서구 화곡로 233 (화곡동),07695,03,폐업,36,,,
씨유 화곡와이즈점,2025-05-29,186048.390673767,448841.098288166,2026-04-28 22:00:58,I,03,폐업,2025-05-30 12:04:04,,2016-05-23,,,PHMH320163150037087500030,3150000,서울특별시 강서구 까치산로 20 (화곡동),07726,03,폐업,66,,,
(주)코리아세븐 강서염창점,2019-06-04,188769.216232916,449815.312928759,2026-04-28 22:01:06,I,03,폐업,2019-06-05 13:39:22,,2016-05-26,,,PHMH320163150037087500032,3150000,"서울특별시 강서구 양천로73가길 28, 1층 2,3호 (염창동, 삼현펠리체)",07540,03,폐업,50,,,
지에스25 강서송정역점,2021-10-08,183227.963853126,450986.476023762,2026-04-28 22:00:58,I,03,폐업,2021-10-08 16:04:46,,2016-06-07,,,PHMH320163150037087500033,3150000,서울특별시 강서구 공항대로 34 (공항동),07623,03,폐업,42,,,
GS25 마곡더블유점,2019-11-11,183768.696418792,451652.621602431,2026-04-28 22:00:58,I,03,폐업,2019-11-12 14:14:40,,2016-06-10,,,PHMH320163150037087500034,3150000,"서울특별시 강서구 방화대로 294 (마곡동, 마곡더블유타워)",07599,03,폐업,40,,,
(주)코리아세븐 화곡화원점,2024-12-02,186048.74286667,448017.438415969,2026-04-28 22:01:04,I,03,폐업,2024-12-02 17:27:35,,2016-06-23,,,PHMH320163150037087500036,3150000,"서울특별시 강서구 가로공원로76가길 76 (화곡동, 수경빌딩)",07769,03,폐업,49,,,
씨유 화곡봉제산점,2021-06-18,186648.263208277,448209.28551981,2026-04-28 22:00:58,I,03,폐업,2021-06-22 09:46:22,,2016-07-13,,서울특별시 강서구 화곡동 155번지 7호,PHMH320163150037087500038,3150000,서울특별시 강서구 강서로18바길 22 (화곡동),07753,03,폐업,,,,
365플러스 화곡중앙점,2018-05-31,185346.33001326,448943.300195527,2026-04-28 22:00:58,I,03,폐업,2018-05-31 17:56:05,,2016-07-26,,서울특별시 강서구 화곡동 1037번지 32호,PHMH320163150037087500040,3150000,서울특별시 강서구 강서로35길 70 (화곡동),07708,03,폐업,46,,,
씨유 양천향교점,2018-08-16,185838.384991988,452001.548882852,2026-04-28 22:00:58,I,03,폐업,2018-08-16 15:38:17,,2016-08-10,,,PHMH320163150037087500044,3150000,"서울특별시 강서구 양천로49길 35 (가양동, 한림빌딩)",07523,03,폐업,135,,,
씨유 강서다온점,2017-08-03,185188.260787751,449195.898631219,2026-04-28 22:00:58,I,03,폐업,2017-08-04 09:43:11,,2016-08-11,,서울특별시 강서구 화곡동 1015번지,PHMH320163150037087500045,3150000,서울특별시 강서구 화곡로13길 111 (화곡동),07709,03,폐업,49,,,
GS25 마곡8단지,2021-08-20,184002.221367555,451272.78863313,2026-04-28 22:00:58,I,03,폐업,2021-08-20 17:49:36,,2016-08-16,,,PHMH320163150037087500046,3150000,"서울특별시 강서구 마곡서1로 81 (마곡동, 마곡엠밸리8단지)",07599,03,폐업,53,,,
지에스25 염창빌리지점,2024-05-02,188508.502580715,450136.973259432,2026-04-28 22:00:58,I,03,폐업,2024-05-02 16:07:18,,2016-08-26,,서울특별시 강서구 염창동 244번지 15호,PHMH320163150037087500047,3150000,"서울특별시 강서구 양천로69길 19 (염창동, 세우빌딩)",07544,03,폐업,597,,,
GS25 마곡플레이스,2018-04-03,185668.617836982,450985.772091558,2026-04-28 22:00:58,I,03,폐업,2018-04-04 09:22:58,,2016-09-12,,,PHMH320163150037087500048,3150000,"서울특별시 강서구 강서로 395 (마곡동, 플레이스에이치)",07794,03,폐업,46,,,26685566
씨유 화곡미래점,2020-08-10,186729.609416151,448398.615042324,2026-04-28 22:00:58,I,03,폐업,2020-08-10 13:38:43,,2016-09-19,,,PHMH320163150037087500049,3150000,서울특별시 강서구 초록마을로 122 (화곡동),07724,03,폐업,30,,,
지에스25 발산파크점,2018-10-24,185486.670321459,450776.897789941,2026-04-28 22:01:05,I,03,폐업,2018-10-24 17:47:28,,2016-09-23,,,PHMH320163150037087500052,3150000,"서울특별시 강서구 공항대로 261, 106호 (마곡동, 발산파크프라자)",07803,03,폐업,46,,,
세븐일레븐 강서화곡대로점,2018-05-30,185825.094072884,448557.660496872,2026-04-28 22:00:58,I,03,폐업,2018-05-30 16:46:08,,2016-10-11,,,PHMH320163150037087500054,3150000,"서울특별시 강서구 강서로29길 27, 102호 (화곡동)",07720,03,폐업,62,,,02-2699-4332
씨유 개화점,2023-09-06,183372.025068083,453178.305694113,2026-04-28 22:00:58,I,03,폐업,2023-09-06 17:51:37,,2016-10-12,,,PHMH320163150037087500056,3150000,"서울특별시 강서구 금낭화로 167, 상가104호 (방화동, 방화8단지개화아파트)",07509,03,폐업,49,,,02-3662-0340
GS25 우장산,2018-10-31,186095.757317637,449457.023521698,2026-04-28 22:00:58,I,03,폐업,2018-10-31 16:15:46,,2016-10-13,,,PHMH320163150037087500057,3150000,"서울특별시 강서구 우현로 17 (화곡동, 서흥빌딩)",07695,03,폐업,53,,,
GS25 등촌서낭,2017-08-29,186336.124847832,450732.03485005,2026-04-28 22:00:58,I,03,폐업,2017-08-29 14:18:12,,2016-10-14,,,PHMH320163150037087500058,3150000,"서울특별시 강서구 화곡로63길 125 (등촌동, 윤준빌딩)",07590,03,폐업,108,,,
씨유 화곡트윈캐슬점,2018-12-31,186728.272021831,448837.12245991,2026-04-28 22:01:04,I,03,폐업,2018-12-31 16:17:15,,2016-10-18,,,PHMH320163150037087500059,3150000,"서울특별시 강서구 초록마을로 71, A동 101호 (화곡동, 우성트윈캐슬아파트)",07677,03,폐업,66,,,
지에스25 마곡일성점,2021-11-16,184539.253003862,451830.533907327,2026-04-28 22:01:05,I,03,폐업,2021-11-16 17:47:32,,2016-10-19,,,PHMH320163150037087500061,3150000,"서울특별시 강서구 마곡중앙로 161-22, B동 122호 (마곡동, 마곡일성트루엘플래닛)",07788,03,폐업,40,,,
씨유 마곡더랜드점,2022-12-23,184655.264279055,451864.298152252,2026-04-28 22:00:58,I,03,폐업,2022-12-26 09:12:14,,2016-11-02,,서울특별시 강서구 마곡동 757번지 두산더랜드파크,PHMH320163150037087500062,3150000,"서울특별시 강서구 마곡중앙로 161-8, 두산더랜드파크 A동 1층 106호 (마곡동)",07788,03,폐업,53,,,26583769
지에스25 마곡미르웰점,2023-09-22,,,2026-04-28 22:00:58,I,03,폐업,2023-09-22 16:34:42,,2016-11-07,,서울특별시 강서구 마곡동 784-2 마곡경동미르웰,PHMH320163150037087500063,3150000,"서울특별시 강서구 강서로 455, 마곡경동미르웰 101동 113호 (마곡동)",07792,03,폐업,,,,070-8844-4658
지에스25 마곡점,2018-06-15,183968.906835987,450822.830988735,2026-04-28 22:00:58,I,03,폐업,2018-06-25 14:47:31,,2016-11-11,,,PHMH320163150037087500064,3150000,"서울특별시 강서구 마곡중앙1로 72, 상가동 104호 (마곡동, 마곡엠밸리10단지)",07629,03,폐업,43,,,
미니스톱 강서하늘점,2019-04-12,188267.522697783,449965.250354666,2026-04-28 22:00:58,I,03,폐업,2019-04-15 14:16:01,,2016-11-16,,,PHMH320163150037087500065,3150000,"서울특별시 강서구 공항대로59다길 85 (염창동, 대진빌딩)",07554,03,폐업,70,,,
GS25 공항다솔점,2021-11-29,183833.851362508,450211.689324589,2026-04-28 22:00:58,I,03,폐업,2021-11-30 13:10:13,,2016-11-25,,,PHMH320163150037087500066,3150000,서울특별시 강서구 방화대로6마길 22 (공항동),07645,03,폐업,66,,,
이마트24 가양역점,2022-09-14,186915.480005327,451230.088219015,2026-04-28 22:00:58,I,03,폐업,2022-09-15 13:21:14,,2016-11-25,,,PHMH320163150037087500067,3150000,"서울특별시 강서구 양천로57길 10-11, 106호 (가양동, 이스타빌Ⅱ)",07526,03,폐업,30,,,
씨유 공항대로점,2021-03-15,188182.789386066,449782.328938379,2026-04-28 22:00:58,I,03,폐업,2021-03-17 17:57:31,,2016-11-28,,,PHMH320163150037087500068,3150000,"서울특별시 강서구 공항대로 549, 2층 (염창동)",07561,03,폐업,125,,,02-3665-5353
씨유 방화또오기점,2019-08-13,183591.88533413,451589.008478443,2026-04-28 22:00:58,I,03,폐업,2019-08-14 17:26:10,,2016-11-28,,,PHMH320163150037087500069,3150000,서울특별시 강서구 초원로16길 24 (방화동),07616,03,폐업,100,,,
CU 화곡청산점,2018-03-26,185719.08442658,448770.889277379,2026-04-28 22:01:05,I,03,폐업,2018-03-27 15:36:48,,2016-11-30,,,PHMH320163150037087500070,3150000,"서울특별시 강서구 화곡로 158, 1층 (화곡동, 세림빌딩)",07715,03,폐업,105,,,02-2607-4106
미니스톱 방화사거리점,2019-12-20,183306.538535393,452402.238297341,2026-04-28 22:00:58,I,03,폐업,2019-12-23 13:12:30,,2016-12-13,,,PHMH320163150037087500073,3150000,"서울특별시 강서구 양천로 73, 104호 (방화동, 멤브로메디컬센터)",07517,03,폐업,51,,,
GS25 강서방화점,2024-08-01,183147.775733197,452259.11212305,2026-04-28 22:00:58,I,03,폐업,2024-08-01 17:43:16,,2016-12-16,,,PHMH320163150037087500076,3150000,"서울특별시 강서구 양천로14길 16, 1층 (방화동, 오성빌딩)",07602,03,폐업,76,,,02-2661-8986
씨유 마곡11단지점,2019-06-19,184123.663823162,450801.154255534,2026-04-28 22:00:58,I,03,폐업,2019-06-19 17:03:07,,2017-01-02,,서울특별시 강서구 마곡동 746번지,PHMH320173150037087500001,3150000,"서울특별시 강서구 공항대로 124, 제판매시설동 1층 1101-106호 (마곡동, 마곡엠밸리11단지)",07808,03,폐업,43,,,
(주)코리아세븐 강서등촌로얄점,2017-12-07,186398.02357821,450973.992392374,2026-04-28 22:01:05,I,03,폐업,2017-12-07 15:32:34,,2017-01-03,,서울특별시 강서구 등촌동 698번지,PHMH320173150037087500003,3150000,"서울특별시 강서구 공항대로41길 76, 104호 (등촌동, 로얄프라자)",07587,03,폐업,42,,,
씨유 화곡삼성점,2018-05-09,187137.650939893,447456.838723466,2026-04-28 22:00:58,I,03,폐업,2018-05-09 15:55:28,,2017-01-09,,서울특별시 강서구 화곡동 854번지 1호,PHMH320173150037087500004,3150000,"서울특별시 강서구 국회대로7길 101, 102호 (화곡동, 삼성아파트)",07787,03,폐업,56,,,
GS25 화곡공원점,2024-05-20,186306.388564577,449335.217506391,2026-04-28 22:00:58,I,03,폐업,2024-05-20 13:32:25,,2017-01-09,,서울특별시 강서구 화곡동 24번지 126호,PHMH320173150037087500005,3150000,"서울특별시 강서구 화곡로42가길 9, 1층 101호 (화곡동, 그랜드오피스텔)",07679,03,폐업,33,,,
GS25 강서송정점,2020-12-28,183595.654551909,450285.070346197,2026-04-28 22:00:58,I,03,폐업,2020-12-30 14:49:15,,2017-01-10,,서울특별시 강서구 공항동 1340번지,PHMH320173150037087500006,3150000,"서울특별시 강서구 남부순환로11길 28, 1층 (공항동)",07628,03,폐업,73,,,02-2666-5052
씨유 마곡한솔점,2018-02-02,184321.324564628,451947.214463816,2026-04-28 22:00:58,I,03,폐업,2018-02-02 16:05:21,,2017-01-19,,서울특별시 강서구 마곡동 716번지,PHMH320173150037087500008,3150000,"서울특별시 강서구 양천로30길 77, 110동 101호 (마곡동, 한솔솔파크아파트)",07595,03,폐업,89,,,
씨유 마곡DM시티점,2019-08-06,185827.239418328,451790.699502971,2026-04-28 22:00:58,I,03,폐업,2019-08-08 13:39:09,,2017-02-10,,서울특별시 강서구 마곡동 776번지 2호,PHMH320173150037087500010,3150000,"서울특별시 강서구 양천로 344, 115호 (마곡동, 대방디엠시티오피스텔1차)",07791,03,폐업,35,,,
GS25 강서본점,2019-03-18,186857.088775601,449869.433474683,2026-04-28 22:00:58,I,03,폐업,2019-03-19 15:37:52,,2017-02-16,,서울특별시 강서구 화곡동 1122번지 1호,PHMH320173150037087500011,3150000,"서울특별시 강서구 까치산로 151, 101호 (화곡동)",07657,03,폐업,66,,,
(주)코리아세븐 마곡센트럴점,2019-06-04,185150.32136415,450822.870557532,2026-04-28 22:01:05,I,03,폐업,2019-06-05 13:39:32,,2017-02-21,,서울특별시 강서구 마곡동 774번지 4호,PHMH320173150037087500012,3150000,"서울특별시 강서구 공항대로 227, 104호 (마곡동, 마곡센트럴타워Ⅰ)",07802,03,폐업,123,,,
지에스25 방화한숲점,2023-08-23,183846.868344957,452730.209311733,2026-04-28 22:00:58,I,03,폐업,2023-08-23 17:56:48,,2017-02-22,,서울특별시 강서구 방화동 132번지 12호,PHMH320173150037087500013,3150000,"서울특별시 강서구 방화대로50길 17, 1층 (방화동)",07518,03,폐업,53,,,
씨유발산오피스점,2025-10-27,185522.93039364,450941.426239756,2026-04-28 22:01:04,I,03,폐업,2025-10-28 09:13:07,,2017-03-02,,서울특별시 강서구 마곡동 795번지 1호,PHMH320173150037087500014,3150000,"서울특별시 강서구 마곡중앙8로 86, 상가동 106호 (마곡동, 필네이처)",07803,03,폐업,49,,,
GS25 마곡SH점,2019-02-18,184947.625497503,450846.273424687,2026-04-28 22:00:58,I,03,폐업,2019-02-21 13:35:44,,2017-03-09,,서울특별시 강서구 마곡동 774번지,PHMH320173150037087500015,3150000,"서울특별시 강서구 공항대로 205, 1동 104호 (마곡동, 에스에이치빌딩)",07802,03,폐업,49,,,
씨유 우장산힐스테이트점,2018-12-31,185972.69133937,450530.52233773,2026-04-28 22:01:05,I,03,폐업,2018-12-31 16:17:06,,2017-03-13,,서울특별시 강서구 내발산동 658번지,PHMH320173150037087500017,3150000,"서울특별시 강서구 공항대로38길 80, 1층 (내발산동)",07651,03,폐업,49,,,
GS25 강서로우장산점,2020-04-09,185709.907298123,449861.281185286,2026-04-28 22:00:58,I,03,폐업,2020-04-13 17:37:52,,2017-03-15,,서울특별시 강서구 내발산동 706번지 5호,PHMH320173150037087500018,3150000,"서울특별시 강서구 강서로46길 47, 1층 (내발산동)",07692,03,폐업,23,,,
GS25 마곡LG정문점,2019-06-07,185327.013793106,450918.42280126,2026-04-28 22:01:06,I,03,폐업,2019-06-10 17:19:24,,2017-03-23,,서울특별시 강서구 마곡동 796번지 6호,PHMH320173150037087500020,3150000,"서울특별시 강서구 마곡중앙6로 65, 107호 (마곡동, 지투프라자)",07803,03,폐업,45,,,
미니스톱 화곡사거리점,2019-03-29,186424.391650186,447580.544751681,2026-04-28 22:00:58,I,03,폐업,2019-04-02 09:34:34,,2017-03-24,,서울특별시 강서구 화곡동 898번지 1호,PHMH320173150037087500021,3150000,"서울특별시 강서구 강서로 27, 1층 105호 (화곡동, 화곡심포니타워)",07778,03,폐업,43,,,
씨유 등촌5단지점,2019-10-30,186236.399275519,451054.437108698,2026-04-28 22:01:05,I,03,폐업,2019-10-31 14:19:04,,2017-03-27,,서울특별시 강서구 등촌동 695번지 1호,PHMH320173150037087500022,3150000,"서울특별시 강서구 강서로62길 98, 101호 (등촌동)",07586,03,폐업,89,,,
씨유 화곡수명점,2022-04-22,185282.383003896,448711.03261416,2026-04-28 22:00:58,I,03,폐업,2022-04-22 16:36:31,,2017-03-31,,서울특별시 강서구 화곡동 1068번지,PHMH320173150037087500024,3150000,"서울특별시 강서구 강서로33길 103, 1층 (화곡동)",07711,03,폐업,59,,,
GS25 방화행복점,2023-08-29,183631.431772818,451879.070900506,2026-04-28 22:00:58,I,03,폐업,2023-08-29 17:31:55,,2017-04-10,,서울특별시 강서구 방화동 246번지 48호,PHMH320173150037087500027,3150000,"서울특별시 강서구 양천로24길 93, 1층 (방화동)",07605,03,폐업,71,,,
씨유 강서웨스턴점,2018-05-03,186429.327795498,452034.27568352,2026-04-28 22:00:58,I,03,폐업,2018-05-03 18:20:57,,2017-04-13,,서울특별시 강서구 가양동 1461번지,PHMH320173150037087500028,3150000,"서울특별시 강서구 허준로 47, 101호 (가양동)",07524,03,폐업,50,,,
GS25 화곡타운점,2021-04-12,186487.623007178,448142.571375362,2026-04-28 22:00:58,I,03,폐업,2021-04-14 11:06:31,,2017-04-13,,서울특별시 강서구 화곡동 398번지 4호,PHMH320173150037087500029,3150000,"서울특별시 강서구 강서로18라길 23, 1층 (화곡동)",07752,03,폐업,59,,,
씨유마곡보타닉푸르지오 1호점,2018-05-04,184646.580818167,451684.726858384,2026-04-28 22:01:05,I,03,폐업,2018-05-04 17:26:47,,2017-04-19,,서울특별시 강서구 마곡동 760번지,PHMH320173150037087500030,3150000,"서울특별시 강서구 마곡중앙5로 6, 147호 (마곡동, 마곡나루역보타닉푸르지오시티)",07788,03,폐업,40,,,
GS25 방화상춘점,2021-07-01,183200.464223144,452658.400446616,2026-04-28 22:00:58,I,03,폐업,2021-07-01 15:34:48,,2017-04-24,,서울특별시 강서구 방화동 813번지 3호,PHMH320173150037087500031,3150000,"서울특별시 강서구 금낭화로19길 26, 1층 101호 (방화동)",07515,03,폐업,53,,,
(주)코리아세븐 가양타워점,2021-12-28,187494.079333054,450527.699600801,2026-04-28 22:01:05,I,03,폐업,2021-12-28 14:35:47,,2017-04-25,,서울특별시 강서구 등촌동 637번지,PHMH320173150037087500032,3150000,"서울특별시 강서구 화곡로68길 102, 1층 104호 (등촌동, 서울시니어스가양타워)",07550,03,폐업,43,,,
씨유 마곡보타닉푸르지오2호점,2019-04-09,184646.580818167,451684.726858384,2026-04-28 22:01:04,I,03,폐업,2019-04-12 15:17:14,,2017-04-26,,서울특별시 강서구 마곡동 760번지,PHMH320173150037087500034,3150000,"서울특별시 강서구 마곡중앙5로 6, B121,B122호 (마곡동, 마곡나루역보타닉푸르지오시티)",07788,03,폐업,55,,,
GS25 화곡까치산점,2019-02-28,186165.936748059,447830.752392223,2026-04-28 22:00:58,I,03,폐업,2019-02-28 15:04:59,,2017-04-27,,서울특별시 강서구 화곡동 348번지 23호,PHMH320173150037087500035,3150000,"서울특별시 강서구 강서로17길 29 (화곡동, 유석빌딩)",07770,03,폐업,140,,,
씨유 마곡사이언스타워점,2022-10-04,185259.185267583,450932.359772264,2026-04-28 22:01:06,I,03,폐업,2022-10-04 14:46:23,,2017-05-01,,서울특별시 강서구 마곡동 796번지 3호,PHMH320173150037087500036,3150000,"서울특별시 강서구 마곡동로 62, 107,108호 (마곡동, 마곡사이언스타워)",07803,03,폐업,106,,,
이마트24  강서등촌점,2018-11-30,187696.750096044,450421.859719072,2026-04-28 22:00:58,I,03,폐업,2018-11-30 14:39:31,,2017-05-08,,서울특별시 강서구 등촌동 636번지 60호,PHMH320173150037087500037,3150000,"서울특별시 강서구 화곡로68길 148, 1층 101호 (등촌동)",07565,03,폐업,33,,,
(주)코리아세븐 마곡호서대기숙사점,2024-12-20,185676.861117112,451014.642022645,2026-04-28 22:01:05,I,03,폐업,2024-12-20 17:50:04,,2017-05-11,,서울특별시 강서구 마곡동 793번지 8호,PHMH320173150037087500038,3150000,"서울특별시 강서구 강서로 399, 1동 107호 (마곡동, 마곡-하이마루)",07794,03,폐업,42,,,
씨유마곡힐스테이트점,2020-01-14,184835.390794256,450858.680912443,2026-04-28 22:00:58,I,03,폐업,2020-01-17 09:05:24,,2017-05-17,,서울특별시 강서구 마곡동 773번지 3호,PHMH320173150037087500039,3150000,"서울특별시 강서구 공항대로 195, S동 136호 (마곡동, 현대힐스테이트에코동익)",07801,03,폐업,11,,,
씨유 마곡롯데캐슬점,2018-12-05,184687.894682539,451746.931471859,2026-04-28 22:01:05,I,03,폐업,2018-12-05 17:36:41,,2017-05-17,,서울특별시 강서구 마곡동 760번지 2호,PHMH320173150037087500040,3150000,"서울특별시 강서구 마곡중앙로 161-1, 108,109호 (마곡동, 마곡나루역캐슬파크)",07788,03,폐업,,,,
씨유 등촌비원점,2018-01-31,187999.32555627,449920.361168751,2026-04-28 22:00:58,I,03,폐업,2018-01-31 15:54:35,,2017-05-19,,서울특별시 강서구 등촌동 648번지 6호,PHMH320173150037087500041,3150000,"서울특별시 강서구 공항대로 525, 상가동 제비2-1호 (등촌동, 비원오피스텔)",07563,03,폐업,50,,,
씨유 화곡 천량점,2019-03-08,187715.476404557,447757.310480069,2026-04-28 22:00:58,I,03,폐업,2019-03-15 09:03:15,,2017-05-22,,서울특별시 강서구 화곡동 796번지 1호,PHMH320173150037087500042,3150000,"서울특별시 강서구 곰달래로 260, 1층 (화곡동, 피앤와이빌딩)",07785,03,폐업,40,,,
바이더웨이 발산 신화점,2012-11-16,185643.544687055,450612.383812762,2026-04-28 22:00:55,I,03,폐업,2013-10-30 15:16:48,,2011-11-05,157-280,서울특별시 강서구 내발산동 653번지,PHMH320113150037087500001,3150000,서울특별시 강서구 강서로 360 (내발산동),,03,폐업,,,,26944831
GS25 등촌스타,2013-03-26,187747.587175026,449268.710920447,2026-04-28 22:00:55,I,03,폐업,2013-10-30 13:25:39,,2012-11-05,157-836,서울특별시 강서구 등촌동 512번지 7호,PHMH320123150037087500003,3150000,서울특별시 강서구 등촌로39길 6 (등촌동),,03,폐업,,,,26448104
GS25화곡까치산점,2013-03-26,186165.936748059,447830.752392223,2026-04-28 22:00:55,I,03,폐업,2013-10-30 13:33:53,,2012-11-05,157-881,서울특별시 강서구 화곡동 348번지 23호,PHMH320123150037087500004,3150000,서울특별시 강서구 강서로17길 29 (화곡동),,03,폐업,,,,26018104
GS25 내발산점,2015-05-19,185390.985526578,449863.694451565,2026-04-28 22:00:55,I,03,폐업,2015-05-19 17:59:02,,2012-11-05,157-833,서울특별시 강서구 내발산동 708번지 12호,PHMH320123150037087500005,3150000,서울특별시 강서구 강서로47가길 38 (내발산동),,03,폐업,,,,26667103
씨유 등촌SBS점,2020-07-28,186781.300478519,451150.119278374,2026-04-28 22:00:55,I,03,폐업,2020-07-28 18:03:34,,2012-11-05,157-030,서울특별시 강서구 등촌동 65번지 5호,PHMH320123150037087500007,3150000,서울특별시 강서구 공항대로43길 123 (등촌동),07574,03,폐업,,,,36618204
미니스톱 화곡공원지점,2014-02-28,186226.298166522,448792.743079201,2026-04-28 22:00:55,I,03,폐업,2014-03-03 17:40:31,,2012-11-05,157-871,서울특별시 강서구 화곡동 98번지 253호,PHMH320123150037087500010,3150000,서울특별시 강서구 까치산로4길 34 (화곡동),,03,폐업,,,,26907661
미니스톱 까치산점,2014-02-28,186380.634607259,447481.210076355,2026-04-28 22:00:55,I,03,폐업,2014-03-03 17:40:43,,2012-11-05,157-909,서울특별시 강서구 화곡동 902번지 10호,PHMH320123150037087500011,3150000,서울특별시 강서구 강서로7길 19 (화곡동),,03,폐업,,,,26972810
세븐일레븐 화곡행복점,2024-10-31,187502.597973465,448337.885387909,2026-04-28 22:00:55,I,03,폐업,2024-10-31 15:50:54,,2012-11-06,157-894,서울특별시 강서구 화곡동 504번지 87호,PHMH320123150037087500013,3150000,서울특별시 강서구 등촌로13길 90 (화곡동),07733,03,폐업,,,,26450802
GS25 강서송정점,2013-06-25,183595.654551909,450285.070346197,2026-04-28 22:00:55,I,03,폐업,2013-10-30 15:19:13,,2012-11-06,157-815,서울특별시 강서구 공항동 1340번지,PHMH320123150037087500014,3150000,서울특별시 강서구 남부순환로11길 28 (공항동),,03,폐업,,,,21141934
바이더웨이 강서공항점,2014-09-18,183226.061445645,450710.383151305,2026-04-28 22:00:55,I,03,폐업,2014-09-22 17:39:22,,2012-11-06,157-812,서울특별시 강서구 공항동 55번지 100호,PHMH320123150037087500015,3150000,서울특별시 강서구 송정로4길 1-1 (공항동),,03,폐업,,,,26610930
GS25 강서본점,2017-02-16,186857.088775601,449869.433474683,2026-04-28 22:00:55,I,03,폐업,2017-02-16 15:45:59,,2012-11-06,157-928,서울특별시 강서구 화곡동 1122번지 1호,PHMH320123150037087500016,3150000,서울특별시 강서구 까치산로 151 (화곡동),07657,03,폐업,,,,26482231
