건축물동수,건축물연면적,사업장명,탈의실면적,폐업일자,법인명,좌표X,좌표Y,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,보험가입여부코드,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지도자수,휴게실면적,지번주소,회원모집총인원,관리번호,사무실면적,개방자치단체코드,공사립구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
0,0,코리아헬스,,1998-08-07,,206470.792808865,450732.217284049,체력단련장업,2026-04-28 22:31:36,I,03,폐업,,2003-05-13 11:23:25,,1996-11-18,,143-838,0,,서울특별시 광진구 군자동 463-8,,CDFH3301061996000008,,3040000,사립,서울특별시 광진구 천호대로102길 4  (군자동),,03,폐업,,,
0,0,상만헬스크럽,,1998-04-23,,,,체력단련장업,2026-04-28 22:31:36,I,03,폐업,,2003-05-13 11:23:25,,1997-04-01,,143-903,0,,서울특별시 광진구 중곡동 240-30,,CDFH3301061997000001,,3040000,사립,,,03,폐업,,,
,963,건국헬스센타,,2007-11-02,,206228.837446343,448866.49526502,체력단련장업,2026-04-28 22:31:36,I,03,폐업,0,2007-11-02 15:57:42,,1997-04-29,,143-914,1,,서울특별시 광진구 화양동 5-5,,CDFH3301061997000002,195,3040000,사립,서울특별시 광진구 능동로 123  (화양동),,03,폐업,,,02-468-5709
,,한국균형헬스,,2002-10-10,,207989.968020055,449856.514269142,체력단련장업,2026-04-28 22:31:36,I,03,폐업,0,2003-12-22 11:19:40,,1997-05-28,,143-817,,,서울특별시 광진구 구의동 54-12,,CDFH3301061997000003,,3040000,사립,서울특별시 광진구 자양로43길 5  (구의동),,03,폐업,,,
,,파워헬스,,2002-08-31,,205997.23851977,449576.658143009,체력단련장업,2026-04-28 22:31:36,I,03,폐업,0,2003-08-28 16:41:45,,1997-08-27,,143-840,,,서울특별시 광진구 군자동 355-14,,CDFH3301061997000006,,3040000,사립,서울특별시 광진구 광나루로 347  (군자동),,03,폐업,,,
0,0,뷰티여성헬스,,1998-11-02,,205925.008275716,448796.776687964,체력단련장업,2026-04-28 22:31:36,I,03,폐업,,2003-05-13 11:23:25,,1997-09-10,,143-917,0,,서울특별시 광진구 화양동 48-31,,CDFH3301061997000008,,3040000,사립,서울특별시 광진구 동일로22길 68  (화양동),,03,폐업,,,
0,0,자양헬스타운,,2019-07-08,,207065.317598467,448097.298373105,체력단련장업,2026-04-28 22:31:36,I,03,폐업,,2019-07-08 17:03:32,,1997-09-23,,,,,서울특별시 광진구 자양동 621-24,,CDFH3301061997000009,,3040000,사립,"서울특별시 광진구 자양로15길 51-1 (자양동, 진덕빌딩)",05057,03,폐업,,,34364143
,,파워헬스,,2007-11-02,,205800.186223739,448390.088509972,체력단련장업,2026-04-28 22:31:36,I,03,폐업,0,2007-11-02 16:03:58,,1997-11-14,,143-842,,,서울특별시 광진구 자양동 851-19,,CDFH3301061997000011,,3040000,사립,서울특별시 광진구 능동로7길 50  (자양동),,03,폐업,,,
0,0,로얄헬스클럽,,1999-02-02,,207287.404566364,451951.606434503,체력단련장업,2026-04-28 22:31:36,I,03,폐업,,2003-05-13 11:23:25,,1997-12-03,,143-902,0,,서울특별시 광진구 중곡동 199-3,,CDFH3301061997000012,,3040000,사립,서울특별시 광진구 면목로 188  (중곡동),,03,폐업,,,
,,프라임산업(주) 프라임 스포테크,,2015-02-05,,208394.416382167,448165.279999905,체력단련장업,2026-04-28 22:31:36,I,03,폐업,Y,2015-02-05 13:40:24,,1998-04-07,815.7,143-721,2,,서울특별시 광진구 구의동 546-4 12층,,CDFH3301061998000001,,3040000,사립,"서울특별시 광진구 광나루로56길 85, 12층 (구의동)",,03,폐업,,,34247777
0,0,선헬스클럽,,1998-11-30,,207306.133176476,448790.51931761,체력단련장업,2026-04-28 22:31:36,I,03,폐업,,2003-05-13 11:23:25,,1998-06-25,,143-827,0,,서울특별시 광진구 구의동 254-108,,CDFH3301061998000002,,3040000,사립,서울특별시 광진구 자양로 151  (구의동),,03,폐업,,,
0,0,한강스포츠,,1999-02-24,,207359.077156309,448305.441351828,체력단련장업,2026-04-28 22:31:36,I,03,폐업,,2003-05-13 11:23:25,,1998-06-25,,143-825,0,,서울특별시 광진구 구의동 246-15,,CDFH3301061998000003,,3040000,사립,서울특별시 광진구 아차산로 373  (구의동),,03,폐업,,,
,,파워헬스,,2007-02-26,,206893.84345075,447758.903010754,체력단련장업,2026-04-28 22:31:36,I,03,폐업,0,2007-02-26 17:39:51,,1999-12-30,,143-865,,,서울특별시 광진구 자양동 606-14,,CDFH3301061999000008,,3040000,사립,서울특별시 광진구 뚝섬로 622-1  (자양동),,03,폐업,,,
,,중앙휘트니스월드헬스클럽,,2007-03-13,,207301.259695857,447508.288634687,체력단련장업,2026-04-28 22:31:36,I,03,폐업,0,2007-03-13 13:54:14,,2000-02-06,,143-873,,,서울특별시 광진구 자양동 665-10,,CDFH3301062000000001,,3040000,사립,서울특별시 광진구 자양로3길 58  (자양동),,03,폐업,,,
,,월드헬스,,2007-11-07,,207787.040184372,448454.372697601,체력단련장업,2026-04-28 22:31:36,I,03,폐업,0,2007-11-07 16:08:35,,2000-10-23,,143-825,,,서울특별시 광진구 구의동 243-12,,CDFH3301062000000006,,3040000,사립,서울특별시 광진구 구의로 3  (구의동),,03,폐업,,,22018700
,,용인체대체력단련장,,2003-08-11,,207565.19420978,449283.091971668,체력단련장업,2026-04-28 22:31:36,I,03,폐업,0,2003-12-26 13:59:36,,2001-03-06,,143-819,,,서울특별시 광진구 구의동 68-29 (지층),,CDFH3301062001000001,,3040000,사립,"서울특별시 광진구 자양로 210  (구의동,(지층))",,03,폐업,,,
,,골드 ·짐 헬스장,,2004-10-12,,207307.270591653,448107.552520605,체력단련장업,2026-04-28 22:31:36,I,03,폐업,0,2004-10-12 15:59:49,,2001-05-16,,143-867,,,서울특별시 광진구 자양동 627-3 (3층),,CDFH3301062001000004,,3040000,사립,"서울특별시 광진구 자양로 85  (자양동,(3층))",,03,폐업,,,
,,런헬스크럽,,2003-12-26,,207909.754570922,450552.240019738,체력단련장업,2026-04-28 22:31:36,I,03,폐업,0,2003-12-26 13:57:22,,2001-05-30,,143-888,,,서울특별시 광진구 중곡동 83-16,,CDFH3301062001000005,,3040000,사립,서울특별시 광진구 영화사로 27  (중곡동),,03,폐업,,,
,3581,굿모닝휘트니스,,2021-01-12,,208558.933963663,448800.055402101,체력단련장업,2026-04-28 22:31:36,I,03,폐업,,2021-01-13 09:45:04,,2002-03-08,581.72,,,,서울특별시 광진구 광장동 470-10 지하1층,,CDFH3301062002000001,,3040000,사립,"서울특별시 광진구 아차산로 506, 지하1층 (광장동, 원준빌딩)",04974,03,폐업,,,02-456-1415
,,삼성쉐르빌헬스클럽,,2007-03-26,,208310.372259506,448631.437594782,체력단련장업,2026-04-28 22:31:36,I,03,폐업,0,2007-03-26 13:17:51,,2002-09-06,,143-723,,,"서울특별시 광진구 구의동 199-18 삼성쉐르빌B/D지층(116,117,118호) 199동 18호",,CDFH3301062002000002,,3040000,사립,"서울특별시 광진구 구의강변로 106, 199동 18호 (구의동,삼성쉐르빌B/D지층(116,117,118호))",,03,폐업,,,
0,0,라인헬스,,2010-02-22,,208186.555819845,448586.466456062,체력단련장업,2026-04-28 22:31:36,I,03,폐업,,2010-02-22 15:40:39,,2002-10-17,,143-822,0,,서울특별시 광진구 구의동 213-14 (5층),,CDFH3301062002000004,,3040000,사립,"서울특별시 광진구 아차산로 462  (구의동,(5층))",,03,폐업,,,
,,광진휘트니스,,2024-06-28,,205663.081069121,448250.363358949,체력단련장업,2026-04-28 22:31:36,I,03,폐업,,2024-06-28 15:45:34,,2003-12-23,,,,,서울특별시 광진구 자양동 44-2 2층,,CDFH3301062003000006,,3040000,사립,"서울특별시 광진구 뚝섬로 489, 2층 (자양동, 노룬산시장)",05080,03,폐업,,,
,,대원헬스,,2024-05-13,,207176.529121066,451719.329086886,체력단련장업,2026-04-28 22:31:36,I,03,폐업,,2024-05-13 13:09:47,,2003-04-17,289.59,,,,서울특별시 광진구 중곡동 173-2,,CDFH3301062003000007,,3040000,사립,"서울특별시 광진구 면목로 161 (중곡동, 중곡빌딩)",04906,03,폐업,,,
,,비버리헬스,,2009-01-20,,207214.041939518,451067.861214609,체력단련장업,2026-04-28 22:31:36,I,03,폐업,0,2004-08-02 13:53:05,,2004-01-14,,143-885,2,,서울특별시 광진구 중곡동 41-33 2층,,CDFH3301062004000001,,3040000,사립,"서울특별시 광진구 능동로 366  (중곡동,2층)",,03,폐업,,,
,171,강남헬스,,2010-03-10,,206554.660007199,447700.642403113,체력단련장업,2026-04-28 22:31:36,I,03,폐업,0,2010-03-10 18:13:08,,2004-02-10,,143-864,1,,서울특별시 광진구 자양동 584-3 6층,,CDFH3301062004000002,,3040000,사립,"서울특별시 광진구 자양번영로 21  (자양동,6층)",,03,폐업,,,
,876,준 휘트니스,,2013-07-09,,207241.435285384,450449.566266458,체력단련장업,2026-04-28 22:31:36,I,03,폐업,0,2013-07-10 08:26:19,,2004-04-14,,143-891,,,서울특별시 광진구 중곡동 140-19 3층,,CDFH3301062004000004,,3040000,사립,"서울특별시 광진구 천호대로 581  (중곡동,3층)",,03,폐업,,,
,1452,훼미리헬스클럽,,2006-07-12,,208214.895653032,448960.106855126,체력단련장업,2026-04-28 22:31:36,I,03,폐업,0,2006-07-12 15:12:37,,2004-06-21,,143-821,1,,서울특별시 광진구 구의동 202-27 6층,,CDFH3301062004000007,,3040000,사립,"서울특별시 광진구 광나루로 586  (구의동,6층)",,03,폐업,,,02-458-4181
1,2063,상일운동치료센터,,2018-10-30,,207541.359908776,447754.585448225,체력단련장업,2026-04-28 22:31:36,I,03,폐업,,2018-10-30 17:20:45,,2004-12-10,,,,,서울특별시 광진구 자양동 681-40 지하1층,,CDFH3301062004000009,,3040000,사립,"서울특별시 광진구 자양로 42 (자양동, 동남빌딩)",05112,03,폐업,,,
,,해피데이,,2019-04-02,,207574.350933065,447709.275315842,체력단련장업,2026-04-28 22:31:36,I,03,폐업,,2019-04-02 17:41:25,,2005-04-20,,,,,서울특별시 광진구 자양동 685 4층,,CDFH3301062005000001,,3040000,사립,"서울특별시 광진구 자양로 38 (자양동, 해피데이사우나)",05112,03,폐업,,,02-452-5656
,,스파헬스,,2016-10-26,,207332.900096276,447665.572094253,체력단련장업,2026-04-28 22:31:36,I,03,폐업,,2016-10-26 16:04:07,,2007-01-22,121.8,143-873,,,서울특별시 광진구 자양동 662-5,,CDFH3301062007000001,,3040000,사립,서울특별시 광진구 자양로5길 36 (자양동),,03,폐업,,,02-452-8012
,,파워헬스,,2012-02-16,,205800.186223739,448390.088509972,체력단련장업,2026-04-28 22:31:36,I,03,폐업,0,2012-02-16 17:19:27,,2007-11-12,,143-842,,,서울특별시 광진구 자양동 851-19,,CDFH3301062007000006,,3040000,사립,서울특별시 광진구 능동로7길 50  (자양동),,03,폐업,,,
,,라온피플(울림에셋주식회사),,2013-11-07,,206031.196548172,448731.099217371,체력단련장업,2026-04-28 22:31:36,I,03,폐업,0,2013-11-07 15:55:57,,2008-02-20,,143-914,,,서울특별시 광진구 화양동 7-3 한림타워 지하1층,,CDFH3301062008000002,,3040000,사립,,,03,폐업,,,02-2115-6488
,,커브스 자양클럽,,2018-07-30,,206278.8816321,447982.862179678,체력단련장업,2026-04-28 22:31:36,I,03,폐업,,2018-07-30 10:03:53,,2009-10-22,109.09,,1,,서울특별시 광진구 자양동 553-502 대양빌딩 405호,,CDFH3301062009000006,,3040000,사립,"서울특별시 광진구 뚝섬로 558, 405호 (자양동, 대양빌딩)",05091,03,폐업,,,
,,라이프휘트니스,0,2014-07-11,,206523.420380767,448235.983400054,체력단련장업,2026-04-28 22:31:36,I,03,폐업,,2014-07-11 13:24:18,,2010-05-12,77.35,143-880,1,0,서울특별시 광진구 자양동 783-1 자양7차우성(아) 상가동 201호,,CDFH3301062010000002,0,3040000,사립,,,03,폐업,,,02-3436-5606
,,스포사(sposa),0,2018-08-17,,209345.941766315,449811.718207794,체력단련장업,2026-04-28 22:31:37,I,03,폐업,,2018-08-17 09:33:50,,2011-12-21,251,143-802,1,0,"서울특별시 광진구 광장동 145-8 한수상가  제2층 1호,제2층 35호",,CDFH3301062011000003,0,3040000,사립,서울특별시 광진구 아차산로 635 (광장동),04964,03,폐업,,,
,,핏앤다이어트 30분순환운동,0,2024-10-25,,207168.176995825,448137.885841357,체력단련장업,2026-04-28 22:31:37,I,03,폐업,,2024-10-25 17:57:51,,2015-01-12,90,143-866,,0,서울특별시 광진구 자양동 625-27,,CDFH3301062015000001,0,3040000,사립,서울특별시 광진구 자양로15길 31 (자양동),05057,03,폐업,,,
,,몸가짐 퍼스널트레이닝,0,2025-01-10,,206432.203835892,449440.652424753,체력단련장업,2026-04-28 22:31:37,I,03,폐업,,2025-01-10 17:26:51,,2015-02-09,118.86,143-915,,0,서울특별시 광진구 화양동 225,,CDFH3301062015000002,0,3040000,사립,"서울특별시 광진구 광나루로 396, 3층 (화양동)",05009,03,폐업,,,02-499-8600
,,A2 GYM,0,2020-02-20,,206641.557042355,447859.976973617,체력단련장업,2026-04-28 22:31:37,I,03,폐업,,2020-02-20 18:22:04,,2015-12-10,72.6,,,0,서울특별시 광진구 자양동 608-19,,CDFH3301062015000009,0,3040000,사립,"서울특별시 광진구 뚝섬로 596, 3층 (자양동)",05098,03,폐업,,,
,43117,쓰리비휘트니스,0,2019-12-06,,208201.993320839,447967.299542306,체력단련장업,2026-04-28 22:31:37,I,03,폐업,,2019-12-10 09:55:58,,2017-11-20,342.71,,2,0,서울특별시 광진구 구의동 546-1 동서울터미널빌딩 504호,,CDFH3301062017000006,0,3040000,사립,"서울특별시 광진구 강변역로 50, 504호 (구의동)",05116,03,폐업,,,
,4105,커브스 자양클럽,0,2025-12-10,,206278.8816321,447982.862179678,체력단련장업,2026-04-28 22:31:37,I,03,폐업,,2025-12-10 13:31:51,,2018-07-31,759.76,,1,0,서울특별시 광진구 자양동 553-502 대양빌딩 405호,,CDFH3301062018000006,0,3040000,사립,"서울특별시 광진구 뚝섬로 558, 대양빌딩 405호 (자양동)",05091,03,폐업,,,02-454-3033
,,바디사이언스,0,2020-07-01,,208181.517388785,448984.848324887,체력단련장업,2026-04-28 22:31:37,I,03,폐업,,2020-07-02 09:02:20,,2019-03-27,181.82,,1,0,서울특별시 광진구 구의동 202-3 세종빌딩,,CDFH3301062019000004,0,3040000,사립,"서울특별시 광진구 광나루로 582, 세종빌딩 지하1층 (구의동)",05033,03,폐업,,,
,,에이투짐(A2GYM),0,2019-05-21,,205957.334963839,448148.563344309,체력단련장업,2026-04-28 22:31:37,I,03,폐업,,2019-05-21 17:23:56,,2019-04-12,143.63,,1,0,서울특별시 광진구 자양동 553-428 보은빌딩,,CDFH3301062019000005,0,3040000,사립,"서울특별시 광진구 뚝섬로 523, 보은빌딩 지하1층 (자양동)",05074,03,폐업,,,
,,A2GYM(에이투짐),0,2023-03-06,,205957.334963839,448148.563344309,체력단련장업,2026-04-28 22:31:37,I,03,폐업,,2023-03-06 13:07:01,,2019-05-27,143.43,,,0,서울특별시 광진구 자양동 553-428 보은빌딩,,CDFH3301062019000007,0,3040000,사립,"서울특별시 광진구 뚝섬로 523, 보은빌딩 지하 1층 (자양동)",05074,03,폐업,,,
,,스튜디오 클라라,0,2024-11-05,,205877.28221374,447919.248318372,체력단련장업,2026-04-28 22:31:37,I,03,폐업,,2024-11-06 14:15:04,,2019-11-26,149,,1,0,서울특별시 광진구 자양동 65-1 2층,,CDFH3301062019000012,0,3040000,사립,"서울특별시 광진구 능동로 21, 2층 (자양동)",05085,03,폐업,,,02-498-1010
,,어반더핏,0,2025-12-02,,207990.12242813,448031.19783341,체력단련장업,2026-04-28 22:31:37,I,03,폐업,,2025-12-02 10:55:35,,2021-12-08,180,,,0,서울특별시 광진구 구의동 593-19 2층,,CDFH3301062021000012,0,3040000,사립,"서울특별시 광진구 뚝섬로 741, 2층 (구의동)",05049,03,폐업,,,
,,클레어 웰니스 스튜디오 건대점,0,2023-12-29,,206584.373766593,448455.143869758,체력단련장업,2026-04-28 22:31:37,I,03,폐업,,2023-12-29 17:11:58,,2022-03-18,,,1,0,서울특별시 광진구 자양동 227-20 모아빌딩,,CDFH3301062022000006,0,3040000,사립,"서울특별시 광진구 아차산로 292, 모아빌딩 2층 (자양동)",05066,03,폐업,,,
,,에이투짐(A2GYM),0,2023-10-20,,205957.334963839,448148.563344309,체력단련장업,2026-04-28 22:31:37,I,03,폐업,,2023-10-20 10:06:40,,2023-03-15,,,,0,서울특별시 광진구 자양동 553-428 보은빌딩,,CDFH3301062023000005,0,3040000,사립,"서울특별시 광진구 뚝섬로 523, 보은빌딩 지층 (자양동)",05074,03,폐업,,,
0,0,대영헬스,,2012-02-28,,202966.7837047,460551.406386109,체력단련장업,2026-04-28 22:31:35,I,03,폐업,,2023-10-31 16:28:34,,1991-11-26,,132-924,,,서울특별시 도봉구 창동 655-20 4층,,CDFH3301061991000002,,3090000,사립,"서울특별시 도봉구 도봉로 468 (창동,4층)",,03,폐업,,,
,,오병헬스크럽,,2004-12-10,,203322.667868943,461614.137377211,체력단련장업,2026-04-28 22:31:35,I,03,폐업,0,2006-10-30 15:07:07,,1991-12-07,,132-893,,,서울특별시 도봉구 쌍문동 638,,CDFH3301061991000003,,3090000,사립,서울특별시 도봉구 해등로 161  (쌍문동),,03,폐업,,,
0,0,도원헬스클럽,,2013-05-15,,203383.359766028,459756.215388608,체력단련장업,2026-04-28 22:31:35,I,03,폐업,,2015-07-22 17:57:15,,1992-10-23,,132-918,,,서울특별시 도봉구 창동 581-71,,CDFH3301061992000001,,3090000,사립,서울특별시 도봉구 덕릉로 251 (창동),,03,폐업,,,
0,0,스타보디빌딩,,2009-11-20,,203254.18169642,462030.276017816,체력단련장업,2026-04-28 22:31:35,I,03,폐업,,2023-10-06 14:45:07,,1993-10-07,,132-858,,,서울특별시 도봉구 쌍문동 8-10,,CDFH3301061993000002,,3090000,사립,서울특별시 도봉구 도봉로139길 74 (쌍문동),,03,폐업,,,
,,한양헬스크럽,,2008-06-27,,202834.277755281,462194.074212594,체력단련장업,2026-04-28 22:31:35,I,03,폐업,0,2008-06-27 15:44:02,,1993-10-13,,132-932,,,서울특별시 도봉구 방학동 669-3 4,,CDFH3301061993000003,,3090000,사립,"서울특별시 도봉구 방학로 173  (방학동,4)",,03,폐업,,,
0,0,제일헬스크럽,,2005-08-31,,204462.811445887,461156.29642481,체력단련장업,2026-04-28 22:31:35,I,03,폐업,,2023-10-06 14:58:44,,1994-07-21,,132-899,,,서울특별시 도봉구 창동 16,,CDFH3301061994000001,,3090000,사립,서울특별시 도봉구 노해로 389 (창동),,03,폐업,,,
0,0,화랑남성육체미,,2021-03-23,,204004.945534634,461048.885008795,체력단련장업,2026-04-28 22:31:35,I,03,폐업,,2021-03-25 09:08:28,,1994-07-22,,132-908,0,,서울특별시 도봉구 창동 333-2,,CDFH3301061994000002,,3090000,사립,서울특별시 도봉구 노해로65길 11  (창동),,03,폐업,,,
,,스타헬스,,2001-05-23,,203086.122798129,462551.251671745,체력단련장업,2026-04-28 22:31:35,I,03,폐업,0,2006-10-30 15:08:23,,1994-10-04,,132-848,,,서울특별시 도봉구 방학동 661-39,,CDFH3301061994000003,,3090000,사립,서울특별시 도봉구 도당로13길 8  (방학동),,03,폐업,,,
0,0,아카데미헬스크럽,,2013-08-16,,203505.822005493,461349.92942954,체력단련장업,2026-04-28 22:31:35,I,03,폐업,,2023-10-06 14:50:41,,1995-04-13,,132-926,,,"서울특별시 도봉구 창동 715-26 상가3층1,2 호동",,CDFH3301061995000001,,3090000,사립,"서울특별시 도봉구 해등로 123, 호동 (창동,상가3층1,2)",,03,폐업,,,
,,장수헬스,,2001-09-24,,203017.62559825,462189.082846917,체력단련장업,2026-04-28 22:31:35,I,03,폐업,0,2006-10-30 15:11:32,,1995-04-24,,132-849,,,서울특별시 도봉구 방학동 671-18,,CDFH3301061995000002,,3090000,사립,서울특별시 도봉구 도당로 46  (방학동),,03,폐업,,,
,,정우남녀헬스클럽,,2008-04-30,,,,체력단련장업,2026-04-28 22:31:35,I,03,폐업,0,2008-04-30 10:15:43,,1995-09-06,,132-854,,,서울특별시 도봉구 방학동 728-5,,CDFH3301061995000003,,3090000,사립,,,03,폐업,,,
0,0,월드남녀헬스타운,,2013-09-13,,203249.014532139,459562.387889858,체력단련장업,2026-04-28 22:31:35,I,03,폐업,,2023-10-06 14:51:57,,1995-11-16,,132-959,,,서울특별시 도봉구 창동 578-158 (4층),,CDFH3301061995000004,,3090000,사립,"서울특별시 도봉구 덕릉로 227 (창동,(4층))",,03,폐업,,,
,,영진남녀체육관,,2007-03-22,,203695.536966137,462696.159291875,체력단련장업,2026-04-28 22:31:35,I,03,폐업,0,2007-04-24 17:52:35,,1996-01-24,,132-853,,,서울특별시 도봉구 방학동 704-49 3층,,CDFH3301061996000002,,3090000,사립,"서울특별시 도봉구 도봉로 697  (방학동,3층)",,03,폐업,,,
0,0,유니버셜휘트니스크럽,,2012-02-28,,203343.625934341,461518.674931852,체력단련장업,2026-04-28 22:31:35,I,03,폐업,,2023-10-06 14:56:07,,1996-03-20,,132-893,,,서울특별시 도봉구 쌍문동 656 4층,,CDFH3301061996000003,,3090000,사립,"서울특별시 도봉구 도봉로 571 (쌍문동,4층)",,03,폐업,,,
,,글로리아 휘트니스,,2013-09-10,,203220.921406024,459746.924430501,체력단련장업,2026-04-28 22:31:35,I,03,폐업,,2023-10-06 14:56:41,,1996-05-14,94.95,132-918,,,서울특별시 도봉구 창동 581-28 303호,,CDFH3301061996000005,,3090000,사립,"서울특별시 도봉구 덕릉로57길 30 (창동,303호)",,03,폐업,,,
0,0,B&B헬스타운,,2013-01-14,,202931.020021775,460658.535386173,체력단련장업,2026-04-28 22:31:35,I,03,폐업,,2013-01-14 12:10:57,,1997-04-02,,132-866,0,,서울특별시 도봉구 쌍문동 88-145 3층,,CDFH3301061997000001,,3090000,사립,"서울특별시 도봉구 도봉로 475  (쌍문동,3층)",,03,폐업,,,
,,우정헬스,,2006-10-11,,204016.700704991,463407.624570388,체력단련장업,2026-04-28 22:31:35,I,03,폐업,0,2006-10-30 13:56:22,,1997-04-24,,132-821,,,서울특별시 도봉구 도봉동 624-85 3층,,CDFH3301061997000002,,3090000,사립,"서울특별시 도봉구 마들로 703  (도봉동,3층)",,03,폐업,,,
,,파워라인헬스,,2006-10-11,,203740.571705436,463009.86255605,체력단련장업,2026-04-28 22:31:35,I,03,폐업,0,2006-11-23 10:10:39,,1997-05-29,,132-846,,,서울특별시 도봉구 방학동 653-1,,CDFH3301061997000003,,3090000,사립,서울특별시 도봉구 도봉로 727-1  (방학동),,03,폐업,,,
0,,미스.미스터헬스,,2018-07-23,,203178.306638511,461715.702573753,체력단련장업,2026-04-28 22:31:35,I,03,폐업,,2019-12-11 15:59:06,,1997-07-21,172.1,132-031,,,서울특별시 도봉구 쌍문동 45-6 쌍문프라자 403호,,CDFH3301061997000004,,3090000,사립,서울특별시 도봉구 해등로 180 (쌍문동),,03,폐업,,,
,,스마일헬스,,2004-06-09,,204292.478413536,463953.594076242,체력단련장업,2026-04-28 22:31:35,I,03,폐업,0,2006-11-22 13:22:35,,1998-05-22,,132-822,,,서울특별시 도봉구 도봉동 629-30,,CDFH3301061998000001,,3090000,사립,서울특별시 도봉구 마들로 764  (도봉동),,03,폐업,,,
0,0,명성핼스,,2018-08-08,,203057.119559323,461813.462548805,체력단련장업,2026-04-28 22:31:35,I,03,폐업,,2018-08-08 10:04:18,,1999-07-05,,132-858,0,,서울특별시 도봉구 쌍문동 20-4 외2필지,,CDFH3301061999000001,,3090000,사립,"서울특별시 도봉구 도당로 6  (쌍문동,외2필지)",,03,폐업,,,
