"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","자산규모","부채총액","자본금","판매방식명",
"11","통신판매업","08_26_04_P","3980000","2025398012930201043","2021-03-29","","01","영업/정상","01","정상영업","","","","","","","","경기도 구리시 아천동 ***-*","경기도 구리시 아치울길 **-**, *층 (아천동)","11956","미르테크","2025-12-31 13:28:54","I","2026-01-03 00:20:02","자동차/자동차용품","210254.528555676","452688.615302164","0","0","0","인터넷",
"12","통신판매업","08_26_04_P","5530000","2025553039830201839","2024-03-21","","01","영업/정상","01","정상영업","","","","","","","","경기도 화성시 진안동 ***-* 뱅뱅프라자","경기도 화성시 효행로 ****-*, 뱅뱅프라자 *층 ***-A***호 (진안동)","18398","코스모스코브","2025-12-31 10:54:15","I","2026-01-03 00:20:02","종합몰","203794.722205901","412640.560149756","0","0","0","인터넷",
"13","통신판매업","08_26_04_P","5530000","2025553039830201840","2023-03-10","","01","영업/정상","01","정상영업","","","","","","","","경기도 화성시 병점동 ***-* 리더스프라자","경기도 화성시 효행로 ****, ***-G***(병점동, 리더스프라자) (병점동)","18405","온달보드","2025-12-31 14:07:28","I","2026-01-03 00:20:02","종합몰","203811.08404256","412529.901991526","0","0","0","인터넷",
"14","통신판매업","08_26_04_P","5530000","2025553039830201841","2025-12-31","","01","영업/정상","01","정상영업","","","","","","","","경기도 화성시 반월동 *** 에스케이뷰파크","경기도 화성시 동탄원천로 ***-**, ***동 **층 ****호 (반월동, 에스케이뷰파크)","18396","베뉴어스 (VENUE US)","2025-12-31 17:04:09","I","2026-01-03 00:20:02","종합몰","204924.595234923","413427.031634281","0","0","0","인터넷",
"15","통신판매업","08_26_04_P","5530000","2025553041530204608","2025-12-31","","01","영업/정상","01","정상영업","","","","","","","","경기도 화성시 청계동 *** 동탄역시범반도유보라아이비파크*.*","경기도 화성시 동탄대로시범길 ***, ****호 (청계동, 동탄역시범반도유보라아이비파크*.*)","18476","이가네정육점","2025-12-31 10:05:05","I","2026-01-03 00:20:02","기타","210075.319585403","410817.645865226","0","0","0","기타",
"16","통신판매업","08_26_04_P","5530000","2025553041530204609","2023-11-29","","01","영업/정상","01","정상영업","","","","","","","","경기도 화성시 영천동 ***-*","경기도 화성시 지산*길 **-*, *층 A***호 (영천동)","18466","옵티마바잉","2025-12-31 10:24:40","I","2026-01-03 00:20:02","종합몰","209913.508794638","411728.876798634","0","0","0","인터넷",
"17","통신판매업","08_26_04_P","5530000","2025553041530204610","2023-11-30","","01","영업/정상","01","정상영업","","","","","","","","경기도 화성시 영천동 ***-*","경기도 화성시 지산*길 **-*, 지하*층 Z***호 (영천동)","18466","티애엘","2025-12-31 10:29:28","I","2026-01-03 00:20:02","종합몰","209913.508794638","411728.876798634","0","0","0","인터넷",
"18","통신판매업","08_26_04_P","5530000","2025553041530204611","2023-11-30","","01","영업/정상","01","정상영업","","","","","","","","경기도 화성시 영천동 ***-*","경기도 화성시 지산*길 **-*, 지하*층 Z***호 (영천동)","18466","퓨처파인드","2025-12-31 10:32:16","I","2026-01-03 00:20:02","종합몰","209913.508794638","411728.876798634","0","0","0","인터넷",
"19","통신판매업","08_26_04_P","4160000","2025416017530200370","2014-05-29","","01","영업/정상","01","정상영업","","","","","","","","경기도 가평군 가평읍 읍내리 ***-*","경기도 가평군 가평읍 연인*길 **","12418","주식회사 쇼플레이스","2025-12-31 11:51:18","I","2026-01-03 00:20:02","기타","244992.177541233","480954.120658094","0","0","0","인터넷",
"20","통신판매업","08_26_04_P","3020000","2025302020330201454","2025-04-16","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 용산구 한강로*가 **-** 선인상가","서울특별시 용산구 새창로 ***, 선인상가 **동 *층 **호 (한강로*가)","04371","새론웨이","2025-12-31 09:27:34","I","2026-01-03 00:20:02","컴퓨터/사무용품","196839.641743356","447863.232025192","0","0","0","인터넷",
"21","통신판매업","08_26_04_P","4090000","2026409051630200012","2026-01-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 김포시 풍무동 ***-* 삼용아파트","경기도 김포시 풍무로**번길 *, ***동 ****호 (풍무동, 삼용아파트)","10115","수인스런","2026-01-01 14:27:40","I","2026-01-03 00:20:02","종합몰","175467.544649428","455750.034823493","0","0","0","인터넷",
"22","통신판매업","08_26_04_P","4090000","2026409051630200013","2026-01-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 김포시 마산동 ***-*","경기도 김포시 김포한강*로***번길 ***, *층 ****호 (마산동)","10068","황아장수","2026-01-01 14:30:19","I","2026-01-03 00:20:02","종합몰","168818.126445825","459160.24392702","0","0","0","인터넷",
"23","통신판매업","08_26_04_P","4090000","2026409051630200014","2026-01-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 김포시 장기동 ****-*","경기도 김포시 태장로 ***, *층 ***호 (장기동)","10090","다온상회","2026-01-01 14:32:08","I","2026-01-03 00:20:02","종합몰","171649.416901412","459680.798937338","0","0","0","인터넷",
"24","통신판매업","08_26_04_P","4090000","2026409051630200015","2026-01-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 김포시 구래동 ****-* 이너매스한강","경기도 김포시 김포한강*로**번길 ***, 이너매스한강 *층 ***-에이**호 (구래동)","10071","빈이리 유한회사","2026-01-01 14:35:54","I","2026-01-03 00:20:02","종합몰","166838.78","460363.05","0","0","0","인터넷",
"25","통신판매업","08_26_04_P","4090000","2026409051630200016","2026-01-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 김포시 풍무동 **** 퍼스트블루","경기도 김포시 김포대로 ***, 퍼스트블루 ****-B**호 (풍무동)","10113","타다아사나","2026-01-01 14:38:25","I","2026-01-03 00:20:02","종합몰","176254.325797047","456690.015578809","0","0","0","인터넷",
"26","통신판매업","08_26_04_P","4090000","2026409051630200017","2026-01-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 김포시 구래동 ****-*","경기도 김포시 김포한강*로 **, *층 ***-***호 (구래동)","10071","코리안프라이드 유한회사","2026-01-01 14:38:57","I","2026-01-03 00:20:02","종합몰","166886.209371857","460375.302752138","0","0","0","인터넷",
"27","통신판매업","08_26_04_P","4090000","2026409051630200018","2026-01-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 김포시 장기동 ****-* 호반베르디움 더퍼스트","경기도 김포시 김포한강*로 ***, ***동 ***호 (장기동, 호반베르디움 더퍼스트)","10081","테오컴퍼니","2026-01-01 14:41:16","I","2026-01-03 00:20:02","종합몰","170817.54546468","461189.447558313","0","0","0","인터넷",
"28","통신판매업","08_26_04_P","4090000","2026409051630200019","2026-01-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 김포시 구래동 ****-**","경기도 김포시 김포한강**로***번길 **, B동 *층 ***-C**호 (구래동)","10071","이노비스랩스","2026-01-01 14:43:00","I","2026-01-03 00:20:02","의류/패션/잡화/뷰티","166420.485479481","460026.890718341","0","0","0","인터넷",
"29","통신판매업","08_26_04_P","4090000","2026409051630200020","2026-01-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 김포시 풍무동 ***-* 프라임빌복합상가","경기도 김포시 유현로 **, 프라임빌복합상가 ***-F***호 (풍무동)","10120","제이앤제이 인터내셔널","2026-01-01 14:43:52","I","2026-01-03 00:20:02","컴퓨터/사무용품","175893.912785508","454981.834656387","0","0","0","인터넷",
"30","통신판매업","08_26_04_P","4090000","2026409051630200021","2026-01-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 김포시 양촌읍 양곡리 ***-**","경기도 김포시 양촌읍 양곡*로**번길 **, *층","10059","카르페디엠","2026-01-01 14:47:17","I","2026-01-03 00:20:02","의류/패션/잡화/뷰티","166939.011153741","461573.568542422","0","0","0","인터넷",
"31","통신판매업","08_26_04_P","4090000","2026409051630200022","2026-01-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 김포시 고촌읍 신곡리 ***-**","경기도 김포시 고촌읍 고송로 **, *층 ***-D***호","10126","베리소담","2026-01-01 14:47:27","I","2026-01-03 00:20:02","종합몰","179579.010948163","455969.99878825","0","0","0","인터넷",
"32","통신판매업","08_26_04_P","4090000","2026409051630200023","2026-01-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 김포시 풍무동 ****","경기도 김포시 풍무*로 **, *층 ****호 (풍무동)","10113","다인트","2026-01-01 14:50:10","I","2026-01-03 00:20:02","교육/도서/완구/오락 가구/수납용품 의류/패션/잡화/뷰티","176304.191636552","456514.414679479","0","0","0","인터넷",
"33","통신판매업","08_26_04_P","3980000","2025398012930201044","2025-12-31","","01","영업/정상","01","정상영업","","","","","","","","경기도 구리시 토평동 *** 한일아파트","경기도 구리시 장자대로***번길 **, ***동 ****호 (토평동, 한일아파트)","11947","청연당","2025-12-31 13:32:33","I","2026-01-03 00:20:02","종합몰 기타","212503.626955924","454014.156075533","0","0","0","기타",
"34","통신판매업","08_26_04_P","4170000","2025417023230204603","2025-12-30","","01","영업/정상","01","정상영업","","","","","","","","경기도 양평군 서종면 문호리 ***-*","경기도 양평군 서종면 북한강로 ***, *층 ***호","12503","스튜디오 보헤","2025-12-31 08:17:25","I","2026-01-03 00:20:02","의류/패션/잡화/뷰티","230718.644255617","454632.616265628","0","0","0","인터넷",
"35","통신판매업","08_26_04_P","4170000","2025417023230204604","2025-12-29","","01","영업/정상","01","정상영업","","","","","","","","경기도 양평군 서종면 수입리 ***","경기도 양평군 서종면 화서로 **-**","12500","테라아트랜드","2025-12-31 08:17:45","I","2026-01-03 00:20:02","레져/여행/공연","234322.287477226","460421.777481441","0","0","0","인터넷",
"36","통신판매업","08_26_04_P","4170000","2025417023230204605","2025-12-30","","01","영업/정상","01","정상영업","","","","","","","","경기도 양평군 양평읍 양근리 ***-*","경기도 양평군 양평읍 관문길 **, ***-K**호","12552","크림인형","2025-12-31 10:14:55","I","2026-01-03 00:20:02","종합몰","243545.25089961","443446.658362449","0","0","0","인터넷",
"37","통신판매업","08_26_04_P","4170000","2025417023230204606","2024-06-24","","01","영업/정상","01","정상영업","","","","","","","","경기도 양평군 서종면 노문리 ***-**","경기도 양평군 서종면 노문길**번길 **-**, ***-c**호","12500","루나럭스","2025-12-31 15:20:26","I","2026-01-03 00:20:02","종합몰","","","0","0","0","인터넷",
"38","통신판매업","08_26_04_P","4170000","2025417023230204607","2024-01-05","","01","영업/정상","01","정상영업","","","","","","","","경기도 양평군 서종면 노문리 ***-**","경기도 양평군 서종면 노문길**번길 **-**, ***-c**호","12500","아폴론스토어","2025-12-31 15:53:32","I","2026-01-03 00:20:02","종합몰 자동차/자동차용품","","","0","0","0","인터넷",
"39","통신판매업","08_26_04_P","5530000","2025553041530204612","2023-11-28","","01","영업/정상","01","정상영업","","","","","","","","경기도 화성시 영천동 ***-*","경기도 화성시 지산*길 **-*, Z***호 (영천동)","18466","플라이바이바잉","2025-12-31 10:37:21","I","2026-01-03 00:20:02","종합몰","209913.508794638","411728.876798634","0","0","0","인터넷",
"40","통신판매업","08_26_04_P","5530000","2025553041530204613","2025-12-31","","01","영업/정상","01","정상영업","","","","","","","","경기도 화성시 영천동 ***-* SH TIME SQUARE Ⅰ","경기도 화성시 동탄대로 ***, SH TIME SQUARE Ⅰ *동 *층 ***-*호 (영천동)","18468","로직플러스","2025-12-31 14:17:01","I","2026-01-03 00:20:02","종합몰","208644.752912336","411974.219183433","0","0","0","인터넷",
"41","통신판매업","08_26_04_P","5530000","2025553041530204614","2025-12-31","","01","영업/정상","01","정상영업","","","","","","","","경기도 화성시 영천동 ***-*","경기도 화성시 동탄대로 ***, *층 ***-**호 (영천동)","18471","코르사","2025-12-31 14:29:11","I","2026-01-03 00:20:02","종합몰","208658.22665917","411662.912440249","0","0","0","인터넷",
"42","통신판매업","08_26_04_P","5530000","2025553041530204615","2024-04-02","","01","영업/정상","01","정상영업","","","","","","","","경기도 화성시 영천동 ***-*","경기도 화성시 지산*길 **-*, 지하*층 J***호 (영천동)","18466","선택의자유5","2025-12-31 14:51:37","I","2026-01-03 00:20:02","종합몰","209913.508794638","411728.876798634","0","0","0","인터넷",
"43","통신판매업","08_26_04_P","5530000","2025553041530204616","2025-12-03","","01","영업/정상","01","정상영업","","","","","","","","경기도 화성시 오산동 ***-**","경기도 화성시 동탄대로**길 **, 제*동 제*층 제***-n***호 (오산동)","18481","우주마켓","2025-12-31 14:47:46","I","2026-01-03 00:20:02","종합몰","208622.33308041","409284.353165193","0","0","0","인터넷",
"44","통신판매업","08_26_04_P","5530000","2025553041530204617","2024-08-02","","01","영업/정상","01","정상영업","","","","","","","","경기도 화성시 반송동 ***-* 디앤씨빌딩","경기도 화성시 메타폴리스로 **, 디앤씨빌딩 *층 ***-**호 (반송동)","18455","육앤텐","2025-12-31 15:08:43","I","2026-01-03 00:20:02","종합몰","206304.750095404","411095.222437302","0","0","0","인터넷",
"45","통신판매업","08_26_04_P","5530000","2025553041530204618","2022-10-14","","01","영업/정상","01","정상영업","","","","","","","","경기도 화성시 반송동 ***-** 원영빌딩","경기도 화성시 동탄중심상가*길 **, 원영빌딩 ***호 (반송동)","18455","㈜닥터메인유","2025-12-31 15:54:34","I","2026-01-03 00:20:02","종합몰","206278.044254755","411071.383191287","0","0","0","TV홈쇼핑, 인터넷, 카다로그",
"46","통신판매업","08_26_04_P","3020000","2025302020330201455","2025-03-31","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 용산구 효창동 *-***","서울특별시 용산구 백범로 ***-**, *층 (효창동)","04318","디바이니","2025-12-31 15:39:18","I","2026-01-03 00:20:02","종합몰 건강/식품","196335.774051386","448715.405272901","0","0","0","인터넷",
"47","통신판매업","08_26_04_P","3020000","2025302020330201456","2021-04-16","","03","폐업","03","폐업처리","2025-12-31","","","","0507-1359-8111","","","서울특별시 용산구 청파동*가 **-**","서울특별시 용산구 청파로**길 **-*, *층 (청파동*가)","04307","가족인권연구소","2025-12-31 16:43:14","I","2026-01-03 00:20:02","종합몰 의류/패션/잡화/뷰티","197106.307623124","449684.190676089","0","0","0","인터넷",
"48","통신판매업","08_26_04_P","3460000","2025346019730201408","2021-01-04","","01","영업/정상","01","정상영업","","","","","","","","대구광역시 수성구 두산동 **** 호반써밋수성","대구광역시 수성구 청수로**길 **, ***동 **층 **호 (두산동, 호반써밋수성)","42171","공구프랜즈","2025-12-31 14:29:13","I","2026-01-03 00:20:02","기타","","","0","0","0","인터넷",
"49","통신판매업","08_26_04_P","5540000","2025554035830202489","2023-01-05","","01","영업/정상","01","정상영업","","","","","","","","경기도 광주시 송정동 *** 송정 우림필유","경기도 광주시 경안천로 **, ***동 ****호 (송정동, 송정 우림필유)","12740","골드네트워크","2025-12-31 13:27:31","I","2026-01-03 00:20:02","종합몰","223905.856580209","434970.10402234","0","0","0","인터넷",
"50","통신판매업","08_26_04_P","4040000","2025404032130201878","2021-08-13","","01","영업/정상","01","정상영업","","","","","","","","경기도 하남시 망월동 *** 현대클러스터 한강미사*차","경기도 하남시 미사강변한강로 ***, 현대클러스터 한강미사*차 AA동 *층 ***호 (망월동)","12902","팔츠","2025-12-31 16:21:54","I","2026-01-03 00:20:02","종합몰","217048.285804714","452536.634089556","0","0","0","인터넷",
"51","통신판매업","08_26_04_P","4040000","2025404032130201879","2023-05-31","","01","영업/정상","01","정상영업","","","","","","","","경기도 하남시 덕풍동 ***-*","경기도 하남시 덕풍북로*번길 ***-*, *층 (덕풍동)","12936","보광","2025-12-31 16:34:04","I","2026-01-03 00:20:02","종합몰 컴퓨터/사무용품","218006.765511738","449618.172184409","0","0","0","인터넷",
"52","통신판매업","08_26_04_P","4090000","2026409051630200024","2026-01-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 김포시 마산동 ***-*","경기도 김포시 김포한강*로***번길 ***, *층 ****호 (마산동)","10068","지니컴퍼니","2026-01-01 14:52:00","I","2026-01-03 00:20:02","종합몰","168818.126445825","459160.24392702","0","0","0","인터넷",
"53","통신판매업","08_26_04_P","4090000","2026409051630200025","2026-01-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 김포시 구래동 ****-** 디원시티 시그니처 지식산업센터","경기도 김포시 김포한강**로***번길 ***, 디원시티 시그니처 지식산업센터 *층 ***호 (구래동)","10071","(주)클라이노베이션","2026-01-01 14:54:19","I","2026-01-03 00:20:02","가전","166256.323884613","460148.444048209","0","0","0","인터넷",
"54","통신판매업","08_26_04_P","4090000","2026409051630200026","2026-01-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 김포시 풍무동 ***-* 프라임빌복합상가","경기도 김포시 유현로 **, 프라임빌복합상가 *층 A***호 (풍무동)","10120","희망픽","2026-01-01 14:56:41","I","2026-01-03 00:20:02","기타","175893.912785508","454981.834656387","0","0","0","기타",
"55","통신판매업","08_26_04_P","4090000","2026409051630200027","2026-01-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 김포시 풍무동 ***-* 프라임빌복합상가","경기도 김포시 유현로 **, 프라임빌복합상가 *층 ***-P**호 (풍무동)","10120","셀러팩토리","2026-01-01 15:02:34","I","2026-01-03 00:20:02","종합몰","175893.912785508","454981.834656387","0","0","0","인터넷",
"56","통신판매업","08_26_04_P","4090000","2026409051630200028","2026-01-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 김포시 구래동 ****-**","경기도 김포시 김포한강*로**번길 **, *층 ***호 비*** (구래동)","10071","벨라디이엑스피 유한회사","2026-01-01 15:05:58","I","2026-01-03 00:20:02","종합몰 의류/패션/잡화/뷰티","166749.538413634","460236.118454986","0","0","0","인터넷",
"57","통신판매업","08_26_04_P","3780000","2025378039430202556","2024-07-30","","01","영업/정상","01","정상영업","","","","","","","","경기도 성남시 분당구 운중동 ***","경기도 성남시 분당구 운중로 ***, *층 ***-***호 (운중동)","13466","오앤육","2025-12-31 09:20:35","I","2026-01-03 00:20:02","종합몰","206741.342155134","432142.225548684","0","0","0","인터넷",
"58","통신판매업","08_26_04_P","4390000","2025439025930200565","2025-12-31","","01","영업/정상","01","정상영업","","","","","","","","충청북도 충주시 앙성면 용포리 ***-* 앙성 골드팰리스","충청북도 충주시 앙성면 앙암로 **, ***동 ***호 (앙성 골드팰리스)","27303","찡시이","2025-12-31 11:05:52","I","2026-01-03 00:20:02","종합몰","266898.361042678","401125.514420437","0","0","0","인터넷",
"59","통신판매업","08_26_04_P","4090000","2026409051630200029","2026-01-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 김포시 통진읍 수참리 ***-*","경기도 김포시 통진읍 김포대로****번길 **, 가동","10014","매직카페트세탁소(MAGIC CARPET CLEANING LAB)","2026-01-01 15:41:45","I","2026-01-03 00:20:02","가구/수납용품 의류/패션/잡화/뷰티 기타","167171.170927689","464265.576535816","0","0","0","인터넷",
"60","통신판매업","08_26_04_P","4090000","2026409051630200030","2026-01-01","","01","영업/정상","01","정상영업","","","","","","","","경기도 김포시 고촌읍 신곡리 ***-**","경기도 김포시 고촌읍 고송로 **, *층 ***-D***호","10126","클리어샵0612","2026-01-01 15:50:04","I","2026-01-03 00:20:02","종합몰","179579.010948163","455969.99878825","0","0","0","인터넷",
"61","통신판매업","08_26_04_P","3230000","2025323029130203666","2025-05-27","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 송파구 석촌동 ***-** 시온빌 *층 ***호","서울특별시 송파구 송파대로**길 **, *층 ***호 (석촌동, 시온빌)","05696","가락토끼청과","2025-12-31 13:52:10","I","2026-01-03 00:20:02","종합몰","209501.303569346","444281.256099274","0","0","0","인터넷",
"62","통신판매업","08_26_04_P","4030000","2025403026930200465","2025-06-05","","01","영업/정상","01","정상영업","","","","","","","","경기도 의왕시 고천동 * 의왕 고천 디에트르 센트럴 아파트","경기도 의왕시 시청*로 **, ***동 **층 ****호 (고천동, 의왕 고천 디에트르 센트럴 아파트)","16075","소프토(softo)","2025-12-31 14:33:23","I","2026-01-03 00:20:02","의류/패션/잡화/뷰티","","","0","0","0","인터넷",
"63","통신판매업","08_26_04_P","4030000","2025403026930200466","2025-12-31","","01","영업/정상","01","정상영업","","","","","","","","경기도 의왕시 오전동 *** 무궁화아파트","경기도 의왕시 오전로 **, ***동 ****호 (오전동, 무궁화아파트)","16057","다산컴퍼니","2025-12-31 16:20:25","I","2026-01-03 00:20:02","종합몰","198071.6977416","427690.128705784","0","0","0","인터넷",
"64","통신판매업","08_26_04_P","3110000","2025311028130201524","2020-11-23","","01","영업/정상","01","정상영업","","","","","","","","서울특별시 은평구 구산동 *-*","서울특별시 은평구 연서로 ***-*, ***호 (구산동)","03412","유니어(you-near)","2025-12-31 15:50:02","I","2026-01-03 00:20:02","의류/패션/잡화/뷰티","192575.853333334","456521.543333334","0","0","0","인터넷",
"65","통신판매업","08_26_04_P","3820000","2025382031430201266","2025-12-31","","01","영업/정상","01","정상영업","","","","","","","","경기도 의정부시 산곡동 *** 더샵 리듬시티","경기도 의정부시 서광로 **, ***동 ****호 (산곡동, 더샵 리듬시티)","11823","폴리마켓","2025-12-31 09:54:53","I","2026-01-03 00:20:02","종합몰 기타","","","0","0","0","인터넷",
"66","통신판매업","08_26_04_P","3820000","2025382031430201267","2025-12-31","","01","영업/정상","01","정상영업","","","","","","","","경기도 의정부시 신곡동 ***-* 상록아이파크","경기도 의정부시 부용로 ***, ***동 ***호 (신곡동, 상록아이파크)","11774","소소한결","2025-12-31 10:13:25","I","2026-01-03 00:20:02","의류/패션/잡화/뷰티","206620.950809125","472097.451533903","0","0","0","인터넷",
"67","통신판매업","08_26_04_P","3820000","2025382031430201268","2022-01-18","","01","영업/정상","01","정상영업","","","","2025-12-30","","","","경기도 의정부시 용현동 ***-* 신도브래뉴아파트","경기도 의정부시 용현로 **, ***동 ****호 (용현동, 신도브래뉴아파트)","11786","케이애드","2025-12-31 10:34:26","I","2026-01-03 00:20:02","종합몰","207346.994629719","470825.02157033","0","0","0","인터넷",
"68","통신판매업","08_26_04_P","4040000","2025404032130201880","2025-11-06","","01","영업/정상","01","정상영업","","","","","","","","경기도 하남시 풍산동 ***-* u-테크밸리","경기도 하남시 미사강변중앙로*번안길 **, u-테크밸리 D동 *층 ***호 (풍산동)","12939","주식회사 레드오션","2025-12-31 16:55:04","I","2026-01-03 00:20:02","종합몰","216793.348600192","449696.080852103","0","0","0","인터넷",
"69","통신판매업","08_26_04_P","4040000","2025404032130201881","2021-06-07","","01","영업/정상","01","정상영업","","","","","070 - 5123 - 1262","","","경기도 하남시 풍산동 ***-* 하우스디스마트밸리","경기도 하남시 미사강변서로 **, 하우스디스마트밸리 F동 *층 ***호 (풍산동)","12918","주식회사 이하리 (e-ha ri)","2025-12-31 16:47:54","I","2026-01-03 00:20:02","종합몰 의류/패션/잡화/뷰티 기타","216230.173359713","449965.495275694","0","0","0","인터넷, 기타",
