사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,판매방식명,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
케이에이애비뉴,종합몰,2026-05-22,203744.605,441549.375,2026-05-23 03:03:03,U,05,타시군구이관,2026-05-22 10:57:17,,2025-02-13,,서울특별시 서초구 양재동 ***-* 진우빌딩,2025321015330200472,인터넷,3210000,"서울특별시 서초구 마방로**길 **-**, 진우빌딩 *층 (양재동)",06776,,05,제외/삭제/전출,,,
일공이팔,교육/도서/완구/오락 의류/패션/잡화/뷰티,2026-05-22,214716.737424705,437459.264613668,2026-05-23 03:03:03,U,05,타시군구이관,2026-05-22 14:08:28,,2023-05-22,,경기도 성남시 중원구 상대원동 ***,2023378021930202427,인터넷,3780000,경기도 성남시 중원구 박석로**번길 **-* (상대원동),13235,,05,제외/삭제/전출,,,
합동상회,종합몰,,203171.974508939,439620.265870293,2026-05-23 03:03:03,U,01,정상영업,2026-05-22 09:05:30,,2007-01-12,,서울특별시 서초구 양재동 *** 양곡도매시장,2007321007630209260,인터넷,3210000,"서울특별시 서초구 양재대로**길 **, 양곡도매시장 (양재동)",06804,,01,영업/정상,,,02-576-8337
주식회사 공준모,교육/도서/완구/오락,2026-05-22,202835.924249933,443051.27224413,2026-05-23 03:03:03,U,05,타시군구이관,2026-05-22 10:53:22,,2014-09-23,,서울특별시 강남구 도곡동 ***번지 *호,2014322016230202666,인터넷,3220000,"서울특별시 강남구 도곡로 ***, *층 (도곡동, 서한빌딩)",,,05,제외/삭제/전출,,,02-6245-7770
스튜디오본,기타,,340088.787968325,522096.467529338,2026-05-23 03:03:03,U,01,정상영업,2026-05-22 10:22:23,,2021-02-04,,강원특별자치도 속초시 조양동 **** 양우내안애 오션스카이 아파트,2022423010930200019,인터넷,4231000,"강원특별자치도 속초시 청호로 *, ***동 ***호 (조양동, 양우내안애 오션스카이 아파트)",24886,,01,영업/정상,,,
주식회사 일삼일,종합몰 교육/도서/완구/오락 컴퓨터/사무용품 의류/패션/잡화/뷰티,,192744.720506849,450034.025927102,2026-05-23 03:03:03,U,01,정상영업,2026-05-22 15:56:21,,2022-03-25,,서울특별시 마포구 서교동 ***-*,2022313022530201023,"인터넷, 카다로그, 신문잡지",3130000,"서울특별시 마포구 잔다리로 **, 정원빌딩 *층 ****호 (서교동)",04038,,01,영업/정상,,,
㈜서진산전,기타,2026-05-22,191226.287379467,437914.06299827,2026-05-23 03:03:03,U,05,타시군구이관,2026-05-22 15:22:46,,2020-10-29,,서울특별시 금천구 시흥동 *** 시흥유통상가,2020317023530202480,인터넷,3170000,"서울특별시 금천구 시흥대로 **, 시흥유통상가 *동 ***호 (시흥동)",08639,,05,제외/삭제/전출,,,031-248-4173
찬스박스,종합몰,2026-05-23,173622.593528853,441994.401252478,2026-05-23 03:03:03,U,03,폐업처리,2026-05-22 16:47:35,,2024-02-22,,인천광역시 부평구 십정동 ***-* 주공뜨란채아파트,2024354016130200717,인터넷,3540000,"인천광역시 부평구 이규보로 **, ***동 ****호 (십정동, 주공뜨란채아파트)",21441,,03,폐업,,,
로아벨라,의류/패션/잡화/뷰티,2026-05-22,190571.011617033,456226.711628653,2026-05-23 03:03:03,U,05,타시군구이관,2026-05-22 17:19:19,,2024-04-01,,경기도 고양시 덕양구 향동동 ***,2024395005230202832,인터넷,3940000,"경기도 고양시 덕양구 향동로 ***, *층 B***호 (향동동)",10545,,05,제외/삭제/전출,,,
꿈빛나무,종합몰,2026-05-22,206684.48300903,450329.692026701,2026-05-23 03:03:03,U,05,타시군구이관,2026-05-22 16:37:08,,2021-10-18,,서울특별시 광진구 군자동 **-**,2021304019030202193,인터넷,3040000,"서울특별시 광진구 군자로 ***, ***호 (군자동)",04996,,05,제외/삭제/전출,,,
잉글리쉬토피아 (주),교육/도서/완구/오락 종합몰,,199100.020019967,436409.924391081,2026-05-23 03:03:03,U,01,정상영업,2026-05-22 10:10:22,,2008-01-04,,"경기도 과천시 중앙동 ** 힐스테이트 과천중앙 ***동 ***,*호",2024397012030200112,"TV홈쇼핑, 인터넷, 카다로그, 신문잡지, 기타",3970000,"경기도 과천시 관문로 **, 힐스테이트 과천중앙 ***동 ***,***호 (중앙동)",13807,,01,영업/정상,,,02-594-9696
10008 (만팔),종합몰,2026-05-22,201718.57094684,455945.998146142,2026-05-23 03:03:03,U,03,폐업처리,2026-05-22 09:10:59,,2025-03-20,,서울특별시 성북구 길음동 **** 래미안길음*차,2025307029930200356,인터넷,3070000,"서울특별시 성북구 길음로*길 **, ***동 ***호 (길음동, 래미안길음*차)",02721,,03,폐업,,,
맘앤맘 협동조합,기타,,209593.8084178,387955.830152995,2026-05-23 03:03:03,U,01,정상영업,2026-05-22 09:21:23,,2021-05-12,,경기도 평택시 비전동 ***-***,2021391039730200487,"인터넷, 기타",3910000,"경기도 평택시 신한*길 *, 지하*층 (비전동)",17899,,01,영업/정상,,,
