사업장명,사업장부지용도구분명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,소재지면적,지번주소,제조구분명,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자
재단법인 마포문화재단,상업.업무용,제조,,195119.614697982,449748.031084018,2026-04-26 22:30:34,I,01,영업중,2025-03-27 17:33:16,2010-08-09,,서울특별시 마포구 대흥동 30-3,냉동,2001313011802100047,3130000,서울특별시 마포구 대흥로20길 28 (대흥동),,,01,영업/정상,,
홈플러스 주식회사,상업용,제조,,,,2026-04-26 22:30:34,I,01,영업중,2024-06-07 16:29:37,2010-06-18,,서울특별시 마포구 상암동 515 월드컵경기장,냉동,2003313009902100050,3130000,서울특별시 마포구 월드컵로 240 (성산동),,,01,영업/정상,,
(재)서울경제진흥원,상업.업무용,저장소,,190182.067334395,453141.676626027,2026-04-26 22:30:34,I,01,영업중,2023-04-21 14:51:24,2009-05-22,,서울특별시 마포구 상암동 1602 상암동 DMC부지내 C-3,,2005313011802100002,3130000,서울특별시 마포구 월드컵북로 400 (상암동),,,01,영업/정상,,
(주)엘지씨엔에스,주거기타,저장소,,189938.969966595,453210.837091387,2026-04-26 22:30:34,I,01,영업중,2025-10-20 17:30:57,2006-02-14,,서울특별시 마포구 상암동 DMC부지내B5-3,일반,2006313011802110003,3130000,서울특별시 마포구 월드컵북로 424 (상암동),,,01,영업/정상,,
누리꿈스퀘어관리단(비즈니스센타),업무용,제조,,190250.875091908,453017.867202928,2026-04-26 22:30:34,I,01,영업중,2025-11-14 17:02:33,2009-09-25,,서울특별시 마포구 상암동 1605 누리꿈스퀘어,냉동,2007313011802100003,3130000,"서울특별시 마포구 월드컵북로 396, 누리꿈스퀘어 (상암동)",03925,,01,영업/정상,,
누리꿈스퀘어관리단(R&D센타),업무용,제조,,190250.875091908,453017.867202928,2026-04-26 22:30:34,I,01,영업중,2025-11-14 16:58:32,2007-12-21,,서울특별시 마포구 상암동 1605 누리꿈스퀘어,냉동,2007313011802100004,3130000,"서울특별시 마포구 월드컵북로 396, 누리꿈스퀘어 (상암동)",03925,,01,영업/정상,,
누리꿈스퀘어관리단,업무용,제조,,190250.875091908,453017.867202928,2026-04-26 22:30:34,I,01,영업중,2025-11-14 09:17:00,2007-07-25,,서울특별시 마포구 상암동 1605 누리꿈스퀘어,냉동,2007313011802200055,3130000,"서울특별시 마포구 월드컵북로 396, 누리꿈스퀘어 (상암동)",03925,,01,영업/정상,,
한국트럼프 주식회사,상업.업무용,제조,,190035.218204373,453203.347130211,2026-04-26 22:30:34,I,01,영업중,2025-07-01 11:23:26,2007-08-20,,서울특별시 마포구 상암동 DMC부지 B6-2 트루텍빌딩7층,냉동,2007313011802200056,3130000,서울특별시 마포구 월드컵북로56길 12 (상암동),,,01,영업/정상,,
(주)엘지유플러스,업무용,제조,,190020.777440717,453150.178870554,2026-04-26 22:30:34,I,01,영업중,2025-11-04 09:09:13,2008-05-08,,서울특별시 마포구 상암동 1600,냉동,2008313011802100001,3130000,서울특별시 마포구 월드컵북로 416 (상암동),03924,,01,영업/정상,,
(주)호텔롯데 롯데시티호텔 마포,업무용,제조,,195564.375757848,449186.933273231,2026-04-26 22:30:34,I,01,영업중,2025-02-20 17:19:06,2009-06-04,,서울특별시 마포구 공덕동 467,냉동,2008313011802100009,3130000,서울특별시 마포구 마포대로 109 (공덕동),,,01,영업/정상,,
서강국제학사 유한회사,,제조,,194564.277152493,449886.700377146,2026-04-26 22:30:35,I,01,영업중,2023-06-12 15:32:16,2008-04-25,,서울특별시 마포구 신수동 1-1 서강대학교,냉동,2008313026602100001,3130000,"서울특별시 마포구 백범로 35, 서강대학교(국제학사) (신수동)",04107,,01,영업/정상,,
마포펜트라우스,주.상복합용,저장소,,195874.639172861,449015.903404686,2026-04-26 22:30:35,I,01,영업중,2023-04-05 17:16:38,2009-03-19,,서울특별시 마포구 신공덕동 25,,2009313011802100001,3130000,서울특별시 마포구 백범로 205 (신공덕동),,2011-04-04,01,영업/정상,,
주식회사 씨제이이엔엠,상업용,제조,,190353.477730395,452920.29167189,2026-04-26 22:30:35,I,01,영업중,2024-04-24 17:08:13,2009-10-06,,서울특별시 마포구 상암동 1606 CJ ENM CENTER,냉동,2009313011802100002,3130000,"서울특별시 마포구 상암산로 66, CJ ENM CENTER (상암동)",03926,,01,영업/정상,,
서울특별시 상암 수소스테이션,기타,제조,,189192.411433557,452075.998255061,2026-04-26 22:30:35,I,01,영업중,2020-03-27 10:58:23,2010-09-27,2019,서울특별시 마포구 상암동 481-6,,2010313011802100001,3130000,서울특별시 마포구 하늘공원로 108 (상암동),03900,,01,영업/정상,,
(주)농협하나로유통,상업.업무용,제조,,194020.023177469,450426.583343697,2026-04-26 22:30:35,I,01,영업중,2025-02-17 19:11:22,2010-10-25,,서울특별시 마포구 노고산동 49-31,냉동,2010313011802100002,3130000,서울특별시 마포구 신촌로 66 (노고산동),,,01,영업/정상,,
상암카이저팰리스 입주자 협의회,주거기타,제조,,190283.807496955,452378.024462485,2026-04-26 22:30:35,I,01,영업중,2025-12-31 11:24:58,2010-08-27,,서울특별시 마포구 상암동 1641,냉동,2010313011802100003,3130000,서울특별시 마포구 월드컵북로47길 37 (상암동),,,01,영업/정상,,
에쓰-오일(S-oil),상업.업무용,제조,,195654.116020857,448998.317279458,2026-04-26 22:30:35,I,01,영업중,2023-06-07 17:45:28,2011-02-25,,서울특별시 마포구 공덕동 471,냉동,2011313011802100001,3130000,서울특별시 마포구 백범로 192 (공덕동),,,01,영업/정상,,
(사)경찰공제회,상업.업무용,제조,,195494.021183312,448852.379796745,2026-04-26 22:30:35,I,01,영업중,2025-04-18 11:09:28,2011-03-02,,서울특별시 마포구 도화동 180-4,냉동,2011313011802100002,3130000,서울특별시 마포구 마포대로 78 (도화동),,,01,영업/정상,,
신용보증기금,업무용,제조,,195734.571727895,449230.050577651,2026-04-26 22:30:35,I,01,영업중,2020-07-23 17:35:02,2011-07-01,,서울특별시 마포구 공덕동 254-5 신용보증기금빌딩,냉동,2011313011802100003,3130000,서울특별시 마포구 마포대로 122 (공덕동),,,01,영업/정상,2019-07-02,2020-05-31
서강대학교(국제인문관),기타,제조,,194564.277152493,449886.700377146,2026-04-26 22:30:35,I,01,영업중,2021-02-08 16:31:17,2011-07-04,,서울특별시 마포구 신수동 1 (서강대학교),냉동,2011313011802200002,3130000,서울특별시 마포구 백범로 35 (신수동),,,01,영업/정상,,
농협은행 주식회사,,제조,,192311.642580307,449855.643910445,2026-04-26 22:30:35,I,01,영업중,2025-01-23 18:04:46,2012-03-13,,서울특별시 마포구 서교동 490,냉동,2012313011802100001,3130000,서울특별시 마포구 양화로 45 (서교동),,,01,영업/정상,,
(주)에스비에스미디어넷,,제조,,190459.967586857,453050.376274362,2026-04-26 22:30:35,I,01,영업중,2024-07-29 13:33:19,2012-03-21,,서울특별시 마포구 상암동 1607-1 SBS 프리즘 타워,냉동,2012313011802100002,3130000,"서울특별시 마포구 상암산로 82, SBS 프리즘 타워 (상암동)",03926,2012-08-24,01,영업/정상,,
(학)엘지연암학원(LG마포빌딩),상업.업무용,제조,,195829.154836156,449552.640223444,2026-04-26 22:30:35,I,01,영업중,2022-04-21 09:31:10,2012-04-23,,서울특별시 마포구 공덕동 LG마포빌딩,냉동,2012313011802100003,3130000,서울특별시 마포구 마포대로 155 (공덕동),,,01,영업/정상,,
서울에너지드림센터,,제조,,190448.359603176,451226.889480352,2026-04-26 22:30:35,I,01,영업중,2013-02-26 08:57:44,2012-04-20,,서울특별시 마포구 상암동 1535,냉동,2012313011802200001,3130000,서울특별시 마포구 증산로 12 (상암동),,,01,영업/정상,,
공덕개발(주),업무용,제조,,195665.095236718,449265.007135047,2026-04-26 22:30:35,I,01,영업중,2026-03-04 17:55:08,2012-11-02,,서울특별시 마포구 공덕동 450 효성빌딩,냉동,2012313011802200002,3130000,서울특별시 마포구 마포대로 119 (공덕동),,,01,영업/정상,,
엔에프컨소시엄(주),상업.업무용,제조,,190144.143203955,452658.525902179,2026-04-26 22:30:35,I,01,영업중,2023-04-27 16:42:23,2013-08-30,,,냉동,2013313016102200002,3130000,서울특별시 마포구 상암산로 34 (상암동),,,01,영업/정상,,
삼성SDS(주),상업.업무용,저장소,,189965.528022741,453407.061357665,2026-04-26 22:30:35,I,01,영업중,2025-04-18 10:04:24,2014-07-10,,,,2014313016102100001,3130000,서울특별시 마포구 월드컵북로60길 24 (상암동),,,01,영업/정상,,
(주)서울가든,상업.업무용,제조,,195366.504486477,448716.823596557,2026-04-26 22:30:35,I,01,영업중,2018-06-28 10:59:47,2014-08-26,,서울특별시 마포구 도화동 169-1 가든호텔,,2014313016102100002,3130000,"서울특별시 마포구 마포대로 58, 가든호텔 (도화동)",04168,,01,영업/정상,,
디디엠씨(DDMC)관리단,상업.업무용,제조,,190471.090857691,452911.904225602,2026-04-26 22:30:35,I,01,영업중,2025-07-29 17:28:33,2014-09-19,0,서울특별시 마포구 상암동 1610,,2014313016102100003,3130000,서울특별시 마포구 매봉산로 75 (상암동),,2015-07-07,01,영업/정상,,
주식회사 신한호텔마포위탁관리부동산투자회사,상업용,제조,,195484.919869451,448958.582313523,2026-04-26 22:30:35,I,01,영업중,2025-06-26 17:39:59,2014-12-24,,서울특별시 마포구 도화동 570,냉동,2014313016102100005,3130000,"서울특별시 마포구 마포대로 83, 신라스테이 마포 (도화동)",04156,,01,영업/정상,,
한국지역난방공사 서울중앙지사,기타,제조,,189192.411433557,452075.998255061,2026-04-26 22:30:35,I,01,영업중,2022-02-15 15:48:51,2015-01-06,,서울특별시 마포구 상암동 481-6 한국지역난방공사,냉동,2015313016102100001,3130000,"서울특별시 마포구 하늘공원로 84, 한국지역난방공사 (상암동)",03900,2015-07-06,01,영업/정상,,
풍림VIP텔관리단운영위원회,주.상복합용,제조,,195703.425296812,449330.800717721,2026-04-26 22:30:35,I,01,영업중,2025-04-11 10:28:07,2015-07-16,,서울특별시 마포구 공덕동 404 풍림브이아이피텔,냉동,2015313016102100002,3130000,"서울특별시 마포구 마포대로 127, 풍림브이아이피텔 (공덕동)",04144,,01,영업/정상,,
한국지역정보개발원,상업용,제조,,190038.734551717,453367.521771928,2026-04-26 22:30:35,I,01,영업중,2024-10-31 13:19:04,2015-11-13,,서울특별시 마포구 상암동 1595,냉동,2015313016102100003,3130000,서울특별시 마포구 성암로 301 (상암동),,,01,영업/정상,,
서울특별시 에스플렉스센터,업무용,제조,,190217.044298752,452599.632380465,2026-04-26 22:30:35,I,01,영업중,2018-04-05 18:00:49,2015-11-23,,서울특별시 마포구 상암동 1648 S-PLEX CENTER,냉동,2015313016102100004,3130000,"서울특별시 마포구 매봉산로 31, S-PLEX CENTER (상암동)",03909,2016-05-13,01,영업/정상,,
삼성에스디에스(주)상암센터,상업용,제조,,189965.528022741,453407.061357665,2026-04-26 22:30:35,I,01,영업중,2025-04-18 09:06:17,2015-04-09,,,냉동,2015313016102200001,3130000,서울특별시 마포구 월드컵북로60길 24 (상암동),,,01,영업/정상,,
노을그린에너지(주),기타,저장소,,189192.411433557,452075.998255061,2026-04-26 22:30:35,I,01,영업중,2023-01-13 08:47:43,2016-08-10,,서울특별시 마포구 상암동 481-6,,2016313016102100001,3130000,서울특별시 마포구 하늘공원로 108-2 (상암동),03900,,01,영업/정상,,
(주)호텔롯데 L7홍대,상업.업무용,제조,,193005.883365365,450387.023230304,2026-04-26 22:30:35,I,01,영업중,2025-02-20 16:12:26,2016-12-07,,서울특별시 마포구 동교동 160-5,냉동,2016313016102200001,3130000,"서울특별시 마포구 양화로 141, 롯데호텔 L7홍대 (동교동)",03995,,01,영업/정상,,
(주)아주호텔서교,상업용,제조,,192971.947727746,450243.232547428,2026-04-26 22:30:35,I,01,영업중,2020-06-16 14:28:34,2017-03-20,,,냉동,2017313016102100001,3130000,서울특별시 마포구 양화로 130 (동교동),,,01,영업/정상,,
(주)마포애경타운,상업.업무용,제조,,193285.549735897,450808.571641119,2026-04-26 22:30:35,I,01,영업중,2025-03-24 18:39:02,2017-11-02,,서울특별시 마포구 동교동 190-1 애경타워,냉동,2017313016102100002,3130000,"서울특별시 마포구 양화로 188, 애경타워 (동교동)",04051,,01,영업/정상,,
서울마포우체국,상업용,제조,,195483.845503588,448999.856009092,2026-04-26 22:30:35,I,01,영업중,2020-03-20 17:59:51,2017-09-08,,,냉동,2017313016102200001,3130000,서울특별시 마포구 마포대로 89 (도화동),,,01,영업/정상,,
마포소방서(상암119안전센터),기타,제조,,189439.257188604,453078.83826989,2026-04-26 22:30:35,I,01,영업중,2019-05-21 13:58:58,2017-11-21,,서울특별시 마포구 상암동 1677 마포소방서 상암119안전센터,일반,2017313016102200002,3130000,서울특별시 마포구 월드컵로42길 34 (상암동),03905,,01,영업/정상,,
마포소방서(현장대응단),기타,제조,,194026.129998841,449678.878881384,2026-04-26 22:30:35,I,01,영업중,2022-10-19 17:31:13,2017-11-21,,서울특별시 마포구 신수동 100-5 마포소방서,일반,2017313016102200003,3130000,서울특별시 마포구 창전로 76 (신수동),04098,,01,영업/정상,,
한국중부발전(주) 서울발전본부,,저장소,,192543.844098902,449144.883915843,2026-04-26 22:30:36,I,01,영업중,2024-10-30 11:22:11,2018-05-17,,서울특별시 마포구 합정동 55-1,,2018313016102100002,3130000,서울특별시 마포구 토정로 56 (합정동),04082,,01,영업/정상,,
한국전력공사 마포용산지사,업무용,제조,,195210.825322301,448848.191602645,2026-04-26 22:30:36,I,01,영업중,2019-06-27 14:02:14,2018-10-01,,서울특별시 마포구 도화동 51-3 한국전력 마포용산지사,냉동,2018313016102200001,3130000,"서울특별시 마포구 토정로37길 38, 한국전력 마포용산지사 (도화동)",04158,,01,영업/정상,,
중앙홀딩스(주) 상암지점,,제조,,190182.824561077,452708.147504,2026-04-26 22:30:36,I,01,영업중,2025-09-15 10:42:41,2019-09-20,,서울특별시 마포구 상암동 1650 JTBC빌딩,냉동,2019313016102100001,3130000,"서울특별시 마포구 상암산로 38, JTBC빌딩 (상암동)",03909,,01,영업/정상,,
한국사회복지회관 르네상스타워 관리사무소,,제조,,195766.588069694,449083.306922623,2026-04-26 22:30:36,I,01,영업중,2024-01-18 17:02:10,2020-04-20,,서울특별시 마포구 공덕동 456 한국사회복지회관 르네상스타워,냉동,2020313016102200002,3130000,"서울특별시 마포구 만리재로 14, 한국사회복지회관 르네상스타워 (공덕동)",04195,,01,영업/정상,,
서울경찰청 한강경찰대,,제조,,190871.23210743,450149.734646119,2026-04-26 22:30:36,I,01,영업중,2024-07-01 10:56:12,2020-05-20,,서울특별시 마포구 망원동 205-5 한강경찰대,일반,2020313016102200003,3130000,"서울특별시 마포구 마포나루길 437, 한강경찰대 (망원동)",04005,,01,영업/정상,,
상암데이터센터,상업용,제조,,189872.207315104,453324.217856341,2026-04-26 22:30:36,I,01,영업중,2022-08-18 11:01:40,2021-09-17,,서울특별시 마포구 상암동 1588,냉동,2021313016102100001,3130000,,,,01,영업/정상,,
(재)서울경제진흥원,상업.업무용,제조,,190182.067334395,453141.676626027,2026-04-26 22:30:36,I,01,영업중,2023-04-21 14:48:20,2022-04-07,,서울특별시 마포구 상암동 1602 서울산업진흥원,냉동,2022313026602100001,3130000,"서울특별시 마포구 월드컵북로 400, 서울산업진흥원 (상암동)",03925,,01,영업/정상,,
진도빌딩운영위원회,,제조,,195251.230426904,448634.756333949,2026-04-26 22:30:36,I,01,영업중,2024-05-09 15:00:49,2024-02-14,,서울특별시 마포구 도화동 37 진도빌딩,냉동,2024313026602200001,3130000,"서울특별시 마포구 마포대로 44, 진도빌딩 (도화동)",04174,,01,영업/정상,,
공항철도 주식회사,,제조,,191023.502118092,452735.040137494,2026-04-26 22:30:36,I,01,영업중,2025-05-28 15:51:25,2025-03-19,,서울특별시 마포구 상암동 1140 공항철도 디지털미디어시티역,냉동,2025313029402100001,3130000,"서울특별시 마포구 성암로 지하 184, 공항철도 디지털미디어시티역 (상암동)",03928,,01,영업/정상,,
흥국생명보험(주)(키움코어랜드사모부동산신탁제1호의 신탁업자),,제조,,195292.972627854,449083.060282147,2026-04-26 22:30:36,I,01,영업중,2026-03-31 09:29:56,2025-04-07,,서울특별시 마포구 염리동 168-9 재화스퀘어,냉동,2025313029402100002,3130000,"서울특별시 마포구 독막로 311, 재화스퀘어 (염리동)",04156,,01,영업/정상,,
(주)이마트 마포점,,제조,,195808.904523588,448910.741283532,2026-04-26 22:30:36,I,01,영업중,2025-07-29 14:55:08,2025-04-25,,서울특별시 마포구 신공덕동 173 대우 월드마크 마포,냉동,2025313029402100003,3130000,"서울특별시 마포구 백범로 212 (신공덕동, 대우 월드마크 마포)",04196,,01,영업/정상,,
(주)풍농(호텔 나루 서울 엠갤러리),,제조,,195002.716187445,448331.067134872,2026-04-26 22:30:36,I,01,영업중,2025-08-05 14:04:47,2025-05-13,,서울특별시 마포구 마포동 450 나루,냉동,2025313029402200001,3130000,서울특별시 마포구 마포대로 8 (마포동),04176,,01,영업/정상,,
문화체육관광부(당인리문화창작발전소),,제조,,192543.844098902,449144.883915843,2026-04-26 22:30:36,I,01,영업중,2025-10-23 10:42:19,2025-10-23,,서울특별시 마포구 합정동 55-1,냉동,2025313029402200002,3130000,서울특별시 마포구 토정로 56 (합정동),04082,,01,영업/정상,,
