사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,판매점영업면적,휴업시작일자,휴업종료일자,소재지전화번호
GS25 제기안암점,2017-11-23,202612.18538625,453233.722487861,2026-04-26 22:00:56,I,03,폐업,2017-11-23 17:03:38,,2012-11-26,130-864,서울특별시 동대문구 제기동 1157번지 3호 1층,PHMH320123050034087500128,3050000,"서울특별시 동대문구 무학로44길 9, 1층 (제기동)",02574,03,폐업,,,,
세븐일레븐 장안위더스점,2014-07-24,205456.377749262,451632.96031987,2026-04-26 22:00:56,I,03,폐업,2014-08-04 14:49:35,,2012-11-23,130-837,서울특별시 동대문구 장안동 192번지 75호,PHMH320123050034087500129,3050000,"서울특별시 동대문구 한천로 60, 1층 (장안동)",,03,폐업,,,,22475533
세븐일레븐 고대원룸점,2014-09-22,202923.902282945,453714.203193942,2026-04-26 22:00:56,I,03,폐업,2014-09-24 13:23:08,,2012-11-23,130-860,서울특별시 동대문구 제기동 67번지 382호,PHMH320123050034087500130,3050000,"서울특별시 동대문구 제기로2길 23, 101호, 102호 (제기동)",,03,폐업,,,,
(주)바이더웨이 안암로타리점,2017-03-10,202578.94810326,453326.622895604,2026-04-26 22:00:59,I,03,폐업,2017-03-10 11:07:18,,2012-11-23,130-864,서울특별시 동대문구 제기동 1153번지 10호,PHMH320123050034087500131,3050000,"서울특별시 동대문구 무학로 202, 1층 (제기동)",02574,03,폐업,,,,
(주)바이더웨이 외대점,2022-11-02,205279.448598531,454913.94992341,2026-04-26 22:00:59,I,03,폐업,2022-11-02 13:52:53,,2012-11-23,130-830,서울특별시 동대문구 이문동 288번지 12호,PHMH320123050034087500132,3050000,서울특별시 동대문구 이문로 112 (이문동),02419,03,폐업,,,,
(주)코리아세븐 이문통일점,2022-09-30,205168.470915668,454684.271383055,2026-04-26 22:00:59,I,03,폐업,2022-09-30 14:03:19,,2012-11-23,130-831,서울특별시 동대문구 이문동 325번지 20호 민족통일대통령리빙텔 101호,PHMH320123050034087500135,3050000,"서울특별시 동대문구 이문로 86, 101호 (이문동, 민족통일대통령리빙텔)",02440,03,폐업,,,,
(주)코리아세븐 경희대3호점,2016-06-02,204848.839483909,455095.901200763,2026-04-26 22:00:59,I,03,폐업,2016-06-02 16:06:04,,2012-11-23,130-829,서울특별시 동대문구 이문동 264번지 326호,PHMH320123050034087500137,3050000,서울특별시 동대문구 천장산로7길 39 (이문동),02449,03,폐업,,,,
GS25 장안이편한점,2019-06-19,206118.787237035,451227.503125905,2026-04-26 22:00:56,I,03,폐업,2019-06-20 11:44:06,,2013-07-03,,서울특별시 동대문구 장안동 443번지 13호,PHMH320133050034087500001,3050000,서울특별시 동대문구 천호대로93길 41 (장안동),02642,03,폐업,50,,,
(주)비지에프리테일 제기한신점,2013-10-18,203500.584388659,454244.748303247,2026-04-26 22:00:59,I,03,폐업,2013-10-29 15:55:13,,2013-08-26,130-863,서울특별시 동대문구 제기동 122번지 139호,PHMH320133050034087500002,3050000,서울특별시 동대문구 고산자로54길 91 (제기동),,03,폐업,,,,
세븐일레븐 휘경현대점,2013-11-13,206018.302891596,453338.665923588,2026-04-26 22:00:56,I,03,폐업,2013-11-13 14:12:08,,2013-11-13,130-874,서울특별시 동대문구 휘경동 49번지 302호,PHMH320133050034087500003,3050000,서울특별시 동대문구 한천로46가길 1 (휘경동),,03,폐업,,,,22171900
위드미 장안가희점,2013-11-13,206068.486890586,452110.845280497,2026-04-26 22:00:56,I,03,폐업,2013-11-13 14:12:17,,2013-11-13,130-842,서울특별시 동대문구 장안동 384번지 6호,PHMH320133050034087500004,3050000,서울특별시 동대문구 장한로23길 21 (장안동),,03,폐업,,,,070-7136-0072
씨유 경희스타점,2016-12-22,204404.670153093,454526.811831844,2026-04-26 22:00:56,I,03,폐업,2016-12-22 15:35:49,,2013-11-25,130-872,서울특별시 동대문구 회기동 42번지 141호,PHMH320133050034087500005,3050000,서울특별시 동대문구 경희대로3길 38 (회기동),02454,03,폐업,,,,
GS25 답십리한신점,2019-02-25,205478.615377857,451960.247928086,2026-04-26 22:00:56,I,03,폐업,2019-02-25 16:14:58,,2013-10-17,130-800,서울특별시 동대문구 답십리동 4번지 73호,PHMH320133050034087500007,3050000,서울특별시 동대문구 한천로17길 23 (답십리동),02611,03,폐업,,,,22158715
GS25 답십리사랑점,2018-12-31,204935.414573786,452306.207417436,2026-04-26 22:00:56,I,03,폐업,2018-12-31 15:53:03,,2013-10-17,130-802,서울특별시 동대문구 답십리동 241번지 6호,PHMH320133050034087500008,3050000,서울특별시 동대문구 답십리로 149 (답십리동),02540,03,폐업,,,,22488715
아이지에이,2018-01-24,202034.733564967,452664.087470145,2026-04-26 22:00:56,I,03,폐업,2018-01-24 16:26:49,,2013-10-01,130-810,서울특별시 동대문구 신설동 84번지 4호 대학빌딩 1층,PHMH320133050034087500009,3050000,"서울특별시 동대문구 한빛로 1, 1층 (신설동, 대학빌딩)",02581,03,폐업,,,,070-4300-6453
씨유 용두허브리츠점,2023-04-14,203164.661789051,452691.906487388,2026-04-26 22:00:56,I,03,폐업,2023-04-14 16:06:14,,2013-09-27,130-070,서울특별시 동대문구 용두동 792번지 3호 래미안허브리츠 상가동 101호,PHMH320133050034087500010,3050000,"서울특별시 동대문구 왕산로26길 35, 101호 (용두동, 래미안허브리츠 상가동)",02567,03,폐업,,,,
홈플러스365 경희대점,2015-12-07,204431.885850638,454495.666459252,2026-04-26 22:00:59,I,03,폐업,2015-12-07 16:17:54,,2013-09-24,130-872,서울특별시 동대문구 회기동 42번지 80호,PHMH320133050034087500011,3050000,서울특별시 동대문구 경희대로3길 27 (회기동),02454,03,폐업,,,,
(주)비지에프리테일 휘경센터점,2014-04-29,,,2026-04-26 22:00:59,I,03,폐업,2014-04-29 17:56:28,,2013-09-23,130-875,서울특별시 동대문구 휘경동 138번지 32호 가동,PHMH320133050034087500012,3050000,"서울특별시 동대문구 외대역동로 46 (휘경동, 가동)",,03,폐업,,,,
세븐일레븐 장안혜원점,2018-04-05,205895.508179295,451330.98996236,2026-04-26 22:00:56,I,03,폐업,2018-04-05 14:48:28,,2013-09-03,130-845,서울특별시 동대문구 장안동 447번지 7호,PHMH320133050034087500013,3050000,서울특별시 동대문구 천호대로85길 56 (장안동),02643,03,폐업,,,,22499949
씨유 장안래미안점,2015-08-07,206590.046202018,452410.619464697,2026-04-26 22:00:56,I,03,폐업,2015-08-07 11:05:30,,2013-08-29,130-839,서울특별시 동대문구 장안동 329번지 3호 래미안장안아파트 분산상가동 1동 101호,PHMH320133050034087500014,3050000,"서울특별시 동대문구 장안벚꽃로 167, 1동 101호 (장안동, 래미안장안2차아파트 분산상가동)",02524,03,폐업,,,,070-4105-0259
GS25 외대역점,2017-05-30,205461.730131743,454997.649831059,2026-04-26 22:00:56,I,03,폐업,2017-05-30 15:31:01,,2013-08-16,130-826,서울특별시 동대문구 이문동 292번지 128호,PHMH320133050034087500016,3050000,서울특별시 동대문구 휘경로3길 37 (이문동),02419,03,폐업,,,,
GS25 장안러브점,2022-09-02,206255.432260406,452017.992149394,2026-04-26 22:00:56,I,03,폐업,2022-09-02 16:21:19,,2013-08-07,130-840,서울특별시 동대문구 장안동 345번지 1호,PHMH320133050034087500017,3050000,서울특별시 동대문구 장한로26가길 25 (장안동),02639,03,폐업,,,,22121547
씨유 장안플러스점,2016-02-01,205838.423040069,451456.484066966,2026-04-26 22:00:56,I,03,폐업,2016-02-01 17:34:44,,2013-07-29,130-844,서울특별시 동대문구 장안동 430번지 2호,PHMH320133050034087500018,3050000,서울특별시 동대문구 장한로 47 (장안동),02629,03,폐업,,,,33947596
씨유 청량리경찰서점,2015-02-04,203900.727367772,453480.356785847,2026-04-26 22:00:56,I,03,폐업,2015-02-05 11:39:49,,2013-07-29,130-867,서울특별시 동대문구 청량리동 224번지 2호,PHMH320133050034087500019,3050000,서울특별시 동대문구 약령시로21길 5 (청량리동),,03,폐업,,,,
씨유 홍릉점,2015-03-31,203568.823203797,453841.341960808,2026-04-26 22:00:56,I,03,폐업,2015-03-31 17:35:16,,2013-07-29,130-869,서울특별시 동대문구 청량리동 520번지 55호,PHMH320133050034087500020,3050000,서울특별시 동대문구 제기로 73 (청량리동),,03,폐업,,,,
세븐일레븐 회기역사거리점,2016-04-19,204820.66452932,454201.321340394,2026-04-26 22:00:56,I,03,폐업,2016-04-19 15:21:51,,2013-07-26,130-872,서울특별시 동대문구 회기동 81번지,PHMH320133050034087500021,3050000,서울특별시 동대문구 회기로 176 (회기동),02460,03,폐업,,,,
위드미 장안으뜸점,2014-05-15,206170.308088921,451470.889060822,2026-04-26 22:00:56,I,03,폐업,2014-05-16 14:53:29,,2013-07-19,130-841,서울특별시 동대문구 장안동 359번지 16호,PHMH320133050034087500022,3050000,서울특별시 동대문구 천호대로91길 89 (장안동),,03,폐업,,,,22436738
