사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,다른겸업여부,도로명주소,도로명우편번호,재개업일자,수리대상의료기기의유형,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,총규모
헬프히어링,2023-11-30,200181.146934518,452053.510196786,2026-04-26 22:31:44,I,03,폐업,2023-11-30 15:44:47,,2013-05-13,110-836,서울특별시 종로구 종로5가 193번지 5호 송화빌딩 4층 401호,PHMG320133000034047400001,3000000,Y,"서울특별시 종로구 종로 226, 4층 401호 (종로5가, 송화빌딩)",03196,,보청기,03,폐업,,,02-2268-5031,
주식회사 한국보청기,2022-12-01,199297.760920817,451990.209151371,2026-04-26 22:31:44,I,03,폐업,2022-12-01 17:22:35,,2014-12-10,110-123,서울특별시 종로구 종로3가 144번지 1호 2층,PHMG320143000034047400003,3000000,Y,"서울특별시 종로구 종로 138, 2층 (종로3가)",03193,,보청기,03,폐업,,,02-2274-3755,
복음보청기,2016-09-06,199321.4036677,451985.646550196,2026-04-26 22:31:44,I,03,폐업,2016-09-06 17:59:47,,2016-04-06,,서울특별시 종로구 종로3가 147번지 305호,PHMG320163000034047400001,3000000,Y,"서울특별시 종로구 종로 140, 305호 (종로3가)",03193,,보청기,03,폐업,,,02-6466-2113,
(주)동산히어링복음보청기종로지점,2020-05-08,199321.4036677,451985.646550196,2026-04-26 22:31:44,I,03,폐업,2020-05-08 16:58:53,,2016-09-08,,,PHMG320163000034047400002,3000000,Y,"서울특별시 종로구 종로 140, 303,305호 (종로3가)",03193,,보청기,03,폐업,,,02-2268-3377,
청음보청기,2019-08-09,198525.851210964,451909.692402004,2026-04-26 22:31:44,I,03,폐업,2019-08-09 15:49:09,,2018-05-03,,서울특별시 종로구 관철동 43번지 1호 3층,PHMG320183000034047400001,3000000,Y,"서울특별시 종로구 종로8길 13, 3층 (관철동)",03189,,보청기,03,폐업,,,02-737-5460,
베스트케어,2017-05-16,208631.48839038,454798.794640367,2026-04-26 22:31:44,I,03,폐업,2017-05-16 16:46:55,,2011-03-17,131-233,서울특별시 중랑구 망우3동 461번지 30호 1층 베스트케어,PHMG320113060034047400002,3060000,Y,서울특별시 중랑구 봉우재로 231 (망우동),02172,,환자 운반차,03,폐업,,,,
씨엠건강의료기,2017-12-31,207567.959992398,454647.253982411,2026-04-26 22:31:44,I,03,폐업,2017-12-21 14:03:44,,2011-08-08,131-859,서울특별시 중랑구 상봉동 107번지 46호 12통 7반,PHMG320113060034047400004,3060000,Y,"서울특별시 중랑구 면목로88길 5, 1층 (상봉동)",02154,,환자 운반차,03,폐업,,,22778119,
(주)충효메디칼교역,2012-12-03,206970.083435281,456891.430609643,2026-04-26 22:31:44,I,03,폐업,2012-12-04 14:33:25,,2011-08-08,131-848,서울특별시 중랑구 묵1동 294번지 56호 3층,PHMG320113060034047400005,3060000,Y,서울특별시 중랑구 숙선옹주로 28 (묵동),,,"생체현상측정기기, 의료용경, 시술기구, 부목",03,폐업,,,,
우주상사,2013-03-08,,,2026-04-26 22:31:44,I,03,폐업,2013-03-11 17:25:11,,2011-08-08,131-821,서울특별시 중랑구 면목5동 162번지 79호,PHMG320113060034047400006,3060000,Y,서울특별시 중랑구 동일로 582 (면목동),,,"일반기기, 시술기구, 주사침 및 전자침,  주사기 , 의약품주입기",03,폐업,,,22072344,
케이엠티((KMT),2016-09-08,207153.734556645,453845.940787298,2026-04-26 22:31:44,I,03,폐업,2016-09-12 14:02:49,,2011-08-08,131-821,서울특별시 중랑구 면목5동 150번지 1호 동방빌딩 6층,PHMG320113060034047400007,3060000,Y,서울특별시 중랑구 겸재로 126 (면목동),02215,,"내장기능대용기, 비뇨기과용기계기구, 정형용기기",03,폐업,,,,
동화메디칼,2012-05-09,206919.336183385,455048.848204152,2026-04-26 22:31:44,I,03,폐업,2012-05-09 10:40:02,,2011-08-08,131-880,서울특별시 중랑구 중화2동 301번지 56호 1층,PHMG320113060034047400008,3060000,,"서울특별시 중랑구 동일로123길 16, 1층 (중화동)",,,환자운반차,03,폐업,,,,
소리샘보청기 중랑점 소망난청센터,2014-11-04,206817.637103405,456506.963985299,2026-04-26 22:31:44,I,03,폐업,2014-11-04 16:30:46,,2012-01-18,131-848,서울특별시 중랑구 묵동 176번지 35호,PHMG320123060034047400001,3060000,Y,서울특별시 중랑구 동일로 900 (묵동),,,보청기,03,폐업,,,02-744-7558,
일신바이오베이스 서울경기지사,2015-01-19,206315.621494545,454437.665584554,2026-04-26 22:31:44,I,03,폐업,2015-01-19 17:26:46,,2014-01-02,131-861,서울특별시 중랑구 상봉동 137번지 15호 101호,PHMG320143060034047400001,3060000,Y,서울특별시 중랑구 중랑천로 77 (상봉동),,,"판금물(의료용 챔버, 혈액 냉동고)",03,폐업,,,02-491-1328,
지엠에스,2016-04-14,206883.481470279,457101.541834183,2026-04-26 22:31:44,I,03,폐업,2016-04-14 17:08:18,,2014-11-24,131-848,서울특별시 중랑구 묵동 162번지 17호 2층,PHMG320143060034047400003,3060000,Y,"서울특별시 중랑구 중랑역로 276, 2층 (묵동)",02032,,"방사선진료장치, 비전리진단장치, 의료용자기발생기",03,폐업,,,,
중랑델코,2017-04-25,206546.192640006,454121.202613248,2026-04-26 22:31:44,I,03,폐업,2017-04-25 13:53:19,,2015-04-22,131-824,서울특별시 중랑구 면목동 192번지 51호,PHMG320153060034047400001,3060000,Y,서울특별시 중랑구 봉우재로 12 (면목동),02132,,환자운반차,03,폐업,,,,
후야테크,2020-11-23,209411.804210246,455408.951348267,2026-04-26 22:31:44,I,03,폐업,2020-11-27 13:40:34,,2017-04-11,,,PHMG320173060034047400001,3060000,N,"서울특별시 중랑구 용마산로118길 124 (망우동, 2층)",02066,,"시술기구,전기수술장치,정형용품",03,폐업,,,,
