사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,조제용연마기수,상세영업상태코드,상세영업상태명,시력표수,총면적,안경세척기수,가열기수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,렌즈절단기수,지번주소,관리번호,측정의자수,개방자치단체코드,동공거리측정기수,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,표본렌즈수,휴업시작일자,휴업종료일자,소재지전화번호,정점굴절계기수
안경스케치,2016-11-30,207508.904588196,452591.890678365,2026-04-26 22:31:33,I,1,03,폐업,1,48.1,1,1,2016-11-30 10:46:01,,2004-03-29,131-826,1,서울특별시 중랑구 면목4동 371번지 171호,PHMB220043060034082200003,1,3060000,1,서울특별시 중랑구 면목로 256-1 (면목동),02253,03,폐업,1,,,02-493-0070,1
캄파룰라안경,2020-07-31,207733.386897742,454015.495482502,2026-04-26 22:31:33,I,2,03,폐업,1,42.68,1,1,2020-08-06 17:08:57,,2004-08-26,131-815,1,서울특별시 중랑구 면목본동 105번지 13호,PHMB220043060034082200004,1,3060000,1,서울특별시 중랑구 겸재로 186 (면목동),02197,03,폐업,1,,,02-436-7380,2
까만안경(신내점),2012-05-07,208329.316273878,455923.228873371,2026-04-26 22:31:33,I,1,03,폐업,1,98.82,1,1,2012-05-07 17:25:04,,2005-05-06,131-871,1,서울특별시 중랑구 신내2동 559번지 2호,PHMB220053060034082200002,1,3060000,1,서울특별시 중랑구 신내로 71 (신내동),,03,폐업,1,,,02-437-6863,1
윙크아이,2013-08-08,207297.240092472,454863.701751677,2026-04-26 22:31:33,I,1,03,폐업,1,110.95,1,1,2013-08-12 13:47:53,,2005-06-15,131-857,1,서울특별시 중랑구 상봉1동 116번지 12호,PHMB220053060034082200003,1,3060000,1,서울특별시 중랑구 망우로 277 (상봉동),,03,폐업,1,,,02-435-6262,1
안경이야기,2017-04-26,207090.86716546,453072.936040777,2026-04-26 22:31:31,I,1,03,폐업,1,16.66,1,1,2017-04-26 18:00:29,,2006-01-19,131-822,1,서울특별시 중랑구 면목5동 168번지 2호,PHMB220063060034082200001,1,3060000,1,"서울특별시 중랑구 동일로 566 (면목동, 홈플러스)",02236,03,폐업,1,,,02-438-1140,1
그랑프리안경원,2009-06-05,206969.674869398,457150.626367535,2026-04-26 22:31:31,I,1,03,폐업,1,65.1,1,1,2011-12-20 15:25:28,,2006-02-22,131-847,1,서울특별시 중랑구 묵1동 158번지 20호,PHMB220063060034082200002,1,3060000,1,서울특별시 중랑구 공릉로12길 3 (묵동),,03,폐업,1,,,02-979-6674,1
아이피아,2025-04-01,208208.786684767,457054.793655589,2026-04-26 22:31:31,I,1,03,폐업,1,27.75,1,1,2025-04-11 11:09:02,,2006-08-28,131-872,1,서울특별시 중랑구 신내2동 645번지 홈플러스 1층,PHMB220063060034082200005,1,3060000,1,"서울특별시 중랑구 신내로 201, 1층 (신내동, 홈플러스)",02024,03,폐업,1,,,02-3421-9009,1
에셈빌안경콘텍트,2022-05-25,206771.217305763,455221.989517331,2026-04-26 22:31:33,I,1,03,폐업,1,77.1,1,1,2022-05-25 14:09:28,,2007-03-28,131-883,1,서울특별시 중랑구 중화2동 314번지 1호 태능 에셈빌 1층,PHMB220073060034082200001,1,3060000,1,"서울특별시 중랑구 동일로129길 35, 1층 (중화동, 태능에셈빌)",02104,03,폐업,1,,,02-495-6292,1
아이러브,2015-04-09,207774.836673489,453110.937458652,2026-04-26 22:31:31,I,1,03,폐업,1,62.7,3,2,2015-05-18 11:05:16,,2007-07-19,131-828,1,서울특별시 중랑구 면목7동 611번지 5호,PHMB220073060034082200003,1,3060000,1,서울특별시 중랑구 사가정로 398 (면목동),,03,폐업,1,,,,1
안경집,2010-08-03,207660.883688474,454911.110252938,2026-04-26 22:31:31,I,1,03,폐업,1,69.36,1,1,2011-12-20 14:57:57,,2008-01-14,131-859,1,서울특별시 중랑구 상봉2동 101번지 이지팰리스 107호,PHMB220083060034082200001,1,3060000,1,"서울특별시 중랑구 망우로 316, 107호 (상봉동, 이지팰리스)",,03,폐업,1,,,,1
글라스박스 안경.콘택트,2010-04-21,208613.331372822,455266.331938295,2026-04-26 22:31:31,I,1,03,폐업,1,90.4,1,1,2011-12-20 14:56:57,,2008-04-22,131-810,1,서울특별시 중랑구 망우본동 488번지 14호 1층,PHMB220083060034082200002,1,3060000,1,"서울특별시 중랑구 망우로 415, 1층 (망우동)",,03,폐업,1,,,02-439-1009,1
하늘안경.콘택트,2013-11-30,208185.587866215,455005.951408018,2026-04-26 22:31:31,I,1,03,폐업,1,31.3,1,1,2013-12-10 11:20:40,,2008-07-24,131-807,1,서울특별시 중랑구 망우3동 479번지 한일써너스빌 1층,PHMB220083060034082200003,1,3060000,1,"서울특별시 중랑구 용마산로115길 127, 1층 (망우동, 한일써너스빌)",,03,폐업,1,,,,1
렌즈야,2010-04-02,209042.391929789,455537.042671275,2026-04-26 22:31:31,I,1,03,폐업,1,16.53,1,1,2011-12-20 14:10:32,,2009-05-07,131-803,1,서울특별시 중랑구 망우본동 344번지 6호,PHMB220093060034082200001,1,3060000,1,서울특별시 중랑구 망우로73길 33 (망우동),,03,폐업,1,,,,1
벧엘안경콘텍트,2012-05-12,206917.83316062,457023.152883521,2026-04-26 22:31:33,I,1,03,폐업,1,15,1,1,2012-05-04 16:53:09,,2010-01-22,131-848,1,서울특별시 중랑구 묵1동 300번지 1호,PHMB220103060034082200001,1,3060000,1,서울특별시 중랑구 공릉로 56 (묵동),,03,폐업,1,,,02-855-3023,1
글라스박스 안경콘택트,2014-05-26,206556.148986381,454633.631796621,2026-04-26 22:31:33,I,1,03,폐업,1,69.76,2,2,2014-05-26 14:15:54,,2010-06-15,131-878,1,"서울특별시 중랑구 중화2동 208번지 33호 116, 117호",PHMB220103060034082200003,1,3060000,1,"서울특별시 중랑구 망우로 203, 116호 (중화동)",,03,폐업,1,,,02-495-7977,2
민안경아이패밀리망우점,2017-04-10,209466.83295218,455523.46545564,2026-04-26 22:31:33,I,1,03,폐업,1,19,1,1,2017-04-10 15:02:59,,2011-01-12,131-802,1,서울특별시 중랑구 망우본동 136번지 1호,PHMB220113060034082200001,1,3060000,1,서울특별시 중랑구 양원역로 17 (망우동),02064,03,폐업,1,,,,1
아이마트안경콘택트,2014-08-01,207056.039472829,454322.108498702,2026-04-26 22:31:33,I,1,03,폐업,1,30.4,1,2,2014-08-04 10:28:26,,2011-05-24,131-820,1,서울특별시 중랑구 면목2동 144번지 29호,PHMB220113060034082200004,1,3060000,1,서울특별시 중랑구 봉우재로 68 (면목동),,03,폐업,1,,,070-8151-5959,2
ZALBIZE안경콘택트,2012-10-24,207539.386711404,452982.38354697,2026-04-26 22:31:33,I,1,03,폐업,1,20,1,1,2012-10-24 14:58:45,,2011-10-05,131-828,1,서울특별시 중랑구 면목7동 633번지 4호,PHMB220113060034082200007,1,3060000,1,서울특별시 중랑구 면목로37길 6 (면목동),,03,폐업,1,,,64394706,1
모닝아이안경원,2013-10-04,207653.828967538,453048.690091451,2026-04-26 22:31:33,I,1,03,폐업,1,63,1,1,2013-10-08 13:01:52,,2011-12-14,131-828,1,서울특별시 중랑구 면목7동 634번지 8호,PHMB220113060034082200008,1,3060000,1,서울특별시 중랑구 면목로 305 (면목동),,03,폐업,1,,,,1
안경아울렛,2014-06-24,207193.113865555,454833.873507726,2026-04-26 22:31:32,I,1,03,폐업,1,231.4,1,1,2014-06-24 17:55:43,,2013-06-25,131-857,1,서울특별시 중랑구 상봉1동 116번지 25호 1층,PHMB220133060034082200004,1,3060000,1,"서울특별시 중랑구 망우로 267, 1층 (상봉동)",,03,폐업,1,,,02-2212-8160,1
모닝아이안경원,2013-11-12,207653.828967538,453048.690091451,2026-04-26 22:31:32,I,1,03,폐업,1,66,1,1,2013-11-12 13:14:01,,2013-10-10,131-828,1,서울특별시 중랑구 면목7동 634번지 8호 1층,PHMB220133060034082200005,1,3060000,1,"서울특별시 중랑구 면목로 305, 1층 (면목동)",,03,폐업,1,,,,1
시호비전 상봉점,2015-10-31,207923.745922676,455090.718335439,2026-04-26 22:31:31,I,1,03,폐업,1,62.26,2,2,2015-10-29 13:14:34,,2013-11-20,,1,,PHMB220133060034082200007,1,3060000,10,"서울특별시 중랑구 망우로 353, 지하2층 (상봉동, 홈플러스)",02087,03,폐업,1,,,02-495-0095,2
미래안경,2015-05-15,207923.745922676,455090.718335439,2026-04-26 22:31:31,I,1,03,폐업,1,9.13,1,1,2015-05-15 13:51:54,,2014-08-01,131-221,1,서울특별시 중랑구 상봉동 500번지 C동 312호,PHMB220143060034082200004,1,3060000,1,"서울특별시 중랑구 망우로 353, C동 312호 (상봉동)",,03,폐업,1,,,,1
시야안경콘택트,2018-04-26,206923.92168584,455422.824788702,2026-04-26 22:31:33,I,1,03,폐업,2,149,3,3,2018-04-26 16:20:39,,2015-01-26,131-881,1,서울특별시 중랑구 중화동 303번지 79호,PHMB220153060034082200001,2,3060000,1,"서울특별시 중랑구 동일로 791, 1층 (중화동)",02102,03,폐업,2,,,02-493-5678,3
안경매니저(사가정점),2017-03-13,207643.057579455,453002.271578754,2026-04-26 22:31:33,I,1,03,폐업,1,65,2,3,2017-04-06 21:28:09,,2015-03-10,131-828,1,서울특별시 중랑구 면목동 626번지 17호,PHMB220153060034082200002,2,3060000,1,서울특별시 중랑구  면목로  302 (면목동),02252,03,폐업,100,,,02-446-1265,2
안경원공감,2017-05-18,207611.304408076,453078.654234646,2026-04-26 22:31:33,I,1,03,폐업,1,33,1,1,2017-05-18 17:43:56,,2016-05-11,,1,서울특별시 중랑구 면목동 649번지 22호,PHMB220163060034082200002,1,3060000,1,"서울특별시 중랑구 사가정로52길 20, 1층 (면목동)",02238,03,폐업,1,,,02-438-0709,1
렌즈미(사가정점),2021-04-27,207733.920478367,453087.52613467,2026-04-26 22:31:32,I,1,03,폐업,1,24,1,1,2021-04-27 16:13:09,,2017-06-05,,1,서울특별시 중랑구 면목동 617번지 1호,PHMB220173060034082200001,1,3060000,1,"서울특별시 중랑구 면목로 316, 1층 (면목동)",02249,03,폐업,1,,,02-491-3240,1
오렌즈 신내점,2019-06-24,208295.099818379,456014.999180519,2026-04-26 22:31:32,I,,03,폐업,1,26.91,,,2019-06-24 15:15:24,,2018-04-03,,,서울특별시 중랑구 신내동 666번지 신아타운 109호,PHMB220183060034082200001,2,3060000,,"서울특별시 중랑구 봉화산로 194, 신아타운 1층 109호 (신내동)",02076,03,폐업,1,,,,1
고릴라 안경,2022-06-30,207777.031587617,453305.264033704,2026-04-26 22:31:32,I,1,03,폐업,1,66,1,1,2022-06-30 13:49:54,,2018-05-03,,1,서울특별시 중랑구 면목동 459번지 14호,PHMB220183060034082200002,1,3060000,1,"서울특별시 중랑구 면목로 336, 1층 (면목동)",02213,03,폐업,1,,,02-6497-1010,1
인피니티 아이웨어,2021-05-20,208663.451595455,456169.220843508,2026-04-26 22:31:32,I,1,03,폐업,1,33,2,1,2021-05-20 16:16:20,,2018-11-08,,1,서울특별시 중랑구 신내동 393번지 5호,PHMB220183060034082200005,1,3060000,1,"서울특별시 중랑구 봉화산로 236, 101호 (신내동)",02067,03,폐업,1,,,070-7631-0934,1
렌즈베리 안경 면목역점,2025-03-31,207678.453288782,454070.979536823,2026-04-26 22:31:33,I,,03,폐업,1,33,,,2025-03-26 17:30:35,,2024-06-07,,,서울특별시 중랑구 면목동 102-20 1층,PHMB220243060034082200001,,3060000,1,"서울특별시 중랑구 면목로 414, 1층 (면목동)",02161,03,폐업,,,,02-436-3399,1
안경박사 보안당 안경,2024-10-03,206936.570187916,455280.600452321,2026-04-26 22:31:31,I,1,03,폐업,1,53.27,1,1,2024-09-24 10:54:42,,1991-03-29,131-881,1,"서울특별시 중랑구 중화2동 303번지 14호 17,75",PHMB219913060034082200001,1,3060000,1,서울특별시 중랑구 동일로 775 (중화동),02102,03,폐업,1,,,,1
광문 안경원,2021-09-17,206821.108967706,456096.359567266,2026-04-26 22:31:31,I,1,03,폐업,1,,1,1,2022-05-30 10:03:43,,1991-04-23,,1,서울특별시 중랑구 묵2동 245-6,PHMB219913060034082200004,1,3060000,1,서울특별시 중랑구 동일로 859 (묵동),02010,03,폐업,1,,,02-973-6929,1
순금당 안경원,2009-02-23,208618.751364023,454388.284410787,2026-04-26 22:31:31,I,1,03,폐업,1,,1,1,2009-05-22 14:59:24,,1991-04-23,131-806,1,서울특별시 중랑구 망우3동 444번지 27호,PHMB219913060034082200005,1,3060000,1,,,03,폐업,1,,,02-493-9565,1
유림안경원,2016-08-18,206853.107394458,455922.92889032,2026-04-26 22:31:33,I,1,03,폐업,1,,1,1,2016-08-18 11:29:40,,1992-02-15,131-853,1,서울특별시 중랑구 묵2동 250번지 41호,PHMB219923060034082200001,1,3060000,1,서울특별시 중랑구 동일로 843 (묵동),02013,03,폐업,1,,,02-976-4829,1
서전 안경원,2019-06-05,208765.034096176,455309.437980638,2026-04-26 22:31:32,I,1,03,폐업,1,46.08,1,1,2020-01-16 14:46:41,,1996-11-02,131-810,1,서울특별시 중랑구 망우본동 487번지 2호,PHMB219963060034082200002,1,3060000,1,서울특별시 중랑구 망우로 431 (망우동),02072,03,폐업,1,,,02-495-8380,1
연신내아이패밀리안경,2017-05-22,193141.634553613,457534.574375304,2026-04-26 22:31:36,I,0,03,폐업,0,,0,0,2017-05-23 15:48:06,,1983-03-18,,0,서울특별시 은평구 불광동 314번지 34호 1층,PHMB219833110032082200002,0,3110000,0,"서울특별시 은평구 연서로 257, 1층 (불광동)",03345,03,폐업,0,,,,0
미광사안경원,2009-07-13,193078.858947858,456018.173376541,2026-04-26 22:31:36,I,0,03,폐업,0,,0,0,2015-03-20 14:41:45,,1985-05-01,122-896,0,서울특별시 은평구 역촌동 16번지 36호,PHMB219853110032082200001,0,3110000,0,서울특별시 은평구 서오릉로 71 (역촌동),,03,폐업,0,,,02-385-6836,0
에덴안경원,2015-06-25,,,2026-04-26 22:31:36,I,0,03,폐업,0,,0,0,2015-06-25 14:46:16,,1987-12-26,122-819,0,서울특별시 은평구 구산동 3번지1호,PHMB219873110032082200001,0,3110000,0,,,03,폐업,0,,,02-354-7133,0
안경나라응암점,2019-04-30,192718.14860253,454630.852589694,2026-04-26 22:31:36,I,0,03,폐업,0,,0,0,2019-06-24 17:46:36,,1988-05-07,,0,서울특별시 은평구 응암동 427번지 117호,PHMB219883110032082200002,0,3110000,0,서울특별시 은평구 응암로 248 (응암동),03466,03,폐업,0,,,02-3157-5105,0
수색안경원,2012-02-15,190673.321581491,453366.550052155,2026-04-26 22:31:36,I,0,03,폐업,0,,0,0,2014-04-22 14:25:44,,1990-10-19,122-878,0,서울특별시 은평구 수색동,PHMB219903110032082200002,0,3110000,0,서울특별시 은평구 수색로 262-2 (수색동),,03,폐업,0,,,02-304-0210,0
서독안경원,2015-06-22,,,2026-04-26 22:31:36,I,0,03,폐업,0,,0,0,2015-06-22 10:02:46,,1990-12-14,122-824,0,서울특별시 은평구 녹번동 13번지1호,PHMB219903110032082200004,0,3110000,0,,,03,폐업,0,,,02-359-8668,0
홍콩안경원,1998-09-17,,,2026-04-26 22:31:36,I,0,03,폐업,0,,0,0,2008-12-17 10:21:34,,1991-04-02,122-891,0,서울특별시 은평구 신사동 342번지20호,PHMB219913110032082200001,0,3110000,0,,,03,폐업,0,1998-09-17,,02-307-0965,0
상록안경원,2000-06-23,,,2026-04-26 22:31:36,I,0,03,폐업,0,,0,0,2008-12-17 10:21:12,,1991-05-09,122-900,0,서울특별시 은평구 역촌동 62번지5호,PHMB219913110032082200003,0,3110000,0,,,03,폐업,0,2000-06-23,,02-355-4671,0
순천향안경원,2000-12-27,,,2026-04-26 22:31:36,I,0,03,폐업,0,,0,0,2008-12-17 10:20:51,,1991-05-15,122-906,0,서울특별시 은평구 응암동 74번지6호,PHMB219913110032082200004,0,3110000,0,,,03,폐업,0,2000-12-27,,02-385-2125,0
영안경원,2007-06-25,,,2026-04-26 22:31:36,I,0,03,폐업,0,,0,0,2008-12-17 10:19:47,,1991-05-27,122-900,0,서울특별시 은평구 응암동 397번지30호,PHMB219913110032082200005,0,3110000,0,,,03,폐업,0,2007-06-25,,02-389-8252,0
국제사안경원,2006-04-06,,,2026-04-26 22:31:36,I,0,03,폐업,0,,0,0,2008-12-17 10:19:30,,1991-08-13,122-837,0,서울특별시 은평구 대조동 12번지20호,PHMB219913110032082200006,0,3110000,0,,,03,폐업,0,2006-04-06,,02-387-7067,0
가야안경원,1998-06-01,,,2026-04-26 22:31:36,I,0,03,폐업,0,,0,0,2008-12-17 10:19:11,,1993-05-07,122-701,0,서울특별시 은평구 녹번동 5번지(국립보건원),PHMB219933110032082200001,0,3110000,0,,,03,폐업,0,1998-06-01,,02-354-6741,0
삼성사안경원,2000-05-16,,,2026-04-26 22:31:36,I,0,03,폐업,0,,0,0,2008-12-17 10:18:17,,1993-06-10,122-878,0,서울특별시 은평구 수색동 368번지7호,PHMB219933110032082200002,0,3110000,0,,,03,폐업,0,2000-05-16,,02-372-9316,0
한독안경,1999-07-13,,,2026-04-26 22:31:36,I,0,03,폐업,0,,0,0,2008-12-17 10:17:39,,1993-12-04,122-840,0,서울특별시 은평구 대조동 72번지7호,PHMB219933110032082200004,0,3110000,0,,,03,폐업,0,1999-07-13,,02-384-9916,0
영보안경,1998-07-16,,,2026-04-26 22:31:36,I,0,03,폐업,0,,0,0,2008-12-17 10:17:19,,1994-03-16,122-881,0,서울특별시 은평구 신사동 20번지4호,PHMB219943110032082200001,0,3110000,0,,,03,폐업,0,1998-07-16,,02-383-0516,0
타임안경마트,2008-03-10,,,2026-04-26 22:31:36,I,0,03,폐업,0,,0,0,2008-12-17 10:16:52,,1994-07-13,122-858,0,서울특별시 은평구 불광1동 281번지74호,PHMB219943110032082200002,0,3110000,0,,,03,폐업,0,2008-03-10,,02-358-4173,0
브리스안경,1998-04-27,,,2026-04-26 22:31:36,I,0,03,폐업,0,,0,0,2008-12-17 10:16:27,,1995-02-09,122-809,0,서울특별시 은평구 갈현동 402번지35호,PHMB219953110032082200001,0,3110000,0,,,03,폐업,0,1998-04-27,,,0
안경세상,2008-08-20,,,2026-04-26 22:31:36,I,0,03,폐업,0,,0,0,2008-12-17 10:15:30,,1995-02-25,122-829,0,서울특별시 은평구 녹번동 79번지2호,PHMB219953110032082200002,0,3110000,0,,,03,폐업,0,2008-08-20,,02-384-0116,0
광보당안경,2001-07-03,,,2026-04-26 22:31:36,I,0,03,폐업,0,,0,0,2008-12-17 10:15:10,,1995-05-17,122-837,0,서울특별시 은평구 대조동 6번지9호,PHMB219953110032082200003,0,3110000,0,,,03,폐업,0,2001-07-03,,02-386-5258,0
피카소안경원,1999-02-09,,,2026-04-26 22:31:36,I,0,03,폐업,0,,0,0,2008-12-17 10:14:53,,1995-08-05,122-951,0,서울특별시 은평구 응암동 290번지1호,PHMB219953110032082200004,0,3110000,0,,,03,폐업,0,1999-02-09,,02-304-0950,0
호산나안경원,2001-11-28,,,2026-04-26 22:31:36,I,0,03,폐업,0,,0,0,2008-12-17 10:14:31,,1995-08-31,122-860,0,서울특별시 은평구 블광동 312번지23호,PHMB219953110032082200005,0,3110000,0,,,03,폐업,0,2001-11-28,,02-359-3449,0
아이리스안경타운,1999-07-13,,,2026-04-26 22:31:36,I,0,03,폐업,0,,0,0,2008-12-17 10:14:12,,1996-06-07,122-930,0,서울특별시 은평구 응암동 696번지51호,PHMB219963110032082200001,0,3110000,0,,,03,폐업,0,1999-07-13,,02-303-0487,0
그랑프리안경콘택트,2000-06-27,,,2026-04-26 22:31:36,I,0,03,폐업,0,,0,0,2008-12-17 10:13:45,,1996-07-01,122-842,0,서울특별시 은평구 대조동 185번지3호,PHMB219963110032082200002,0,3110000,0,,,03,폐업,0,2000-06-27,,02-382-4388,0
9시뉴스안경원,2010-07-12,,,2026-04-26 22:31:36,I,0,03,폐업,0,,0,0,2010-07-12 17:57:36,,1996-08-07,122-842,0,서울특별시 은평구 대조동 198번지27호,PHMB219963110032082200003,0,3110000,0,,,03,폐업,0,,,02-358-0044,0
청해안경,1999-01-25,,,2026-04-26 22:31:36,I,0,03,폐업,0,,0,0,2008-12-17 10:13:28,,1996-10-30,122-858,0,서울특별시 은평구 불광동 274번지13호,PHMB219963110032082200004,0,3110000,0,,,03,폐업,0,1999-01-25,,02-357-0485,0
남대문마트안경,2006-11-14,,,2026-04-26 22:31:36,I,0,03,폐업,0,,0,0,2008-12-17 10:13:12,,1997-03-13,122-859,0,서울특별시 은평구 불광동 308번지19호,PHMB219973110032082200001,0,3110000,0,,,03,폐업,0,2006-11-14,,02-382-5589,0
밝은세상안경,2022-11-29,192646.05855542,453988.602614144,2026-04-26 22:31:36,I,0,03,폐업,0,,0,0,2022-11-29 16:39:57,,1997-03-27,,0,서울특별시 은평구 응암동 601번지 58호,PHMB219973110032082200002,0,3110000,0,서울특별시 은평구 응암로12길 5-1 (응암동),03478,03,폐업,0,,,02-302-8473,0
뉴한독안경,1999-06-11,,,2026-04-26 22:31:36,I,0,03,폐업,0,,0,0,2008-12-17 10:12:50,,1997-05-23,122-806,0,서울특별시 은평구 갈현동 355번지5호,PHMB219973110032082200004,0,3110000,0,,,03,폐업,0,1999-06-11,,02-386-8923,0
서울안경원,1998-08-26,,,2026-04-26 22:31:36,I,0,03,폐업,0,,0,0,2008-12-17 10:12:25,,1997-06-12,122-873,0,서울특별시 은평구 수색동 106번지1호,PHMB219973110032082200005,0,3110000,0,,,03,폐업,0,1998-08-26,,02-373-6006,0
씨채널안경마트,1998-04-07,,,2026-04-26 22:31:36,I,0,03,폐업,0,,0,0,2008-12-17 10:12:07,,1997-07-09,122-924,0,서울특별시 은평구 응암동 601번지62호,PHMB219973110032082200006,0,3110000,0,,,03,폐업,0,1998-04-07,,,0
아이앤안경,2000-04-24,,,2026-04-26 22:31:36,I,0,03,폐업,0,,0,0,2008-12-17 10:11:46,,1997-12-12,122-813,0,서울특별시 은평구 갈현동 483번지2호,PHMB219973110032082200009,0,3110000,0,,,03,폐업,0,2000-04-24,,02-384-6006,0
성모안경,2007-06-26,,,2026-04-26 22:31:36,I,0,03,폐업,0,,0,0,2008-12-17 10:11:26,,1998-02-04,122-951,0,서울특별시 은평구 응암동 293번지25호,PHMB219983110032082200001,0,3110000,0,,,03,폐업,0,2007-06-26,,02-372-0600,0
삼보안경,2000-09-16,,,2026-04-26 22:31:36,I,0,03,폐업,0,,0,0,2008-12-17 10:11:09,,1998-02-19,122-881,0,서울특별시 은평구 신사동 20번지11호,PHMB219983110032082200002,0,3110000,0,,,03,폐업,0,2000-09-16,,02-358-3980,0
씨채널마트,1998-06-23,,,2026-04-26 22:31:37,I,0,03,폐업,0,,0,0,2008-12-17 10:10:43,,1998-04-08,122-924,0,서울특별시 은평구 응암동 601번지62호,PHMB219983110032082200004,0,3110000,0,,,03,폐업,0,1998-06-23,,02-309-1333,0
베니스안경원,1999-09-06,,,2026-04-26 22:31:37,I,0,03,폐업,0,,0,0,2008-12-17 10:10:27,,1998-06-12,122-701,0,서울특별시 은평구 녹번동 5번지(국립보건원연금매점내),PHMB219983110032082200005,0,3110000,0,,,03,폐업,0,1999-09-06,,02-354-6741,0
씨채널마트안경,1998-08-17,,,2026-04-26 22:31:37,I,0,03,폐업,0,,0,0,2008-12-17 10:09:53,,1998-06-25,122-924,0,서울특별시 은평구 응암동 601번지62호,PHMB219983110032082200006,0,3110000,0,,,03,폐업,0,1998-08-17,,02-309-1333,0
