사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,지정일자,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,약국영업면적,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
유진약국,2008-11-03,196724.128253572,448063.37525228,2026-04-26 22:31:04,I,2008-10-06,03,폐업,2008-11-17 16:17:55,,2008-10-06,140-090,서울특별시 용산구 신계동 25번지 8호 1층,PHMD120083020033084000014,3020000,23,,,03,폐업,,,
유진약국,2009-10-19,196724.128253572,448063.37525228,2026-04-26 22:31:04,I,2008-11-03,03,폐업,2016-02-11 15:32:37,,2008-11-03,140-090,서울특별시 용산구 신계동 25번지 8호 1층,PHMD120083020033084000015,3020000,23,"서울특별시 용산구 새창로45길 25 (신계동, 유진약국)",04367,03,폐업,,,
문약국,2025-07-04,200648.866223783,447953.839063087,2026-04-26 22:31:04,I,2009-02-02,03,폐업,2025-07-04 13:52:15,,2009-02-02,140-884,서울특별시 용산구 한남동 261번지 6호 205호,PHMD120093020033084000001,3020000,21,"서울특별시 용산구 독서당로 67, 205호 (한남동, 서울빌딩)",04419,03,폐업,,,
효창약국,2014-05-19,196252.288320072,448722.260917391,2026-04-26 22:31:04,I,2009-02-25,03,폐업,2014-05-19 16:14:12,,2009-02-25,140-897,서울특별시 용산구 효창동 5번지 219호 지층,PHMD120093020033084000002,3020000,23,,,03,폐업,,,26112789
제일약국,2012-09-14,200347.417101715,447889.426011757,2026-04-26 22:31:04,I,2009-06-15,03,폐업,2012-09-14 11:18:26,,2009-06-15,140-887,서울특별시 용산구 한남동 638번지 4호,PHMD120093020033084000003,3020000,21,,,03,폐업,,,
용산후문약국,2011-06-23,196876.882179978,446917.937732998,2026-04-26 22:31:04,I,2009-08-21,03,폐업,2011-06-23 16:39:24,,2009-08-21,140-883,서울특별시 용산구 한강로3가 65번지 449호,PHMD120093020033084000004,3020000,13,,,03,폐업,,,
순천당약국,2010-06-25,200270.981734911,447892.865925447,2026-04-26 22:31:04,I,2010-06-23,03,폐업,2010-06-28 13:09:17,,2010-06-23,140-887,서울특별시 용산구 한남동 653번지 1호,PHMD120103020033084000002,3020000,140,,,03,폐업,,,
순천당약국,2011-08-16,200270.981734911,447892.865925447,2026-04-26 22:31:04,I,2010-07-01,03,폐업,2011-08-16 13:15:52,,2010-07-01,140-210,서울특별시 용산구 한남동 653번지 1호,PHMD120103020033084000003,3020000,148,,,03,폐업,,,02-790-3372
건강약국,2014-05-12,197083.100438264,447552.774477998,2026-04-26 22:31:04,I,2010-07-14,03,폐업,2014-05-12 14:34:11,,2010-07-14,140-735,서울특별시 용산구 한강로2가 2번지 37호 용산토투밸리 1층,PHMD120103020033084000004,3020000,40,,,03,폐업,,,
현대온누리약국,2012-12-17,197974.143194607,446243.198701013,2026-04-26 22:31:04,I,2010-08-05,03,폐업,2012-12-18 09:44:21,,2010-08-05,140-853,서울특별시 용산구 이촌1동 300번지 15호 1층 1호,PHMD120103020033084000005,3020000,29,,,03,폐업,,,
희망약국,2018-10-29,196549.89584221,448153.524398611,2026-04-26 22:31:04,I,2010-08-11,03,폐업,2018-10-29 11:42:05,,2010-08-11,,,PHMD120103020033084000006,3020000,9,"서울특별시 용산구 원효로 171, 1층 (원효로2가)",04364,03,폐업,,,
하나약국,2011-02-14,196426.613790962,448089.513228441,2026-04-26 22:31:04,I,2010-10-15,03,폐업,2011-02-14 10:09:34,,2010-10-15,140-112,서울특별시 용산구 원효로2가 91번지 9호,PHMD120103020033084000007,3020000,15,,,03,폐업,,,
홍주약국,2014-10-31,197265.064006919,446517.341438543,2026-04-26 22:31:04,I,2010-12-06,03,폐업,2014-10-31 14:51:09,,2010-12-06,140-031,서울특별시 용산구 이촌1동 302번지 51호,PHMD120103020033084000009,3020000,31,,,03,폐업,,,
용산원광한약국,2011-06-28,197269.60480727,447630.777424575,2026-04-26 22:31:04,I,2011-01-05,03,폐업,2011-06-28 18:02:19,,2011-01-05,140-872,서울특별시 용산구 한강로2가 116번지 4호 2층,PHMD120113020033084000001,3020000,26,,,03,폐업,,,
행복나무한약국,2016-01-25,199860.819809374,447348.10086997,2026-04-26 22:31:04,I,2011-03-03,03,폐업,2016-01-29 13:13:00,,2011-03-03,,,PHMD120113020033084000004,3020000,34,"서울특별시 용산구 보광로 46, 1층 (보광동)",04414,03,폐업,,,
가까운우리약국,2020-10-12,200406.963708797,447968.152857355,2026-04-26 22:31:04,I,2011-04-01,03,폐업,2020-10-12 14:08:25,,2011-04-01,140-887,서울특별시 용산구 한남동 657번지 154호 1층,PHMD120113020033084000005,3020000,51,서울특별시 용산구 대사관로31길 7-10 (한남동),04401,03,폐업,,,02-749-6011
밝은온누리약국,2012-01-27,199117.051682138,447830.318352912,2026-04-26 22:31:04,I,2011-06-29,03,폐업,2012-01-27 14:24:55,,2011-06-29,140-863,서울특별시 용산구 이태원1동 44번지 17호 지하1층,PHMD120113020033084000007,3020000,12,,,03,폐업,,,
자연사람한약국,2011-12-30,,,2026-04-26 22:31:04,I,2011-07-01,03,폐업,2012-01-11 10:37:47,,2011-07-01,140-748,서울특별시 용산구 도원동 삼성래미안아파트,PHMD120113020033084000008,3020000,18,,,03,폐업,,,
한남메디컬약국,2014-01-13,200270.981734911,447892.865925447,2026-04-26 22:31:04,I,2011-08-16,03,폐업,2014-01-13 10:30:14,,2011-08-16,140-887,서울특별시 용산구 한남동 653번지 1호 1층,PHMD120113020033084000009,3020000,148,서울특별시 용산구 대사관로 52 (한남동),,03,폐업,,,
아이피약국,2012-03-15,199788.755748324,448121.175798434,2026-04-26 22:31:04,I,2011-09-02,03,폐업,2012-03-15 18:00:40,,2011-09-02,140-893,서울특별시 용산구 한남동 737번지 32호 2층,PHMD120113020033084000010,3020000,15,,,03,폐업,,,
한강약국,2012-02-06,197450.277644237,446437.197878548,2026-04-26 22:31:05,I,2011-09-20,03,폐업,2012-02-06 15:16:42,,2011-09-20,140-031,서울특별시 용산구 이촌1동 300번지 27호,PHMD120113020033084000012,3020000,6,,,03,폐업,,,
경희자연사람한약국,2014-12-03,196149.859380737,448581.975861465,2026-04-26 22:31:05,I,2012-01-10,03,폐업,2014-12-05 09:13:54,,2012-01-10,140-748,서울특별시 용산구 도원동 28번지,PHMD120123020033084000003,3020000,18,서울특별시 용산구 새창로 70 (도원동),,03,폐업,,,
해란약국,2017-03-30,197047.492486141,449155.197455867,2026-04-26 22:31:05,I,2012-02-01,03,폐업,2017-03-30 14:46:40,,2012-02-01,,서울특별시 용산구 청파동3가 111번지 20호,PHMD120123020033084000005,3020000,19,"서울특별시 용산구 청파로47길 53, 1층 (청파동3가)",04313,03,폐업,,,
이촌약국,2013-09-02,197450.277644237,446437.197878548,2026-04-26 22:31:05,I,2012-03-19,03,폐업,2013-09-02 11:06:03,,2012-03-19,140-854,서울특별시 용산구 이촌동 300번지 27호,PHMD120123020033084000006,3020000,22,서울특별시 용산구 이촌로 224 (이촌동),,03,폐업,,,
제일약국,2021-08-30,200347.417101715,447889.426011757,2026-04-26 22:31:05,I,2012-09-14,03,폐업,2021-08-30 10:23:25,,2012-09-14,140-887,서울특별시 용산구 한남동 638번지 4호,PHMD120123020033084000008,3020000,21,"서울특별시 용산구 대사관로 60, 1층 (한남동)",04402,03,폐업,,,02-792-8422
초콜릿약국,2013-05-23,197143.611431282,447561.482331264,2026-04-26 22:31:05,I,2012-09-28,03,폐업,2013-05-23 15:15:25,,2012-09-28,140-871,서울특별시 용산구 한강로2가 312번지 4호,PHMD120123020033084000009,3020000,25,서울특별시 용산구 한강대로 115 (한강로2가),,03,폐업,,,070-4616-1560
대학약국,2018-10-05,200335.901369821,447885.892491197,2026-04-26 22:31:05,I,2012-11-01,03,폐업,2018-10-05 10:00:49,,2012-11-01,140-887,서울특별시 용산구 한남동 639번지 8호,PHMD120123020033084000010,3020000,64,서울특별시 용산구 대사관로 58 (한남동),04402,03,폐업,,,
현대온누리약국,2016-11-11,197974.143194607,446243.198701013,2026-04-26 22:31:05,I,2012-12-17,03,폐업,2016-11-14 09:01:58,,2012-12-17,140-853,이촌동 300번지 15호,PHMD120123020033084000011,3020000,29,"서울특별시 용산구 이촌로 280, 1층 (이촌동)",04426,03,폐업,,,
온누리금보약국,2015-02-09,195547.140326252,447976.775939762,2026-04-26 22:31:05,I,2013-01-02,03,폐업,2015-02-09 15:26:11,,2013-01-02,140-040,서울특별시 용산구 산천동 220번지,PHMD120133020033084000001,3020000,46,서울특별시 용산구 원효로 51 (산천동),,03,폐업,,,
이레약국,2014-01-06,197450.277644237,446437.197878548,2026-04-26 22:31:05,I,2013-02-15,03,폐업,2014-01-06 17:46:59,,2013-02-15,140-854,서울특별시 용산구 이촌동 300번지 27호,PHMD120133020033084000002,3020000,7,서울특별시 용산구 이촌로 224 (이촌동),,03,폐업,,,
부자약국,2024-05-14,200409.140142015,447762.344780979,2026-04-26 22:31:05,I,2013-03-18,03,폐업,2024-05-14 13:28:35,,2013-03-18,140-890,서울특별시 용산구 한남동 619번지 3호,PHMD120133020033084000003,3020000,28,"서울특별시 용산구 대사관로30가길 1, 1층 (한남동)",04409,03,폐업,,,
원효약국,2014-12-01,196534.284541859,448086.811978621,2026-04-26 22:31:05,I,2013-06-04,03,폐업,2014-12-01 14:05:15,,2013-06-04,140-847,서울특별시 용산구 원효로2가 94번지 2호,PHMD120133020033084000004,3020000,25,서울특별시 용산구 원효로 166 (원효로2가),,03,폐업,,,02-6407-7234
소아건강약국,2020-06-09,197150.604766683,450222.68877987,2026-04-26 22:31:05,I,2013-08-09,03,폐업,2020-06-09 14:16:47,,2013-08-09,140-828,서울특별시 용산구 서계동 223번지 8호,PHMD120133020033084000006,3020000,39,"서울특별시 용산구 청파로93길 5, 1층 (서계동)",04300,03,폐업,,,
이촌약국,2018-12-07,197450.277644237,446437.197878548,2026-04-26 22:31:05,I,2013-09-02,03,폐업,2018-12-07 14:52:28,,2013-09-02,140-854,이촌동 300번지 27호,PHMD120133020033084000007,3020000,22,"서울특별시 용산구 이촌로 224, 301호 (이촌동)",04427,03,폐업,,,
공항약국,2018-05-04,197255.617985125,450139.846002725,2026-04-26 22:31:05,I,2014-01-23,03,폐업,2018-05-04 12:34:12,,2014-01-23,140-821,서울특별시 용산구 동자동 43번지 227호,PHMD120143020033084000002,3020000,115,"서울특별시 용산구 청파로 378, 1층 (동자동)",04301,03,폐업,,,
이촌프라자약국,2020-01-17,198047.573915372,446202.36502252,2026-04-26 22:31:05,I,2014-08-14,03,폐업,2020-01-17 13:27:28,,2014-08-14,140-852,이촌동 300번지 10호,PHMD120143020033084000007,3020000,24,"서울특별시 용산구 이촌로88길 3, 1층 12-2호 (이촌동, 점보상가)",04425,03,폐업,,,
하이약국,2015-01-02,197592.425971984,448787.429656748,2026-04-26 22:31:05,I,2014-10-10,03,폐업,2015-01-02 15:19:36,,2014-10-10,140-160,서울특별시 용산구 남영동 120번지 2호,PHMD120143020033084000008,3020000,24,서울특별시 용산구 한강대로 256 (남영동),,03,폐업,,,
원효약국,2016-03-18,196534.284541859,448086.811978621,2026-04-26 22:31:05,I,2014-12-01,03,폐업,2016-03-18 11:51:30,,2014-12-01,140-847,서울특별시 용산구 원효로2가 94번지 2호,PHMD120143020033084000010,3020000,25,"서울특별시 용산구 원효로 166, 103호 (원효로2가)",04366,03,폐업,,,
하이약국,2017-12-01,197592.425971984,448787.429656748,2026-04-26 22:31:05,I,2015-01-02,03,폐업,2017-12-01 09:52:26,,2015-01-02,140-160,서울특별시 용산구 남영동 120번지 2호,PHMD120153020033084000001,3020000,24,"서울특별시 용산구 한강대로 256, 1층 (남영동, 수빌딩)",04352,03,폐업,,,070-4122-1004
오약국,2016-03-21,198622.89264988,446114.155238838,2026-04-26 22:31:05,I,2015-02-16,03,폐업,2016-03-21 09:59:15,,2015-02-16,140-026,서울특별시 용산구 용산동6가 69번지 167호 신동아쇼핑센터 103호,PHMD120153020033084000003,3020000,37,"서울특별시 용산구 이촌로 352, 103호 (용산동6가, 신동아쇼핑센터)",04428,03,폐업,,,
행복을주는약국,2016-01-07,195981.203408641,448450.307441413,2026-04-26 22:31:05,I,2015-05-21,03,폐업,2016-01-07 17:05:57,,2015-05-21,140-748,서울특별시 용산구 도원동 4번지 삼성래미안아파트상가 212호,PHMD120153020033084000005,3020000,42,"서울특별시 용산구 새창로 70, 212호 (도원동, 삼성래미안아파트상가)",04354,03,폐업,,,32753723
밝은누리약국,2016-04-01,199130.159648204,447835.195055145,2026-04-26 22:31:05,I,2015-06-15,03,폐업,2016-04-01 11:37:31,,2015-06-15,140-201,서울특별시 용산구 이태원동 44번지 16호,PHMD120153020033084000006,3020000,12,서울특별시 용산구 녹사평대로32길 47 (이태원동),04390,03,폐업,,,02-792-2621
성경약국,2015-10-07,197338.915067396,446893.484429691,2026-04-26 22:31:05,I,2015-07-02,03,폐업,2015-10-07 16:22:08,,2015-07-02,140-762,서울특별시 용산구 용산동5가 24번지,PHMD120153020033084000007,3020000,103,서울특별시 용산구 서빙고로 67 (용산동5가),04385,03,폐업,,,
미소약국,2016-01-12,200414.314339382,447967.300929192,2026-04-26 22:31:05,I,2015-07-30,03,폐업,2016-01-12 11:05:36,,2015-07-30,140-887,"서울특별시 용산구 한남동 657번지 114호 1, 2층",PHMD120153020033084000008,3020000,80,서울특별시 용산구 대사관로31길 7-8 (한남동),04401,03,폐업,,,
나린약국,2017-03-06,197450.277644237,446437.197878548,2026-04-26 22:31:05,I,2015-09-08,03,폐업,2017-03-06 15:38:25,,2015-09-08,,서울특별시 용산구 이촌동 300번지 27호,PHMD120153020033084000009,3020000,7,"서울특별시 용산구 이촌로 224 (이촌동, 리버뷰맨션)",04427,03,폐업,,,
팜그린약국,2018-11-07,196370.746398773,447841.698787531,2026-04-26 22:31:05,I,2015-11-30,03,폐업,2018-11-07 15:26:00,,2015-11-30,,서울특별시 용산구 한강로3가 16번지 9호,PHMD120153020033084000010,3020000,31,"서울특별시 용산구 청파로 74 (한강로3가, 전자랜드)",04372,03,폐업,,,02-3273-1553
시티온누리약국,2024-03-29,197450.83248065,449012.518444493,2026-04-26 22:31:05,I,2015-12-31,03,폐업,2024-03-29 13:55:42,,2015-12-31,,서울특별시 용산구 갈월동 89번지 9호,PHMD120153020033084000013,3020000,47,"서울특별시 용산구 한강대로 283 (갈월동, 시티파크타워)",04321,03,폐업,,,02-715-7800
행복을주는약국,2018-08-20,196149.859380737,448581.975861465,2026-04-26 22:31:05,I,2016-03-15,03,폐업,2018-08-20 14:37:35,,2016-03-15,,서울특별시 용산구 도원동 28번지,PHMD120163020033084000003,3020000,21,"서울특별시 용산구 새창로 70, 212호 (도원동, 삼성래미안아파트)",04354,03,폐업,,,
예사랑약국,2025-11-05,198622.89264988,446114.155238838,2026-04-26 22:31:05,I,2016-03-21,03,폐업,2025-11-05 10:57:22,,2016-03-21,,서울특별시 용산구 용산동6가 69번지 167호 신동아쇼핑센타 103호,PHMD120163020033084000004,3020000,37,"서울특별시 용산구 이촌로 352, 103호 (용산동6가, 신동아쇼핑)",04428,03,폐업,,,34777500
밝은누리약국,2018-03-22,199117.051682138,447830.318352912,2026-04-26 22:31:05,I,2016-04-01,03,폐업,2018-03-22 10:14:18,,2016-04-01,,서울특별시 용산구 이태원동 44번지 17호,PHMD120163020033084000005,3020000,12,서울특별시 용산구 녹사평대로32길 47 (이태원동),04390,03,폐업,,,02-792-2621
신용산수약국,2018-01-02,197117.41843467,447527.338271365,2026-04-26 22:31:05,I,2016-05-02,03,폐업,2018-01-02 14:06:41,,2016-05-02,,서울특별시 용산구 한강로2가 314번지 1호,PHMD120163020033084000006,3020000,14,"서울특별시 용산구 한강대로 109, 지하2층 227,233호 (한강로2가, 용성비즈텔)",04376,03,폐업,,,
사랑온누리약국,2016-12-26,197450.277644237,446437.197878548,2026-04-26 22:31:05,I,2016-05-16,03,폐업,2016-12-26 12:11:10,,2016-05-16,,,PHMD120163020033084000007,3020000,43,"서울특별시 용산구 이촌로 224, 2층 207,208,219호 (이촌동, 리버뷰맨션)",04427,03,폐업,,,
