놀이기구수내역,건물용도명,사업장명,방송시설유무,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,발전시설유무,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,시설규모,지상층수,안내소유무,의무실유무,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,놀이시설수,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수,선박총톤수
,,플레이타임,,2017-05-31,169028.062637712,438450.444079289,,신고테마파크업,2026-05-14 22:36:12,I,,03,폐업,,97.2,97,,,,2017-06-09 09:26:35,,2016-11-18,,인천광역시 미추홀구 용현동 648 지하1층,CDFI5272002016000007,3510500,1,,"인천광역시 미추홀구 소성로 6, 지하1층 (용현동, 홈플러스)",22201,03,폐업,,,,,,1,
,,키즈콩 주안점,,2017-05-28,171532.165270925,437896.859261535,,신고테마파크업,2026-05-14 22:36:12,I,,03,폐업,,,,,,,2017-11-09 17:07:28,,2017-01-02,,인천광역시 미추홀구 주안동 1298 금양아파트 상가 203호,CDFI5272002017000001,3510500,,,"인천광역시 미추홀구 미추홀대로 510, 203호 (주안동, 금양아파트 상가)",22231,03,폐업,,,,,,,
,,아지트방방,,2020-04-20,171834.055423952,437350.812983949,,신고테마파크업,2026-05-14 22:36:12,I,,03,폐업,,145.83,146,,,,2021-11-02 09:50:21,,2017-06-02,,인천광역시 미추홀구 문학동 367-15 지하층,CDFI5272002017000003,3510500,,,"인천광역시 미추홀구 매소홀로546번길 12, 지하층 (문학동)",22235,03,폐업,,,,,,,
,,문학워터파크,,2017-08-21,172576.611809597,437142.079770801,,신고테마파크업,2026-05-14 22:36:12,I,,03,폐업,,,,,,,2017-08-25 11:58:55,,2017-07-06,,인천광역시 미추홀구 문학동 482 문학경기장 보조경기장,CDFI5272002017000004,3510500,,,"인천광역시 미추홀구 매소홀로 618 (문학동, 문학경기장 보조경기장)",22234,03,폐업,,,,,,,
,,오아시스,,2025-10-31,171532.165270925,437896.859261535,,신고테마파크업,2026-05-14 22:36:13,I,,03,폐업,,303.51,304,,,,2025-12-04 09:53:20,,2018-07-12,,인천광역시 미추홀구 주안동 1298 한덕주상복합아파트 201.2호,CDFI5272002018000003,3510500,,,"인천광역시 미추홀구 미추홀대로 510, 201,203호 (주안동, 한덕주상복합아파트)",22231,03,폐업,,,,,,,
,,노리파크 학익점,,2023-02-28,169995.65740034,437511.424932182,,신고테마파크업,2026-05-14 22:36:13,I,,03,폐업,,284.2,284,,,,2023-03-24 17:50:21,,2018-12-07,,인천광역시 미추홀구 학익동 695-1,CDFI5272002018000006,3510500,2,,"인천광역시 미추홀구 한나루로 349, 4층 (학익동)",22206,03,폐업,,,,,,,
,,코코블리,,2022-03-31,169974.477490487,441239.581168985,,신고테마파크업,2026-05-14 22:36:13,I,,03,폐업,,294,294,,,,2022-03-31 17:33:30,,2018-12-20,,인천광역시 미추홀구 도화동 0 와이지타워,CDFI5272002018000007,3510500,1,,"인천광역시 미추홀구 숙골로 124, 와이지타워 4층 (도화동)",22114,03,폐업,,,,,,,
,,DJ방방,,2023-04-19,167939.189080235,439506.952632123,,신고테마파크업,2026-05-14 22:36:13,I,,03,폐업,,164.14,164,,,,2023-04-19 18:13:08,,2019-06-21,,인천광역시 미추홀구 용현동 574-3 대진상가,CDFI5272002019000001,3510500,,,"인천광역시 미추홀구 아암대로29번길 42, 대진상가 2층 201호 (용현동)",22175,03,폐업,,,,,,,
,,블링스타,,2020-09-16,169995.65740034,437511.424932182,,신고테마파크업,2026-05-14 22:36:14,I,,03,폐업,,284.35,284,,,,2020-09-17 18:19:46,,2019-06-26,,인천광역시 미추홀구 학익동 695-1,CDFI5272002019000002,3510500,0,,"인천광역시 미추홀구 한나루로 349, 3층 (학익동)",22206,03,폐업,,,,,,,
,,문학워터파크,,2019-08-25,172576.611809597,437142.079770801,,신고테마파크업,2026-05-14 22:36:14,I,,03,폐업,,3130,3130,,,,2019-10-07 15:29:24,,2019-07-19,,인천광역시 미추홀구 문학동 482 문학경기장,CDFI5272002019000003,3510500,,,"인천광역시 미추홀구 매소홀로 618, 문학경기장 동문광장 (문학동)",22234,03,폐업,,,,,,,
,,동네방방,,2022-10-06,168649.208404047,439982.707123706,,신고테마파크업,2026-05-14 22:36:14,I,,03,폐업,,,,,,,2022-10-06 10:35:29,,2019-09-04,,인천광역시 미추홀구 숭의동 169-25 골드프라임,CDFI5272002019000004,3510500,3,,"인천광역시 미추홀구 독배로462번길 30-7, 골드프라임 101,102호 (숭의동)",22172,03,폐업,,,,,,,
,,이레키즈카페,,2021-03-05,172845.384768696,437815.588236723,,신고테마파크업,2026-05-14 22:36:14,I,,03,폐업,,514.33,514,,,,2021-03-12 10:21:01,,2019-10-28,,인천광역시 미추홀구 관교동 394-9 관교동 이레유치원,CDFI5272002019000005,3510500,,,인천광역시 미추홀구 경원대로652번길 19-15 (관교동),22243,03,폐업,,,,,,,
,,점프타임,,2022-01-10,169448.622880877,437700.260892105,,신고테마파크업,2026-05-14 22:36:14,I,,03,폐업,,,,,,,2022-01-12 12:23:54,,2020-09-03,,인천광역시 미추홀구 학익동 518-11,CDFI5272002020000002,3510500,1,,"인천광역시 미추홀구 노적산로 56, 3층 (학익동)",22205,03,폐업,,,,,,,
,,블링스타,,2022-01-04,169570.712349069,437624.169314203,,신고테마파크업,2026-05-14 22:36:14,I,,03,폐업,,,,,,,2022-01-05 10:04:59,,2020-09-18,,인천광역시 미추홀구 학익동 533-3 성신하이텍(주)사옥,CDFI5272002020000003,3510500,,,"인천광역시 미추홀구 노적산로 70, 5층 (학익동)",22205,03,폐업,,,,,,,
,,(주)하동랜드,,2010-09-03,172576.611809597,437142.079770801,,신고테마파크업,2026-05-14 22:36:10,I,,03,폐업,,,,,,,2010-10-06 10:16:41,,2010-07-20,402-070,인천광역시 미추홀구 문학동 482 문학경기장 동문광장,CDFI5272002010000001,3510500,89,,"인천광역시 미추홀구 매소홀로 618  (문학동,문학경기장 동문광장)",,03,폐업,,,,,,,
"독수리 슬라이드 1대, 공룡 슬라이드 1대, 문어 슬라이드 2대, 해적 슬라이드 1대, 스커트 슬라이드 1대",,정인로하스,,2011-10-31,,,,신고테마파크업,2026-05-14 22:36:10,I,,03,폐업,,,,,,,2014-01-06 11:32:09,,2011-07-08,402-799,인천광역시 미추홀구 문학동 문학경기장 동문광장,CDFI5272002011000001,3510500,4,,,,03,폐업,,,,,,,
,,우리놀이랜드,,2012-03-06,171767.705055654,440281.282885713,,신고테마파크업,2026-05-14 22:36:10,I,,03,폐업,,,,,,,2014-01-06 12:36:46,,2011-11-17,402-201,인천광역시 미추홀구 주안동 130-7 3층,CDFI5272002011000002,3510500,5,,"인천광역시 미추홀구 주안로 107, 3층 (주안동)",,03,폐업,,,,,,,
,,주안놀이랜드,,2012-01-30,171748.699200048,440293.856940056,,신고테마파크업,2026-05-14 22:36:10,I,,03,폐업,,,,,,,2014-01-06 12:40:49,,2011-12-20,402-201,인천광역시 미추홀구 주안동 130-8,CDFI5272002011000003,3510500,3,,"인천광역시 미추홀구 주안로 103-14, 1층 (주안동)",,03,폐업,,,,,,,
,,신성놀이랜드,,2012-04-06,171889.121515274,439814.233982196,,신고테마파크업,2026-05-14 22:36:10,I,,03,폐업,,,,,,,2014-01-06 12:50:31,,2011-12-27,402-201,인천광역시 미추홀구 주안동 86-27 5층,CDFI5272002011000004,3510500,2,,"인천광역시 미추홀구 주안중로 18, 5층 (주안동)",,03,폐업,,,,,,,
,,문학경기장 동문광장 워터파크,Y,2012-08-25,172576.611809597,437142.079770801,,신고테마파크업,2026-05-14 22:36:11,I,,03,폐업,,,,,Y,Y,2012-08-29 14:12:25,,2012-07-13,402-799,인천광역시 미추홀구 문학동 482 동문광장 워터파크크,CDFI5272002012000001,3510500,,,인천광역시 미추홀구 매소홀로 618 (문학동),,03,폐업,,,,,,,
안전성검사 비대상 : 미니기차(어린이기차) 1종,,미래개발,,2014-02-23,172576.611809597,437142.079770801,,신고테마파크업,2026-05-14 22:36:11,I,,03,폐업,,,,,,,2014-03-13 16:39:41,,2014-02-05,402-799,인천광역시 미추홀구 문학동 482-67,CDFI5272002014000001,3510500,,자연녹지지역,"인천광역시 미추홀구 매소홀로 618 (문학동, 문학경기장 동문광장)",,03,폐업,,,,,,,
,근린생활시설,헬로방방,,2020-11-30,171728.690051034,438333.839657391,,신고테마파크업,2026-05-14 22:36:11,I,,03,폐업,,117.65,118,5,,,2021-01-15 14:38:27,,2014-04-24,402-850,인천광역시 미추홀구 주안동 1250-1 정신빌딩 지하1층,CDFI5272002014000002,3510500,4,일반주거지역,"인천광역시 미추홀구 인하로298번길 27, 지하1층 (주안동, 정신빌딩)",22230,03,폐업,,,,,7,2,
