사업장명,폐업일자,좌표X,좌표Y,민원종류명,데이터갱신시점,데이터갱신구분,지정일자,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
미니슈퍼,,171375.485653488,438958.228211515,제7조의3제2항에따른경우,2026-05-14 22:58:01,I,2012-03-07,3,직권취소,2018-09-03 15:52:57,2018-09-03,2012-03-07,402-202,인천광역시 미추홀구 주안2동 1451번지 1호,2012351013105600002,3510500,인천광역시 미추홀구 인주대로365번길 16 (주안동),,04,취소/말소/만료/정지/중지,,,
평화슈퍼,,171006.621034737,439128.547812567,2009년11월법개정전자료,2026-05-14 22:57:45,I,2005-05-26,3,직권취소,2008-03-05 13:10:15,2006-12-04,2005-05-26,,인천광역시 미추홀구 주안동 1417번지 89  호,2005351007105600039,3510500,인천광역시 미추홀구 인주대로329번길 41 (주안동),,04,취소/말소/만료/정지/중지,,,032-863-6023
씨유 e편한세상제물포역점,2025-11-07,169682.57967944,440016.771057924,제7조의3제2항에따른경우,2026-05-14 22:58:12,I,2021-11-15,2,폐업처리,2025-11-07 10:25:49,,2021-11-15,,인천광역시 미추홀구 숭의동 22-32,2021351057905600125,3510500,"인천광역시 미추홀구 수봉로 53, 1층 (숭의동)",22167,03,폐업,,,
뽀삐슈퍼,,170996.570758121,440094.067542279,,2026-05-14 22:56:48,I,,3,직권취소,2008-02-23 00:00:00,2006-08-14,1990-11-22,,인천광역시 미추홀구 도화동 401번지 17호,1990351006105600009,3510500,인천광역시 미추홀구 석바위로1번길 30 (도화동),,04,취소/말소/만료/정지/중지,,,
범아상회,2002-04-10,168096.521818502,439955.313405595,,2026-05-14 22:56:27,I,,2,폐업처리,2008-02-23 00:00:00,,1989-03-30,,인천광역시 미추홀구 숭의동 348번지 44호,1989351000005600016,3510500,인천광역시 미추홀구 인주대로11번길 18 (숭의동),,03,폐업,,,032-883-9524
씨유 도화 한나루점,,170924.055726257,439727.189854658,제7조의3제2항에따른경우,2026-05-14 22:58:07,I,2018-03-19,0,정상영업,2018-03-19 09:45:07,,2018-03-19,,인천광역시 미추홀구 도화동 441번지 6호,2018351015605600027,3510500,인천광역시 미추홀구 한나루로 595 (도화동),22137,01,영업/정상,,,
미니스톱 법원삼거리점,2017-12-13,170784.575711632,437811.074782439,제7조의3제2항에따른경우,2026-05-14 22:58:05,I,2015-12-23,2,폐업처리,2017-12-13 15:36:28,,2015-12-23,,,2015351015605600145,3510500,"인천광역시 미추홀구 학익소로 63, 1층 (학익동, 신동빌딩)",22222,03,폐업,,,
케이투텔레콤(용현점),,169118.889335424,439971.336916314,제7조의3제2항에따른경우,2026-05-14 22:58:06,I,2016-07-01,3,직권취소,2019-03-18 10:58:03,2019-03-18,2016-07-01,,,2016351015605600070,3510500,"인천광역시 미추홀구 장천로 67, 1층 1호 (숭의동)",22169,04,취소/말소/만료/정지/중지,,,
제일슈퍼,2017-12-01,,,2009년11월법개정전자료,2026-05-14 22:56:43,I,1989-03-01,2,폐업처리,2017-12-01 09:22:26,,1989-03-01,,인천광역시 미추홀구 주안동 400호,1989351006105600114,3510500,,,03,폐업,,,
형제슈퍼,2004-07-29,167699.779078902,437674.81812762,,2026-05-14 22:57:10,I,,2,폐업처리,2008-02-23 00:00:00,,1998-04-30,,인천광역시 미추홀구 학익동 587번지 70호,1998351006105600015,3510500,인천광역시 미추홀구 아암대로253번길 37 (학익동),,03,폐업,,,032-832-2268
혜인슈퍼,2004-10-08,172128.956259837,437487.853481361,,2026-05-14 22:56:27,I,,2,폐업처리,2008-02-23 00:00:00,,1977-12-05,,인천광역시 미추홀구 문학동 347번지 9호,1977351006105600228,3510500,인천광역시 미추홀구 매소홀로575번길 11 (문학동),,03,폐업,,,
승지슈퍼,2005-10-24,169886.046397895,439255.882976913,,2026-05-14 22:57:37,I,,2,폐업처리,2008-02-23 00:00:00,,2003-04-24,,인천광역시 미추홀구 용현동 124번지 2호,2003351006105600106,3510500,인천광역시 미추홀구 인주대로211번길 7 (용현동),,03,폐업,,,032-874-6528
대도마켓,,,,,2026-05-14 22:56:51,I,,3,직권취소,2008-02-23 00:00:00,2005-05-13,1993-05-07,,인천광역시 미추홀구 주안동 1541번지 1호,1993351006105600020,3510500,,,04,취소/말소/만료/정지/중지,,,032-469-0865
정슈퍼,2003-06-14,,,,2026-05-14 22:56:46,I,,2,폐업처리,2008-02-23 00:00:00,,1989-03-09,,인천광역시 미추홀구 주안동 896번지 8호,1989351006105600173,3510500,,,03,폐업,,,032-882-0041
신비마트,2004-12-16,170951.811774752,440485.434905109,,2026-05-14 22:57:41,I,,2,폐업처리,2008-02-23 00:00:00,,2003-12-11,,인천광역시 미추홀구 도화동 251번지 21호,2003351006105600323,3510500,인천광역시 미추홀구 석정로324번길 31-36 (도화동),,03,폐업,,,032-872-8242
복권방,2003-06-09,,,,2026-05-14 22:57:31,I,,2,폐업처리,2008-02-23 00:00:00,,2002-09-18,,인천광역시 미추홀구 주안동 호 주안로 지하상가  135,2002351006105600258,3510500,,,03,폐업,,,032-875-3525
도화슈퍼,,170817.723982101,439916.467569753,2009년11월법개정전자료,2026-05-14 22:57:46,I,2005-06-23,3,직권취소,2008-03-05 11:39:27,2006-12-04,2005-06-23,,인천광역시 미추홀구 도화동 489번지 15  호,2005351007105600056,3510500,인천광역시 미추홀구 경인북길471번길 1 (도화동),,04,취소/말소/만료/정지/중지,,,
지에스25용현2동점,,168122.512271891,439353.667422685,제7조의3제2항에따른경우,2026-05-14 22:58:21,I,2025-10-29,0,정상영업,2025-10-29 16:05:43,,2025-10-29,,인천광역시 미추홀구 용현동 565-8,2025351057905600064,3510500,"인천광역시 미추홀구 아암대로45번길 83-24, 1층 (용현동)",22175,01,영업/정상,,,
슬기슈퍼,2003-12-26,172622.016712531,439296.61435997,,2026-05-14 22:57:22,I,,2,폐업처리,2008-02-23 00:00:00,,2001-03-28,,인천광역시 미추홀구 주안동 1552번지 24호,2001351006105600033,3510500,인천광역시 미추홀구 경원대로816번길 30-4 (주안동),,03,폐업,,,032-852-2563
부동산을 사랑하는 사람들,2008-03-05,175382.610845819,439961.821153987,2009년11월법개정전자료,2026-05-14 22:57:41,I,2003-12-12,2,폐업처리,2008-03-05 14:12:58,,2003-12-12,,인천광역시 남동구 만수동 848호 영풍@ 202 1003,2003351006105601321,3510500,"인천광역시 남동구 백범로248번길 20, 202동 1003호 (만수동,영풍@)",,03,폐업,,,032-885-8040
장터소비자마트,2023-03-31,169505.306249691,440335.112885203,제7조의3제2항에따른경우,2026-05-14 22:58:07,I,2018-01-04,2,폐업처리,2023-03-31 15:55:58,,2018-01-04,,인천광역시 미추홀구 숭의동 45번지 2호,2018351015605600002,3510500,"인천광역시 미추홀구 수봉로 16, 1층 (숭의동)",22163,03,폐업,,,
카페인(Cafe ln),,171659.459026694,440299.018820333,제7조의3제3항에따른경우,2026-05-14 22:58:05,I,2016-02-16,3,직권취소,2019-03-18 11:09:47,2019-03-18,2016-02-16,,,2016351015605600020,3510500,"인천광역시 미추홀구 주안로 지하 86, 30,31호 (주안동, 주안역 지하도상가)",22136,04,취소/말소/만료/정지/중지,,,
굿모닝할인마트,2009-03-18,172976.986180257,437707.874703997,2009년11월법개정전자료,2026-05-14 22:57:52,I,2007-05-09,2,폐업처리,2009-03-18 18:18:52,,2007-05-09,,인천광역시 미추홀구 관교동 502호,2007351009205600029,3510500,인천광역시 미추홀구 경원대로640번길 30 (관교동),,03,폐업,,,032-533-5949
신현사,,170924.055726257,439727.189854658,,2026-05-14 22:56:50,I,,3,직권취소,2008-02-23 00:00:00,2006-03-21,1993-02-11,,인천광역시 미추홀구 도화동 441번지 6호,1993351006105600015,3510500,인천광역시 미추홀구 한나루로 597 (도화동),,04,취소/말소/만료/정지/중지,,,
지에스25 용현토지점,2019-09-05,167835.016002988,439047.512631513,제7조의3제2항에따른경우,2026-05-14 22:58:07,I,2017-08-01,2,폐업처리,2019-09-05 17:18:43,,2017-08-01,,,2017351015605600097,3510500,"인천광역시 미추홀구 토금중로 33-1, 102호 (용현동, (외1필지))",22186,03,폐업,,,
화성슈퍼,,170326.303100673,438314.531325774,,2026-05-14 22:56:46,I,,3,직권취소,2008-02-23 00:00:00,2006-03-21,1989-01-01,,인천광역시 미추홀구 학익동 306번지 22호,1989351006105600157,3510500,인천광역시 미추홀구 한나루로433번길 20 (학익동),,04,취소/말소/만료/정지/중지,,,
대우슈퍼,,168963.814926036,438310.320513904,,2026-05-14 22:57:38,I,,3,직권취소,2008-02-23 00:00:00,2005-02-15,2003-07-30,,인천광역시 미추홀구 용현동 604번지 75호,2003351006105600194,3510500,인천광역시 미추홀구 독배로 283-65 (용현동),,04,취소/말소/만료/정지/중지,,,032-885-5139
365 할인마트,2012-05-15,170332.251731221,439053.481990209,제7조의3제2항에따른경우,2026-05-14 22:58:01,I,2012-04-13,2,폐업처리,2012-05-15 17:40:52,,2012-04-13,402-844,인천광역시 미추홀구 주안2동 676번지 23호,2012351013105600019,3510500,인천광역시 미추홀구 인주대로 259 (주안동),,03,폐업,,,
골목안슈퍼,2010-07-20,,,2009년11월법개정전자료,2026-05-14 22:57:44,I,2005-01-26,2,폐업처리,2010-07-20 14:55:34,,2005-01-26,,인천광역시 미추홀구 주안동 959-2호,2005351006105600010,3510500,,,03,폐업,,,
월드마트,2007-02-16,170917.678484346,438974.252048854,,2026-05-14 22:57:50,I,,2,폐업처리,2008-02-23 00:00:00,,2006-07-20,,인천광역시 미추홀구 주안동 1417번지 50호,2006351007905600008,3510500,인천광역시 미추홀구 한나루로516번길 72 (주안동),,03,폐업,,,
케이마트,2005-02-03,171785.321933347,439228.574716719,,2026-05-14 22:57:44,I,,2,폐업처리,2008-02-23 00:00:00,,2004-09-20,,인천광역시 미추홀구 주안동 450번지 14호,2004351006105600182,3510500,인천광역시 미추홀구 인주대로407번길 73 (주안동),,03,폐업,,,
에덴마트(도화점),2025-07-01,170065.598400206,440930.050522267,제7조의3제3항에따른경우,2026-05-14 22:58:08,I,2018-08-22,2,폐업처리,2025-07-01 13:12:58,,2018-08-22,,인천광역시 미추홀구 도화동 0번지,2018351054705600017,3510500,인천광역시 미추홀구 숙골로87번길 8 (도화동),22100,03,폐업,,,
다원정보통신,2011-09-14,168122.512271891,439353.667422685,2009년11월법개정전자료,2026-05-14 22:57:53,I,2007-12-13,2,폐업처리,2011-09-14 17:12:29,,2007-12-13,402-020,인천광역시 미추홀구 용현동 565번지 8호,2007351009205600167,3510500,인천광역시 미추홀구 아암대로45번길 83-24 (용현동),,03,폐업,,,
용현할인마트,2014-03-27,169994.063668845,438747.139260361,제7조의3제2항에따른경우,2026-05-14 22:58:02,I,2013-06-17,2,폐업처리,2014-03-27 13:04:10,,2013-06-17,402-021,"인천광역시 미추홀구 용현1,4동 80번지 30호 1층호",2013351013105600067,3510500,"인천광역시 미추홀구 한나루로477번길 99, 1층 (용현동)",,03,폐업,,,
잉꼬할인마트,,172052.899370445,439045.146465055,2009년11월법개정전자료,2026-05-14 22:57:44,I,2005-03-11,0,정상영업,2008-03-04 14:32:25,,2005-03-11,,인천광역시 미추홀구 주안동 1511번지 19호,2005351006105600041,3510500,인천광역시 미추홀구 동주길42번길 1 (주안동),,01,영업/정상,,,032-425-5757
써니블루,,170733.231007457,438128.819261103,2009년11월법개정전자료,2026-05-14 22:57:43,I,2004-09-09,3,직권취소,2008-03-05 13:29:25,2006-01-19,2004-09-09,,인천광역시 미추홀구 학익동 25번지 12  호 석목법조빌딩  108,2004351006105600167,3510500,"인천광역시 미추홀구 학익소로 29, 108호 (학익동,석목법조빌딩)",,04,취소/말소/만료/정지/중지,,,
참조은공인중개사,2005-02-28,170772.222343054,437613.696382164,,2026-05-14 22:57:43,I,,2,폐업처리,2008-02-23 00:00:00,,2004-08-03,,인천광역시 미추홀구 학익동 660번지 13호,2004351006105600142,3510500,인천광역시 미추홀구 소성로 204 (학익동),,03,폐업,,,032-864-5200
엘림마트,2010-06-21,172484.348655802,439383.104373014,2009년11월법개정전자료,2026-05-14 22:57:38,I,2003-06-27,2,폐업처리,2010-06-21 11:33:08,,2003-06-27,,인천광역시 미추홀구 주안동 1547번지 21 호,2003351006105600164,3510500,인천광역시 미추홀구 경원대로 824 (주안동),,03,폐업,,,032-432-4657
대박복권방,,171492.20101108,438219.342754738,,2026-05-14 22:57:26,I,,0,정상영업,2008-02-23 00:00:00,,2002-04-12,,인천광역시 미추홀구 주안동 1311번지 35  호,2002351006105600090,3510500,인천광역시 미추홀구 미추홀대로 541 (주안동),,01,영업/정상,,,
엄마손유통,2003-01-30,167838.819951731,438891.548023366,,2026-05-14 22:57:24,I,,2,폐업처리,2008-02-23 00:00:00,,2001-10-30,,인천광역시 미추홀구 용현동 621번지 167호,2001351006105600197,3510500,인천광역시 미추홀구 낙섬중로 37 (용현동),,03,폐업,,,
분수대상회,2002-01-21,,,,2026-05-14 22:56:41,I,,2,폐업처리,2008-02-23 00:00:00,,1989-03-30,,인천광역시 미추홀구 숭의동 379호,1989351006105600003,3510500,,,03,폐업,,,
양우마트,,171012.232987255,439342.335736195,2009년11월법개정전자료,2026-05-14 22:57:49,I,2006-06-09,3,직권취소,2020-07-30 11:52:15,2020-07-30,2006-06-09,,인천광역시 미추홀구 주안동 591번지 6   호,2006351007105600119,3510500,인천광역시 미추홀구 남주길69번길 39-6 (주안동),,04,취소/말소/만료/정지/중지,,,
광성미니슈퍼,2008-03-21,171139.125998535,439465.737861169,2009년11월법개정전자료,2026-05-14 22:56:32,I,1989-03-09,2,폐업처리,2008-03-21 16:59:00,,1989-03-09,,인천광역시 미추홀구 도화동 451번지 20  호,1989351001305600172,3510500,인천광역시 미추홀구 제일로40번길 39 (도화동),,03,폐업,,,
씨유 용현동아,,168105.422302406,439680.886283803,제7조의3제2항에따른경우,2026-05-14 22:58:12,I,2021-09-06,0,정상영업,2025-01-23 17:35:36,,2021-09-06,,인천광역시 미추홀구 용현동 686-46,2021351057905600094,3510500,"인천광역시 미추홀구 능해길 49-7, 1층 (용현동)",22175,01,영업/정상,,,
공단소비자마트,2015-12-21,171620.929040076,440687.155361866,2009년11월법개정전자료,2026-05-14 22:57:53,I,2008-01-31,2,폐업처리,2015-12-21 10:23:04,,2008-01-31,402-200,인천광역시 미추홀구 주안동 15번지 3호,2008351009205600019,3510500,인천광역시 미추홀구 길파로 24-1 (주안동),,03,폐업,,,
양지서점,,172768.826957399,438327.329996221,2009년11월법개정전자료,2026-05-14 22:56:40,I,1989-08-25,3,직권취소,2020-05-01 13:49:44,2020-05-01,1989-08-25,,인천광역시 미추홀구 관교동 320번지 22호,1989351001305600356,3510500,인천광역시 미추홀구 인하로 410 (관교동),22240,04,취소/말소/만료/정지/중지,,,
프랜즈 주안2호점,2007-11-08,171877.124095947,440558.230330158,2009년11월법개정전자료,2026-05-14 22:57:47,I,2005-12-28,2,폐업처리,2007-11-08 11:30:09,,2005-12-28,,인천광역시 미추홀구 주안동 18번지 23  호,2005351007105600188,3510500,인천광역시 미추홀구 석정로 425 (주안동),,03,폐업,,,
플러스마트,2021-11-01,169682.57967944,440016.771057924,제7조의3제2항에따른경우,2026-05-14 22:58:11,I,2020-03-03,2,폐업처리,2021-11-01 17:24:31,,2020-03-03,,인천광역시 미추홀구 숭의동 22번지 32호,2020351057905600020,3510500,인천광역시 미추홀구 수봉로 53 (숭의동),22167,03,폐업,,,
엔씨,2025-03-13,168802.643852304,439032.791146767,제7조의3제2항에따른경우,2026-05-14 22:58:03,I,2014-11-03,2,폐업처리,2025-03-13 10:44:13,,2014-11-03,402-823,인천광역시 미추홀구 용현동 203번지 3호,2014351013105600122,3510500,"인천광역시 미추홀구 독배로 372 (용현동, 내제1층제2호)",,03,폐업,,,
전자담배,2019-05-20,172573.437340571,438292.453377875,2009년11월법개정전자료,2026-05-14 22:57:51,I,2006-08-18,2,폐업처리,2019-05-20 15:56:21,,2006-08-18,,인천광역시 미추홀구 관교동 468번지,2006351007905600023,3510500,"인천광역시 미추홀구 경원대로716번길 12, 1층 1호 (관교동)",22240,03,폐업,,,
(주)코리아세븐 학익대로점,,171127.665082206,437437.443410531,제7조의3제2항에따른경우,2026-05-14 22:58:13,I,2022-01-04,0,정상영업,2022-01-05 09:25:50,,2022-01-04,,인천광역시 미추홀구 학익동 671-4,2022351057905600001,3510500,"인천광역시 미추홀구 소성로 244, 1층 3호 (학익동)",22226,01,영업/정상,,,
강화슈퍼,2003-07-18,171061.457498341,438816.57009298,,2026-05-14 22:57:27,I,,2,폐업처리,2008-02-23 00:00:00,,2002-05-27,,인천광역시 미추홀구 주안동 1421번지 63호,2002351006105600141,3510500,인천광역시 미추홀구 미추홀대로587번길 106-37 (주안동),,03,폐업,,,032-865-0986
씨유 용현별하람점,,168037.483215127,438678.396245915,제7조의3제2항에따른경우,2026-05-14 22:58:20,I,2025-09-18,0,정상영업,2025-09-18 14:35:25,,2025-09-18,,인천광역시 미추홀구 용현동 627-652 금호아파트,2025351057905600051,3510500,"인천광역시 미추홀구 토금남로 72, 1층 (용현동)",22189,01,영업/정상,,,
세탁소,2004-11-26,171460.618669609,438216.263899019,,2026-05-14 22:56:56,I,,2,폐업처리,2008-02-23 00:00:00,,1995-04-13,,인천광역시 미추홀구 주안동 1342번지 18호,1995351006105600018,3510500,인천광역시 미추홀구 신기길57번길 27 (주안동),,03,폐업,,,032-873-5617
행복도시락 남구청구내식당,2014-03-17,168989.590413153,440216.703313987,제7조의3제3항에따른경우,2026-05-14 22:58:01,I,2012-03-21,2,폐업처리,2014-03-17 10:24:10,,2012-03-21,402-701,인천광역시 미추홀구 숭의2동 131번지 1호 남구청 민원실3층 구내식당,2012351013105600007,3510500,인천광역시 미추홀구 독정이로 95 (숭의동),,03,폐업,,,
거북상회,2002-11-28,168926.552772509,439943.627012279,,2026-05-14 22:56:28,I,,2,폐업처리,2008-02-23 00:00:00,,1989-03-30,,인천광역시 미추홀구 숭의동 205번지 10호,1989351001305600011,3510500,인천광역시 미추홀구 경인로42번길 73 (숭의동),,03,폐업,,,032-883-1820
대원슈퍼,,170840.366580936,438419.186450058,2009년11월법개정전자료,2026-05-14 22:57:19,I,1999-05-31,3,직권취소,2020-07-30 11:49:28,2020-07-30,1999-05-31,,인천광역시 미추홀구 주안동 806번지 34  호,1999351001305600083,3510500,인천광역시 미추홀구 한나루로458번길 58 (주안동),,04,취소/말소/만료/정지/중지,,,
학생서점,,172449.811600518,438205.294615326,2009년11월법개정전자료,2026-05-14 22:57:20,I,1999-11-05,5,지정취소,2025-09-02 09:31:41,2025-09-02,1999-11-05,,인천광역시 미추홀구 관교동 513번지 3   호,1999351001305600134,3510500,인천광역시 미추홀구 주승로 171 (관교동),,04,취소/말소/만료/정지/중지,,,
프랜드,2007-08-27,171041.292829706,439663.029030073,2009년11월법개정전자료,2026-05-14 22:57:26,I,2002-04-04,2,폐업처리,2007-08-27 09:52:56,,2002-04-04,,인천광역시 미추홀구 도화동 458번지 11  호,2002351006105600081,3510500,인천광역시 미추홀구 제일로 30 (도화동),,03,폐업,,,
(주)비지에프리테일 용현제일점,2014-05-26,169288.593951406,439668.630627497,제7조의3제2항에따른경우,2026-05-14 22:58:02,I,2013-10-30,2,폐업처리,2014-05-26 16:50:16,,2013-10-30,402-831,"인천광역시 미추홀구 용현3동 492번지 11호 1,2층",2013351013105600117,3510500,"인천광역시 미추홀구 독정이로 31, 1,2층 (용현동)",,03,폐업,,,
즐거운마트,2019-07-26,171151.282408667,437638.804194503,제7조의3제2항에따른경우,2026-05-14 22:58:08,I,2018-07-04,2,폐업처리,2019-07-26 11:56:45,,2018-07-04,,인천광역시 미추홀구 학익동 45번지 55호,2018351054705600002,3510500,"인천광역시 미추홀구 학익소로63번길 73-36, 1층 (학익동)",22222,03,폐업,,,
에이스마트,,171253.751346299,440253.519918292,제7조의3제2항에따른경우,2026-05-14 22:58:18,I,2023-05-30,0,정상영업,2023-05-30 16:46:06,,2023-05-30,,인천광역시 미추홀구 주안동 264-1 현성빌딩,2023351057905600058,3510500,"인천광역시 미추홀구 주안로56번길 3, 현성빌딩 1층 101호 (주안동)",22136,01,영업/정상,,,
인형마트,2006-09-01,170357.447311948,439239.793225174,,2026-05-14 22:57:43,I,,2,폐업처리,2008-02-23 00:00:00,,2004-07-22,,인천광역시 미추홀구 주안동 664번지 2호,2004351006105600128,3510500,인천광역시 미추홀구 인주대로251번길 39-15 (주안동),,03,폐업,,,032-873-4311
대우슈퍼,2002-12-21,169492.222977474,440473.712807569,,2026-05-14 22:56:28,I,,2,폐업처리,2008-02-23 00:00:00,,1989-03-30,,인천광역시 미추홀구 숭의동 60번지 5호,1989351001305600044,3510500,인천광역시 미추홀구 경인로 120 (숭의동),,03,폐업,,,032-884-4911
