건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,지상층수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
,도서출판 21세기법경사,2006-07-24,205817.972062411,462079.055763534,출판인쇄업,출판사,2026-05-14 22:12:51,I,03,폐업,,,,2006-07-24 16:16:20,,2003-11-06,139-820,서울특별시 노원구 상계동 ***-** *층,CDFG1251002003000021,3100000,,"서울특별시 노원구 한글비석로**길 **  (상계동,*층)",,03,폐업,,,,,,
,도서출판 임송,2010-05-19,206670.816544196,460805.152066849,출판인쇄업,출판사,2026-05-14 22:12:51,I,03,폐업,,,,2010-05-20 16:05:38,,2003-11-21,139-860,서울특별시 노원구 중계동 ***-* 중계동두타빌 B-***호,CDFG1251002003000024,3100000,,"서울특별시 노원구 한글비석로 ***,  B-***호 (중계동,중계동두타빌)",,03,폐업,,,,,,
,미성,2017-08-11,205010.833443366,462726.458573708,출판인쇄업,출판사,2026-05-14 22:12:51,I,03,폐업,,,,2017-12-26 18:04:43,,2003-11-27,139-822,서울특별시 노원구 상계동 ***-* 고려프라자빌딩 ***호,CDFG1251002003000025,3100000,,"서울특별시 노원구 동일로 ****, ***호 (상계동,고려프라자빌딩)",,03,폐업,,,,02-936-7645,,
근린생활시설,건영출판,2005-03-23,205361.160849162,460784.127566584,출판인쇄업,출판사,2026-05-14 22:12:51,I,03,폐업,,,,2005-03-23 10:42:15,,2003-12-23,139-831,서울특별시 노원구 상계동 ***-* 성일빌딩 *층 ***호,CDFG1251002003000026,3100000,,"서울특별시 노원구 동일로 ****,  ***호 (상계동,성일빌딩 *층)",,03,폐업,,,,,,
,북위즈,2004-08-06,204772.500639238,464208.305428933,출판인쇄업,출판사,2026-05-14 22:12:51,I,03,폐업,,,,2004-08-06 15:34:37,,2003-06-04,139-874,서울특별시 노원구 상계동 **** 희성오피앙 오피스텔 ****호,CDFG1251002003000027,3100000,,"서울특별시 노원구 동일로 ****,  ****호 (상계동,희성오피앙 오피스텔)",,03,폐업,,,,,,
,스칼라,2004-09-30,206670.816544196,460805.152066849,출판인쇄업,출판사,2026-05-14 22:12:51,I,03,폐업,,,,2013-12-09 13:17:13,,2004-01-06,139-860,서울특별시 노원구 중계동 ***-* 두타빌 A동 ***호,CDFG1251002004000001,3100000,,"서울특별시 노원구 한글비석로 ***, A동 ***호 (중계동,두타빌)",,03,폐업,,,,02-951-8820,,
,스피드영어넷,2007-11-26,206949.978095676,461064.530100751,출판인쇄업,출판사,2026-05-14 22:12:51,I,03,폐업,,,,2007-11-26 15:39:30,,2004-01-08,139-861,서울특별시 노원구 중계동 *** 종합상가 지하 **호,CDFG1251002004000002,3100000,,,,03,폐업,,,,,,
근린생활시설,Seed어린이출판사,2007-04-11,205013.181201757,463316.334607136,출판인쇄업,출판사,2026-05-14 22:12:51,I,03,폐업,,,3,2007-04-11 16:57:56,,2004-03-15,139-837,서울특별시 노원구 상계동 ****-* 신풍빌딩 *층,CDFG1251002004000003,3100000,,"서울특별시 노원구 동일로***가길 **  (상계동,신풍빌딩 *층)",,03,폐업,,,,02-935-0505,4,1
,(주)프리원,2005-09-07,204772.367380466,464080.593904719,출판인쇄업,출판사,2026-05-14 22:12:52,I,03,폐업,,,,2005-09-07 14:51:32,,2004-04-06,139-838,서울특별시 노원구 상계동 **** 하이베라스 ***호,CDFG1251002004000004,3100000,,"서울특별시 노원구 동일로 ****,  ***호 (상계동,하이베라스)",,03,폐업,,,,,,
,행복한생활,2009-04-08,205391.376597539,460951.395278927,출판인쇄업,출판사,2026-05-14 22:12:52,I,03,폐업,,,,2009-04-09 17:52:54,,2004-04-30,139-832,서울특별시 노원구 상계동 ***-** 지하 *호,CDFG1251002004000005,3100000,,"서울특별시 노원구 동일로 ****  (상계동,지하 *호)",,03,폐업,,,,02-938-5111,,
,도서출판 상록수,2012-03-13,204650.437591318,464174.158420444,출판인쇄업,출판사,2026-05-14 22:12:52,I,03,폐업,,,,2013-12-09 13:24:27,,2004-06-08,139-838,서울특별시 노원구 상계동 **** 은빛아파트단지상가 ***호,CDFG1251002004000006,3100000,,"서울특별시 노원구 동일로***가길 **, ***호 (상계동,은빛아파트단지상가)",,03,폐업,,,,02-952-3492,,
,회상,2005-12-31,205505.893385407,461805.289448493,출판인쇄업,출판사,2026-05-14 22:12:52,I,03,폐업,,,,2013-12-19 14:04:10,,2004-06-10,139-704,서울특별시 노원구 상계동 *** 노원현대아파트 상가동 *층 ***호,CDFG1251002004000007,3100000,,"서울특별시 노원구 상계로*길 **, *층 (상계동, 노원현대아파트 상가동)",,03,폐업,,,,02-938-3517,,
,도서출판 포인트,2023-07-20,205365.224075773,457737.97090865,출판인쇄업,출판사,2026-05-14 22:13:45,I,03,폐업,,,,2023-07-20 14:42:57,,2022-02-15,,서울특별시 노원구 월계동 *** 월계*차한일아파트 ***동 ****호,CDFG1251002022000012,3100000,,"서울특별시 노원구 석계로**길 **, ***동 ****호 (월계동, 월계*차한일아파트)",01894,03,폐업,,,,,,
,제이엠이(JME),2024-12-05,204680.308194419,464346.663669239,출판인쇄업,출판사,2026-05-14 22:13:45,I,03,폐업,,39.69,,2024-12-06 09:30:08,,2021-02-27,,서울특별시 노원구 상계동 **** 은빛*단지아파트 ***동 ****호,CDFG1251002022000014,3100000,,"서울특별시 노원구 동일로***길 ***, ***동 ****호 (상계동, 은빛*단지아파트)",01603,03,폐업,,,,,,
,마음돋이 출판사,2022-03-24,205271.835499457,458634.370362121,출판인쇄업,출판사,2026-05-14 22:13:45,I,03,폐업,,,,2022-03-25 14:40:57,,2021-04-19,,서울특별시 노원구 월계동 *** 월계사슴*단지아파트 ***동 ***호,CDFG1251002022000021,3100000,,"서울특별시 노원구 월계로 ***, ***동 ***호 (월계동, 월계사슴*단지아파트)",01905,03,폐업,,,,,,
,빛이 나는 책들,2023-09-27,206367.374707086,461535.726023902,출판인쇄업,출판사,2026-05-14 22:13:45,I,03,폐업,,,,2023-10-19 10:02:09,,2022-04-04,,서울특별시 노원구 중계동 *** 염광아파트 ***동 ***호,CDFG1251002022000024,3100000,,"서울특별시 노원구 덕릉로**길 **, ***동 ***호 (중계동, 염광아파트)",01701,03,폐업,,,,,,
,푸른나무교육(GTE)Korea,2025-11-20,207447.636537089,457681.671042401,출판인쇄업,출판사,2026-05-14 22:13:45,I,03,폐업,,,,2025-11-20 14:57:55,,2022-04-05,,서울특별시 노원구 공릉동 ** 공릉*단지청솔아파트 ***동 ***호,CDFG1251002022000025,3100000,,"서울특별시 노원구 노원로*길 **, ***동 ***호 (공릉동, 공릉*단지청솔아파트)",01827,03,폐업,,,,02-949-4256,,
,제피로스,2023-07-20,204993.013591174,458662.554155594,출판인쇄업,출판사,2026-05-14 22:13:45,I,03,폐업,,,,2023-07-20 14:24:08,,2022-04-07,,서울특별시 노원구 월계동 *** 월계센트럴아이파크아파트 ***동 ****호,CDFG1251002022000026,3100000,,"서울특별시 노원구 초안산로*라길 **, ***동 ****호 (월계동, 월계센트럴아이파크아파트)",01879,03,폐업,,,,,,
,봄내음,2025-05-08,205480.184922415,457060.371935397,출판인쇄업,출판사,2026-05-14 22:13:45,I,03,폐업,,,,2025-05-09 09:41:53,,2022-04-12,,서울특별시 노원구 월계동 ***-** *층,CDFG1251002022000027,3100000,,"서울특별시 노원구 석계로*길 **-*, *층 (월계동)",01903,03,폐업,,,,,,
,한마디,2023-01-20,206111.372366785,460867.374353242,출판인쇄업,출판사,2026-05-14 22:13:45,I,03,폐업,,,,2023-01-20 16:18:22,,2022-04-26,,서울특별시 노원구 중계동 *** 성원아파트 ***동 ****호,CDFG1251002022000029,3100000,,"서울특별시 노원구 덕릉로**길 *, ***동 ****호 (중계동, 성원아파트)",01710,03,폐업,,,,,,
,파포출판사,2024-12-09,204846.017230075,462293.140879558,출판인쇄업,출판사,2026-05-14 22:13:47,I,03,폐업,,,,2024-12-09 13:18:51,,2023-02-28,,서울특별시 노원구 상계동 *** 상계주공**단지아파트 ****동 ***호,CDFG1251002023000012,3100000,,"서울특별시 노원구 노원로 ***, ****동 ***호 (상계동, 상계주공**단지아파트)",01675,03,폐업,,,,,,
,힐링 사인 심리연구소,2023-03-14,206713.764150786,458417.18012908,출판인쇄업,출판사,2026-05-14 22:13:47,I,03,폐업,,,,2023-03-14 13:49:59,,2021-09-27,,서울특별시 노원구 공릉동 *** 동신아파트,CDFG1251002023000016,3100000,,"서울특별시 노원구 공릉로 ***, ***동 ****호 (공릉동, 동신아파트)",01833,03,폐업,,,,,,
,능금북,2024-12-23,205987.412925896,458326.207832452,출판인쇄업,출판사,2026-05-14 22:13:48,I,03,폐업,,,,2024-12-23 13:40:08,,2023-11-14,,서울특별시 노원구 공릉동 *** 공릉*단지아파트 ***동 ***호,CDFG1251002023000055,3100000,,"서울특별시 노원구 섬밭로 ***, ***동 ***호 (공릉동, 공릉*단지아파트)",01854,03,폐업,,,,,,
,낙서인 가게,2024-08-27,206034.614725203,461676.716972401,출판인쇄업,출판사,2026-05-14 22:13:49,I,03,폐업,,,,2024-10-10 13:02:29,,2023-05-03,,서울특별시 노원구 상계동 ***-** *층,CDFG1251002024000004,3100000,,"서울특별시 노원구 상계로**길 **, *층 (상계동)",01697,03,폐업,,,,,,
,도서출판 나비움,2025-05-16,206481.229536572,457502.031602406,출판인쇄업,출판사,2026-05-14 22:13:50,I,03,폐업,,,,2025-05-16 18:10:51,,2024-07-15,,서울특별시 노원구 공릉동 ***-**,CDFG1251002024000042,3100000,,"서울특별시 노원구 동일로***길 **-*, *층 (공릉동)",01858,03,폐업,,,,02-976-6955,,
,여우방울,2024-12-20,204957.562393784,462039.10749227,출판인쇄업,출판사,2026-05-14 22:13:50,I,03,폐업,,,,2024-12-20 17:56:12,,2024-10-14,,서울특별시 노원구 상계동 *** 임광아파트,CDFG1251002024000056,3100000,,"서울특별시 노원구 노원로 ***, *동 ***호 (상계동, 임광아파트)",01687,03,폐업,,,,,,
,예지(預知)교육,2025-11-26,205365.224075773,457737.97090865,출판인쇄업,출판사,2026-05-14 22:13:50,I,03,폐업,,36.23,,2025-11-27 09:27:57,,2023-09-12,,서울특별시 노원구 월계동 *** 월계*차한일아파트,CDFG1251002024000057,3100000,,"서울특별시 노원구 석계로**길 **, ****동 ***호 (월계동, 월계*차한일아파트)",01894,03,폐업,,,,,,
,조에조,2025-10-28,205448.805750683,458564.347940661,출판인쇄업,출판사,2026-05-14 22:13:50,I,03,폐업,,,,2025-10-28 15:52:16,,2024-11-11,,서울특별시 노원구 월계동 ***-* 성원아파트,CDFG1251002024000063,3100000,,"서울특별시 노원구 마들로*길 **, ***동 ***호 (월계동, 성원아파트)",01907,03,폐업,,,,,,
,도서출판 자유횃불,2025-08-12,205307.630395599,458913.895851437,출판인쇄업,출판사,2026-05-14 22:13:51,I,03,폐업,,,,2025-08-12 18:24:14,,2025-04-02,,서울특별시 노원구 월계동 ***-* 월계사슴*단지아파트,CDFG1251002025000026,3100000,,"서울특별시 노원구 월계로**길 **, ***동 ****호 (월계동, 월계사슴*단지아파트)",01864,03,폐업,,,,,,
,도서출판 상투스,2018-05-28,206161.63542072,461417.466955134,출판인쇄업,출판사,2026-05-14 22:12:52,I,03,폐업,,,,2018-05-28 11:19:31,,2004-06-17,,서울특별시 노원구 상계동 *** 동신라메르 ***호,CDFG1251002004000008,3100000,,"서울특별시 노원구 상계로**길 ** (상계동, 동신라메르)",01704,03,폐업,,,,,,
,영출판사,2006-09-25,206177.808016653,459085.58683613,출판인쇄업,출판사,2026-05-14 22:12:52,I,03,폐업,,,,2006-09-25 18:12:24,,2004-07-06,139-870,서울특별시 노원구 하계동 ***-*,CDFG1251002004000009,3100000,,서울특별시 노원구 공릉로**가길 **-**  (하계동),,03,폐업,,,,02-949-0853,,
,YESWOA닷컴,2008-03-25,205319.03348033,460976.460213333,출판인쇄업,출판사,2026-05-14 22:12:52,I,03,폐업,,,,2008-03-25 16:55:09,,2004-07-08,139-831,서울특별시 노원구 상계동 *** (우리은행) *층,CDFG1251002004000010,3100000,,"서울특별시 노원구 동일로 ****  (상계동,(우리은행) *층)",,03,폐업,,,,02-951-9941,,
,EGI좋은교육,2014-02-17,206841.212950103,460700.517210601,출판인쇄업,출판사,2026-05-14 22:12:52,I,03,폐업,,,,2014-02-17 15:34:59,,2004-07-15,139-796,서울특별시 노원구 중계동 ***-** 주공*단지아파트 ***동 ***호,CDFG1251002004000011,3100000,,"서울특별시 노원구 한글비석로*길 **, ***동 ***호 (중계동, 주공*단지아파트)",,03,폐업,,,,,,
,법장원,2007-12-31,206722.706119961,457771.397112598,출판인쇄업,출판사,2026-05-14 22:12:52,I,03,폐업,,,,2013-12-19 14:04:52,,2004-07-15,139-807,서울특별시 노원구 공릉동 ***-** *통*반,CDFG1251002004000012,3100000,,서울특별시 노원구 동일로***길 **-** (공릉동),,03,폐업,,,,02-972-3580,,
,(주)씨엘에이에스,2016-01-26,205540.043304986,457279.469438192,출판인쇄업,출판사,2026-05-14 22:12:52,I,03,폐업,,,,2016-01-30 12:21:18,,2004-08-12,139-841,서울특별시 노원구 월계동 **-*,CDFG1251002004000014,3100000,,서울특별시 노원구 석계로**길 ** (월계동),,03,폐업,,,,02-910-7000,,
,광운대학교 산학협력단,2018-05-04,205198.498721037,457486.206509046,출판인쇄업,출판사,2026-05-14 22:12:53,I,03,폐업,,,,2018-05-09 09:25:14,,2004-09-13,139-846,서울특별시 노원구 월계동 ***-* 화도관 ***호,CDFG1251002004000017,3100000,,"서울특별시 노원구 광운로*길 **, ***호 (월계동,화도관)",,03,폐업,,,,02-940-5003,,
,삼석기획사,2005-01-14,205944.154845665,462198.343724192,출판인쇄업,출판사,2026-05-14 22:12:53,I,03,폐업,,,,2005-01-14 15:55:36,,2004-09-30,139-820,서울특별시 노원구 상계동 ***-** *층 *호,CDFG1251002004000018,3100000,,"서울특별시 노원구 한글비석로**가길 *  (상계동,*층 *호)",,03,폐업,,,,02-932-3199,,
,믿음참사랑,2009-05-07,206819.104,457928.719999999,출판인쇄업,출판사,2026-05-14 22:12:53,I,03,폐업,,,,2013-12-19 14:05:52,,2004-12-04,139-802,서울특별시 노원구 공릉동 ***-*** *층상가,CDFG1251002004000020,3100000,,"서울특별시 노원구 공릉로**길 ** (공릉동,*층상가)",,03,폐업,,,,02-949-6697,,
,미션툴,2013-04-11,206067.381845011,462616.242244418,출판인쇄업,출판사,2026-05-14 22:12:53,I,03,폐업,,,,2013-04-11 09:52:41,,2004-04-29,139-813,서울특별시 노원구 상계동 ***-** *층,CDFG1251002004000021,3100000,,"서울특별시 노원구 한글비석로**라길 ** (상계동,*층)",,03,폐업,,,,,,
,삼익출판사,2010-02-18,205832.181666767,457092.424674131,출판인쇄업,출판사,2026-05-14 22:12:53,I,03,폐업,,,,2010-02-18 17:15:09,,2004-11-29,139-840,서울특별시 노원구 월계동 **-*,CDFG1251002004000022,3100000,,서울특별시 노원구 화랑로**길 **  (월계동),,03,폐업,,,,02-942-6750,,
,도서출판 무지카,2007-02-09,205264.637477558,461827.579520796,출판인쇄업,출판사,2026-05-14 22:12:53,I,03,폐업,,,,2007-02-09 12:05:40,,2005-02-03,139-757,서울특별시 노원구 상계동 *** 주공아파트 ***동 ***호,CDFG1251002005000001,3100000,주거지역,"서울특별시 노원구 동일로 ****, ***동 ***호 (상계동,주공아파트)",,03,폐업,,,,,,
,도서출판 작은숲,2008-04-01,203772.102259899,458919.648155512,출판인쇄업,출판사,2026-05-14 22:12:53,I,03,폐업,,,,2013-12-19 14:06:30,,2005-02-14,139-852,서울특별시 노원구 월계동 ***-* **통*반 ***호,CDFG1251002005000002,3100000,,"서울특별시 노원구 우이천로*길 ** (월계동,***호)",,03,폐업,,,,,,
,예진출판사,2005-10-10,205588.636016926,459964.099651861,출판인쇄업,출판사,2026-05-14 22:12:54,I,03,폐업,,,,2013-12-09 11:17:04,,2005-03-02,139-785,서울특별시 노원구 중계동 *** 중계그린아파트 ***동 ****호,CDFG1251002005000005,3100000,,"서울특별시 노원구 동일로***길 **, ***동 ****호 (중계동,중계그린아파트)",,03,폐업,,,,,,
,(주)플러스학원,2009-01-19,206740.036180531,460958.164371423,출판인쇄업,출판사,2026-05-14 22:12:54,I,03,폐업,,,,2009-01-19 13:22:01,,2005-03-11,139-861,서울특별시 노원구 중계동 ***-* 그랜드프라자 *층,CDFG1251002005000008,3100000,,"서울특별시 노원구 한글비석로 ***  (중계동,그랜드프라자 *층)",,03,폐업,,,,,,
,마루출판사,2007-12-31,204451.526032876,463317.776498966,출판인쇄업,출판사,2026-05-14 22:12:54,I,03,폐업,,,,2013-12-09 13:09:11,,2005-03-14,139-837,서울특별시 노원구 상계동 ****-* 상림빌딩 ***호,CDFG1251002005000009,3100000,,"서울특별시 노원구 동일로***다길 **, ***호 (상계동,상림빌딩)",,03,폐업,,,,,,
,아이캔수능교재출판사,2010-06-30,206799.800498117,461019.150439564,출판인쇄업,출판사,2026-05-14 22:12:54,I,03,폐업,,,,2013-12-19 14:07:12,,2005-03-22,139-861,서울특별시 노원구 중계동 ***-** 동진빌딩 *층,CDFG1251002005000011,3100000,,"서울특별시 노원구 중계로**길 ** (중계동,동진빌딩 *층)",,03,폐업,,,,02-933-7177,,
,영어셈교육연구소,2010-12-31,209288.472624641,460064.53972057,출판인쇄업,출판사,2026-05-14 22:12:54,I,03,폐업,,,,2013-12-19 14:07:54,,2005-04-18,139-800,서울특별시 노원구 공릉동 **-** ***호,CDFG1251002005000015,3100000,,"서울특별시 노원구 화랑로 ***, ***호 (공릉동)",,03,폐업,,,,,,
,프리덤리버티프레스,2008-12-31,206507.233511567,457848.111913575,출판인쇄업,출판사,2026-05-14 22:12:54,I,03,폐업,,,,2013-12-19 14:08:35,,2005-05-12,139-807,서울특별시 노원구 공릉동 ***-**,CDFG1251002005000017,3100000,,서울특별시 노원구 동일로***길 *-* (공릉동),,03,폐업,,,,,,
,남산문화사,2006-04-01,206012.907142932,462419.364537375,출판인쇄업,출판사,2026-05-14 22:12:54,I,03,폐업,,,,2013-12-19 14:09:11,,2005-05-26,139-820,서울특별시 노원구 상계동 ***-*,CDFG1251002005000018,3100000,,서울특별시 노원구 한글비석로**가길 ** (상계동),,03,폐업,,,,,,
,도서출판 파미르,2010-10-26,205660.986625043,462645.285471828,출판인쇄업,출판사,2026-05-14 22:12:54,I,03,폐업,,,,2013-12-09 11:20:42,,2005-05-31,139-768,서울특별시 노원구 상계동 *** 보람아파트 ***동 ****호,CDFG1251002005000020,3100000,,"서울특별시 노원구 한글비석로 ***, ***동 ****호 (상계동, 보람아파트)",,03,폐업,,,,,,
,탈무드&토라,2014-01-29,207258.379315124,460807.358860502,출판인쇄업,출판사,2026-05-14 22:12:54,I,03,폐업,,,,2014-02-10 10:12:59,,2005-07-12,139-854,서울특별시 노원구 중계동 **-*,CDFG1251002005000021,3100000,,서울특별시 노원구 중계로**라길 ** (중계동),,03,폐업,,,,02-936-0007,,
,셈크루즈교육,2007-04-27,206670.816544196,460805.152066849,출판인쇄업,출판사,2026-05-14 22:12:55,I,03,폐업,,,,2013-12-09 13:19:20,,2005-07-19,139-860,서울특별시 노원구 중계동 ***-* 두타빌 A동 ***호,CDFG1251002005000023,3100000,,"서울특별시 노원구 한글비석로 ***, A동 ***호 (중계동,두타빌)",,03,폐업,,,,,,
,도서출판돌우물,2010-03-24,205789.71844701,459389.694394683,출판인쇄업,출판사,2026-05-14 22:12:55,I,03,폐업,,,,2010-03-02 11:18:12,,2005-07-21,139-873,서울특별시 노원구 하계동 *** 현대아파트 ***동 ***호,CDFG1251002005000026,3100000,,"서울특별시 노원구 섬밭로 ***, ***동 ***호 (하계동,현대아파트)",,03,폐업,,,,,,
,푸른돛,2017-01-19,204846.017230075,462293.140879558,출판인쇄업,출판사,2026-05-14 22:12:55,I,03,폐업,,,,2017-01-19 10:08:40,,2005-08-11,139-760,서울특별시 노원구 상계동 *** 주공아파트 ****동 ***호,CDFG1251002005000027,3100000,,"서울특별시 노원구 노원로 ***, ****동 ***호 (상계동, 주공아파트)",,03,폐업,,,,,,
,베스트북,2009-02-17,205885.793273773,457058.842825422,출판인쇄업,출판사,2026-05-14 22:12:55,I,03,폐업,,,,2009-02-17 14:29:50,,2005-08-29,139-841,서울특별시 노원구 월계동 *** 우남아파트 ***동 ***호,CDFG1251002005000028,3100000,,"서울특별시 노원구 화랑로 ***, ***동 ***호 (월계동,우남아파트)",,03,폐업,,,,,,
,선진기획사,2007-01-17,205503.7223045,461314.576462526,출판인쇄업,출판사,2026-05-14 22:12:55,I,03,폐업,,,,2007-01-17 12:06:13,,2005-09-23,139-832,서울특별시 노원구 상계동 ***-* 명보빌딩 ***호,CDFG1251002005000029,3100000,,"서울특별시 노원구 동일로***길 **,  ***호 (상계동,명보빌딩)",,03,폐업,,,,,,
,빨강출판사,2007-11-01,205361.160849162,460784.127566584,출판인쇄업,출판사,2026-05-14 22:12:55,I,03,폐업,,,,2013-12-09 13:15:17,,2005-09-23,139-831,서울특별시 노원구 상계동 ***-* ***호,CDFG1251002005000030,3100000,,"서울특별시 노원구 동일로 ****, ***호 (상계동)",,03,폐업,,,,,,
,(주)바이오메디팜,2013-12-31,206588.226678629,457527.664831153,출판인쇄업,출판사,2026-05-14 22:12:55,I,03,폐업,,,,2013-12-20 13:04:03,,2005-09-29,139-807,서울특별시 노원구 공릉동 ***-**,CDFG1251002005000031,3100000,,서울특별시 노원구 동일로***길 * (공릉동),,03,폐업,,,,,,
,예그리나,2007-01-23,205215.20055087,457628.878376093,출판인쇄업,출판사,2026-05-14 22:12:55,I,03,폐업,,,,2007-01-24 09:38:32,,2005-10-10,139-846,서울특별시 노원구 월계동 ***-** ***호,CDFG1251002005000032,3100000,,"서울특별시 노원구 광운로**길 **,  ***호 (월계동)",,03,폐업,,,,,,
,도서출판인간과사회,2011-06-20,204855.557180678,464199.048415229,출판인쇄업,출판사,2026-05-14 22:12:55,I,03,폐업,,,,2011-06-20 17:44:19,,2005-10-25,139-838,서울특별시 노원구 상계동 **** 파르코오피스텔 ***호,CDFG1251002005000036,3100000,,"서울특별시 노원구 동일로 ****,  ***호 (상계동,파르코오피스텔)",,03,폐업,,,,,,
,스노우라이프,2013-04-15,206394.750178498,457454.613996836,출판인쇄업,출판사,2026-05-14 22:12:55,I,03,폐업,,,,2013-04-15 11:37:57,,2005-11-01,139-808,서울특별시 노원구 공릉동 ***-** ***호,CDFG1251002005000037,3100000,,"서울특별시 노원구 동일로***가길 **, ***호 (공릉동)",,03,폐업,,,,,,
,도서출판언어의집,2024-04-16,205664.110189371,461616.508895826,출판인쇄업,출판사,2026-05-14 22:12:55,I,03,폐업,,,,2024-04-16 17:04:06,,2005-11-01,139-816,서울특별시 노원구 상계동 ***-* 서진빌딩 ***호,CDFG1251002005000038,3100000,,"서울특별시 노원구 상계로 **,  ***호 (상계동,서진빌딩)",,03,폐업,,,,,,
,도서출판시선사,2024-04-16,205664.110189371,461616.508895826,출판인쇄업,출판사,2026-05-14 22:12:55,I,03,폐업,,,,2024-04-16 17:04:14,,2005-11-01,139-816,서울특별시 노원구 상계동 ***-* 서진빌딩 ***호,CDFG1251002005000039,3100000,,"서울특별시 노원구 상계로 **,  ***호 (상계동,서진빌딩)",,03,폐업,,,,,,
