사업장명,사업장부지용도구분명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,소재지면적,지번주소,제조구분명,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자
(주)고암,공업용,제조,,169750.487841934,442144.692175383,2026-05-14 22:49:43,I,01,영업중,2025-06-05 14:27:39,2024-06-24,,인천광역시 미추홀구 도화동 957 B1F_1공구_203호,냉동,2024351057902100004,3510500,"인천광역시 미추홀구 염전로143번길 45, B1F_1공구_203호 (도화동)",22108,,01,영업/정상,,
(주)고암,공업용,제조,,169750.487841934,442144.692175383,2026-05-14 22:49:43,I,01,영업중,2025-06-05 14:27:23,2024-06-24,,인천광역시 미추홀구 도화동 957 B1F_1공구_204호,냉동,2024351057902100005,3510500,"인천광역시 미추홀구 염전로143번길 45, B1F_1공구_204호 (도화동)",22108,,01,영업/정상,,
(주)고암,공업용,제조,,169750.487841934,442144.692175383,2026-05-14 22:49:43,I,01,영업중,2025-06-05 14:27:08,2024-06-24,,인천광역시 미추홀구 도화동 957 B1F_2공구_전실,냉동,2024351057902100006,3510500,"인천광역시 미추홀구 염전로143번길 45, B1F_2공구_전실 (도화동)",22108,,01,영업/정상,,
(주)고암,공업용,제조,,169750.487841934,442144.692175383,2026-05-14 22:49:43,I,01,영업중,2025-06-05 14:26:52,2024-06-24,,인천광역시 미추홀구 도화동 957 B1F_2공구_205호,냉동,2024351057902100007,3510500,"인천광역시 미추홀구 염전로143번길 45, B1F_2공구_205호 (도화동)",22108,,01,영업/정상,,
(주)고암,공업용,제조,,169750.487841934,442144.692175383,2026-05-14 22:49:43,I,01,영업중,2025-06-05 14:26:31,2024-06-24,,인천광역시 미추홀구 도화동 957 B1F_2공구_206호,냉동,2024351057902100008,3510500,"인천광역시 미추홀구 염전로143번길 45, B1F_2공구_206호 (도화동)",22108,,01,영업/정상,,
(주)고암,공업용,제조,,169750.487841934,442144.692175383,2026-05-14 22:49:43,I,01,영업중,2025-06-05 14:25:58,2024-06-24,,인천광역시 미추홀구 도화동 957 B1F_2공구_207호,냉동,2024351057902100009,3510500,"인천광역시 미추홀구 염전로143번길 45, B1F_2공구_207호 (도화동)",22108,,01,영업/정상,,
(주)고암,공업용,제조,,169750.487841934,442144.692175383,2026-05-14 22:49:43,I,01,영업중,2025-06-05 14:25:35,2024-06-24,,인천광역시 미추홀구 도화동 957 B1F_2공구_208호,냉동,2024351057902100010,3510500,"인천광역시 미추홀구 염전로143번길 45, B1F_2공구_208호 (도화동)",22108,,01,영업/정상,,
(주)고암,공업용,제조,,169750.487841934,442144.692175383,2026-05-14 22:49:43,I,01,영업중,2025-06-05 14:25:15,2024-06-24,,인천광역시 미추홀구 도화동 957 1F_1공구_전실,냉동,2024351057902100011,3510500,"인천광역시 미추홀구 염전로143번길 45, 1F_1공구_전실 (도화동)",22108,,01,영업/정상,,
(주)고암,공업용,제조,,169750.487841934,442144.692175383,2026-05-14 22:49:43,I,01,영업중,2025-12-11 16:36:02,2024-06-24,,인천광역시 미추홀구 도화동 957 1F_1공구_101호,냉동,2024351057902100012,3510500,"인천광역시 미추홀구 염전로143번길 45, 1F_1공구_101호 (도화동)",22108,,01,영업/정상,,
(주)고암,공업용,제조,,169750.487841934,442144.692175383,2026-05-14 22:49:43,I,01,영업중,2025-12-30 10:20:04,2024-06-24,,인천광역시 미추홀구 도화동 957 1F_1공구_102호,냉동,2024351057902100013,3510500,"인천광역시 미추홀구 염전로143번길 45, 1F_1공구_102호 (도화동)",22108,,01,영업/정상,,
(주)고암,공업용,제조,,169750.487841934,442144.692175383,2026-05-14 22:49:43,I,01,영업중,2025-06-05 14:24:42,2024-06-24,,인천광역시 미추홀구 도화동 957 1F_1공구_103호,냉동,2024351057902100014,3510500,"인천광역시 미추홀구 염전로143번길 45, 1F_1공구_103호 (도화동)",22108,,01,영업/정상,,
(주)고암,공업용,제조,,169750.487841934,442144.692175383,2026-05-14 22:49:43,I,01,영업중,2025-12-11 16:36:21,2024-06-24,,인천광역시 미추홀구 도화동 957 1F_1공구_104호,냉동,2024351057902100015,3510500,"인천광역시 미추홀구 염전로143번길 45, 1F_1공구_104호 (도화동)",22108,,01,영업/정상,,
(주)고암,공업용,제조,,169750.487841934,442144.692175383,2026-05-14 22:49:43,I,01,영업중,2025-06-05 14:24:03,2024-06-24,,인천광역시 미추홀구 도화동 957 1F_2공구_전실,냉동,2024351057902100016,3510500,"인천광역시 미추홀구 염전로143번길 45, 1F_2공구_전실 (도화동)",22108,,01,영업/정상,,
(주)고암,,제조,,169750.487841934,442144.692175383,2026-05-14 22:49:43,I,01,영업중,2025-06-05 14:23:24,2024-06-24,,인천광역시 미추홀구 도화동 957 1F_2공구_105호,냉동,2024351057902100017,3510500,"인천광역시 미추홀구 염전로143번길 45, 1F_2공구_105호 (도화동)",22108,,01,영업/정상,,
(주)고암,공업용,제조,,169750.487841934,442144.692175383,2026-05-14 22:49:43,I,01,영업중,2025-06-05 14:22:59,2024-06-24,,인천광역시 미추홀구 도화동 957 1F_2공구_106호,냉동,2024351057902100018,3510500,"인천광역시 미추홀구 염전로143번길 45, 1F_2공구_106호 (도화동)",22108,,01,영업/정상,,
(주)고암,공업용,제조,,169750.487841934,442144.692175383,2026-05-14 22:49:43,I,01,영업중,2025-06-05 14:22:41,2024-06-24,,인천광역시 미추홀구 도화동 957 1F_2공구_107호,냉동,2024351057902100019,3510500,"인천광역시 미추홀구 염전로143번길 45, 1F_2공구_107호 (도화동)",22108,,01,영업/정상,,
(주)고암,공업용,제조,,169750.487841934,442144.692175383,2026-05-14 22:49:43,I,01,영업중,2025-06-05 14:22:23,2024-06-24,,인천광역시 미추홀구 도화동 957 1F_2공구_108호,냉동,2024351057902100020,3510500,"인천광역시 미추홀구 염전로143번길 45, 1F_2공구_108호 (도화동)",22108,,01,영업/정상,,
(주)에스이앤컴퍼니,,제조,,171637.731284749,441297.559624762,2026-05-14 22:49:43,I,01,영업중,2025-11-14 14:21:44,2024-08-09,,인천광역시 미추홀구 주안동 1381-1 서울 엔지니어링 주안공장,일반,2024351057902100021,3510500,"인천광역시 미추홀구 방축로 332, 서울 엔지니어링 주안공장(A동) (주안동)",22121,,01,영업/정상,,
(주)에스이앤컴퍼니,,제조,,171637.731284749,441297.559624762,2026-05-14 22:49:43,I,01,영업중,2025-11-14 14:35:38,2024-08-09,,인천광역시 미추홀구 주안동 1381-1 B동,일반,2024351057902100022,3510500,"인천광역시 미추홀구 방축로 332, B동 (주안동)",22121,,01,영업/정상,,
헵시바(주),,제조,,171267.012275637,441323.851508457,2026-05-14 22:49:43,I,01,영업중,2025-11-28 16:09:57,2024-11-15,,인천광역시 미추홀구 주안동 1385-15 헵시바(주),일반,2024351057902100024,3510500,"인천광역시 미추홀구 길파로71번길 86, 헵시바(주) (주안동)",22121,,01,영업/정상,,
