축산일련번호,축산업무구분명,사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,관리번호,개방자치단체코드,주사육업종,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
80,가축사육업,백천목장,,245894.210295867,280554.430343618,2026-03-31 23:15:12,I,0000,정상,2020-10-05 13:53:07,,2005-03-03,0,,충청남도 금산군 남일면 음대리 ***-**,455000003320050030,4550000,젖소,000,충청남도 금산군 남일면 음대*길 **,32760,,01,영업/정상,,,
444,가축사육업,김천수농장,,170260.613756584,294286.310956923,2026-03-31 03:03:03,U,0000,정상,2026-03-30 17:38:09,,2014-02-12,,325-823,충청남도 서천군 판교면 우라리 ***,458000003320140046,4580000,한우,000,,,,01,영업/정상,,,
618,가축사육업,태양농장,2022-03-17,241985.468566458,279694.226229274,2026-03-31 23:16:47,I,0002,폐업,2022-03-17 16:02:01,,2015-09-09,,312-892,충청남도 금산군 남이면 구석리 ***-*,455000003320150010,4550000,한우,000,충청남도 금산군 남이면 거북바위길 **-*,32759,,03,폐업,,,
103,가축사육업,하류농장,2014-05-27,242743.747724768,292705.597933535,2026-03-31 23:15:19,I,0002,폐업,2014-05-27 10:28:35,,2005-04-19,0,312-913,충청남도 금산군 금성면 하류리 ***-*,455000003320050053,4550000,한우,000,,,,03,폐업,,,
395,가축사육업,까치농장,2014-03-12,241568.601772216,291366.00760218,2026-03-31 23:16:18,I,0002,폐업,2014-03-12 10:08:13,,2013-09-10,,312-912,충청남도 금산군 금성면 도곡리 ***,455000003320130036,4550000,한우,000,충청남도 금산군 금성면 잔실길 **-*,,,03,폐업,,,
317,가축사육업,백운농장,,246170.11019539,290851.728521231,2026-03-31 23:16:07,I,0000,정상,2016-08-31 15:31:02,,2010-04-28,0,312-831,충청남도 금산군 군북면 호티리 **,455000003320100005,4550000,염소,000,,,,01,영업/정상,,,
26,가축사육업,대성농장(1),,262124.142847299,320026.229361696,2026-03-31 03:03:03,U,0000,정상,2026-03-30 15:57:10,,2004-08-26,0,373-821,충청북도 옥천군 안남면 도농리 ***-*,443000003320040024,4430000,종계/산란계,000,충청북도 옥천군 안남면 도농*길 **,,,01,영업/정상,,,
455,가축사육업,왜정리농장,2022-03-21,239787.346012226,288736.230532133,2026-03-31 23:16:28,I,0002,폐업,2022-03-21 11:56:48,,2014-01-10,,312-805,충청남도 금산군 금산읍 양지리 ***-*,455000003320140050,4550000,한우,000,,,,03,폐업,,,
263,가축사육업,천을농장,,247508.413778422,295501.147314152,2026-03-31 23:15:58,I,0000,정상,2019-08-28 15:38:30,,2008-07-04,0,312-832,충청남도 금산군 군북면 천을리 ***-*,455000003320080028,4550000,한우,000,,,,01,영업/정상,,,
30,가축사육업,파락산농장,2014-11-26,245036.45357293,285522.848032313,2026-03-31 23:14:52,I,0002,폐업,2014-11-26 13:24:06,,2004-10-27,0,312-852,충청남도 금산군 남일면 상동리 ***,455000003320040024,4550000,한우,000,,,,03,폐업,,,042-624-3493
318,가축사육업,지다채농장,2023-03-27,245944.524391494,283129.194232476,2026-03-31 23:16:08,I,0002,폐업,2023-03-27 09:51:54,,2010-09-27,0,312-851,충청남도 금산군 남일면 초현리 ***,455000003320100006,4550000,한우,000,충청남도 금산군 남일면 덕천로 ***,,,03,폐업,,,
302,가축사육업,태영농장,,233663.985147352,305852.07876705,2026-03-31 23:16:06,I,0000,정상,2021-03-23 16:17:16,,2009-02-17,0,312-924,"충청남도 금산군 복수면 지량리 *** , ***",455000003320090023,4550000,한우,000,,,,01,영업/정상,,,
536,가축사육업,신중농장,,241553.697586052,291367.986243534,2026-03-31 23:16:37,I,0000,정상,2022-07-29 11:37:55,,2014-02-14,,312-912,충청남도 금산군 금성면 도곡리 ***-*,455000003320140129,4550000,한우,000,,,,01,영업/정상,,,
28,가축사육업,금화농장,,246151.321856257,278318.871839989,2026-03-31 23:14:52,I,0000,정상,2022-09-21 13:15:06,,2004-10-27,0,312-853,충청남도 금산군 남일면 신정리 ***-**,455000003320040022,4550000,한우,000,충청남도 금산군 남일면 금산로 ***,,,01,영업/정상,,,
345,가축사육업,진악산한우농장,,241792.020662242,288284.65587936,2026-03-31 23:16:12,I,0001,휴업,2017-01-12 16:53:06,,2012-03-15,,312-805,충청남도 금산군 금산읍 음지리 ***,455000003320120002,4550000,한우,000,충청남도 금산군 금산읍 상어동*길 **-**,,,02,휴업,2017-01-12,2020-01-11,
637,가축사육업,레인보우 염소농장,,244811.897310235,295465.145632878,2026-03-31 23:16:49,I,0004,말소,2017-02-20 17:49:05,,2017-02-07,,,충청남도 금산군 금성면 대암리 **,455000003320170002,4550000,염소,000,,,,04,취소/말소/만료/정지/중지,,,
277,가축사육업,금바위농장,,233768.760574889,300778.860674976,2026-03-31 23:16:02,I,0000,정상,2021-01-26 16:17:34,,2008-09-03,0,312-922,충청남도 금산군 복수면 구례리 ***,455000003320080042,4550000,한우,000,충청남도 금산군 복수면 실학로 ***-**,,,01,영업/정상,,,
43,가축사육업,닭과 사람들,,248127.234192578,287563.230135924,2026-03-31 23:14:59,I,0000,정상,2016-07-26 17:20:06,,2004-11-09,0,312-841,충청남도 금산군 부리면 선원리 ***-*,455000003320040037,4550000,육계,000,충청남도 금산군 부리면 창덕로 ***-*,32754,,01,영업/정상,,,
294,가축사육업,비례농장,,242799.417072764,300357.268856054,2026-03-31 23:16:05,I,0000,정상,2016-12-28 19:51:15,,2009-01-13,0,312-943,충청남도 금산군 추부면 비례리 ***-*,455000003320090015,4550000,한우,000,충청남도 금산군 추부면 동당말길 **,32711,,01,영업/정상,,,
547,가축사육업,삼천리 사슴농장,,229716.4578004,297423.335722362,2026-03-31 23:16:38,I,0000,정상,2014-02-14 14:41:50,,2014-02-14,,312-932,충청남도 금산군 진산면 두지리 ***,455000003320140140,4550000,사슴,000,,,,01,영업/정상,,,
688,가축사육업,세호농장,,242826.631169236,292169.904962162,2026-03-31 23:16:56,I,0000,정상,2021-11-12 10:30:43,,2021-11-12,,,충청남도 금산군 금성면 하류리 ***-*,455000003320210011,4550000,염소,000,,,,01,영업/정상,,,
262,가축사육업,유곡농장,2016-08-11,236126.782086331,279626.473896736,2026-03-31 23:15:58,I,0002,폐업,2016-08-12 08:16:58,,2008-07-03,0,312-893,충청남도 금산군 남이면 대양리 ***,455000003320080027,4550000,한우,L00,충청남도 금산군 남이면 유곡길 **-*,32751,,03,폐업,,,
1764,가축사육업,푸른달농장,,170689.079083076,149323.051791246,2026-03-31 03:03:03,U,0000,정상,2026-03-30 09:46:36,,2020-04-29,,,"전라남도 영암군 덕진면 장선리 ***-* ,***-*, ***-**",494000003320200039,4940000,한우,000,전라남도 영암군 덕진면 향월유수동길 ***,58408,,01,영업/정상,,,
1184,가축사육업,문동축산,,158844.931822071,163662.635442745,2026-03-31 03:03:03,U,0000,정상,2026-03-30 20:15:36,,2006-01-18,0,520-910,전라남도 나주시 동강면 양지리 ***,483000003320060034,4830000,한우,000,,,,01,영업/정상,,,
56,가축사육업,버들농장,,242844.03568736,292881.982499287,2026-03-31 23:15:04,I,0000,정상,2018-01-19 15:04:24,,2005-01-18,0,312-913,충청남도 금산군 금성면 하류리 ***,455000003320050006,4550000,한우,000,충청남도 금산군 금성면 서원모정길 *,32708,,01,영업/정상,,,
218,가축사육업,청산목장,,241642.815238018,287885.509443619,2026-03-31 23:15:48,I,0004,말소,2020-06-01 10:08:16,,2007-09-05,0,312-805,충청남도 금산군 금산읍 음지리 ***-*,455000003320070014,4550000,한우,000,충청남도 금산군 금산읍 상어동길 **,32744,,04,취소/말소/만료/정지/중지,,,
23,가축사육업,경훤농장,,244200.850491303,295659.741126411,2026-03-31 23:14:49,I,0000,정상,2022-07-06 11:22:55,,2004-10-26,0,312-911,"충청남도 금산군 금성면 대암리 ***-* ***-*, ***-*, ***-*",455000003320040017,4550000,한우,000,"충청남도 금산군 금성면 왜벌길 *, (***-*, ***-*, ***-*, ***-*)",32716,,01,영업/정상,,,
42,가축사육업,한우농장,2018-02-12,249941.131864637,291901.477524853,2026-03-31 23:14:58,I,0002,폐업,2018-02-12 14:46:10,,2004-11-09,0,312-823,충청남도 금산군 제원면 대산리 ***-*,455000003320040036,4550000,한우,000,충청남도 금산군 제원면 대산길 ***,,,03,폐업,,,
2237,가축사육업,종민농장,2026-03-30,247575.639398445,222981.412950835,2026-03-31 03:03:03,U,0002,폐업,2026-03-30 17:23:14,,2009-03-19,0,597-813,전북특별자치도 장수군 번암면 대론리 ***,475100003320090066,4751000,한우,000,,,,03,폐업,,,
251,가축사육업,광석농장,2013-09-10,233974.031339597,307063.336537211,2026-03-31 23:15:56,I,0002,폐업,2013-09-10 12:42:42,,2008-06-19,0,312-924,충청남도 금산군 복수면 지량리 ***,455000003320080016,4550000,한우,000,충청남도 금산군 복수면 복수로 ****,,,03,폐업,,,
136,가축사육업,수미농장,2015-06-18,244415.931138503,283026.681636974,2026-03-31 23:15:29,I,0002,폐업,2015-06-18 17:33:19,,2005-05-18,0,312-894,충청남도 금산군 남이면 매곡리 ***-*,455000003320050086,4550000,한우,000,,,,03,폐업,,,
640,가축사육업,우정농장,,248899.909043773,291041.740315404,2026-03-31 23:16:50,I,0000,정상,2017-04-14 11:35:04,,2017-04-14,,,충청남도 금산군 제원면 제원리 ***-*,455000003320170005,4550000,한우,000,충청남도 금산군 제원면 군북로 **-**,32723,,01,영업/정상,,,
287,가축사육업,보광농장,,249281.542375924,301354.121397473,2026-03-31 23:16:03,I,0000,정상,2021-10-12 15:55:57,,2009-01-12,0,,충청남도 금산군 군북면 보광리 ***,455000003320090008,4550000,한우,000,충청남도 금산군 군북면 안보광*길 **,32717,,01,영업/정상,,,
698,가축사육업,금수소,,247134.925423036,284811.924072969,2026-03-31 23:16:57,I,0000,정상,2022-11-11 13:49:12,,2022-11-11,,,충청남도 금산군 부리면 관천리 ***,455000003320220009,4550000,한우,000,,,,01,영업/정상,,,
576,가축사육업,교촌농장,2019-12-27,233819.030130421,294900.942269662,2026-03-31 23:16:41,I,0002,폐업,2019-12-27 09:44:11,,2014-02-23,,312-931,충청남도 금산군 진산면 교촌리 ***-*,455000003320140159,4550000,한우,000,,,,03,폐업,,,
531,가축사육업,미니농장,,239764.432526773,288769.560452114,2026-03-31 23:16:36,I,0000,정상,2021-04-22 15:32:20,,2014-02-14,,312-805,충청남도 금산군 금산읍 양지리 ***-*,455000003320140124,4550000,염소,000,충청남도 금산군 금산읍 상와정길 **-**,32743,,01,영업/정상,,,
655,가축사육업,장대농장,,244321.896765346,298636.449109985,2026-03-31 23:16:51,I,0000,정상,2019-07-05 16:58:27,,2019-07-04,,,충청남도 금산군 추부면 장대리 ***-*,455000003320190003,4550000,염소,000,충청남도 금산군 추부면 숭암로 ***-**,32711,,01,영업/정상,,,
439,가축사육업,심농장,2022-03-17,246690.197951331,290098.933030801,2026-03-31 23:16:25,I,0002,폐업,2022-03-17 16:16:20,,2014-01-10,,312-824,충청남도 금산군 제원면 수당리 ***-*,455000003320140034,4550000,한우,000,,,,03,폐업,,,
574,가축사육업,대양농장,2016-08-11,235917.893443243,282479.566822049,2026-03-31 23:16:40,I,0002,폐업,2016-08-12 08:18:48,,2014-02-23,,312-893,충청남도 금산군 남이면 대양리 ***,455000003320140157,4550000,한우,000,,,,03,폐업,,,
481,가축사육업,만악리농장,2017-11-07,239808.995666082,294058.576425816,2026-03-31 23:16:31,I,0002,폐업,2017-11-07 11:44:31,,2014-01-16,,312-931,충청남도 금산군 진산면 만악리 ***-*,455000003320140076,4550000,한우,000,,,,03,폐업,,,
494,가축사육업,흥섭농장,2014-11-12,236039.323931104,279607.133483485,2026-03-31 23:16:33,I,0002,폐업,2014-11-12 17:27:21,,2014-01-16,,312-893,충청남도 금산군 남이면 대양리 ***,455000003320140089,4550000,한우,000,,,,03,폐업,,,
203,가축사육업,황풍농장,,245181.964817566,287154.274129183,2026-03-31 23:15:44,I,0000,정상,2016-09-01 10:53:58,,2006-09-11,0,312-852,충청남도 금산군 남일면 황풍리 ***-*,455000003320060007,4550000,한우,000,충청남도 금산군 남일면 황풍*길 **,32753,,01,영업/정상,,,
227,가축사육업,흑암농장,,240731.296484827,280452.832248997,2026-03-31 23:15:50,I,0000,정상,2020-02-25 11:47:39,,2007-09-06,0,312-892,충청남도 금산군 남이면 흑암리 ***-*,455000003320070023,4550000,한우,000,,,,01,영업/정상,,,
221,가축사육업,길농장,2013-04-11,250205.718495747,284511.834481351,2026-03-31 23:15:48,I,0002,폐업,2013-04-11 13:43:39,,2007-09-06,0,312-843,충청남도 금산군 부리면 양곡리 ***,455000003320070017,4550000,한우,000,충청남도 금산군 부리면 무금로 ****-*,,,03,폐업,,,
632,가축사육업,얼음밭골우사,2022-07-11,252042.36149013,301767.290367955,2026-03-31 23:16:48,I,0002,폐업,2022-07-11 09:05:26,,2016-04-22,,312-833,충청남도 금산군 군북면 상곡리 *,455000003320160004,4550000,한우,000,,,,03,폐업,,,
537,가축사육업,오룡목장,,240019.799884848,290188.491109903,2026-03-31 23:16:37,I,0000,정상,2019-12-03 18:28:04,,2014-02-14,,312-912,충청남도 금산군 금성면 도곡리 ***,455000003320140130,4550000,한우,000,,,,01,영업/정상,,,
162,가축사육업,부부농장,2022-03-17,253351.644089281,286707.843250722,2026-03-31 23:15:36,I,0002,폐업,2022-03-17 16:17:53,,2005-06-30,0,312-844,충청남도 금산군 부리면 어재리 ***-*,455000003320050112,4550000,한우,000,,,,03,폐업,,,
442,가축사육업,종호농장,2016-12-30,234479.049649979,297861.946173786,2026-03-31 23:16:26,I,0002,폐업,2016-12-30 16:18:40,,2014-01-10,,312-921,충청남도 금산군 복수면 수영리 ***,455000003320140037,4550000,한우,000,,,,03,폐업,,,
143,가축사육업,초원농장,2013-07-02,243272.661052077,293704.795103019,2026-03-31 23:15:32,I,0002,폐업,2013-07-02 20:50:37,,2005-06-01,0,312-911,충청남도 금산군 금성면 마수리 ***,455000003320050093,4550000,육계,000,충청남도 금산군 금성면 마수로 ***-**,,,03,폐업,,,
500,가축사육업,명곡농장,2018-12-31,247137.162358778,292675.266101493,2026-03-31 23:16:35,I,0002,폐업,2021-04-19 11:29:01,,2014-01-21,,312-824,충청남도 금산군 제원면 명곡리 ***-*,455000003320140095,4550000,한우,000,,,,03,폐업,,,
499,가축사육업,무,,331886.529420752,172754.926373692,2026-03-31 03:03:03,U,0000,정상,2026-03-30 13:23:29,,2008-07-08,0,638-842,경상남도 고성군 동해면 양촌리 ***-*,542000003320080035,5420000,한우,000,경상남도 고성군 동해면 동해로 ****,,2026-03-30,01,영업/정상,,,
286,가축사육업,복거농장,2022-01-20,250931.528474856,301607.621487831,2026-03-31 23:16:03,I,0002,폐업,2022-01-20 17:22:51,,2009-01-12,0,312-833,충청남도 금산군 군북면 상곡리 ***-*,455000003320090007,4550000,한우,000,,,,03,폐업,,,
