축산일련번호,축산업무구분명,사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,가축인공수정소,한방,,191138.080593575,107000.071688787,2026-03-31 23:14:57,I,0000,정상,2021-03-16 18:24:47,,2021-03-16,0,,전라남도 장흥군 회진면 진목리 1769-1,491000000320210002,4910000,000,전라남도 장흥군 회진면 가학회진로 520-5,59361,,01,영업/정상,,,
,가축인공수정소,우성축산 수정소,,195601.469038528,112869.149899871,2026-03-31 23:14:58,I,0000,정상,2022-10-11 09:48:38,,2021-03-16,0,,전라남도 장흥군 관산읍 삼산리 546-4,491000000320210003,4910000,000,전라남도 장흥군 관산읍 삼산관덕길 62-157,59357,,01,영업/정상,,,
,가축인공수정소,정남진 인공수정소,,190507.94106141,132852.841917378,2026-03-31 23:14:58,I,0000,정상,2022-10-11 09:46:47,,2021-09-09,26.4,,전라남도 장흥군 장흥읍 행원리 877,491000000320210004,4910000,000,전라남도 장흥군 장흥읍 행원강변길 158-53,59313,,01,영업/정상,,,
,가축인공수정소,문수만가축인공수정소,,191693.348988384,131268.682315287,2026-03-31 23:14:59,I,0000,정상,2022-02-24 11:02:57,,2021-10-25,0,,전라남도 장흥군 장흥읍 건산리 473-31,491000000320210005,4910000,000,전라남도 장흥군 장흥읍 건산로1길 16,59324,,01,영업/정상,,,
,가축인공수정소,평동수정소,,197782.693729475,142449.711741199,2026-03-31 23:14:59,I,0000,정상,2021-10-29 14:30:29,,2021-10-29,0,,전라남도 장흥군 장평면 양촌리 610-3,491000000320210006,4910000,000,전라남도 장흥군 장평면 평동로 89-20,59306,,01,영업/정상,,,
,가축인공수정소,명인 인공수정소,,191958.236638373,131097.854624679,2026-03-31 23:14:59,I,0000,정상,2022-10-11 09:47:23,,2022-04-08,0,,전라남도 장흥군 장흥읍 건산리 413,491000000320220001,4910000,000,"전라남도 장흥군 장흥읍 건산남부길 31, 101동 502호",59325,,01,영업/정상,,,
,가축인공수정소,대성동물병원,,191418.875839316,131920.95386555,2026-03-31 23:15:00,I,0000,정상,2023-11-29 13:24:30,,2023-06-02,0,,전라남도 장흥군 장흥읍 건산리 670 대성동물병원,491000000320230001,4910000,000,전라남도 장흥군 장흥읍 북부로 39 (수창아트빌아파트),59320,,01,영업/정상,,,
,가축인공수정소,태양가축인공수정소,,191026.601155437,106736.611834174,2026-03-31 23:15:00,I,0000,정상,2023-11-29 13:29:13,,2023-10-06,0,,전라남도 장흥군 회진면 진목리 1768-1,491000000320230002,4910000,000,전라남도 장흥군 회진면 가학회진로 520-60,59361,,01,영업/정상,,,
,가축인공수정소,드림 가축인공수정소,,189521.814923171,111254.862572536,2026-03-31 23:15:01,I,0000,정상,2023-11-29 13:27:18,,2023-10-18,0,,전라남도 장흥군 대덕읍 신월리 108-7,491000000320230003,4910000,000,전라남도 장흥군 대덕읍 거정2길 7-2,59362,,01,영업/정상,,,
,가축인공수정소,회진가축인공수정소,,193272.222948852,106583.555865399,2026-03-31 23:15:01,I,0000,정상,2023-12-15 10:09:41,,2023-12-15,0,,전라남도 장흥군 회진면 진목리 254-4,491000000320230004,4910000,000,전라남도 장흥군 회진면 가학회진로 793,59361,,01,영업/정상,,,
,가축인공수정소,진목가축수정소,,193268.448194727,106700.07245126,2026-03-31 23:15:02,I,0000,정상,2024-01-02 17:21:01,,2024-01-02,0,,전라남도 장흥군 회진면 진목리 255-1,491000000320240001,4910000,000,전라남도 장흥군 회진면 가학회진로 777,59361,,01,영업/정상,,,
,가축인공수정소,다온가축인공수정소,,193790.828898023,110132.518375641,2026-03-31 23:15:02,I,0000,정상,2024-03-20 09:45:10,,2024-03-20,0,,전라남도 장흥군 회진면 회진리 1863-8,491000000320240002,4910000,000,전라남도 장흥군 회진면 관흥회진로 230,59360,,01,영업/정상,,,
,가축인공수정소,제일가축인공수정소,,191808.371297933,131745.921729069,2026-03-31 23:15:03,I,0000,정상,2024-04-05 16:42:52,,2024-04-04,0,,전라남도 장흥군 장흥읍 원도리 291-11,491000000320240003,4910000,000,"전라남도 장흥군 장흥읍 장흥로 74, 나동",59323,,01,영업/정상,,,
,가축인공수정소,우농수정소,,199776.836451282,145723.728863693,2026-03-31 23:15:03,I,0000,정상,2024-04-25 09:02:50,,2024-04-25,0,,전라남도 장흥군 장평면 임리 18-3,491000000320240004,4910000,000,전라남도 장흥군 장평면 평동로 465-86,59304,,01,영업/정상,,,
,가축인공수정소,한우사랑수정,,189074.299216305,111034.856176933,2026-03-31 23:15:04,I,0000,정상,2024-09-19 10:47:19,,2024-09-12,0,,전라남도 장흥군 대덕읍 신월리 250-2 혁신타운아파트 302호,491000000320240005,4910000,000,"전라남도 장흥군 대덕읍 축내2길 10, 302호 (혁신타운아파트)",59365,,01,영업/정상,,,
