사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,총규모
샬롬 실버원,2017-05-08,207335.370961076,141055.918631538,2026-03-31 22:34:04,I,03,폐업,2017-05-08 18:33:08,,2016-10-24,,,PHMG120164890020047000001,4890000,전라남도 보성군 보성읍 신흥길 *,59457,03,폐업,,,061-853-0065,
씨유 벌교제석점,,232465.215993607,149892.526501299,2026-03-31 22:34:07,I,13,영업중,2022-07-18 13:44:24,,2022-02-24,,,PHMG120224890020047000008,4890000,"전라남도 보성군 벌교읍 홍암로 ***, 씨유 벌교제석점",59423,01,영업/정상,,,,
더건강한상점,2023-01-13,207686.35658254,141017.222318235,2026-03-31 22:34:07,I,03,폐업,2023-01-13 14:10:09,,2022-10-11,,전라남도 보성군 보성읍 보성리 **-* 보성센트럴뷰 ****호,PHMG120224890020047000014,4890000,전라남도 보성군 보성읍 중앙로 **(보성센트럴뷰),59458,03,폐업,,,,
닷센스하남미사,,217252.793243984,451427.874998836,2026-03-31 03:03:03,U,13,영업중,2026-03-30 16:03:11,,2025-07-30,,경기도 하남시 망월동 **** 미사역 호반 써밋 ***동 *-***호,PHMG120254040023047000092,4040000,"경기도 하남시 미사강변한강로 ***-*, 미사역 호반 써밋 ***동 *-***호 (망월동)",12912,01,영업/정상,,,,65
CU 보성주공점,,207988.073377017,140783.610191243,2026-03-31 22:34:07,I,13,영업중,2022-03-10 08:52:33,,2022-03-08,,,PHMG120224890020047000009,4890000,전라남도 보성군 보성읍 중앙로 *,59461,01,영업/정상,,,,
(주)시간과사람,,216670.522108481,450356.58764898,2026-03-31 03:03:03,U,13,영업중,2026-03-30 15:55:17,,2025-09-11,,경기도 하남시 풍산동 ***-* *층 일부,PHMG120254040023047000108,4040000,"경기도 하남시 미사강변대로**번길 **, *층 일부 (풍산동)",12919,01,영업/정상,,,,26
(주)오피아이인더스트리,,211753.56,435376.145,2026-03-31 03:03:03,U,13,영업중,2026-03-30 10:10:26,,2024-01-10,,경기도 성남시 중원구 여수동 ***,PHMG120253780063047000012,3780000,"경기도 성남시 중원구 여수울로**번길 **-**, *층 (여수동)",13435,01,영업/정상,,,,92.4
나만애 의수족 연구소,,302626.809267343,185667.81402946,2026-03-31 03:03:03,U,13,영업중,2026-03-30 14:30:40,,2018-02-23,,경상남도 진주시 충무공동 **-* 윙스타워,PHMG120185310029047000006,5310000,"경상남도 진주시 동부로***번길 **, 윙스타워 B동 ****호 (충무공동)",52818,01,영업/정상,,,,101.32
혜당생활과학,,344089.581101009,193564.396029251,2026-03-31 03:03:03,U,13,영업중,2026-03-30 13:25:16,,2015-03-25,,경상남도 창원시 마산회원구 양덕동 **-**,PHMG120155670554047000084,5670000,"경상남도 창원시 마산회원구 양덕로 ***-*, A동 *층 (양덕동)",51366,01,영업/정상,,,,
참사랑의료기,,232017.371245341,149763.147699112,2026-03-31 22:34:07,I,13,영업중,2023-02-06 15:10:43,,2022-12-07,,전라남도 보성군 벌교읍 회정리 ***-*,PHMG120224890020047000015,4890000,전라남도 보성군 벌교읍 홍암로 **,59426,01,영업/정상,,,,
뷰티크바이오 주식회사,,203598.120450563,447102.56703905,2026-03-31 03:03:03,U,13,영업중,2026-03-30 17:54:56,,2025-06-13,,서울특별시 강남구 청담동 **-**,PHMG120253220033047000172,3220000,"서울특별시 강남구 선릉로***길 **-**, 지하*층 (청담동)",06014,01,영업/정상,,,,116.48
GS25 옥정에듀포레점,,207386.920689536,481281.414081207,2026-03-31 03:03:03,U,13,영업중,2026-03-30 14:01:53,,2026-03-26,,경기도 양주시 옥정동 *** 양주옥정신도시 디에트르 에듀포레,PHMG120245590021047000072,5590000,"경기도 양주시 옥정서로*길 **, 양주옥정신도시 디에트르 에듀포레 지*층 B***-*호, B***-*호 (옥정동, 양주옥정신도시 디에트르 에듀포레)",11469,01,영업/정상,,,,
라라샵 하남점,,217086.03375045,449155.691361058,2026-03-31 03:03:03,U,13,영업중,2026-03-30 16:05:40,,2025-07-17,,경기도 하남시 풍산동 *** 힐즈파크프라자 ***호,PHMG120254040023047000086,4040000,"경기도 하남시 세미로*길 *, 힐즈파크프라자 ***호 (풍산동)",12982,01,영업/정상,,,,32
홈 헬스케어,,191571.093921629,446566.425321904,2026-03-31 03:03:03,U,15,전출,2026-03-30 16:21:30,,2020-11-18,,서울특별시 영등포구 영등포동*가 **-* 영성빌딩,PHMG120223180034047000350,3180000,"서울특별시 영등포구 영중로 **, 영성빌딩 *층 (영등포동*가)",07250,05,제외/삭제/전출,,,,
솔교벌교지점,2009-10-29,,,2026-03-31 22:34:02,I,03,폐업,2009-10-30 10:10:31,,2007-08-09,,전라남도 보성군 벌교읍 벌교리***-**,PHMG120074890020047000001,4890000,,,03,폐업,,,061-857-7512,
보성의료기,,207222.143541993,141295.900406772,2026-03-31 22:34:05,I,13,영업중,2023-02-15 10:20:28,,2017-06-12,,전라남도 보성군 보성읍 보성리 ***-*,PHMG120174890020047000006,4890000,전라남도 보성군 보성읍 송재로 ***,59455,01,영업/정상,,,061-852-1158,76.04
슈올즈 인천동구점,,168659.651183791,441660.386373344,2026-03-31 03:03:03,U,15,전출,2026-03-30 10:43:29,,2024-11-14,,인천광역시 동구 송림동 **-**,PHMG120243500020047000010,3500000,"인천광역시 동구 송림로 ***, *,*층 (송림동)",22544,05,제외/삭제/전출,,,,59.2
세븐일레븐 평택소사중앙점,2026-03-27,208995.970901645,389397.290332241,2026-03-31 03:03:03,U,03,폐업,2026-03-30 14:02:13,,2022-02-04,,경기도 평택시 비전동 ***-*,PHMG120223910168047000025,3910000,"경기도 평택시 비전*길 *-**, *층 (비전동)",17851,03,폐업,,,,
세븐일레븐 벌교읍내점,2025-02-14,231378.522064349,149611.591651626,2026-03-31 22:34:07,I,03,폐업,2025-02-19 15:46:31,,2022-05-25,,,PHMG120224890020047000012,4890000,전라남도 보성군 벌교읍 채동선로 ***-*,59425,03,폐업,,,,
네오비메디칼,,218786.303001443,448657.428736974,2026-03-31 03:03:03,U,13,영업중,2026-03-30 16:20:38,,2025-06-02,,경기도 하남시 신장동 ***-* *층 일부,PHMG120244040023047000087,4040000,"경기도 하남시 대청로 *, *층 일부 (신장동)",12950,01,영업/정상,,,,6
CU 보성조성점,,222386.483248563,145444.686747591,2026-03-31 22:34:06,I,13,영업중,2022-02-03 17:16:54,,2022-02-03,,,PHMG120224890020047000001,4890000,"전라남도 보성군 조성면 조성로 **, CU보성조성점",59440,01,영업/정상,,,,
에스에이치 바이오,,220896.106121735,145330.054232719,2026-03-31 22:34:07,I,13,영업중,2023-04-05 11:48:47,,2023-04-05,,전라남도 보성군 조성면 우천리 ***,PHMG120234890020047000001,4890000,"전라남도 보성군 조성면 조성안심길 **, *층",59435,01,영업/정상,,,,
