사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
광명일번약국,,187175.54592964,441848.342448287,2026-03-31 21:02:11,I,0000,정상,2026-03-30 09:35:20,,2026-03-30,0,,경기도 광명시 광명동 158-501,390000001120260007,3900000,000,"경기도 광명시 오리로 965, 1층 (광명동)",14262,,01,영업/정상,,,
고성바다약국,,333252.747325785,537279.872014073,2026-03-31 21:02:14,I,0000,정상,2026-03-30 16:28:08,,2026-03-30,,,강원특별자치도 고성군 죽왕면 오호리 179-9,434100001120260002,4341000,000,강원특별자치도 고성군 죽왕면 동해대로 5896,24747,,01,영업/정상,,,
천안팜스퀘어약국,,211287.263601068,372256.115655256,2026-03-31 22:32:20,I,0000,정상,2026-03-30 15:19:21,,2026-03-30,,,충청남도 천안시 서북구 업성동 484-10,566000001120260006,4490000,000,"충청남도 천안시 서북구 번영로 608, 1층 (업성동)",31077,,01,영업/정상,,,041-572-6688
휴베이스에코약국,,211488.030742851,263730.385551555,2026-03-31 23:16:05,I,0000,정상,2026-03-30 13:16:52,,2026-03-30,,,전북특별자치도 전주시 덕진구 송천동2가 1326-9,464100001120260008,4641000,000,"전북특별자치도 전주시 덕진구 세병로 30, 105호 (송천동2가)",55149,,01,영업/정상,,,
김해메가약국,,372941.32985139,193521.212396072,2026-03-31 21:32:12,I,0000,정상,2026-03-30 16:28:11,,2026-03-30,,,경상남도 김해시 삼정동 941 메가마트 김해점,535000001120260004,5350000,000,"경상남도 김해시 김해대로2492번길 20, 메가마트 김해점 (삼정동)",50935,,01,영업/정상,,,055-323-2120
보라약국,,355105.928564878,192476.072037181,2026-03-31 21:32:14,I,0000,정상,2026-03-30 15:32:20,,2026-03-30,,,경상남도 창원시 성산구 사파동 93 사파동성아파트 A동 216호,567000001120260009,5670000,000,"경상남도 창원시 성산구 창이대로 733, 사파동성아파트 A동 216호 (사파동)",51459,,01,영업/정상,,,
평화대성약국,,211897.95045171,254809.943797866,2026-03-31 23:15:23,I,0000,정상,2020-06-09 17:05:14,,2020-06-09,,,전북특별자치도 전주시 완산구 평화동1가 736-1,464100001120200007,4641000,000,전북특별자치도 전주시 완산구 모악로 4750 (평화동1가),55122,,01,영업/정상,,,
효자희약국,,209899.73635172,257039.096102561,2026-03-31 23:15:46,I,0000,정상,2023-02-09 09:23:36,,2023-02-09,,,전북특별자치도 전주시 완산구 효자동2가 1159-5,464100001120230011,4641000,000,"전북특별자치도 전주시 완산구 서원로 144, 1층 (효자동2가)",55057,,01,영업/정상,,,
만성365약국,,206920.413680887,260304.541152379,2026-03-31 23:15:51,I,0000,정상,2023-11-01 10:35:35,,2023-11-01,,,전북특별자치도 전주시 덕진구 만성동 1373-3,464100001120230036,4641000,000,"전북특별자치도 전주시 덕진구 만성중앙로 51, 104호 (만성동)",54859,,01,영업/정상,,,
서호약국,,212784.464910534,260350.376723622,2026-03-31 23:15:50,I,0000,정상,2023-09-12 10:06:32,,2023-09-12,,,전북특별자치도 전주시 덕진구 금암동 1597-3 농부아저씨 닭치기,464100001120230031,4641000,000,"전북특별자치도 전주시 덕진구 백제대로 668, 농부아저씨 닭치기 (금암동)",54921,,01,영업/정상,,,
우리약국,,210150.24872725,259210.346393723,2026-03-31 23:15:26,I,0000,정상,2021-01-14 15:24:47,,2021-01-14,,,전북특별자치도 전주시 완산구 서신동 764-2,464100001120210001,4641000,000,전북특별자치도 전주시 완산구 당산로 49 (서신동),54948,,01,영업/정상,,,
올리브약국,,209548.058429025,257418.361187543,2026-03-31 23:15:31,I,0000,정상,2021-08-19 07:48:57,,2021-08-19,1627.72,,전북특별자치도 전주시 완산구 효자동3가 1531-2 엠스퀘어,464100001120210016,4641000,000,"전북특별자치도 전주시 완산구 홍산로 260, 엠스퀘어 1층 101호 (효자동3가)",54969,,01,영업/정상,,,
명약국,,213871.845320368,258597.066199579,2026-03-31 23:14:55,I,0000,정상,2013-09-03 08:52:07,,2013-09-03,,,,464100001120130009,4641000,000,전북특별자치도 전주시 완산구 견훤왕궁로 78 (중노송동),55011,,01,영업/정상,,,
편안약국,,210388.074656672,255352.873871727,2026-03-31 23:15:57,I,0000,정상,2025-01-08 12:27:10,,2025-01-08,,,전북특별자치도 전주시 완산구 삼천동1가 285-9,464100001120250001,4641000,000,"전북특별자치도 전주시 완산구 용리로 54, 102호 (삼천동1가)",55086,,01,영업/정상,,,063-714-3101
건강솔약국,,210883.826822978,260084.222156326,2026-03-31 23:14:52,I,0000,정상,2013-08-09 18:04:47,,2013-08-09,0,,전북특별자치도 전주시 덕진구 덕진동1가 1408-5,464100001120130002,4641000,000,전북특별자치도 전주시 덕진구 사평로 38 (덕진동1가),54893,,01,영업/정상,,,
휴베이스 효천약국,,208903.602915533,255820.855188768,2026-03-31 23:15:15,I,0000,정상,2023-05-24 15:05:06,,2019-03-18,0,,전북특별자치도 전주시 완산구 효자동2가 1214-3,464100001120190003,4641000,000,전북특별자치도 전주시 완산구 천잠로 164 (효자동2가),55065,,01,영업/정상,,,063-255-7575
새롬약국,,210510.267490489,254923.806691331,2026-03-31 23:15:04,I,0000,정상,2024-06-10 08:24:09,,2015-05-22,0,,전북특별자치도 전주시 완산구 삼천동1가 660-2,464100001120150004,4641000,000,전북특별자치도 전주시 완산구 거마평로 22 (삼천동1가),55088,,01,영업/정상,,,063-226-7985
주차장약국,,210339.495984204,256447.122994066,2026-03-31 23:15:52,I,0000,정상,2023-12-07 10:12:04,,2023-12-07,,,전북특별자치도 전주시 완산구 효자동1가 395-6,464100001120230038,4641000,000,전북특별자치도 전주시 완산구 거마평로 171-7 (효자동1가),55056,,01,영업/정상,,,063-227-5537
새전북약국,,213355.240016452,260546.016053136,2026-03-31 23:15:59,I,0000,정상,2025-05-13 09:26:41,,2025-05-13,,,전북특별자치도 전주시 덕진구 인후동2가 1557-4,464100001120250009,4641000,000,"전북특별자치도 전주시 덕진구 백제대로 728, 1층 (인후동2가)",54916,,01,영업/정상,,,
엔젤팜약국,,211030.498007665,256171.005751704,2026-03-31 23:15:51,I,0000,정상,2023-10-17 09:02:27,,2023-10-17,,,전북특별자치도 전주시 완산구 효자동1가 548-2 농협효자동지점,464100001120230035,4641000,000,"전북특별자치도 전주시 완산구 백제대로 141, 농협효자동지점 (효자동1가)",55082,,01,영업/정상,,,
소망약국,,211353.818207598,262435.697878308,2026-03-31 23:16:00,I,0000,정상,2025-07-18 13:14:49,,2025-07-18,,,전북특별자치도 전주시 덕진구 송천동1가 118-1 전평신협,464100001120250014,4641000,000,"전북특별자치도 전주시 덕진구 솔내로 133, 전평신협 208호 (송천동1가)",54835,,01,영업/정상,,,
오거리약국,,212981.280421247,257942.196206168,2026-03-31 23:15:24,I,0000,정상,2020-09-11 13:12:49,,2020-09-11,,,전북특별자치도 전주시 완산구 고사동 217-1,464100001120200011,4641000,000,"전북특별자치도 전주시 완산구 전주객사5길 77, 1층 2호 (고사동)",54999,,01,영업/정상,,,
빅약국,,210806.895238058,261606.503373051,2026-03-31 23:15:35,I,0000,정상,2022-04-05 16:29:48,,2022-03-11,0,,전북특별자치도 전주시 덕진구 송천동1가 281-1 롯데마트 송천점,464100001120220006,4641000,000,"전북특별자치도 전주시 덕진구 송천중앙로 82, 롯데마트 송천점 2층 일부호 (송천동1가)",54837,,01,영업/정상,,,
프라임약국,,206889.192202743,260373.453976379,2026-03-31 23:15:59,I,0000,정상,2025-06-10 14:17:14,,2025-06-10,,,전북특별자치도 전주시 덕진구 만성동 1372-1,464100001120250010,4641000,000,"전북특별자치도 전주시 덕진구 만성로 140, 107,108호 (만성동)",54859,,01,영업/정상,,,
샛별약국,,211605.030525942,256855.939072188,2026-03-31 23:15:40,I,0000,정상,2022-07-01 15:46:40,,2022-07-01,,,전북특별자치도 전주시 완산구 중화산동2가 28-3,464100001120220030,4641000,000,전북특별자치도 전주시 완산구 서원로 318(중화산동2가),55048,,01,영업/정상,,,
온약국,,210756.426548166,258335.02679837,2026-03-31 23:15:53,I,0000,정상,2024-01-24 10:44:49,,2024-01-24,,,전북특별자치도 전주시 완산구 중화산동2가 730-2,464100001120240003,4641000,000,"전북특별자치도 전주시 완산구 유연로 314, 101호 (중화산동2가)",54971,,01,영업/정상,,,
호성프라자약국,,213533.607088366,262258.56773452,2026-03-31 23:15:36,I,0000,정상,2022-04-14 08:43:08,,2022-04-14,,,전북특별자치도 전주시 덕진구 호성동1가 828-14 진이비인후과,464100001120220011,4641000,000,"전북특별자치도 전주시 덕진구 호성3길 19, 진이비인후과 106호 (호성동1가)",54904,,01,영업/정상,,,
미소약국,,209461.328833058,257332.81753365,2026-03-31 23:15:39,I,0000,정상,2022-06-14 13:09:18,,2022-06-14,,,전북특별자치도 전주시 완산구 효자동2가 1239-5 대신빌딩,464100001120220021,4641000,000,"전북특별자치도 전주시 완산구 홍산로 249, 대신빌딩 1층 101-2호 (효자동2가)",54966,,01,영업/정상,,,063-237-3801
서신약국,,211075.168785014,258696.856738074,2026-03-31 23:14:56,I,0000,정상,2014-02-27 19:04:45,,2014-02-27,,,전북특별자치도 전주시 완산구 서신동 23-38,464100001120140001,4641000,000,전북특별자치도 전주시 완산구 전룡로 98 (서신동),54941,,01,영업/정상,,,063-274-7569
우연약국,,210215.890982004,255426.053177996,2026-03-31 23:16:05,I,0000,정상,2026-03-18 09:40:48,,2026-03-18,,,전북특별자치도 전주시 완산구 삼천동1가 725-14 영재빌딩,464100001120260007,4641000,000,"전북특별자치도 전주시 완산구 용리로 37, 영재빌딩 1층 (삼천동1가)",55085,,01,영업/정상,,,
이지약국,,215221.702754396,258911.835576262,2026-03-31 23:15:55,I,0000,정상,2024-06-10 07:47:57,,2024-06-10,,,전북특별자치도 전주시 덕진구 우아동2가 903-8,464100001120240011,4641000,000,전북특별자치도 전주시 덕진구 정언신로 142 (우아동2가),55023,,01,영업/정상,,,063-245-2876
민약국,,214129.020796109,260944.758639255,2026-03-31 23:16:05,I,0000,정상,2026-03-13 09:59:44,,2026-03-13,,,전북특별자치도 전주시 덕진구 우아동3가 746-30,464100001120260005,4641000,000,"전북특별자치도 전주시 덕진구 백제대로 813, 1층 (우아동3가)",54908,,01,영업/정상,,,
건강한약국,,211769.453978383,254190.642585317,2026-03-31 23:16:05,I,0000,정상,2026-03-13 11:11:46,,2026-03-13,,,전북특별자치도 전주시 완산구 평화동2가 302-11 전주 성가 신협,464100001120260006,4641000,000,전북특별자치도 전주시 완산구 소대배기로 5 (평화동2가),55123,,01,영업/정상,,,
서신종로약국,,210703.550200292,259099.204125607,2026-03-31 23:15:23,I,0000,정상,2021-03-22 14:02:11,,2020-03-19,0,,전북특별자치도 전주시 완산구 서신동 785,464100001120200005,4641000,000,전북특별자치도 전주시 완산구 당산로 98 (서신동),54950,,01,영업/정상,,,063-275-8813
다온약국,,211918.313666688,254099.752222582,2026-03-31 23:14:53,I,0000,정상,2013-08-20 15:44:41,,2013-08-20,,,전북특별자치도 전주시 완산구 평화동2가 892-2,464100001120130005,4641000,000,전북특별자치도 전주시 완산구 소대배기로 22 (평화동2가),55126,,01,영업/정상,,,063-241-3341
경인당약국,,210639.470101166,254636.970649747,2026-03-31 23:15:05,I,0000,정상,2025-08-04 16:43:09,,2016-02-18,0,,전북특별자치도 전주시 완산구 삼천동1가 306-8,464100001120160001,4641000,000,"전북특별자치도 전주시 완산구 장승배기로 48 (삼천동1가, 삼천동 두일하나아파트 상가)",55132,,01,영업/정상,,,063-225-8255
아중백제약국,,214212.478216808,259127.556089537,2026-03-31 23:15:15,I,0000,정상,2018-10-25 11:42:16,,2018-10-25,,,전북특별자치도 전주시 덕진구 인후동1가 811-4,464100001120180014,4641000,000,전북특별자치도 전주시 덕진구 견훤로 229 (인후동1가),55009,,01,영업/정상,,,063-242-0027
청호약국,,211375.564017104,263935.886465989,2026-03-31 23:15:46,I,0000,정상,2023-03-02 15:29:31,,2023-03-02,,,전북특별자치도 전주시 덕진구 송천동2가 1325-1,464100001120230015,4641000,000,"전북특별자치도 전주시 덕진구 세병로 8, 1층 (송천동2가)",55149,,01,영업/정상,,,063-255-2522
신시심야약국,,209810.977398644,257507.328785981,2026-03-31 23:15:47,I,0000,정상,2023-04-27 09:19:37,,2023-04-27,,,전북특별자치도 전주시 완산구 효자동3가 1528-15,464100001120230018,4641000,000,"전북특별자치도 전주시 완산구 홍산중앙로 46, 1층 102호 (효자동3가)",54969,,01,영업/정상,,,070-4178-2852
송천동물약국,,211369.831227367,262935.188931397,2026-03-31 23:15:10,I,0000,정상,2017-10-13 09:12:51,,2017-10-13,,,전북특별자치도 전주시 덕진구 송천동2가 218-4,464100001120170009,4641000,000,"전북특별자치도 전주시 덕진구 붓내3길 48 (송천동2가, 의원)",54829,,01,영업/정상,,,
명문약국,,210371.854630781,256503.161202763,2026-03-31 23:14:54,I,0000,정상,2024-02-22 10:40:20,,2013-08-27,0,,전북특별자치도 전주시 완산구 효자동1가 393,464100001120130007,4641000,000,전북특별자치도 전주시 완산구 거마평로 181 (효자동1가),55056,,01,영업/정상,,,063-224-9500
365에코1번약국,,210989.02654013,263513.97328998,2026-03-31 23:16:04,I,0000,정상,2026-01-22 09:09:47,,2026-01-22,,,전북특별자치도 전주시 덕진구 송천동2가 1332-2,464100001120260002,4641000,000,"전북특별자치도 전주시 덕진구 과학로 16, 1층 104호 (송천동2가)",55149,,01,영업/정상,,,
혁신코끼리약국,,205516.28369079,259836.595613714,2026-03-31 23:15:42,I,0000,정상,2022-10-24 15:40:05,,2022-10-24,0,,전북특별자치도 전주시 덕진구 장동 1087-4,464100001120220042,4641000,000,"전북특별자치도 전주시 덕진구 기지로 91, 108호 (장동)",54866,,01,영업/정상,,,
다솜약국,,209170.278498377,257455.278036457,2026-03-31 23:16:04,I,0000,정상,2025-11-24 10:57:51,,2025-11-24,,,전북특별자치도 전주시 완산구 효자동2가 1234-1,464100001120250033,4641000,000,전북특별자치도 전주시 완산구 우전로 250 (효자동2가),54966,,01,영업/정상,,,
전주행복약국,,211088.038397892,257006.4577075,2026-03-31 23:15:46,I,0000,정상,2023-02-17 09:42:20,,2023-02-17,,,전북특별자치도 전주시 완산구 중화산동2가 647-2,464100001120230014,4641000,000,"전북특별자치도 전주시 완산구 백제대로 224, 1층 (중화산동2가)",54985,,01,영업/정상,,,
우리들약국,,211530.114251607,260350.534055625,2026-03-31 23:15:24,I,0000,정상,2020-08-11 14:57:55,,2020-08-11,,,전북특별자치도 전주시 덕진구 금암동 664-77,464100001120200010,4641000,000,"전북특별자치도 전주시 덕진구 권삼득로 303, 1층 (금암동)",54898,,01,영업/정상,,,
감나무골 온누리약국,,210857.497368983,259102.388053919,2026-03-31 23:15:56,I,0000,정상,2024-08-02 06:51:09,,2024-08-02,,,전북특별자치도 전주시 완산구 서신동 784-2 대봉빌딩,464100001120240015,4641000,000,"전북특별자치도 전주시 완산구 당산로 116, 대봉빌딩 1층 (서신동)",54950,,01,영업/정상,,,063-252-2407
송천사랑약국,,210298.61108404,262535.434435212,2026-03-31 23:14:53,I,0000,정상,2013-08-13 11:39:29,,2013-08-13,0,,전북특별자치도 전주시 덕진구 송천동1가 834-4,464100001120130004,4641000,000,전북특별자치도 전주시 덕진구 시천로 40 (송천동1가),54833,,01,영업/정상,,,063-275-8415
마더힐링약국,,211957.706239429,264322.100430457,2026-03-31 23:15:41,I,0000,정상,2022-08-18 15:11:28,,2022-08-18,,,전북특별자치도 전주시 덕진구 송천동2가 1299-9,464100001120220036,4641000,000,"전북특별자치도 전주시 덕진구 세병로 178-4, 1층 (송천동2가)",55146,,01,영업/정상,,,063-253-7755
365일박사약국,,205360.64276712,259875.953149564,2026-03-31 23:15:40,I,0000,정상,2022-07-25 15:01:59,,2022-07-25,,,전북특별자치도 전주시 덕진구 장동 1111 전북혁신도시 더 M city 센텀,464100001120220033,4641000,000,"전북특별자치도 전주시 덕진구 기지로 77, 302동동 A-113호 (장동, 전북혁신도시 더 M city 센텀)",54865,,01,영업/정상,,,063-226-3650
리더스종합약국,,210424.460545092,259350.092637643,2026-03-31 23:15:00,I,0000,정상,2014-07-30 17:59:30,,2014-07-30,,,전북특별자치도 전주시 완산구 서신동 965-1,464100001120140010,4641000,C00,전북특별자치도 전주시 완산구 온고을로 62 (서신동),54945,,01,영업/정상,,,063-253-3210
호성백제약국,,213505.371757758,262290.269261189,2026-03-31 23:15:09,I,0000,정상,2017-08-03 10:07:47,,2017-08-03,,,전북특별자치도 전주시 덕진구 호성동1가 587-36,464100001120170006,4641000,000,전북특별자치도 전주시 덕진구 호성3길 22 (호성동1가),54903,,01,영업/정상,,,063-241-7569
포도약국,,209283.888856558,255941.018876051,2026-03-31 23:15:45,I,0000,정상,2023-01-31 06:21:17,,2023-01-31,,,전북특별자치도 전주시 완산구 효자동2가 1326-4,464100001120230008,4641000,000,전북특별자치도 전주시 완산구 쑥고개로 351(효자동2가),55065,,01,영업/정상,,,
에코동물약국,,211488.030742851,263730.385551555,2026-03-31 23:15:14,I,0000,정상,2018-06-26 13:48:14,,2018-06-26,,,전북특별자치도 전주시 덕진구 송천동2가 1326-9,464100001120180011,4641000,000,"전북특별자치도 전주시 덕진구 세병로 30, 2층 205호 (송천동2가)",55149,,01,영업/정상,,,
레몬약국,,211337.870256943,260159.642148363,2026-03-31 23:15:31,I,0000,정상,2021-09-28 21:38:53,,2021-09-28,1749.05,,전북특별자치도 전주시 덕진구 덕진동1가 1267-22,464100001120210017,4641000,000,"전북특별자치도 전주시 덕진구 기린대로 465, 세움펠리피아 3층 (덕진동1가)",54893,,01,영업/정상,,,063-277-0033
메디플러스약국,,209660.605537291,256001.598736271,2026-03-31 23:16:03,I,0000,정상,2025-10-14 11:09:24,,2025-10-14,,,전북특별자치도 전주시 완산구 효자동2가 231-8,464100001120250028,4641000,000,전북특별자치도 전주시 완산구 쑥고개로 390 (효자동2가),55079,,01,영업/정상,,,
다나약국,,206436.803021271,263781.278592091,2026-03-31 23:15:36,I,0000,정상,2022-04-12 08:49:35,,2022-04-12,,,전북특별자치도 전주시 덕진구 반월동 422-22,464100001120220010,4641000,000,"전북특별자치도 전주시 덕진구 쪽구름로 120, 102호 (반월동)",54807,,01,영업/정상,,,
백제약국,,211902.742008228,257048.360065522,2026-03-31 23:15:36,I,0000,정상,2022-03-23 15:13:14,,2022-03-23,,,전북특별자치도 전주시 완산구 중화산동1가 306-8,464100001120220009,4641000,000,전북특별자치도 전주시 완산구 서원로 353(중화산동1가),54987,,01,영업/정상,,,
보금약국,,209231.741270689,258311.027401661,2026-03-31 23:15:37,I,0000,정상,2022-05-06 09:07:36,,2022-05-06,,,전북특별자치도 전주시 완산구 효자동3가 1627-4,464100001120220015,4641000,000,전북특별자치도 전주시 완산구 유연로 158(효자동3가),54962,,01,영업/정상,,,063-229-8270
정다운약국,,211816.022816884,259662.297683701,2026-03-31 23:15:28,I,0000,정상,2021-06-25 13:08:32,,2021-06-25,,,전북특별자치도 전주시 덕진구 금암동 473-1 한양내과,464100001120210010,4641000,000,"전북특별자치도 전주시 덕진구 전주천동로 506, 한양내과 (금암동)",54933,,01,영업/정상,,,063-278-3141
나을약국,,213814.206293668,256628.668364906,2026-03-31 23:15:39,I,0000,정상,2022-06-21 13:06:19,,2022-06-21,,,전북특별자치도 전주시 완산구 동서학동 93-5,464100001120220024,4641000,000,"전북특별자치도 전주시 완산구 서학로 37, 1층 (동서학동)",55101,,01,영업/정상,,,
에이스약국,,211437.943994227,262609.877441087,2026-03-31 23:15:40,I,0000,정상,2022-06-28 18:55:31,,2022-06-28,,,전북특별자치도 전주시 덕진구 송천동1가 107-15,464100001120220028,4641000,000,"전북특별자치도 전주시 덕진구 솔내로 152, 1층 (송천동1가)",54823,,01,영업/정상,,,
종로프라자약국,,210699.64991921,259073.641472494,2026-03-31 23:15:45,I,0000,정상,2023-01-11 09:02:49,,2023-01-11,,,전북특별자치도 전주시 완산구 서신동 786,464100001120230006,4641000,000,전북특별자치도 전주시 완산구 감나무로 62-2(서신동),54950,,01,영업/정상,,,
전주김약국,,213410.567055394,256842.024397135,2026-03-31 23:16:04,I,0000,정상,2025-12-18 16:54:24,,2025-12-18,,,전북특별자치도 전주시 완산구 전동 260-6 김약국,464100001120250036,4641000,000,"전북특별자치도 전주시 완산구 팔달로 101, 김약국 (전동)",55043,,01,영업/정상,,,
