번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),의료기관종별명,의료인수,입원실수,병상수,총면적,진료과목내용,진료과목내용명,지정취소일자,완화의료지정형태,완화의료담당부서명,구급차특수,구급차일반,총인원,구조사수,허가병상수,최초지정일자,
27,의원,01_01_02_P,3230000,PHMA120063230034041101401,2006-11-30,,01,영업/정상,13,영업중,,,,,02-408-7582,,,,"서울특별시 송파구 마천로 53, 2층 (오금동)",05657,온화한의원,2026-03-27 03:13:23,U,2026-03-29 02:40:00,한의원,211132.844469698,445154.005691793,한의원,1,0,0,112.3,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,
28,의원,01_01_02_P,3230000,PHMA120123230034041100038,2012-08-01,,01,영업/정상,13,영업중,,,,,02-417-7600,,138-861,서울특별시 송파구 잠실동 184번지 1호 메디시티빌딩 6층,"서울특별시 송파구 올림픽로 116 (잠실동, 메디시티빌딩 6층)",05558,잠실연세내과의원,2026-03-27 03:43:23,U,2026-03-29 02:40:00,의원,207309.958050889,445467.870918803,의원,1,0,0,246.16,101,내과,,,,0,0,,,0,,
29,의원,01_01_02_P,3230000,PHMA120153230034041100036,2015-07-22,,01,영업/정상,13,영업중,,,,,02-449-9463,,,서울특별시 송파구 마천동 35-1 강동중앙의원,"서울특별시 송파구 거마로 61, 강동중앙의원 302호 (마천동)",05734,차두천마취통증의학과의원,2026-03-27 02:43:29,U,2026-03-29 02:40:00,의원,212877.140294641,444042.378453313,의원,1,0,0,235.5,109 106 105,"정형외과, 신경외과, 마취통증의학과",,,,0,0,,,0,,
30,의원,01_01_02_P,3230000,PHMA120083230034041101551,2008-10-30,,01,영업/정상,13,영업중,,,,,02-413-0055,,,,"서울특별시 송파구 올림픽로 435, 406,407호 (신천동, 파크리오상가 A동)",05507,서울파크리오치과의원,2026-03-27 03:13:23,U,2026-03-29 02:40:00,치과의원,209314.259995755,446483.316079239,치과의원,2,0,0,149.66,402 403 404 405 406 407,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과",,,,0,0,,,0,,
31,의원,01_01_02_P,3230000,PHMA120133230034041100003,2013-01-10,,01,영업/정상,13,영업중,,,,,420-6226,,138-861,서울특별시 송파구 잠실동 181번지 3호 효창타워,"서울특별시 송파구 올림픽로 100 (잠실동, 효창타워 4층)",05557,유디신천치과의원,2026-03-27 02:43:30,U,2026-03-29 02:40:00,치과의원,207153.675,445475.165,치과의원,1,0,0,285,411 410 409 408 407 406 404 403 402,"구강악안면외과, 치과보철과, 치과교정과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",,,,0,0,,,0,,
32,의원,01_01_02_P,3230000,PHMA120123230034041100004,2012-02-02,,01,영업/정상,13,영업중,,,,,02-425-6020,,,서울특별시 송파구 잠실동 40-1 롯데월드,"서울특별시 송파구 올림픽로 240, 롯데월드 웰빙센터동 3층 1호 (잠실동)",05554,유앤아이의원,2026-03-27 03:43:22,U,2026-03-29 02:40:00,의원,208589.363343145,445455.90405262,의원,9,0,0,662.6,114 122,"피부과, 가정의학과",,,,0,0,,,0,,
33,의원,01_01_02_P,3140000,PHMA120033140033041100045,2003-10-20,,01,영업/정상,13,영업중,,,,,02-2690-9090,,,서울특별시 양천구 신월동 116번지 31호,"서울특별시 양천구 곰달래로 47 (신월동, 백석빌딩)",07923,심재학정형외과의원,2026-03-27 00:13:24,U,2026-03-29 02:40:00,의원,185601.17778588,447564.188636245,의원,1,7,21,500,105 104 101 106 111 114 115 119 120 117,"내과, 외과, 정형외과, 신경외과, 소아청소년과, 피부과, 비뇨의학과, 방사선종양학과, 진단검사의학과, 재활의학과",,,,0,0,,,0,,
34,의원,01_01_02_P,3140000,PHMA120113140033041100010,2011-05-13,,01,영업/정상,13,영업중,,,,,02-2601-0025,,158-845,서울특별시 양천구 신월7동 928번지 1호 우성상가 3층,"서울특별시 양천구 지양로 78, 3층 (신월동, 우성상가)",08034,우성성모정형외과의원,2026-03-27 04:43:20,U,2026-03-29 02:40:00,의원,185221.95790954,446727.354964214,의원,1,0,0,375.8,105 106 120 101 111 116 115 114 109,"내과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 피부과, 비뇨의학과, 영상의학과, 재활의학과",,,,0,0,,,0,,
35,의원,01_01_02_P,3010000,PHMA120053010033041100009,2005-02-03,,01,영업/정상,13,영업중,,,,,02-2237-8275,,,서울특별시 중구 황학동 2478 항진빌딩,"서울특별시 중구 퇴계로 459, 항진빌딩 2층 (황학동)",04575,연세재활의학과의원,2026-03-27 02:43:13,U,2026-03-29 02:40:00,의원,201947.084297972,451473.964192869,의원,1,0,0,180,104 105 109 120,"외과, 정형외과, 마취통증의학과, 재활의학과",,,,0,0,,,0,,
36,의원,01_01_02_P,3110000,PHMA120123110032041100016,2012-05-01,,01,영업/정상,13,영업중,,,,,02-354-8887,,,,"서울특별시 은평구 연서로 130, 대지빌딩 3, 5, 7층 302, 502, 702호 (역촌동)",03398,엄마사랑한의원,2026-03-27 03:13:17,U,2026-03-29 02:40:00,한의원,192624.880996241,456445.22780372,한의원,4,9,16,455,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,
41,의원,01_01_02_P,3220000,PHMA120233220033041100117,2013-07-17,,01,영업/정상,13,영업중,,,,,02-3445-3475,,,,"서울특별시 강남구 논현로 537, 6층 (역삼동)",06126,럭쎌한의원,2026-03-27 18:19:33,U,2026-03-29 02:40:00,한의원,203021.04,444670.25,한의원,1,0,0,169.07,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,
43,의원,01_01_02_P,3940000,PHMA120233940138041100021,2023-08-11,,01,영업/정상,13,영업중,,,,,031-973-7490,,,,"경기도 고양시 덕양구 충장로 18, 신영프라자 403,405호 (행신동)",10526,소통부부한의원,2026-03-27 02:13:57,U,2026-03-29 02:40:00,한의원,185316.587649943,456899.734570462,한의원,6,10,14,495,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,
44,의원,01_01_02_P,3100000,PHMA120233100034041100011,2023-07-17,,01,영업/정상,13,영업중,,,,,02-974-7575,,,서울특별시 노원구 공릉동 420-2 공릉동평화타운,"서울특별시 노원구 공릉로46길 3, 3층 301호 (공릉동, 공릉동평화타운)",01814,서울건우정형외과의원,2026-03-27 04:13:15,U,2026-03-29 02:40:00,의원,206918.939595228,458317.423098869,의원,2,0,0,325.99,120 109 106 105 101,"내과, 정형외과, 신경외과, 마취통증의학과, 재활의학과",,,,0,0,,,0,,
46,의원,01_01_02_P,3220000,PHMA120233220033041100134,2023-09-11,,01,영업/정상,13,영업중,,,,,02-544-8575,,,서울특별시 강남구 논현동 279-67 학동역,"서울특별시 강남구 학동로 지하180, 학동역 지하2층 213,214,215,216호 (논현동)",06112,엠플러스의원,2026-03-27 02:43:40,U,2026-03-29 02:40:00,의원,202739.437721334,445786.44928266,의원,3,0,0,145,122 115 114 113 112 111 104 101,"내과, 외과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 가정의학과",,,,0,0,,,0,,
48,의원,01_01_02_P,3210000,PHMA120233210034041100051,2018-09-20,,01,영업/정상,13,영업중,,,,,070-4909-5236,,,서울특별시 서초구 서초동 1549-7 솔본빌딩,"서울특별시 서초구 반포대로24길 21, 솔본빌딩 4층 (서초동)",06648,강남영상의학과의원,2026-03-27 04:13:22,U,2026-03-29 02:40:00,의원,200848.221938424,443068.716651005,의원,12,0,0,39.78,116,영상의학과,,,,0,0,,,0,,
49,의원,01_01_02_P,3010000,PHMA120233010033041100021,2023-07-19,,01,영업/정상,13,영업중,,,,,02-2232-2911,,,서울특별시 중구 신당동 372-3,"서울특별시 중구 동호로 171, 4층 (신당동)",04596,365올케어치과의원,2026-03-27 04:13:13,U,2026-03-29 02:40:00,치과의원,200931.446400556,450131.890199294,치과의원,2,0,0,309.47,402 403 404 405 406 407 408 409 410 411 412,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",,,,0,0,,,0,,
72,의원,01_01_02_P,4060000,PHMA120144060023041100001,2014-01-24,,01,영업/정상,13,영업중,,,,,031-941-3907,,,경기도 파주시 동패동 1761-4 동방프라자,"경기도 파주시 미래로 369-71, 동방프라자 201호, 202호 (동패동)",10905,유디치과의원,2026-03-27 04:13:36,U,2026-03-29 02:40:00,치과의원,177440.020027393,467654.703534219,치과의원,2,0,0,546.31,411 410 409 408 407 406 405 403 402,"구강악안면외과, 치과보철과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",,,,0,0,,,0,,
73,의원,01_01_02_P,5600000,PHMA120165600005041100004,2016-02-25,,01,영업/정상,13,영업중,,,,,031-543-7551,,,,"경기도 포천시 소흘읍 송우로 41, 2층",11178,소망한의원,2026-03-27 01:13:30,U,2026-03-29 02:40:00,한의원,212618.824894118,480654.38355325,한의원,1,0,0,132,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,
74,의원,01_01_02_P,4060000,PHMA120054060023041100019,2005-06-03,,01,영업/정상,13,영업중,,,,,031-948-1075,,,,"경기도 파주시 청암로17번길 43, 201호, 202호 (목동동)",10892,강자돈한의원,2026-03-27 01:13:45,U,2026-03-29 02:40:00,한의원,176615.794396454,469726.594559467,한의원,1,0,0,170.64,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,
75,의원,01_01_02_P,4060000,PHMA120114060023041100017,2011-08-01,,01,영업/정상,13,영업중,,,,,031-949-1475,,,,"경기도 파주시 후곡로 1, 2층 202호 (금촌동, 경기빌딩)",10924,예담한의원,2026-03-27 17:28:34,U,2026-03-29 02:40:00,한의원,180013.598032491,472790.984349089,한의원,1,0,0,103.09,301 302 303 307 308,"한방내과, 한방부인과, 한방소아과, 사상체질과, 침구과",,,,0,0,,,0,,
76,의원,01_01_02_P,3230000,PHMA120193230034041100023,2019-04-24,,01,영업/정상,13,영업중,,,,,02-6472-0001,,,서울특별시 송파구 방이동 110번지 3호,"서울특별시 송파구 백제고분로 460, 5층 (방이동)",05641,송파굿정형외과의원,2026-03-27 02:43:31,U,2026-03-29 02:40:00,의원,209945.436745099,445478.456701177,의원,1,0,0,352.7,120 109 106 105,"정형외과, 신경외과, 마취통증의학과, 재활의학과",,,,0,0,,,0,,
77,의원,01_01_02_P,4040000,PHMA120194040023041100012,2019-04-23,,01,영업/정상,13,영업중,,,,,031-796-8288,,,경기도 하남시 망월동 1129-4 에코타워,"경기도 하남시 미사강변동로84번길 39, 2~5층 205~7 302 305~6 401~407 506~7호 (망월동)",12912,365플러스내과의원,2026-03-27 02:13:30,U,2026-03-29 02:40:00,의원,217182.112050655,451252.615542176,의원,17,12,27,1286.46,126 122 118 116 114 113 111 110 102 101,"내과, 신경과, 산부인과, 소아청소년과, 이비인후과, 피부과, 영상의학과, 병리과, 가정의학과, 예방의학과",,,,0,0,,,0,,
79,의원,01_01_02_P,3220000,PHMA120193220033041100069,2019-05-21,,01,영업/정상,13,영업중,,,,,02-543-3110,,,"서울특별시 강남구 청담동 31-10 청진빌딩 1,3,5층","서울특별시 강남구 삼성로 731, 청진빌딩 1,3,5층 (청담동)",06067,엠레드의원,2026-03-27 04:13:44,U,2026-03-29 02:40:00,의원,204241.063434611,446510.606637959,의원,9,0,0,1232.96,122 120 115 114 109 108 106 105,"정형외과, 신경외과, 성형외과, 마취통증의학과, 피부과, 비뇨의학과, 재활의학과, 가정의학과",,,,0,0,,,0,,
80,의원,01_01_02_P,3110000,PHMA120193110032041100014,2019-04-01,,01,영업/정상,13,영업중,,,,,02-355-1194,,,서울특별시 은평구 대조동 38번지 19호,"서울특별시 은평구 진흥로 133, A동 1층 (대조동)",03395,은혜내과의원,2026-03-27 03:13:18,U,2026-03-29 02:40:00,의원,193284.940671202,456206.224350641,의원,1,0,0,154,114 113 111 101,"내과, 소아청소년과, 이비인후과, 피부과",,,,0,0,,,0,,
82,의원,01_01_02_P,4090000,PHMA120194090023041100011,2019-03-22,,01,영업/정상,13,영업중,,,,,031-984-7975,,,경기도 김포시 구래동 6885번지 2호,"경기도 김포시 김포한강8로 382, 4층 405-407호 (구래동)",10071,선마취통증의학과의원,2026-03-27 01:13:25,U,2026-03-29 02:40:00,의원,166979.003897802,460200.559820393,의원,1,0,0,333.94,120 109 106 105,"정형외과, 신경외과, 마취통증의학과, 재활의학과",,,,0,0,,,0,,
84,의원,01_01_02_P,3000000,PHMA120233000034041100009,2023-06-08,,01,영업/정상,13,영업중,,,,,02-737-8275,,,서울특별시 종로구 평동 222 디타워(돈의문),"서울특별시 종로구 통일로 134, 디타워(돈의문) 지하1층 101호 (평동)",03181,두리이비인후과의원,2026-03-27 02:43:30,U,2026-03-29 02:40:00,의원,,,의원,2,0,0,206.59,113 111,"소아청소년과, 이비인후과",,,,0,0,,,0,,
103,의원,01_01_02_P,3830000,PHMA120023830077041100023,2002-05-28,,01,영업/정상,13,영업중,,,,,0507-1374-0488,,,,"경기도 안양시 동안구 귀인로 198, 307호 (평촌동, 현대베스트타운)",14103,톡바른경희한의원,2026-03-27 10:51:18,U,2026-03-29 02:40:00,한의원,196487.530466297,431482.855725008,한의원,1,0,0,110.6,308 307 306 305 304 303 302 301,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,
104,의원,01_01_02_P,3830000,PHMA120033830077041100014,2003-04-15,,01,영업/정상,13,영업중,,,,,031-388-3011,,,,"경기도 안양시 동안구 평촌대로217번길 45, 307호 (호계동, 지투빌딩)",14072,범계경희한의원,2026-03-27 10:52:46,U,2026-03-29 02:40:00,한의원,,,한의원,1,0,0,74.9,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,
105,의원,01_01_02_P,3830000,PHMA120043830077041100013,2004-02-11,,03,폐업,03,폐업,2026-03-31,,,,031-445-0006,,,,"경기도 안양시 동안구 관악대로 129, 302호 (비산동, 삼성레미안아파트상가)",13922,하하치과의원,2026-03-27 14:45:07,U,2026-03-29 02:40:00,치과의원,,,치과의원,1,0,0,168.2,402 403 405 406 407 408 409 411,"구강악안면외과, 치과보철과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과",,,,0,0,,,0,,
106,의원,01_01_02_P,3830000,PHMA120073830076041100011,2007-07-02,,01,영업/정상,13,영업중,,,,,031-443-3553,,,경기도 안양시 만안구 안양동 1432 안양아이에스BIZ타워센트럴,"경기도 안양시 만안구 덕천로152번길 25, 안양아이에스BIZ타워센트럴 B동 206호 (안양동)",14084,맑은숲한의원,2026-03-27 16:47:36,U,2026-03-29 02:40:00,한의원,,,한의원,1,0,0,84.21,301 302 304 307 305 308 303 306,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,
107,의원,01_01_02_P,3910000,PHMA120073910168041100017,2007-06-29,,01,영업/정상,13,영업중,,,,,031-650-8222,,,경기도 평택시 평택동35-3 판타지아빌딩 4층,경기도 중앙로 46 (판타지아 빌딩 4층),17910,스마일치과의원,2026-03-27 01:43:41,U,2026-03-29 02:40:00,치과의원,207757.770973839,388080.83595037,치과의원,1,0,0,286.74,408 407 406 403,"치과보철과, 치주과, 치과보존과, 구강내과",,,,0,0,,,0,,
109,의원,01_01_02_P,3830000,PHMA120173830197041100005,2017-01-24,,01,영업/정상,13,영업중,,,,,031-687-3171,,,경기도 안양시 만안구 안양동 693번지 1호,"경기도 안양시 만안구 안양로 355, 3층 (안양동)",13988,안양정형외과의원,2026-03-27 02:43:32,U,2026-03-29 02:40:00,의원,,,의원,1,0,0,215,120 115 114 109 106 105 101,"내과, 정형외과, 신경외과, 마취통증의학과, 피부과, 비뇨의학과, 재활의학과",,,,0,0,,,0,,
110,의원,01_01_02_P,3820000,PHMA120153820050041100007,2015-10-12,,01,영업/정상,13,영업중,,,,,031-856-2288,,,경기도 의정부시 의정부동 175번지 10호,"경기도 의정부시 시민로 117, 13,14층 (의정부동, 나이키빌딩)",11695,로앤산부인과의원,2026-03-27 02:43:33,U,2026-03-29 02:40:00,의원,204192.882646786,470694.894005068,의원,3,2,2,436.9,119 114 113 111 110 101,"내과, 산부인과, 소아청소년과, 이비인후과, 피부과, 진단검사의학과",,,,0,0,,,0,,
114,의원,01_01_02_P,3820000,PHMA119983820050041100018,1998-12-22,,02,휴업,02,휴업,,2026-03-25,2026-08-31,,031-876-0345,,480-736,경기도 의정부시 호원2동 417-3 전원B 6F,"경기도 의정부시 평화로 382, 6층 (호원동, 진원빌딩)",11703,이주연의원,2026-03-27 15:34:10,U,2026-03-29 02:40:00,의원,,,의원,2,0,0,158.4,115 114,"피부과, 비뇨의학과",,,,0,0,,,0,,
116,의원,01_01_02_P,4040000,PHMA120164040023041100040,2016-10-04,,01,영업/정상,13,영업중,,,,,031-546-8119,,,경기도 하남시 망월동 966번지 601호602호603호702호703호,"경기도 하남시 미사강변대로 222, 6층7층 (망월동)",12909,미사정형외과의원,2026-03-27 02:13:28,U,2026-03-29 02:40:00,의원,216205.094485918,451928.707292936,의원,2,0,0,687.04,120 109 106 105,"정형외과, 신경외과, 마취통증의학과, 재활의학과",,,,0,0,,,0,,
119,의원,01_01_02_P,3160000,PHMA120193160034041100013,2019-08-30,,01,영업/정상,13,영업중,,,,,02-1661-1409,,,,"서울특별시 구로구 도림로26길 10, 해맑은미소 5,6층 (구로동)",08369,365서울한의원,2026-03-27 00:43:20,U,2026-03-29 02:40:00,한의원,190580.233113043,443203.223650546,한의원,1,0,0,264,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,
120,의원,01_01_02_P,3060000,PHMA120193060034041100017,2019-09-25,,01,영업/정상,13,영업중,,,,,02-492-1075,,,,"서울특별시 중랑구 사가정로50길 36, 1층 (면목동)",02237,경성한의원,2026-03-27 00:13:21,U,2026-03-29 02:40:00,한의원,207501.970821972,452999.049427551,한의원,1,0,0,99,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,
121,의원,01_01_02_P,3140000,PHMA120193140033041100014,2019-09-10,,01,영업/정상,13,영업중,,,,,0226058275,,,서울특별시 양천구 신정동 1183번지 5호,"서울특별시 양천구 중앙로 265, 4층 (신정동)",08073,바른윤오정형외과의원,2026-03-27 00:13:24,U,2026-03-29 02:40:00,의원,186901.467005408,446420.057014711,의원,1,0,0,340,120 109 106 105 101,"내과, 정형외과, 신경외과, 마취통증의학과, 재활의학과",,,,0,0,,,0,,
122,의원,01_01_02_P,3210000,PHMA120193210034041100059,2019-08-08,,01,영업/정상,13,영업중,,,,,02-598-8896,,,서울특별시 서초구 서초동 1303-37 서초더블유타워,"서울특별시 서초구 서초대로77길 54, 서초더블유타워 12,13층 (서초동)",06611,티유치과의원,2026-03-27 02:43:29,U,2026-03-29 02:40:00,치과의원,202117.592232177,444488.18998182,치과의원,5,0,0,973.64,411 410 409 408 407 406 405 404 403 402,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",,,,0,0,,,0,,
123,의원,01_01_02_P,3110000,PHMA120193110032041100026,2019-09-09,,01,영업/정상,13,영업중,,,,,02-352-0788,,,,"서울특별시 은평구 통일로 715, 4층 일부호 (대조동)",03397,더바른내과의원,2026-03-27 02:43:16,U,2026-03-29 02:40:00,의원,193776.413492275,456347.131639562,의원,6,0,0,420.66,101 122,"내과, 가정의학과",,,,0,0,,,0,,
126,의원,01_01_02_P,3780000,PHMA120193780062041100015,2019-07-30,,01,영업/정상,13,영업중,,,,,031-625-3375,,,경기도 성남시 수정구 창곡동 509 창곡동 509번지,"경기도 성남시 수정구 위례광장로 300, 창곡동 509번지 509,601,613~617,620호 (창곡동)",13640,삼성힐재활의학과의원,2026-03-27 00:44:32,U,2026-03-29 02:40:00,의원,212556.476317272,441263.937106941,의원,4,0,0,1235.34,122 120 109 106 105,"정형외과, 신경외과, 마취통증의학과, 재활의학과, 가정의학과",,,,0,0,,,0,,
127,의원,01_01_02_P,3970000,PHMA120193970017041100002,2019-08-14,,01,영업/정상,13,영업중,,,,,02-502-7731,,,경기도 과천시 별양동 1번지 16호 교보빌딩,"경기도 과천시 별양상가1로 13, 교보빌딩 6층 (별양동)",13837,오체안피부과의원과천점,2026-03-27 02:13:15,U,2026-03-29 02:40:00,의원,199182.982380152,436115.366546411,의원,2,0,0,237.8,114,피부과,,,,0,0,,,0,,
