축산일련번호,축산업무구분명,사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,축산물가공업구분명,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,식육포장처리업,주식회사 모두여는세상,,169413.952954702,443357.220951727,2026-04-05 23:03:54,I,0000,정상,2024-11-07 17:36:59,,2022-11-30,0,,인천광역시 서구 가좌동 178-411,식육포장처리업,356000010420220019,3560000,L00,인천광역시 서구 백범로934번길 41-2(가좌동),22846,,01,영업/정상,,,
,식육포장처리업,모슬포에프앤비(주),,167716.475596246,456405.827409121,2026-04-05 23:03:54,I,0000,정상,2025-03-18 11:33:31,,2022-12-01,0,,인천광역시 서구 금곡동 748-8,식육포장처리업,356000010420220020,3560000,L00,인천광역시 서구 소담2로 32-2(금곡동),22648,,01,영업/정상,,,
,식육포장처리업,(주)한국푸드씨스템,,167284.749525582,456684.16492691,2026-04-05 23:03:54,I,0000,정상,2025-10-24 15:00:06,,2022-12-01,1820,,인천광역시 서구 금곡동 740-2 (주)한국푸드씨스템,식육포장처리업,356000010420220021,3560000,L00,"인천광역시 서구 소담1로 43, (주)한국푸드씨스템 (금곡동)",22648,,01,영업/정상,,,032-710-5488
,식육포장처리업,(주)미트연구소,,172304.65352928,441998.803881723,2026-04-05 23:03:54,I,0000,정상,2022-12-02 14:38:50,,2022-12-02,0,,인천광역시 서구 가좌동 477-4 삼성식품(주),식육포장처리업,356000010420220022,3560000,L00,"인천광역시 서구 가좌로96번길 31, 삼성식품(주) A동 2층 (가좌동)",22824,,01,영업/정상,,,
,식육포장처리업,(주)아성미트,,172303.074166034,441850.373982492,2026-04-05 23:03:54,I,0000,정상,2022-12-20 16:12:53,,2022-12-20,0,,인천광역시 서구 가좌동 481-1,식육포장처리업,356000010420220024,3560000,L00,"인천광역시 서구 백범로622번길 18, 2층 (가좌동)",22824,,01,영업/정상,,,
,식육포장처리업,백푸드,,169136.663311513,444590.360175471,2026-04-05 23:03:54,I,0000,정상,2023-08-23 16:18:40,,2023-01-04,0,,인천광역시 서구 석남동 223-218,식육포장처리업,356000010420230001,3560000,L00,인천광역시 서구 건지로97번길 33-11(석남동),22772,,01,영업/정상,,,
,식육포장처리업,다림푸드,,171126.074366795,443090.009340847,2026-04-05 23:03:54,I,0000,정상,2024-05-24 14:12:22,,2023-01-10,0,,인천광역시 서구 가좌동 560-19,식육포장처리업,356000010420230002,3560000,000,"인천광역시 서구 가정로58번길 30, 102호 (가좌동)",22838,,01,영업/정상,,,
,식육포장처리업,(주)고기나라,,172390.745108971,441803.585180289,2026-04-05 23:03:54,I,0000,정상,2025-10-29 15:35:28,,2012-11-06,0,,인천광역시 서구 가좌동 481-12,식육포장처리업,356000010420230003,3560000,L00,인천광역시 서구 가좌로96번길 19(가좌동),22824,,01,영업/정상,,,
,식육포장처리업,티엠디상사,,169019.702788476,444229.522363944,2026-04-05 23:03:54,I,0000,정상,2023-03-06 09:40:19,,2023-03-06,0,,인천광역시 서구 석남동 650-162,식육포장처리업,356000010420230004,3560000,L00,인천광역시 서구 건지로 77-2(석남동),22772,,01,영업/정상,,,032-513-9057
,식육포장처리업,(주)미르스타에프엔디,,170443.314915842,442810.761223916,2026-04-05 23:03:54,I,0000,정상,2023-03-06 10:22:25,,2015-11-06,0,,인천광역시 서구 가좌동 585-38,식육포장처리업,356000010420230005,3560000,L00,인천광역시 서구 가정로37번길 37-24(가좌동),22839,,01,영업/정상,,,
,식육포장처리업,수미트,,166836.45,446667.92,2026-04-05 23:03:54,I,0000,정상,2023-03-07 17:37:13,,2021-02-05,0,,인천광역시 서구 청라동 104-139,식육포장처리업,356000010420230006,3560000,000,"인천광역시 서구 보석로18번길 11, 101호 (청라동)",22766,,01,영업/정상,,,
,식육포장처리업,주식회사 피플블라썸,,167688.646255705,456510.636455214,2026-04-05 23:03:54,I,0000,정상,2023-03-09 14:29:44,,2023-03-09,0,,인천광역시 서구 금곡동 745-19,식육포장처리업,356000010420230007,3560000,L00,"인천광역시 서구 소담2로 34, 1층 (금곡동)",22648,,01,영업/정상,,,02-2618-4494
,식육포장처리업,미르푸드,,167415.731305804,454999.36786445,2026-04-05 23:03:54,I,0000,정상,2026-04-01 09:24:08,,2023-04-10,0,,인천광역시 서구 오류동 1738-2 골든뷰,식육포장처리업,356000010420230008,3560000,000,"인천광역시 서구 단봉로 179, 1층 101호 (오류동, 골든뷰)",22655,,01,영업/정상,,,
,식육포장처리업,주식회사 백마유통,,170731.259271734,443619.249863252,2026-04-05 23:03:54,I,0000,정상,2024-12-03 17:47:37,,2023-05-11,0,,인천광역시 서구 가좌동 146,식육포장처리업,356000010420230009,3560000,L00,인천광역시 서구 건지로250번길 53 (가좌동),22835,,01,영업/정상,,,
,식육포장처리업,(주)비젼식품,,171673.035533925,442097.926643952,2026-04-05 23:03:54,I,0000,정상,2026-02-14 10:18:31,,2023-05-22,0,,인천광역시 서구 가좌동 541-1 스마트테크노타워,식육포장처리업,356000010420230010,3560000,L00,"인천광역시 서구 백범로 681, 스마트테크노타워 205, 2008호 (가좌동)",22829,,01,영업/정상,,,032-582-2472
,식육포장처리업,(주)미트프라자(금곡),,167313.812974744,456557.220679256,2026-04-05 23:03:54,I,0000,정상,2023-12-13 17:12:38,,2023-05-23,3296,,인천광역시 서구 금곡동 742-3,식육포장처리업,356000010420230011,3560000,L00,인천광역시 서구 소담로 23 (금곡동),22648,,01,영업/정상,,,032-577-9024
,식육포장처리업,주식회사 제이에스비미트,,171324.678836463,444770.040444583,2026-04-05 23:03:54,I,0000,정상,2025-06-09 09:15:50,,2023-06-01,0,,인천광역시 서구 석남동 551-32,식육포장처리업,356000010420230012,3560000,L00,"인천광역시 서구 서달로67번길 16-2, 1층 (석남동)",22803,,01,영업/정상,,,
,식육포장처리업,아라축산 유한회사,,171728.916123434,443889.846913607,2026-04-05 23:03:54,I,0000,정상,2023-06-01 11:52:59,,2016-09-30,0,,인천광역시 서구 가좌동 96,식육포장처리업,356000010420230013,3560000,L00,"인천광역시 서구 원적로105번길 24, 1,2층 (가좌동)",22809,,01,영업/정상,,,
,식육포장처리업,(주)한신푸드,,170514.007760841,442864.599604398,2026-04-05 23:03:54,I,0000,정상,2023-07-16 17:27:28,,2023-07-14,0,,인천광역시 서구 가좌동 585-20,식육포장처리업,356000010420230014,3560000,L00,"인천광역시 서구 가정로37번길 33, 3층 302호 (가좌동)",22839,,01,영업/정상,,,032-571-8889
,식육포장처리업,덕운축산,,170558.665516501,443912.501208869,2026-04-05 23:03:54,I,0000,정상,2023-07-14 15:03:18,,2023-07-14,0,,인천광역시 서구 가좌동 136,식육포장처리업,356000010420230015,3560000,000,"인천광역시 서구 염곡로 140, 1층 103호 (가좌동)",22832,,01,영업/정상,,,
,식육포장처리업,다인,,170764.218313135,443100.233734679,2026-04-05 23:03:54,I,0000,정상,2023-07-20 16:35:51,,2023-07-20,0,,인천광역시 서구 가좌동 577-6,식육포장처리업,356000010420230016,3560000,000,"인천광역시 서구 가정로57번길 9, 1동 2층 (가좌동)",22837,,01,영업/정상,,,
,식육포장처리업,(주)정육감,2026-03-31,167246.689768675,447818.768366626,2026-04-05 23:03:54,I,0002,폐업,2026-03-31 12:56:57,,2023-12-14,0,,인천광역시 서구 청라동 97-4 쓰리엠파크,식육포장처리업,356000010420230019,3560000,L00,"인천광역시 서구 청라한내로72번길 23, 쓰리엠파크 3층 306호 (청라동)",22758,,03,폐업,,,
,식육포장처리업,오뉴푸드,,170147.380615755,442759.287643876,2026-04-05 23:03:54,I,0000,정상,2023-12-21 16:40:19,,2023-12-21,0,,인천광역시 서구 가좌동 178-322 탑 엔지니어링,식육포장처리업,356000010420230020,3560000,000,"인천광역시 서구 염곡로15번길 7, 탑 엔지니어링 2층 202호 (가좌동)",22840,,01,영업/정상,,,
,식육포장처리업,참돈,,170147.380615755,442759.287643876,2026-04-05 23:03:54,I,0000,정상,2026-01-26 18:56:47,,2023-12-21,0,,인천광역시 서구 가좌동 178-322 탑 엔지니어링,식육포장처리업,356000010420230021,3560000,000,"인천광역시 서구 염곡로15번길 7, 탑 엔지니어링 2층 201호 (가좌동)",22840,,01,영업/정상,,,
,식육포장처리업,와우푸드,,170258.753843543,444407.748445027,2026-04-05 23:03:54,I,0000,정상,2026-01-06 09:20:20,,2023-12-21,0,,인천광역시 서구 석남동 223-563,식육포장처리업,356000010420230022,3560000,000,"인천광역시 서구 석남로 25, 제가동 2층 202호 (석남동)",22794,,01,영업/정상,,,
,식육포장처리업,가을푸드,,170258.753843543,444407.748445027,2026-04-05 23:03:54,I,0000,정상,2026-01-06 09:23:13,,2023-12-21,0,,인천광역시 서구 석남동 223-563,식육포장처리업,356000010420230023,3560000,000,"인천광역시 서구 석남로 25, 제가동 2층 203호 (석남동)",22794,,01,영업/정상,,,
,식육포장처리업,은민푸드,,170258.753843543,444407.748445027,2026-04-05 23:03:54,I,0000,정상,2025-09-01 18:04:58,,2023-12-21,0,,인천광역시 서구 석남동 223-563,식육포장처리업,356000010420230024,3560000,000,"인천광역시 서구 석남로 25, 제가동 2층 201호 (석남동)",22794,,01,영업/정상,,,
,식육포장처리업,마인푸드,,170147.380615755,442759.287643876,2026-04-05 23:03:54,I,0000,정상,2026-01-29 15:32:06,,2023-12-21,0,,인천광역시 서구 가좌동 178-322 탑 엔지니어링,식육포장처리업,356000010420230025,3560000,000,"인천광역시 서구 염곡로15번길 7, 탑 엔지니어링 2층 203호 (가좌동)",22840,,01,영업/정상,,,
,식육포장처리업,우진F&C,,170121.701897957,444910.007109947,2026-04-05 23:03:54,I,0000,정상,2024-01-26 17:24:48,,2024-01-26,169,,인천광역시 서구 석남동 222-74,식육포장처리업,356000010420240001,3560000,000,"인천광역시 서구 길주로44번길 38, 3동 (석남동)",22793,,01,영업/정상,,,
,식육포장처리업,JK푸드시스템,,172154.866297412,442111.972700954,2026-04-05 23:03:54,I,0000,정상,2024-02-01 17:55:54,,2024-02-01,0,,인천광역시 서구 가좌동 475-7 효원실업공장,식육포장처리업,356000010420240002,3560000,000,"인천광역시 서구 가좌로96번길 11, 효원실업공장 1동 2층 2-1호 (가좌동)",22824,,01,영업/정상,,,
,식육포장처리업,푸드케이,,172154.866297412,442111.972700954,2026-04-05 23:03:54,I,0000,정상,2024-02-01 17:58:39,,2024-02-01,0,,인천광역시 서구 가좌동 475-7 효원실업공장,식육포장처리업,356000010420240003,3560000,000,"인천광역시 서구 가좌로96번길 11, 효원실업공장 1동 2층 2-2호 (가좌동)",22824,,01,영업/정상,,,
,식육포장처리업,왕가푸드,,172154.866297412,442111.972700954,2026-04-05 23:03:54,I,0000,정상,2024-06-26 11:38:34,,2024-02-01,0,,인천광역시 서구 가좌동 475-7 효원실업공장,식육포장처리업,356000010420240004,3560000,000,"인천광역시 서구 가좌로96번길 11, 효원실업공장 1동 2층 2-3호 (가좌동)",22824,,01,영업/정상,,,
,식육포장처리업,이음푸드,,172241.941323204,442078.80248663,2026-04-05 23:03:54,I,0000,정상,2024-03-06 17:53:46,,2024-03-06,0,,인천광역시 서구 가좌동 476-12,식육포장처리업,356000010420240006,3560000,000,"인천광역시 서구 열우물로197번길 8, 지층 B01-2호 (가좌동)",22824,,01,영업/정상,,,
,식육포장처리업,DSMR푸드,,169514.205360841,443204.898152608,2026-04-05 23:03:54,I,0000,정상,2024-09-04 08:57:16,,2021-07-26,0,,인천광역시 서구 가좌동 178-195 디에스엠알푸드,식육포장처리업,356000010420240007,3560000,000,"인천광역시 서구 봉수대로161번길 42-1, 디에스엠알푸드 (가좌동)",22845,,01,영업/정상,,,
,식육포장처리업,레오미트,,171524.662822735,448932.773663184,2026-04-05 23:03:54,I,0000,정상,2024-04-01 16:29:35,,2024-04-01,0,,인천광역시 서구 심곡동 301-4,식육포장처리업,356000010420240008,3560000,000,"인천광역시 서구 심곡로 81, 1층 (심곡동)",22711,,01,영업/정상,,,
,식육포장처리업,주식회사 에스지피,,165916.984438499,454908.677529318,2026-04-05 23:03:54,I,0000,정상,2025-02-18 09:11:01,,2024-04-24,0,,인천광역시 서구 오류동 1656-1 블루텍,식육포장처리업,356000010420240010,3560000,L00,"인천광역시 서구 보듬로 158, 블루텍 공존동 7층 738호 (오류동)",22664,,01,영업/정상,,,
,식육포장처리업,보람미트 협동조합,,172870.765515994,454422.633419674,2026-04-05 23:03:54,I,0000,정상,2024-05-23 17:11:54,,2024-05-23,0,,인천광역시 서구 당하동 1027-15 신안실크벨리아파트,식육포장처리업,356000010420240011,3560000,L00,"인천광역시 서구 원당대로840번길 24, 신안실크벨리아파트 상가동 106호 (당하동)",22681,,01,영업/정상,,,
,식육포장처리업,주식회사 우영 경인지점,,167587.041953944,456876.311057839,2026-04-05 23:03:54,I,0000,정상,2025-10-20 10:06:40,,2021-03-25,1062,,인천광역시 서구 금곡동 743-6,식육포장처리업,356000010420240012,3560000,L00,인천광역시 서구 소담로 64 (금곡동),22648,,01,영업/정상,,,
,식육포장처리업,주식회사 소굿비앤피,,171688.544999717,442686.523754417,2026-04-05 23:03:54,I,0000,정상,2025-11-06 17:03:32,,2024-07-25,0,,인천광역시 서구 가좌동 287-27,식육포장처리업,356000010420240014,3560000,L00,"인천광역시 서구 열우물로 281-1, 1동 1층 (가좌동)",22826,,01,영업/정상,,,
,식육포장처리업,더케이미트,,171720.115,449873.08,2026-04-05 23:03:54,I,0000,정상,2024-08-28 14:20:59,,2024-07-25,0,,인천광역시 서구 연희동 696-14,식육포장처리업,356000010420240015,3560000,000,"인천광역시 서구 간촌로31번길 17, 1층 (연희동)",22708,,01,영업/정상,,,
,식육포장처리업,돈도람,,168980.236266171,445818.414374361,2026-04-05 23:03:54,I,0000,정상,2025-11-25 13:35:56,,2024-08-20,0,,인천광역시 서구 원창동 382-33,식육포장처리업,356000010420240017,3560000,000,"인천광역시 서구 중봉대로386번길 7, 1동 1층 (원창동)",22771,,01,영업/정상,,,
,식육포장처리업,참빛그린푸드,,167616.312362727,456752.161404796,2026-04-05 23:03:54,I,0000,정상,2024-08-21 16:42:31,,2024-08-21,2670.4,,인천광역시 서구 금곡동 745-2,식육포장처리업,356000010420240018,3560000,L00,"인천광역시 서구 소담로58번길 10, 1층 (금곡동)",22648,,01,영업/정상,,,
,식육포장처리업,(주)프랭크에프앤비,,169224.704145677,443610.928661082,2026-04-05 23:03:54,I,0000,정상,2024-09-09 11:38:06,,2024-09-04,0,,인천광역시 서구 가좌동 173-299,식육포장처리업,356000010420240020,3560000,L00,인천광역시 서구 보도진로42번길 5 (가좌동),22847,,01,영업/정상,,,1544-7253
,식육포장처리업,주식회사 백년푸드,,171673.035533925,442097.926643952,2026-04-05 23:03:54,I,0000,정상,2025-09-09 09:31:21,,2020-10-28,0,,인천광역시 서구 가좌동 541-1 스마트테크노타워 207호,식육포장처리업,356000010420240021,3560000,L00,"인천광역시 서구 백범로 681, 스마트테크노타워 2층 207호 (가좌동)",22829,,01,영업/정상,,,
,식육포장처리업,주식회사 백호미트,,,,2026-04-05 23:03:54,I,0000,정상,2024-11-08 13:57:33,,2024-11-08,0,,인천광역시 서구 가좌동 178-553,식육포장처리업,356000010420240022,3560000,L00,인천광역시 서구 봉수대로 192-4 (가좌동),22840,,01,영업/정상,,,
,식육포장처리업,DS유통,2026-02-25,169947.573493152,444816.369375625,2026-04-05 23:03:54,I,0002,폐업,2026-02-25 10:39:28,,2024-11-26,0,,인천광역시 서구 석남동 223-887,식육포장처리업,356000010420240024,3560000,000,인천광역시 서구 봉수대로 327-5 (석남동),22771,,03,폐업,,,
,식육포장처리업,건호푸드,,171756.828143904,442498.370296112,2026-04-05 23:03:54,I,0000,정상,2024-12-12 15:40:58,,2024-12-12,0,,인천광역시 서구 가좌동 289-65,식육포장처리업,356000010420240025,3560000,000,"인천광역시 서구 가좌로95번길 48, 3층 (가좌동)",22826,,01,영업/정상,,,
,식육포장처리업,꼬기공장,,171673.035533925,442097.926643952,2026-04-05 23:03:54,I,0000,정상,2025-01-13 15:22:55,,2025-01-13,0,,인천광역시 서구 가좌동 541-1 스마트테크노타워 509호,식육포장처리업,356000010420250001,3560000,000,"인천광역시 서구 백범로 681, 스마트테크노타워 5층 509호 (가좌동)",22829,,01,영업/정상,,,
,식육포장처리업,주식회사 더나눔푸드,,165863.069259996,451552.488507784,2026-04-05 23:03:54,I,0000,정상,2025-01-14 10:18:54,,2025-01-14,0,,인천광역시 서구 오류동 1547-5,식육포장처리업,356000010420250002,3560000,L00,인천광역시 서구 뱃길1로 27 (오류동),22849,,01,영업/정상,,,070-7605-3677
,식육포장처리업,(주)장우,,,,2026-04-05 23:03:54,I,0000,정상,2025-02-27 17:46:19,,2025-02-27,0,,인천광역시 서구 가좌동 178-543,식육포장처리업,356000010420250003,3560000,L00,"인천광역시 서구 봉수대로 176, 1층 (가좌동)",22840,,01,영업/정상,,,
,식육포장처리업,주식회사 더존푸드 인천지점,,169077.96923247,444399.475517472,2026-04-05 23:03:54,I,0000,정상,2025-11-11 20:55:47,,2025-05-07,0,,인천광역시 서구 석남동 650-82 1층 일부호,식육포장처리업,356000010420250004,3560000,L00,"인천광역시 서구 건지로95번길 25, 1층 일부호 (석남동)",22772,,01,영업/정상,,,
,식육포장처리업,모나코푸드,,169720.389074778,446282.394035087,2026-04-05 23:03:54,I,0000,정상,2025-05-16 10:46:02,,2025-05-16,0,,인천광역시 서구 원창동 36-28 1층 103호,식육포장처리업,356000010420250005,3560000,000,"인천광역시 서구 원창로 81, 공장 1층 103호 (원창동)",22770,,01,영업/정상,,,032-719-3254
,식육포장처리업,(주)제이씨푸드,,169720.389074778,446282.394035087,2026-04-05 23:03:54,I,0000,정상,2025-05-16 10:46:50,,2025-05-16,0,,인천광역시 서구 원창동 36-28 공장 1층 102호,식육포장처리업,356000010420250006,3560000,L00,"인천광역시 서구 원창로 81, 공장 1층 102호 (원창동)",22770,,01,영업/정상,,,032-573-1023
,식육포장처리업,주식회사 대진푸드,,170764.218313135,443100.233734679,2026-04-05 23:03:54,I,0000,정상,2025-05-28 11:00:47,,2025-05-28,0,,인천광역시 서구 가좌동 577-6 4동 2층호,식육포장처리업,356000010420250007,3560000,L00,"인천광역시 서구 가정로57번길 9, 4동 2층 (가좌동)",22837,,01,영업/정상,,,
,식육포장처리업,주식회사 미트충전소,,172169.737703082,441623.975982575,2026-04-05 23:03:54,I,0000,정상,2025-09-24 16:44:47,,2025-06-13,0,,인천광역시 서구 가좌동 524-11,식육포장처리업,356000010420250008,3560000,L00,"인천광역시 서구 백범로 611, 503~505호 (가좌동)",22830,,01,영업/정상,,,
,식육포장처리업,주식회사 라운드미트,,167326.069550648,456520.750120401,2026-04-05 23:03:55,I,0000,정상,2025-07-18 14:26:56,,2025-07-18,0,,인천광역시 서구 금곡동 742-4,식육포장처리업,356000010420250009,3560000,L00,"인천광역시 서구 소담로 19, 1층 (금곡동)",22648,,01,영업/정상,,,
,식육포장처리업,청정,,164438.571221446,454012.040471094,2026-04-05 23:03:55,I,0000,정상,2025-07-25 18:53:49,,2025-07-25,0,,인천광역시 서구 오류동 1610-1 인천표면처리센터 요진코아텍 159호,식육포장처리업,356000010420250010,3560000,000,"인천광역시 서구 가람로 14, 인천표면처리센터 요진코아텍 159호 (오류동)",22665,,01,영업/정상,,,
,식육포장처리업,와이비,,164438.571221446,454012.040471094,2026-04-05 23:03:55,I,0000,정상,2025-07-25 18:55:12,,2025-07-25,0,,인천광역시 서구 오류동 1610-1 인천표면처리센터 요진코아텍 160호,식육포장처리업,356000010420250011,3560000,000,"인천광역시 서구 가람로 14, 인천표면처리센터 요진코아텍 160호 (오류동)",22665,,01,영업/정상,,,
,식육포장처리업,와이드 푸드,,164438.571221446,454012.040471094,2026-04-05 23:03:55,I,0000,정상,2025-07-25 18:56:19,,2025-07-25,0,,인천광역시 서구 오류동 1610-1 인천표면처리센터 요진코아텍 161호,식육포장처리업,356000010420250012,3560000,000,"인천광역시 서구 가람로 14, 인천표면처리센터 요진코아텍 161호 (오류동)",22665,,01,영업/정상,,,
,식육포장처리업,주식회사 늘온푸드,,165916.984438499,454908.677529318,2026-04-05 23:03:55,I,0000,정상,2025-08-07 16:49:05,,2025-08-07,0,,인천광역시 서구 오류동 1656-1 블루텍 626호,식육포장처리업,356000010420250013,3560000,L00,"인천광역시 서구 보듬로 158, 블루텍 6층 626호 (오류동)",22664,,01,영업/정상,,,
,식육포장처리업,믿음푸드,,169841.569500665,444459.791872794,2026-04-05 23:03:55,I,0000,정상,2025-08-18 16:20:32,,2025-08-18,0,,인천광역시 서구 석남동 223-826,식육포장처리업,356000010420250014,3560000,000,"인천광역시 서구 봉수대로285번길 20-12, 1층 (석남동)",22774,,01,영업/정상,,,
,식육포장처리업,(주)동행메이트,,170990.036022709,449884.935797309,2026-04-05 23:03:55,I,0000,정상,2026-02-14 10:17:31,,2025-08-27,0,,"인천광역시 서구 연희동 727-5 101, 102호",식육포장처리업,356000010420250015,3560000,L00,"인천광역시 서구 연희로28번길 17-6, 101,102호 (연희동)",22719,,01,영업/정상,,,
,식육포장처리업,인용푸드,2026-03-19,169702.739617434,446283.172335413,2026-04-05 23:03:55,I,0002,폐업,2026-03-19 15:57:33,,2025-11-06,0,,인천광역시 서구 원창동 36-54,식육포장처리업,356000010420250016,3560000,000,"인천광역시 서구 원창로 79-1, 1층 (원창동)",22770,,03,폐업,,,
,식육포장처리업,디에이치,,169229.726775998,444493.863129039,2026-04-05 23:03:55,I,0000,정상,2025-11-17 16:52:55,,2025-11-17,0,,인천광역시 서구 석남동 223-255,식육포장처리업,356000010420250017,3560000,000,"인천광역시 서구 건지로97번길 34, 1층 (석남동)",22773,,01,영업/정상,,,
,식육포장처리업,주식회사 위미트,,171413.027905891,442628.670567501,2026-04-05 23:03:55,I,0000,정상,2025-12-04 16:17:45,,2025-12-04,0,,인천광역시 서구 가좌동 556-54 (주)온달축산,식육포장처리업,356000010420250018,3560000,L00,"인천광역시 서구 장고개로217번길 4, 1층 전부, 2층 일부호 (가좌동)",22827,,01,영업/정상,,,
