건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층
4,임대,1,(주)다우에이치알,건물위생관리업,,,,,192760.624927571,457703.381893102,2026-04-05 23:08:02,I,01,영업,,2014-05-19 17:28:09,2005-11-02,145.80,122-810,서울특별시 은평구 갈현동 405-2 (3층),N,,3110000-206-2005-00005,3110000,"서울특별시 은평구 갈현로36길 18-1 (갈현동,(3층))",03329,01,영업/정상,건물위생관리업,02-3157-3101,3,0,3,0
2,임대,1,임선씨엔에스,건물위생관리업,,,,,191545.050373675,453244.229758597,2026-04-05 23:08:07,I,01,영업,,2024-12-26 12:08:31,2007-04-19,5.89,122-937,서울특별시 은평구 증산동 184-9,N,,3110000-206-2007-00006,3110000,"서울특별시 은평구 증산로3길 12, 라동 5호 (증산동)",03500,01,영업/정상,건물위생관리업,02-309-5388,1,,,
3,임대,1,(주)케이이비엠,건물위생관리업,,,,,193079.384846112,455774.77300707,2026-04-05 23:08:17,I,01,영업,,2022-05-04 13:53:12,2007-06-07,151.93,122-834,서울특별시 은평구 녹번동 162-1 지상2층,N,,3110000-206-2007-00007,3110000,"서울특별시 은평구 응암로 369-1, 지상2층 (녹번동)",03458,01,영업/정상,건물위생관리업,02-383-4565,1,0,1,0
0,,0,대양씨앤지주식회사,건물위생관리업,,,,,192019.831786475,455998.048864993,2026-04-05 23:08:05,I,01,영업,,2019-07-10 13:35:29,2007-12-28,116.28,122-900,서울특별시 은평구 역촌동 52-24,N,,3110000-206-2007-00014,3110000,"서울특별시 은평구 갈현로 93, 3층 (역촌동)",03430,01,영업/정상,건물위생관리업,02-359-5641,0,0,0,0
,,,(주)두리교우파워시스템,건물위생관리업,,,,,192004.881189467,454244.166904241,2026-04-05 23:08:15,I,01,영업,,2022-02-28 11:09:40,2007-05-31,67.64,122-891,서울특별시 은평구 신사동 343-3,N,,3110000-206-2007-00017,3110000,"서울특별시 은평구 증산로17길 25-4, 3층 (신사동)",03443,01,영업/정상,건물위생관리업,02-766-5477,,,,
4,임대,1,안정이앤씨,건물위생관리업,,,,,,,2026-04-05 23:08:11,I,01,영업,,2013-08-01 11:04:16,2008-11-05,93.24,122-905,서울특별시 은평구 응암동 58-16 (지하1층),N,,3110000-206-2008-00004,3110000,서울특별시 은평구 은평로18길 9 (응암동),,01,영업/정상,건물위생관리업,1566-2313,,1,,1
0,임대,0,한국자연공원협회,건물위생관리업,,,,,194032.3439259,456430.153414582,2026-04-05 23:08:07,I,01,영업,,2015-11-11 16:00:53,2009-07-10,54.00,122-871,서울특별시 은평구 불광동 613-2 2층,N,,3110000-206-2009-00005,3110000,"서울특별시 은평구 진흥로 215, 2층 (불광동)",03367,01,영업/정상,건물위생관리업,02-358-2421,0,0,0,0
0,임대,0,그린환경,건물위생관리업,,,,,192700.430929896,453519.463895899,2026-04-05 23:08:07,I,01,영업,,2015-07-02 17:08:39,2009-07-14,45.00,122-930,서울특별시 은평구 응암동 694-1 지상2층,N,,3110000-206-2009-00006,3110000,"서울특별시 은평구 가좌로7나길 30, 지상2층 (응암동)",03483,01,영업/정상,건물위생관리업,02-373-1528,,,,
3,임대,1,(주)태림산업관리,건물위생관리업,,,,,192512.179422357,455691.387414821,2026-04-05 23:08:07,I,01,영업,,2014-06-25 10:52:03,2009-10-20,77.60,122-898,서울특별시 은평구 역촌동 35-15 지상2층,N,,3110000-206-2009-00007,3110000,"서울특별시 은평구 연서로 50, 2층 (역촌동)",03406,01,영업/정상,건물위생관리업,02-6351-3917,0,0,0,0
5,임대,1,주식회사 무진이엠에스,건물위생관리업,,,,,193156.561270858,457559.907742276,2026-04-05 23:08:07,I,01,영업,,2024-07-30 10:45:45,2010-01-18,33.00,122-860,서울특별시 은평구 불광동 310-81 203호,N,50,3110000-206-2010-00010,3110000,"서울특별시 은평구 연서로31길 3, 203호 (불광동)",03345,01,영업/정상,건물위생관리업,02-556-8156,2,0,0,5
0,임대,0,(주)보명씨티에스,건물위생관리업,,,,,193156.561270858,457559.907742276,2026-04-05 23:08:15,I,01,영업,,2025-07-17 09:28:35,2011-10-21,33.00,122-860,서울특별시 은평구 불광동 310-81 202호,N,,3110000-206-2011-00005,3110000,"서울특별시 은평구 연서로31길 3, 202호 (불광동)",03345,01,영업/정상,건물위생관리업,02-556-8156,4,0,4,0
0,,0,엠에스테크건설(주),건물위생관리업,,,,,193340.016253073,457795.722154867,2026-04-05 23:08:11,I,01,영업,,2015-11-24 10:32:30,2011-05-25,34.00,122-866,서울특별시 은평구 불광동 419-1 지상1층 2호,N,,3110000-206-2011-00007,3110000,"서울특별시 은평구 연서로35길 13, 지상1층 2호 (불광동)",03342,01,영업/정상,건물위생관리업,02-921-7708,2,,,
0,,0,금성종합개발,건물위생관리업,,,,,192521.787339113,457705.703898353,2026-04-05 23:08:05,I,01,영업,,2014-08-26 14:44:34,2001-04-20,45.00,122-811,서울특별시 은평구 갈현동 434-35 지하1층 B01호,N,,3110000-206-2001-02149,3110000,"서울특별시 은평구 갈현로35길 6-12, 지하1층 B01호 (갈현동)",03320,01,영업/정상,건물위생관리업,02-389-9494,0,0,,
0,,0,베스트클린텍,건물위생관리업,,,,,191681.696827121,453237.627360387,2026-04-05 23:08:07,I,01,영업,,2013-05-28 11:21:34,2012-03-29,50.00,122-937,서울특별시 은평구 증산동 177-1,N,,3110000-206-2012-00001,3110000,"서울특별시 은평구 증산로 261, 402호 (증산동)",03500,01,영업/정상,건물위생관리업,02-375-4100,4,,4,
0,,0,(주)에스제이두웰,건물위생관리업,,,,,192004.881189467,454244.166904241,2026-04-05 23:08:11,I,01,영업,,2023-10-23 14:42:12,2012-07-27,16.00,122-891,서울특별시 은평구 신사동 343-3 지상2층 201호,N,,3110000-206-2012-00007,3110000,"서울특별시 은평구 증산로17길 25-4, 지상2층 201호 (신사동)",03443,01,영업/정상,건물위생관리업,02-376-8766,1,,1,
,,,클린허브컴퍼니,건물위생관리업,,,,,192022.500585906,456014.693187969,2026-04-05 23:08:13,I,01,영업,,2019-10-16 14:26:56,2013-01-15,26.40,122-900,서울특별시 은평구 역촌동 52-17,N,,3110000-206-2013-00002,3110000,"서울특별시 은평구 갈현로 95, 지상1층 (역촌동)",03430,01,영업/정상,건물위생관리업,,,,,
0,임대,0,(주)한빛티엠에스,건물위생관리업,,,,,193156.561270858,457559.907742276,2026-04-05 23:08:10,I,01,영업,15,2014-01-20 17:32:41,2013-05-02,13.00,122-860,서울특별시 은평구 불광동 310-81 2층 201호호,N,10,3110000-206-2013-00005,3110000,"서울특별시 은평구 연서로31길 3, 2층 201호 (불광동)",03345,01,영업/정상,건물위생관리업,02-556-8156,2,0,2,0
0,임대,0,영화테코 주식회사,건물위생관리업,,,,,192783.198186686,456507.020102861,2026-04-05 23:08:11,I,01,영업,,2020-02-12 14:35:04,2013-03-12,167.27,122-838,"서울특별시 은평구 대조동 48-44 지하1층,부강캐슬",N,,3110000-206-2013-00008,3110000,"서울특별시 은평구 서오릉로 124-3, 지하1층 (대조동)",03394,01,영업/정상,건물위생관리업,,5,,5,
4,임대,1,청우환경,건물위생관리업,,,,,191812.562959543,454686.2868335,2026-04-05 23:08:11,I,01,영업,,2016-03-17 18:03:26,2013-03-22,32.32,122-888,서울특별시 은평구 신사동 200-32 지상1층,N,,3110000-206-2013-00009,3110000,"서울특별시 은평구 은평터널로 175, 지상1층 (신사동)",03440,01,영업/정상,건물위생관리업,02-412-1891,1,,1,
0,,0,제일환경,건물위생관리업,,,,,192386.583040779,455777.548785204,2026-04-05 23:08:07,I,01,영업,,2014-12-17 17:45:47,2014-12-17,24.00,122-900,서울특별시 은평구 역촌동 61-5 1층 우측(북쪽) 전체,N,3,3110000-206-2014-00007,3110000,"서울특별시 은평구 역말로6길 18, 지상1층 (역촌동)",03417,01,영업/정상,건물위생관리업,02-720-0207,0,0,0,0
2,임대,1,마스터 크리닝,건물위생관리업,,,,,192311.464931361,456112.199811881,2026-04-05 23:08:11,I,01,영업,,2019-06-18 12:09:36,2014-03-03,63.59,122-900,서울특별시 은평구 역촌동 46-12 201호,N,,3110000-206-2014-00009,3110000,"서울특별시 은평구 연서로9길 13, 2층 1호 (역촌동)",03416,01,영업/정상,건물위생관리업,02-1566-1970,1,,1,
4,,1,주식회사 아람피엠씨,건물위생관리업,,,,,192515.896317789,456528.476331771,2026-04-05 23:08:14,I,01,영업,,2019-01-29 16:53:51,2014-07-16,69.29,122-819,서울특별시 은평구 구산동 2-10 이지빌,N,,3110000-206-2014-00010,3110000,"서울특별시 은평구 서오릉로 149-22, 이지빌 2층 (구산동)",03412,01,영업/정상,건물위생관리업,,3,0,3,0
0,,0,(주)한결홈즈,건물위생관리업,,,,,193704.884627336,456275.086440529,2026-04-05 23:08:15,I,01,영업,0,2020-05-15 15:36:36,2015-04-02,10.00,122-837,서울특별시 은평구 대조동 15-32 201호(뉴캐슬),N,2,3110000-206-2015-00001,3110000,"서울특별시 은평구 통일로65길 13-2, 201호 (대조동, 뉴캐슬)",03397,01,영업/정상,건물위생관리업,02-373-9400,2,,2,
0,,0,에스씨코리아(SC-KOREA),건물위생관리업,,,,,190532.78702044,453768.99597066,2026-04-05 23:08:11,I,01,영업,0,2015-04-16 14:33:53,2015-04-16,60.00,122-877,서울특별시 은평구 수색동 349-1 (1층),N,1,3110000-206-2015-00002,3110000,"서울특별시 은평구 수색로18길 38, 1층 (수색동)",,01,영업/정상,건물위생관리업,02-302-0028,1,,1,
0,,0,주식회사 휴시스,건물위생관리업,,,,,193078.739476084,457202.053959406,2026-04-05 23:08:11,I,01,영업,0,2015-11-25 14:35:09,2015-11-25,23.95,122-842,서울특별시 은평구 대조동 186-25 연신내역 마에스트로 B105호,N,0,3110000-206-2015-00004,3110000,"서울특별시 은평구 통일로 827, B105호 (대조동)",03385,01,영업/정상,건물위생관리업,070-7327-1003,1,,1,
0,임대,0,주식회사 뉴제이앤제이건설,건물위생관리업,,,,,192600.451566859,455197.91922534,2026-04-05 23:08:11,I,01,영업,0,2022-05-18 14:14:08,2016-09-07,7.56,122-933,서울특별시 은평구 응암동 738 해태드림타운 지하1층 37호,N,1,3110000-206-2016-00011,3110000,"서울특별시 은평구 은평로 82, 지하1층 37호 (응암동, 해태드림타운)",03453,01,영업/정상,건물위생관리업,02-352-5166,3,0,3,0
0,,0,대한민국방역전문인협동조합,건물위생관리업,,,,,191773.59605721,453758.044537047,2026-04-05 23:08:11,I,01,영업,0,2016-11-24 15:59:04,2016-11-24,24.00,122-940,서울특별시 은평구 증산동 205-3 지하1층,N,1,3110000-206-2016-00013,3110000,"서울특별시 은평구 증산로9길 27, 지하1층 (증산동)",03498,01,영업/정상,건물위생관리업,02-598-1057,,1,,1
0,,0,도원피엠 주식회사,건물위생관리업,,,,,192194.088007811,457167.785900015,2026-04-05 23:08:16,I,01,영업,0,2026-03-06 11:28:13,2016-10-17,20.00,122-814,서울특별시 은평구 갈현동 511-29 데미안빌 제지층 제01호,N,2,3110000-206-2016-00015,3110000,"서울특별시 은평구 갈현로23길 15, 데미안빌 제지층 제01호 (갈현동, 데미안빌)",03325,01,영업/정상,건물위생관리업,070-4453-9732,,1,,1
0,자가,0,오거리,건물위생관리업,,,,,192711.011748465,454257.470146013,2026-04-05 23:08:12,I,01,영업,1,2017-02-01 15:12:49,2017-02-01,13.20,122-919,서울특별시 은평구 응암동 355-2,N,0,3110000-206-2017-00002,3110000,"서울특별시 은평구 응암로14길 1-14, 지상1층 (응암동, 좌측)",03467,01,영업/정상,건물위생관리업,02-302-2747,1,,1,
0,,0,로취스토리,건물위생관리업,,,,,191773.59605721,453758.044537047,2026-04-05 23:08:12,I,01,영업,1,2017-04-07 11:28:03,2017-03-24,28.50,122-940,서울특별시 은평구 증산동 205-3 지층,N,1,3110000-206-2017-00004,3110000,"서울특별시 은평구 증산로9길 27, 지층 (증산동)",03498,01,영업/정상,건물위생관리업,02-598-1057,,1,,1
0,,0,세창 휴 글로버,건물위생관리업,,,,,192750.046077624,456079.695099715,2026-04-05 23:08:11,I,01,영업,0,2017-06-13 17:37:03,2017-06-02,20.00,122-895,서울특별시 은평구 역촌동 13-28 1층,N,3,3110000-206-2017-00006,3110000,"서울특별시 은평구 역말로 79-6, 1층 (역촌동)",03400,01,영업/정상,건물위생관리업,,1,,1,
0,임대,0,아름환경,건물위생관리업,,,,,193079.384846112,455774.77300707,2026-04-05 23:08:11,I,01,영업,0,2022-12-29 10:41:14,2017-08-22,16.00,122-834,서울특별시 은평구 녹번동 162-1 2층,N,0,3110000-206-2017-00008,3110000,"서울특별시 은평구 응암로 369-1, 2층 (녹번동)",03458,01,영업/정상,건물위생관리업,02-354-3182,2,,2,
4,임대,0,한국집합건물 사회적협동조합,건물위생관리업,,,,,191670.559003392,454576.758260397,2026-04-05 23:08:11,I,01,영업,3,2026-01-29 11:26:06,2017-09-22,136.00,122-894,서울특별시 은평구 신사동 356 뉴신사 신성아파트,N,12,3110000-206-2017-00009,3110000,"서울특별시 은평구 은평터널로 163, 상가동 지하1층 (신사동, 뉴신사 신성아파트)",03445,01,영업/정상,건물위생관리업,070-5097-3532,,,,
0,임대,0,주식회사 미래씨앤에스,건물위생관리업,,,,,192321.80643364,454764.246784868,2026-04-05 23:08:11,I,01,영업,0,2017-11-15 09:54:39,2017-11-15,20.43,122-882,서울특별시 은평구 신사동 34-27 지상1층,N,0,3110000-206-2017-00010,3110000,"서울특별시 은평구 증산로19길 8-12, 1층 (신사동)",03451,01,영업/정상,건물위생관리업,1522-1148,,,,
0,,0,서울은평지역자활센터,건물위생관리업,,,,,193216.526377146,457169.626220368,2026-04-05 23:08:11,I,01,영업,0,2025-01-09 13:46:40,2017-12-12,288.85,122-859,서울특별시 은평구 불광동 302-13,N,16,3110000-206-2017-00011,3110000,"서울특별시 은평구 통일로 816, 2층 (불광동)",03351,01,영업/정상,건물위생관리업,02-307-1186,6,,6,
0,,0,(주)올바른21,건물위생관리업,,,,,192081.297075759,456563.072980774,2026-04-05 23:08:11,I,01,영업,,2018-03-23 11:50:54,2017-04-10,10.80,122-819,서울특별시 은평구 구산동 14-15 401호,N,,3110000-206-2017-00013,3110000,"서울특별시 은평구 갈현로 149-1, 4층 (구산동)",03429,01,영업/정상,건물위생관리업,,0,0,0,0
0,임대,0,(주)청정에프엠,건물위생관리업,,,,,192489.409006471,456116.287268647,2026-04-05 23:08:13,I,01,영업,0,2020-06-18 10:06:45,2017-08-21,89.00,122-895,서울특별시 은평구 역촌동 9-6,N,1,3110000-206-2017-00014,3110000,"서울특별시 은평구 연서로10길 2, 2층 (역촌동)",03401,01,영업/정상,건물위생관리업,070-4205-9536,,,,
6,자가,0,주식회사 씨케이매니지먼트,건물위생관리업,,,,,192244.493359472,454215.329144056,2026-04-05 23:08:11,I,01,영업,0,2018-02-08 15:06:05,2018-02-08,7.20,122-891,서울특별시 은평구 신사동 338-1 지상6층,N,9,3110000-206-2018-00002,3110000,"서울특별시 은평구 증산로 379, 6층 (신사동)",03448,01,영업/정상,건물위생관리업,02-337-3981,,,,
0,,0,밝은세상토탈케어,건물위생관리업,,,,,195358.535748819,461455.876513588,2026-04-05 23:08:11,I,01,영업,0,2024-12-19 13:55:02,2018-03-26,30.00,122-200,서울특별시 은평구 진관동 277-17,N,1,3110000-206-2018-00004,3110000,"서울특별시 은평구 대서문길 36, A동 1층 107호 (진관동)",03307,01,영업/정상,건물위생관리업,,,,,
0,,0,편리한생활마트,건물위생관리업,,,,,192499.786926609,454179.763262857,2026-04-05 23:08:13,I,01,영업,0,2018-11-27 17:51:26,2018-11-27,16.50,122-924,서울특별시 은평구 응암동 590-35 패밀리움,N,0,3110000-206-2018-00006,3110000,"서울특별시 은평구 가좌로9길 9, 나동 201호 (응암동, 패밀리움)",03484,01,영업/정상,건물위생관리업,02-1600-2598,,,,
0,임대,0,맑은누리 서울 서부 협동조합,건물위생관리업,,,,,192113.931639711,454002.579552372,2026-04-05 23:08:14,I,01,영업,0,2019-01-10 14:51:48,2019-01-10,60.00,122-935,서울특별시 은평구 증산동 158-22,N,0,3110000-206-2019-00002,3110000,"서울특별시 은평구 증산로15길 11-13, 1층 (증산동)",03495,01,영업/정상,건물위생관리업,02-308-7179,,,,
0,임대,0,(주)한국건물환경,건물위생관리업,,,,,193519.772877067,457890.165189955,2026-04-05 23:08:15,I,01,영업,0,2021-11-16 12:15:59,2019-02-20,64.32,122-851,서울특별시 은평구 불광동 104-23,N,4,3110000-206-2019-00003,3110000,"서울특별시 은평구 연서로 311, 4층 (불광동)",03343,01,영업/정상,건물위생관리업,02-412-1891,,,,
0,,0,에이치에스토탈시스템,건물위생관리업,,,,,192600.451566859,455197.91922534,2026-04-05 23:08:13,I,01,영업,0,2019-06-14 11:10:22,2019-06-14,5.55,122-933,서울특별시 은평구 응암동 738 해태드림타운,N,0,3110000-206-2019-00004,3110000,"서울특별시 은평구 은평로 82, 지하1층 제142호 (응암동, 해태드림타운)",03453,01,영업/정상,건물위생관리업,,,,,
0,임대,0,신진씨엔에스(신진CNS),건물위생관리업,,,,,192600.451566859,455197.91922534,2026-04-05 23:08:13,I,01,영업,0,2024-02-06 16:18:03,2019-09-19,8.39,122-933,서울특별시 은평구 응암동 738 해태드림타운,N,0,3110000-206-2019-00005,3110000,"서울특별시 은평구 은평로 82, 제지1층 제110호 (응암동, 해태드림타운)",03453,01,영업/정상,건물위생관리업,,,,,
0,,0,(주)가나티엠,건물위생관리업,,,,,192476.272038412,456135.780634567,2026-04-05 23:08:17,I,01,영업,0,2025-12-23 10:48:49,2019-03-20,30.00,122-895,서울특별시 은평구 역촌동 8-44,N,0,3110000-206-2019-00006,3110000,"서울특별시 은평구 연서로 94, 세영빌딩 2층 201호 (역촌동)",03399,01,영업/정상,건물위생관리업,,0,0,0,0
0,,0,임선씨앤에스(주),건물위생관리업,,,,,191545.050373675,453244.229758597,2026-04-05 23:08:13,I,01,영업,0,2019-10-17 16:27:57,2019-10-16,5.89,122-937,서울특별시 은평구 증산동 184-9,N,0,3110000-206-2019-00007,3110000,"서울특별시 은평구 증산로3길 12, 라동 4호 (증산동)",03500,01,영업/정상,건물위생관리업,,,,,
0,,0,주식회사 태양씨에스,건물위생관리업,,,,,193006.974656263,456516.525643466,2026-04-05 23:08:15,I,01,영업,0,2020-05-08 10:56:19,2020-04-16,75.00,122-841,서울특별시 은평구 대조동 171-34,N,0,3110000-206-2020-00003,3110000,"서울특별시 은평구 역말로 133, 3층 301호 (대조동)",03393,01,영업/정상,건물위생관리업,02-358-5763,,,,
0,,0,제이피앤아이,건물위생관리업,,,,,193387.674297301,456897.797961872,2026-04-05 23:08:15,I,01,영업,0,2020-04-28 15:33:29,2020-04-22,20.00,122-947,서울특별시 은평구 대조동 84-3 대조빌딩,N,0,3110000-206-2020-00004,3110000,"서울특별시 은평구 통일로71길 2-1, 대조빌딩 4층 (대조동)",03391,01,영업/정상,건물위생관리업,070-7522-1516,,,,
0,,0,드림T&S,건물위생관리업,,,,,191812.562959543,454686.2868335,2026-04-05 23:08:15,I,01,영업,0,2020-04-27 14:06:49,2020-04-27,32.00,122-888,서울특별시 은평구 신사동 200-32,N,0,3110000-206-2020-00005,3110000,"서울특별시 은평구 은평터널로 175, 101호 (신사동)",03440,01,영업/정상,건물위생관리업,,,,,
0,,0,드레SC,건물위생관리업,,,,,192138.264057301,455701.695498087,2026-04-05 23:08:15,I,01,영업,1,2021-10-28 10:58:29,2020-08-28,33.00,122-901,서울특별시 은평구 역촌동 67-61 1층,N,1,3110000-206-2020-00007,3110000,"서울특별시 은평구 연서로5길 33-1, 1층 (역촌동)",03419,01,영업/정상,건물위생관리업,,,,,
0,,0,크린드림,건물위생관리업,,,,,192957.374253085,455370.991294002,2026-04-05 23:08:15,I,01,영업,0,2022-05-27 14:34:02,2020-09-10,42.00,122-907,서울특별시 은평구 응암동 89-37 101호,N,0,3110000-206-2020-00008,3110000,"서울특별시 은평구 은평로9길 3-3, 101호 (응암동)",03461,01,영업/정상,건물위생관리업,1855-4501,,,,
0,,0,다성비엠씨(주),건물위생관리업,,,,,193088.045802803,455842.053650733,2026-04-05 23:08:15,I,01,영업,1,2020-10-07 15:11:53,2020-10-07,14.00,122-834,서울특별시 은평구 녹번동 161-2,N,0,3110000-206-2020-00009,3110000,"서울특별시 은평구 응암로 377, 4층 408호 (녹번동)",03458,01,영업/정상,건물위생관리업,,,,,
0,,0,파브르,건물위생관리업,,,,,192537.100154881,455445.661084164,2026-04-05 23:08:15,I,01,영업,2,2020-12-01 14:35:33,2020-12-01,104.93,122-899,서울특별시 은평구 역촌동 36-20 선홍빌딩,N,11,3110000-206-2020-00010,3110000,"서울특별시 은평구 연서로 24, 선홍빌딩 2층 (역촌동)",03407,01,영업/정상,건물위생관리업,02-1800-9190,,,,
8,임대,1,주식회사 에코프라이즈,건물위생관리업,,,,,191987.960725473,455254.577059463,2026-04-05 23:08:17,I,01,영업,0,2024-07-25 16:16:49,2020-02-11,99.00,122-881,서울특별시 은평구 신사동 16-15,N,2,3110000-206-2020-00011,3110000,"서울특별시 은평구 갈현로 19, 3층 301호 (신사동)",03436,01,영업/정상,건물위생관리업,,8,0,8,0
0,,0,빛가람 장애인시설,건물위생관리업,,,,,192598.99032475,458256.056907266,2026-04-05 23:08:15,I,01,영업,1,2021-01-12 14:43:22,2021-01-12,113.37,122-800,서울특별시 은평구 갈현동 8-30,N,0,3110000-206-2021-00001,3110000,"서울특별시 은평구 갈현로45길 13, 지하층 (갈현동)",,01,영업/정상,건물위생관리업,,,,,
0,,0,유디코(UDICO),건물위생관리업,,,,,191532.491390857,455364.009341852,2026-04-05 23:08:15,I,01,영업,0,2021-01-15 11:37:05,2021-01-15,16.50,122-889,서울특별시 은평구 신사동 284-5 마이빌딩,N,1,3110000-206-2021-00002,3110000,"서울특별시 은평구 갈현로3길 47, 마이빌딩 1층 103호 (신사동)",03434,01,영업/정상,건물위생관리업,,,,,
0,임대,0,팀 플러스,건물위생관리업,,,,,192996.653758502,455122.102625815,2026-04-05 23:08:15,I,01,영업,0,2021-12-17 16:40:30,2021-02-24,66.00,122-908,서울특별시 은평구 응암동 104-5,N,1,3110000-206-2021-00004,3110000,"서울특별시 은평구 응암로34길 4, 1층 일부호 (응암동)",03464,01,영업/정상,건물위생관리업,02-2135-5529,1,,1,
0,,0,체크씨엔씨,건물위생관리업,,,,,193094.624979773,456112.516244556,2026-04-05 23:08:15,I,01,영업,1,2021-03-12 14:50:23,2021-03-12,20.00,122-841,서울특별시 은평구 대조동 179-27,N,2,3110000-206-2021-00005,3110000,"서울특별시 은평구 서오릉로 78-4, 1층 (대조동)",03395,01,영업/정상,건물위생관리업,,,,,
0,,0,삼손크린,건물위생관리업,,,,,193019.403382395,456302.92877653,2026-04-05 23:08:15,I,01,영업,0,2021-04-09 12:42:27,2021-04-09,13.86,122-768,서울특별시 은평구 대조동 231 삼성타운아파트,N,1,3110000-206-2021-00007,3110000,"서울특별시 은평구 서오릉로 94, 101동 107호 (대조동, 삼성타운아파트)",03392,01,영업/정상,건물위생관리업,,,,,
