건축물동수,건축물연면적,사업장명,업태구분명,폐업일자,법인명,좌표X,좌표Y,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,보험가입여부코드,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지도자수,지번주소,회원모집총인원,관리번호,개방자치단체코드,공사립구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,,"면목 복싱, 헬스, 요가",권투,2019-02-28,,207709.270930577,453910.467739777,체육도장업,2026-04-05 23:10:16,I,03,폐업,,2019-03-07 10:15:27,,2018-04-02,,,서울특별시 중랑구 면목동 359-2,,CDFH3301022018000002,3060000,사립,"서울특별시 중랑구 면목로 398, 8층 (면목동)",02197,03,폐업,,,02-491-1282
1,387,JB 스포츠,태권도,2022-12-28,,208309.118509958,455484.328425905,체육도장업,2026-04-05 23:10:16,I,03,폐업,,2022-12-28 13:06:36,,2019-12-23,,1,서울특별시 중랑구 상봉동 40-5,,CDFH3301022019000003,3060000,사립,"서울특별시 중랑구 신내로7나길 18, 2층 (상봉동)",02084,03,폐업,,,
1,783,차돌 합기도 체육관,합기도,2025-03-21,,206969.674869398,457150.626367535,체육도장업,2026-04-05 23:10:16,I,03,폐업,,2025-04-02 17:12:00,,2020-02-05,,,서울특별시 중랑구 묵동 158-20,,CDFH3301022020000003,3060000,사립,"서울특별시 중랑구 공릉로12길 3, 4층 (묵동)",02019,03,폐업,,,
,,정무체육관,,2004-09-14,,206585.00447154,454955.245632824,체육도장업,2026-04-05 23:09:46,I,03,폐업,,2011-11-18 18:10:03,,1989-09-11,131-880,,서울특별시 중랑구 중화동 318-1,,CDFH3301021989000001,3060000,사립,서울특별시 중랑구 중랑역로13길 2 (중화동),,03,폐업,,,
,99,청록태권도장,,2007-09-11,,208346.878673575,454725.307336031,체육도장업,2026-04-05 23:09:47,I,03,폐업,,2011-11-18 18:07:25,,1989-09-21,131-809,,서울특별시 중랑구 망우동 514-80,,CDFH3301021989000002,3060000,사립,서울특별시 중랑구 봉우재로 203-1 (망우동),,03,폐업,,,
,,참피온체육관,,2019-07-02,,207402.369741814,452824.061293199,체육도장업,2026-04-05 23:09:47,I,03,폐업,,2019-07-02 09:21:01,,1989-10-16,131-827,,서울특별시 중랑구 면목동 666-53,,CDFH3301021989000003,3060000,사립,서울특별시 중랑구 사가정로50길 76 (면목동),02240,03,폐업,,,
,,차돌 체육관,,2013-03-29,,207015.416112718,455285.800740148,체육도장업,2026-04-05 23:09:48,I,03,폐업,,2013-11-30 10:53:58,,1989-12-26,131-877,,서울특별시 중랑구 중화동 288-27,,CDFH3301021989000005,3060000,사립,서울특별시 중랑구 동일로 778 (중화동),,03,폐업,,,
,,화랑태권도도장,,2005-12-27,,208206.911743153,454062.329059485,체육도장업,2026-04-05 23:09:49,I,03,폐업,,2011-11-18 17:22:45,,1989-12-27,131-815,,서울특별시 중랑구 면목동 71-1,,CDFH3301021989000006,3060000,사립,서울특별시 중랑구 상봉로 33 (면목동),,03,폐업,,,
,,경희대석사 체육관,,2012-01-17,,209447.332233451,455386.369635939,체육도장업,2026-04-05 23:09:49,I,03,폐업,,2012-01-17 10:43:40,,1990-02-12,131-802,,서울특별시 중랑구 망우동 135-5,,CDFH3301021990000001,3060000,사립,서울특별시 중랑구 망우로 499 (망우동),,03,폐업,,,
,97,중앙체육관,,2008-08-07,,209046.874952547,455246.903295599,체육도장업,2026-04-05 23:09:50,I,03,폐업,,2011-11-17 16:22:42,,1990-03-14,131-802,,서울특별시 중랑구 망우동 184-14,,CDFH3301021990000003,3060000,사립,서울특별시 중랑구 용마산로116길 50 (망우동),,03,폐업,,,
,,광성태권도장,,2018-12-07,,208023.60204006,454169.148954696,체육도장업,2026-04-05 23:09:51,I,03,폐업,,2018-12-07 13:54:04,,1990-08-30,131-816,,서울특별시 중랑구 면목동 74-17,,CDFH3301021990000005,3060000,사립,서울특별시 중랑구 상봉로11길 35 (면목동),02162,03,폐업,,,
,,청록체육관,,2003-05-13,,,,체육도장업,2026-04-05 23:09:52,I,03,폐업,0,2003-05-14 13:23:08,,1990-08-31,131-851,,서울특별시 중랑구 묵동 237-96,,CDFH3301021990000006,3060000,사립,,,03,폐업,,,
,,경희태권도,,2017-04-28,,207321.855923273,454329.01806842,체육도장업,2026-04-05 23:09:52,I,03,폐업,,2017-04-28 13:43:27,,1990-09-06,131-819,,서울특별시 중랑구 면목동 136-76,,CDFH3301021990000007,3060000,사립,서울특별시 중랑구 동일로100길 97 (면목동),,03,폐업,,,
0,0,충무체육관,,1999-11-23,,206982.424398648,457131.629744466,체육도장업,2026-04-05 23:09:53,I,03,폐업,,2011-11-18 17:26:13,,1990-10-30,131-847,,서울특별시 중랑구 묵동 158-3,,CDFH3301021990000008,3060000,사립,서울특별시 중랑구 공릉로12가길 1 (묵동),,03,폐업,,,
,,청룡종합체육관,,2014-07-03,,208707.456894453,454828.733326985,체육도장업,2026-04-05 23:09:53,I,03,폐업,,2014-07-03 11:38:41,,1991-02-04,131-809,,서울특별시 중랑구 망우동 461-1,,CDFH3301021991000001,3060000,사립,서울특별시 중랑구 봉우재로 239 (망우동),,03,폐업,,,
0,0,동서울유도회관,,2000-05-23,,208707.456894453,454828.733326985,체육도장업,2026-04-05 23:09:54,I,03,폐업,,2011-11-18 15:45:23,,1991-07-12,131-809,,서울특별시 중랑구 망우동 461-1,,CDFH3301021991000004,3060000,사립,서울특별시 중랑구 봉우재로 239 (망우동),,03,폐업,,,
,,동부체육관,,2005-04-21,,206750.160791631,454573.62584679,체육도장업,2026-04-05 23:09:54,I,03,폐업,,2011-11-18 14:58:30,,1991-09-03,131-861,,서울특별시 중랑구 상봉동 129-69,,CDFH3301021991000005,3060000,사립,서울특별시 중랑구 중랑천로12길 79 (상봉동),,03,폐업,,,
,,용마무술관,,2004-11-15,,207727.590672444,454084.635304618,체육도장업,2026-04-05 23:09:55,I,03,폐업,,2011-11-18 17:57:27,,1992-10-14,131-816,,서울특별시 중랑구 면목동 102-17,,CDFH3301021992000002,3060000,사립,서울특별시 중랑구 면목로74길 6-5 (면목동),,03,폐업,,,
,,태산체육관,,2008-02-04,,206775.172033553,455275.428384492,체육도장업,2026-04-05 23:09:56,I,03,폐업,,2011-11-18 17:55:51,,1993-01-19,131-881,,서울특별시 중랑구 중화동 312-45,,CDFH3301021993000001,3060000,사립,서울특별시 중랑구 동일로129길 42 (중화동),,03,폐업,,,
,,제일체육도장,,2011-01-03,,208346.246381566,455564.158989514,체육도장업,2026-04-05 23:09:56,I,03,폐업,,2011-11-18 17:53:07,,1993-06-25,131-870,,서울특별시 중랑구 신내동 531-3,,CDFH3301021993000003,3060000,사립,서울특별시 중랑구 신내로7가길 11 (신내동),,03,폐업,,,
,,오륜체육관,,2004-11-15,,207752.771695269,453713.11646073,체육도장업,2026-04-05 23:09:57,I,03,폐업,,2011-11-18 17:51:54,,1993-11-04,131-814,,서울특별시 중랑구 면목동 114-9,,CDFH3301021993000004,3060000,사립,서울특별시 중랑구 면목로 376 (면목동),,03,폐업,,,
,,광무관,,2013-10-14,,206936.762871336,454686.968191068,체육도장업,2026-04-05 23:09:57,I,03,폐업,,2013-10-14 13:22:01,,1993-12-28,131-861,,서울특별시 중랑구 상봉동 128-85,,CDFH3301021993000005,3060000,사립,서울특별시 중랑구 망우로 240 (상봉동),,03,폐업,,,22078866
,,충호체육관,,2004-11-15,,207566.950176097,453384.496353231,체육도장업,2026-04-05 23:09:58,I,03,폐업,0,2004-11-16 09:51:26,,1994-02-21,131-831,,서울특별시 중랑구 면목동 593-7,,CDFH3301021994000001,3060000,사립,서울특별시 중랑구 면목로49길 35  (면목동),,03,폐업,,,
0,0,묵동유도관,,1996-07-03,,206622.137362355,455935.996778421,체육도장업,2026-04-05 23:09:58,I,03,폐업,,2011-11-18 17:23:50,,1994-07-05,131-853,,서울특별시 중랑구 묵동 249-11,,CDFH3301021994000002,3060000,사립,서울특별시 중랑구 동일로143길 36-46 (묵동),,03,폐업,,,
,,창룡태권도체육관,유도,2010-12-27,,207639.417947472,454244.081266169,체육도장업,2026-04-05 23:09:59,I,03,폐업,,2015-06-25 10:26:15,,1994-10-11,131-816,,서울특별시 중랑구 면목동 121-26,,CDFH3301021994000004,3060000,사립,서울특별시 중랑구 면목로 432 (면목동),,03,폐업,,,
,,세종체육관,,2020-03-19,,206923.001188196,455840.679835883,체육도장업,2026-04-05 23:09:59,I,03,폐업,,2020-03-19 17:52:28,,1994-11-16,131-875,,서울특별시 중랑구 중화동 283-14,,CDFH3301021994000006,3060000,사립,서울특별시 중랑구 동일로 834 (중화동),02047,03,폐업,,,
,,한양종합체육관,,2004-03-20,,207450.191287274,455541.267629606,체육도장업,2026-04-05 23:10:00,I,03,폐업,,2011-11-18 17:44:16,,1994-12-01,131-876,,서울특별시 중랑구 중화동 122-9,,CDFH3301021994000007,3060000,사립,서울특별시 중랑구 봉화산로 96 (중화동),,03,폐업,,,
0,0,소림권달마관,,2000-05-29,,206758.762200019,454692.213687428,체육도장업,2026-04-05 23:10:00,I,03,폐업,,2011-11-18 17:43:15,,1994-12-17,131-878,,서울특별시 중랑구 중화동 207-24,,CDFH3301021994000008,3060000,사립,서울특별시 중랑구 망우로 221 (중화동),,03,폐업,,,
,,대성체육관,,2000-04-04,,206977.524227156,455758.37954118,체육도장업,2026-04-05 23:10:01,I,03,폐업,,2011-11-18 17:40:53,,1995-02-18,131-875,,서울특별시 중랑구 중화동 281-33,,CDFH3301021995000002,3060000,사립,서울특별시 중랑구 동일로140길 12 (중화동),,03,폐업,,,
,,무호검도관,,2004-01-28,,206733.950672021,456407.232232261,체육도장업,2026-04-05 23:10:02,I,03,폐업,,2011-11-18 17:39:38,,1996-01-10,131-852,,서울특별시 중랑구 묵동 239-91,,CDFH3301021996000001,3060000,사립,서울특별시 중랑구 동일로157길 14 (묵동),,03,폐업,,,
,,왕호태권도체육관,,2008-11-12,,206752.729398218,455654.900340463,체육도장업,2026-04-05 23:10:02,I,03,폐업,,2011-11-18 17:38:30,,1996-05-28,131-881,,서울특별시 중랑구 중화동 310-1,,CDFH3301021996000002,3060000,사립,서울특별시 중랑구 동일로139길 29 (중화동),,03,폐업,,,
,,승지검도관,,2006-12-13,,207696.61097229,453820.440239348,체육도장업,2026-04-05 23:10:02,I,03,폐업,,2011-11-18 17:37:17,,1996-07-29,131-818,,서울특별시 중랑구 면목동 505-20,,CDFH3301021996000003,3060000,사립,서울특별시 중랑구 면목로 387 (면목동),,03,폐업,,,
0,0,화랑체육관,,1999-02-09,,206985.468298911,454351.475934752,체육도장업,2026-04-05 23:10:02,I,03,폐업,,2011-11-18 17:35:52,,1996-10-21,131-823,,서울특별시 중랑구 면목동 183-37,,CDFH3301021996000004,3060000,사립,서울특별시 중랑구 동일로 683 (면목동),,03,폐업,,,
1,735,JTS태권도장,태권도,2022-07-02,,207442.360087912,452517.896471138,체육도장업,2026-04-05 23:10:03,I,03,폐업,,2023-04-05 17:30:13,,1996-11-26,,1,서울특별시 중랑구 면목동 379-1 신성체육관,,CDFH3301021996000005,3060000,사립,"서울특별시 중랑구 면목로 245, 3층 (면목동)",02245,03,폐업,,,
,,화랑체육관,,2011-02-28,,,,체육도장업,2026-04-05 23:10:03,I,03,폐업,,2011-02-28 17:13:23,,1997-01-23,131-869,,서울특별시 중랑구 신내동 475-1 상가2층,,CDFH3301021997000002,3060000,사립,,,03,폐업,,,
,,지관체육관,,2005-04-25,,206635.776481704,454219.97724872,체육도장업,2026-04-05 23:10:03,I,03,폐업,,2011-11-18 15:00:47,,1997-01-28,131-823,,서울특별시 중랑구 면목동 182-102,,CDFH3301021997000003,3060000,사립,서울특별시 중랑구 봉우재로5길 4 (면목동),,03,폐업,,,
0,0,구자현경희체육관,,2002-03-07,,208500.41409861,456116.213868842,체육도장업,2026-04-05 23:10:03,I,03,폐업,,2011-11-18 14:48:51,,1997-02-27,131-867,,서울특별시 중랑구 신내동 613-8,,CDFH3301021997000005,3060000,사립,서울특별시 중랑구 봉화산로 218 (신내동),,03,폐업,,,
1,487,용인대체육관,태권도,2024-05-03,,208146.16036031,454599.06189581,체육도장업,2026-04-05 23:10:03,I,03,폐업,,2024-05-08 10:43:11,,1997-02-27,,,서울특별시 중랑구 면목동 89-31,,CDFH3301021997000006,3060000,사립,"서울특별시 중랑구 상봉로 87, 2,3층 (면목동)",02156,03,폐업,,,
,,동성체육관,,2005-12-14,,,,체육도장업,2026-04-05 23:10:03,I,03,폐업,0,2005-12-15 13:18:48,,1997-03-10,131-781,,서울특별시 중랑구 신내동 620 동성아파트3차 상가302호,,CDFH3301021997000007,3060000,사립,,,03,폐업,,,36723778
,,용문체육관,,2009-07-30,,,,체육도장업,2026-04-05 23:10:04,I,03,폐업,,2009-07-30 14:32:47,,1997-10-04,131-818,,서울특별시 중랑구 면목동 505-11,,CDFH3301021997000009,3060000,사립,,,03,폐업,,,
,,경희대석사 엘리트태권도,태권도,2021-03-08,,207139.452490157,452475.257710421,체육도장업,2026-04-05 23:10:04,I,03,폐업,,2021-03-22 09:16:55,,1998-02-24,131-830,,서울특별시 중랑구 면목동 377-33,,CDFH3301021998000001,3060000,사립,서울특별시 중랑구 면목로27길 70 (면목동),,03,폐업,,,
0,0,동서울생활체육교실,,2000-09-21,,208350.042547907,455281.675956431,체육도장업,2026-04-05 23:10:04,I,03,폐업,,2011-11-18 17:27:13,,1998-03-17,131-857,,서울특별시 중랑구 상봉동 49-5,,CDFH3301021998000002,3060000,사립,서울특별시 중랑구 송림길 13 (상봉동),,03,폐업,,,
,,창무관,,2004-01-29,,,,체육도장업,2026-04-05 23:10:05,I,03,폐업,0,2004-01-29 09:23:02,,1998-07-24,131-866,,서울특별시 중랑구 신내동 544-10,,CDFH3301021998000004,3060000,사립,,,03,폐업,,,
,,강산유도관,,2015-04-08,,209405.131185412,455389.711457077,체육도장업,2026-04-05 23:10:05,I,03,폐업,,2015-07-31 15:46:16,,1998-12-03,131-802,,서울특별시 중랑구 망우동 134-28,,CDFH3301021998000006,3060000,사립,서울특별시 중랑구 망우로 495 (망우동),,03,폐업,,,
,87,태능종합체육관,,2006-03-13,,206609.811813266,456388.172862966,체육도장업,2026-04-05 23:10:05,I,03,폐업,,2011-11-18 14:53:05,,1999-01-07,131-852,,서울특별시 중랑구 묵동 240-54,,CDFH3301021999000001,3060000,사립,서울특별시 중랑구 동일로157길 36 (묵동),,03,폐업,,,
0,0,백두산체육관,,1999-11-02,,206767.218229511,455177.476767372,체육도장업,2026-04-05 23:10:06,I,03,폐업,,2011-11-18 17:19:17,,1999-02-18,131-883,,서울특별시 중랑구 중화동 314-2,,CDFH3301021999000003,3060000,사립,서울특별시 중랑구 중랑역로 57 (중화동),,03,폐업,,,
,,링컨영어 태권도,,2010-10-25,,208781.304727661,453989.186766812,체육도장업,2026-04-05 23:10:06,I,03,폐업,,2011-11-18 17:18:18,,1999-03-10,131-811,,서울특별시 중랑구 면목동 25-6,,CDFH3301021999000004,3060000,사립,서울특별시 중랑구 용마산로94길 65 (면목동),,03,폐업,,,
,,태권도왕호체육관,,2010-07-23,,206740.907167416,454334.486378883,체육도장업,2026-04-05 23:10:06,I,03,폐업,,2011-11-18 16:28:11,,1999-07-12,131-823,,서울특별시 중랑구 면목동 182-1,,CDFH3301021999000006,3060000,사립,서울특별시 중랑구 동일로109길 55 (면목동),,03,폐업,,,
1,1312,충효체육관,태권도,2022-12-30,,208555.355763272,454237.01753823,체육도장업,2026-04-05 23:10:06,I,03,폐업,,2022-12-30 14:46:55,,1999-09-27,,,서울특별시 중랑구 면목동 17-1,,CDFH3301021999000007,3060000,사립,"서울특별시 중랑구 용마산로 440, 지하1층 (면목동)",02189,03,폐업,,,
,102,한양 태권도 격투기 체육관,,2014-07-10,,206607.11467127,456590.941580692,체육도장업,2026-04-05 23:10:06,I,03,폐업,,2014-07-10 11:36:26,,2000-04-11,131-852,,서울특별시 중랑구 묵동 240-2,,CDFH3301022000000002,3060000,사립,서울특별시 중랑구 중랑역로 203-1 (묵동),,03,폐업,,,
0,0,백호체육관,,2001-02-21,,207164.957388279,452855.115920191,체육도장업,2026-04-05 23:10:06,I,03,폐업,,2011-11-18 17:17:15,,2000-04-11,131-825,,서울특별시 중랑구 면목동 339-45,,CDFH3301022000000003,3060000,사립,서울특별시 중랑구 사가정로42길 77 (면목동),,03,폐업,,,
,,청룡본관체육관,,2008-04-29,,206285.912434623,454822.517414545,체육도장업,2026-04-05 23:10:06,I,03,폐업,,2011-11-18 14:54:16,,2000-04-28,131-878,,서울특별시 중랑구 중화동 324-1 3동 301호,,CDFH3301022000000004,3060000,사립,서울특별시 중랑구 중랑천로17나길 12 (중화동),,03,폐업,,,
,,석사태권도체육관,,2005-05-18,,208294.257367707,456632.108607443,체육도장업,2026-04-05 23:10:06,I,03,폐업,,2011-11-18 14:56:22,,2000-05-24,131-873,,서울특별시 중랑구 신내동 657-0,,CDFH3301022000000005,3060000,사립,서울특별시 중랑구 신내로 133 (신내동),,03,폐업,,,34221179
,,면북청도체육관,,2010-07-13,,208982.07216116,454699.452358939,체육도장업,2026-04-05 23:10:06,I,03,폐업,,2011-11-18 17:16:04,,2000-06-30,131-801,,서울특별시 중랑구 망우동 450-1,,CDFH3301022000000006,3060000,사립,서울특별시 중랑구 용마공원로5길 24 (망우동),,03,폐업,,,
,,꿈나무체육관,,2017-04-19,,208167.41370761,456865.81881552,체육도장업,2026-04-05 23:10:06,I,03,폐업,,2017-04-19 17:28:28,,2000-09-05,131-872,,서울특별시 중랑구 신내동 654-0,,CDFH3301022000000007,3060000,사립,서울특별시 중랑구 신내로17길 39 (신내동),02027,03,폐업,,,34210719
,,상무원묵태권도아카데미,,2005-04-14,,207423.898976834,457122.700436003,체육도장업,2026-04-05 23:10:06,I,03,폐업,0,2005-04-14 16:09:45,,2000-09-07,131-846,,"서울특별시 중랑구 묵동 13-0 신내4단지상가 301,302,303호",,CDFH3301022000000008,3060000,사립,,,03,폐업,,,34216109
