사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
고릴라약국,,170219.292567482,444750.971495686,2026-05-03 22:32:30,I,0000,정상,2026-04-13 13:57:16,,2026-04-13,,,인천광역시 서구 석남동 223-38 인천테크피아,356000001120260012,3560000,000,"인천광역시 서구 거북로 17, 인천테크피아 가동 113호 (석남동)",22793,,01,영업/정상,,,
휴베이스봄약국,2026-01-16,195159.736828081,454042.706281264,2026-05-03 22:39:31,I,0002,폐업,2026-01-16 16:46:12,,2025-01-17,,,서울특별시 서대문구 홍제동 213-2,312000001120250001,3120000,000,"서울특별시 서대문구 세무서2길 6, 1층 (홍제동)",03630,,03,폐업,,,
연신우리약국,2026-01-28,193011.196493563,457309.253718808,2026-05-03 22:32:25,I,0002,폐업,2026-01-28 16:50:12,,2017-11-24,,,서울특별시 은평구 대조동 185-6,311000001120170016,3110000,000,서울특별시 은평구 통일로 839 (대조동),03385,,03,폐업,,,02-382-6229
365구생약국,2026-01-28,193630.612534041,456543.824996823,2026-05-03 22:32:25,I,0002,폐업,2026-01-28 16:48:28,,2018-03-05,0,,서울특별시 은평구 대조동 6-9,311000001120180002,3110000,000,"서울특별시 은평구 통일로 739, 1층 101,102호 (대조동)",03396,,03,폐업,,,02-353-1144
녹십자 약국,,189698.200253411,443171.051890472,2026-05-03 22:39:11,I,0000,정상,2026-03-03 10:18:25,,2026-03-03,,,서울특별시 구로구 구로동 730-76,316000001120260005,3160000,000,서울특별시 구로구 구로동로28길 2 (구로동),08311,,01,영업/정상,,,
응암프라자약국,2026-01-28,192616.943321121,454075.147224783,2026-05-03 22:32:27,I,0002,폐업,2026-01-28 16:47:45,,2022-02-23,,,서울특별시 은평구 응암동 601-69,311000001120220003,3110000,000,서울특별시 은평구 응암로 192(응암동),03478,,03,폐업,,,02-303-3693
명음약국,2024-03-02,196030.361275336,450665.925027885,2026-05-03 22:39:18,I,0002,폐업,2024-03-05 10:46:13,,2020-04-17,,,서울특별시 서대문구 북아현동 1015 e편한세상신촌 4단지,312000001120200005,3120000,000,"서울특별시 서대문구 신촌로35길 10, 117호 (북아현동, e편한세상신촌 4단지)",03772,,03,폐업,,,02-313-2208
올리브온누리약국,2025-04-29,167996.705464155,439495.822679023,2026-05-03 22:32:22,I,0002,폐업,2025-04-29 13:55:05,,2017-07-05,,,인천광역시 미추홀구 용현동 565-4번지,351000001120170006,3510500,000,"인천광역시 미추홀구 아암대로29번길 48 (용현동, 백운프라자)",22175,,03,폐업,,,
메디팜약수약국,2019-09-25,171472.155771825,445308.54865625,2026-05-03 22:32:22,I,0002,폐업,2019-09-25 10:44:52,,2013-06-19,,,인천광역시 서구 석남동 488,356000001120130007,3560000,000,인천광역시 서구 서달로123번길 3 (석남동),,,03,폐업,,,
착한약국,,176882.556487961,444674.098221859,2026-05-03 22:32:27,I,0000,정상,2021-03-10 13:33:54,,2021-03-10,,,인천광역시 부평구 부개동 496-20 태성프라자 101호,354000001120210002,3540000,000,"인천광역시 부평구 길주남로 157, 태성프라자 101호 (부개동)",21345,,01,영업/정상,,,
파크약국,,192922.795142276,452984.652487654,2026-05-03 22:39:30,I,0000,정상,2024-02-14 16:05:44,,2024-02-14,,,서울특별시 서대문구 남가좌동 388 DMC센트럴아이파크,312000001120240003,3120000,000,"서울특별시 서대문구 증가로 150, 상가동 B205호 (남가좌동, DMC센트럴아이파크)",03670,,01,영업/정상,,,02-372-3585
휴베이스센트럴약국,,173499.267314606,437739.32138498,2026-05-03 22:32:23,I,0000,정상,2020-09-29 13:26:51,,2020-09-29,,,"인천광역시 미추홀구 관교동 15 인천종합터미널,롯데백화점",351050001120200002,3510500,000,"인천광역시 미추홀구 연남로 35, 인천종합터미널,롯데백화점 지하 1층 (관교동)",22242,,01,영업/정상,,,
대학약국,,194335.903289873,450756.501704157,2026-05-03 22:39:30,I,0000,정상,2024-05-03 17:23:15,,2024-05-03,,,서울특별시 서대문구 창천동 52-3,312000001120240011,3120000,000,서울특별시 서대문구 연세로11길 4 (창천동),03788,,01,영업/정상,,,02-323-0111
태평양리드팜약국,,192652.478015271,454524.979325756,2026-05-03 22:32:29,I,0000,정상,2025-10-22 17:56:10,,2025-10-22,,,서울특별시 은평구 응암동 578-16 대성빌딩,311000001120250012,3110000,000,"서울특별시 은평구 응암로 235, 대성빌딩 (응암동)",03457,,01,영업/정상,,,02-307-7003
청라로이약국,,168120.427868135,447814.122345779,2026-05-03 22:32:25,I,0000,정상,2018-05-11 11:12:53,,2018-05-11,,,인천광역시 서구 경서동 950-23 월드프라자,356000001120180007,3560000,000,"인천광역시 서구 크리스탈로74번길 31, 월드프라자 109호 (경서동)",22760,,01,영업/정상,,,
위민약국,,173417.66880791,445747.367186214,2026-05-03 22:32:25,I,0000,정상,2014-02-28 09:06:18,,2014-02-28,,,인천광역시 부평구 산곡동 60-3,354000001120140002,3540000,000,인천광역시 부평구 세월천로 83 (산곡동),21307,,01,영업/정상,,,
부평판도라약국,,175607.07681802,442888.179273696,2026-05-03 22:32:25,I,0000,정상,2017-05-04 11:08:32,,2017-05-04,,,인천광역시 부평구 부평동 694-14,354000001120170004,3540000,000,"인천광역시 부평구 경인로 947, 109~110호 (부평동)",21407,,01,영업/정상,,,032-458-7595
큰나무약국,,170818.749320253,437539.009665175,2026-05-03 22:32:24,I,0000,정상,2021-12-03 20:54:41,,2021-12-03,,,인천광역시 미추홀구 학익동 677-1 인천 향교 회관,351050001120210020,3510500,000,"인천광역시 미추홀구 매소홀로 442, 인천 향교 회관 (학익동)",22226,,01,영업/정상,,,032-873-8087
검단종로약국,2026-03-11,,,2026-05-03 22:32:28,I,0002,폐업,2026-03-11 17:17:41,,2023-10-25,,,인천광역시 서구 원당동 1030-1 JS프라자,356000001120230022,3560000,000,"인천광역시 서구 이음5로 60, JS프라자 117,118호 (원당동)",22865,,03,폐업,,,032-532-7516
휴베이스봄약국,,187496.6615847,444277.066462678,2026-05-03 22:39:11,I,0000,정상,2026-01-22 11:18:35,,2026-01-22,,,서울특별시 구로구 고척동 350 고척아이파크,316000001120260004,3160000,000,"서울특별시 구로구 중앙로5길 59, RD상가동 1층 109호 (고척동, 고척아이파크)",08225,,01,영업/정상,,,
엔젤약국,,170377.626677363,447545.552787954,2026-05-03 22:32:25,I,0000,정상,2019-01-15 15:33:32,,2019-01-15,,,인천광역시 서구 가정동 607-5,356000001120190001,3560000,000,"인천광역시 서구 봉오재3로 40, 가정프라자 1층 (가정동)",22858,,01,영업/정상,,,
루원진약국,,170839.897244312,447179.679980723,2026-05-03 22:32:27,I,0000,정상,2022-01-24 11:32:17,,2022-01-24,,,인천광역시 서구 가정동 619-7,356000001120220002,3560000,000,"인천광역시 서구 염곡로464번길 15, 쓰리엠타워 106호 (가정동)",22883,,01,영업/정상,,,032-569-4880
허브팜 부평역약국,,175704.930517223,443747.602757893,2026-05-03 22:32:27,I,0000,정상,2020-10-16 10:24:05,,2020-10-16,19.07,,인천광역시 부평구 부평동 126-10 대아지하상가,354000001120200004,3540000,000,"인천광역시 부평구 광장로 지하 30, 대아지하상가 34호 (부평동)",21404,,01,영업/정상,,,
플러스약국,,190005.132500398,445250.538868558,2026-05-03 22:39:10,I,0000,정상,2025-10-27 18:39:13,,2025-10-22,0,,서울특별시 구로구 신도림동 337 신도림1차푸르지오,316000001120250008,3160000,000,"서울특별시 구로구 경인로 661, 신도림1차푸르지오상가 178호 (신도림동)",08208,,01,영업/정상,,,
정다운온누리약국,,192533.245686036,457523.059641315,2026-05-03 22:32:25,I,0000,정상,2017-11-08 14:17:55,,2017-11-08,,,서울특별시 은평구 갈현동 451-1,311000001120170013,3110000,000,서울특별시 은평구 갈현로 260 (갈현동),03331,,01,영업/정상,,,02-388-1226
경서메디칼약국,,169240.738411286,450781.965017653,2026-05-03 22:32:25,I,0000,정상,2017-06-07 09:48:42,,2017-06-07,,,,356000001120170005,3560000,000,"인천광역시 서구 도요지로 22, 103호 (경서동, 대영프라자)",22692,,01,영업/정상,,,032-562-4001
녹번온누리약국,,194228.02282041,455582.763189018,2026-05-03 22:32:25,I,0000,정상,2018-10-26 09:33:43,,2018-10-26,,,서울특별시 은평구 녹번동 38-29 유림빌딩 101호,311000001120180015,3110000,000,"서울특별시 은평구 통일로 626, 유림빌딩 101호 (녹번동)",03372,,01,영업/정상,,,
별하약국,,175822.463658905,443654.107417525,2026-05-03 22:32:29,I,0000,정상,2024-07-05 11:27:48,,2024-07-05,,,인천광역시 부평구 부평동 150-24,354000001120240020,3540000,000,"인천광역시 부평구 시장로 48, 1층 108호 (부평동)",21392,,01,영업/정상,,,
삼성온누리약국,,167517.390179432,438716.512300749,2026-05-03 22:32:25,I,0000,정상,2023-12-20 09:06:43,,2023-12-20,,,인천광역시 미추홀구 용현동 627-287 현대메디켈센타,351050001120230027,3510500,000,"인천광역시 미추홀구 낙섬서로 4, 현대메디켈센타 102호 좌측호 (용현동)",22190,,01,영업/정상,,,
주안동서약국,,171660.875823704,439793.205730352,2026-05-03 22:32:25,I,0000,정상,2023-02-22 15:01:00,,2023-02-22,,,인천광역시 미추홀구 주안동 175-5,351050001120230006,3510500,000,인천광역시 미추홀구 미추홀대로 700(주안동),22140,,01,영업/정상,,,032-429-4767
튼튼약국,,192028.41586192,452265.952165442,2026-05-03 22:39:34,I,0000,정상,2026-04-02 10:29:24,,2026-04-02,,,서울특별시 서대문구 북가좌동 481 DMC 래미안 e편한세상 103동,312000001120260004,3120000,000,"서울특별시 서대문구 수색로 100, 103동 1층 (북가좌동, DMC 래미안 e편한세상)",03709,,01,영업/정상,,,02-304-1179
튼튼약국,,192028.41586192,452265.952165442,2026-05-03 22:39:33,I,0000,정상,2026-03-09 16:54:58,,2026-03-09,,,서울특별시 서대문구 북가좌동 481 DMC 래미안 e편한세상,312000001120260003,3120000,000,"서울특별시 서대문구 수색로 100, 103동 1층 (북가좌동, DMC 래미안 e편한세상)",03709,,01,영업/정상,,,
검단센트럴약국,,,,2026-05-03 22:32:30,I,0000,정상,2026-03-09 09:44:10,,2026-03-09,,,인천광역시 서구 당하동 1246-8 위너스 프라자,356000001120260004,3560000,000,"인천광역시 서구 이음3로 149, 위너스 프라자 104호 (당하동)",22869,,01,영업/정상,,,070-4848-4866
검단센트럴약국,,,,2026-05-03 22:32:30,I,0004,말소,2026-03-09 09:46:53,,2026-03-09,0,,인천광역시 서구 당하동 1246-8 위너스 프라자,356000001120260005,3560000,000,"인천광역시 서구 이음3로 149, 위너스 프라자 104호 (당하동)",22869,,04,취소/말소/만료/정지/중지,,,070-4848-4866
더조은약국,,173133.889293836,454597.945392204,2026-05-03 22:32:28,I,0000,정상,2023-09-15 16:52:54,,2023-09-15,,,인천광역시 서구 당하동 1028-9 마크포레스트 어반,356000001120230019,3560000,000,"인천광역시 서구 원당대로 856, 마크포레스트 어반 B102호 (당하동)",22682,,01,영업/정상,,,
바다약국,,175706.185191896,445987.995017925,2026-05-03 22:32:31,I,0000,정상,2026-02-20 09:42:34,,2026-02-20,,,"인천광역시 부평구 갈산동 171-45 갈산홈프라자, 1층 106호",354000001120260003,3540000,000,"인천광역시 부평구 주부토로 231, 갈산홈프라자 1층 106호 (갈산동)",21329,,01,영업/정상,,,
부평시장역4번출구약국,,175324.484756838,444119.020870183,2026-05-03 22:32:31,I,0000,정상,2026-02-27 10:36:57,,2026-02-27,,,인천광역시 부평구 부평동 529-5 강남타워 102호,354000001120260004,3540000,000,"인천광역시 부평구 부평대로 83, 강남타워 102호 (부평동)",21379,,01,영업/정상,,,
착한약국,,176882.556487961,444674.098221859,2026-05-03 22:32:31,I,0000,정상,2026-02-27 14:25:43,,2026-02-27,,,인천광역시 부평구 부개동 496-20 태성프라자 104호,354000001120260005,3540000,000,"인천광역시 부평구 길주남로 157, 태성프라자 104호 (부개동)",21345,,01,영업/정상,,,
영천선약국,,196588.72946568,451976.467294287,2026-05-03 22:39:28,I,0000,정상,2023-05-12 09:38:47,,2023-05-12,0,,서울특별시 서대문구 영천동 330,312000001120230005,3120000,000,서울특별시 서대문구 통일로 185-1 (영천동),03734,,01,영업/정상,,,
든든약국,,175350.509780937,443945.070986594,2026-05-03 22:32:29,I,0000,정상,2024-04-30 10:53:46,,2024-04-30,0,,인천광역시 부평구 부평동 529-82 1층 101호,354000001120240012,3540000,000,"인천광역시 부평구 부평대로 67, 1층 101호 (부평동)",21388,,01,영업/정상,,,032-501-1134
비타민약국,,192527.699028194,453789.549119275,2026-05-03 22:32:28,I,0000,정상,2023-08-09 14:18:49,,2023-08-08,0,,서울특별시 은평구 응암동 603-59,311000001120230010,3110000,000,서울특별시 은평구 응암로 162 (응암동),03478,,01,영업/정상,,,02-308-6464
레몬약국,,194774.296993754,454564.979637027,2026-05-03 22:39:19,I,0000,정상,2020-10-15 17:22:32,,2020-10-15,,,서울특별시 서대문구 홍은동 464 북한산 더샵,312000001120200012,3120000,000,"서울특별시 서대문구 통일로 510, 상가동 1층 (홍은동, 북한산 더샵)",03615,,01,영업/정상,,,
다송약국,,189777.785140007,445072.461079203,2026-05-03 22:39:09,I,0000,정상,2024-09-11 09:19:23,,2024-09-11,,,서울특별시 구로구 신도림동 419-4 신도림 크라운빌2 오피스텔,316000001120240013,3160000,000,"서울특별시 구로구 경인로63길 11, 신도림 크라운빌2 오피스텔 A동 1층 (신도림동)",08207,,01,영업/정상,,,
옵티마강남약국,,169597.515,447868.890000001,2026-05-03 22:32:29,I,0000,정상,2025-05-14 11:52:43,,2025-05-14,,,인천광역시 서구 청라동 167-17 딜라이트타워2,356000001120250009,3560000,000,"인천광역시 서구 청라에메랄드로 84, 딜라이트타워2 106호 (청라동)",22739,,01,영업/정상,,,
열린 약국,,171037.867287936,446162.869540607,2026-05-03 22:32:24,I,0000,정상,2015-07-10 12:00:05,,2015-07-10,,,인천광역시 서구 가정동 516-8,356000001120150013,3560000,000,인천광역시 서구 가정로 364 (가정동),22783,,01,영업/정상,,,032-579-4242
세종약국,,193635.238674741,456481.556357615,2026-05-03 22:32:24,I,0000,정상,2014-01-10 16:01:36,,2013-06-19,0,,서울특별시 은평구 대조동 12-29,311000001120130006,3110000,000,서울특별시 은평구 불광로 25 (대조동),03396,,01,영업/정상,,,
주안정약국,,171602.158156036,440026.355451727,2026-05-03 22:32:23,I,0000,정상,2019-04-21 20:31:52,,2019-04-21,27.53,,인천광역시 미추홀구 주안동 226-2 부성PINE,351050001120190002,3510500,000,"인천광역시 미추홀구 미추홀대로719번길 4, 부성PINE 104호 (주안동)",22136,,01,영업/정상,,,
건강제일약국,,171672.162632573,439763.046807648,2026-05-03 22:32:25,I,0000,정상,2023-02-22 14:57:46,,2023-02-22,,,인천광역시 미추홀구 주안동 185-2,351050001120230005,3510500,000,"인천광역시 미추홀구 미추홀대로698번길 6, 1층 (주안동)",22140,,01,영업/정상,,,032-866-7025
이야기약국,,168725.044916072,447687.557991574,2026-05-03 22:32:26,I,0000,정상,2021-06-24 15:33:22,,2021-06-24,,,인천광역시 서구 청라동 159-1 청라 롯데캐슬 A동 145호,356000001120210006,3560000,000,"인천광역시 서구 청라커낼로 252, A동 145호 (청라동, 청라 롯데캐슬)",22762,,01,영업/정상,,,032-563-8875
보건당약국,,190234.190351272,443080.602794304,2026-05-03 22:39:05,I,0000,정상,2019-02-15 16:59:30,,2019-02-15,,,서울특별시 구로구 구로동 313-111,316000001120190002,3160000,000,"서울특별시 구로구 구로동로26길 116, 1층 (구로동)",08313,,01,영업/정상,,,02-856-7768
라온약국,,190232.524534335,444978.682746138,2026-05-03 22:39:05,I,0000,정상,2025-06-11 16:34:52,,2020-08-04,0,,서울특별시 구로구 구로동 3-25 신도림테크노마트,316000001120200007,3160000,000,"서울특별시 구로구 새말로 97, 신도림테크노마트 1층 40,73,74,82,83,118,119호 (구로동)",08288,,01,영업/정상,,,02-837-9998
맑은샘약국,,173516.270431136,444640.195974867,2026-05-03 22:32:26,I,0000,정상,2023-01-13 10:47:31,,2019-10-15,0,,인천광역시 부평구 산곡동 182 한양프라자 1층,354000001120190006,3540000,000,"인천광역시 부평구 마장로 287, 한양프라자 1층 (산곡동, 산곡동한양아파트)",21370,,01,영업/정상,,,
다정온누리약국,,192480.02944094,452634.55767379,2026-05-03 22:39:28,I,0000,정상,2023-08-28 17:02:16,,2023-08-28,,,서울특별시 서대문구 남가좌동 381 DMC센트레빌 상가3동 3-1호,312000001120230011,3120000,000,"서울특별시 서대문구 거북골로 120, 상가3동 3-1호 (남가좌동, DMC센트레빌)",03690,,01,영업/정상,,,
홍은약국,,193654.244320565,452971.763876532,2026-05-03 22:39:30,I,0000,정상,2024-06-07 09:54:23,,2024-06-07,,,서울특별시 서대문구 홍은동 404-1 서강주상복합아파트 102호,312000001120240013,3120000,000,"서울특별시 서대문구 가좌로 65, 102호 (홍은동, 서강주상복합아파트)",03663,,01,영업/정상,,,
파란약국,,171992.794246711,440547.532171748,2026-05-03 22:32:23,I,0000,정상,2019-07-18 09:05:08,,2019-07-18,,,인천광역시 미추홀구 주안동 19-23,351050001120190006,3510500,000,인천광역시 미추홀구 석정로 437 (주안동),22124,,01,영업/정상,,,032-867-7559
한마음멍멍약국,,190290.581159612,443040.247419441,2026-05-03 22:39:08,I,0000,정상,2023-06-16 17:12:00,,2023-06-16,,,"서울특별시 구로구 구로동 313-150 , 1층",316000001120230011,3160000,000,"서울특별시 구로구 도림로 67, 1층 (구로동)",08313,,01,영업/정상,,,02-865-0511
검단센트럴약국,2026-03-11,,,2026-05-03 22:32:28,I,0002,폐업,2026-03-11 17:39:31,,2023-07-05,,,인천광역시 서구 당하동 1246-8 위너스 프라자,356000001120230012,3560000,000,"인천광역시 서구 이음3로 149, 위너스 프라자 104호 (당하동)",22869,,03,폐업,,,
은하약국,,194873.372298953,454149.190304917,2026-05-03 22:39:26,I,0000,정상,2022-08-18 09:41:07,,2022-08-18,,,서울특별시 서대문구 홍제동 330-54 1층,312000001120220004,3120000,000,"서울특별시 서대문구 통일로 463, 1층 (홍제동)",03636,,01,영업/정상,,,02-394-6357
연세온누리 약국,,171096.348298563,449833.629628802,2026-05-03 22:32:24,I,0000,정상,2015-12-14 14:24:12,,2015-12-14,,,인천광역시 서구 연희동 739-1,356000001120150021,3560000,000,인천광역시 서구 승학로 321 (연희동),22719,,01,영업/정상,,,
