침대수,건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,의자수,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층
0,2,,1,모르페우스헤어,일반미용업,3,,,,,167160.195625867,440872.294838785,2026-05-03 22:45:05,I,01,영업,0,2019-10-16 17:01:08,2019-10-04,33.44,400-090,인천광역시 중구 답동 11-10 1층,N,0,3490000-225-2019-00001,3490000,"인천광역시 중구 제물량로 128-3, 1층 (답동)",22321,01,영업/정상,"일반미용업, 네일미용업, 화장ㆍ분장 미용업",032-881-3236,1,0,1,0
1,0,,0,초승달,메이크업업,0,2024-09-02,,,,167038.701953255,441838.308180375,2026-05-03 22:45:01,I,02,폐업,0,2024-09-02 11:54:41,2018-03-13,32.00,400-190,인천광역시 중구 전동 12-15 1층,N,0,3490000-219-2018-00001,3490000,"인천광역시 중구 참외전로72번길 9, 1층 (전동)",22309,03,폐업,화장ㆍ분장 미용업,,1,,1,
0,0,,0,바디앤무브 컨디셔닝센터,피부미용업,3,,,,,160871.811544518,442870.552645714,2026-05-03 22:44:51,I,01,영업,0,2025-06-18 11:17:23,2025-06-18,51.24,400-320,인천광역시 중구 중산동 1876-13 스카이에비뉴1 1010호,N,0,3490000-212-2025-00005,3490000,"인천광역시 중구 하늘달빛로 90-7, 스카이에비뉴1 1010호 (중산동)",22402,01,영업/정상,피부미용업,,,,,
0,0,,0,이가자 헤어비스,일반미용업,7,2020-06-01,,,,151997.556543423,437649.471087344,2026-05-03 22:44:03,I,02,폐업,,2020-06-01 16:14:35,2011-09-08,97.30,400-340,인천광역시 중구 운서동 2850-2 이마트 지하 1층,N,,3490000-211-2011-00004,3490000,"인천광역시 중구 공항로424번길 36, 지하 1층 (운서동)",22382,03,폐업,일반미용업,,1,0,1,0
,,,,차칸남자,일반미용업,,,,,,167691.598597732,440923.250011297,2026-05-03 22:44:08,I,01,영업,,2016-12-12 10:43:38,2015-09-04,16.90,400-120,인천광역시 중구 유동 39-1 1층,N,,3490000-211-2015-00008,3490000,"인천광역시 중구 서해대로483번길 16 (유동, 1층)",22319,01,영업/정상,일반미용업,,,,,
2,0,,0,비샵,메이크업업,0,,,,,155609.312334472,443092.888842973,2026-05-03 22:45:02,I,01,영업,0,2023-01-02 16:27:04,2023-01-02,26.88,400-340,인천광역시 중구 운서동 3099-4 운서역 반도유보라 퍼스티지 114동 B130호,N,0,3490000-219-2023-00001,3490000,"인천광역시 중구 영종대로196번길 15-25, 114동 B130호 (운서동, 운서역 반도유보라 퍼스티지)",22376,01,영업/정상,화장ㆍ분장 미용업,,,1,,1
,0,,0,금발미장원,일반미용업,2,2005-07-29,,,,,,2026-05-03 22:42:34,I,02,폐업,,2001-12-04 00:00:00,1962-12-31,.00,400-080,인천광역시 중구 신포동 17,N,,3490000-204-1962-00003,3490000,,,03,폐업,미용업,,0,0,,
,,,,경동미용실,일반미용업,,2024-05-07,,,,,,2026-05-03 22:42:45,I,02,폐업,,2024-05-07 13:55:47,1973-04-25,39.00,400-160,인천광역시 중구 경동 5,N,,3490000-204-1973-00002,3490000,,,03,폐업,미용업,,,,,
0,0,,0,조이모,일반미용업,2,2025-09-03,,,,156097.655842317,441905.304406942,2026-05-03 22:44:38,I,02,폐업,0,2025-09-03 14:34:05,2022-10-26,41.76,400-310,인천광역시 중구 운남동 1602-6 304호,N,0,3490000-211-2022-00015,3490000,"인천광역시 중구 흰바위로 262, 럭키프라자 3층 304호 (운남동)",22376,03,폐업,일반미용업,,,,,
,,,,시티안미용실,일반미용업,,2007-06-18,,,,,,2026-05-03 22:43:07,I,02,폐업,,2006-07-24 00:00:00,1989-06-07,.00,400-180,인천광역시 중구 인현동 30,N,,3490000-204-1989-00007,3490000,,,03,폐업,미용업,,,,,
,1,,,강남미용실,일반미용업,3,2012-03-16,,,,154733.710148536,443354.70021199,2026-05-03 22:43:50,I,02,폐업,,2012-02-20 15:24:40,2007-01-30,20.55,400-833,인천광역시 중구 운서동 2788-6 주공A상가 102호,N,,3490000-204-2007-00001,3490000,"인천광역시 중구 흰바위로 36, 상가동 102호 (운서동, 영종주공스카이빌아파트)",22370,03,폐업,미용업,,1,,1,
,5,임대,1,박준뷰티랩,일반미용업,10,2019-08-05,,,,154827.529861045,443512.476722866,2026-05-03 22:43:45,I,02,폐업,,2019-08-05 09:40:11,2004-12-01,137.74,400-833,인천광역시 중구 운서동 2794-2 가나베스트텔 2상가동 303호,N,,3490000-204-2004-00024,3490000,"인천광역시 중구 흰바위로 45, 2상가동 303호 (운서동,가나베스트텔)",22371,03,폐업,미용업,032-752-8261,,,3,
,,,,머리하는날,일반미용업,,1999-12-31,,,,,,2026-05-03 22:43:21,I,02,폐업,,2005-11-23 00:00:00,1998-04-01,15.51,400-812,인천광역시 중구 운남동 383,N,,3490000-204-1998-00002,3490000,,,03,폐업,미용업,,,,,
,,,,헤어모드,일반미용업,5,2004-05-20,,,,,,2026-05-03 22:43:11,I,02,폐업,,2004-05-20 00:00:00,1994-06-07,37.40,400-180,인천광역시 중구 인현동 25-37,N,,3490000-204-1994-00005,3490000,,,03,폐업,미용업,,,,,
0,1,,0,Jun hwi hair(준휘헤어),일반미용업,6,,,,,166969.326168265,441210.169110251,2026-05-03 22:44:11,I,01,영업,0,2017-02-27 11:55:57,2016-08-18,92.24,400-150,인천광역시 중구 내동 84-3 1층,N,0,3490000-211-2016-00011,3490000,"인천광역시 중구 신포로46번길 19 (내동, 1층)",22316,01,영업/정상,일반미용업,,,,,
0,0,임대,0,큐사랑 영종하늘도시점,일반미용업,2,2024-09-05,,,,161133.921606122,443044.867456395,2026-05-03 22:44:41,I,02,폐업,0,2024-09-05 16:01:54,2023-09-08,58.29,400-320,인천광역시 중구 중산동 1884-7 405호,N,0,3490000-211-2023-00021,3490000,"인천광역시 중구 하늘중앙로195번길 18, 405호 (중산동)",22397,03,폐업,일반미용업,,4,,4,
0,0,,0,헤어블레싱,일반미용업,3,,,,,164935.989507503,439178.560702079,2026-05-03 22:44:52,I,01,영업,0,2021-07-08 15:52:57,2017-08-24,33.00,400-802,인천광역시 중구 항동7가 58-72 1층 6호,N,0,3490000-213-2017-00005,3490000,"인천광역시 중구 연안부두로33번길 22, 1층 6호 (항동7가)",22348,01,영업/정상,종합미용업,,1,,1,
,4,임대,1,스타 헤어샵,일반미용업,,2010-11-02,,,,167482.357803863,440622.349071167,2026-05-03 22:43:47,I,02,폐업,,2005-04-11 00:00:00,2005-03-15,19.64,400-102,"인천광역시 중구 신흥동2가 26-1 ,1층",N,,3490000-204-2005-00004,3490000,,,03,폐업,미용업,032-766-5597,1,,1,
0,0,임대,0,멋진남자,일반미용업,3,,,,,167482.483184878,440668.171021565,2026-05-03 22:44:42,I,01,영업,0,2024-05-31 15:14:35,2024-05-31,20.00,400-101,인천광역시 중구 신흥동1가 1-14 김밥친구,N,0,3490000-211-2024-00012,3490000,"인천광역시 중구 제물량로 90-1, 1층 (신흥동1가)",22320,01,영업/정상,일반미용업,,,,,
0,1,임대,1,을왕미용실,일반미용업,3,2013-07-03,,,,144676.271924004,438404.343308757,2026-05-03 22:43:53,I,02,폐업,,2011-08-24 10:14:16,2008-04-02,35.84,400-420,인천광역시 중구 을왕동 750-15,N,,3490000-204-2008-00005,3490000,인천광역시 중구 용유서로 310 (을왕동),22383,03,폐업,미용업,032-751-9778,1,0,1,0
0,0,,0,청춘헤어,일반미용업,3,2023-12-18,,,,166128.572731005,441483.199129521,2026-05-03 22:44:31,I,02,폐업,0,2023-12-18 17:52:28,2020-05-25,45.98,400-210,인천광역시 중구 선린동 41-5 외1필지(41-1),N,0,3490000-211-2020-00010,3490000,"인천광역시 중구 제물량로 262-3, 1층 (선린동)",22314,03,폐업,일반미용업,,1,,1,
,,,,까꼬뽀꼬미용실,일반미용업,9,2005-09-13,,,,167206.623409189,441440.705513058,2026-05-03 22:43:16,I,02,폐업,,2005-09-14 00:00:00,1995-03-27,98.02,400-180,인천광역시 중구 인현동 27-29 (3층),N,,3490000-204-1995-00003,3490000,,,03,폐업,미용업,,,,,
0,0,,0,컴인해인뷰티헤어,일반미용업,2,,,,,158727.079153912,443758.222957858,2026-05-03 22:44:28,I,01,영업,1,2024-07-24 17:15:24,2019-04-22,29.70,400-812,인천광역시 중구 운남동 1498-7 1층 102호,N,0,3490000-211-2019-00027,3490000,"인천광역시 중구 운남로 195, 1층 102호 (운남동)",22359,01,영업/정상,일반미용업,,0,0,0,0
0,0,,0,춘자살롱,일반미용업,5,,,,,161081.078476479,443224.648307257,2026-05-03 22:44:39,I,01,영업,0,2022-12-05 10:30:59,2022-12-05,53.30,400-320,인천광역시 중구 중산동 1882-1 116호,N,0,3490000-211-2022-00020,3490000,"인천광역시 중구 하늘중앙로 193, 조양타워 1층 116호 (중산동)",22397,01,영업/정상,일반미용업,032-752-5413,,,,
3,0,임대,0,박상미스킨겔러리,피부미용업,0,2017-12-21,,,,167147.993703687,441166.145293727,2026-05-03 22:44:44,I,02,폐업,,2017-12-21 16:14:57,2009-04-17,49.66,400-160,인천광역시 중구 경동 240-52 (2층),N,,3490000-212-2009-00003,3490000,"인천광역시 중구 개항로 62, 2층 (경동)",22321,03,폐업,피부미용업,032-777-3688,0,0,0,0
1,0,,0,뷰티크리,메이크업업,0,,,,,161081.078476479,443224.648307257,2026-05-03 22:45:03,I,01,영업,0,2024-09-02 16:22:36,2024-09-02,5.29,400-320,인천광역시 중구 중산동 1882-1 314일부호,N,0,3490000-221-2024-00003,3490000,"인천광역시 중구 하늘중앙로 193, 3층 314 일부호 (중산동)",22397,01,영업/정상,"피부미용업, 화장ㆍ분장 미용업",,,,,
,1,자가,,실버미용실,일반미용업,3,2006-04-17,,,,166977.654578548,440823.321019656,2026-05-03 22:43:44,I,02,폐업,,2004-07-02 00:00:00,2004-04-13,34.13,400-070,인천광역시 중구 신생동 11-40 외 1필지,N,,3490000-204-2004-00008,3490000,,,03,폐업,미용업,032-764-8740,1,,1,
0,2,,0,리안헤어 영종하늘도시점,일반미용업,6,,,,,161117.378322922,442993.335092871,2026-05-03 22:44:37,I,01,영업,0,2022-05-30 11:32:11,2022-05-30,86.72,400-320,인천광역시 중구 중산동 1886-17 영종그랑블루 206.207호,N,0,3490000-211-2022-00007,3490000,"인천광역시 중구 자연대로 28, 영종그랑블루 2층 206,207호 (중산동)",22397,01,영업/정상,일반미용업,,,,,
1,0,,0,네일오다,네일아트업,4,,,,,161117.378322922,442993.335092871,2026-05-03 22:45:04,I,01,영업,0,2024-11-05 15:41:10,2023-05-25,43.36,400-320,인천광역시 중구 중산동 1886-17 영종그랑블루 209호,N,0,3490000-222-2023-00002,3490000,"인천광역시 중구 자연대로 28, 영종그랑블루 2층 209호 (중산동)",22397,01,영업/정상,"네일미용업, 화장ㆍ분장 미용업",,,,,
0,0,임대,0,네일핫플,네일아트업,3,,,,,161059.483473304,443042.25680503,2026-05-03 22:44:55,I,01,영업,0,2026-02-12 17:45:48,2021-03-25,27.18,400-320,인천광역시 중구 중산동 1886-19 영종하늘도시 트루엘 에디션 2층 208호,N,0,3490000-215-2021-00002,3490000,"인천광역시 중구 자연대로 38, 영종하늘도시 트루엘 에디션 2층 208호 (중산동)",22397,01,영업/정상,네일미용업,032-747-0321,,,,
,,,,미샤헤어,일반미용업,5,,,,,167090.626690766,441537.613069876,2026-05-03 22:43:52,I,01,영업,,2014-02-17 14:27:12,2007-12-10,33.85,400-190,인천광역시 중구 전동 19-10 1층,N,,3490000-204-2007-00013,3490000,"인천광역시 중구 자유공원로 22, 1층 (전동)",22316,01,영업/정상,미용업,032-772-0013,,,,
0,0,임대,0,클라라헤어샵,일반미용업,2,,,,,167892.646971172,440698.219653535,2026-05-03 22:43:56,I,01,영업,,2019-08-09 17:21:37,2013-03-18,17.43,400-140,인천광역시 중구 도원동 24-59 1층,N,,3490000-204-2013-00002,3490000,"인천광역시 중구 도원로 38, 1층 (도원동)",22327,01,영업/정상,미용업,032-891-0907,1,,1,
,2,임대,,신포미용실,일반미용업,2,,,,,166932.355703152,441093.243745741,2026-05-03 22:43:44,I,01,영업,,2021-07-02 17:11:27,2004-07-19,16.40,400-080,인천광역시 중구 신포동 7-40,N,,3490000-204-2004-00015,3490000,"인천광역시 중구 우현로49번길 25, 1층 (신포동)",22322,01,영업/정상,미용업,032-763-3455,1,,1,
,0,,0,스피드맨,일반미용업,0,2010-10-18,,,,167297.788560446,441634.988608119,2026-05-03 22:43:35,I,02,폐업,,2004-04-12 00:00:00,2001-06-11,26.40,400-180,인천광역시 중구 인현동 1-283,N,,3490000-204-2001-00012,3490000,,,03,폐업,미용업,,0,0,,
2,0,,0,힐링휴,피부미용업,1,,,,,154699.82539652,443759.041989461,2026-05-03 22:44:50,I,01,영업,0,2023-12-07 15:10:23,2023-12-07,60.00,400-833,인천광역시 중구 운서동 2789-1 신공항파크빌 204호,N,0,3490000-212-2023-00012,3490000,"인천광역시 중구 영종대로 84, 신공항파크빌 2층 204호 (운서동)",22371,01,영업/정상,피부미용업,,2,,2,
0,0,,0,샵희월(#),네일아트업,1,2026-04-29,,,,168186.8663245,440789.143270182,2026-05-03 22:44:55,I,02,폐업,1,2026-04-29 10:56:45,2022-04-08,39.47,400-140,인천광역시 중구 도원동 14-46,N,0,3490000-215-2022-00003,3490000,"인천광역시 중구 참외전로244번길 4, 1층 (도원동)",22327,03,폐업,네일미용업,,,,,
2,0,임대,0,쏘니네일,네일아트업,4,,,,,156266.45920116,441777.293728801,2026-05-03 22:45:06,I,01,영업,0,2024-04-05 15:19:48,2018-03-14,22.83,400-812,인천광역시 중구 운남동 1599-11 디딤돌프라자 110-1호,N,0,3490000-226-2018-00001,3490000,"인천광역시 중구 흰바위로 284, 디딤돌프라자 1층 110-1호 (운남동)",22376,01,영업/정상,"피부미용업, 네일미용업, 화장ㆍ분장 미용업",,1,0,1,0
1,0,,0,털털한그녀,피부미용업,0,2020-02-14,,,,160906.291833176,442776.82416659,2026-05-03 22:44:48,I,02,폐업,0,2020-02-17 09:41:56,2017-03-28,50.00,400-320,인천광역시 중구 중산동 1875-9,N,0,3490000-212-2017-00005,3490000,"인천광역시 중구 하늘달빛로 78, 401호 (중산동, 영종힐링프라자)",22402,03,폐업,피부미용업,,0,0,0,0
,,,,엑스.오미용실,일반미용업,6,2005-09-13,,,,167036.944610504,441538.968291626,2026-05-03 22:43:19,I,02,폐업,,2005-09-14 00:00:00,1997-08-16,79.24,400-190,인천광역시 중구 전동 19-23,N,,3490000-204-1997-00006,3490000,,,03,폐업,미용업,,,,,
,,,,시니살롱,일반미용업,3,,,,,160742.24198104,442710.51002459,2026-05-03 22:44:00,I,01,영업,,2024-04-22 10:16:15,2005-04-14,28.00,400-320,인천광역시 중구 중산동 1872-1 신명스카이뷰주얼리 상가1동 112호,N,,3490000-211-2005-00002,3490000,"인천광역시 중구 하늘달빛로 95, 상가1동 112호 (중산동, 신명스카이뷰주얼리)",22405,01,영업/정상,일반미용업,,,,,
0,0,,0,원더엠,일반미용업,4,,,,,166784.281589011,441038.928272811,2026-05-03 22:44:42,I,01,영업,0,2024-04-16 16:35:46,2024-04-16,48.88,400-080,인천광역시 중구 신포동 26-32,N,0,3490000-211-2024-00010,3490000,"인천광역시 중구 우현로35번길 24, 1층 (신포동)",22322,01,영업/정상,일반미용업,032-772-8885,,,,
,1,임대,0,엘라뷰티헤어,일반미용업,3,,,,,160964.693296696,442727.463576275,2026-05-03 22:43:54,I,01,영업,,2017-04-24 14:57:13,2008-04-29,76.70,400-320,인천광역시 중구 중산동 1875-12 메디피아 305호,N,,3490000-204-2008-00006,3490000,"인천광역시 중구 하늘달빛로 70, 305호 (중산동, 메디피아)",22402,01,영업/정상,미용업,032-747-1117,1,,,
0,0,,0,별빛 미용실,일반미용업,3,,,,,158643.227163422,443120.530026372,2026-05-03 22:44:41,I,01,영업,0,2024-03-04 13:50:47,2024-03-04,37.19,400-812,인천광역시 중구 운남동 1563-5 104호,N,0,3490000-211-2024-00003,3490000,"인천광역시 중구 운남동로3번길 17, 104호 (운남동)",22372,01,영업/정상,일반미용업,,,,,
,0,,0,박승철미장원,일반미용업,14,2009-01-20,,,,,,2026-05-03 22:43:02,I,02,폐업,,2001-12-04 00:00:00,1988-08-24,74.93,400-150,인천광역시 중구 내동 209,N,,3490000-204-1988-00006,3490000,,,03,폐업,미용업,,0,0,,
3,0,,0,솔뷰티(Sol Beauty),메이크업업,1,,,,,155631.371509267,443767.341518118,2026-05-03 22:44:53,I,01,영업,0,2025-04-11 17:25:35,2024-06-14,47.99,400-340,인천광역시 중구 운서동 3043-5 1층 102호,N,0,3490000-213-2024-00004,3490000,"인천광역시 중구 햇내로안길 14-5, 1층 102호 (운서동)",22361,01,영업/정상,종합미용업,,1,0,1,0
