건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,회수건조기수,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층,세탁기수
0,임대,0,스타명품세탁,일반세탁업,,,,,205570.093214399,438907.277212806,2026-05-03 22:32:03,I,01,영업,0,2020-06-29 17:09:15,2014-10-10,44.34,137-180,서울특별시 서초구 내곡동 77 (내곡보금자리주택지구 1블럭) 상가동 206호,N,0,3210000-205-2014-00004,3210000,"서울특별시 서초구 헌릉로8길 58, 206호 (내곡동, 내곡보금자리주택지구 1블록 서초더샵포레 상가동)",06800,0,01,영업/정상,일반세탁업,,2,,2,,3
0,임대,0,서초 세탁,일반세탁업,,,,,204984.537386457,438840.103774693,2026-05-03 22:32:03,I,01,영업,0,2014-11-05 10:58:28,2014-11-05,23.00,137-160,서울특별시 서초구 신원동 374 서초포레스타5단지 상가동 102호,N,0,3210000-205-2014-00005,3210000,"서울특별시 서초구 청계산로7길 43, 상가동 102호 (신원동, 서초포레스타5단지)",06798,0,01,영업/정상,일반세탁업,,1,,1,,1
0,임대,0,중앙세탁소,일반세탁업,,,,,201643.318591414,443772.466475611,2026-05-03 22:32:03,I,01,영업,0,2015-09-09 12:19:12,2014-11-12,27.75,137-882,서울특별시 서초구 서초동 1687-2 서초중앙프라자 110호,N,0,3210000-205-2014-00006,3210000,"서울특별시 서초구 서초중앙로24길 55, 110호 (서초동, 서초중앙프라자)",06603,1,01,영업/정상,일반세탁업,,1,,1,,2
0,임대,0,강남사,일반세탁업,,,,,201853.889908967,444549.812390159,2026-05-03 22:32:04,I,01,영업,0,2020-09-08 16:11:26,2014-12-09,19.10,137-070,"서울특별시 서초구 서초동 1302-1 ,18호,19호 서초오피스텔 지상1층 112호",N,0,3210000-205-2014-00008,3210000,"서울특별시 서초구 서운로 226, 지상 1층 112호 (서초동, 서초오피스텔)",06609,0,01,영업/정상,일반세탁업,,1,,1,,2
0,임대,0,디오빌 명품 세탁,일반세탁업,,,,,198532.940717328,442650.053868097,2026-05-03 22:32:04,I,01,영업,0,2020-06-29 14:46:48,2015-01-02,32.20,137-838,서울특별시 서초구 방배동 866-20 외 5필지 107호,N,0,3210000-205-2015-00001,3210000,"서울특별시 서초구 서초대로 17, 107호 (방배동)",06569,0,01,영업/정상,일반세탁업,02-0525-2775,1,,1,,1
0,임대,0,슈페리움 세탁소,일반세탁업,,,,,198432.354182494,442643.16392201,2026-05-03 22:32:04,I,01,영업,0,2022-12-05 13:38:06,2015-02-11,31.17,137-974,서울특별시 서초구 방배동 3001-2 방배디오슈페리움Ⅰ,N,0,3210000-205-2015-00002,3210000,"서울특별시 서초구 서초대로 3-4 (방배동, 방배디오슈페리움Ⅰ)",06568,1,01,영업/정상,일반세탁업,34832200,,1,,1,1
0,임대,0,삼성명품세탁소,일반세탁업,,,,,202395.888113518,443528.815453782,2026-05-03 22:32:04,I,01,영업,0,2015-07-06 15:36:24,2015-07-06,57.18,137-858,서울특별시 서초구 서초동 1330 205호,N,0,3210000-205-2015-00004,3210000,"서울특별시 서초구 강남대로53길 11, 205호 (서초동)",06626,1,01,영업/정상,일반세탁업,,2,,2,,2
0,임대,0,현대 세탁,일반세탁업,,,,,200701.042562185,443142.856303911,2026-05-03 22:32:04,I,01,영업,0,2015-08-25 15:37:10,2015-08-25,40.00,137-872,서울특별시 서초구 서초동 1542-13 비01호 내 103호,N,0,3210000-205-2015-00005,3210000,"서울특별시 서초구 반포대로 114, 비01호 내 103호 (서초동)",06647,1,01,영업/정상,일반세탁업,,,,,,1
3,,0,조양컴퓨터세탁,일반세탁업,,,,,193785.988630662,442985.601235284,2026-05-03 22:32:59,I,01,영업,,2024-12-05 16:54:52,1987-09-01,34.00,151-821,서울특별시 관악구 봉천동 670-62 지하1층,N,,3200000-205-1987-02669,3200000,"서울특별시 관악구 봉천로13가길 3 (봉천동, 지하1층)",08720,0,01,영업/정상,일반세탁업,02-883-8140,1,0,1,0,0
1,,,제일세탁,일반세탁업,,,,,191267.931278367,442263.733212466,2026-05-03 22:32:59,I,01,영업,,2024-12-06 13:58:33,1987-09-15,31.00,151-903,서울특별시 관악구 신림동 1655-35,N,,3200000-205-1987-02674,3200000,"서울특별시 관악구 조원로2길 26, 1층 102호 (신림동)",08769,,01,영업/정상,일반세탁업,02-863-3906,1,,1,,
,,,보라매세탁,일반세탁업,,,,,196964.694091569,441452.928723636,2026-05-03 22:32:52,I,01,영업,,2024-12-05 16:27:48,1987-10-05,.00,151-832,서울특별시 관악구 봉천동 1656-19,N,,3200000-205-1987-02686,3200000,서울특별시 관악구 인헌2길 8 (봉천동),08793,,01,영업/정상,일반세탁업,02-885-9172,,,1,,
2,,0,경진사,일반세탁업,,,,,192771.560200014,441553.67583587,2026-05-03 22:32:51,I,01,영업,,2024-12-06 14:02:52,1987-09-01,25.00,151-878,서울특별시 관악구 신림동 597-37,N,,3200000-205-1987-02700,3200000,서울특별시 관악구 난우10길 25 (신림동),08850,0,01,영업/정상,일반세탁업,02-867-3180,1,0,1,0,0
,,,한양세탁,일반세탁업,2025-12-29,,,,210114.813592851,444339.513905272,2026-05-03 22:32:17,I,02,폐업,,2025-12-29 16:37:03,2005-07-08,25.00,138-854,서울특별시 송파구 송파동 180 지상1층,N,,3230000-205-2005-00015,3230000,"서울특별시 송파구 송파대로36길 32, 지상1층 (송파동)",05678,,03,폐업,일반세탁업,02-443-1979,2,,2,,2
0,,0,백양사,일반세탁업,,,,,192857.772172077,442209.958377527,2026-05-03 22:32:51,I,01,영업,,2021-11-19 11:25:10,1987-09-01,.00,151-899,서울특별시 관악구 신림동 1574-3,N,,3200000-205-1987-02708,3200000,서울특별시 관악구 남부순환로172길 105 (신림동),08773,0,01,영업/정상,일반세탁업,02-863-4854,0,0,0,0,0
3,,1,스타사,일반세탁업,,,,,193627.116209426,441793.758077485,2026-05-03 22:32:51,I,01,영업,,2024-12-05 17:06:11,1987-09-01,19.80,151-901,서울특별시 관악구 신림동 1629-98,N,,3200000-205-1987-02714,3200000,서울특별시 관악구 문성로32길 22 (신림동),08843,,01,영업/정상,일반세탁업,02-865-8585,1,,1,,
2,임대,,백경세탁소,일반세탁업,,,,,193822.488696953,441018.13174282,2026-05-03 22:32:51,I,01,영업,,2024-12-05 17:04:21,1987-09-01,13.20,151-862,서울특별시 관악구 신림동 381-5,N,,3200000-205-1987-02715,3200000,서울특별시 관악구 양지6길 4 (신림동),08846,,01,영업/정상,일반세탁업,02-871-2999,1,,1,,
3,,,행운사,일반세탁업,,,,,193228.359190229,442474.635411574,2026-05-03 22:32:57,I,01,영업,,2024-12-05 16:46:33,1987-07-15,.00,151-893,서울특별시 관악구 신림동 1465-26,N,,3200000-205-1987-02719,3200000,서울특별시 관악구 관천로11길 12 (신림동),08764,,01,영업/정상,일반세탁업,02-854-3060,1,,1,,
1,,,문화사,일반세탁업,,,,,194972.318549641,442157.21100266,2026-05-03 22:32:52,I,01,영업,,2024-12-06 13:33:24,1987-06-27,.00,151-842,서울특별시 관악구 봉천동 922-33,N,,3200000-205-1987-02745,3200000,"서울특별시 관악구 청룡2길 40, 1층 (봉천동)",08785,,01,영업/정상,일반세탁업,02-878-8249,1,,1,,
3,,,새서울세탁,일반세탁업,,,,,195541.499755716,441839.829017649,2026-05-03 22:32:57,I,01,영업,,2024-12-06 13:33:04,1987-06-27,27.00,151-846,서울특별시 관악구 봉천동 1572-16,N,,3200000-205-1987-02747,3200000,서울특별시 관악구 쑥고개로 126 (봉천동),08832,,01,영업/정상,일반세탁업,02-889-7086,1,,1,,
1,임대,0,아도사,일반세탁업,,,,,194616.0045611,442163.414772065,2026-05-03 22:32:52,I,01,영업,,2024-12-06 13:32:05,1987-06-27,40.34,151-845,서울특별시 관악구 봉천동 1525-1,N,,3200000-205-1987-02752,3200000,"서울특별시 관악구 장군봉길 25, 1층 (봉천동)",08784,1,01,영업/정상,일반세탁업,02-883-8337,1,0,1,0,1
0,임대,0,래미안세탁,일반세탁업,,,,,202478.1048837,443306.064904505,2026-05-03 22:32:06,I,01,영업,0,2017-02-21 11:00:23,2017-02-21,21.53,137-860,서울특별시 서초구 서초동 1337-2 107호,N,0,3210000-205-2017-00003,3210000,"서울특별시 서초구 효령로77길 34, 107호 (서초동, 아크로텔 강남역)",06627,0,01,영업/정상,일반세탁업,,1,,1,,2
0,임대,0,노블레스,일반세탁업,,,,,200567.880516251,442263.018280321,2026-05-03 22:32:05,I,01,영업,0,2020-06-29 15:20:58,2017-03-23,105.33,137-869,서울특별시 서초구 서초동 1487-55 1층,N,0,3210000-205-2017-00004,3210000,"서울특별시 서초구 반포대로9길 79, 1층 (서초동)",06708,1,01,영업/정상,일반세탁업,,1,,1,,4
0,임대,0,동양세탁소,일반세탁업,,,,,202014.97768308,441020.098836819,2026-05-03 22:32:05,I,01,영업,0,2017-10-12 15:37:43,2017-10-12,25.23,137-900,서울특별시 서초구 우면동 59 (지분 104호) 상가동 지001호,N,0,3210000-205-2017-00006,3210000,"서울특별시 서초구 바우뫼로7길 27, 상가동 지001호 (우면동, 동고아파트)",06762,0,01,영업/정상,일반세탁업,,,1,,1,1
0,임대,0,미진 명품 크리닝,일반세탁업,,,,,198857.988211871,443026.910980186,2026-05-03 22:32:05,I,01,영업,0,2018-06-12 11:14:39,2018-06-12,33.00,137-834,서울특별시 서초구 방배동 831-1 1층,N,0,3210000-205-2018-00002,3210000,"서울특별시 서초구 방배중앙로 114, 1층 (방배동)",06563,0,01,영업/정상,일반세탁업,02-593-0825,,,,,0
0,임대,0,LG에클라트,일반세탁업,,,,,201213.64069933,442739.647017252,2026-05-03 22:32:05,I,01,영업,0,2018-08-27 10:12:54,2018-08-27,28.83,137-876,서울특별시 서초구 서초동 1599-2 215호,N,0,3210000-205-2018-00004,3210000,"서울특별시 서초구 반포대로14길 71, LG서초에클라트 2층 215호 (서초동)",06651,0,01,영업/정상,일반세탁업,02-521-5222,2,,2,,3
0,임대,0,석탑세탁소,일반세탁업,,,,,201162.55241589,442589.558473708,2026-05-03 22:32:05,I,01,영업,0,2020-06-29 15:21:26,2018-10-18,30.15,137-876,서울특별시 서초구 서초동 1588-7 101호,N,0,3210000-205-2018-00007,3210000,"서울특별시 서초구 효령로53길 18, 101호 (서초동)",06654,0,01,영업/정상,일반세탁업,02-585-1580,1,,1,,3
0,임대,0,반포 해원 세탁,일반세탁업,,,,,199988.339466379,445001.037013007,2026-05-03 22:32:06,I,01,영업,0,2020-06-29 14:26:06,2019-01-09,29.10,137-909,서울특별시 서초구 잠원동 76 101호,N,0,3210000-205-2019-00001,3210000,"서울특별시 서초구 반포대로 316, 1층 101호 (잠원동)",06509,0,01,영업/정상,일반세탁업,02-534-4540,1,,1,,0
0,임대,0,경남세탁소,일반세탁업,,,,,200153.048702612,441653.370911653,2026-05-03 22:32:04,I,01,영업,0,2019-11-04 10:43:24,2019-11-04,29.70,137-850,서울특별시 서초구 방배동 1015 1층,N,0,3210000-205-2019-00006,3210000,"서울특별시 서초구 방배로 14, 상가동 1층 (방배동, 임광아파트)",06715,0,01,영업/정상,일반세탁업,02-583-6778,1,,1,,3
0,,0,서리풀 명품 세탁,일반세탁업,,,,,199671.498325418,442695.854457681,2026-05-03 22:32:05,I,01,영업,0,2020-08-03 11:43:56,2020-08-03,49.50,137-841,서울특별시 서초구 방배동 890-20,N,0,3210000-205-2020-00004,3210000,"서울특별시 서초구 서초대로30길 45, 1층 (방배동)",06663,1,01,영업/정상,일반세탁업,02-522-4170,1,,1,,1
0,임대,0,몸만가,일반세탁업,,,,,203586.557018726,441217.3383017,2026-05-03 22:32:05,I,01,영업,0,2020-09-04 14:25:29,2020-09-04,141.52,137-894,서울특별시 서초구 양재동 250-3 1층,N,0,3210000-205-2020-00006,3210000,"서울특별시 서초구 마방로4길 28, 1층 (양재동)",06778,0,01,영업/정상,일반세탁업,02-1833-2833,1,,1,,2
0,,0,주영세탁,일반세탁업,,,,,198845.657797775,443825.9650708,2026-05-03 22:32:05,I,01,영업,0,2020-09-09 11:18:24,2020-09-09,50.28,137-828,서울특별시 서초구 방배동 758-2 삼호상가 221호,N,0,3210000-205-2020-00007,3210000,"서울특별시 서초구 방배로 269, 삼호상가 221호 (방배동)",06553,0,01,영업/정상,일반세탁업,02-3477-8355,2,,2,,2
0,,0,센트럴아이파크세탁,일반세탁업,,,,,200958.146177387,442749.959049103,2026-05-03 22:32:05,I,01,영업,0,2022-03-04 16:57:18,2020-09-11,23.14,137-875,서울특별시 서초구 서초동 1582-3 서초센트럴IPARK,N,0,3210000-205-2020-00008,3210000,"서울특별시 서초구 반포대로18길 36, 101호 (서초동, 서초센트럴IPARK)",06652,1,01,영업/정상,일반세탁업,02-534-5732,,,,,3
0,,0,영동세탁,일반세탁업,,,,,201053.257791161,443234.11748494,2026-05-03 22:32:05,I,01,영업,0,2020-10-23 11:55:59,2020-10-23,33.00,137-874,서울특별시 서초구 서초동 1569-12,N,0,3210000-205-2020-00010,3210000,"서울특별시 서초구 반포대로26길 66, 1층 (서초동)",06645,1,01,영업/정상,일반세탁업,02-584-6930,1,,1,,1
0,임대,0,한강명품세탁,일반세탁업,,,,,201435.516661404,445751.943418466,2026-05-03 22:32:05,I,01,영업,0,2024-02-26 15:01:23,2022-04-06,76.00,137-903,서울특별시 서초구 잠원동 24-6 성일빌딩 1층 103호,N,1,3210000-205-2022-00001,3210000,"서울특별시 서초구 강남대로97길 51, 성일빌딩 1층 103호 (잠원동)",06527,0,01,영업/정상,일반세탁업,,1,,1,,4
0,임대,0,삼성세탁소,일반세탁업,,,,,201472.668856726,444193.267014675,2026-05-03 22:32:05,I,01,영업,0,2022-05-18 13:28:43,2022-05-18,58.47,137-882,서울특별시 서초구 서초동 1684-1 서초쇼핑,N,0,3210000-205-2022-00002,3210000,"서울특별시 서초구 고무래로 90-7, 2층 9호 (서초동)",06602,1,01,영업/정상,일반세탁업,02-3477-5036,2,,2,,2
0,임대,0,알파명품크리닝,일반세탁업,,,,,202245.377899369,442987.986999742,2026-05-03 22:32:05,I,01,영업,0,2022-12-26 13:53:50,2022-12-26,39.02,137-859,서울특별시 서초구 서초동 1335 207호,N,0,3210000-205-2022-00004,3210000,"서울특별시 서초구 효령로 403, 그랑몰 207호 (서초동)",06630,0,01,영업/정상,일반세탁업,,2,,2,,3
0,임대,0,센트럴세탁소,일반세탁업,,,,,201070.374374053,442706.851934959,2026-05-03 22:32:04,I,01,영업,0,2022-12-30 10:27:01,2022-12-30,41.94,137-963,서울특별시 서초구 서초동 1593-7 서초이오빌,N,0,3210000-205-2022-00005,3210000,"서울특별시 서초구 효령로53길 45, 지하1층 B103호 (서초동, 서초이오빌)",06652,0,01,영업/정상,일반세탁업,,,1,,1,3
0,,0,자이명품세탁,일반세탁업,,,,,202245.377899369,442987.986999742,2026-05-03 22:32:05,I,01,영업,0,2023-11-08 14:10:57,2023-05-12,11.36,137-070,서울특별시 서초구 서초동 1757-1,N,0,3210000-205-2023-00001,3210000,"서울특별시 서초구 효령로 403, 1층 131호 (서초동)",06630,1,01,영업/정상,일반세탁업,,,,,,3
3,,,라이프세탁소,일반세탁업,2025-12-18,,,,197027.505430844,440867.173105501,2026-05-03 22:32:46,I,02,폐업,,2025-12-18 10:41:21,1998-11-23,69.72,151-815,서울특별시 관악구 봉천동 180-529,N,,3200000-205-1998-02892,3200000,서울특별시 관악구 인헌16길 15 (봉천동),08800,,03,폐업,일반세탁업,02-872-5668,1,,1,,
,,,대흥사,일반세탁업,,,,,208407.37371852,444806.128722949,2026-05-03 22:32:29,I,01,영업,,2005-07-20 00:00:00,2003-02-27,.00,138-840,서울특별시 송파구 삼전동 126-0,N,,3230000-205-1987-02705,3230000,서울특별시 송파구 백제고분로31길 32 (삼전동),05602,,01,영업/정상,일반세탁업,02-0417-3726,,,,,
,,,뉴 월드사,일반세탁업,,,,,208083.24370318,444920.505076547,2026-05-03 22:32:48,I,01,영업,,2011-06-17 13:47:58,2003-02-27,.00,138-837,서울특별시 송파구 삼전동 26-18,N,,3230000-205-1987-02758,3230000,서울특별시 송파구 백제고분로23길 30 (삼전동),05600,,01,영업/정상,일반세탁업,02-0422-0153,,,,,
,,,명동사,일반세탁업,,,,,209665.067950896,445646.679759104,2026-05-03 22:32:31,I,01,영업,,2005-07-20 00:00:00,2003-02-27,.00,138-829,서울특별시 송파구 방이동 71-9,N,,3230000-205-1987-02780,3230000,서울특별시 송파구 올림픽로32길 36 (방이동),05549,,01,영업/정상,일반세탁업,02-416-7726,,,,,
,,,장미사,일반세탁업,,,,,208707.089897534,446299.352775446,2026-05-03 22:32:34,I,01,영업,,2013-12-23 13:31:12,2003-02-27,21.35,138-934,서울특별시 송파구 신천동 7-0 장미A상가 2동 214호,N,,3230000-205-1987-02797,3230000,"서울특별시 송파구 올림픽로35길 124 (신천동, 장미아파트 A상가2동214호)",05504,,01,영업/정상,일반세탁업,02-423-9945,,,,,
,,,백곰사,일반세탁업,,,,,209329.256114624,444375.009457575,2026-05-03 22:32:34,I,01,영업,,2022-05-17 11:34:27,2003-02-27,24.00,138-846,서울특별시 송파구 석촌동 272-1,N,,3230000-205-1987-02818,3230000,"서울특별시 송파구 가락로15길 7-1, 1층 103호 (석촌동)",05688,,01,영업/정상,일반세탁업,02-0423-9914,,,,,
,,,은혜사,일반세탁업,,,,,209814.185978717,444992.22203177,2026-05-03 22:32:32,I,01,영업,,2005-09-14 00:00:00,2003-02-27,.00,138-851,서울특별시 송파구 송파동 117-0,N,,3230000-205-1987-02841,3230000,서울특별시 송파구 백제고분로44길 12 (송파동),05669,,01,영업/정상,일반세탁업,02-0413-9884,,,,,
,,,백양세탁,일반세탁업,,,,,209865.363176414,445147.899854318,2026-05-03 22:32:32,I,01,영업,,2005-07-21 00:00:00,2003-02-27,.00,138-852,서울특별시 송파구 송파동 137-8,N,,3230000-205-1987-02843,3230000,서울특별시 송파구 백제고분로46길 9 (송파동),05662,,01,영업/정상,일반세탁업,02-0414-2969,,,,,
,,,퍼펙트 크리닝,일반세탁업,,,,,210407.537549406,448533.609644264,2026-05-03 22:32:44,I,01,영업,,2007-07-19 09:16:56,2003-02-27,.00,138-872,서울특별시 송파구 풍납동 88-15,N,,3230000-205-1987-02848,3230000,서울특별시 송파구 바람드리5길 16 (풍납동),05513,,01,영업/정상,일반세탁업,02-0474-8560,,,,,
,,,현대 세탁소,일반세탁업,,,,,207733.269329991,444896.657859935,2026-05-03 22:32:18,I,01,영업,,2005-07-21 00:00:00,2003-02-27,.00,138-864,서울특별시 송파구 잠실동 246-4 1층,N,,3230000-205-1987-02853,3230000,"서울특별시 송파구 삼전로9길 9 (잠실동,1층)",05567,,01,영업/정상,일반세탁업,02-0414-5115,,,,,
,,,현대사,일반세탁업,,,,,208652.935686673,444356.869739848,2026-05-03 22:32:33,I,01,영업,,2005-07-21 00:00:00,2003-02-27,.00,138-845,서울특별시 송파구 석촌동 212-5,N,,3230000-205-1987-02855,3230000,서울특별시 송파구 백제고분로34길 14 (석촌동),05679,,01,영업/정상,일반세탁업,02-417-3468,,,,,
,,,잠실명품크리닝,일반세탁업,,,,,207135.295103874,445023.359991844,2026-05-03 22:32:47,I,01,영업,,2011-12-15 10:11:28,2003-02-27,33.00,138-863,서울특별시 송파구 잠실동 224-7 101호,N,,3230000-205-1987-02876,3230000,"서울특별시 송파구 올림픽로10길 48-1, 101호 (잠실동)",05570,,01,영업/정상,일반세탁업,02-0412-3685,,,,,
3,,1,남양세탁소,일반세탁업,,,,,195131.655084007,441720.29732064,2026-05-03 22:32:40,I,01,영업,,2024-12-06 13:31:44,1987-06-27,15.03,151-847,서울특별시 관악구 봉천동 1578-1,N,,3200000-205-1987-02756,3200000,서울특별시 관악구 청룡길 93 (봉천동),08831,,01,영업/정상,일반세탁업,02-877-0736,,1,,1,
4,,1,백양세탁,일반세탁업,,,,,195289.999653342,441960.687862828,2026-05-03 22:32:52,I,01,영업,,2024-12-06 13:31:19,1987-06-27,29.70,151-836,서울특별시 관악구 봉천동 881-28,N,,3200000-205-1987-02763,3200000,서울특별시 관악구 남부순환로214길 41 (봉천동),08786,0,01,영업/정상,일반세탁업,02-886-5924,1,0,1,0,0
3,,,세한사,일반세탁업,,,,,195392.599735738,441814.431614554,2026-05-03 22:32:52,I,01,영업,,2024-12-06 13:30:56,1987-06-27,23.10,151-847,서울특별시 관악구 봉천동 1573-8,N,,3200000-205-1987-02764,3200000,서울특별시 관악구 관악로11길 64 (봉천동),08832,,01,영업/정상,일반세탁업,02-883-9061,1,,1,,
,,,문화세탁,일반세탁업,,,,,195257.93899948,441843.040844887,2026-05-03 22:32:57,I,01,영업,,2024-12-06 13:29:55,1987-06-27,.00,151-847,서울특별시 관악구 봉천동 1575-34,N,,3200000-205-1987-02765,3200000,서울특별시 관악구 청룡중앙길 8 (봉천동),08831,,01,영업/정상,일반세탁업,02-889-5506,,,1,,
2,임대,1,종윤사,일반세탁업,,,,,194561.966771601,442287.961496584,2026-05-03 22:32:57,I,01,영업,,2024-12-06 13:29:09,1987-06-27,26.40,151-820,서울특별시 관악구 봉천동 945-37,N,,3200000-205-1987-02767,3200000,서울특별시 관악구 장군봉2길 18 (봉천동),08782,,01,영업/정상,일반세탁업,02-885-2607,1,,1,,2
3,,,백영사,일반세탁업,,,,,197111.185886374,440910.761513555,2026-05-03 22:32:56,I,01,영업,,2024-12-05 16:28:26,1987-06-23,26.40,151-815,서울특별시 관악구 봉천동 180-153,N,,3200000-205-1987-02770,3200000,서울특별시 관악구 인헌길 123 (봉천동),08800,,01,영업/정상,일반세탁업,02-879-0609,1,,1,,
1,,,백영사,일반세탁업,,,,,191748.146441927,442186.415047375,2026-05-03 22:32:56,I,01,영업,,2024-12-06 13:57:47,1987-06-23,.00,151-877,서울특별시 관악구 신림동 568-12,N,,3200000-205-1987-02780,3200000,서울특별시 관악구 남부순환로131길 24 (신림동),08766,,01,영업/정상,일반세탁업,02-866-7215,1,,1,,
2,,,백조사,일반세탁업,,,,,192185.182001775,442208.633498739,2026-05-03 22:32:52,I,01,영업,,2024-12-06 13:57:26,1987-06-23,33.00,151-876,서울특별시 관악구 신림동 538-18,N,,3200000-205-1987-02785,3200000,"서울특별시 관악구 난곡로65길 33, 1층 (신림동)",08767,,01,영업/정상,일반세탁업,02-863-8204,1,,1,,
1,,,유미사,일반세탁업,,,,,194240.312006658,441279.651233708,2026-05-03 22:32:56,I,01,영업,,2024-12-05 17:12:27,1987-06-20,.00,151-855,서울특별시 관악구 신림동 107-69,N,,3200000-205-1987-02797,3200000,서울특별시 관악구 신림로30길 10 (신림동),08838,,01,영업/정상,일반세탁업,02-885-4862,1,,1,,
