자산규모,사업장명,폐업일자,자본금,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,부채총액,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
1268445368,주식회사 유원제이피씨,,200000000,176607.326609066,448516.12033842,2026-05-03 22:48:48,I,01,정상영업,2021-11-25 10:53:28,625356540,,2019-07-30,,인천광역시 계양구 계산동 ****번지 하이베라스빌딩 *층 제디***호,2019355010824200008,3550000,"인천광역시 계양구 계산새로 **, 하이베라스빌딩 *층 제디***호 (계산동)",21060,,01,영업/정상,,,1544-0397
,키워드솔루션,,,176172.441360115,449494.814755362,2026-05-03 22:48:48,I,01,정상영업,2020-08-25 14:58:46,,,2019-10-22,,인천광역시 계양구 임학동 **번지 왕궁프라자,2019355012724200001,3550000,"인천광역시 계양구 계양산로 ***, 스카이오피스텔 ***호 (임학동)",21030,,01,영업/정상,,,
20000000,원뷰티코스메틱 주식회사,,21040000,175927.315737966,449237.574388615,2026-05-03 22:48:48,I,01,정상영업,2020-03-27 17:31:36,1040000,,2017-03-17,,인천광역시 계양구 계산동 ***번지 *호,2019355012724200002,3550000,"인천광역시 계양구 주부토로 ***, *,*층 (계산동)",21040,,01,영업/정상,,,032-552-7207
100000000,주식회사 세이브플러스,,200000000,174932.031639815,447244.153966138,2026-05-03 22:48:48,I,02,휴업처리,2020-03-30 21:17:47,210000000,,2019-11-19,,인천광역시 계양구 효성동 ***번지 *호 현대프라자,2019355012724200004,3550000,"인천광역시 계양구 새벌로 ***, 현대프라자 *층 ***,***호 (효성동)",21111,,02,휴업,2020-03-30,2020-06-30,
,토다기커뮤니케이션(나인스쿨인천지점),,,175500.322067332,447422.822416933,2026-05-03 22:48:48,I,01,정상영업,2020-02-21 17:28:20,,,2020-02-17,,인천광역시 계양구 작전동 ***번지 **호,2020355012724200002,3550000,"인천광역시 계양구 계양대로 **,  아웃백건물*층 ***호 (작전동)",21115,,01,영업/정상,,,070-8699-2822
,엘피(LP)서비스,,,176181.50293704,449055.56733334,2026-05-03 22:48:49,I,01,정상영업,2020-04-02 19:34:32,,,2020-04-01,,인천광역시 계양구 계산동 ***번지 *호 대성프라자,2020355012724200005,3550000,"인천광역시 계양구 경명대로 ****, 대성프라자 ***호 (계산동)",21030,,01,영업/정상,,,02-1688-5718
1548743966,사회적협동조합 일원,,30000000,173110.179044038,447063.212875043,2026-05-03 22:48:49,I,01,정상영업,2020-04-18 14:26:23,1762106199,,2020-04-16,,인천광역시 계양구 효성동 ***번지 *호 일원빌딩,2020355012724200006,3550000,"인천광역시 계양구 아나지로 **, 일원빌딩 (효성동)",21104,,01,영업/정상,,,032-551-1650
1409720926,주식회사 하이클린,,,178245.420518295,447856.637500602,2026-05-03 22:48:49,I,01,정상영업,2020-07-24 17:04:40,1411931912,,2020-07-23,,인천광역시 계양구 서운동 ***-*,2020355012724200011,3550000,인천광역시 계양구 서운산단로*길 ** (서운동),21072,,01,영업/정상,,,1899-7339
496414579,주식회사 다성네트워크,,209887898,175606.462693732,449087.081348508,2026-05-03 22:48:49,I,01,정상영업,2020-09-21 10:41:23,286526681,,2020-09-21,,인천광역시 계양구 계산동 ***-**,2020355012724200013,3550000,"인천광역시 계양구 경명대로 ****, *층 (계산동)",21039,,01,영업/정상,,,
,대운ENG,,,176707.310856604,448158.162214896,2026-05-03 22:48:49,I,01,정상영업,2021-12-31 16:33:21,,,2020-11-19,,인천광역시 계양구 계산동 ****-* 유연프라자,2020355012724200017,3550000,"인천광역시 계양구 오조산로**번길 **, 유연프라자 ***호 (계산동)",21069,,01,영업/정상,,,
,더 컴퍼니,,,175681.729041885,447671.859651426,2026-05-03 22:48:49,I,01,정상영업,2021-04-24 11:57:08,,,2021-04-21,,인천광역시 계양구 작전동 ***-**,2021355012724200004,3550000,"인천광역시 계양구 봉오대로 ***, ***호 (작전동)",21091,,01,영업/정상,,,
25000000,(주)리준,,5000000,176220.937411937,449060.256335596,2026-05-03 22:48:49,I,01,정상영업,2021-10-19 08:59:33,0,,2021-10-15,,인천광역시 계양구 계산동 ***-* 제이엠디엔지니어링빌딩,2021355012724200007,3550000,"인천광역시 계양구 경명대로 ****, 제이엠디엔지니어링빌딩 ***호 (계산동)",21030,,01,영업/정상,,,
10000000,다온,,50000000,176797.775577193,449237.810699217,2026-05-03 22:48:49,I,01,정상영업,2021-12-27 10:35:46,,,2021-12-24,,인천광역시 계양구 임학동 **-*,2021355012724200008,3550000,"인천광역시 계양구 장제로 ***, ***호 (임학동)",21034,,01,영업/정상,,,
225670153,주식회사 리턴바이오,,50000000,176181.50293704,449055.56733334,2026-05-03 22:48:49,I,01,정상영업,2023-06-29 15:24:41,2258447971,,2021-07-02,,인천광역시 계양구 계산동 ***-* 대성프라자,2022355012724200001,3550000,"인천광역시 계양구 경명대로 ****, 대성프라자 *층 ***호 (계산동)",21030,,01,영업/정상,,,1644-0257
,에스에이 코스메틱,,,176404.696709701,449041.367549226,2026-05-03 22:48:50,I,01,정상영업,2023-11-01 16:27:28,,,2023-11-01,,인천광역시 계양구 계산동 ***-**,2023355012724200002,3550000,"인천광역시 계양구 경명대로 ****, ***호 (계산동)",21031,,01,영업/정상,,,
,산업안전일보 미디어,,,176607.326609066,448516.12033842,2026-05-03 22:48:50,I,01,정상영업,2023-11-23 09:16:14,,,2023-11-22,,인천광역시 계양구 계산동 **** 하이베라스,2023355012724200003,3550000,"인천광역시 계양구 계산새로 **, 하이베라스 A동 *층 ***호 (계산동)",21060,,01,영업/정상,,,
2502462472,(주)유피모바일,,150000000,175121.070088772,449133.877265242,2026-05-03 22:48:50,I,01,정상영업,2024-11-11 15:50:29,712234404,,2024-11-11,,인천광역시 계양구 계산동 ***-*,2024355012724200001,3550000,"인천광역시 계양구 경명대로 ****, 케이티앤지북인천지사 *층 ***호 (계산동)",21037,,01,영업/정상,,,032-1800-1789
1606215430,파워전기통신(주),,352000000,174009.200707526,447359.655908137,2026-05-03 22:48:50,I,01,정상영업,2025-06-20 10:39:36,172359602,,2025-06-20,,인천광역시 계양구 효성동 ***-*,2025355012724200001,3550000,"인천광역시 계양구 봉오대로***번길 **, 가경빌딩 *층 (효성동)",21103,,01,영업/정상,,,032-556-1833
5000000,바디플라워,,5000000,176785.368523779,448494.574806493,2026-05-03 22:48:50,I,01,정상영업,2025-12-11 11:20:37,5000000,,2025-12-10,,인천광역시 계양구 용종동 ***-* 레드몰,2025355012724200002,3550000,"인천광역시 계양구 계산새로**번길 *, 레드몰 B동 *층 ***호 *-*호 (용종동)",21065,,01,영업/정상,,,
714381127,주식회사 한통,,670595857,169312.427216996,455473.649542046,2026-05-03 22:48:45,I,01,정상영업,2020-07-31 17:31:03,43785270,,2005-04-20,404-290,인천광역시 서구 왕길동 ***번지 *호 케이티검단지점 *층,2005356006824200006,3560000,"인천광역시 서구 검단로 *** (왕길동,케이티검단지점 *층)",,,01,영업/정상,,,032-569-1061
,쎄븐콜,,,171057.914369596,443350.295918603,2026-05-03 22:48:45,I,07,직권말소,2010-04-14 10:30:55,,,2006-04-13,404-250,인천광역시 서구 가좌동 ***번지 **호,2006356006824200001,3560000,인천광역시 서구 가정로**번길 ** (가좌동),,,04,취소/말소/만료/정지/중지,,,032-568-6655
,애니이지,,,,,2026-05-03 22:48:45,I,07,직권말소,2010-04-14 10:29:58,,,2006-08-28,404-320,인천광역시 서구 원당동 원당지구 삼정프라자 ***호,2006356006824200002,3560000,,,,04,취소/말소/만료/정지/중지,,,032-561-4562
,매니아정보통신,,,171217.00368368,444376.57206297,2026-05-03 22:48:45,I,07,직권말소,2010-04-14 10:29:09,,,2007-05-09,404-220,인천광역시 서구 석남동 ***번지 **호 KT석남지점 *층,2007356006824200001,3560000,"인천광역시 서구 석남로 *** (석남동,KT석남지점 *층)",,,04,취소/말소/만료/정지/중지,,,032-584-1699
,현대하나TLS,,,,,2026-05-03 22:48:45,I,07,직권말소,2010-04-14 10:28:10,,,2007-11-09,404-220,인천광역시 서구 석남동 ***번지 **호 B**호,2007356006824200004,3560000,,,,04,취소/말소/만료/정지/중지,,,032-577-7926
0,(주)유니스타,,0,171217.00368368,444376.57206297,2026-05-03 22:48:46,I,07,직권말소,2026-01-30 17:55:45,0,,2005-03-28,404-220,인천광역시 서구 석남동 ***번지 **호 KT석남지사 *층,2012356010224200004,3560000,"인천광역시 서구 석남로 *** (석남동, KT석남지사*층)",,,04,취소/말소/만료/정지/중지,,,032-254-0001
,에스코텍,,,170935.730902033,446038.882330491,2026-05-03 22:48:46,I,02,휴업처리,2017-03-02 17:26:08,,,2015-06-23,,,2015356013724200004,3560000,"인천광역시 서구 신현로 **-*, *층 (신현동)",,,02,휴업,2017-03-02,2018-03-02,070-4757-5550
,제이와이코스메틱,,,169908.97,447753.83,2026-05-03 22:48:46,I,07,직권말소,2022-01-10 10:40:44,,,2016-08-03,,인천광역시 서구 청라동 ***번지 *호,2016356013724200004,3560000,"인천광역시 서구 담지로*번길 *-**, ***호 (청라동)",22733,,04,취소/말소/만료/정지/중지,,,1644-1908
,대성통신,,,168769.960763554,447843.914787161,2026-05-03 22:48:46,I,01,정상영업,2019-10-02 13:30:14,,,2014-05-23,,인천광역시 서구 청라동 ***번지 **호,2016356013724200006,3560000,"인천광역시 서구 청라커낼로***번길 **, B동 ****호 (청라동)",22762,,01,영업/정상,,,032-330-7797
80000000,(주) 인포114,,20000000,169312.427216996,455473.649542046,2026-05-03 22:48:46,I,01,정상영업,2016-11-21 16:47:42,0,,2016-11-21,,,2016356013724200007,3560000,"인천광역시 서구 검단로 *** (왕길동, KT검단지점*층)",22615,,01,영업/정상,,,1600-0541
0,주식회사 코리아휴먼라이프,,2000000,171281.867311944,449143.212027807,2026-05-03 22:48:46,I,02,휴업처리,2017-04-21 17:18:18,0,,2016-11-23,,,2016356013724200008,3560000,"인천광역시 서구 탁옥로 **, ***호 (심곡동, SM스카이빌)",22726,,02,휴업,2017-04-25,2018-04-25,02-3411-1130
,브랑떼이지에프(EGF)코스메틱,,,173330.681919756,454581.16213,2026-05-03 22:48:47,I,01,정상영업,2017-11-02 16:53:10,,,2017-04-27,,,2017356013724200001,3560000,"인천광역시 서구 원당대로 ***, ***호 (당하동, 희림타워)",22682,,01,영업/정상,,,
,프리즘코리아,,,171673.035533925,442097.926643952,2026-05-03 22:48:47,I,01,정상영업,2018-04-26 18:12:12,,,2018-04-26,,인천광역시 서구 가좌동 ***번지 *호 스마트테크노타워,2018356013724200003,3560000,"인천광역시 서구 백범로 ***, ***호 (가좌동)",22829,,01,영업/정상,,,070-4201-9300
150000000,에이치에스홀딩스 주식회사,,150000000,168725.044916072,447687.557991574,2026-05-03 22:48:48,I,07,직권말소,2022-01-10 10:41:42,0,,2018-05-14,,인천광역시 서구 경서동 ***번지 *호 청라 롯데캐슬,2018356013724200004,3560000,"인천광역시 서구 청라커낼로 ***, ***동 ****호 (경서동, 청라 롯데캐슬)",22762,,04,취소/말소/만료/정지/중지,,,
0,유니시스 주식회사,,0,171217.00368368,444376.57206297,2026-05-03 22:48:48,I,07,직권말소,2026-01-30 17:56:07,0,,2005-10-05,,인천광역시 서구 석남동 ***번지 **호 KT석남지점,2018356013724200008,3560000,"인천광역시 서구 석남로 ***, *층 (석남동)",22796,,04,취소/말소/만료/정지/중지,,,032-214-0001
957000000,주식회사 놀라인터내셔널,,250000000,169019.164932026,447868.724675941,2026-05-03 22:48:48,I,02,휴업처리,2021-04-07 11:27:47,1007000000,,2019-01-07,,인천광역시 서구 청라동 ***-** 청라비전프라자,2019356013724200002,3560000,"인천광역시 서구 중봉대로 ***, 청라비전프라자 ***호 (청라동)",22736,,02,휴업,2021-01-01,2023-12-31,
,엠제이통신,,,169312.427216996,455473.649542046,2026-05-03 22:48:48,I,01,정상영업,2021-12-22 09:13:45,,,2019-04-18,,인천광역시 서구 왕길동 ***-* KT검단지점,2019356013724200005,3560000,"인천광역시 서구 검단로 ***, KT검단지점 *층 (왕길동)",22615,,01,영업/정상,,,070-4616-7441
,서치코리아,,,172158.264442778,449980.232578064,2026-05-03 22:48:48,I,07,직권말소,2022-01-10 10:40:13,,,2019-05-07,,인천광역시 서구 공촌동 ***번지,2019356013724200008,3560000,"인천광역시 서구 경명대로***번길 *, *층 ***호 (공촌동)",22709,,04,취소/말소/만료/정지/중지,,,
,코아미디어센터,,,172158.264442778,449980.232578064,2026-05-03 22:48:48,I,07,직권말소,2022-01-10 10:39:54,,,2018-11-08,,인천광역시 서구 공촌동 ***번지,2019356013724200010,3560000,"인천광역시 서구 경명대로***번길 *, *층 ***호 (공촌동)",22709,,04,취소/말소/만료/정지/중지,,,032-870-3739
,피렌티아노,,,167840.182509424,447968.861709787,2026-05-03 22:48:49,I,01,정상영업,2019-07-22 14:03:42,,,2019-07-18,,인천광역시 서구 청라동 ***번지 *호,2019356018724200001,3560000,"인천광역시 서구 크리스탈로 **, B***호 (청라동)",22760,,01,영업/정상,,,
11070000,(주)홀인원코스메틱,,10000000,171363.034231447,449759.658777067,2026-05-03 22:48:49,I,01,정상영업,2019-10-05 12:53:33,1070000,,2017-02-17,,인천광역시 서구 연희동 ***번지 **호,2019356018724200003,3560000,"인천광역시 서구 서곶로 ***, ***호 (연희동)",22721,,01,영업/정상,,,032-555-1244
9401535770,(주) 송림정보통신,,6448279984,170978.863540008,445769.098766286,2026-05-03 22:48:49,I,01,정상영업,2019-12-17 15:32:28,2953255786,,2019-12-17,,인천광역시 서구 신현동 ***번지 *호,2019356018724200004,3560000,인천광역시 서구 가정로 *** (신현동),22782,,01,영업/정상,,,032-766-3016
0,유니스타스 주식회사,,150000000,171217.00368368,444376.57206297,2026-05-03 22:48:49,I,01,정상영업,2020-01-07 18:45:45,0,,2020-01-07,,인천광역시 서구 석남동 ***번지 **호 KT석남지점,2020356018724200001,3560000,"인천광역시 서구 석남로 ***, KT석남지점 *층 (석남동)",22796,,01,영업/정상,,,032-277-2941
,플레이스 플랜,,,168550.310683795,447819.289834246,2026-05-03 22:48:49,I,07,직권말소,2026-01-30 17:57:26,,,2020-04-02,,인천광역시 서구 청라동 ***번지 **호 청라두손중앙프라자,2020356018724200003,3560000,"인천광역시 서구 청라커낼로 ***, 청라중앙프라자 ***호 (청라동)",22762,,04,취소/말소/만료/정지/중지,,,032-716-5400
10000000,주식회사 하누카,,10000000,169407.847363309,446308.145789607,2026-05-03 22:48:49,I,07,직권말소,2026-01-30 17:56:56,0,,2020-06-11,,인천광역시 서구 원창동 ***번지 *호 (주)은성일렉콤,2020356018724200004,3560000,인천광역시 서구 원창로 **-** (원창동),22770,,04,취소/말소/만료/정지/중지,,,032-577-8713
16794158,주식회사 하나홀딩스,,50000000,168550.242501649,447968.843536512,2026-05-03 22:48:49,I,07,직권말소,2026-01-30 17:57:38,42586395,,2020-06-15,,인천광역시 서구 청라동 ***번지 *호 청라골든프라자,2020356018724200005,3560000,"인천광역시 서구 청라커낼로 ***, 청라골든프라자 *동 *층 ***호 (청라동)",22762,,04,취소/말소/만료/정지/중지,,,1599-5175
,위트윈,,,168120.111334268,448006.338096204,2026-05-03 22:48:49,I,07,직권말소,2026-01-30 17:57:11,,,2020-12-03,,인천광역시 서구 청라동 ***-** 경연프라자,2020356018724200008,3560000,"인천광역시 서구 청라루비로 **, 경연프라자 ***호 (청라동)",22760,,04,취소/말소/만료/정지/중지,,,
,아이언애드,,,169500,447993.88,2026-05-03 22:48:49,I,07,직권말소,2026-01-30 17:58:47,,,2020-12-15,,인천광역시 서구 청라동 ***-** 지젤엠청라,2020356018724200009,3560000,"인천광역시 서구 청라에메랄드로 **, 지젤엠청라 ***호 (청라동)",22738,,04,취소/말소/만료/정지/중지,,,
,에프비엠 글로벌,,,169500,447993.88,2026-05-03 22:48:49,I,07,직권말소,2026-01-30 17:58:30,,,2020-10-26,,인천광역시 서구 청라동 ***-** 지젤엠청라,2020356018724200010,3560000,"인천광역시 서구 청라에메랄드로 **, 지젤엠청라 ***호 (청라동)",22738,,04,취소/말소/만료/정지/중지,,,032-721-6117
,선앤문텔레콤,,,171217.00368368,444376.57206297,2026-05-03 22:48:49,I,01,정상영업,2021-03-19 17:16:01,,,2021-02-17,,인천광역시 서구 석남동 ***-** KT석남지점,2021356018724200002,3560000,"인천광역시 서구 석남로 ***, KT석남지점 *층 (석남동)",22796,,01,영업/정상,,,032-576-1223
3000000,주식회사 비냅스,,10000000,169173.79,447961.405,2026-05-03 22:48:49,I,01,정상영업,2024-09-12 19:29:38,140476624,,2021-04-08,,인천광역시 서구 청라동 ***-* 청라프라자,2021356018724200003,3560000,"인천광역시 서구 중봉대로***번길 **-**, 청라프라자 ***-J**호 (청라동)",22736,,01,영업/정상,,,
11800414,주식회사 한우리컴퍼니,,,170854.769197381,445052.113941559,2026-05-03 22:48:49,I,07,직권말소,2026-01-30 17:55:28,34098266,,2019-12-06,,인천광역시 서구 석남동 ***-*,2021356018724200004,3560000,"인천광역시 서구 칠천왕로 *, 수피래아파트 *층 ***호 (석남동)",22789,,04,취소/말소/만료/정지/중지,,,02-1833-7017
,트리플에스 CS,,,169915.001021534,455495.508050559,2026-05-03 22:48:49,I,07,직권말소,2022-01-10 10:39:28,,,2021-05-03,,인천광역시 서구 마전동 ***-* 프라임타워,2021356022224200001,3560000,"인천광역시 서구 완정로 ***, 프라임타워 ***호 (마전동)",22635,,04,취소/말소/만료/정지/중지,,,
,바른(BAREUN),,,171580.249784765,444293.112895631,2026-05-03 22:48:49,I,07,직권말소,2026-01-30 17:53:24,,,2021-05-21,,인천광역시 서구 석남동 ***-*** 포레스트 빌,2021356022224200002,3560000,"인천광역시 서구 서달로**번길 **, *동 ***호 (석남동, 포레스트 빌)",22805,,04,취소/말소/만료/정지/중지,,,1522-4785
,알찬비즈,,,169312.427216996,455473.649542046,2026-05-03 22:48:49,I,01,정상영업,2021-10-02 17:01:50,,,2021-10-02,,인천광역시 서구 왕길동 ***-* KT검단지점,2021356022224200004,3560000,"인천광역시 서구 검단로 ***, KT검단빌딩 *층 (왕길동)",22615,,01,영업/정상,,,032-565-2020
,혜우네트웍스,,,170702.053414038,455199.271850635,2026-05-03 22:48:49,I,01,정상영업,2022-01-09 20:08:16,,,2022-01-09,,인천광역시 서구 마전동 ***-* 영남탑스빌아파트,2022356022224200001,3560000,"인천광역시 서구 완정로**번길 *, ***동 ***호 (마전동, 영남탑스빌아파트)",22640,,01,영업/정상,,,
20000000,주식회사 케이원시스템(KONE SYSTEM Inc. ),,20000000,168199.488941232,449908.282805258,2026-05-03 22:48:49,I,01,정상영업,2022-02-14 17:36:50,0,,2022-02-14,,인천광역시 서구 경서동 ***-***,2022356022224200002,3560000,인천광역시 서구 사렴로**번길 **(경서동),22744,,01,영업/정상,,,1577-1856
,피알링크(PRLINK),,,172206.017377148,441919.284022103,2026-05-03 22:48:49,I,01,정상영업,2022-03-09 11:02:45,,,2022-03-08,,인천광역시 서구 가좌동 ***-* GJ가좌타워 지식산업센터,2022356022224200003,3560000,"인천광역시 서구 백범로***번길 **, GJ가좌타워 지식산업센터 *층 ***호 (가좌동)",22824,,01,영업/정상,,,032-515-0073
,로또페이,,,169746.03,447961.31,2026-05-03 22:48:49,I,07,직권말소,2026-01-30 17:59:04,,,2022-03-10,,인천광역시 서구 청라동 ***-* 청라캐널큐브,2022356022224200004,3560000,"인천광역시 서구 청라에메랄드로***번길 *-**, 청라캐널큐브 *층 ***호 (청라동)",22739,,04,취소/말소/만료/정지/중지,,,
,이오스케이렌탈,,,169044.318100278,444797.224305406,2026-05-03 22:48:50,I,07,직권말소,2026-01-30 17:53:10,,,2022-03-17,,인천광역시 서구 석남동 ***-***,2022356022224200005,3560000,"인천광역시 서구 건지로**번길 **-**, ***호 (석남동)",22772,,04,취소/말소/만료/정지/중지,,,1600-9377
,로또케어,,,169138.460666044,448148.558588198,2026-05-03 22:48:50,I,07,직권말소,2026-01-30 17:57:53,,,2022-03-17,,인천광역시 서구 청라동 ***-* 청라린스트라우스,2022356022224200006,3560000,"인천광역시 서구 청라라임로 **, ***동 ****호 (청라동, 청라린스트라우스)",22736,,04,취소/말소/만료/정지/중지,,,
,신라통신,,,169589.976023258,455611.117427815,2026-05-03 22:48:50,I,07,직권말소,2026-01-30 17:56:27,,,2022-06-16,,인천광역시 서구 왕길동 ***-* 제이원검단메디컬프라자,2022356022224200008,3560000,"인천광역시 서구 완정로 ***, 제이원검단메디컬프라자 *층 ***호 (왕길동)",22616,,04,취소/말소/만료/정지/중지,,,
,위드 앤 비즈,,,169400.348051229,450398.377471264,2026-05-03 22:48:50,I,01,정상영업,2022-07-01 13:25:32,,,2022-07-01,,인천광역시 서구 경서동 ***-** 건창홈타운,2022356022224200009,3560000,"인천광역시 서구 경서로**번길 *, 건창홈타운 ***호 (경서동)",22693,,01,영업/정상,,,051-343-0010
50000000,주식회사 정진비투비,,50000000,170194.541686876,443007.531609463,2026-05-03 22:48:50,I,01,정상영업,2022-07-18 17:57:49,0,,2022-07-18,,인천광역시 서구 가좌동 ***-*** 주식회사 새롬디자인,2022356022224200010,3560000,"인천광역시 서구 염곡로**번길 **, 주식회사 새롬디자인 *층 *호 (가좌동)",22840,,01,영업/정상,,,070-5096-2985
30000000,주식회사 플레이뷰(PlayView),2026-03-24,30000000,169044.318100278,444797.224305406,2026-05-03 22:48:50,I,05,타시군구이관,2026-03-24 11:20:17,0,,2022-08-01,,인천광역시 서구 석남동 ***-***,2022356022224200011,3560000,"인천광역시 서구 건지로**번길 **-**, ***호 일부 (석남동)",22772,,05,제외/삭제/전출,,,1600-9377
30000000,(주) 투썬컴퍼니,,30000000,167977.969289108,448144.10331852,2026-05-03 22:48:50,I,01,정상영업,2022-08-24 14:12:04,0,,2019-10-04,,인천광역시 서구 청라동 ***-* 청라푸르지오아파트,2022356022224200012,3560000,"인천광역시 서구 크리스탈로***번길 **, ***동 ****호 (청라동, 청라푸르지오아파트)",22760,,01,영업/정상,,,
50000000,주식회사 반야정보통신,,50000000,171403.330414272,451504.640706039,2026-05-03 22:48:50,I,01,정상영업,2022-10-13 17:02:46,0,,2022-10-13,,인천광역시 서구 검암동 ***-*,2022356022224200013,3560000,"인천광역시 서구 승학로 ***, *층 (검암동)",22696,,01,영업/정상,,,032-568-6688
,엔아이티(N_IT),,,169674.03,447961.31,2026-05-03 22:48:50,I,01,정상영업,2024-12-19 17:22:53,,,2022-11-16,,인천광역시 서구 청라동 ***-* 아이케이비즈센터,2022356022224200014,3560000,"인천광역시 서구 청라에메랄드로***번길 *-**, 아이케이비즈센터 ***호 (청라동)",22739,,01,영업/정상,,,070-7791-3570
,드림마케팅,,,164438.571221446,454012.040471094,2026-05-03 22:48:50,I,01,정상영업,2023-04-20 21:35:46,,,2023-02-24,,인천광역시 서구 오류동 ****-* 인천표면처리센터 요진코아텍,2023356022224200002,3560000,"인천광역시 서구 가람로 **, B***, ***호 (오류동)",22665,,01,영업/정상,,,
,리버스토어,,,171915.128384546,449981.593112448,2026-05-03 22:48:50,I,01,정상영업,2023-03-20 16:45:47,,,2023-03-20,,인천광역시 서구 공촌동 ***-* 미우해드리움,2023356022224200003,3560000,"인천광역시 서구 경명대로 ***, 미우해드리움 ****호 (공촌동)",22709,,01,영업/정상,,,
,탱고마케팅 경인지사,,,173236.898635277,454662.428022687,2026-05-03 22:48:50,I,07,직권말소,2026-01-30 17:56:41,,,2023-05-09,,인천광역시 서구 원당동 ***-** 대산프라자,2023356022224200004,3560000,"인천광역시 서구 원당대로 ***, 대산프라자 *층 ***-**호 (원당동)",22647,,04,취소/말소/만료/정지/중지,,,
,탱고컨설팅경인지사,,,173236.898635277,454662.428022687,2026-05-03 22:48:50,I,01,정상영업,2023-05-15 09:25:50,,,2023-05-15,,인천광역시 서구 원당동 ***-** 대산프라자,2023356022224200005,3560000,"인천광역시 서구 원당대로 ***, 대산프라자 ***동 **호 (원당동)",22647,,01,영업/정상,,,
