사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,총규모
씨제이올리브영(주) 인천인스파이어점,,,,2026-05-03 22:32:06,I,13,영업중,2024-02-29 16:16:46,,2024-02-26,,인천광역시 중구 운서동 ****-** 인스파이어,PHMG120243490019047000010,3490000,"인천광역시 중구 공항문화로 ***, 인스파이어 *층 R-**호 (운서동)",22382,01,영업/정상,,,,255
세븐일레븐계양효성대산점,2019-10-17,174928.08031077,447309.879639644,2026-05-03 22:32:04,I,03,폐업,2019-10-17 20:39:12,,2014-11-06,407-042,인천광역시 계양구 효성동 ***번지 *호,PHMG120143550020047000067,3550000,인천광역시 계양구 새벌로 *** (효성동),21111,03,폐업,,,,72.6
JH헬스케어,2020-06-12,202689.140668396,455074.622569918,2026-05-03 22:35:30,I,03,폐업,2020-06-12 17:29:59,,2018-03-19,,서울특별시 성북구 종암동 **번지 **호,PHMG120183070034047000021,3070000,"서울특별시 성북구 종암로**길 **, ***호 (종암동)",02804,03,폐업,,,,
이마트24 동덕여대점,2025-03-17,203696.694753035,455746.376722518,2026-05-03 22:35:58,I,03,폐업,2025-03-18 17:22:12,,2021-05-12,,서울특별시 성북구 하월곡동 **-**,PHMG120213070034047000075,3070000,"서울특별시 성북구 화랑로**길 **, *층 (하월곡동)",02752,03,폐업,,,,
GS25 보문아이파크점,2016-12-31,201489.50616023,453668.59146928,2026-05-03 22:34:58,I,03,폐업,2017-01-06 16:19:00,,2015-09-16,,서울특별시 성북구 보문동*가 **번지 *호 *층,PHMG120153070034047000062,3070000,"서울특별시 성북구 지봉로**길 **, *층 (보문동*가)",02871,03,폐업,,,,
영종스카이,,156304.528877165,445996.263617729,2026-05-03 22:32:07,I,13,영업중,2025-03-12 16:03:52,,2025-03-05,,인천광역시 중구 운북동 ***-*,PHMG120253490019047000004,3490000,"인천광역시 중구 백운로***번길 *, *동 ***호 (운북동)",22356,01,영업/정상,,,,68.82
휴먼알파고,2024-07-24,166134.815145622,441482.986736919,2026-05-03 22:32:01,I,03,폐업,2024-07-25 15:58:43,,2020-09-29,,인천광역시 중구 선린동 **-*,PHMG120203490019047000030,3490000,인천광역시 중구 제물량로 ***-* (선린동),22314,03,폐업,,,,66
신이인터내셔널,2009-01-28,,,2026-05-03 22:31:59,I,03,폐업,2009-04-22 10:22:04,,2007-06-19,407-050,인천광역시 계양구 계산동 ***-**(***호),PHMG120073550020047000017,3550000,,,03,폐업,,,032-203-8882,
D.Bridge 코리아,,176607.326609066,448516.12033842,2026-05-03 22:32:10,I,13,영업중,2018-08-23 14:23:17,,2010-10-12,,인천광역시 계양구 계산동 ****번지 하이베라스빌딩 ***-*호,PHMG120183550020047000035,3550000,"인천광역시 계양구 계산새로 **, 하이베라스빌딩 D동 ***-*호 (계산동)",21060,01,영업/정상,,,032-542-7237,40
세븐일레븐 인천작전점,,175621.048417846,447326.150332753,2026-05-03 22:32:12,I,13,영업중,2024-02-19 20:19:29,,2021-05-10,,인천광역시 계양구 작전동 ***-*,PHMG120213550020047000044,3550000,인천광역시 계양구 효서로 *** (작전동),21120,01,영업/정상,,,,49.5
와이덱스보청기,2021-12-24,201352.236858086,454581.320332774,2026-05-03 22:34:59,I,03,폐업,2021-12-24 10:35:58,,2015-11-10,,서울특별시 성북구 동소문동*가 ***번지 *호 *층,PHMG120153070034047000073,3070000,"서울특별시 성북구 아리랑로*길 *, *층 (동소문동*가, 동진빌딩)",02830,03,폐업,,,,
은아덴탈,,200841.726990037,454721.505180141,2026-05-03 22:35:35,I,13,영업중,2018-06-12 08:36:59,,2018-06-11,,서울특별시 성북구 돈암동 ***번지 *호 한신한진아파트,PHMG120183070034047000044,3070000,"서울특별시 성북구 성북로*길 **, 상가동 *층 ****호 (돈암동, 한신한진아파트)",02831,01,영업/정상,,,,
이에스몰,2009-06-29,202043.097375902,453093.907933997,2026-05-03 22:33:51,I,03,폐업,2020-12-04 14:58:14,,2008-02-26,,서울특별시 성북구 안암동*가 **-* 청우빌라,PHMG120083070034047000013,3070000,"서울특별시 성북구 안암로*길 **, 청우빌라 ***호 (안암동*가)",02857,03,폐업,,,02-6409-3933,
CU인천장기점,2016-12-28,176340.631241665,452810.464910566,2026-05-03 22:32:04,I,03,폐업,2016-12-30 15:43:54,,2014-11-03,407-470,인천광역시 계양구 장기동 ***번지 *호,PHMG120143550020047000048,3550000,인천광역시 계양구 장제로 **** (장기동),21007,03,폐업,,,032-545-2058,80
애크미(ACMESPORTS),2026-04-01,203105.783987568,459820.472338941,2026-05-03 22:36:10,I,03,폐업,2026-04-01 16:23:05,,2025-07-31,,서울특별시 도봉구 창동 ***-**,PHMG120253090033047000028,3090000,"서울특별시 도봉구 덕릉로**자길 **, ***호 (창동)",01466,03,폐업,,,,76
모나카,2025-12-19,177265.294570067,450293.093016292,2026-05-03 22:32:19,I,03,폐업,2025-12-22 10:47:06,,2024-03-13,,인천광역시 계양구 박촌동 *** 계양*차 하우스토리,PHMG120243550020047000023,3550000,"인천광역시 계양구 장제로***번길 **, ***동 ***호 (박촌동, 계양*차 하우스토리)",21021,03,폐업,,,,
주식회사 오스테오 스카폴드(인천지점),2009-01-28,,,2026-05-03 22:31:58,I,03,폐업,2009-04-22 10:19:57,,2007-05-01,407-050,인천광역시 계양구 계산동 ****-*(***호),PHMG120073550020047000013,3550000,,,03,폐업,,,032-547-0738,
밍고트레이딩컴퍼니,,203669.142410867,461292.646459301,2026-05-03 22:36:09,I,13,영업중,2025-06-02 17:45:02,,2025-06-02,,서울특별시 도봉구 창동 *** 상아*차아파트,PHMG120253090033047000020,3090000,"서울특별시 도봉구 해등로 ***, *동 ****호 (창동, 상아*차아파트)",01402,01,영업/정상,,,,
아가방창동이마트점,2016-12-09,204107.090272108,461072.642448925,2026-05-03 22:34:22,I,24,직권폐업,2016-12-09 17:24:05,,2011-07-01,132-930,서울특별시 도봉구 창*동 ***번지 **호 창동이마트 *층,PHMG120113090033047000027,3090000,"서울특별시 도봉구 노해로**길 *, *층 (창동, 창동이마트)",01405,04,취소/말소/만료/정지/중지,,,,
다온,,176607.326609066,448516.12033842,2026-05-03 22:32:19,I,13,영업중,2024-06-10 13:36:25,,2020-06-09,,인천광역시 계양구 계산동 **** 하이베라스,PHMG120233550020047000056,3550000,"인천광역시 계양구 계산새로 **, 하이베라스 C동 *층 ***-*호 (계산동)",21060,01,영업/정상,,,,42.84
한빛나노의료기,,203062.77179216,460740.334409881,2026-05-03 22:36:00,I,13,영업중,2025-08-05 13:44:25,,2021-04-09,,서울특별시 도봉구 창동 ***-**,PHMG120233090033047000064,3090000,"서울특별시 도봉구 도봉로***길 *, *층 (창동)",01454,01,영업/정상,,,02-987-0724,
세븐일레븐 경인교대점,,175128.898252057,448474.690503405,2026-05-03 22:32:12,I,13,영업중,2021-05-10 09:02:46,,2021-05-10,,인천광역시 계양구 계산동 ***-*,PHMG120213550020047000034,3550000,"인천광역시 계양구 계산로 **, *층 (계산동)",21054,01,영업/정상,,,,42.3
(주)한아름메디칼,,,,2026-05-03 22:31:59,I,15,전출,2018-06-26 12:00:33,,2017-04-13,,,PHMG120173490019047000002,3490000,"인천광역시 중구 샛골로 **-*, *층 (도원동)",22327,05,제외/삭제/전출,,,032-888-7879,134.12
제이앤제이메디컬,2017-04-24,200232.805838173,457297.865876295,2026-05-03 22:35:03,I,03,폐업,2017-04-24 10:09:07,,2016-04-28,,서울특별시 성북구 정릉동 ****번지 *호 상가동  ***동,PHMG120163070034047000021,3070000,"서울특별시 성북구 보국문로**길 **, ***호 (정릉동, 정릉대우아파트 상가동)",02701,03,폐업,,,,
(주)바른플래닛,,202526.00884276,462206.875256968,2026-05-03 22:36:00,I,13,영업중,2025-03-18 18:51:51,,2023-08-28,,서울특별시 도봉구 방학동 ***-*,PHMG120233090033047000055,3090000,"서울특별시 도봉구 방학로 ***, *층 (방학동)",01359,01,영업/정상,,,,
지에스(GS)25 계양임학점,,176829.556391018,449327.551190311,2026-05-03 22:32:21,I,13,영업중,2025-09-23 09:33:39,,2025-09-22,,인천광역시 계양구 임학동 **-**,PHMG120253550020047000051,3550000,"인천광역시 계양구 장제로***번길 *, *층 (임학동)",21034,01,영업/정상,,,,63.46
웰빙플러스,2014-02-13,204367.347787613,456732.945005445,2026-05-03 22:34:35,I,03,폐업,2014-02-13 14:55:08,,2013-01-08,136-829,서울특별시 성북구 장위*동 **번지 ****호 코코마트*층,PHMG120133070034047000002,3070000,"서울특별시 성북구 장위로 ***-* (장위동, 코코마트 *층)",,03,폐업,,,,
해피베이비계양점,2013-10-10,176599.816295302,448767.427225648,2026-05-03 22:32:02,I,03,폐업,2013-10-14 15:31:33,,2012-10-17,407-813,인천광역시 계양구 계산*동 ****번지 *호 롯데마트 계양점 *층,PHMG120123550020047000025,3550000,"인천광역시 계양구 장제로 ***, *층 (계산동, 롯데마트 계양점)",,03,폐업,,,070-4206-0196,
주식회사 제다,,176465.263097413,447989.64173985,2026-05-03 22:32:14,I,13,영업중,2022-02-10 11:48:34,,2022-02-10,,인천광역시 계양구 작전동 ***-* 메카브,PHMG120223550020047000041,3550000,"인천광역시 계양구 장제로 ***, 메카브 *층 **호 (작전동)",21079,01,영업/정상,,,,
GS25정릉대우점,2016-09-01,200939.886796965,455953.198277739,2026-05-03 22:34:50,I,03,폐업,2016-09-01 14:47:57,,2014-12-01,136-845,서울특별시 성북구 정릉동 ***번지 **호,PHMG120143070034047000110,3070000,서울특별시 성북구 보국문로 ** (정릉동),02718,03,폐업,,,,
주식회사나무일렉,2024-05-31,176666.124685741,448105.30740578,2026-05-03 22:32:18,I,03,폐업,2024-05-31 16:21:06,,2023-02-16,,인천광역시 계양구 계산동 ****-**,PHMG120233550020047000020,3550000,"인천광역시 계양구 계양문화로 **, ***-**호 (계산동)",21069,03,폐업,,,,40
어울림,2014-05-09,167172.463306728,441645.447834036,2026-05-03 22:31:57,I,03,폐업,2014-05-09 18:05:11,,2013-12-02,,,PHMG120133490019047000004,3490000,"인천광역시 중구 홍예문로 ** (인현동, 뉴코아 *층)",,03,폐업,,,,1930
김정문알로에북부지부,,203882.238752491,461149.87315452,2026-05-03 22:33:44,I,13,영업중,2021-08-20 17:31:28,,1999-03-13,,서울특별시 도봉구 창동 ***-* 상아프라자,PHMG119993090033047000001,3090000,"서울특별시 도봉구 노해로**길 **, 상아프라자 ***호 (창동)",01403,01,영업/정상,,,02-999-9331,
사랑e든 복지용구,2008-08-12,,,2026-05-03 22:31:59,I,03,폐업,2009-01-12 10:09:19,,2007-08-12,407-040,인천광역시 계양구 효성동 ***-*,PHMG120073550020047000022,3550000,,,03,폐업,,,070-7574-5070,
루나메디텍,,203318.127254872,456078.982123486,2026-05-03 22:36:27,I,15,전출,2026-01-27 10:52:29,,2023-09-07,,서울특별시 성북구 하월곡동 *** 월곡두산위브아파트,PHMG120233070034047000091,3070000,"서울특별시 성북구 오패산로 **, ***동 ***호 (하월곡동, 월곡두산위브아파트)",02750,05,제외/삭제/전출,,,,
(주)비비바이오,,202959.015709751,455400.037874011,2026-05-03 22:35:48,I,13,영업중,2024-05-21 19:56:23,,2020-09-14,,서울특별시 성북구 종암동 *-****,PHMG120203070034047000052,3070000,"서울특별시 성북구 종암로 ***, *층 ***호 (종암동)",02797,01,영업/정상,,,02-6223-6622,
씨유계산안남점,2024-01-25,176298.958014791,448664.373404046,2026-05-03 22:32:15,I,03,폐업,2024-01-25 19:52:03,,2022-02-23,,인천광역시 계양구 계산동 **-*,PHMG120223550020047000080,3550000,"인천광역시 계양구 주부토로***번길 **, *층 ***,***,***호 (계산동)",21058,03,폐업,,,,
제이물류,,176242.497118147,447153.229232487,2026-05-03 22:32:20,I,13,영업중,2024-08-27 09:34:47,,2024-08-27,,인천광역시 계양구 작전동 ***-* 작전*차 동보아파트 ***동 ***호,PHMG120243550020047000060,3550000,"인천광역시 계양구 장제로***번길 **, ***동 *층 ***호 (작전동, 작전*차 동보아파트)",21118,01,영업/정상,,,,234
아가방갤러리,2026-04-21,203790.013568785,462495.417040876,2026-05-03 22:34:22,I,03,폐업,2026-04-22 09:37:20,,2011-07-05,132-854,서울특별시 도봉구 방학*동 ***번지 *호 홈플러스내 *층,PHMG120113090033047000030,3090000,"서울특별시 도봉구 도봉로 ***, *층 (방학동, 홈플러스)",01334,03,폐업,,,,
아르정,2024-07-04,200847.996898075,455716.651965051,2026-05-03 22:36:22,I,03,폐업,2024-07-04 13:16:27,,2023-04-14,,서울특별시 성북구 정릉동 *** 중앙하이츠빌*단지,PHMG120233070034047000041,3070000,"서울특별시 성북구 정릉로**길 *, ***동 ****호 (정릉동, 중앙하이츠빌*단지)",02814,03,폐업,,,,
광성메디맥스,,204247.213401781,461131.830916668,2026-05-03 22:36:04,I,13,영업중,2024-09-09 09:52:48,,2024-09-06,,서울특별시 도봉구 창동 *-* KING 프라자,PHMG120243090033047000044,3090000,"서울특별시 도봉구 마들로**가길 **, KING 프라자 ****호 (창동)",01414,01,영업/정상,,,,
CU 석관그랜드점,2015-12-22,205349.084962355,456144.288106434,2026-05-03 22:34:57,I,03,폐업,2015-12-22 10:51:55,,2015-07-15,136-815,서울특별시 성북구 석관동 ***번지 *호,PHMG120153070034047000053,3070000,서울특별시 성북구 돌곶이로*가길 ** (석관동),02785,03,폐업,,,,
9988노인복지센터,2012-08-16,203125.026118324,462282.319309104,2026-05-03 22:34:08,I,03,폐업,2012-08-16 15:47:22,,2010-09-16,132-851,서울특별시 도봉구 방학*동 ***번지 *호 명주빌딩 *층,PHMG120103090033047000026,3090000,"서울특별시 도봉구 방학로 ***, *층 (방학동)",,03,폐업,,,,
세븐일레븐 인천계양작전점,2022-12-15,176334.704155028,447885.495253679,2026-05-03 22:32:15,I,03,폐업,2022-12-15 14:06:36,,2022-12-14,,인천광역시 계양구 작전동 ***-*,PHMG120223550020047000104,3550000,"인천광역시 계양구 장제로 ***-**, *층 ***호 (작전동)",21085,03,폐업,,,,142.48
박초코,2026-04-23,203884.085300698,464809.001444881,2026-05-03 22:36:01,I,03,폐업,2026-04-24 09:28:14,,2024-01-19,,서울특별시 도봉구 도봉동 ***-** 삼안리치아파트,PHMG120243090033047000003,3090000,"서울특별시 도봉구 도봉로***길 **, ***호 (도봉동, 삼안리치아파트)",01303,03,폐업,,,,
(YH)컴퍼니,,178435.557295369,450891.194341884,2026-05-03 22:32:13,I,13,영업중,2022-01-06 17:43:06,,2022-01-06,,인천광역시 계양구 동양동 *** 리첸시아,PHMG120223550020047000004,3550000,"인천광역시 계양구 당미*길 *, ***호 (동양동, 리첸시아)",21012,01,영업/정상,,,,
에스헬스케어,2023-12-05,203358.198833151,454950.33986438,2026-05-03 22:36:18,I,03,폐업,2023-12-05 10:47:41,,2022-11-28,,서울특별시 성북구 종암동 *-**,PHMG120223070034047000236,3070000,서울특별시 성북구 월곡로 **(종암동),02800,03,폐업,,,,
씨유덕성타운점,,201307.131347335,461610.217182264,2026-05-03 22:35:46,I,13,영업중,2022-03-07 15:13:26,,2022-02-15,,서울특별시 도봉구 쌍문동 ***-**,PHMG120223090033047000075,3090000,"서울특별시 도봉구 우이천로**길 *, *층 (쌍문동)",01371,01,영업/정상,,,02-992-0428,
인천맞이방종합편의점,,166107.005266033,441959.634241127,2026-05-03 22:32:06,I,13,영업중,2025-04-11 17:26:57,,2023-08-23,,인천광역시 중구 북성동*가 *-* 인천역,PHMG120233490019047000036,3490000,"인천광역시 중구 제물량로 ***, 인천역 *호선 (북성동*가)",22307,01,영업/정상,,,,48.15
피부&해독센타,2018-05-08,176996.918395394,448689.3189461,2026-05-03 22:32:08,I,03,폐업,2018-05-08 18:08:00,,2016-01-08,,인천광역시 계양구 용종동 ***번지 *호 두산상가 ***호,PHMG120163550020047000001,3550000,"인천광역시 계양구 계양문화로 *** (용종동, 초정마을두산.쌍용아파트)",21064,03,폐업,,,,38.16
꿀잼컴퍼니,,176737.188860293,448498.786895427,2026-05-03 22:32:15,I,13,영업중,2022-02-28 16:44:31,,2019-12-05,,인천광역시 계양구 용종동 ***-* 레드몰*차,PHMG120223550020047000082,3550000,"인천광역시 계양구 계산새로**번길 *, 레드몰*차 A동 *층 ***,***,***,***호 (용종동)",21065,01,영업/정상,,,,
세화건강해독센타,2017-02-03,174581.740202107,447158.555486684,2026-05-03 22:32:06,I,03,폐업,2017-02-06 09:42:03,,2015-12-21,,인천광역시 계양구 효성동 ***번지 유승그린 상가동 ***호,PHMG120153550020047000073,3550000,"인천광역시 계양구 아나지로***번길 * (효성동, 유승그린아파트)",21112,03,폐업,,,,32.98
다모아,2025-09-23,176812.82695191,447454.282333528,2026-05-03 22:32:18,I,03,폐업,2025-09-24 09:26:14,,2023-05-11,,인천광역시 계양구 작전동 *** 현대*차아파트,PHMG120233550020047000040,3550000,"인천광역시 계양구 효서로 ***, ***동 ****호 (작전동, 현대*차아파트)",21125,03,폐업,,,070-8624-4349,
씨유호텔휴인천공항점,,152234.740431288,437550.217823217,2026-05-03 22:32:04,I,13,영업중,2022-07-18 11:29:34,,2022-07-18,,인천광역시 중구 운서동 ****-* 대우스카이월드 ***호,PHMG120223490019047000105,3490000,"인천광역시 중구 공항로***번길 **, 대우스카이월드 ***호 (운서동)",22382,01,영업/정상,,,,
(주)코리아세븐 S보문역점,2016-08-16,201671.71861473,453719.039869879,2026-05-03 22:34:47,I,03,폐업,2016-08-16 16:52:47,,2014-11-07,136-081,"서울특별시 성북구 보문동*가 ***번지 *호 (지하철보문역B*,X*-*)",PHMG120143070034047000079,3070000,"서울특별시 성북구 보문로 지하 *** (보문동*가, 지하철보문역B*,X*-*)",02851,03,폐업,,,,
(주)한영메딕스,,204428.262955437,461255.95371801,2026-05-03 22:34:42,I,15,전출,2016-04-11 13:47:46,,2015-02-25,132-899,서울특별시 도봉구 창동 **번지,PHMG120153090033047000010,3090000,"서울특별시 도봉구 노해로**길 **, *층 (창동, 창동시티월드빌딩)",01415,05,제외/삭제/전출,,,22357052,
유일덴탈,,205156.460149448,456424.333327388,2026-05-03 22:34:47,I,13,영업중,2021-11-22 10:10:29,,2014-11-11,136-818,서울특별시 성북구 석관동 ***번지 *호 *층,PHMG120143070034047000080,3070000,"서울특별시 성북구 돌곶이로**길 **, *층 (석관동)",02784,01,영업/정상,,,,
세븐일레븐S계양역점,2019-10-17,176795.264387762,452249.487468525,2026-05-03 22:32:04,I,03,폐업,2019-10-17 20:20:00,,2014-11-06,407-350,인천광역시 계양구 귤현동 ***번지 **호,PHMG120143550020047000064,3550000,인천광역시 계양구 다남로 ** (귤현동),21015,03,폐업,,,,26.4
웰빙홈케어,,201494.411782732,454018.193573792,2026-05-03 22:35:38,I,15,전출,2019-05-01 09:27:59,,2018-10-08,,서울특별시 성북구 삼선동*가 ***번지 윤홍빌딩,PHMG120183070034047000065,3070000,"서울특별시 성북구 보문로 ***, 윤홍빌딩 *층 (삼선동*가)",02848,05,제외/삭제/전출,,,02-926-3435,
나누리,2019-05-20,203877.316994433,462960.615197443,2026-05-03 22:34:51,I,03,폐업,2019-05-20 16:59:49,,2016-06-16,,서울특별시 도봉구 방학동 ***번지 *호,PHMG120163090033047000026,3090000,"서울특별시 도봉구 도봉로***길 **, ***호 (방학동, 북한산현대렉시온오피스텔)",01332,03,폐업,,,,
지패밀리,,201797.487223965,455472.63748811,2026-05-03 22:36:34,I,13,영업중,2025-11-12 09:29:51,,2022-03-14,,서울특별시 성북구 정릉동 **-*,PHMG120243070034047000047,3070000,"서울특별시 성북구 정릉로 ***, ***호 (정릉동)",02817,01,영업/정상,,,,48.79
GS25신창동점,2024-06-25,203376.125761399,459427.061590245,2026-05-03 22:35:50,I,03,폐업,2024-06-25 18:00:42,,2022-07-22,,서울특별시 도봉구 창동 ***-*,PHMG120223090033047000148,3090000,서울특별시 도봉구 우이천로*다길 **(창동),01477,03,폐업,,,02-903-5016,
포텐투코리아,2024-01-12,177033.221626528,447486.541499484,2026-05-03 22:32:14,I,03,폐업,2024-01-13 12:51:20,,2022-02-10,,인천광역시 계양구 작전동 ***-* 까치마을태화.한진아파트,PHMG120223550020047000040,3550000,"인천광역시 계양구 효서로 ***, ***동 ****호 (작전동, 까치마을태화.한진아파트)",21125,03,폐업,,,,
조인덴탈,,203452.746744122,459686.087708119,2026-05-03 22:36:06,I,13,영업중,2024-11-25 14:42:30,,2022-03-28,,서울특별시 도봉구 창동 ***,PHMG120243090033047000060,3090000,"서울특별시 도봉구 덕릉로**길 **, *층 ***-*호 (창동)",01473,01,영업/정상,,,,
씨유방학시온점,,203118.296213173,462734.266078415,2026-05-03 22:35:44,I,13,영업중,2022-02-14 09:33:28,,2022-02-14,,서울특별시 도봉구 방학동 *** 송학휴스테이,PHMG120223090033047000062,3090000,"서울특별시 도봉구 도당로**길 **, ***동 ***-*,*,*호 (방학동, 송학휴스테이)",01354,01,영업/정상,,,02-3491-3700,
