사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업내용,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
우리광고,,206070.472696722,452872.983884083,2026-05-03 22:30:33,I,20,정상,2022-06-24 17:08:32,2017-11-17,서울특별시 동대문구 장안동 ***-*,2005305008808500388,3050000,"서울특별시 동대문구 답십리로**길 ***-*, *층 (장안동)",02525,,옥외광고물제작 및 설치,01,영업/정상,,,02-2217-2332
한솔,,202847.685463281,452649.874847997,2026-05-03 22:30:33,I,20,정상,2021-06-11 17:16:28,2021-06-02,서울특별시 동대문구 용두동 ***-***,2005305008808500391,3050000,서울특별시 동대문구 왕산로**길 ** (용두동),02585,,옥외광고물제작 및 설치,01,영업/정상,,,02-927-0050
신,,202174.322410313,452697.55281829,2026-05-03 22:30:33,I,70,취소,2010-10-12 10:51:33,2005-07-27,서울특별시 동대문구 신설동 **-**,2005305008808500392,3050000,서울특별시 동대문구 왕산로 **  (신설동),,,해지,04,취소/말소/만료/정지/중지,,,
(주)동민세이프티,,206383.684379945,452954.019137323,2026-05-03 22:30:33,I,70,취소,2009-02-06 11:20:49,2006-06-20,서울특별시 동대문구 장안동 ***-* *통*반 *층,2006305008808500405,3050000,"서울특별시 동대문구 사가정로 ***  (장안동,*층)",,,옥외광고물제작 및 설치,04,취소/말소/만료/정지/중지,,,22145647
애드텍,,203724.013457475,453659.683343869,2026-05-03 22:30:33,I,20,정상,2025-05-15 15:32:35,2006-08-04,서울특별시 동대문구 청량리동 ***,2006305008808500406,3050000,서울특별시 동대문구 홍릉로**길 * (청량리동),02483,,옥외광고물제작 및 설치,01,영업/정상,,,02-966-3452
박정근,,206383.684379945,452954.019137323,2026-05-03 22:30:34,I,70,취소,2009-02-06 11:20:05,2006-06-20,서울특별시 동대문구 장안동 ***-* *통*반 *층,2006305008808500412,3050000,"서울특별시 동대문구 사가정로 ***  (장안동,*층)",,,옥외광고물제작 및 설치,04,취소/말소/만료/정지/중지,,,
흥성기획,,206408.533936,453096.48497548,2026-05-03 22:30:34,I,20,정상,2025-05-15 15:18:40,2002-06-24,서울특별시 동대문구 장안동 **-**,2008305011508500334,3050000,서울특별시 동대문구 사가정로**가길 ** (장안동),02514,,옥외광고물제작 및 설치,01,영업/정상,,,02-2213-2593
대진기획,,205267.33334216,451636.142119136,2026-05-03 22:30:35,I,20,정상,2024-06-14 10:17:06,2024-06-13,서울특별시 동대문구 답십리동 **-**,2008305011508500377,3050000,"서울특별시 동대문구 한천로**길 **, *층 (답십리동)",02617,,옥외광고물제작및설치,01,영업/정상,,,02-2242-2319
영진문화사,,202582.400008891,452590.534661505,2026-05-03 22:30:38,I,20,정상,2018-11-26 10:49:44,2018-03-13,서울특별시 동대문구 용두동 ***-**,2010305011508500003,3050000,"서울특별시 동대문구 천호대로**길 **, *층 (용두동)",02583,,옥외광고물 제작 및 설치,01,영업/정상,,,02-923-8472
(주)재능교육,,202355.340880471,452461.90050817,2026-05-03 22:30:40,I,20,정상,2025-05-22 11:09:46,2024-10-28,서울특별시 동대문구 신설동 **-**,2010305011508500008,3050000,서울특별시 동대문구 하정로 **-** (신설동),02582,,옥외광고업 제작 및 설치,01,영업/정상,,,36700364
(주)교선,,202832.315887368,452720.056779819,2026-05-03 22:30:40,I,20,정상,2022-07-08 11:11:18,2018-01-24,서울특별시 동대문구 용두동 ***-**,2011305011508500003,3050000,"서울특별시 동대문구 왕산로**나길 **, 지층 (용두동)",02585,,조명장치 옥외광고간판 제작,01,영업/정상,,,
이아디자인,,205837.852598065,452939.794565655,2026-05-03 22:30:40,I,20,정상,2022-06-07 16:42:21,2007-08-31,서울특별시 동대문구 전농동 *-**,2011305011508500004,3050000,서울특별시 동대문구 사가정로 *** (전농동),02509,,옥외광고물 제작 설치,01,영업/정상,,,
우주기획,,205904.610819986,454406.655078623,2026-05-03 22:30:40,I,20,정상,2022-06-09 17:32:43,2012-01-03,서울특별시 동대문구 휘경동 ***-** 진영빌딩 ***호,2012305011508500001,3050000,"서울특별시 동대문구 망우로 ***, ***호 (휘경동, 진영빌딩)",02435,,"간판, 현수막, 기타 광고물",01,영업/정상,,,22448212
(사)서울옥외광고협회 동대문구지부,,206008.545258638,451654.761727493,2026-05-03 22:30:40,I,20,정상,2025-05-15 14:59:12,2012-09-04,서울특별시 동대문구 장안동 ***-*,2012305011508500003,3050000,서울특별시 동대문구 장한로 ** (장안동),02640,,옥외 광고대행 및 제작,01,영업/정상,,,02-962-4969
동신전기(주),,206230.127019263,451888.904562056,2026-05-03 03:03:03,U,20,정상,2025-04-18 09:30:18,2013-10-08,서울특별시 동대문구 장안동 ***-**,2013305011508500007,3050000,"서울특별시 동대문구 장한로**길 **-*, 지하*층 (장안동)",02639,,간판 제작 및 설치,01,영업/정상,,,02-2217-1061
(주)이엑스디,,204392.443443929,452352.196423433,2026-05-03 22:30:41,I,20,정상,2024-03-18 14:06:32,2024-03-18,서울특별시 동대문구 답십리동 **** 답십리동 누리마루 ***동 ***호,2013305011508500012,3050000,"서울특별시 동대문구 답십리로**길 **, 답십리동 누리마루 ***동 ***호 (답십리동, 답십리동 누리마루)",02596,,광고물 제작 및 대행,01,영업/정상,,,02-2246-0907
(주)애드비젼,,204231.869349697,452708.667807186,2026-05-03 22:30:41,I,20,정상,2016-05-23 13:53:33,2015-10-15,서울특별시 동대문구 전농동 ***-** *층,2015305011508500003,3050000,"서울특별시 동대문구 답십리로**길 **, *층 (전농동)",02551,,"광고대행, 광고기획, 광고디자인, 간판 제작",01,영업/정상,,,02-2241-9580
홍익광고,,205188.319555193,454743.547250701,2026-05-03 22:30:41,I,20,정상,2022-06-03 18:14:22,2015-12-11,서울특별시 동대문구 이문동 ***-*,2015305011508500004,3050000,서울특별시 동대문구 이문로 ** (이문동),02440,,옥외광고물 제작 및 설치,01,영업/정상,,,
(주)칼라아트,,204377.957277782,451911.773990756,2026-05-03 22:30:41,I,20,정상,2021-08-18 16:44:30,2016-09-06,서울특별시 동대문구 답십리동 ***-* *층,2016305011508500001,3050000,"서울특별시 동대문구 고미술로 **, *층 (답십리동)",02603,,간판제작 및 대행,01,영업/정상,,,02-2214-2333
1,,,,2026-05-03 22:30:41,I,70,취소,2017-04-12 17:47:21,1999-03-15,서울특별시 성동구 상왕십리동 ***-* *통*반 . *동 *호,2016305011508500003,3050000,,,,취소들록,04,취소/말소/만료/정지/중지,,,
탑호수기획,,206329.347066097,452788.011345527,2026-05-03 22:30:41,I,20,정상,2018-03-21 13:24:41,2016-11-30,서울특별시 동대문구 장안동 ***-* ***호,2016305011508500004,3050000,서울특별시 동대문구 장한로 *** (장안동),02522,,옥외광고물 제작 및 설치,01,영업/정상,,,02-2215-4729
국민여러분인쇄사간판,,203314.222795475,453392.309050738,2026-05-03 22:30:41,I,20,정상,2017-07-11 09:43:43,2017-07-11,서울특별시 동대문구 제기동 ***-*,2017305016808500001,3050000,서울특별시 동대문구 약령시로 ** (제기동),02570,,"옥외광고물 제작, 설치",01,영업/정상,,,02-969-6121
예건간판스타,,204182.458505775,453595.019870385,2026-05-03 22:30:41,I,20,정상,2021-11-19 16:20:48,2017-11-08,서울특별시 동대문구 청량리동 **-*,2017305016808500002,3050000,"서울특별시 동대문구 제기로**길 **, *층 (청량리동)",02487,,옥외광고물 제조 시공,01,영업/정상,,,02-959-2004
1,,204399.083398765,453656.481200804,2026-05-03 22:30:41,I,70,취소,2018-01-24 18:15:12,2018-01-18,서울특별시 동대문구 청량리동 **,2018305016808500003,3050000,"서울특별시 동대문구 제기로**길 **, *층 (청량리동)",02488,,중복등록,04,취소/말소/만료/정지/중지,,,
그린애드,,205737.468301769,451800.405057807,2026-05-03 22:30:42,I,20,정상,2018-10-24 16:20:48,2018-10-08,서울특별시 동대문구 장안동 ***-**,2018305016808500006,3050000,"서울특별시 동대문구 한천로**길 **, *층 (장안동)",02626,,옥외광고물 제작 및 설치,01,영업/정상,,,
피드싸인,,205875.693776356,452884.662848244,2026-05-03 22:30:42,I,20,정상,2020-12-04 17:51:53,2007-08-28,서울특별시 동대문구 전농동 *-**,2018305016808500007,3050000,"서울특별시 동대문구 한천로**길 **, 대성빌딩 ***호 (전농동)",02534,,광고물 제작,01,영업/정상,,,
디자인베이직,,205036.238590297,452240.830660675,2026-05-03 22:30:42,I,20,정상,2020-10-27 11:35:28,2019-01-02,서울특별시 동대문구 답십리동 **-*,2019305016808500001,3050000,"서울특별시 동대문구 답십리로**길 *, ***호 (답십리동)",02606,,광고물 제작,01,영업/정상,,,02-2244-8450
드림기획,,205749.272711865,455161.127389691,2026-05-03 22:30:42,I,30,휴업,2024-04-12 17:59:39,2019-04-03,서울특별시 동대문구 이문동 ***-**,2019305016808500003,3050000,서울특별시 동대문구 외대역동로 *** (이문동),02424,,옥외광고물 제작,02,휴업,2023-03-02,,02-763-0272
어반업사이클링협동조합,,205943.513646701,451116.190855629,2026-05-03 22:30:42,I,20,정상,2022-06-20 16:44:18,2019-11-04,서울특별시 동대문구 장안동 ***-* 장안생활,2019305016808500005,3050000,"서울특별시 동대문구 천호대로**길 *, 장안생활 *층 (장안동)",02644,,옥외광고물 제작,01,영업/정상,,,02-3390-9820
생활과여유,,205428.921463301,451103.146980087,2026-05-03 22:30:42,I,20,정상,2022-06-22 16:51:04,2019-11-06,서울특별시 동대문구 장안동 ***-*,2019305016808500006,3050000,"서울특별시 동대문구 천호대로 ***, 새마을회관 *층 ***호 (장안동)",02633,,아파트 시설물 광고물 제작 및 광고대행업,01,영업/정상,,,
대림기업,,205567.779973948,451564.639838759,2026-05-03 22:30:42,I,20,정상,2021-02-23 17:00:49,2021-02-23,서울특별시 동대문구 장안동 ***-**,2021305016808500002,3050000,서울특별시 동대문구 천호대로**길 *** (장안동),02630,,"종합인테리어,간판·옥외광고물 제작",01,영업/정상,,,
간판다모아,,205507.199913813,451290.595535458,2026-05-03 22:30:42,I,20,정상,2025-04-03 09:45:57,2025-04-02,서울특별시 동대문구 장안동 ***-* ***호,2021305016808500003,3050000,"서울특별시 동대문구 천호대로**길 **, *층 ***호 (장안동)",02635,,간판 시공,01,영업/정상,,,1544-1305
아키디자인,,204209.857553815,452014.552197999,2026-05-03 22:30:42,I,20,정상,2022-03-21 17:24:00,2021-06-02,서울특별시 동대문구 답십리동 ***-***,2021305016808500004,3050000,"서울특별시 동대문구 천호대로 ***, *층 (답십리동)",02597,,간판 및 광고물 제조업,01,영업/정상,,,
모티브스페이스(주),,205477.61947388,451094.412855942,2026-05-03 22:30:42,I,20,정상,2021-07-05 17:38:38,2013-06-20,서울특별시 동대문구 장안동 ***-* ***호,2021305016808500005,3050000,"서울특별시 동대문구 천호대로 ***, 용헌빌딩 ***호 (장안동)",02633,,옥외광고물 제작,01,영업/정상,,,02-2291-8577
진아트,,204636.212471431,453256.613008957,2026-05-03 22:30:42,I,20,정상,2022-12-12 17:38:06,2021-08-20,서울특별시 동대문구 전농동 ***-**,2021305016808500006,3050000,서울특별시 동대문구 서울시립대로**나길 * (전농동),02543,,옥외광고업,01,영업/정상,,,
제이픽(JPick promotion),,206112.059611511,452871.79544886,2026-05-03 22:30:42,I,20,정상,2022-10-14 08:10:19,2021-08-20,서울특별시 동대문구 장안동 ***-*,2021305016808500007,3050000,서울특별시 동대문구 답십리로**길 *** (장안동),02525,,내· 외부 광고물 제작,01,영업/정상,,,
(주)건명,,204700.164041309,453952.701368279,2026-05-03 22:30:42,I,20,정상,2025-08-19 09:19:37,2021-12-07,서울특별시 동대문구 휘경동 ***-**,2021305016808500008,3050000,"서울특별시 동대문구 망우로 *, 대영빌딩 *층 (휘경동)",02491,,광고대행업,01,영업/정상,,,
달리는 청년들,,205858.614104173,451494.590428778,2026-05-03 22:30:42,I,20,정상,2021-12-29 15:31:08,2021-12-29,서울특별시 동대문구 장안동 ***-*,2021305016808500009,3050000,"서울특별시 동대문구 장한로 **, *층 A-**호 (장안동)",02629,,"간판,철거,인테리어",01,영업/정상,,,
더퍼스트,,202512.179464691,452464.696484328,2026-05-03 22:30:42,I,20,정상,2022-07-05 10:24:25,2022-07-04,서울특별시 동대문구 용두동 ***-**,2022305016808500001,3050000,"서울특별시 동대문구 무학로**길 **, *층 (용두동)",02583,,옥외광고업,01,영업/정상,,,02-923-1990
광고나라,,204653.014330624,454280.805178349,2026-05-03 22:30:42,I,20,정상,2022-07-26 17:37:31,2022-07-26,서울특별시 동대문구 회기동 **-**,2022305016808500002,3050000,"서울특별시 동대문구 회기로 ***, *층 (회기동)",02460,,"간판,현수막 표시대행 및 광고기획",01,영업/정상,,,
이음컴퍼니,,202216.332434542,452885.338012166,2026-05-03 22:30:42,I,20,정상,2022-07-28 10:48:31,2022-07-28,서울특별시 동대문구 신설동 **-* 로얄팰리스 B동,2022305016808500003,3050000,"서울특별시 동대문구 한빛로 **, B동 (신설동, 로얄팰리스)",02581,,옥외광고물 제작 및 시공,01,영업/정상,,,
신광사인,,204126.753488444,452697.560205623,2026-05-03 22:30:42,I,20,정상,2022-08-10 16:56:10,2018-09-11,서울특별시 동대문구 전농동 ***-**,2022305016808500004,3050000,서울특별시 동대문구 답십리로**길 ** (전농동),02558,,옥외광고업,01,영업/정상,,,02-2244-3571
사인투비,,204386.417283451,454469.926728155,2026-05-03 22:30:42,I,20,정상,2025-06-23 13:59:01,2023-04-25,서울특별시 동대문구 회기동 ***-*,2023305023608500001,3050000,"서울특별시 동대문구 경희대로*나길 **, *층 (회기동)",02454,,옥외광고물 제작,01,영업/정상,,,
아벨기획,,205073.044772452,452070.854092897,2026-05-03 22:30:42,I,20,정상,2024-01-08 15:45:56,2024-01-08,,2024305024908500002,3050000,서울특별시 동대문구 답십리로**가길 ** (답십리동),02614,,옥외광고물 제작 및 설치,01,영업/정상,,,
하트플래닛컴퍼니주식회사,,,,2026-05-03 22:30:42,I,20,정상,2024-04-01 16:03:55,2024-04-01,서울특별시 동대문구 휘경동 *** 회기역 하트리움,2024305024908500004,3050000,"서울특별시 동대문구 망우로 **, ***동 *층 유니콘 **호 (휘경동, 회기역 하트리움)",02496,,옥외광고물등 제작·표시·설치 및 옥외광고 대행,01,영업/정상,,,
티투엠이 아이엔씨,,204177.878438776,452668.835209607,2026-05-03 22:30:43,I,20,정상,2026-04-30 14:46:54,2024-05-03,서울특별시 동대문구 전농동 ***-** 욱영**,2024305024908500005,3050000,"서울특별시 동대문구 서울시립대로 **, 욱영** *층 (전농동)",02551,,옥외광고물등 제작·표시·설치 및 옥외광고 대행,01,영업/정상,,,
보람토탈사인,,205935.930156235,452962.524060341,2026-05-03 22:30:43,I,20,정상,2024-08-01 13:44:15,2024-08-01,서울특별시 동대문구 장안동 ***-* 삼협메디스빌딩 ***호,2024305024908500006,3050000,"서울특별시 동대문구 사가정로 ***, 삼협메디스빌딩 ***호 (장안동)",02509,,옥외광고물등 제작·표시·설치 및 옥외광고 대행,01,영업/정상,,,
청맥디자인,,,,2026-05-03 22:30:43,I,20,정상,2025-04-02 10:36:45,2024-11-25,서울특별시 동대문구 답십리동 ***,2024305024908500007,3050000,서울특별시 동대문구 답십리로**길 ** (답십리동),02610,,옥외광고물 제작 및 시공,01,영업/정상,,,
그린에스앤지,,205200.067387753,451535.673058097,2026-05-03 22:30:43,I,20,정상,2025-06-09 13:33:50,2024-12-10,서울특별시 동대문구 답십리동 *** 자동차부품상가,2024305024908500008,3050000,"서울특별시 동대문구 전농로*길 **, 자동차부품상가 라동 ***호 (답십리동)",02618,,"내부사인, 안내판, 현수막 등 제작 및 시공",01,영업/정상,,,
한숲,,202010.550405076,452650.162670194,2026-05-03 22:30:43,I,20,정상,2025-05-29 13:26:37,2024-12-23,서울특별시 동대문구 신설동 ***-**,2024305024908500009,3050000,"서울특별시 동대문구 보문로 *, 수도빌딩 *층 (신설동)",02581,,광고물 대행,01,영업/정상,,,
태영애드,,206250.743403048,452397.02980999,2026-05-03 22:30:43,I,20,정상,2025-04-02 10:36:12,2025-03-25,서울특별시 동대문구 장안동 ***-**,2025305024908500001,3050000,"서울특별시 동대문구 장한로 ***-*, *층 (장안동)",02528,,"현수막, 종합광고물",01,영업/정상,,,
(주)디클락,,204316.122954379,453452.65159687,2026-05-03 22:30:43,I,20,정상,2025-04-03 09:39:01,2025-04-02,서울특별시 동대문구 전농동 ***-* 지층,2025305024908500002,3050000,"서울특별시 동대문구 왕산로 ***, 지층 (전농동)",02554,,"전광판, 종합광고물",01,영업/정상,,,
라온,,206396.877092149,453099.305453245,2026-05-03 22:30:43,I,20,정상,2025-05-08 13:14:09,2025-05-08,서울특별시 동대문구 장안동 **-**,2025305024908500003,3050000,"서울특별시 동대문구 사가정로**나길 *, *층 (장안동)",02514,,간판제작 및 설치,01,영업/정상,,,
제일애드벌룬,,206128.445460509,451397.834814004,2026-05-03 22:30:43,I,20,정상,2025-08-18 15:57:49,2025-08-18,서울특별시 동대문구 장안동 ***-*,2025305030408500001,3050000,"서울특별시 동대문구 장한로**길 **, B동 (장안동)",02643,,애드벌룬 제작 및 설치,01,영업/정상,,,
로드현수막출력소,,206167.086909617,455653.791303608,2026-05-03 22:30:43,I,20,정상,2025-08-25 09:27:31,2009-11-11,서울특별시 동대문구 이문동 *** 이문동대성유니드아파트 ***동 ***호,2025305030408500002,3050000,"서울특별시 동대문구 한천로**길 ***, ***동 ***호 (이문동, 이문동대성유니드아파트)",02422,,현수막 및 실사광고물,01,영업/정상,,,
시소사인,,203239.882826386,453786.147833158,2026-05-03 22:30:43,I,20,정상,2026-01-02 13:10:57,2026-01-02,서울특별시 동대문구 제기동 ***-*,2026305030408500001,3050000,"서울특별시 동대문구 제기로 **, *층 (제기동)",02478,,간판제조,01,영업/정상,,,
대화기획,,205825.869148592,452175.939324909,2026-05-03 22:30:26,I,20,정상,2025-05-15 15:06:25,1994-07-25,서울특별시 동대문구 장안동 ***-**,1994305008708200116,3050000,서울특별시 동대문구 한천로**길 ** (장안동),02623,,옥외광고물제작,01,영업/정상,,,02-2248-4599
아원기획,,202466.472202839,452936.214605529,2026-05-03 22:30:26,I,20,정상,2025-09-10 13:56:39,1995-11-25,서울특별시 동대문구 용두동 ***-*,1995305008708200165,3050000,서울특별시 동대문구 왕산로 ** (용두동),02579,,옥외광고물제작,01,영업/정상,,,02-953-1714
신한기업,,203311.282308868,453595.984392162,2026-05-03 22:30:26,I,20,정상,2025-05-15 15:22:07,2003-06-01,서울특별시 동대문구 제기동 ***-*,1997305008708200194,3050000,서울특별시 동대문구 고산자로 ***-* (제기동),02478,,옥외광고물제작,01,영업/정상,,,02-963-8340
두광사,,202870.504063246,452391.349090536,2026-05-03 22:30:26,I,20,정상,2025-05-15 15:29:01,1997-09-26,서울특별시 동대문구 용두동 ***-**,1997305008708200218,3050000,서울특별시 동대문구 천호대로 ** (용두동),02588,,옥외광고물제작,01,영업/정상,,,02-927-2446
장평공사,,206253.717443107,452450.779920914,2026-05-03 22:30:26,I,20,정상,2025-05-15 15:19:54,1997-12-24,서울특별시 동대문구 장안동 ***-*,1997305008708200224,3050000,서울특별시 동대문구 장한로 *** (장안동),02528,,옥외광고물제작,01,영업/정상,,,02-2213-4093
코인건축디자인,,205717.29918763,452176.351340603,2026-05-03 22:30:26,I,20,정상,2025-05-15 15:25:09,1997-04-03,서울특별시 동대문구 답십리동 ***,1997305008808500195,3050000,서울특별시 동대문구 한천로 *** (답십리동),02610,,옥외광고물제작 및 설치,01,영업/정상,,,02-2216-2051
나라광고,,206032.980363363,452910.097769573,2026-05-03 22:30:26,I,20,정상,2025-05-15 15:12:46,1998-08-01,서울특별시 동대문구 장안동 ***-**,1998305008708200002,3050000,서울특별시 동대문구 사가정로 *** (장안동),02525,,옥외광고물제작,01,영업/정상,,,02-2213-1507
신풍기업,,202609.213955413,452682.219044342,2026-05-03 22:30:26,I,30,휴업,2016-05-16 16:01:55,2006-10-25,서울특별시 동대문구 용두동 ***-**,1998305008708200003,3050000,서울특별시 동대문구 무학로 *** (용두동),,,옥외광고물제작,02,휴업,,,02-923-1994
협진광고,,203776.731371903,453811.251132598,2026-05-03 22:30:26,I,20,정상,2025-05-15 15:14:44,1998-08-01,서울특별시 동대문구 청량리동 ***-**,1998305008708200005,3050000,"서울특별시 동대문구 제기로 **, *층 (청량리동)",02484,,옥외광고물제작,01,영업/정상,,,02-966-4789
수도광고,,203525.419791492,453394.848458985,2026-05-03 22:30:26,I,20,정상,2025-05-15 15:20:57,1998-08-01,서울특별시 동대문구 제기동 ***,1998305008708200006,3050000,서울특별시 동대문구 경동시장로 **-* (제기동),02572,,옥외광고물제작,01,영업/정상,,,02-961-5593
중앙광고,,206158.018425595,452304.531702966,2026-05-03 22:30:26,I,20,정상,2025-05-15 15:13:42,1998-08-01,서울특별시 동대문구 장안동 ***-*,1998305008708200007,3050000,서울특별시 동대문구 장한로**길 ** (장안동),02530,,옥외광고물제작,01,영업/정상,,,02-2248-0337
형제광고,,204423.68104066,452230.05543738,2026-05-03 22:30:26,I,20,정상,2021-11-08 17:26:31,2012-07-10,서울특별시 동대문구 답십리동 ***-** ***호,1998305008708200008,3050000,"서울특별시 동대문구 사가정로 **-*, ***호 (답십리동)",02596,,옥외광고물제작,01,영업/정상,,,02-2242-1556
태양광고기획,,204876.147250342,452957.997320297,2026-05-03 22:30:27,I,20,정상,2022-06-03 18:15:34,2004-01-15,서울특별시 동대문구 전농동 ***-**,1998305008708200010,3050000,"서울특별시 동대문구 전농로**길 **, *층 (전농동)",02545,,옥외광고물제작,01,영업/정상,,,02-2212-3475
영진광고,,204284.008673035,453527.337871858,2026-05-03 22:30:27,I,20,정상,2025-05-15 15:15:46,1998-08-01,서울특별시 동대문구 청량리동 **,1998305008708200011,3050000,서울특별시 동대문구 왕산로**길 * (청량리동),02488,,옥외광고물제작,01,영업/정상,,,02-966-2441
동양광고,,203355.884051735,453685.594798215,2026-05-03 22:30:27,I,20,정상,2022-03-16 17:04:33,1998-08-01,서울특별시 동대문구 제기동 ***-*,1998305008708200027,3050000,서울특별시 동대문구 고산자로 ***-* (제기동),02479,,옥외광고물제작,01,영업/정상,,,02-962-3535
전진,,203523.299980291,452652.176127997,2026-05-03 22:30:27,I,20,정상,2022-07-08 11:26:58,2017-04-20,서울특별시 동대문구 용두동 **-**,1998305008708200046,3050000,서울특별시 동대문구 고산자로**가길 ** (용두동),02562,,옥외광고물제작,01,영업/정상,,,02-2217-8860
