놀이기구수내역,건물용도명,사업장명,방송시설유무,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,발전시설유무,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,시설규모,지상층수,안내소유무,의무실유무,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,놀이시설수,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수,선박총톤수
,,키다모,,2020-06-30,203705.591953257,446937.678111183,,신고테마파크업,2026-05-03 22:32:32,I,,03,폐업,,,,,,,2020-07-22 16:43:17,,2017-10-11,,서울특별시 강남구 청담동 90-19,CDFI5272002017000004,3220000,1,,"서울특별시 강남구 선릉로152길 37, 1층 (청담동, 청담동 올리브빌딩)",06016,03,폐업,,,,070-4333-4075,,,
,,점핑플레이 키즈카페,,2019-03-12,208334.06570268,441086.596187726,,신고테마파크업,2026-05-03 22:32:32,I,,03,폐업,,,,,,,2019-03-12 15:06:05,,2017-10-19,,서울특별시 강남구 자곡동 633,CDFI5272002017000005,3220000,2,,"서울특별시 강남구 자곡로 106 (자곡동, S-플라자)",06373,03,폐업,,,,02-2226-6182,,,
,,스마트브릭 키즈카페,,2019-04-01,203069.441212025,447391.130408384,,신고테마파크업,2026-05-03 22:32:32,I,,03,폐업,,,,,,,2019-04-01 11:10:20,,2017-10-27,,서울특별시 강남구 신사동 638-6,CDFI5272002017000006,3220000,1,,"서울특별시 강남구 압구정로 312, 지하1층호 (신사동)",06017,03,폐업,,,,02-527-5881,,,
VR시뮬레이터 2종 4대,,브이알존 시네마 가로수길 본점,,2020-01-22,201936.916154513,446270.580716243,,신고테마파크업,2026-05-03 22:32:32,I,,03,폐업,,,,,,,2020-01-22 16:48:35,,2017-11-22,,서울특별시 강남구 신사동 536-3 운산빌딩,CDFI5272002017000007,3220000,,,"서울특별시 강남구 도산대로11길 18, 2층 (신사동)",06035,03,폐업,,,,02-545-3394,,,
,,헬로방방 강남본점,,2020-07-23,205496.329962005,443515.70221107,,신고테마파크업,2026-05-03 22:32:32,I,,03,폐업,,,,,,,2020-07-24 11:10:02,,2018-02-13,,서울특별시 강남구 대치동 507-2 대치퍼스트빌딩,CDFI5272002018000001,3220000,,,"서울특별시 강남구 삼성로 155, 대치퍼스트빌딩 지하1층 (대치동)",06291,03,폐업,,,,02-3453-9777,,,
,,(주)지피엠 코엑스몰지점,,2019-02-27,205130.591678902,445590.096837802,,신고테마파크업,2026-05-03 22:32:32,I,,03,폐업,,,,,,,2019-02-27 14:21:19,,2018-03-29,,서울특별시 강남구 삼성동 159 코엑스,CDFI5272002018000002,3220000,,,"서울특별시 강남구 영동대로 513, 코엑스 지하1층 (삼성동)",06164,03,폐업,,,,02-2051-6960,,,
,,쁘띠몽드 자곡점,,2023-03-06,208367.126404452,441091.524617123,,신고테마파크업,2026-05-03 22:32:32,I,,03,폐업,,,,,,,2023-03-06 14:36:33,,2018-06-12,,서울특별시 강남구 자곡동 634 지하1층 B102호,CDFI5272002018000003,3220000,2,,"서울특별시 강남구 자곡로 108, 더 미라클 지하1층 B102~3호 (자곡동)",06373,03,폐업,,,,02-3412-7100,,,
,,엔터브이알카페 신사점,,2019-02-07,201928.722219017,446309.739413041,,신고테마파크업,2026-05-03 22:32:32,I,,03,폐업,,,,,,,2019-02-07 16:56:24,,2018-07-12,,서울특별시 강남구 신사동 536 2~3층,CDFI5272002018000004,3220000,2,,"서울특별시 강남구 강남대로156길 46, 2~3층 (신사동)",06035,03,폐업,,,,070-5521-2698,,,
,,주식회사 현대아이티앤이(브이알스테이션 강남점),,2020-03-09,202520.618826739,443705.648259719,,신고테마파크업,2026-05-03 22:32:32,I,,03,폐업,,,,,,,2020-03-09 17:14:53,,2018-11-27,,서울특별시 강남구 역삼동 826-21 미왕빌딩 B1층~3층,CDFI5272002018000007,3220000,7,,"서울특별시 강남구 강남대로 364, 미왕빌딩 B1층~3층 (역삼동)",06241,03,폐업,,,,1877-8870,,,
,,(주)모어스(모어스 일렉트로라운지 강남점),,2020-07-27,201996.425,445069.98,,신고테마파크업,2026-05-03 22:32:32,I,,03,폐업,,,,,,,2020-07-27 16:24:44,,2018-11-28,,서울특별시 강남구 논현동 164-7 4층,CDFI5272002018000008,3220000,1,,"서울특별시 강남구 강남대로 512, 4층 (논현동)",06114,03,폐업,,,,02-2117-0565,,,
,,크리스마스 자몽팡팡,,2022-08-18,208882.245870174,440405.743740801,,신고테마파크업,2026-05-03 22:32:32,I,,03,폐업,,,,,,,2022-08-18 16:55:25,,2019-01-09,,서울특별시 강남구 세곡동 581 강남리더스프라자 601호,CDFI5272002019000001,3220000,,,"서울특별시 강남구 헌릉로 569, 강남리더스프라자 601호 (세곡동)",06376,03,폐업,,,,02-445-0426,,,
,,아이레,,2025-07-31,203998.836744732,443612.635077445,,신고테마파크업,2026-05-03 22:32:32,I,,03,폐업,,,,,,,2025-08-01 10:26:32,,2019-02-18,,서울특별시 강남구 역삼동 785-11 백안빌딩 4층,CDFI5272002019000003,3220000,,,"서울특별시 강남구 언주로 305, 백안빌딩 4층 (역삼동)",06230,03,폐업,,,,,,,
,,와이키키 청담점,,2020-07-24,205004.086672612,446564.659683453,,신고테마파크업,2026-05-03 22:32:32,I,,03,폐업,,,,,,,2020-07-24 11:07:53,,2019-06-14,,서울특별시 강남구 청담동 132-16 청구 빌딩 비1층,CDFI5272002019000004,3220000,,,"서울특별시 강남구 학동로101길 15, 청구 빌딩 비1층 (청담동)",06075,03,폐업,,,,,,,
,,주식회사 모션디바이스(KONG VR  강남역점),,2020-01-29,202423.773138655,444111.046932553,,신고테마파크업,2026-05-03 22:32:32,I,,03,폐업,,,,,,,2020-01-29 16:20:30,,2019-07-02,,서울특별시 강남구 역삼동 819 지하1층,CDFI5272002019000005,3220000,10,,"서울특별시 강남구 강남대로94길 10, 지하1층 (역삼동)",06134,03,폐업,,,,070-4231-5445,,,
,,(주)에스엠엔터테인먼트(SMTOWN VR),,2020-04-28,205130.591678902,445590.096837802,,신고테마파크업,2026-05-03 22:32:32,I,,03,폐업,,,,,,,2020-04-28 16:56:27,,2020-01-06,,서울특별시 강남구 삼성동 159 코엑스,CDFI5272002020000001,3220000,1,,"서울특별시 강남구 영동대로 513, 코엑스 6층 (삼성동)",06164,03,폐업,,,,02-6240-9800,,,
,,브라보키즈 프리미엄 강남점,,2020-12-09,207399.55165484,442426.399301013,,신고테마파크업,2026-05-03 22:32:32,I,,03,폐업,,,,,,,2020-12-09 11:29:27,,2020-01-08,,서울특별시 강남구 일원동 717 삼성생명 일원역 빌딩 B101-호,CDFI5272002020000002,3220000,2,,"서울특별시 강남구 일원로 115, 삼성생명 일원역 빌딩 B101-2호 (일원동)",06355,03,폐업,,,,02-459-6620,,,
,,인터컨티넨탈 서울 코엑스(파르나스호텔 주식회사),,2022-09-13,205130.591678902,445590.096837802,,신고테마파크업,2026-05-03 22:32:32,I,,03,폐업,,,,,,,2022-09-21 10:34:35,,2022-07-21,,서울특별시 강남구 삼성동 159 코엑스인터콘티넨탈서울,CDFI5272002022000003,3220000,1,,"서울특별시 강남구 봉은사로 524, 코엑스인터콘티넨탈서울 3층층 (삼성동)",06164,03,폐업,,,,02-3430-8533,,,
,,서울특별시 강남구체육회,,2023-05-14,204559.292629733,441725.512473322,,신고테마파크업,2026-05-03 22:32:32,I,,03,폐업,,,,,,,2023-06-25 11:54:56,,2023-05-12,,서울특별시 강남구 개포동 1271 구민체육관,CDFI5272002023000001,3220000,,,"서울특별시 강남구 개포로28길 47, 구민체육관 2층 (개포동)",06311,03,폐업,,,,02-3461-3999,,,
,,개포2동주민센터,,2023-05-26,206039.555773583,443067.03418404,,신고테마파크업,2026-05-03 22:32:32,I,,03,폐업,,,,,,,2023-06-25 11:55:39,,2023-05-24,,서울특별시 강남구 개포동 182 개포2동주민센터,CDFI5272002023000002,3220000,1,,"서울특별시 강남구 개포로 511, 개포2동주민센터 (개포동)",06328,03,폐업,,,,02-3723-7766,,,
,,인터컨티넨탈 서울 코엑스 코스모폴리탄,,2023-08-21,205130.591678902,445590.096837802,,신고테마파크업,2026-05-03 22:32:32,I,,03,폐업,,,,,,,2023-08-31 15:46:04,,2023-07-19,,서울특별시 강남구 삼성동 159 코엑스인터콘티넨탈서울,CDFI5272002023000003,3220000,,,"서울특별시 강남구 봉은사로 524, 코엑스인터콘티넨탈서울 3층 (삼성동)",06164,03,폐업,,,,02-3430-8529,,,
,,2023 강남구 도심속 물놀이장,,2023-08-09,210098.267961871,441469.665882473,,신고테마파크업,2026-05-03 22:32:33,I,,03,폐업,,,,,,,2023-08-31 15:47:41,,2023-07-27,,서울특별시 강남구 율현동 538 율현공원 책쉼터,CDFI5272002023000004,3220000,,,"서울특별시 강남구 밤고개로21길 85, 율현공원 책쉼터 (율현동)",06370,03,폐업,,,,,,,
,,2023 별별놀이터,,2023-08-06,210098.267961871,441469.665882473,,신고테마파크업,2026-05-03 22:32:33,I,,03,폐업,,,,,,,2023-08-31 15:47:17,,2023-08-02,,서울특별시 강남구 율현동 538 율현공원 책쉼터,CDFI5272002023000005,3220000,,,"서울특별시 강남구 밤고개로21길 85, 율현공원 책쉼터 (율현동)",06370,03,폐업,,,,070-4705-2531,,,
,,강남 힐링 테마파크,,2024-10-13,207254.144850327,443846.03766293,,신고테마파크업,2026-05-03 22:32:33,I,,03,폐업,,,,,,,2024-10-15 19:43:38,,2024-10-12,,서울특별시 강남구 일원동 580,CDFI5272002024000003,3220000,,,서울특별시 강남구 개포로 625 (일원동),06333,03,폐업,,,,02-515-9924,,,
,,2024 일원 에코·문화 축제,,2024-10-27,207815.575329597,443674.503703363,,신고테마파크업,2026-05-03 22:32:33,I,,03,폐업,,,,,,,2024-11-24 18:03:49,,2024-10-25,,서울특별시 강남구 일원동 4-12,CDFI5272002024000004,3220000,,,,,03,폐업,,,,,,,
,,케이앤와이(주),,2025-08-05,207815.575329597,443674.503703363,,신고테마파크업,2026-05-03 22:32:33,I,,03,폐업,,,,,,,2025-08-13 16:53:46,,2025-07-25,,서울특별시 강남구 일원동 4-12,CDFI5272002025000001,3220000,,,,,03,폐업,,,,,,,
,,어먼스 스튜디오,,2025-08-09,204985.357512239,443042.733040439,,신고테마파크업,2026-05-03 22:32:33,I,,03,폐업,,,,,,,2025-08-13 16:52:59,,2025-08-08,,서울특별시 강남구 대치동 501 늘벗근린공원 화장실,CDFI5272002025000002,3220000,1,,"서울특별시 강남구 선릉로 118, 늘벗근린공원 화장실 (대치동)",06289,03,폐업,,,,,,,
,,에듀짐,,2025-09-21,212726.011355134,445183.676902087,,신고테마파크업,2026-05-03 22:32:33,I,,03,폐업,,,,,,,2025-10-28 10:57:27,,2025-09-19,,경기도 하남시 감일동 326,CDFI5272002025000003,3220000,,,경기도 하남시 감일로15번길 52 (감일동),12993,03,폐업,,,,,,,
"31대(주행6, 고정15, 스포츠10)",,로얄아울렛놀이동산,N,2013-10-24,170938.652786429,433755.427480694,테마파크업,신고테마파크업,2026-05-03 22:37:46,I,N,03,폐업,,,,,N,N,2013-10-24 10:14:46,,1999-01-08,406-130,인천광역시 연수구 동춘동 932 로얄아울렛 2층 옥상,CDFI5272001999000001,3520000,,,,,03,폐업,,,,,,,
,,에이스 멀티존,,2012-01-30,171381.655890851,434849.984979024,,신고테마파크업,2026-05-03 22:37:46,I,,03,폐업,,,,,,,2012-01-31 13:10:21,,2011-06-21,406-818,인천광역시 연수구 연수동 596-6 BO2호,CDFI5272002011000001,3520000,,,인천광역시 연수구 용담로 111 (연수동),,03,폐업,,,,,,,
,,천하 게임랜드,,2012-07-12,171381.655890851,434849.984979024,,신고테마파크업,2026-05-03 22:37:46,I,,03,폐업,,,,,,,2012-07-12 17:01:51,,2012-03-07,406-818,인천광역시 연수구 연수동 596-6 B02,CDFI5272002012000001,3520000,,,"인천광역시 연수구 용담로 111  (연수동,B02)",,03,폐업,,,,,,,
,,구름빵 연수점,,2018-03-24,171698.988312684,433623.667155133,,신고테마파크업,2026-05-03 22:37:46,I,,03,폐업,,,,,,,2018-07-23 09:02:10,,2016-01-12,,인천광역시 연수구 동춘동 926-9 이마트 연수점,CDFI5272002016000001,3520000,,,"인천광역시 연수구 경원대로 184, 2층 (동춘동, 이마트)",21975,03,폐업,,,,032-822-0970,,,
,,키득키득 방방카페,,2018-08-10,169634.603825117,436196.720256396,,신고테마파크업,2026-05-03 22:37:46,I,,03,폐업,,,,,,,2018-08-10 17:51:48,,2017-03-02,,인천광역시 연수구 옥련동 307-1 401호,CDFI5272002017000001,3520000,,,"인천광역시 연수구 비류대로 208, 401호 (옥련동)",21939,03,폐업,,,,,,,
,,2017 선학워터월드,,2017-08-21,173629.877168462,436552.532787502,,신고테마파크업,2026-05-03 22:37:46,I,,03,폐업,,,,,,,2017-08-25 12:50:03,,2017-07-21,,인천광역시 연수구 선학동 426,CDFI5272002017000003,3520000,,,"인천광역시 연수구 경원대로 526 (선학동, 선학 하키경기장)",21908,03,폐업,,,,,,,
1,,삐에로키즈카페,,2025-03-04,170626.761484147,435307.361190444,,신고테마파크업,2026-05-03 22:37:46,I,,03,폐업,,455,455,,,,2025-03-04 14:45:19,,2018-01-24,,인천광역시 연수구 청학동 455 연수1차하나아파트 상가동 4층호,CDFI5272002018000001,3520000,,,"인천광역시 연수구 청능대로23번길 11, 연수1차하나아파트 상가동 4층 (청학동)",21915,03,폐업,,,,032-717-0455,,,
,,선학워터월드,,2018-08-20,173629.877168462,436552.532787502,,신고테마파크업,2026-05-03 22:37:46,I,,03,폐업,,,,,,,2018-08-21 15:25:53,,2018-07-17,,인천광역시 연수구 선학동 426 선학하키경기장,CDFI5272002018000003,3520000,,,"인천광역시 연수구 경원대로 526, 선학하키경기장 (선학동)",21908,03,폐업,,,,1522-8156,,,
,,리틀비틀 키즈카페,,2025-03-09,168756.783009892,435896.489732721,,신고테마파크업,2026-05-03 22:37:46,I,,03,폐업,,31.5,32,,,,2025-07-15 13:17:37,,2018-10-17,,인천광역시 연수구 옥련동 462-19 로얄프라자,CDFI5272002018000005,3520000,,,"인천광역시 연수구 한진로 23, 로얄프라자 602호 (옥련동)",21949,03,폐업,,,,,,,
,,신나라플레이방방,,2021-04-30,171219.186363769,434738.827797912,,신고테마파크업,2026-05-03 22:37:47,I,,03,폐업,,159,159,,,,2021-05-27 16:44:27,,2019-03-25,,인천광역시 연수구 청학동 503-4 이리옴프라자 801-3호,CDFI5272002019000001,3520000,2,,"인천광역시 연수구 청능대로 93, 이리옴프라자 8층 801-3호 (청학동)",21926,03,폐업,,,,,,,
,,펀잇,,2022-08-02,171926.076708191,433811.136423145,,신고테마파크업,2026-05-03 22:37:47,I,,03,폐업,,208.9,209,,,,2022-08-04 17:00:39,,2020-04-21,,인천광역시 연수구 동춘동 926 스퀘어원,CDFI5272002020000001,3520000,,,"인천광역시 연수구 청능대로 210, 스퀘어원 4층 (동춘동)",21975,03,폐업,,,,02-525-5671,,,
