건축연면적,건물용도명,사업장명,사업자등록번호,회의실별동시수용인원,폐업일자,자본금,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,영문상호주소,영문상호명,제작취급품목내용,시설면적,시설규모,지상층수,객실수,보험시작일자,보험종료일자,보험기관명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,기획여행보험시작일자,기획여행보험종료일자,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,좌석수,무대면적,주변환경명,기념품종류,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수,선박척수,선박제원,선박총톤수
,근린생활시설,동주여행사,,,2015-08-04,,206918.521143662,456888.556229329,,국내여행업,2026-05-03 22:40:22,I,03,폐업,,,,103,103,5,,2015-07-17,2016-07-16,서울보증보험,2015-08-04 10:05:26,,2013-11-12,131-848,서울특별시 중랑구 묵동 172-13,CDFI2260012013000003,3060000,,,일반주거지역,서울특별시 중랑구 공릉로2나길 49 (묵동),02034,03,폐업,,,,,,,,6,1,,,
,근린생활시설,두리올레여행사,,,2018-12-31,33000000,206969.674869398,457150.626367535,,국내여행업,2026-05-03 22:40:22,I,03,폐업,,,,124.1,124,5,,2014-10-21,2015-10-20,서울보증보험주식회사,2020-12-08 17:53:53,,2010-10-19,,서울특별시 중랑구 묵동 158-20,CDFI2260012015000001,3060000,,,,서울특별시 중랑구 공릉로12길 3 (묵동),02019,03,폐업,,,,,,,,5,,,,
,사무실,BK-디유라이프여행사,,,2016-08-16,30000000,206956.392278972,455196.971910524,,국내여행업,2026-05-03 22:40:22,I,03,폐업,,,,92,92,4,,2015-02-04,2016-02-04,한국관광협회중앙회 여행공제회,2016-08-29 13:13:20,,2015-01-26,131-880,서울특별시 중랑구 중화동 301-11 성심빌딩 403호,CDFI2260012015000002,3060000,,,,"서울특별시 중랑구 동일로 769, 4층 403호 (중화동, 성심빌딩)",02103,03,폐업,,,,,,,,6,,,,
,,투픽(T&P),,,2016-11-02,30000000,206413.466111643,456142.404943031,,국내여행업,2026-05-03 22:40:22,I,03,폐업,,,,,,,,2015-12-19,2016-12-18,서울보증보험주식회사,2016-11-07 15:36:43,,2015-11-19,,서울특별시 중랑구 묵동 247-106,CDFI2260012016000002,3060000,,,,서울특별시 중랑구 중랑천로 256 (묵동),02011,03,폐업,,,,,,,,,,,,
,,(주) 더불어,,,2020-05-20,30000000,207708.434592968,453190.864383804,,국내여행업,2026-05-03 22:40:22,I,03,폐업,,,,,,,,2014-05-30,2015-05-30,한국관광협회중앙회,2020-05-26 08:50:28,,2014-05-26,,서울특별시 중랑구 면목동 496-4,CDFI2260012016000003,3060000,,,,"서울특별시 중랑구 사가정로 389, 5층 (면목동, KFC)",02228,03,폐업,,,,,,,,,,,,
,,주다 주식회사,,,2018-07-12,45000000,208032.945392027,453151.093936537,,국내여행업,2026-05-03 22:40:22,I,03,폐업,,,,,,,,2016-12-02,2017-12-02,,2020-07-08 17:11:04,,2016-11-24,,서울특별시 중랑구 면목동 524-32,CDFI2260012016000004,3060000,,,,서울특별시 중랑구 사가정로 423-1 (면목동),02214,03,폐업,,,,,,,02-434-5033,,,,,
,,신신,,,2023-09-07,39306206,206751.313659786,457078.075826696,,국내여행업,2026-05-03 22:40:22,I,03,폐업,,,,,,,,2020-04-18,2021-04-17,서울보증보험,2023-09-08 09:53:46,,2017-04-03,,서울특별시 중랑구 묵동 166-39,CDFI2260012017000001,3060000,,,,"서울특별시 중랑구 중랑역로 261, 3층 (묵동)",02018,03,폐업,,,,,,,02-3422-0095,,,,,
,,그린쿱 협동조합,,,2021-01-12,30000000,208156.29787686,454479.004441366,,국내여행업,2026-05-03 22:40:22,I,03,폐업,,,,,,,,2020-02-20,2021-02-19,서울보증보험(이천만원),2022-01-14 15:05:07,,2018-02-20,,서울특별시 중랑구 면목동 88-61,CDFI2260012018000002,3060000,,,,"서울특별시 중랑구 상봉로 75, 4층 (면목동)",02157,03,폐업,,,,,,,,,,,,
,,애플트리,2090283145,,2023-06-05,50000000,208231.356512091,456138.417214882,,국내여행업,2026-05-03 22:40:23,I,03,폐업,,,,,,,,2020-07-01,2020-12-31,서울보증보험(이행지급보험),2025-01-21 09:25:32,,2019-11-05,,서울특별시 중랑구 신내동 661 신내대명아파트,CDFI2260012019000004,3060000,,,,"서울특별시 중랑구 봉화산로 189, 408호 (신내동)",02043,03,폐업,,,,,,,02-3421-1373,,,,,
,,포레스트어드벤쳐코리아,,,2023-12-31,200000000,209644.308531451,456006.963934317,,국내여행업,2026-05-03 22:40:23,I,03,폐업,,,,,,,,2020-04-06,2021-04-05,서울보증보험주식회사,2024-01-16 14:49:52,,2020-04-06,,서울특별시 중랑구 망우동 56 중랑가족캠핑장,CDFI2260012020000001,3060000,,,,"서울특별시 중랑구 송림길 172, 중랑가족캠핑장 (망우동)",02062,03,폐업,,,,,,,02-1577-8138,,,,,
,근린생활시설,(주)하나테마여행,,,2009-06-30,,208162.949786192,455084.999271496,관광사업,국내여행업,2026-05-03 22:40:15,I,03,폐업,,,,,,,,,,,2020-12-07 20:23:51,,1990-05-07,131-810,서울특별시 중랑구 망우동 564-6,CDFI2260011990000001,3060000,,,근린상업지역,서울특별시 중랑구 망우로 368 (망우동),,03,폐업,,,,,,,,,,,,
,,(주)서강여행사,,,2011-08-22,,207660.883688474,454911.110252938,관광사업,국내여행업,2026-05-03 22:40:15,I,03,폐업,,,,,,,,2008-12-13,2009-12-12,서울보증보험,2011-08-22 16:20:57,,1995-05-24,131-859,서울특별시 중랑구 상봉동 101 이지팰리스204호,CDFI2260011995000001,3060000,,,,,,03,폐업,,,,,,,22087562,,,,,
,근린생활시설,(주)대원관광,,,2001-05-16,,207006.122480012,453528.548106528,관광사업,국내여행업,2026-05-03 22:40:17,I,03,폐업,,,,0,0,2,,,,,2003-04-18 17:04:20,,1999-05-11,131-821,서울특별시 중랑구 면목동 161-17,CDFI2260011999000002,3060000,,,,,,03,폐업,,,주택가주변,,,,,2,0,,,
,,(주)초록세계여행사,,,2007-08-20,,208112.860200669,457113.638411288,관광사업,국내여행업,2026-05-03 22:40:17,I,03,폐업,,,,0,0,0,,,,,2007-08-21 11:14:10,,2000-03-23,131-872,서울특별시 중랑구 신내동 646 금강리빙스텔빌딩 507호,CDFI2260012000000001,3060000,,,,,,03,폐업,,,,,,,,0,0,,,
,근린생활시설,(주) 뉴하나 관광,,,2003-06-13,,208281.494695145,455120.832207802,관광사업,국내여행업,2026-05-03 22:40:18,I,03,폐업,,,,130.38,130,2,,,,,2003-06-14 09:36:53,,2001-02-12,131-810,서울특별시 중랑구 망우동 563-9,CDFI2260012001000001,3060000,,,근린상업지역,,,03,폐업,,,기타,,,,,2,,,,
,,(주)미르하나,,,2003-11-17,50000000,206930.215270997,456873.509136444,관광사업,국내여행업,2026-05-03 22:40:19,I,03,폐업,,,,,,,,,,,2003-11-18 14:04:30,,2001-12-26,131-848,서울특별시 중랑구 묵동 172-15,CDFI2260012001000003,3060000,,,,,,03,폐업,,,,,,,,,,,,
,근린생활시설,(주)정우무역.여행,,,2002-06-18,,208253.775603589,453880.29967956,관광사업,국내여행업,2026-05-03 22:40:19,I,03,폐업,,,,110,110,4,,,,,2003-04-18 17:04:20,,2002-05-20,131-815,서울특별시 중랑구 면목동 68-1,CDFI2260012002000001,3060000,,,근린상업지역,,,03,폐업,,,기타,,,,,5,1,,,
,근린생활시설,나사항공여행사,,,2003-11-17,,207297.240092472,454863.701751677,관광사업,국내여행업,2026-05-03 22:40:19,I,03,폐업,,,,0,0,3,,,,,2003-11-18 14:02:43,,2002-05-22,131-857,서울특별시 중랑구 상봉동 116-12 3층,CDFI2260012002000002,3060000,,,근린상업지역,,,03,폐업,,,기타,,,,,4,1,,,
