건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,최초등록시점,지상층수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
,팀 엔터테인먼트(T.I.M Entertainment),2013-12-27,201202.996128307,450112.493848373,,영화제작업,2026-05-03 22:41:40,I,03,폐업,,,2009-08-12,,2013-12-27 14:18:25,,2009-08-12,,서울특별시 중구 신당동 ***-*** 삼성빌 ***호,CDFF5211012009000008,3010000,,"서울특별시 중구 동호로*길 **  (신당동,삼성빌 ***호)",,03,폐업,,,,,,
,(주)대종필림,2015-04-30,199155.649117384,451163.357850613,,영화제작업,2026-05-03 22:41:41,I,03,폐업,,,2010-03-23,,2015-05-01 15:08:10,,2010-03-23,,서울특별시 중구 충무로*가 **-*,CDFF5211012010000005,3010000,,서울특별시 중구 퇴계로**길 ** (충무로*가),,03,폐업,,,,,,
,피시스,2011-04-13,201720.176169153,451008.873569108,,영화제작업,2026-05-03 22:41:41,I,03,폐업,,,2010-03-24,,2011-04-13 14:07:58,,2010-03-24,,서울특별시 중구 신당동 **-** 상영빌딩 *층,CDFF5211012010000007,3010000,,"서울특별시 중구 다산로**가길 **  (신당동,상영빌딩 *층)",,03,폐업,,,,,,
,문화구 창작동,2012-01-19,199016.982076626,450955.859967323,,영화제작업,2026-05-03 22:41:42,I,03,폐업,,,2010-06-01,,2012-01-19 13:37:10,,2010-06-01,,서울특별시 중구 주자동 **-* 장현빌딩 ***호,CDFF5211012010000013,3010000,,"서울특별시 중구 퇴계로 ***-*,  ***호 (주자동,장현빌딩)",,03,폐업,,,,,,
,(주)파워이엔티,2020-12-30,198911.806393959,451032.316115194,,영화제작업,2026-05-03 22:41:42,I,03,폐업,,,2010-11-22,,2021-01-04 15:55:54,,2010-11-22,,서울특별시 중구 충무로*가 **-* 성창빌딩 ***호,CDFF5211012010000017,3010000,,"서울특별시 중구 삼일대로 ***, ***호 (충무로*가,성창빌딩)",,03,폐업,,,,,,
,타임머신,2011-06-06,,,,영화제작업,2026-05-03 22:41:42,I,03,폐업,,,2011-04-25,,2011-06-03 14:18:04,,2011-04-25,,서울특별시 중구 신당동 남산타운아파트 *동 ****호,CDFF5211012011000003,3010000,,,,03,폐업,,,,,,
,(주)재미커뮤니케이션,2014-01-03,200993.950427338,450503.754799491,,영화제작업,2026-05-03 22:41:43,I,03,폐업,,,2008-04-15,,2014-01-03 17:53:56,,2008-04-15,,서울특별시 중구 신당동 ***-** *층,CDFF5211012011000012,3010000,,"서울특별시 중구 다산로 ***-*  (신당동,*층)",,03,폐업,,,,,,
,㈜제네시스픽쳐스,2015-02-09,199470.570383265,450545.278468353,,영화제작업,2026-05-03 22:41:43,I,03,폐업,,,2008-12-12,,2015-02-09 16:32:20,,2008-12-12,,서울특별시 중구 필동*가 **-***,CDFF5211012012000007,3010000,,서울특별시 중구 퇴계로**나길 ** (필동*가),,03,폐업,,,,,,
,리얼라이즈픽쳐스(주),2015-02-09,199470.570383265,450545.278468353,,영화제작업,2026-05-03 22:41:43,I,03,폐업,,,2007-12-07,,2015-02-09 16:26:51,,2007-12-07,,서울특별시 중구 필동*가 **-***,CDFF5211012012000008,3010000,,서울특별시 중구 퇴계로**나길 ** (필동*가),,03,폐업,,,,,,
,소비잇 픽쳐스,2019-05-03,197471.039917994,451548.724649763,,영화제작업,2026-05-03 22:41:43,I,03,폐업,,,2012-03-20,,2019-05-03 13:37:48,,2012-03-20,,서울특별시 중구 정동 ***호,CDFF5211012012000013,3010000,,"서울특별시 중구 정동길 **, ***호 (정동)",,03,폐업,,,,,,
,영화사숲,2015-11-30,199088.322667,451230.610149193,,영화제작업,2026-05-03 22:41:44,I,03,폐업,,,2009-01-28,,2015-11-30 15:54:45,,2009-01-28,,서울특별시 중구 저동*가 **-**,CDFF5211012012000024,3010000,,"서울특별시 중구 수표로 **, ***호 (저동*가)",,03,폐업,,,,,,
,주식회사 팝콘앤파트너스,2012-08-11,197279.328436862,451765.426505347,,영화제작업,2026-05-03 22:41:44,I,03,폐업,,,2008-02-27,,2015-02-09 17:25:00,,2008-02-27,,서울특별시 중구 정동 ** 경향신문사 본관 **층,CDFF5211012012000028,3010000,,"서울특별시 중구 정동길 * (정동,경향신문사 본관 **층)",,03,폐업,,,,,,
,(주)하이스토리이앤엠,2016-08-22,197091.389988673,450506.228057671,,영화제작업,2026-05-03 22:41:44,I,03,폐업,,,2012-10-23,,2016-08-22 16:57:25,,2012-10-23,,서울특별시 중구 만리동*가,CDFF5211012012000032,3010000,,"서울특별시 중구 만리재로**길 **-**, *층 (만리동*가)",,03,폐업,,,,,,
,토킹 픽쳐스,2015-01-06,,,,영화제작업,2026-05-03 22:41:44,I,03,폐업,,,2013-02-28,,2015-01-06 16:44:25,,2013-02-28,,서울특별시 중구 충무로*가,CDFF5211012013000004,3010000,,"서울특별시 중구 명동*길 ** (충무로*가, KT사옥 ***호)",,03,폐업,,,,,,
,시계토끼,2019-11-18,200750.455125653,449638.824308081,,영화제작업,2026-05-03 22:41:45,I,03,폐업,,,2013-03-22,,2019-11-18 17:57:35,,2013-03-22,,서울특별시 중구 신당동,CDFF5211012013000008,3010000,,"서울특별시 중구 다산로 **, **동 ****호 (신당동)",,03,폐업,,,,,,
,(주)세방에스디엘,2017-04-09,197098.402787244,450486.142609794,,영화제작업,2026-05-03 22:41:45,I,03,폐업,,,2013-04-17,,2017-04-09 14:56:16,,2013-04-17,,서울특별시 중구 만리동*가,CDFF5211012013000010,3010000,,"서울특별시 중구 만리재로**길 * (만리동*가, 세방빌딩)",,03,폐업,,,,,,
,(주)이가영화사,2017-01-10,197034.02843741,450305.644873169,,영화제작업,2026-05-03 22:41:45,I,03,폐업,,,2007-03-21,,2017-01-10 14:06:16,,2007-03-21,,서울특별시 중구 만리동*가 **-*,CDFF5211012013000012,3010000,,서울특별시 중구 만리재로 *** (만리동*가),,03,폐업,,,,,,
,영화사 마농(주식회사),2019-05-07,199298.907451279,450999.189428486,,영화제작업,2026-05-03 22:41:46,I,03,폐업,,,2014-04-29,,2019-05-07 18:03:18,,2014-04-29,,서울특별시 중구 필동*가 **-*,CDFF5211012014000005,3010000,,"서울특별시 중구 퇴계로 ***, ***호 (필동*가, 동화빌딩)",,03,폐업,,,,,,
,J W FILM,2016-01-08,199023.967503662,451105.474557896,,영화제작업,2026-05-03 22:41:46,I,03,폐업,,,2014-06-17,,2016-01-08 10:54:36,,2014-06-17,,서울특별시 중구 충무로*가 **-*,CDFF5211012014000008,3010000,,"서울특별시 중구 삼일대로*길 *, ***호 (충무로*가)",,03,폐업,,,,02-2277-0801,,
,삼인전자,2017-04-12,199526.416139264,451693.211256949,,영화제작업,2026-05-03 22:41:46,I,03,폐업,,,2014-07-03,,2017-04-12 18:26:08,,2014-07-03,,서울특별시 중구 산림동 ***-*,CDFF5211012014000011,3010000,,"서울특별시 중구 을지로 ***, ***-*호 (산림동, 대림상가)",,03,폐업,,,,,,
,(주)라임컬쳐,2017-04-09,197098.402787244,450486.142609794,,영화제작업,2026-05-03 22:41:46,I,03,폐업,,,2014-10-08,,2017-04-09 14:57:02,,2014-10-08,,서울특별시 중구 만리동*가 **-*,CDFF5211012014000016,3010000,,"서울특별시 중구 만리재로**길 *, *층 (만리동*가, 세방빌딩)",,03,폐업,,,,,,
,(주)디픽트닷컴,2016-03-28,199087.216155975,451188.671067014,,영화제작업,2026-05-03 22:41:46,I,03,폐업,,,2014-10-16,,2016-03-28 13:35:36,,2014-10-16,,서울특별시 중구 충무로*가 **-**,CDFF5211012014000017,3010000,,"서울특별시 중구 수표로 **, *층 (충무로*가, 본고빌딩)",,03,폐업,,,,,,
,문화나눔협동조합 목선재,2022-12-21,199602.487744743,450946.263412407,,영화제작업,2026-05-03 22:41:46,I,03,폐업,,,2014-12-29,,2022-12-21 11:11:11,,2014-12-29,,서울특별시 중구 필동*가 **-*,CDFF5211012014000022,3010000,,"서울특별시 중구 퇴계로**길 **, ***호 (필동*가, 중앙빌딩)",,03,폐업,,,,02-2266-2296,,
,(주)프로덕션목선재,2025-03-15,198264.174398114,451644.992565652,,영화제작업,2026-05-03 22:41:47,I,03,폐업,,,2015-03-09,,2025-03-17 16:34:33,,2015-03-09,,서울특별시 중구 다동 *** 패스트파이브타워,CDFF5211012015000005,3010000,,"서울특별시 중구 남대문로*길 **, 패스트파이브타워 ****호 (다동)",04522,03,폐업,,,,,,
,(주)영화사 조제,2017-01-13,197799.544196134,451775.169253151,,영화제작업,2026-05-03 22:41:47,I,03,폐업,,,2011-10-13,,2017-01-13 11:00:43,,2011-10-13,,서울특별시 중구 태평로*가 **-**,CDFF5211012015000015,3010000,,"서울특별시 중구 세종대로**길 **, *층 (태평로*가, 씨스퀘어빌딩)",04519,03,폐업,,,,070-8670-4486,,
,엑시트팩토리,2018-11-05,200608.502302828,449902.521645762,,영화제작업,2026-05-03 22:41:48,I,03,폐업,,,2016-01-08,,2018-11-05 14:02:23,,2016-01-08,,서울특별시 중구 신당동 ***-**,CDFF5211012016000001,3010000,,"서울특별시 중구 다산로 **, ***호 (신당동)",04599,03,폐업,,,,,,
,(주)오래와새,2016-07-29,200268.968726191,450769.427261913,,영화제작업,2026-05-03 22:41:48,I,03,폐업,,,2011-03-16,,2016-07-29 17:53:44,,2011-03-16,,서울특별시 중구 장충동*가 ***-**,CDFF5211012016000003,3010000,,"서울특별시 중구 동호로 ***, *층 (장충동*가, Welcommcity)",04617,03,폐업,,,,02-541-0952,,
,한국탐사저널리즘센터,2023-02-22,199549.585021122,450943.470738433,,영화제작업,2026-05-03 22:41:48,I,03,폐업,,,2016-07-08,,2023-02-23 11:01:39,,2016-07-08,,서울특별시 중구 필동*가 **-* TOPIC,CDFF5211012016000010,3010000,,"서울특별시 중구 퇴계로 ***-**, 뉴스타파함께센터 *층 (필동*가)",04625,03,폐업,,,,02-2038-0977,,
,에이투지 미디어,2017-05-01,198531.065381763,450627.636829233,,영화제작업,2026-05-03 22:41:48,I,03,폐업,,,2016-07-18,,2018-01-18 19:32:04,,2016-07-18,,서울특별시 중구 남산동*가 **-*,CDFF5211012016000011,3010000,,"서울특별시 중구 소공로*가길 **, *층 (남산동*가)",04630,03,폐업,,,,02-3445-1213,,
,(주)모션피아,2023-05-15,200727.25125512,450675.266315752,,영화제작업,2026-05-03 22:41:48,I,03,폐업,,,2007-06-12,,2023-05-15 17:04:08,,2007-06-12,,서울특별시 중구 신당동 ***-*,CDFF5211012016000013,3010000,,"서울특별시 중구 동호로**길 *, *층 ***호 (신당동, 지산타운)",04607,03,폐업,,,,,,
,주식회사 이윤,2024-12-31,197566.862311117,451100.772883934,,영화제작업,2026-05-03 22:41:49,I,03,폐업,,,2017-12-27,,2025-01-16 13:48:34,,2017-12-27,,서울특별시 중구 서소문동 ***-** 동화주차빌딩,CDFF5211012017000020,3010000,,"서울특별시 중구 세종대로*길 **, 동화주차빌딩 **층 ****호 (서소문동)",04513,03,폐업,,,,,,
,모비딕엔터테인먼트(주),2021-11-10,199298.907451279,450999.189428486,,영화제작업,2026-05-03 22:41:49,I,03,폐업,,,2013-05-02,,2021-11-10 10:54:31,,2013-05-02,,서울특별시 중구 필동*가 **-* 동화빌딩,CDFF5211012018000001,3010000,,"서울특별시 중구 퇴계로 ***, 동화빌딩 ***호 (필동*가)",04554,03,폐업,,,,,,
,율진흥업 주식회사,2021-12-09,199298.907451279,450999.189428486,,영화제작업,2026-05-03 22:41:50,I,03,폐업,,,2018-01-29,,2021-12-09 16:15:44,,2018-01-29,,서울특별시 중구 필동*가 **-* 동화빌딩,CDFF5211012018000002,3010000,,"서울특별시 중구 퇴계로 ***, 동화빌딩 *층 ***호 (필동*가)",04554,03,폐업,,,,,,
,주식회사 킹라이언네트웍스,2019-12-03,199358.790432391,451400.776084123,,영화제작업,2026-05-03 22:41:50,I,03,폐업,,,2019-03-04,,2019-12-04 09:42:20,,2019-03-04,,서울특별시 중구 인현동*가 **-**,CDFF5211012019000002,3010000,,"서울특별시 중구 을지로**길 **, 조광빌딩 ***호 (인현동*가)",04549,03,폐업,,,,02-517-9932,,
,책빵집,2020-12-24,200750.455125653,449638.824308081,,영화제작업,2026-05-03 22:41:51,I,03,폐업,,,2019-04-30,,2020-12-24 17:22:51,,2019-04-30,,서울특별시 중구 신당동 *** 남산타운,CDFF5211012019000004,3010000,,"서울특별시 중구 다산로 **, *동 ****호 (신당동, 남산타운)",04595,03,폐업,,,,02-6261-9785,,
,주식회사 갤럭시컴퍼니,2021-12-09,199298.907451279,450999.189428486,,영화제작업,2026-05-03 22:41:51,I,03,폐업,,,2018-11-23,,2021-12-09 16:14:41,,2018-11-23,,서울특별시 중구 필동*가 **-* 동화빌딩,CDFF5211012019000015,3010000,,"서울특별시 중구 퇴계로 ***, 동화빌딩 *층 ***호 (필동*가)",04554,03,폐업,,,,,,
,사단법인 625국군포로가족회,2024-12-31,197034.02843741,450305.644873169,,영화제작업,2026-05-03 22:41:51,I,03,폐업,,,2020-04-02,,2025-04-25 16:06:39,,2020-04-02,,서울특별시 중구 만리동*가 **-* 서울역 디오빌,CDFF5211012020000004,3010000,,"서울특별시 중구 만리재로 ***, 서울역 디오빌 ***호 (만리동*가)",04501,03,폐업,,,,02-976-9982,,
,스튜디오래드(studio Lad),2022-03-25,200077.887999455,450952.564679352,,영화제작업,2026-05-03 22:41:51,I,03,폐업,,,2020-09-29,,2022-03-25 09:48:05,,2020-09-29,,서울특별시 중구 묵정동 **-*,CDFF5211012020000008,3010000,,"서울특별시 중구 동호로**길 **, *층 (묵정동)",04618,03,폐업,,,,,,
,(주)트레이,2022-12-07,197446.325172007,451215.406399929,,영화제작업,2026-05-03 22:41:52,I,03,폐업,,,2017-08-11,,2022-12-07 11:01:32,,2017-08-11,,서울특별시 중구 정동 ** 삼정 아트테라스 정동,CDFF5211012021000015,3010000,,"서울특별시 중구 서소문로 **-**, 삼정 아트테라스 정동 B*층 L***호 (정동)",04516,03,폐업,,,,,,
,주식회사 스타집스튜디오,2025-07-10,199571.599470393,451124.851387624,,영화제작업,2026-05-03 22:41:54,I,03,폐업,,,2020-03-20,,2025-07-10 15:22:29,,2020-03-20,,"서울특별시 중구 충무로*가 ***-* 진양상가, 진양아파트",CDFF5211012025000006,3010000,,"서울특별시 중구 퇴계로 ***, *동 *층 *호 (충무로*가, 진양상가, 진양아파트)",04558,03,폐업,,,,,,
,상상봉,2015-08-31,,,,영화제작업,2026-05-03 22:30:37,I,03,폐업,,,2008-08-04,,2015-08-31 15:27:30,,2008-08-04,,서울특별시 성동구 옥수동 ***-**,CDFF5211012008000001,3030000,,서울특별시 성동구 매봉**길 * (옥수동),,03,폐업,,,,,,
,(주)드림웨스트픽쳐스,2011-06-21,,,,영화제작업,2026-05-03 22:30:39,I,03,폐업,,,2010-09-27,,2011-06-21 09:32:42,,2010-09-27,,서울특별시 성동구 도선동 신한넥스텔 ***호,CDFF5211012010000003,3030000,,,,03,폐업,,,,070-8650-3744,,
,시네마팩토리,2021-01-07,203763.940963247,449324.659476813,,영화제작업,2026-05-03 22:30:40,I,03,폐업,,,2012-05-01,,2021-01-15 16:48:28,,2012-05-01,,서울특별시 성동구 성수동*가 ***-*** *층,CDFF5211012012000003,3030000,,"서울특별시 성동구 서울숲*길 **-*, *층 (성수동*가)",,03,폐업,,,,,,
,티디에스 코리아,2022-05-13,205184.716063461,451050.148324829,,영화제작업,2026-05-03 22:30:40,I,03,폐업,,,2013-06-11,,2022-05-13 17:59:16,,2013-06-11,,서울특별시 성동구 용답동 ***-* 미라보타워 ***호,CDFF5211012013000003,3030000,,"서울특별시 성동구 천호대로 *** (용답동, 미라보타워 ***호)",,03,폐업,,,,,,
,베레스트,2019-12-24,203843.522796935,451580.702168966,,영화제작업,2026-05-03 22:30:41,I,03,폐업,,,2015-04-06,,2019-12-24 09:38:01,,2015-04-06,,서울특별시 성동구 마장동 ***-*,CDFF5211012015000003,3030000,,"서울특별시 성동구 마장로**길 *, ***호 (마장동)",04758,03,폐업,,,,,,
,주식회사 상상봉,2022-01-17,201157.877298502,449563.280012747,,영화제작업,2026-05-03 22:30:41,I,03,폐업,,,2015-05-04,,2022-01-17 09:55:49,,2015-05-04,,서울특별시 성동구 옥수동 ***,CDFF5211012015000005,3030000,,"서울특별시 성동구 매봉길 **, ***동 ***호 (옥수동, 옥수파크힐스)",04731,03,폐업,,,,,,
,(주)신우트레이드,2015-12-18,203209.457162273,451553.461590274,,영화제작업,2026-05-03 22:30:41,I,03,폐업,,,2015-07-17,,2015-12-18 16:25:29,,2015-07-17,,서울특별시 성동구 마장동 ***,CDFF5211012015000008,3030000,,"서울특별시 성동구 고산자로 ***, ***호 (마장동, 동방빌딩)",,03,폐업,,,,070-7560-8285,,
,영화사단비(주),2018-10-16,205527.887051222,451002.807624223,,영화제작업,2026-05-03 22:30:41,I,03,폐업,,,2014-10-21,,2018-10-16 09:44:20,,2014-10-21,,서울특별시 성동구 용답동 ***-*,CDFF5211012015000011,3030000,,"서울특별시 성동구 천호대로 ***, ****호 (용답동, 신창비바패밀리)",04808,03,폐업,,,,02-569-2014,,
,(주)진성엔터테인먼트,2018-03-14,203056.514104723,451627.413501739,,영화제작업,2026-05-03 22:30:42,I,03,폐업,,,2016-04-21,,2018-03-14 14:13:31,,2016-04-21,,서울특별시 성동구 마장동 ***,CDFF5211012016000003,3030000,,"서울특별시 성동구 마장로**가길 **, *층 (마장동)",04705,03,폐업,,,,070-4327-5933,,
,(주)티씨피,2017-11-23,205039.907145725,449216.223655036,,영화제작업,2026-05-03 22:30:42,I,03,폐업,,,2016-11-17,,2017-11-23 11:05:18,,2016-11-17,,서울특별시 성동구 성수동*가 ***-**,CDFF5211012016000013,3030000,,"서울특별시 성동구 성수이로 ***, ****호 (성수동*가, 성수아카데미타워)",04797,03,폐업,,,,,,
,트리퍼니 컴퍼니,2019-01-14,205993.619464918,450184.156880879,,영화제작업,2026-05-03 22:30:42,I,03,폐업,,,2017-03-27,,2019-01-14 17:49:11,,2017-03-27,,서울특별시 성동구 송정동 **-***,CDFF5211012017000004,3030000,,서울특별시 성동구 송정**가길 **-** (송정동),04800,03,폐업,,,,,,
,영화사 현,2019-08-12,203239.114934071,450858.666779597,,영화제작업,2026-05-03 22:30:42,I,03,폐업,,,2017-10-30,,2019-08-12 14:39:58,,2017-10-30,,서울특별시 성동구 행당동 *** 행당동삼부아파트,CDFF5211012017000009,3030000,,"서울특별시 성동구 왕십리로 ***, ***동 ***호 (행당동, 행당동삼부아파트)",04751,03,폐업,,,,,,
,(주)라원문화,2025-01-22,201429.573523715,449549.381696896,,영화제작업,2026-05-03 22:30:43,I,03,폐업,,,2009-03-03,,2025-01-22 19:18:39,,2009-03-03,,서울특별시 성동구 금호동*가 **** 부영 ***호,CDFF5211012018000010,3030000,,"서울특별시 성동구 장터*길 *, 부영 ***호 (금호동*가)",04725,03,폐업,,,,02-780-7881,,
,주식회사 슈퍼픽션,2022-02-10,203650.302114567,449461.25849726,,영화제작업,2026-05-03 22:30:43,I,03,폐업,,,2015-11-05,,2022-02-10 11:01:05,,2015-11-05,,서울특별시 성동구 성수동*가 ***-*** 용빌딩,CDFF5211012019000013,3030000,,"서울특별시 성동구 서울숲*길 **-*, 용빌딩 (성수동*가)",04768,03,폐업,,,,02-2038-2431,,
,주식회사 아드레날린,2021-06-10,203650.302114567,449461.25849726,,영화제작업,2026-05-03 22:30:44,I,03,폐업,,,2020-11-12,,2021-09-16 09:13:15,,2020-11-12,,서울특별시 성동구 성수동*가 ***-*** 용빌딩,CDFF5211012020000017,3030000,,"서울특별시 성동구 서울숲*길 **-*, 용빌딩 *층 (성수동*가)",04768,03,폐업,,,,,,
,투엘(주),2025-06-17,204495.650175932,449405.611643886,,영화제작업,2026-05-03 22:30:45,I,03,폐업,,,2020-12-17,,2025-06-17 14:09:39,,2020-12-17,,서울특별시 성동구 성수동*가 ***-** 서울숲 SK V* TOWER,CDFF5211012020000020,3030000,,"서울특별시 성동구 성수일로*길 *, 서울숲 SK V* TOWER **층 ****호 (성수동*가)",04793,03,폐업,,,,,,
,주식회사 미디어링크,2024-05-30,203903.353552789,448846.820248719,,영화제작업,2026-05-03 22:30:45,I,03,폐업,,,2017-02-06,,2024-05-31 10:52:59,,2017-02-06,,서울특별시 성동구 성수동*가 ***-*** 메가박스 스퀘어,CDFF5211012021000004,3030000,,"서울특별시 성동구 왕십리로 **, 메가박스 스퀘어 *층 (성수동*가)",04778,03,폐업,,,,02-3017-3440,,
,(주)동우영상,2013-01-16,207112.400031278,453882.149123857,,영화제작업,2026-05-03 22:41:22,I,03,폐업,,,1998-07-03,,2013-01-16 17:06:50,,1998-07-03,,서울특별시 중랑구 면목동 ***-**,CDFF5211011998000001,3060000,,서울특별시 중랑구 겸재로 *** (면목동),,03,폐업,,,,,,
,르네필름,2012-04-13,207311.215887044,453142.47379517,,영화제작업,2026-05-03 22:41:23,I,03,폐업,,,2007-07-24,,2012-04-13 17:31:53,,2007-07-24,,서울특별시 중랑구 면목동 두산아파트 ***동 ****호,CDFF5211012007000001,3060000,,"서울특별시 중랑구 면목로**길 **, ***동 ****호 (면목동, 두산아파트)",,03,폐업,,,,,,
,주빌리 미디어(Jubilee Media),2015-03-31,207650.999201902,453429.066422709,,영화제작업,2026-05-03 22:41:23,I,03,폐업,,,2008-08-11,,2015-03-31 17:14:31,,2008-08-11,,서울특별시 중랑구 면목동 ***-* *층,CDFF5211012008000001,3060000,,서울특별시 중랑구 면목로**길 * (면목동),,03,폐업,,,,,,
,소나기엔터테인먼트,2012-08-23,207049.80032629,456623.22962061,,영화제작업,2026-05-03 22:41:23,I,03,폐업,,,2011-07-25,,2012-08-24 16:43:46,,2011-07-25,,서울특별시 중랑구 묵동 ***-***,CDFF5211012011000004,3060000,,서울특별시 중랑구 공릉로*길 **-* (묵동),,03,폐업,,,,,,
,양피지필름,2010-03-30,197243.876224078,444665.104179009,,영화제작업,2026-05-03 22:30:23,I,03,폐업,,,2005-07-11,,2010-05-10 15:18:17,,2005-07-11,,서울특별시 동작구 흑석동 **-***,CDFF5211012005000001,3190000,,서울특별시 동작구 현충로**길 **-*  (흑석동),,03,폐업,,,,,,
,제이필름,2013-03-19,197871.928016014,441906.165602076,,영화제작업,2026-05-03 22:30:23,I,03,폐업,,,2009-12-22,,2013-03-19 10:18:43,,2009-12-22,,서울특별시 동작구 사당동 ***-*** 씨티빌 ***호,CDFF5211012009000006,3190000,,"서울특별시 동작구 남부순환로***가길 **,  ***호 (사당동,씨티빌)",,03,폐업,,,,,,
,라이크(LIKE)필름,2013-04-23,197802.436613024,443049.214038897,,영화제작업,2026-05-03 22:30:23,I,03,폐업,,,2009-01-19,,2013-04-23 14:35:18,,2009-01-19,,서울특별시 동작구 사당동 *** 우성아파트 ***동 ***호,CDFF5211012011000001,3190000,,,,03,폐업,,,,,,
,ISLATE MEDIA,2016-03-30,,,,영화제작업,2026-05-03 22:30:23,I,03,폐업,,,2013-08-30,,2016-03-30 20:49:04,,2013-08-30,,서울특별시 동작구 흑석동 ***-**,CDFF5211012013000006,3190000,,"서울특별시 동작구 현충로*길 **, *층 (흑석동)",,03,폐업,,,,,,
,엠케이비픽쳐스(MK&B PICTURES),2014-09-12,197686.234074115,441595.660481209,,영화제작업,2026-05-03 22:30:23,I,03,폐업,,,2014-04-30,,2014-09-12 17:53:26,,2014-04-30,,서울특별시 동작구 사당동 ****-** 대정빌딩 ***호,CDFF5211012014000002,3190000,,"서울특별시 동작구 남부순환로 ****, ***호 (사당동, 대정빌딩)",,03,폐업,,,,,,
