아세틸렌수,사업장명,폐업일자,원심주조기수,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,치과용프레스수,상세영업상태코드,상세영업상태명,기공용컴프레서수,기공용레스수,기공용모터수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,핀덱스수,포셀린로수,전기로수,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,샌드기수,서베이어수,휴업시작일자,휴업종료일자,소재지전화번호,트리머수,초음파청소기수,진공매몰기수,진동기수
1,덴탈아트주영,2017-08-14,1,205779.879144295,451178.252649445,2026-05-03 22:42:58,I,1,03,폐업,1,1,3,2017-08-14 11:06:24,,2006-06-15,130-845,서울특별시 동대문구 장안동 433번지 21호 6층,PHMB320063050034062300008,3050000,1,1,1,"서울특별시 동대문구 천호대로85길 17, 6층 (장안동)",02644,03,폐업,2,1,,,22122804,1,1,1,1
1,명성치과기공소,2020-12-17,1,202451.211257672,452932.613580379,2026-05-03 22:42:59,I,1,03,폐업,1,1,2,2020-12-17 16:24:53,,2007-10-05,130-823,서울특별시 동대문구 용두동 210번지 5호,PHMB320073050034062300001,3050000,1,1,1,서울특별시 동대문구 한빛로 52-2 (용두동),02579,03,폐업,1,1,,,,1,1,1,1
1,연치과기공소,2009-11-02,1,202633.567387178,453392.902948534,2026-05-03 22:43:01,I,1,03,폐업,,1,2,2010-03-23 13:49:30,,2007-03-14,130-060,서울특별시 동대문구 제기동 148번지 41호 약령시길 7,PHMB320073050034062300003,3050000,,1,1,"서울특별시 동대문구 약령시로 7 (제기동,약령시길 7)",,03,폐업,,1,,,,1,1,,1
1,이룸치과기공소,2015-10-14,1,202100.173742421,452426.060779077,2026-05-03 22:43:01,I,1,03,폐업,1,1,2,2015-10-14 14:13:37,,2007-06-05,130-812,서울특별시 동대문구 신설동 104번지 49호 4층,PHMB320073050034062300004,3050000,1,1,1,"서울특별시 동대문구 난계로30길 24, 4층 (신설동)",02586,03,폐업,1,1,,,64142867,1,1,1,1
1,팀(TIM)치과기공소,2013-12-10,1,202100.173742421,452426.060779077,2026-05-03 22:43:02,I,1,03,폐업,1,1,2,2013-12-10 17:50:29,,2007-09-12,130-110,서울특별시 동대문구 신설동 104번지 49호 연수원길 16-1(3층),PHMB320073050034062300006,3050000,1,1,1,"서울특별시 동대문구 난계로30길 24, 3층 (신설동)",,03,폐업,1,1,,,21382080,1,1,1,1
1,우리치과기공소,2013-07-31,1,204182.296431496,453611.797091118,2026-05-03 22:43:02,I,1,03,폐업,1,1,2,2013-08-01 11:16:18,,2008-11-06,130-867,서울특별시 동대문구 청량리동 53번지 1호 2층,PHMB320083050034062300002,3050000,1,1,1,"서울특별시 동대문구 왕산로45길 35, 2층 (청량리동)",,03,폐업,1,1,,,22460900,1,1,1,1
1,명환치과기공소,2011-09-28,1,,,2026-05-03 22:43:02,I,1,03,폐업,,1,2,2011-11-15 16:03:10,,2008-11-20,130-863,"서울특별시 동대문구 제기동 737번지 1호 (2호), 3층",PHMB320083050034062300003,3050000,,1,1,,,03,폐업,,1,,,,1,1,,1
1,알파치과기공소,2018-10-29,1,202313.136903653,452425.247668187,2026-05-03 22:43:02,I,1,03,폐업,1,1,5,2018-10-29 15:45:28,,2009-10-23,130-811,서울특별시 동대문구 신설동 92번지 79호 301호,PHMB320093050034062300006,3050000,1,2,2,"서울특별시 동대문구 천호대로 33, 301호 (신설동, 신설빌딩)",02582,03,폐업,1,1,,,,1,1,1,1
1,빈치과기공소,2022-11-16,1,202257.963017155,452244.737465424,2026-05-03 22:43:05,I,1,03,폐업,1,1,8,2022-11-16 15:39:27,,2010-08-02,130-810,서울특별시 동대문구 신설동 96번지 8호 301호,PHMB320103050034062300002,3050000,1,2,2,"서울특별시 동대문구 난계로30길 77, 301호 (신설동)",02586,03,폐업,1,1,,,,1,1,1,1
1,중앙치과기공소,2015-11-19,1,202153.887480633,452565.041412025,2026-05-03 22:43:07,I,1,03,폐업,1,1,4,2015-11-19 16:48:39,,2011-01-21,130-812,서울특별시 동대문구 신설동 102번지 35호 4층,PHMB320113050034062300002,3050000,1,2,2,서울특별시 동대문구 왕산로2길 18 (신설동),02582,03,폐업,1,2,,,,1,1,1,1
1,스마트치과기공소,2013-05-15,1,202634.19517615,452905.549590556,2026-05-03 22:43:08,I,1,03,폐업,1,1,4,2013-05-15 13:55:59,,2011-02-23,130-821,서울특별시 동대문구 용두동 130번지 15호 3층,PHMB320113050034062300003,3050000,1,2,1,"서울특별시 동대문구 한빛로 72, 3층 (용두동)",,03,폐업,1,1,,,,1,1,1,1
1,장수치과기공소,2012-05-22,1,204066.712636288,452719.571865187,2026-05-03 22:43:09,I,1,03,폐업,1,1,3,2012-05-29 17:35:35,,2011-03-21,130-857,서울특별시 동대문구 전농1동 493번지 2호 2층,PHMB320113050034062300005,3050000,1,1,1,"서울특별시 동대문구 답십리로 45, 2층 (전농동)",,03,폐업,1,1,,,,1,1,1,1
1,이븐덴탈랩,2012-06-27,1,202450.123609697,452273.674875698,2026-05-03 22:43:09,I,1,03,폐업,1,1,3,2012-06-27 17:37:08,,2012-05-16,130-823,서울특별시 동대문구 용두동 254번지 10호,PHMB320123050034062300001,3050000,1,1,1,서울특별시 동대문구 천호대로12길 24 (용두동),,03,폐업,1,1,,,,1,1,1,1
1,아이디밀링센터치과기공소,2016-03-14,1,205611.881061981,451168.957999751,2026-05-03 22:43:10,I,1,03,폐업,1,1,3,2016-08-25 16:56:03,,2013-03-15,130-844,서울특별시 동대문구 장안1동 417번지 16호 5층(501호),PHMB320133050034062300001,3050000,1,1,1,"서울특별시 동대문구 천호대로83길 9, 5층 (장안동)",02636,03,폐업,1,1,,,,1,1,1,1
1,이앤이치과기공소,2014-12-09,1,205408.123620254,454157.221040528,2026-05-03 22:43:10,I,1,03,폐업,1,1,3,2014-12-09 17:07:26,,2013-03-28,130-878,서울특별시 동대문구 휘경2동 276번지 49호 2층,PHMB320133050034062300002,3050000,1,2,1,"서울특별시 동대문구 망우로 78, 2층 (휘경동)",,03,폐업,1,1,,,,1,1,1,1
1,제이치과기공소,2016-09-02,1,202773.303661362,452625.544546904,2026-05-03 22:43:13,I,1,03,폐업,1,1,3,2016-09-02 15:06:07,,2014-07-21,130-820,"서울특별시 동대문구 용두동 118번지 3호 ,2층",PHMB320143050034062300003,3050000,1,1,1,"서울특별시 동대문구 천호대로17길 41, 2층 (용두동)",02584,03,폐업,1,2,,,,1,1,1,1
1,시스루테크,2017-02-20,1,204089.817117361,453314.135663101,2026-05-03 22:43:13,I,1,03,폐업,1,1,3,2017-02-20 10:35:05,,2014-08-19,130-867,서울특별시 동대문구 청량리동 235번지 4호 미주상가A동 402호,PHMB320143050034062300004,3050000,1,1,1,"서울특별시 동대문구 왕산로 225, 402호 (청량리동, 미주상가A동)",02490,03,폐업,1,1,,,070-5015-3626,1,1,1,1
1,우리들치과기공소,2017-10-16,1,205445.609973669,454833.337679973,2026-05-03 22:43:15,I,1,03,폐업,2,1,3,2017-10-16 11:01:08,,2015-04-14,130-832,서울특별시 동대문구 이문동 363번지 5호,PHMB320153050034062300004,3050000,1,3,2,"서울특별시 동대문구 휘경로3길 4, 6층 (이문동)",02420,03,폐업,2,1,,,,1,1,1,1
1,치누리치과기공소,2016-06-09,1,202484.556645597,453079.844804346,2026-05-03 22:43:16,I,1,03,폐업,1,1,3,2017-04-20 14:09:50,,2015-04-17,130-823,서울특별시 동대문구 용두동 187번지 57호,PHMB320153050034062300005,3050000,1,1,1,"서울특별시 동대문구 무학로43길 29, 3층 (용두동)",02578,03,폐업,1,1,,,,1,1,1,1
1,카인드치과기공소,2017-05-04,1,202153.887480633,452565.041412025,2026-05-03 22:43:16,I,1,03,폐업,1,1,3,2017-05-04 17:05:01,,2015-11-26,,서울특별시 동대문구 신설동 102번지 35호,PHMB320153050034062300007,3050000,1,1,1,"서울특별시 동대문구 왕산로2길 18, 4층 (신설동)",02582,03,폐업,3,1,,,070-8281-3807,1,1,1,1
1,벨라치과기공소(Bella Dental Studio),2019-03-06,1,204932.49270184,452928.070742491,2026-05-03 22:43:19,I,1,03,폐업,1,1,3,2019-03-06 09:57:16,,2017-03-07,,서울특별시 동대문구 전농동 183번지 23호 2층,PHMB320173050034062300002,3050000,1,1,1,"서울특별시 동대문구 전농로17길 8, 2층 (전농동)",02545,03,폐업,1,1,,,02-6012-2828,1,1,1,1
1,디지털아트라바밀링센터,2017-08-31,1,204377.957277782,451911.773990756,2026-05-03 22:43:19,I,1,03,폐업,1,1,4,2017-09-18 11:35:00,,2017-07-27,,서울특별시 동대문구 답십리동 497번지 1호,PHMB320173050034062300004,3050000,1,2,2,서울특별시 동대문구 고미술로 16 (답십리동),02603,03,폐업,2,1,,,070-4078-1171,1,1,1,2
1,알파치과기공소,2024-09-13,1,204108.679272772,453630.876782951,2026-05-03 22:43:20,I,1,03,폐업,1,1,3,2024-09-14 11:30:39,,2000-12-13,,서울특별시 동대문구 청량리동 54번지 12호 2층,PHMB320173050034062300006,3050000,1,1,2,"서울특별시 동대문구 왕산로43길 50, 2층 (청량리동)",02487,03,폐업,1,1,,,22942804,1,1,2,1
0,에이치엠덴탈랩,2024-04-09,1,205509.541409951,451439.265863783,2026-05-03 22:43:22,I,1,03,폐업,1,1,1,2024-04-09 10:36:14,,2016-11-09,,서울특별시 동대문구 장안동 403-14,PHMB320223050034062300005,3050000,1,1,1,"서울특별시 동대문구 천호대로77나길 3, 5층 (장안동)",02635,03,폐업,1,1,,,,1,1,1,1
1,대명치과기공소,2010-01-04,1,202071.323414543,458140.635915516,2026-05-03 22:38:52,I,1,03,폐업,,1,2,2010-01-04 16:17:19,,2004-07-31,142-812,서울특별시 강북구 미아동 302번지 1호,PHMB320043080033062300002,3080000,,1,1,,,03,폐업,,1,,,,1,1,,1
1,아이비디치과기공소,2010-03-19,1,202496.418995484,457111.491906852,2026-05-03 22:38:52,I,1,03,폐업,,1,2,2010-03-19 13:23:25,,2005-02-05,142-805,서울특별시 강북구 송천동 460번지 121호,PHMB320053080033062300002,3080000,,1,1,서울특별시 강북구 도봉로15길 11 (미아동),,03,폐업,,1,,,,1,1,,1
1,TEM치과기공소,2009-06-15,1,202906.457693916,457109.252372127,2026-05-03 22:38:53,I,1,03,폐업,,1,2,2009-06-15 10:51:53,,2005-04-18,142-100,서울특별시 강북구 미아동 87번지 54호,PHMB320053080033062300003,3080000,,1,1,서울특별시 강북구 오현로 32 (미아동),,03,폐업,,1,,,,1,1,,1
1,화신치과기공소,2010-06-04,1,201878.611148863,459310.781749252,2026-05-03 22:38:53,I,1,03,폐업,,1,2,2010-06-04 17:16:53,,2005-06-01,142-891,서울특별시 강북구 인수동 7번지 3호,PHMB320053080033062300006,3080000,,1,1,서울특별시 강북구 수유로 76-1 (수유동),,03,폐업,,1,,,,1,1,,1
1,새한치과기공소,2014-04-14,1,202570.870213503,459880.637994199,2026-05-03 22:38:53,I,1,03,폐업,1,1,2,2014-04-14 17:57:16,,2005-09-01,142-868,서울특별시 강북구 번1동 464번지 17호,PHMB320053080033062300007,3080000,1,1,1,서울특별시 강북구 한천로132길 57 (번동),,03,폐업,1,1,,,,1,1,1,1
1,양지치과기공소,2009-08-31,1,202352.093390307,457547.921518755,2026-05-03 22:38:53,I,1,03,폐업,,1,2,2009-09-04 19:13:28,,2006-03-20,142-100,서울특별시 강북구 미아동 323번지 17호,PHMB320063080033062300002,3080000,,1,1,서울특별시 강북구 솔샘로67길 71 (미아동),,03,폐업,,1,,,,1,1,,1
1,어울림치과기공소,2016-04-29,1,201878.611148863,459310.781749252,2026-05-03 22:38:53,I,1,03,폐업,1,1,3,2017-05-15 09:55:45,,2007-02-26,142-891,서울특별시 강북구 인수동 7번지 3호,PHMB320073080033062300001,3080000,1,1,1,서울특별시 강북구 수유로 76-1 (수유동),01081,03,폐업,1,1,,,,1,1,1,1
1,태맥치과기공소,2010-12-30,1,201210.469833013,459322.166560247,2026-05-03 22:38:53,I,1,03,폐업,,1,4,2011-04-20 11:01:02,,2009-12-15,142-870,서울특별시 강북구 인수동 445번지 63호 301호,PHMB320093080033062300001,3080000,,2,2,"서울특별시 강북구 인수봉로56길 30 (수유동,301호)",,03,폐업,,1,,,,1,1,,1
1,기쁨이있는기공소,2016-01-29,1,202106.753319985,459468.971331544,2026-05-03 22:38:53,I,1,03,폐업,1,1,3,2016-02-15 13:54:03,,2010-02-02,142-878,서울특별시 강북구 수유3동 229번지 11호,PHMB320103080033062300002,3080000,1,1,1,서울특별시 강북구 도봉로 329 (수유동),01073,03,폐업,1,1,,,02-999-2879,1,1,1,1
1,강북아트파크치과기공소,2023-01-30,1,202628.002433119,459892.948253693,2026-05-03 22:38:53,I,1,03,폐업,1,1,2,2023-02-06 09:46:49,,2011-02-16,142-868,서울특별시 강북구 번1동 466번지 31호,PHMB320113080033062300001,3080000,1,1,2,서울특별시 강북구 도봉로98길 15 (번동),01056,03,폐업,1,1,,,,1,1,1,1
1,아우름치과기공소,2024-06-27,1,202056.695525692,459026.802123371,2026-05-03 22:38:53,I,1,03,폐업,1,1,4,2024-06-27 18:01:01,,2011-06-28,,서울특별시 강북구 미아동 160번지 10호,PHMB320113080033062300002,3080000,1,1,1,"서울특별시 강북구 도봉로78길 10, 2층 (미아동)",01128,03,폐업,1,1,,,02-2285-0994,1,1,1,1
1,대원치과기공소,2016-05-24,2,202071.323414543,458140.635915516,2026-05-03 22:38:53,I,2,03,폐업,1,2,2,2016-05-24 16:49:50,,2012-03-14,142-812,서울특별시 강북구 미아동 302번지 1호 2층,PHMB320123080033062300001,3080000,1,1,2,서울특별시 강북구 솔매로 108 (미아동),01169,03,폐업,1,2,,,,2,1,1,2
1,클라인치과기공소,2015-06-25,1,202207.91564597,457103.264780915,2026-05-03 22:38:54,I,1,03,폐업,1,1,3,2015-06-25 15:59:34,,2013-01-24,,서울특별시 강북구 미아동 416번지 62호,PHMB320123080033062300004,3080000,1,1,1,서울특별시 강북구  솔샘로64나길  35 (미아동),,03,폐업,1,1,,,,1,1,1,1
1,스마트치과기공소,2015-08-28,1,201646.682467233,459870.892017818,2026-05-03 22:38:54,I,1,03,폐업,1,1,3,2016-02-15 14:11:04,,2013-05-20,142-877,수유동 187번지 8호,PHMB320133080033062300002,3080000,1,2,1,"서울특별시 강북구 삼각산로 137, 2층 (수유동)",01041,03,폐업,1,1,,,02-927-0358,1,1,1,1
1,선치과기공소,2016-08-03,1,202647.392362253,456612.367866076,2026-05-03 22:38:54,I,1,03,폐업,1,1,3,2016-08-03 11:44:40,,2013-10-17,142-804,서울특별시 강북구 송중동 35번지 30호 동주빌딩 2층 203호,PHMB320133080033062300003,3080000,1,1,1,"서울특별시 강북구 도봉로 32, 2층 203호 (미아동, 동주빌딩 )",01220,03,폐업,1,1,,,,1,1,1,1
1,카이젠기공소,2023-07-04,1,202536.541879297,456758.813670659,2026-05-03 22:38:54,I,1,03,폐업,1,1,3,2023-07-04 10:00:12,,2014-08-05,142-805,서울특별시 강북구 미아동 60번지 5호,PHMB320143080033062300002,3080000,1,1,1,서울특별시 강북구 도봉로 45 (미아동),01211,03,폐업,1,2,,,,1,1,1,1
1,럭키치과기공소,2018-09-21,1,202017.708431621,459128.394807809,2026-05-03 22:38:54,I,1,03,폐업,1,1,4,2018-09-21 17:32:03,,2015-05-04,142-803,서울특별시 강북구 미아동 160번지 2호,PHMB320153080033062300001,3080000,1,2,2,서울특별시 강북구 덕릉로 88 (미아동),01128,03,폐업,1,1,,,,1,1,1,1
1,상쾌한치과기공소,2021-06-29,1,202144.755545383,458246.91030035,2026-05-03 22:38:54,I,1,03,폐업,1,1,3,2021-06-29 10:15:49,,2015-12-11,,서울특별시 강북구 미아동 211번지 24호,PHMB320153080033062300005,3080000,1,1,1,"서울특별시 강북구 솔매로45길 11, 2층 좌측호 (미아동)",01126,03,폐업,1,1,,,02-981-2804,1,1,1,1
1,미라클피디치과기공소,2022-12-31,1,201675.521951194,459274.761294091,2026-05-03 22:38:55,I,1,03,폐업,1,1,3,2023-01-12 19:34:33,,2016-06-09,,서울특별시 강북구 수유동 134번지 60호,PHMB320163080033062300003,3080000,1,1,2,"서울특별시 강북구 수유로 55, 2층 (수유동)",01079,03,폐업,1,1,,,,1,1,1,1
