사업장명,폐업일자,좌표X,좌표Y,민원종류명,데이터갱신시점,데이터갱신구분,지정일자,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
선우세탁,2024-01-10,203758.166831813,470854.122505561,제7조의3제2항에따른경우,2026-05-03 22:05:19,I,2020-07-28,2,폐업처리,2024-01-10 11:42:03,,2020-07-28,,경기도 의정부시 의정부동 440-15 현대아트빌리지,2020382025505600020,3820000,"경기도 의정부시 신흥로 272-4, 101호 (의정부동, 현대아트빌리지)",11670,03,폐업,,,031-871-8451
동해슈퍼,2016-11-28,203862.012135587,471384.332692675,2009년11월법개정전자료,2026-05-03 22:04:58,I,2007-11-23,2,폐업처리,2016-11-28 11:48:28,,2007-11-23,480-011,경기도 의정부시 의정부동 419번지 18호 2통 2반,2007382013105600166,3820000,경기도 의정부시 호국로1267번길 29 (의정부동),,03,폐업,,,031-872-7206
코사마트 은하수점,2018-01-03,205032.042187131,471059.084533915,제7조의3제2항에따른경우,2026-05-03 22:05:13,I,2015-12-02,2,폐업처리,2018-01-03 15:37:39,,2015-12-02,,,2015382017905600153,3820000,"경기도 의정부시 장금로 35, 상가동 108호 (신곡동, 은하수아파트)",11742,03,폐업,,,
대성하이퍼마트,2012-05-29,204934.143424601,471815.958724794,2009년11월법개정전자료,2026-05-03 22:04:24,I,1998-10-31,2,폐업처리,2012-05-29 09:35:31,,1998-10-31,,경기도 의정부시 금오동 413번지 3호,2000382007905600946,3820000,경기도 의정부시 금신로 384 (금오동),,03,폐업,,,031-846-0541
태흥슈퍼,2006-07-18,203693.099969243,470202.704431904,,2026-05-03 22:04:38,I,,2,폐업처리,2008-02-23 00:00:00,,2002-10-23,,경기도 의정부시 의정부동 561번지 5호 대산101,2002382007905600946,3820000,"경기도 의정부시 경의로55번길 30-20 (의정부동,대산101)",,03,폐업,,,031-875-1822
호원슈퍼,2010-01-05,203862.337919205,467896.3564314,2009년11월법개정전자료,2026-05-03 22:05:01,I,2009-09-11,2,폐업처리,2010-01-05 16:27:11,,2009-09-11,480-021,경기도 의정부시 호원1동 260번지 46호 1층 102,2009382013105600123,3820000,"경기도 의정부시 안말로58번안길 55 (호원동,1층 102)",,03,폐업,,,031-840-5885
잉크블루컴퓨터,2023-03-09,206042.27602005,472388.188772082,제7조의3제2항에따른경우,2026-05-03 22:05:17,I,2018-07-12,2,폐업처리,2023-03-09 18:02:46,,2018-07-12,,경기도 의정부시 금오동 446번지 9호,2018382026105600028,3820000,경기도 의정부시 호국로1519번길 15 (금오동),11753,03,폐업,,,
지에스(GS)25 의정부용로점,,206984.923387244,472069.797148336,제7조의3제2항에따른경우,2026-05-03 22:05:18,I,2019-06-28,0,정상영업,2022-11-10 16:01:17,,2019-06-28,,경기도 의정부시 신곡동 777번지 5호,2019382025805600010,3820000,"경기도 의정부시 부용로203번길 28, 1층 (신곡동)",11772,01,영업/정상,,,
삼성슈퍼,2001-12-18,203019.414727616,471866.762195271,,2026-05-03 22:04:28,I,,2,폐업처리,2008-02-23 00:00:00,,1988-05-30,,경기도 의정부시 가능동 671번지 15호,2000382007905601103,3820000,경기도 의정부시 신촌로6번길 18 (가능동),,03,폐업,,,
한빛미디어(전자담배),2012-07-17,203614.970177939,470025.542033296,제7조의3제2항에따른경우,2026-05-03 22:05:03,I,2011-04-06,2,폐업처리,2012-07-17 13:43:03,,2011-04-06,480-012,경기도 의정부시 의정부2동 598번지 1층,2011382017905600037,3820000,"경기도 의정부시 경의로 56 (의정부동,1층)",,03,폐업,,,
송산상회,2019-04-15,208818.177281662,468550.691420935,2009년11월법개정전자료,2026-05-03 22:04:20,I,1980-07-01,2,폐업처리,2019-04-15 14:46:12,,1980-07-01,,경기도 의정부시 고산동 510번지 7호,2000382007905600818,3820000,경기도 의정부시 송산로999번길 17-5 (고산동),11798,03,폐업,,,031-841-9696
대광마트,2005-04-18,204568.264316315,471727.415437392,,2026-05-03 22:04:50,I,,2,폐업처리,2008-02-23 00:00:00,,2004-10-27,,경기도 의정부시 금오동 386번지 35호,2004382007905600159,3820000,경기도 의정부시 동일로677번길 9 (금오동),,03,폐업,,,031-846-4885
영신슈퍼,2020-11-25,204216.109915254,468178.602384235,2009년11월법개정전자료,2026-05-03 22:04:33,I,2001-08-21,2,폐업처리,2020-11-26 11:32:23,,2001-08-21,,경기도 의정부시 호원동 445번지 삼성빌라트102호,2001382007905611622,3820000,경기도 의정부시 안말로85번길 32 (호원동),11709,03,폐업,,,031-871-9477
의정부민락점 이마트24,2018-06-14,207992.979012414,470706.378697394,제7조의3제2항에따른경우,2026-05-03 22:05:16,I,2017-12-29,2,폐업처리,2018-06-15 14:06:56,,2017-12-29,,경기도 의정부시 민락동 612번지 3호,2017382026105600038,3820000,경기도 의정부시 승지로19번길 21 (민락동),11808,03,폐업,,,
양주임업조합(김기홍),2004-01-06,,,,2026-05-03 22:03:45,I,,2,폐업처리,2008-02-23 00:00:00,,1997-06-27,,경기도 의정부시 의정부동 31번지 36호,2000382007905600174,3820000,,,03,폐업,,,031-879-6548
김밥나라,2011-12-06,203899.820066342,471670.107323355,제7조의3제2항에따른경우,2026-05-03 22:05:03,I,2011-04-01,2,폐업처리,2011-12-06 15:31:00,,2011-04-01,480-010,경기도 의정부시 의정부동 236번지 4호,2011382017905600033,3820000,경기도 의정부시 가능로125번길 12 (의정부동),,03,폐업,,,031-841-8868
동진슈퍼,2003-12-24,203454.00059971,469955.648693007,,2026-05-03 22:03:57,I,,2,폐업처리,2008-02-23 00:00:00,,1997-01-06,,경기도 의정부시 의정부동 602번지 0호,2000382007905600287,3820000,경기도 의정부시 범골로82번길 30 (의정부동),,03,폐업,,,
무,2004-01-07,203058.511446904,472028.570485388,,2026-05-03 22:04:26,I,,2,폐업처리,2008-02-23 00:00:00,,1991-03-25,,경기도 의정부시 가능동 605번지 37호,2000382007905601019,3820000,경기도 의정부시 신촌로5번길 10-43 (가능동),,03,폐업,,,031-877-5462
수암마트,2023-09-19,209389.039869614,469792.065273548,제7조의3제2항에따른경우,2026-05-03 22:05:23,I,2023-08-25,2,폐업처리,2023-09-19 14:44:30,,2023-08-25,,경기도 의정부시 고산동 989-1 우인더프라임,2023382031405600024,3820000,"경기도 의정부시 문충로 116, 우인더프라임 114호 (고산동)",11801,03,폐업,,,
쵸이스미용실,2013-03-14,204181.866406573,471410.604402116,제7조의3제2항에따른경우,2026-05-03 22:05:02,I,2010-01-28,2,폐업처리,2013-03-14 16:19:06,,2010-01-28,480-011,경기도 의정부시 의정부1동 220번지 12호,2010382013105600012,3820000,경기도 의정부시 호국로1297번길 32 (의정부동),,03,폐업,,,
아트비디오,2002-09-09,203914.355,470135.44,,2026-05-03 22:04:34,I,,2,폐업처리,2008-02-23 00:00:00,,2001-08-29,,경기도 의정부시 의정부동 580번지 1호,2001382007905611636,3820000,경기도 의정부시 경의로85번길 16-4 (의정부동),,03,폐업,,,031-875-6109
아니커,2001-09-06,204540.934978983,470513.102952262,,2026-05-03 22:03:59,I,,2,폐업처리,2008-02-23 00:00:00,,1990-02-22,,경기도 의정부시 의정부동 94번지 20호,2000382007905600361,3820000,경기도 의정부시 시민로158번길 8 (의정부동),,03,폐업,,,
송산주공상회,2018-04-11,207145.104812446,471985.477471537,2009년11월법개정전자료,2026-05-03 22:04:55,I,2006-12-15,2,폐업처리,2018-04-11 15:22:26,,2006-12-15,,경기도 의정부시 용현동 547번지 11  호,2006382013105600069,3820000,경기도 의정부시 부용로219번길 36 (용현동),,03,폐업,,,031-853-3411
파티시에,2010-10-26,204348.98391294,469880.107521105,2009년11월법개정전자료,2026-05-03 22:04:53,I,2005-12-09,2,폐업처리,2010-10-26 17:38:25,,2005-12-09,,경기도 의정부시 의정부동 384번지 21  호,2005382007905600193,3820000,경기도 의정부시 평화로440번길 35 (의정부동),,03,폐업,,,031-829-0042
씨유 호원쌍용점,,204059.698683511,469513.561555633,제7조의3제2항에따른경우,2026-05-03 22:05:23,I,2023-12-08,0,정상영업,2023-12-20 10:39:05,,2023-12-08,,경기도 의정부시 호원동 5-20,2023382025505600015,3820000,"경기도 의정부시 회룡로117번길 47, 1층 (호원동)",11632,01,영업/정상,,,
관광호텔(주)그랜드관광호텔,2005-05-12,204143.560902622,471043.439181686,,2026-05-03 22:04:37,I,,2,폐업처리,2008-02-23 00:00:00,,2002-03-29,,경기도 의정부시 의정부동 199번지 3호,2002382007905600803,3820000,,,03,폐업,,,031-846-3737
금오슈퍼,2008-05-22,205246.154732603,472539.170203784,2009년11월법개정전자료,2026-05-03 22:04:40,I,2003-05-15,2,폐업처리,2008-05-22 15:31:11,,2003-05-15,,경기도 의정부시 금오동 산45번지 13 호,2003382007905600108,3820000,경기도 의정부시 하금로 55 (금오동),,03,폐업,,,031-821-7654
세븐일레븐 의정부용현 솔뫼점,2017-11-22,,,제7조의3제2항에따른경우,2026-05-03 22:05:03,I,2011-01-04,2,폐업처리,2017-11-22 11:56:32,,2011-01-04,480-050,경기도 의정부시 용현동 1893번지 1층우측,2011382017905600001,3820000,,,03,폐업,,,
의정부골프연습장,,203987.959407988,469687.232717274,,2026-05-03 22:04:06,I,,3,직권취소,2008-02-23 00:00:00,2001-12-15,1995-06-01,,경기도 의정부시 호원동 2번지 12호,2000382007905600483,3820000,경기도 의정부시 백석로 70 (호원동),,04,취소/말소/만료/정지/중지,,,
유어birthday,2001-12-17,204674.675290726,471476.316182083,,2026-05-03 22:03:45,I,,2,폐업처리,2008-02-23 00:00:00,,1996-02-02,,경기도 의정부시 의정부동 12번지 7호,2000382007905600166,3820000,경기도 의정부시 호국로1351번길 10 (의정부동),,03,폐업,,,
고향슈퍼,2001-07-14,203361.352545531,469600.027193649,,2026-05-03 22:04:05,I,,2,폐업처리,2008-02-23 00:00:00,,1992-11-25,,경기도 의정부시 호원동 366번지 35호,2000382007905600455,3820000,경기도 의정부시 범골로 44 (호원동),,03,폐업,,,
우리쌀농산,2004-06-24,207643.342653934,470307.881949192,,2026-05-03 22:04:34,I,,2,폐업처리,2008-02-23 00:00:00,,2001-11-28,,경기도 의정부시 용현동 30번지 9호,2001382007905611699,3820000,경기도 의정부시 충의로37번길 10-4 (용현동),,03,폐업,,,031-851-3434
광적슈퍼,2019-10-25,204562.086011077,470520.84690712,2009년11월법개정전자료,2026-05-03 22:03:59,I,1990-11-19,2,폐업처리,2020-02-27 14:49:53,,1990-11-19,,경기도 의정부시 의정부동 358번지 3호,2000382007905600366,3820000,경기도 의정부시 시민로158번길 3 (의정부동),11698,03,폐업,,,031-877-7451
한라마트,2005-06-14,203697.776030295,471952.784178591,,2026-05-03 22:04:50,I,,2,폐업처리,2008-02-23 00:00:00,,2004-12-16,,경기도 의정부시 가능동 641번지 7호,2004382007905600187,3820000,경기도 의정부시 신흥로 378 (가능동),,03,폐업,,,031-873-7272
토마토마트,2009-11-12,204071.898490127,468175.316371265,2009년11월법개정전자료,2026-05-03 22:05:02,I,2009-10-28,2,폐업처리,2009-11-12 16:38:25,,2009-10-28,480-022,경기도 의정부시 호원2동 50번지 5호,2009382013105600145,3820000,경기도 의정부시 평화로 221-2 (호원동),,03,폐업,,,
태영함바식당,2004-01-08,,,,2026-05-03 22:04:38,I,,2,폐업처리,2008-02-23 00:00:00,,2002-07-29,,경기도 의정부시 용현동 524-4호 태영건설금오택지개발조성공사내,2002382007905600882,3820000,,,03,폐업,,,031-852-4886
북부슈퍼,,203825.7485969,471705.648361218,2009년11월법개정전자료,2026-05-03 22:04:28,I,1998-12-29,0,정상영업,2019-01-15 15:42:42,,1998-12-29,,경기도 의정부시 가능동 197번지 12호,2000382007905601108,3820000,경기도 의정부시 가능로119번길 20 (가능동),,01,영업/정상,,,031-875-6970
킹아이스크림 할인점,2020-09-08,205172.952900691,471238.722830691,제7조의3제2항에따른경우,2026-05-03 22:05:19,I,2020-07-01,2,폐업처리,2020-09-08 11:35:55,,2020-07-01,,경기도 의정부시 신곡동 685-1 삼환아파트,2020382025805600013,3820000,"경기도 의정부시 추동로 36, 삼환아파트 상가동 102호, 103호 (신곡동)",11742,03,폐업,,,
세븐일레븐 의정부고산점,2022-02-08,209676.003551954,469821.862238267,제7조의3제2항에따른경우,2026-05-03 22:05:22,I,2021-09-10,2,폐업처리,2022-02-08 16:31:53,,2021-09-10,,경기도 의정부시 산곡동 290-7 대광로제비앙 더 퍼스트,2021382031405600028,3820000,"경기도 의정부시 서광로 169, 제상가동 1층 124호 (산곡동, 대광로제비앙 더 퍼스트)",11800,03,폐업,2021-09-13,2021-10-12,
씨유 민락중앙점,2015-12-10,208024.19,470921.615,제7조의3제2항에따른경우,2026-05-03 22:05:12,I,2014-11-11,2,폐업처리,2015-12-10 17:04:46,,2014-11-11,,,2014382017905600123,3820000,"경기도 의정부시 용현로 144, 107호 (민락동, 태원프라자)",,03,폐업,,,
보광훼미리마트의정부대로점,2007-08-02,204277.213358241,471693.387412636,2009년11월법개정전자료,2026-05-03 22:04:38,I,2002-08-30,2,폐업처리,2007-08-02 16:07:42,,2002-08-30,,경기도 의정부시 의정부동 216번지 15  호,2002382007905600908,3820000,경기도 의정부시 태평로 174 (의정부동),,03,폐업,,,031-848-9536
럭키슈퍼,2006-02-03,203829.30273384,471591.080386595,,2026-05-03 22:04:52,I,,2,폐업처리,2008-02-23 00:00:00,,2005-10-18,,경기도 의정부시 의정부동 417호,2005382007905600158,3820000,경기도 의정부시 가능로 118 (의정부동),,03,폐업,,,031-873-4691
세븐일레븐 의정부의료원점,2019-01-16,203753.831931879,470933.134735754,제7조의3제2항에따른경우,2026-05-03 22:05:15,I,2017-11-23,2,폐업처리,2019-01-16 10:51:03,,2017-11-23,,경기도 의정부시 의정부동 434번지 15호,2017382025505600030,3820000,"경기도 의정부시 신흥로 278, 1층 (의정부동)",11670,03,폐업,,,1577-0711
씨유(CU)의정부용현현대점,,207360.90487456,470008.211640279,제7조의3제2항에따른경우,2026-05-03 22:05:23,I,2024-11-19,0,정상영업,2025-04-25 12:12:02,,2024-11-19,,경기도 의정부시 용현동 236-5,2024382031405600030,3820000,"경기도 의정부시 오목로15번길 12, 1층 (용현동)",11791,01,영업/정상,,,
웰빙할인마트민락점,,208242.632418336,470909.464428639,2009년11월법개정전자료,2026-05-03 22:04:54,I,2006-06-01,5,지정취소,2019-01-24 11:39:56,2019-01-22,2006-06-01,,경기도 의정부시 민락동 692번지 8호,2006382007905600072,3820000,경기도 의정부시 용현로 163 (민락동),11805,04,취소/말소/만료/정지/중지,,,
G - 마트,2002-10-09,206913.899655633,470484.702396727,,2026-05-03 22:04:37,I,,2,폐업처리,2008-02-23 00:00:00,,2002-03-18,,경기도 의정부시 용현동 391번지 19호,2002382007905600795,3820000,,,03,폐업,,,031-851-2312
베스트 마트,2011-05-02,203527.590733457,471605.515352471,2009년11월법개정전자료,2026-05-03 22:05:01,I,2009-07-30,2,폐업처리,2011-05-02 18:00:39,,2009-07-30,480-814,경기도 의정부시 가능1동 651번지 15호,2009382013105600108,3820000,경기도 의정부시 가능로 87 (가능동),,03,폐업,,,031-874-5616
세븐일레븐 의정부본점,2019-02-13,203853.648929216,470703.618645914,제7조의3제2항에따른경우,2026-05-03 22:05:15,I,2017-07-13,2,폐업처리,2019-02-13 15:37:33,,2017-07-13,,,2017382025505600015,3820000,"경기도 의정부시 시민로 83, 109호 (의정부동, 광장타워)",11670,03,폐업,,,
웰빙할인마트,2016-07-12,203406.83877843,470868.853365099,제7조의3제2항에따른경우,2026-05-03 22:05:02,I,2010-02-23,2,폐업처리,2016-07-12 16:23:53,,2010-02-23,480-012,"경기도 의정부시 의정부2동 483번지 8호 효성빌딩1,2층",2010382013105600022,3820000,"경기도 의정부시 둔야로 49 (의정부동,효성빌딩1,2층)",,03,폐업,,,
진성유통,2002-04-12,202930.43318917,471587.867023403,,2026-05-03 22:04:32,I,,2,폐업처리,2008-02-23 00:00:00,,2001-01-10,,경기도 의정부시 가능동 677번지 5호,2001382007905600004,3820000,경기도 의정부시 가능로 27 (가능동),,03,폐업,,,
훼미리마트의정부금오점,2003-03-12,,,,2026-05-03 22:04:39,I,,2,폐업처리,2008-02-23 00:00:00,,2003-01-14,,경기도 의정부시 금오동 호 금오지구c11-5블럭금오프라자101호,2003382007905600008,3820000,,,03,폐업,,,
평화인쇄사,2003-05-23,204174.796036924,471142.48203575,,2026-05-03 22:03:24,I,,2,폐업처리,2008-02-23 00:00:00,,1983-06-09,,경기도 의정부시 의정부동 203번지 5호,2000382007905600071,3820000,경기도 의정부시 호국로1298번길 18 (의정부동),,03,폐업,,,031-872-5927
뉴삼익유통,2004-01-07,203561.30370258,469618.546090819,,2026-05-03 22:04:11,I,,2,폐업처리,2008-02-23 00:00:00,,1997-04-07,,경기도 의정부시 호원동 360번지 0호 뉴삼익(아)상가지하104,2000382007905600598,3820000,,,03,폐업,,,031-878-9874
싱싱플러스 홈마트,2009-10-07,202757.846518305,472562.388391458,2009년11월법개정전자료,2026-05-03 22:05:01,I,2009-02-27,2,폐업처리,2009-10-07 14:37:42,,2009-02-27,480-101,경기도 의정부시 가능1동 368번지,2009382013105600027,3820000,경기도 의정부시 녹양로 47 (가능동),,03,폐업,,,031-871-8070
농수산물싱싱할인마트,2008-05-21,208199.800636629,470693.951604645,2009년11월법개정전자료,2026-05-03 22:04:53,I,2005-11-29,2,폐업처리,2008-05-21 14:21:37,,2005-11-29,,경기도 의정부시 민락동 544번지 26  호,2005382007905600185,3820000,경기도 의정부시 오목로 124 (민락동),,03,폐업,,,031-851-3677
지에스(GS)25탑석자이점,2022-01-20,207121.404958611,470216.787467043,제7조의3제2항에따른경우,2026-05-03 22:05:21,I,2021-07-14,2,폐업처리,2022-01-20 17:44:47,,2021-07-14,,경기도 의정부시 용현동 264-12 용현주공아파트,2021382031405600018,3820000,"경기도 의정부시 용민로 16, 용현주공아파트 상가동 105,106,107호 (용현동)",11790,03,폐업,2021-11-21,2021-12-13,
한양건설아파트건설현장,,,,,2026-05-03 22:04:31,I,,3,직권취소,2008-02-23 00:00:00,2001-11-02,2000-11-10,,경기도 의정부시 금오동 호 금오택지지구3블럭,2000382007905601335,3820000,,,04,취소/말소/만료/정지/중지,,,031-851-7847
월계찻집,,,,,2026-05-03 22:04:23,I,,3,직권취소,2008-02-23 00:00:00,1999-09-27,1992-03-25,,경기도 의정부시 금오동 350번지 0호,2000382007905600908,3820000,,,04,취소/말소/만료/정지/중지,,,
안마을슈퍼,2004-12-21,203851.139333334,467771.84,,2026-05-03 22:04:10,I,,2,폐업처리,2008-02-23 00:00:00,,1985-06-29,,경기도 의정부시 호원동 247번지 18호,2000382007905600573,3820000,경기도 의정부시 안말로58번안길 82-8 (호원동),,03,폐업,,,031-872-6506
영주식자재,2020-01-07,204559.028703788,470706.859219209,제7조의3제2항에따른경우,2026-05-03 22:05:05,I,2012-01-26,2,폐업처리,2020-01-07 10:24:56,,2012-01-26,,,2012382017905600010,3820000,경기도 의정부시 호국로1346번길 136 (의정부동),,03,폐업,,,031-846-3870
동네슈퍼,2005-03-11,203702.669852924,472556.264235019,,2026-05-03 22:04:36,I,,2,폐업처리,2008-02-23 00:00:00,,2002-01-16,,경기도 의정부시 가능동 67번지 13호,2002382007905600017,3820000,경기도 의정부시 가금로 57-18 (가능동),,03,폐업,,,031-846-4961
마운틴레져,2012-07-12,203701.761396249,467186.260615472,제7조의3제2항에따른경우,2026-05-03 22:05:06,I,2012-07-06,2,폐업처리,2012-07-12 15:08:24,,2012-07-06,480-854,경기도 의정부시 호원1동 230번지 37호,2012382017905600090,3820000,,,03,폐업,,,
안동한우마을,2016-07-27,203959.904493019,468860.10550952,제7조의3제2항에따른경우,2026-05-03 22:05:07,I,2013-01-14,2,폐업처리,2016-07-27 17:41:57,,2013-01-14,,,2013382017905600006,3820000,"경기도 의정부시 호암로 230, 102호 (호원동, 신일유토빌아파트상가)",,03,폐업,,,
세븐일레븐,2020-03-11,202822.15666678,471787.40383658,제7조의3제2항에따른경우,2026-05-03 22:05:16,I,2018-12-18,2,폐업처리,2020-03-11 14:41:02,,2018-12-18,,경기도 의정부시 가능동 681번지 태양마트,2018382023905600033,3820000,"경기도 의정부시 흥선로15번길 54, 1층 (가능동)",11675,03,폐업,,,
이지마트,2012-08-20,204302.359639636,470389.378646574,2009년11월법개정전자료,2026-05-03 22:05:01,I,2008-10-17,2,폐업처리,2012-08-20 09:34:57,,2008-10-17,480-010,경기도 의정부시 의정부동 136번지 1호,2008382013105600147,3820000,경기도 의정부시 평화로494번길 28 (의정부동),,03,폐업,,,031-848-8389
하나공인중개사 사무소,2009-04-07,205977.405739991,472107.947957988,2009년11월법개정전자료,2026-05-03 22:04:59,I,2008-05-01,2,폐업처리,2009-04-07 17:28:38,,2008-05-01,480-130,경기도 의정부시 금오동 471번지 3호 한솔프라자 103,2008382013105600049,3820000,"경기도 의정부시 부용로95번길 10 (금오동,한솔프라자 103)",,03,폐업,,,031-853-8090
100 마트,2001-11-14,205305.562840111,469592.154396231,,2026-05-03 22:04:32,I,,2,폐업처리,2008-02-23 00:00:00,,2001-01-12,,경기도 의정부시 신곡동 317번지 1호,2001382007905600005,3820000,경기도 의정부시 동일로454번길 19 (신곡동),,03,폐업,,,031-821-4293
드림할인마트,2014-11-03,207346.994629719,470825.02157033,제7조의3제2항에따른경우,2026-05-03 22:05:05,I,2011-11-18,2,폐업처리,2014-11-03 18:57:55,,2011-11-18,,,2011382017905600152,3820000,"경기도  용현로 72, 202호 (신도브래뉴단지내상가)",,03,폐업,,,031-853-3342
세아마트,2003-01-20,,,,2026-05-03 22:04:25,I,,2,폐업처리,2008-02-23 00:00:00,,1986-10-25,,경기도 의정부시 금오동 281번지 0호,2000382007905600975,3820000,,,03,폐업,,,
