자동환기여부,건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,편의시설여부,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,비상구여부,비상계단여부,기존게임업외업종명,제작취급품목내용,시설면적,소방시설여부,지상층수,청소년실수,청소년실여부,노래방실수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,조명시설유무,조명시설조도,관리번호,개방자치단체코드,통로너비,제공게임물명,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,방음시설여부,음향시설여부,특수조명여부,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총게임기수,총층수,지하층수,비디오재생기명
,,영화천국,2007-03-26,192566.006435361,454037.13815413,유통관련업,비디오물감상실업,,2026-05-03 22:38:01,I,03,폐업,,,,,,,,,,,2007-03-28 16:21:15,,1998-08-12,122-924,서울특별시 은평구 응암동 599-19 3층,,,CDFF1242011998000001,3110000,,,,"서울특별시 은평구 응암로 185  (응암동,3층)",,03,폐업,,,,,,,,,,,자동
,근린생활시설,멀티비디오방,2022-09-01,192835.107835876,457461.823530957,,비디오물감상실업,,2026-05-03 22:38:01,I,03,폐업,,,,,240,,0,,,,2022-09-02 10:41:26,,2000-03-24,,"서울특별시 은평구 갈현동 399-19 ,20,26.지층",,,CDFF1242012000000001,3110000,,,,서울특별시 은평구 연서로29길 8-15 (갈현동),03330,03,폐업,,,,기타,,,,,7,1,
,근린생활시설,발리비디오방,2011-05-16,193735.91191965,456421.405234256,유통관련업,비디오물감상실업,,2026-05-03 22:38:01,I,03,폐업,,,,,279.67,,3,,,,2011-05-16 15:42:31,,2000-12-28,122-837,서울특별시 은평구 대조동 14-18 3층,,,CDFF1242012000000002,3110000,,,근린상업지역,"서울특별시 은평구 통일로 723  (대조동,3층)",,03,폐업,,,,기타,,,,,4,,
,,명화비디오방,2002-12-18,193765.861591618,456471.846172279,유통관련업,비디오물감상실업,,2026-05-03 22:38:02,I,03,폐업,,,,,0,,3,,,,2003-04-17 19:25:54,,2001-12-21,122-858,서울특별시 은평구 불광동 281-104 (3층),,,CDFF1242012001000001,3110000,,,,"서울특별시 은평구 통일로 728  (불광동,(3층))",,03,폐업,,,,,,,,,0,0,
,,스타비디오소극장,2002-10-23,,,유통관련업,비디오물감상실업,,2026-05-03 22:38:02,I,03,폐업,,,,,0,,2,,,,2003-04-17 19:25:54,,2001-12-24,122-030,"서울특별시 은평구 대조동 14-11 ,18,45(2층)",,,CDFF1242012001000002,3110000,,,,,,03,폐업,,,,,,,,,0,0,
,,칸느,2003-03-06,192703.565683848,454566.332368708,유통관련업,비디오물감상실업,,2026-05-03 22:38:02,I,03,폐업,,,,,0,,2,,,,2003-04-17 19:25:54,,2002-02-25,122-922,서울특별시 은평구 응암동 576-6 2층,,,CDFF1242012002000001,3110000,,,,"서울특별시 은평구 응암로 242  (응암동,2층)",,03,폐업,,,,,,,,,0,0,
,,시네마테크,2007-01-03,192832.659215943,457389.297072973,유통관련업,비디오물감상실업,,2026-05-03 22:38:02,I,03,폐업,,,,,,,4,,,,2007-01-04 09:25:39,,2002-05-06,122-809,서울특별시 은평구 갈현동 398-11 4층,,,CDFF1242012002000002,3110000,,,,"서울특별시 은평구 연서로29길 6  (갈현동,4층)",,03,폐업,,,,,,,,,,,자동
,근린생활시설,쿨플러스,2010-09-29,192800.086048896,457446.717421627,유통관련업,비디오물감상실업,,2026-05-03 22:38:02,I,03,폐업,,,,,133.2,,4,,,,2010-09-29 15:57:58,,2003-01-03,,서울특별시 은평구 갈현동 399-5 3층,,,CDFF1242012003000001,3110000,,,근린상업지역,"서울특별시 은평구 연서로29길 14-12  (갈현동,3층)",,03,폐업,,,,유흥업소밀집지역,,,,,5,1,
,근린생활시설,좋은친구들,2005-06-02,192859.357586305,457401.253093059,유통관련업,비디오물감상실업,,2026-05-03 22:38:02,I,03,폐업,,,,,60.16,,4,,,,2005-06-02 16:10:56,,2003-07-25,122-809,서울특별시 은평구 갈현동 398-6,,,CDFF1242012003000002,3110000,1,,상업지역,서울특별시 은평구 통일로 855-9  (갈현동),,03,폐업,,,,유흥업소밀집지역,,,,,4,1,자동
,근린생활시설,영화공간비디오방,2015-03-02,192828.053794717,457530.757592514,유통관련업,비디오물감상실업,,2026-05-03 22:38:02,I,03,폐업,,,,,110.5,,3,,,,2015-03-02 13:20:18,,2003-12-01,,서울특별시 은평구 갈현동 395-9,,,CDFF1242012003000003,3110000,1,,주거지역,서울특별시 은평구 통일로 863-14  (갈현동),,03,폐업,,,,주택가주변,,,,,3,1,자동
,근린생활시설,팝스 DVD,2023-04-18,192861.23125208,457489.938700907,유통관련업,비디오물감상실업,,2026-05-03 22:38:02,I,03,폐업,,,,,197.8,,7,,,,2023-04-19 15:43:28,,2004-06-02,122-809,서울특별시 은평구 갈현동 396-9 외 1필지(5층),,,CDFF1242012004000001,3110000,,,일반상업지역,"서울특별시 은평구 통일로 855-20  (갈현동,외 1필지(5층))",,03,폐업,,,,기타,,,,,7,2,
