건물지상층수,건물소유구분명,건물지하층수,사업장명,욕실수,업태구분명,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,발한실여부,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층
15,자가,4,유토피아 스파,0,공동탕업,,,,,191002.243483409,442614.80316602,2026-05-03 22:43:19,I,01,영업,,2024-11-21 16:53:54,2005-11-28,"2,458.16",152-848,서울특별시 구로구 구로동 187-3 예성유토피아,Y,,3160000-202-2005-00001,3160000,"서울특별시 구로구 도림천로 448, 예성유토피아 201동 지하1층, 지하2층 B102호, B201호 (구로동)",08378,01,영업/정상,공동탕업,N,02-839-6800,0,1,0,2
17,자가,4,신원건강랜드(사우나),2,공동탕업,,,,,187870.470839962,444127.308633809,2026-05-03 22:43:20,I,01,영업,,2025-11-03 13:17:43,2006-10-02,"2,214.00",152-837,서울특별시 구로구 고척동 324,Y,,3160000-202-2006-00005,3160000,서울특별시 구로구 중앙로1길 18-18 (고척동),08227,01,영업/정상,공동탕업,N,02-2688-2858,0,1,0,2
0,자가,0,힐링스포&스파,2,공동탕업+찜질시설서비스영업,,,,,189047.773084017,444715.218537294,2026-05-03 22:43:20,I,01,영업,,2024-11-21 09:50:36,2008-01-16,754.61,152-710,서울특별시 구로구 구로동 611-26 오퍼스1 B75호,Y,,3160000-202-2008-00001,3160000,"서울특별시 구로구 구로중앙로 207, 오퍼스1 B75호 (구로동)",08216,01,영업/정상,공동탕업+찜질시설서비스영업,Y,02-2679-8866,0,1,0,1
0,,0,제니스 스포츠클럽(사우나),2,공동탕업,,,,,188459.808425308,444722.121126965,2026-05-03 22:43:21,I,01,영업,,2025-06-10 15:21:38,2014-02-26,921.49,152-825,서울특별시 구로구 고척동 60-34 제니스 스포츠클럽 지1층,Y,,3160000-202-2014-00001,3160000,서울특별시 구로구 안양천로539길 11 (고척동),08220,01,영업/정상,공동탕업,Y,02-2613-5000,0,1,0,2
0,,0,해양 24시 불가마사우나,0,공동탕업+찜질시설서비스영업,,,,,190101.571803215,444426.01649216,2026-05-03 22:43:21,I,01,영업,,2025-01-07 19:47:12,2014-04-22,"2,241.60",152-844,"서울특별시 구로구 구로동 110-1 희훈타워빌 지2층, 지3층",Y,,3160000-202-2014-00003,3160000,"서울특별시 구로구 공원로 63 (구로동, 희훈타워빌 지2층, 지3층)",08295,01,영업/정상,공동탕업+찜질시설서비스영업,Y,02-3281-7770,0,2,0,3
4,,1,천지연녹주찜질방,0,찜질시설서비스영업,,,,,186282.360333502,444482.054741506,2026-05-03 22:43:21,I,01,영업,0,2025-01-07 19:47:25,2015-04-24,410.00,152-802,서울특별시 구로구 개봉동 33-163,Y,0,3160000-202-2015-00001,3160000,"서울특별시 구로구 고척로21가길 4, 지상 2 ~ 3층 (개봉동)",08251,01,영업/정상,찜질시설서비스영업,Y,02-2689-8052,2,0,3,0
0,,0,짐라이트 고척,0,목욕장업 기타,,,,,187785.840457798,443997.135869884,2026-05-03 22:43:22,I,01,영업,0,2025-04-08 13:16:29,2025-04-08,9.72,152-826,서울특별시 구로구 고척동 76-41 2001아울렛,N,0,3160000-202-2025-00001,3160000,"서울특별시 구로구 중앙로1길 36, 2001아울렛 3동 4층 (고척동)",08227,01,영업/정상,목욕장업 기타,Y,,4,0,0,0
3,,1,동원,2,목욕장업 기타,,,,,192874.18587747,441267.829333128,2026-05-03 22:43:10,I,01,영업,,2024-08-09 13:50:25,1981-12-18,158.30,151-879,서울특별시 관악구 신림동 611-15,N,,3200000-202-1981-00433,3200000,서울특별시 관악구 난우2길 27 (신림동),08852,01,영업/정상,목욕장업 기타,Y,02-856-2133,1,0,2,0
3,,1,난곡,2,공동탕업,,,,,192967.762689584,440831.057808089,2026-05-03 22:43:12,I,01,영업,,2023-01-09 14:26:49,1983-08-18,286.24,151-883,서울특별시 관악구 신림동 640-3,N,,3200000-202-1983-00402,3200000,서울특별시 관악구 난곡로24가길 12 (신림동),08856,01,영업/정상,공동탕업,Y,02-855-9393,1,0,2,0
5,,1,현대탕,2,공동탕업,,,,,192441.280751141,442747.560049491,2026-05-03 22:43:01,I,01,영업,,2023-01-09 14:09:15,1994-02-01,242.78,151-871,서울특별시 관악구 신림동 500-3,N,,3200000-202-1994-00473,3200000,서울특별시 관악구 난곡로78길 32 (신림동),08702,01,영업/정상,공동탕업,Y,02-851-3377,1,1,1,1
5,,1,영원대중탕,2,공동탕업+찜질시설서비스영업,,,,,193817.548963749,442660.57353456,2026-05-03 22:43:02,I,01,영업,,2023-01-09 14:30:43,1995-12-13,"1,098.45",151-890,서울특별시 관악구 신림동 1419-16,N,,3200000-202-1995-00476,3200000,서울특별시 관악구 남부순환로181길 34 (신림동),08754,01,영업/정상,공동탕업+찜질시설서비스영업,Y,02-879-0649,3,0,4,0
3,임대,1,현대그린사우나,2,공동탕업,,,,,193957.944323928,441437.774867372,2026-05-03 22:42:43,I,01,영업,,2023-01-09 14:36:16,1999-11-18,337.72,151-787,서울특별시 관악구 신림동 1694 신림현대아파트 신림현대종합상가 지하1층,N,,3200000-202-1999-00474,3200000,"서울특별시 관악구 신림로29길 3-20 (신림동, 신림현대아파트 신림현대종합상가 지하1층)",08845,01,영업/정상,공동탕업,Y,02-889-4009,0,1,0,1
12,자가,3,삼모스포렉스&스파,2,찜질시설서비스영업,,,,,193610.797201552,442281.285348422,2026-05-03 22:43:02,I,01,영업,,2023-01-09 14:40:40,1999-02-05,"1,362.05",151-930,서울특별시 관악구 신림동 1638-32,N,,3200000-202-1999-00516,3200000,서울특별시 관악구 신림로59길 23 (신림동),08776,01,영업/정상,찜질시설서비스영업,Y,02-878-5281,0,1,0,2
3,,1,프린스,2,공동탕업,,,,,192780.535811963,441230.473348398,2026-05-03 22:43:02,I,01,영업,,2026-03-25 15:44:57,1999-02-10,980.85,151-880,서울특별시 관악구 신림동 617-3,N,,3200000-202-1999-00517,3200000,서울특별시 관악구 난우길 2 (신림동),08854,01,영업/정상,공동탕업,Y,02-857-7788,1,0,3,0
0,임대,0,세종사우나,2,공동탕업,,,,,195582.812990343,441900.29274736,2026-05-03 22:43:32,I,01,영업,,2023-01-09 14:12:49,2000-01-13,735.11,151-836,서울특별시 관악구 봉천동 865-2 세종오피스텔 지하1층01호,N,,3200000-202-2000-00483,3200000,"서울특별시 관악구 관악로13길 25 (봉천동,세종오피스텔 지하1층01호)",08787,01,영업/정상,공동탕업,Y,02-888-4685,0,1,0,1
17,임대,3,동아스포츠센터,2,공동탕업+찜질시설서비스영업,,,,,196501.159765837,441640.881044209,2026-05-03 22:43:30,I,01,영업,,2024-11-14 14:26:21,2000-09-07,"1,121.37",151-818,서울특별시 관악구 봉천동 1629-2 동아타운아파트 지하1층,N,,3200000-202-2000-00518,3200000,"서울특별시 관악구 봉천로 576 (봉천동,동아타운아파트 지하1층)",08792,01,영업/정상,공동탕업+찜질시설서비스영업,Y,02-887-3353,0,1,0,1
6,,1,우성사우나,2,공동탕업,,,,,193721.863991816,440545.946420334,2026-05-03 22:42:36,I,01,영업,,2023-01-09 14:13:45,2001-05-03,413.54,151-864,서울특별시 관악구 신림동 343-3,N,,3200000-202-2001-00491,3200000,서울특별시 관악구 광신길 225 (신림동),08846,01,영업/정상,공동탕업,Y,02-878-5372,1,1,1,1
5,,1,교통문화교육원사우나실,2,공동탕업,,,,,198097.13526738,441468.017877057,2026-05-03 22:42:46,I,01,영업,,2026-04-17 14:14:43,2001-12-14,587.00,151-800,서울특별시 관악구 남현동 1063-6,N,,3200000-202-2001-00524,3200000,서울특별시 관악구 남현1길 38-10 (남현동),08806,01,영업/정상,공동탕업,Y,02-585-3395,0,1,0,1
7,,2,현대불한증막사우나,2,찜질시설서비스영업,,,,,195444.735051198,442859.116608526,2026-05-03 22:42:32,I,01,영업,,2023-01-09 14:14:18,2004-11-23,987.98,151-804,서울특별시 관악구 봉천동 468-2 하우젠-빌 B01,N,,3200000-202-2004-00001,3200000,"서울특별시 관악구 은천로25길 27 (봉천동,하우젠-빌 B01)",08729,01,영업/정상,찜질시설서비스영업,Y,02-888-9601,0,1,0,1
4,임대,1,숙사우나,1,찜질시설서비스영업,,,,,196927.332458179,441332.238209964,2026-05-03 22:42:31,I,01,영업,,2023-01-09 14:14:45,2005-06-13,894.89,151-832,서울특별시 관악구 봉천동 1638-22,N,,3200000-202-2005-00001,3200000,서울특별시 관악구 인헌6길 16 (봉천동),08793,01,영업/정상,찜질시설서비스영업,Y,02-889-4582,0,1,0,1
8,자가,3,봉일스파랜드,2,찜질시설서비스영업,,,,,194486.270488664,442632.469540589,2026-05-03 22:42:29,I,01,영업,,2024-12-26 09:49:19,2005-12-27,"4,963.42",151-843,서울특별시 관악구 봉천동 951-25,N,,3200000-202-2005-00003,3200000,서울특별시 관악구 은천로 28 (봉천동),08749,01,영업/정상,찜질시설서비스영업,Y,02-874-4900,2,0,4,0
11,자가,4,청룡사우나,2,공동탕업+찜질시설서비스영업,,,,,195306.342469139,441860.358081122,2026-05-03 22:43:26,I,01,영업,,2023-01-09 14:17:14,2008-01-30,933.39,151-847,서울특별시 관악구 봉천동 1574-1,N,,3200000-202-2008-00001,3200000,서울특별시 관악구 쑥고개로 100 (봉천동),08832,01,영업/정상,공동탕업+찜질시설서비스영업,Y,02-884-4516,0,1,0,2
4,자가,1,관악24시불가마사우나,2,공동탕업+찜질시설서비스영업,,,,,195963.335274799,442381.536010445,2026-05-03 22:43:29,I,01,영업,,2023-01-09 14:20:09,2008-11-20,"2,572.84",151-809,서울특별시 관악구 봉천동 31-1,N,,3200000-202-2008-00002,3200000,서울특별시 관악구 관악로 212 (봉천동),08737,01,영업/정상,공동탕업+찜질시설서비스영업,Y,02-872-3300,4,0,4,0
8,임대,3,쑥고개 사우나 24시 찜질방,0,찜질시설서비스영업,,,,,194458.49670882,441712.987497817,2026-05-03 22:43:35,I,01,영업,0,2025-08-26 15:41:29,2014-11-11,996.36,151-854,서울특별시 관악구 신림동 94-208 엘리젠트오피스텔 지하1층,Y,0,3200000-202-2014-00002,3200000,"서울특별시 관악구 쑥고개로 9, 지하1층 (신림동, 엘리젠트오피스텔)",08783,01,영업/정상,찜질시설서비스영업,Y,070-8870-3333,0,1,0,1
8,임대,3,쑥고개 사우나 24시,2,공동탕업,,,,,194458.49670882,441712.987497817,2026-05-03 22:43:35,I,01,영업,0,2025-08-26 15:45:44,2014-11-11,727.10,151-854,서울특별시 관악구 신림동 94-208 엘리젠트오피스텔 지하2층,N,0,3200000-202-2014-00003,3200000,"서울특별시 관악구 쑥고개로 9, 지하2층 (신림동, 엘리젠트오피스텔)",08783,01,영업/정상,공동탕업,Y,070-8870-3333,0,2,0,2
7,자가,4,공단사우나,2,공동탕업,,,,,191376.602183978,442456.748277117,2026-05-03 22:43:34,I,01,영업,0,2023-01-09 14:22:05,2015-01-12,"1,716.60",151-902,서울특별시 관악구 신림동 1643,N,0,3200000-202-2015-00001,3200000,서울특별시 관악구 시흥대로 578 (신림동),08700,01,영업/정상,공동탕업,Y,02-867-8665,0,3,0,4
5,임대,1,MF사우나,2,목욕장업 기타,,,,,192342.66741419,442140.925842335,2026-05-03 22:43:35,I,01,영업,0,2020-10-06 15:49:32,2018-05-31,190.00,151-894,서울특별시 관악구 신림동 1474-23 상원빌딩,N,0,3200000-202-2018-00001,3200000,"서울특별시 관악구 남부순환로 1474, 상원빌딩 501호 (신림동)",08771,01,영업/정상,목욕장업 기타,Y,02-862-9696,5,,5,
7,자가,3,짐박스피트니스 사우나,2,목욕장업 기타,,,,,195192.467515857,442103.196121035,2026-05-03 22:43:35,I,01,영업,0,2020-07-22 17:35:08,2018-08-13,483.40,151-841,서울특별시 관악구 봉천동 895-18 관악중앙새마을금고,N,0,3200000-202-2018-00002,3200000,"서울특별시 관악구 청룡1길 2, 관악중앙새마을금고 (봉천동)",08786,01,영업/정상,목욕장업 기타,Y,02-876-0008,5,0,5,0
0,,0,샤워 인 더 하우스,2,공동탕업,,,,,193481.099048344,443157.363464064,2026-05-03 22:43:35,I,01,영업,0,2023-03-08 13:55:08,2021-05-26,390.19,151-830,서울특별시 관악구 봉천동 702-49,N,0,3200000-202-2021-00001,3200000,"서울특별시 관악구 보라매로 13, B101호 (봉천동)",08708,01,영업/정상,공동탕업,N,02-6012-5234,,1,,1
0,임대,0,데일리앤스파,3,공동탕업,,,,,195451.151205752,442231.16337658,2026-05-03 22:43:35,I,01,영업,0,2023-09-04 14:36:48,2023-09-04,107.22,151-822,서울특별시 관악구 봉천동 874-12,N,0,3200000-202-2023-00001,3200000,"서울특별시 관악구 봉천로 446, 2층 (봉천동)",08758,01,영업/정상,공동탕업,N,,2,,2,
