영업장주변구분명,건물소유구분명,사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,시설총규모,공장사무직직원수,공장생산직직원수,공장판매직직원수,여성종사자수,등급구분명,보증액,본사직원수,홈페이지,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,월세액,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,전통업소지정번호,전통업소주된음식,급수시설구분명
,,스타일코디션,2011-11-17,207388.308848516,448313.517465433,2026-05-03 22:36:15,I,02,폐업,0,,,,,,,,,2010-09-27 13:36:46,2010-09-27,,143-825,서울특별시 광진구 구의동 ***-** 크레신타워 ***호,N,,3040000-134-2010-00127,,3040000,,,03,폐업,방문판매,,,,
,,엔케이씨엘 강남,,206212.747883666,449662.64732366,2026-05-03 22:38:31,I,01,영업,0,,,,,,,,,2024-03-21 15:24:44,2024-03-20,,143-840,서울특별시 광진구 군자동 ***-* 동일흥업주식회사,N,,3040000-134-2024-00048,,3040000,"서울특별시 광진구 군자로 **, 동일흥업주식회사 가동 ***호 (군자동)",05004,01,영업/정상,전자상거래(통신판매업),,,,
,,엠바디몰,2022-04-01,206714.953195572,448139.94584346,2026-05-03 22:37:17,I,02,폐업,0,,,,,,,,,2022-04-01 16:39:47,2020-04-24,,143-190,서울특별시 광진구 자양동 ***-*,N,,3040000-134-2020-00087,,3040000,서울특별시 광진구 자양번영로 **-* (자양동),05064,03,폐업,전자상거래(통신판매업),070-4189-1033,,,
,임대,씨유 건대화양점,,206131.315540787,448712.391439589,2026-05-03 22:38:40,I,01,영업,0,,,,,,,,,2025-06-26 14:54:41,2025-06-26,3.30,143-914,서울특별시 광진구 화양동 *-* 연한빌딩,N,,3040000-134-2025-00061,,3040000,"서울특별시 광진구 아차산로 ***, 연한빌딩 ***호 (화양동)",05017,01,영업/정상,영업장판매,02-3444-7654,,,
,,허브영양,2015-04-16,194784.033759658,444718.06414973,2026-05-03 22:32:20,I,02,폐업,0,,,,,,,,,2014-06-24 16:50:18,2014-06-24,,156-831,서울특별시 동작구 상도동 ***-***,N,,3190000-134-2014-00066,,3190000,"서울특별시 동작구 상도로**길 **, ***호 (상도동)",06964,03,폐업,영업장판매,070-4843-6663,,,
,,리키구,2022-02-03,206714.953195572,448139.94584346,2026-05-03 22:37:41,I,02,폐업,0,,,,,,,,,2022-02-03 09:03:12,2021-05-14,,143-190,서울특별시 광진구 자양동 ***-*,N,,3040000-134-2021-00111,,3040000,"서울특별시 광진구 자양번영로 **-*, *층 ***호 (자양동)",05064,03,폐업,전자상거래(통신판매업),,,,
,,씽킹빅월드,2015-11-23,207299.643789344,447445.731041066,2026-05-03 22:34:44,I,02,폐업,0,0,0,0,,,,0,,2005-12-07 00:00:00,2004-09-24,,143-873,서울특별시 광진구 자양동 ***-**,N,,3040000-134-2004-00284,,3040000,서울특별시 광진구 뚝섬로**길 **-* (자양동),05105,03,폐업,전화권유판매,02-455-1042,,,
,,농협하나로마트흑석점,2012-10-31,196587.030630143,444939.455414947,2026-05-03 22:32:13,I,02,폐업,0,,,,,,,,,2011-10-18 15:37:45,2011-10-18,,156-070,서울특별시 동작구 흑석동 ***,N,,3190000-134-2011-00102,,3190000,서울특별시 동작구 서달로 *** (흑석동),06980,03,폐업,영업장판매,02-813-7001,,,
,,지수컴퍼니,2022-12-28,195923.782949006,445436.33317785,2026-05-03 22:32:52,I,02,폐업,0,,,,,,,,,2022-12-28 15:33:59,2021-09-10,,156-060,서울특별시 동작구 본동 **-**,N,,3190000-134-2021-00146,,3190000,"서울특별시 동작구 노량진로**길 **-*, *층 (본동)",06907,03,폐업,전자상거래(통신판매업),,,,
,,연세재활의학과의원,,208558.286631653,448353.905156369,2026-05-03 22:34:38,I,01,영업,0,0,0,0,,,,0,,2019-12-10 17:43:29,2004-07-01,.00,143-832,서울특별시 광진구 구의동 ***-* 현대프라임상가,N,,3040000-134-2004-00199,,3040000,"서울특별시 광진구 광나루로**길 **, 현대프라임상가 ***호 (구의동)",05119,01,영업/정상,영업장판매,02-452-7518,,,
,자가,밀라노벨라,,209138.04726487,448993.925426656,2026-05-03 22:38:42,I,01,영업,0,,,,,,,,,2025-09-11 17:13:57,2025-09-11,3.30,143-804,서울특별시 광진구 광장동 ***-* 광장극동아파트,N,,3040000-134-2025-00124,,3040000,"서울특별시 광진구 아차산로 ***, *동 ***호 (광장동, 광장극동아파트)",04971,01,영업/정상,전자상거래(통신판매업),,,,
,,온실,2023-08-09,177925.172169511,462673.381313058,2026-05-03 22:38:05,I,02,폐업,0,,,,,,,,,2023-08-09 10:22:59,2022-09-13,,411-766,경기도 고양시 일산서구 대화동 **** 킨텍스 꿈에그린 ***동 ****호,N,,3040000-134-2022-00352,,3040000,"경기도 고양시 일산서구 킨텍스로 ***, 킨텍스 꿈에그린 ***동 ****호 (대화동, 킨텍스 꿈에그린)",10391,03,폐업,전자상거래(통신판매업),,,,
,자가,파마넥스,2015-03-25,,,2026-05-03 22:36:38,I,02,폐업,0,,,,,,,,,2012-05-25 11:43:21,2012-05-25,36.07,143-820,서울특별시 광진구 구의동 ***-*,N,,3040000-134-2012-00068,,3040000,"서울특별시 광진구 광나루로**길 **-**, *층 (구의동)",,03,폐업,방문판매,,,,
,,헬스앤케어,2020-12-29,207267.362640696,448857.384869554,2026-05-03 22:37:13,I,02,폐업,0,,,,,,,,,2020-12-29 13:53:04,2019-09-23,,143-827,서울특별시 광진구 구의동 ***-**,N,,3040000-134-2019-00089,,3040000,"서울특별시 광진구 자양로**길 **, *층 ***호 (구의동)",05024,03,폐업,전자상거래(통신판매업),,,,
,,올리브영,2017-06-26,198320.791404486,442784.709712487,2026-05-03 22:32:10,I,02,폐업,0,,,,,,,,,2017-06-26 08:50:11,2010-11-26,,156-816,서울특별시 동작구 사당동 ***-*,N,,3190000-134-2010-00143,,3190000,서울특별시 동작구 동작대로 *** (사당동),07008,03,폐업,영업장판매,,,,
,임대,훼미리홈쇼핑,2011-05-16,206896.697217277,450515.575725945,2026-05-03 22:36:20,I,02,폐업,0,,,,,,,,,2011-01-13 10:58:28,2011-01-13,396.00,143-838,서울특별시 광진구 군자동 ***-* 지하*층,N,,3040000-134-2011-00003,,3040000,,,03,폐업,영업장판매,02-464-6511,,,
,임대,세원상사,,193311.831569946,443352.67250352,2026-05-03 22:32:28,I,01,영업,0,,,,,,,,,2016-10-19 11:32:54,2016-10-19,.00,156-855,서울특별시 동작구 신대방동 *** ****호,N,,3190000-134-2016-00083,,3190000,"서울특별시 동작구 보라매로*길 *, ****호 (신대방동)",07071,01,영업/정상,전자상거래(통신판매업),02-878-8325,,,
,,윙윙허브다이어트클럽,2012-08-21,198136.990789237,442771.558805837,2026-05-03 22:32:12,I,02,폐업,0,,,,,,,,,2011-03-10 11:52:51,2011-03-10,,156-816,서울특별시 동작구 사당동 ***-***,N,,3190000-134-2011-00035,,3190000,서울특별시 동작구 사당로**가길 ** (사당동),07007,03,폐업,영업장판매,,,,
,,풀문컴퍼니,2023-08-08,197995.301376837,442506.422050934,2026-05-03 22:32:55,I,02,폐업,0,,,,,,,,,2023-08-08 15:37:51,2022-03-16,,156-817,서울특별시 동작구 사당동 ***-*,N,,3190000-134-2022-00068,,3190000,"서울특별시 동작구 사당로**가길 **, *층 (사당동)",07006,03,폐업,전자상거래(통신판매업),,,,
,자가,고려한백 주식회사,2019-01-22,198279.266223055,442017.925073828,2026-05-03 22:32:08,I,02,폐업,0,,,,,,,,,2019-01-22 15:13:32,2009-06-16,118.00,156-826,서울특별시 동작구 사당동 ****-**,N,,3190000-134-2009-00163,,3190000,"서울특별시 동작구 동작대로 **, *층 (사당동)",07015,03,폐업,통신판매,02-522-5200,,,
,,에스앤에스,2008-06-02,207783.619273643,449524.051503567,2026-05-03 22:35:01,I,02,폐업,0,,,,,,,,,2005-09-20 00:00:00,2005-09-20,,143-819,서울특별시 광진구 구의동 **-* (*층),N,,3040000-134-2005-00107,,3040000,,,03,폐업,통신판매,02-454-4018,,,
,임대,대국통상,2012-01-04,206167.328993767,449683.137301888,2026-05-03 22:36:18,I,02,폐업,0,0,0,0,,,,0,,2011-08-25 10:13:42,2010-05-31,161.02,143-840,서울특별시 광진구 군자동 *** *층,N,,3040000-134-2010-00184,,3040000,,,03,폐업,영업장판매,02-856-5977,,,
,,써니하우스,2024-06-03,206228.440038711,448956.570789271,2026-05-03 22:37:27,I,02,폐업,0,,,,,,,,,2024-06-03 11:20:01,2020-09-10,,143-914,서울특별시 광진구 화양동 *-**,N,,3040000-134-2020-00175,,3040000,"서울특별시 광진구 능동로**길 **-*, b**호 (화양동)",05011,03,폐업,전자상거래(통신판매업),,,,
,,리드웰,2006-02-20,194227.368078394,445602.724730318,2026-05-03 22:32:01,I,02,폐업,0,,,,,,,,,2005-12-13 00:00:00,2005-12-13,,156-804,서울특별시 동작구 노량진동 ***-**,N,,3190000-134-2005-00114,,3190000,,,03,폐업,방문판매,,,,
,,월드종합라이센스,2009-03-24,207799.058295537,449418.545876916,2026-05-03 22:35:39,I,02,폐업,0,,,,,,,,,2007-12-03 10:02:12,2007-12-03,,143-818,서울특별시 광진구 구의동 **-**,N,,3040000-134-2007-00086,,3040000,,,03,폐업,다단계판매,,,,
,,GS25노량남부점,2018-08-14,194660.868111644,445728.387151958,2026-05-03 22:32:21,I,02,폐업,0,,,,,,,,,2018-08-14 15:04:34,2014-11-18,,156-800,서울특별시 동작구 노량진동 **-**,N,,3190000-134-2014-00116,,3190000,서울특별시 동작구 노량진로 *** (노량진동),06902,03,폐업,영업장판매,,,,
,,허브사랑 다이어트,2013-08-21,197211.510873726,442506.008175348,2026-05-03 22:32:12,I,02,폐업,0,,,,,,,,,2011-03-02 12:01:43,2011-03-02,,156-883,서울특별시 동작구 사당동 ***-**,N,,3190000-134-2011-00026,,3190000,서울특별시 동작구 사당로*길 ** (사당동),07009,03,폐업,영업장판매,,,,
,임대,영슬림다이어트클럽,2014-08-19,193404.0334045,445444.849059634,2026-05-03 22:32:15,I,02,폐업,0,,,,,,,,,2012-08-23 14:40:55,2012-08-23,29.10,156-808,서울특별시 동작구 대방동 ***-** 지*층,N,,3190000-134-2012-00064,,3190000,"서울특별시 동작구 여의대방로**길 **, 지*층 (대방동)",06939,03,폐업,영업장판매,02-605-6629,,,
,,지엔엑스코리아,,206426.108660667,450492.165138604,2026-05-03 22:37:40,I,01,영업,0,,,,,,,,,2021-05-03 13:15:29,2021-05-03,,143-838,서울특별시 광진구 군자동 ***,N,,3040000-134-2021-00105,,3040000,"서울특별시 광진구 면목로*길 **-*, 지하*층 ***호 (군자동)",04995,01,영업/정상,전자상거래(통신판매업),,,,
,,(주)로아글로벌,2021-07-13,207317.168155287,447696.796863007,2026-05-03 22:37:06,I,02,폐업,0,0,0,0,,,,0,,2021-07-13 14:08:24,2017-11-21,,143-873,서울특별시 광진구 자양동 ***-* 성자빌딩,N,,3040000-134-2017-00083,,3040000,"서울특별시 광진구 뚝섬로 ***, 성자빌딩 *층 (자양동)",05102,03,폐업,전자상거래(통신판매업),02-455-1991,,,
,,제이알(JR) 컴퍼니,2021-10-15,207711.257151276,451428.023471454,2026-05-03 22:37:10,I,02,폐업,0,,,,,,,,,2021-10-15 17:32:38,2018-01-18,,143-883,서울특별시 광진구 중곡동 **-*** 베네시티,N,,3040000-134-2018-00111,,3040000,"서울특별시 광진구 용마산로**길 **-**, ***호 (중곡동, 베네시티)",04941,03,폐업,전자상거래(통신판매업),,,,
,,월드종합라이센스,2006-11-07,193006.611885625,443912.149447183,2026-05-03 22:31:59,I,02,폐업,0,,,,,,,,,2005-01-26 00:00:00,2005-01-26,,156-855,서울특별시 동작구 신대방동 *** 벽산아파트 ***동 ***호,N,,3190000-134-2005-00026,,3190000,,,03,폐업,다단계판매,,,,
,,한아름유통,2015-10-27,197791.225130128,442750.854211436,2026-05-03 22:32:07,I,02,폐업,0,,,,,,,,,2015-10-28 10:16:13,2009-06-22,,156-817,서울특별시 동작구 사당동 ***-**,N,,3190000-134-2009-00067,,3190000,서울특별시 동작구 사당로**길 ** (사당동),07007,03,폐업,통신판매,,,,
,,우주파워,2023-12-01,207069.284988221,449098.348139571,2026-05-03 22:37:57,I,02,폐업,0,,,,,,,,,2023-12-01 13:22:12,2022-08-17,,143-200,서울특별시 광진구 구의동 *** e편한세상 광진 그랜드파크,N,,3040000-134-2022-00233,,3040000,"서울특별시 광진구 광나루로 ***, ***동 ****호 (구의동, e편한세상 광진 그랜드파크)",05022,03,폐업,전자상거래(통신판매업),,,,
,,금산고려홍삼조합,2010-06-17,195758.995658655,443840.36192287,2026-05-03 22:31:43,I,02,폐업,0,,,,,,,,,2008-11-14 10:48:44,2004-06-18,,156-030,서울특별시 동작구 상도동 ***-* 지층,N,,3190000-134-2004-00086,,3190000,,,03,폐업,방문판매,02-814-2755,,,
,,월드크리에이티브,2021-07-05,207825.465863194,449902.401682584,2026-05-03 22:35:40,I,02,폐업,0,0,0,0,,,,0,,2021-07-05 16:38:21,2007-08-28,,143-819,서울특별시 광진구 구의동 **-*,N,,3040000-134-2007-00094,,3040000,"서울특별시 광진구 천호대로 ***, ***호 (구의동)",04991,03,폐업,영업장판매,031-244-6278,,,
,임대,행복이 가득한 허브다이어트,2019-06-28,207460.768567828,451245.339664305,2026-05-03 22:36:38,I,02,폐업,0,,,,,,,,,2019-06-28 17:06:44,2012-03-27,25.00,143-885,서울특별시 광진구 중곡동 **-**,N,,3040000-134-2012-00051,,3040000,서울특별시 광진구 능동로**길 ** (중곡동),04934,03,폐업,영업장판매,02-462-0588,,,
,,멋댕이,2023-12-29,194926.96563426,445411.701915302,2026-05-03 22:32:54,I,02,폐업,0,,,,,,,,,2023-12-29 14:38:10,2022-02-09,,156-801,서울특별시 동작구 노량진동 ***-**,N,,3190000-134-2022-00039,,3190000,"서울특별시 동작구 장승배기로**길 ***-*, *층 (노량진동)",06923,03,폐업,전자상거래(통신판매업),,,,
,,구의 중앙의원,2018-02-26,208029.562417927,449898.74580933,2026-05-03 22:34:27,I,02,폐업,0,0,0,0,,,,0,,2018-02-26 09:50:16,2004-06-17,,143-817,서울특별시 광진구 구의동 **-**,N,,3040000-134-2004-00088,,3040000,서울특별시 광진구 자양로 *** (구의동),04954,03,폐업,영업장판매,02-458-7524,,,
,임대,바이디에스,2024-01-25,198143.649446243,443199.902564581,2026-05-03 22:32:58,I,02,폐업,0,,,,,,,,,2024-01-25 09:42:17,2023-02-13,.00,156-814,서울특별시 동작구 사당동 **-*,N,,3190000-134-2023-00022,,3190000,"서울특별시 동작구 동작대로**길 **-**, *층 (사당동)",06996,03,폐업,전자상거래(통신판매업),,,,
,,아이몬즈,2006-05-02,197530.318477163,441614.782279265,2026-05-03 22:31:50,I,02,폐업,0,,,,,,,,,2005-05-31 00:00:00,2004-06-18,,156-827,서울특별시 동작구 사당동 ****-**,N,,3190000-134-2004-00128,,3190000,,,03,폐업,통신판매,,,,
,,명화유통,2015-12-02,196608.871745259,442945.068602335,2026-05-03 22:31:43,I,02,폐업,0,,,,,,,,,2015-12-04 16:47:50,2004-06-18,,156-090,서울특별시 동작구 사당동 **** 사당LG아파트 ***동 ***호,N,,3190000-134-2004-00087,,3190000,"서울특별시 동작구 사당로*가길 *** (사당동,사당LG아파트 ***동 ***호)",07028,03,폐업,다단계판매,02-522-1276,,,
,,씨유 보라매센터점,,192295.136303863,443573.33711784,2026-05-03 22:33:09,I,01,영업,0,,,,,,,,,2025-07-11 10:48:18,2025-07-11,,156-722,서울특별시 동작구 신대방동 *** 보라매롯데낙천대아파트,N,,3190000-134-2025-00107,,3190000,"서울특별시 동작구 여의대방로**길 **, 지하*층 **호 (신대방동, 보라매롯데낙천대아파트)",07064,01,영업/정상,영업장판매,,,,
,,뷰티플렉스 빅마트점,2025-09-17,205656.146543244,448310.337061396,2026-05-03 22:35:54,I,02,폐업,0,,,,,,,,,2025-09-17 17:03:11,2009-06-26,,143-862,서울특별시 광진구 자양동 ***-*** (*층),N,,3040000-134-2009-00071,,3040000,"서울특별시 광진구 뚝섬로**길 ** (자양동,(*층))",05077,03,폐업,영업장판매,02-3409-4922,,,
,,바른,2023-06-09,207838.539236618,450493.822230479,2026-05-03 22:37:41,I,02,폐업,0,,,,,,,,,2023-06-09 15:50:44,2021-05-26,,143-888,서울특별시 광진구 중곡동 **-*,N,,3040000-134-2021-00119,,3040000,"서울특별시 광진구 자양로**길 **, ***호 (중곡동)",04949,03,폐업,전자상거래(통신판매업),,,,
,,자연그이상,2017-05-18,197570.647750658,442422.828799186,2026-05-03 22:32:15,I,02,폐업,0,,,,,,,,,2017-05-18 15:04:28,2012-12-18,,156-819,서울특별시 동작구 사당동 ***-** *층,N,,3190000-134-2012-00108,,3190000,"서울특별시 동작구 사당로**나길 *, *층 (사당동)",07004,03,폐업,방문판매,,,,
,,어썸에이치스토어,2023-06-22,206548.275438689,450460.129862826,2026-05-03 22:37:17,I,02,폐업,0,,,,,,,,,2023-06-22 14:14:13,2020-04-07,,143-837,서울특별시 광진구 군자동 **-*,N,,3040000-134-2020-00076,,3040000,"서울특별시 광진구 동일로**다길 **, *층 (군자동)",04995,03,폐업,전자상거래(통신판매업),,,,
,,제이앤씨,2006-12-04,197802.436613024,443049.214038897,2026-05-03 22:32:00,I,02,폐업,0,,,,,,,,,2005-08-29 00:00:00,2005-08-29,,156-773,서울특별시 동작구 사당동 *** 우성아파트 ***동 ****호,N,,3190000-134-2005-00088,,3190000,,,03,폐업,통신판매,,,,
,자가,주식회사 투유코퍼레이션,2024-09-20,206298.328857313,449468.203393,2026-05-03 22:37:46,I,02,폐업,51.68,,,,,,,,,2024-09-20 14:03:41,2021-03-23,51.68,143-915,서울특별시 광진구 화양동 ***-***,N,,3040000-134-2021-00255,,3040000,"서울특별시 광진구 광나루로 ***, *층 ***-**호 (화양동)",05009,03,폐업,전자상거래(통신판매업),,,,
,,헬씨리빙(healthy living),2018-09-19,196614.024108658,445075.225615633,2026-05-03 22:32:09,I,02,폐업,0,,,,,,,,,2018-09-19 13:18:28,2010-07-09,,156-860,서울특별시 동작구 흑석동 ***-* (*층),N,,3190000-134-2010-00089,,3190000,"서울특별시 동작구 서달로 *** (흑석동,(*층))",06972,03,폐업,영업장판매,02-816-0777,,,
,,여성지원센터,2009-12-30,208008.640560182,448164.055838633,2026-05-03 22:35:31,I,02,폐업,0,0,0,0,,,,0,,2008-11-24 12:12:16,2007-04-27,,143-831,서울특별시 광진구 구의동 ***-* (*층 ***호),N,,3040000-134-2007-00037,,3040000,,,03,폐업,영업장판매,02-3445-0658,,,
,자가,판타지별,2025-11-17,193994.826689308,444368.294783925,2026-05-03 22:33:01,I,02,폐업,3.3,,,,,,,,,2025-11-17 15:47:41,2023-05-03,3.30,156-839,서울특별시 동작구 상도동 ***-**,N,,3190000-134-2023-00170,,3190000,"서울특별시 동작구 상도로**길 **, *층 (상도동)",06952,03,폐업,전자상거래(통신판매업),,,,
,,해통F&D,2019-10-08,193712.567320342,444141.942093412,2026-05-03 22:32:22,I,02,폐업,0,,,,,,,,,2019-10-08 10:08:20,2015-01-02,,156-808,서울특별시 동작구 대방동 ***-*,N,,3190000-134-2015-00001,,3190000,"서울특별시 동작구 상도로 ** (대방동, 무이비엔빌딩*층)",07041,03,폐업,영업장판매,02-3280-8275,,,
,,티엠지코포레이션,2011-04-28,208124.549163942,447812.924832297,2026-05-03 22:35:39,I,02,폐업,0,,,,,,,,,2008-08-19 11:23:34,2007-12-27,,143-709,서울특별시 광진구 구의동 ***-* 리젠트오피스텔 ***호,N,,3040000-134-2007-00091,,3040000,,,03,폐업,통신판매,02-2201-1331,,,
,자가,부정순 허브나라,2024-04-19,195791.557523948,443898.917364179,2026-05-03 22:32:40,I,02,폐업,0,,,,,,,,,2024-04-19 10:06:00,2019-05-01,93.44,156-030,서울특별시 동작구 상도동 ***-*,N,,3190000-134-2019-00046,,3190000,"서울특별시 동작구 상도로 ***, *층 (상도동)",06977,03,폐업,영업장판매,02-3280-5585,,,
,,(주)녹십초알로에 동서울대리점,2015-07-13,206188.985556992,449797.329553846,2026-05-03 22:34:20,I,02,폐업,0,0,0,0,,,,0,,2013-07-08 11:24:47,2004-05-22,,143-840,서울특별시 광진구 군자동 ***-** *층(가호),N,,3040000-134-2004-00020,,3040000,"서울특별시 광진구 군자로 **, *층 가호 (군자동)",05002,03,폐업,방문판매,02-453-8830,,,
,,동작건강생활,2018-12-03,194768.783460018,444680.421232768,2026-05-03 22:32:12,I,02,폐업,0,,,,,,,,,2018-12-03 15:17:10,2011-02-15,,156-831,서울특별시 동작구 상도동 ***-* 서현빌딩 ***호,N,,3190000-134-2011-00021,,3190000,"서울특별시 동작구 장승배기로**길 ** (상도동,서현빌딩 ***호)",06964,03,폐업,방문판매,02-822-2072,,,
,,오행생식,2019-06-20,198130.785955998,442561.690793344,2026-05-03 22:31:41,I,02,폐업,0,,,,,,,,,2019-06-20 15:10:47,2004-06-18,10.50,156-816,서울특별시 동작구 사당동 ***-*,N,,3190000-134-2004-00055,,3190000,서울특별시 동작구 동작대로**길 **-* (사당동),07008,03,폐업,영업장판매,02-3473-7230,,,
,자가,자연미감,2019-05-09,197313.025538042,442506.71126609,2026-05-03 22:32:31,I,02,폐업,0,,,,,,,,,2019-05-09 16:01:18,2017-08-31,69.23,156-883,서울특별시 동작구 사당동 ***-**,N,,3190000-134-2017-00053,,3190000,"서울특별시 동작구 사당로 ***, *층 (사당동)",07009,03,폐업,영업장판매,,,,
,,미란상회,2017-07-21,192170.155815215,443599.41901313,2026-05-03 22:31:43,I,02,폐업,0,,,,,,,,,2017-07-21 13:26:09,2004-06-18,,156-787,서울특별시 동작구 신대방동 *** 현대아파트 ***-****,N,,3190000-134-2004-00093,,3190000,서울특별시 동작구 여의대방로 ** (신대방동),07064,03,폐업,다단계판매,,,,
,임대,유스앤뷰티연구소,2023-11-27,206582.005887061,450685.591302855,2026-05-03 22:37:49,I,02,폐업,0,,,,,,,,,2023-11-27 09:10:12,2022-03-31,6.60,143-838,서울특별시 광진구 군자동 ***-** 군자빌딩 ***호,N,,3040000-134-2022-00088,,3040000,"서울특별시 광진구 천호대로 ***, 군자빌딩 ***호 (군자동)",04994,03,폐업,영업장판매,,,,
,,호호커머스,2024-01-11,206232.014507331,450174.133962364,2026-05-03 22:38:10,I,02,폐업,0,,,,,,,,,2024-01-11 11:21:27,2023-02-01,,143-839,서울특별시 광진구 군자동 ***-*** *층 **호,N,,3040000-134-2023-00034,,3040000,"서울특별시 광진구 동일로**길 **-**, *층 **호 (군자동)",05001,03,폐업,전자상거래(통신판매업),,,,
,,열린 비타민,2016-10-26,193176.63667583,443379.17134595,2026-05-03 22:32:21,I,02,폐업,0,,,,,,,,,2014-09-18 17:17:45,2014-09-18,,156-849,서울특별시 동작구 신대방동 ***-** 삼성옴니타워 지하*층 ***호,N,,3190000-134-2014-00093,,3190000,"서울특별시 동작구 보라매로*길 ** (신대방동, 삼성옴니타워 지하*층 ***호)",07071,03,폐업,영업장판매,,,,
