건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층
0,,0,만조(주),건물위생관리업,,,,,209266.32947403,429348.924404431,2026-04-11 21:51:54,I,01,영업,0,2026-04-10 15:04:09,2026-04-10,38.16,463-847,경기도 성남시 분당구 정자동 24 인텔리지Ⅱ C-2910호,N,0,3810000-206-2026-00003,3780000,"경기도 성남시 분당구 정자일로 177, 인텔리지Ⅱ C-2910호 (정자동)",13557,01,영업/정상,건물위생관리업,,0,0,0,0
,,,이에스종합개발,건물위생관리업,,,,,179733.882227546,444506.609142276,2026-04-11 21:21:50,I,01,영업,,2026-04-10 16:09:16,2026-04-10,.00,,경기도 부천시 원미구 중동 1147-3 뉴월드프라자 301호 일부,N,,3871000-206-2026-00005,3860000,"경기도 부천시 원미구 중동로262번길 50, 뉴월드프라자 301호 일부 (중동)",14548,01,영업/정상,건물위생관리업,,,,,
0,,0,바로일고,건물위생관리업,,,,,216609.769142875,415089.034615131,2026-04-11 21:51:53,I,01,영업,0,2026-04-10 16:29:39,2026-04-10,24.00,449-931,경기도 용인시 처인구 역북동 418-13,N,0,5620000-206-2026-00003,4050000,"경기도 용인시 처인구 중부대로1281번길 10-5, 1층 (역북동)",17047,01,영업/정상,건물위생관리업,,0,0,0,0
0,,0,민조경산업(주),건물위생관리업,,,,,197919.184755018,412890.651684567,2026-04-11 21:51:51,I,01,영업,0,2026-04-10 10:42:06,2026-04-10,105.00,,경기도 화성시 효행구 봉담읍 와우리 100-5 2층 일부호,N,0,5750000-206-2026-00004,5530000,"경기도 화성시 효행구 봉담읍 남촌길 38, 2층 일부호",18321,01,영업/정상,건물위생관리업,,,,,
1,,0,세진건설,건물위생관리업,,,,,203262.465251943,459889.848828726,2026-04-10 22:21:53,I,01,영업,0,2026-04-09 16:36:49,2022-04-14,25.00,132-919,서울특별시 도봉구 창동 601-100 북한산팰리스(801동),N,0,3090000-206-2022-00007,3090000,"서울특별시 도봉구 덕릉로59아길 6, 101호 (창동, 북한산팰리스(801동))",01469,01,영업/정상,건물위생관리업,02-955-7771,0,0,0,0
2,,0,서울광역자활청소협동조합,건물위생관리업,,,,,206356.22314833,462123.478004887,2026-04-10 22:21:50,I,01,영업,0,2026-04-09 15:52:54,2017-03-29,39.83,139-748,서울특별시 노원구 상계동 173-1 벽산아파트,N,0,3100000-206-2017-00013,3100000,"서울특별시 노원구 한글비석로 396, 108동 지하층 25호 (상계동, 벽산아파트)",01663,01,영업/정상,건물위생관리업,,0,0,0,0
0,,0,청년크린,건물위생관리업,,,,,176400.323252583,433478.88911252,2026-04-10 22:53:38,I,01,영업,0,2026-04-09 15:39:43,2026-04-09,58.02,405-825,인천광역시 남동구 논현동 665-13,N,0,3530000-206-2026-00007,3530000,"인천광역시 남동구 앵고개로941번길 11-8, 101호 (논현동)",21669,01,영업/정상,건물위생관리업,,,,,
,,,수원환경,건물위생관리업,,,,,200178.763499612,417980.960582431,2026-04-10 21:51:51,I,01,영업,,2026-04-09 16:12:11,2026-04-09,.00,441-862,경기도 수원시 권선구 세류동 179 세지빌딩,N,,3760000-206-2026-00003,3740000,"경기도 수원시 권선구 권선로 472, 세지빌딩 7층 733호 (세류동)",16591,01,영업/정상,건물위생관리업,,,,,
0,,0,(주)엠원씨앤에스,건물위생관리업,,,,,175777.7283511,429625.471153581,2026-04-10 21:51:52,I,01,영업,0,2026-04-09 17:13:42,2026-04-09,36.00,,경기도 시흥시 배곧동 219 시흥배곧 아브뉴프랑 센트럴 블루,N,0,4010000-206-2026-00007,4010000,"경기도 시흥시 서울대학로264번길 25, 시흥배곧 아브뉴프랑 센트럴 블루 632호 (배곧동)",15011,01,영업/정상,건물위생관리업,,,,,
,,,더 푸른 환경,건물위생관리업,,,,,222007.761031864,522801.578325538,2026-04-10 21:21:51,I,01,영업,,2026-04-09 16:23:38,2026-04-09,16.00,,강원특별자치도 철원군 동송읍 장흥리 3091,N,,4301000-206-2026-00003,4301000,강원특별자치도 철원군 동송읍 태봉로 2233,24023,01,영업/정상,건물위생관리업,,,,,
0,임대,0,광주환경,건물위생관리업,,,,,222139.980253203,433950.441737212,2026-04-10 21:21:52,I,01,영업,0,2026-04-09 13:26:46,2026-04-09,3.30,464-803,경기도 광주시 경안동 189-2,N,0,5540000-206-2026-00008,5540000,"경기도 광주시 경안로98번길 8, 2층 D03호 (경안동)",12762,01,영업/정상,건물위생관리업,,2,,2,
0,임대,0,(주)국민티에스,건물위생관리업,,,,,201149.954043799,451445.593709498,2026-04-10 03:03:03,U,01,영업,0,2026-04-09 14:26:22,2015-09-04,30.00,100-889,서울특별시 중구 신당동 250-9 3층,N,0,3010000-206-2015-00008,3010000,"서울특별시 중구 퇴계로 381, 3층 (신당동)",04566,01,영업/정상,건물위생관리업,02-2236-2121,3,,3,
28,,4,(주)흥업,건물위생관리업,,,,,197099.381481836,447328.548832245,2026-04-08 03:03:03,U,01,영업,0,2026-04-07 14:20:54,2015-02-03,38.80,140-012,서울특별시 용산구 한강로2가 191,N,26,3020000-206-2015-00012,3020000,"서울특별시 용산구 한강대로 92, 1층 (한강로2가)",04386,01,영업/정상,건물위생관리업,043-258-2233,0,4,0,4
7,임대,1,서운에스엠(주),건물위생관리업,,,,,205198.708251778,451031.626755333,2026-04-09 03:03:03,U,01,영업,,2026-04-08 17:19:49,2006-01-11,211.40,133-847,서울특별시 성동구 용답동 228-13 지상6층,N,,3030000-206-2006-00002,3030000,"서울특별시 성동구 자동차시장1길 17 (용답동,지상6층)",04808,01,영업/정상,건물위생관리업,,6,0,6,0
2,,0,서울광역자활청소협동조합,건물위생관리업,2026-04-09,,,,188868.78715669,449386.014108408,2026-04-10 03:03:03,U,02,폐업,0,2026-04-09 15:44:29,2017-03-29,30.99,158-808,서울특별시 양천구 목동 514-18 어바니엘,N,0,3140000-206-2017-00017,3140000,"서울특별시 양천구 공항대로 630, 3층 305호 (목동, 어바니엘)",07968,03,폐업,건물위생관리업,,0,0,0,0
1,,0,세진종합공사,건물위생관리업,2026-04-09,,,,202155.401317068,459411.940883021,2026-04-10 03:03:03,U,02,폐업,0,2026-04-09 16:28:10,2022-04-14,36.90,142-867,서울특별시 강북구 번동 446-13 가든타워빌딩,N,0,3080000-206-2022-00010,3080000,"서울특별시 강북구 도봉로 328, 가든타워빌딩 9층 905호 (번동)",01062,03,폐업,건물위생관리업,02-955-7771,0,0,0,0
0,임대,0,주식회사 세진기업,건물위생관리업,,,,,185222.73244302,447665.545654592,2026-04-09 03:03:03,U,01,영업,,2026-04-08 14:37:17,2010-10-14,20.00,158-827,서울특별시 양천구 신월동 128 신월프라자 305호,N,6,3140000-206-2010-00006,3140000,"서울특별시 양천구 곰달래로5길 17, 신월프라자 3층 305호 (신월동)",07921,01,영업/정상,건물위생관리업,02-2692-6111,3,0,3,0
4,임대,0,명성종합위생,건물위생관리업,,,,,186082.175714046,446378.049578238,2026-04-09 03:03:03,U,01,영업,,2026-04-08 13:24:17,2013-01-31,69.61,158-840,서울특별시 양천구 신월동 535-7 로즈그린타운 305호,N,,3140000-206-2013-00013,3140000,"서울특별시 양천구 신월로 185, 3층 305호 (신월동, 로즈그린타운)",08030,01,영업/정상,건물위생관리업,02-6406-3066,1,0,0,0
0,,0,(주)재훈이엔씨,건물위생관리업,2026-04-07,,,,202341.516498899,457231.232803655,2026-04-08 03:03:03,U,02,폐업,0,2026-04-07 16:46:25,2024-11-06,89.25,142-815,서울특별시 강북구 미아동 373-54 대오빌딩,N,0,3080000-206-2024-00009,3080000,"서울특별시 강북구 솔샘로 315, 대오빌딩 301호 (미아동)",01179,03,폐업,건물위생관리업,02-981-9812,0,0,0,0
0,임대,0,(주)모범,건물위생관리업,,,,,193156.561270858,457559.907742276,2026-04-14 03:03:03,U,01,영업,15,2026-04-13 14:34:24,2013-05-02,13.00,122-860,서울특별시 은평구 불광동 310-81 2층 201호호,N,10,3110000-206-2013-00005,3110000,"서울특별시 은평구 연서로31길 3, 2층 201호 (불광동)",03345,01,영업/정상,건물위생관리업,02-556-8156,2,0,2,0
0,임대,0,(주)신명비에스,건물위생관리업,2026-04-01,,,,187592.158983409,450445.873978296,2026-04-07 03:03:03,U,02,폐업,0,2026-04-06 15:13:53,2020-09-23,13.20,157-839,서울특별시 강서구 등촌동 636-7 영은빌딩 6층 2호,N,1,3150000-206-2020-00023,3150000,"서울특별시 강서구 양천로62길 35, 영은빌딩 6층 2호 (등촌동)",07565,03,폐업,건물위생관리업,02-2658-1701,6,,6,
0,,0,주식회사 신용,건물위생관리업,,,,,211198.955877781,439998.898711333,2026-04-07 03:03:03,U,01,영업,,2026-04-06 15:25:16,2007-11-19,129.37,461-831,경기도 성남시 수정구 복정동 664-14 1층,N,,3790000-206-2007-00009,3780000,"경기도 성남시 수정구 성남대로1480번길 11, 1층 (복정동)",13112,01,영업/정상,건물위생관리업,031-722-3578,1,0,1,0
,,,(주)윈피앤에스,건물위생관리업,,,,,198296.228869176,450773.596976541,2026-04-14 03:03:03,U,01,영업,,2026-04-13 15:05:11,2003-05-23,198.00,100-875,서울특별시 중구 회현동1가 203,N,,3010000-206-2003-00024,3010000,서울특별시 중구 소공로 51 (회현동1가),04632,01,영업/정상,건물위생관리업,02-460-3001,,,,
0,,0,현대프라퍼티(주),건물위생관리업,,,,,199976.765493088,452526.527263312,2026-04-08 03:03:03,U,01,영업,1,2026-04-07 13:31:14,2016-08-24,754.14,110-754,서울특별시 종로구 연지동 1-7 현대그룹빌딩 동관,N,2,3000000-206-2016-00010,3000000,"서울특별시 종로구 율곡로 194, 현대그룹빌딩 동관 3층 (연지동)",03127,01,영업/정상,건물위생관리업,02-3782-6825,2,,2,
0,,0,(주)필씨엔에스,건물위생관리업,,,,,201169.222981659,454397.181151468,2026-04-14 03:03:03,U,01,영업,,2026-04-13 16:06:05,2012-09-28,51.59,136-035,서울특별시 성북구 동소문동5가 15 성신여대역솔하임,N,,3070000-206-2012-00003,3070000,"서울특별시 성북구 보문로40길 11, 5층 504호 (동소문동5가, 성신여대역솔하임)",02846,01,영업/정상,건물위생관리업,,4,,4,
0,,0,주식회사 써클원시큐리티시스템,건물위생관리업,,,,,195417.588774613,426783.786752051,2026-04-10 03:03:03,U,01,영업,0,2026-04-09 16:14:48,2017-06-22,87.78,435-871,경기도 군포시 당정동 1015-2 아르떼하우스 이동 202호,N,0,4020000-206-2017-00010,4020000,"경기도 군포시 당정역로76번길 3, 이동 202호 (당정동, 아르떼하우스)",15851,01,영업/정상,건물위생관리업,070-4843-3730,2,0,2,0
0,임대,0,에코빌드케어 주식회사,건물위생관리업,,,,,206443.627933074,458154.361082014,2026-04-09 03:03:03,U,01,영업,0,2026-04-08 13:33:15,2026-03-16,43.00,139-240,서울특별시 노원구 공릉동 395-11,N,0,3100000-206-2026-00002,3100000,"서울특별시 노원구 동일로192길 10, 402호 (공릉동)",01842,01,영업/정상,건물위생관리업,,,,,
0,,0,(주)한국위생연구소,건물위생관리업,2026-04-10,,,,198539.123953821,443301.997702229,2026-04-11 03:03:03,U,02,폐업,0,2026-04-10 11:21:18,2020-10-15,60.00,137-830,서울특별시 서초구 방배동 787-1 201호,N,0,3210000-206-2020-00026,3210000,"서울특별시 서초구 동광로3길 21, 2층 201호 (방배동)",06560,03,폐업,건물위생관리업,02-2231-3238,,1,,1
0,,0,에이치디씨랩스(주),건물위생관리업,,,,,201864.087555234,442677.761035486,2026-04-11 03:03:03,U,01,영업,,2026-04-10 13:43:32,2021-12-22,413.92,137-865,서울특별시 서초구 서초동 1439-2 HDC랩스타워 5층,N,,3210000-206-2021-00017,3210000,"서울특별시 서초구 효령로 346, HDC랩스타워 5층 (서초동)",06722,01,영업/정상,건물위생관리업,,0,0,0,0
3,임대,1,주식회사 라셋,건물위생관리업,,,,,203120.866692148,444313.008610517,2026-04-10 03:03:03,U,01,영업,1,2026-04-09 15:35:30,2015-07-13,110.69,135-981,서울특별시 강남구 역삼동 642-19 역삼하이츠빌딩,N,5,3220000-206-2015-00032,3220000,"서울특별시 강남구 테헤란로 151, 역삼하이츠빌딩 8층 7.8.9호 (역삼동)",06132,01,영업/정상,건물위생관리업,02-424-0627,3,0,3,0
0,,0,대성하우징,건물위생관리업,2026-04-10,,,,202837.709043478,444860.241103473,2026-04-11 03:03:03,U,02,폐업,0,2026-04-10 09:48:15,2016-12-21,49.60,135-907,서울특별시 강남구 역삼동 605-10,N,0,3220000-206-2016-00033,3220000,"서울특별시 강남구 봉은사로24길 13, 지상1층 101호 (역삼동)",06125,03,폐업,건물위생관리업,02-6403-4647,,,,
0,,0,메인청소써비스,건물위생관리업,,,,,191226.287379467,437914.06299827,2026-04-14 03:03:03,U,01,영업,0,2026-04-13 11:24:20,2021-03-04,24.84,153-755,서울특별시 금천구 시흥동 984 시흥유통상가,N,1,3170000-206-2021-00003,3170000,"서울특별시 금천구 시흥대로 97, 시흥유통상가 7동 128호 (시흥동)",08639,01,영업/정상,건물위생관리업,02-804-8881,3,,3,
,,,에이원엔지니어링,건물위생관리업,2026-04-07,,,,207325.511224847,445415.042869266,2026-04-08 03:03:03,U,02,폐업,,2026-04-07 16:49:10,2003-02-27,23.78,138-861,서울특별시 송파구 잠실동 183-12 NS파인트리,N,,3230000-206-2003-00044,3230000,"서울특별시 송파구 백제고분로7길 41, 6층 610호 (잠실동, NS파인트리)",05558,03,폐업,건물위생관리업,02-412-9560,,,,
11,,,동원안전시스템(주),건물위생관리업,,,,,204935.493033357,445063.256199694,2026-04-09 03:03:03,U,01,영업,,2026-04-08 13:26:00,1999-03-19,79.03,135-880,서울특별시 강남구 삼성동 157-3 LG트윈텔2,N,,3220000-206-1999-03039,3220000,"서울특별시 강남구 삼성로 508, LG트윈텔2 1712호 (삼성동)",06168,01,영업/정상,건물위생관리업,02-0555-6460,,,11,
1,,0,(주)동우텍,건물위생관리업,2026-04-10,,,,208632.57484969,440475.774156274,2026-04-11 03:03:03,U,02,폐업,0,2026-04-10 14:04:23,2024-08-22,47.88,135-190,서울특별시 강남구 세곡동 608 어반클라인세곡,N,0,3220000-206-2024-00015,3220000,"서울특별시 강남구 헌릉로569길 39-4, 어반클라인세곡 1층 (세곡동)",06376,03,폐업,건물위생관리업,042-934-9407,,,,
0,,0,주식회사 성진리얼코,건물위생관리업,,,,,205508.548760018,444971.976794426,2026-04-08 03:03:03,U,01,영업,0,2026-04-07 16:40:46,2025-07-16,89.22,135-846,서울특별시 강남구 대치동 947-2 신아빌딩,N,0,3220000-206-2025-00016,3220000,"서울특별시 강남구 테헤란로98길 23, 신아빌딩 4층 (대치동)",06182,01,영업/정상,건물위생관리업,,,,,
5,,0,주식회사 와이제이브릿지,건물위생관리업,,,,,202539.451001168,445513.939462178,2026-04-09 03:03:03,U,01,영업,0,2026-04-08 12:24:40,2025-08-29,26.00,135-824,서울특별시 강남구 논현동 132-11,N,0,3220000-206-2025-00019,3220000,"서울특별시 강남구 학동로24길 23, 5층 501호 (논현동)",06112,01,영업/정상,건물위생관리업,02-796-4575,,,,
0,,0,럭키크린,건물위생관리업,2026-04-07,,,,170736.195342085,447227.476516139,2026-04-08 03:03:03,U,02,폐업,0,2026-04-07 15:14:43,2022-03-24,10.00,404-230,인천광역시 서구 가정동 619-3 대건프라자 802일부호,N,0,3560000-206-2022-00004,3560000,"인천광역시 서구 염곡로 472, 대건프라자 802 일부호 (가정동)",22883,03,폐업,건물위생관리업,,,,,
0,,0,더그린 종합 서비스,건물위생관리업,,,,,171582.904300544,439879.548598189,2026-04-14 03:03:03,U,01,영업,0,2026-04-13 14:00:51,2025-12-30,10.00,,인천광역시 미추홀구 주안동 206-10 영빌딩,N,0,3510500-206-2025-00015,3510500,"인천광역시 미추홀구 석바위로 58-1, 영빌딩 714호 (주안동)",22139,01,영업/정상,건물위생관리업,,7,0,0,0
,,,주식회사 진성솔루션,건물위생관리업,2026-04-13,,,,173508.867652248,441146.244782639,2026-04-14 03:03:03,U,02,폐업,,2026-04-13 13:38:07,2024-11-14,50.00,403-848,인천광역시 부평구 십정동 402-30 2층 일부호,N,,3540000-206-2024-00015,3540000,"인천광역시 부평구 열우물로 42-6, 2층 일부호 (십정동)",21445,03,폐업,건물위생관리업,,,,,
0,임대,0,주식회사 미담하우징케어,건물위생관리업,2026-04-13,,,,176373.246167274,433332.066819728,2026-04-14 03:03:03,U,02,폐업,0,2026-04-13 14:49:19,2021-04-06,104.39,405-825,인천광역시 남동구 논현동 671-1,N,0,3530000-206-2021-00006,3530000,"인천광역시 남동구 앵고개로 928, 6층 603호 (논현동)",21673,03,폐업,건물위생관리업,,0,0,0,0
0,,0,주식회사 더굿셀컴퍼니,건물위생관리업,,,,,154378.141902035,471819.364242807,2026-04-14 03:03:03,U,01,영업,0,2026-04-13 14:32:15,2023-02-02,13.00,417-807,인천광역시 강화군 강화읍 신문리 205-5 중앙시장,N,0,3570000-206-2023-00003,3570000,"인천광역시 강화군 강화읍 강화대로 429, 중앙시장 A동 가 5호",23033,01,영업/정상,건물위생관리업,,1,,1,
4,,1,사회적협동조합 한국클린쿱,건물위생관리업,,,,,201322.167360331,418309.432794457,2026-04-09 03:03:03,U,01,영업,0,2026-04-08 15:35:58,2022-12-01,16.40,442-844,경기도 수원시 팔달구 매교동 161 매교종합상가,N,,3770000-206-2022-00009,3740000,"경기도 수원시 팔달구 정조로 651, 매교종합상가 1동 2층 243호 (매교동)",16467,01,영업/정상,건물위생관리업,,2,0,2,0
2,,1,(주)피코,건물위생관리업,2026-04-06,,,,203169.612300166,419361.003345846,2026-04-07 03:03:03,U,02,폐업,0,2026-04-06 10:51:00,2024-01-04,51.00,442-826,경기도 수원시 팔달구 인계동 163 선경아파트,N,6,3770000-206-2024-00001,3740000,"경기도 수원시 팔달구 권광로317번길 12, 상가동 2층 201호 (인계동, 선경아파트)",16485,03,폐업,건물위생관리업,031-213-4115,2,0,2,0
