건축연면적,건물용도명,사업장명,회의실별동시수용인원,폐업일자,자본금,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,영문상호주소,영문상호명,제작취급품목내용,시설면적,시설규모,지상층수,객실수,보험시작일자,보험종료일자,보험기관명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,좌석수,무대면적,주변환경명,기념품종류,휴업시작일자,휴업종료일자,소재지전화번호,총층수,관광숙박업상세명,지하층수,선박척수,선박제원,선박총톤수
,,룩앤스테이,,,,193031.771142009,450456.462818787,,관광숙박업,2026-04-09 22:11:29,I,13,영업중,HOSTEL BUSINESS,LOOK N STAY,,,,,6,,,,2026-04-08 13:25:58,,2026-04-07,,서울특별시 마포구 동교동 161-10,CDFI2260032026000008,3130000,근린상업지역,"서울특별시 마포구 월드컵북로2길 19, 8층 (동교동)",03995,01,영업/정상,,,,,,,,,호스텔업,,,,
,숙박시설,루프서울 논현점,,,10500000000,202671.352388826,445108.556361762,,관광숙박업,2026-04-09 22:08:44,I,13,영업중,,,,802.74,803,6,,,,,2026-04-08 19:47:09,,2026-04-08,,서울특별시 강남구 논현동 190-21,CDFI2260032026000007,3220000,주거지역,서울특별시 강남구 논현로113길 28 (논현동),06122,01,영업/정상,,,주택가주변,,,,,7,호스텔업,1,,,
,,하우스다 종각,,,200000000,198816.493844918,451913.950189702,,관광숙박업,2026-04-14 22:38:51,I,13,영업중,Tourist Accommodation Business(Hostel),House Da Jonggak,,221.32,221,,,,,,2026-04-13 09:28:13,,2026-04-13,,서울특별시 종로구 관철동 7-1,CDFI2260032026000028,3000000,,"서울특별시 종로구 삼일대로 391, 5층 (관철동)",03190,01,영업/정상,,,,,,,,,호스텔업,,,,
,,나애집,,,200000000,198816.493844918,451913.950189702,,관광숙박업,2026-04-14 22:38:51,I,13,영업중,Tourist Accommodation Business(Hostel),Nae Jip,,110.31,110,,,,,,2026-04-13 09:28:50,,2026-04-13,,서울특별시 종로구 관철동 7-1,CDFI2260032026000029,3000000,,"서울특별시 종로구 삼일대로 391, 6층 (관철동)",03190,01,영업/정상,,,,,,,,,호스텔업,,,,
731,근린생활시설,호텔 앳 강남 서울,,,156588500,201810.70789544,444825.576398283,,관광숙박업,2026-04-09 03:03:03,U,13,영업중,,,,277.37,277,5,36,,,,2026-04-08 13:04:15,,2026-03-13,,서울특별시 서초구 반포동 733-13,CDFI2260032026000001,3210000,일반주거지역,서울특별시 서초구 사평대로53길 27-6 (반포동),06540,01,영업/정상,,,주택가주변,,,,,5,호스텔업,1,,,
,호텔,호텔 포코 성수,,,,204971.645551467,449023.019693526,,관광숙박업,2026-04-08 22:08:41,I,13,영업중,,,,3177.53,3178,11,,,,,2026-04-07 17:14:01,,2026-04-07,,서울특별시 성동구 성수동2가 317-5 호텔포코(HOTEL POCO),CDFI2260032026000003,3030000,준공업지역,"서울특별시 성동구 성수이로 96, 호텔포코(HOTEL POCO) (성수동2가)",04783,01,영업/정상,,,기타,,,,02-462-9610,11,관광호텔업,2,,,
,숙박시설,쉼 스테이,,,,195229.94,431934.37,,관광숙박업,2026-04-08 21:38:41,I,13,영업중,,,,459.21,459,3,,,,,2026-04-07 17:05:47,,2026-04-07,,경기도 안양시 동안구 호계동 903-3,CDFI2260032026000001,3830000,준주거지역,"경기도 안양시 동안구 경수대로 773, 4~6층 (호계동)",14041,01,영업/정상,,,,,,,,3,호스텔업,,,,
,숙박시설,NANA HOSTEL jonggak,,,150000000,198525.851210964,451909.692402004,,관광숙박업,2026-04-10 22:38:50,I,13,영업중,Tourist Accommodation Business(Hostel),NANA HOSTEL jonggak,,178.52,179,4,,,,,2026-04-09 14:59:55,,2026-04-08,,서울특별시 종로구 관철동 43-1,CDFI2260032026000024,3000000,,"서울특별시 종로구 종로8길 13, 3, 4층 (관철동)",03189,01,영업/정상,,,,,,,,4,호스텔업,,,,
,,클리프(빌라모자이크),,,,243128.540744173,466420.89430651,,관광숙박업,2026-04-11 03:03:03,U,13,영업중,,,,,,,2,,,,2026-04-10 09:09:30,,2026-03-20,,경기도 가평군 설악면 사룡리 180-17,CDFI2260032026000005,4160000,,경기도 가평군 설악면 자잠로 286-17,12460,01,영업/정상,,,,,,,,,호스텔업,,,,
,숙박시설,스테이아른,,,20000000,204013.316305226,444912.271012721,,관광숙박업,2026-04-10 22:08:41,I,13,영업중,,,,233.47,233,2,,,,,2026-04-09 18:46:25,,2026-04-08,,서울특별시 강남구 역삼동 695-27,CDFI2260032026000008,3220000,주거지역,서울특별시 강남구 테헤란로55길 34 (역삼동),06149,01,영업/정상,,,주택가주변,,,,,3,호스텔업,1,,,
,,호스텔 모어 댄 스테이,,,150000000,201586.944711846,451675.882155756,,관광숙박업,2026-04-11 22:38:52,I,13,영업중,,,,213.52,214,3,,,,,2026-04-10 13:55:42,,2026-04-10,,서울특별시 중구 황학동 234,CDFI2260032026000026,3010000,,서울특별시 중구 퇴계로83길 34-5 (황학동),04576,01,영업/정상,,,,,,,,,호스텔업,1,,,
