사업장명,폐업일자,좌표X,좌표Y,민원종류명,데이터갱신시점,데이터갱신구분,지정일자,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
씨유 일산벨라씨타 1호점,2026-04-10,181637.189249099,460029.013400211,제7조의3제3항에따른경우,2026-04-11 03:03:03,U,2019-04-23,2,폐업처리,2026-04-10 15:56:21,,2019-04-23,,경기도 고양시 일산동구 백석동 1237번지 일산요진와이시티,2019396012805600027,3940000,"경기도 고양시 일산동구 강송로 33, 1층 A-1101호 (백석동, 일산요진와이시티)",10450,03,폐업,,,031-849-6697
씨에스편의점 은계호수점,2026-04-10,182706.048389493,438015.146514746,제7조의3제2항에따른경우,2026-04-11 03:03:03,U,2021-06-30,2,폐업처리,2026-04-10 17:45:15,,2021-06-30,,경기도 시흥시 은행동 608-13 라끄뷰,2021401031705600079,4010000,"경기도 시흥시 은계중앙로 220, 라끄뷰 101호 (은행동)",14923,03,폐업,,,
(주)도농리테일 문정아이파크점,,,,제7조의3제3항에따른경우,2026-04-09 03:03:03,U,2018-09-11,3,직권취소,2026-04-08 18:51:40,2026-04-08,2018-09-11,,서울특별시 송파구 문정동 652번지 5호 문정아이파크,2018323025705600096,3230000,"서울특별시 송파구 법원로4길 6, 문정아이파크 지하1층 103에서115호 (문정동)",05855,04,취소/말소/만료/정지/중지,,,
세븐일레븐 송내투나점,,178293.171843054,442988.573692305,제7조의3제3항에따른경우,2026-04-08 03:03:03,U,2019-01-02,0,정상영업,2026-04-07 15:30:16,,2019-01-02,,경기도 부천시 원미구 상동 461번지 투나쇼핑센타,2019386049105600002,3860000,"경기도 부천시 원미구 부일로 223, 투나쇼핑센타 1층 3호 (상동)",14623,01,영업/정상,,,
(주)코리아세븐 의정부시티점,,203786.909396671,470757.590621572,제7조의3제2항에따른경우,2026-04-09 03:03:03,U,2015-04-14,0,정상영업,2026-04-08 15:31:17,,2015-04-14,,경기도 의정부시 의정부동 440-51,2015382017905600049,3820000,"경기도 의정부시 신흥로258번길 7, 1층 (의정부동)",11670,01,영업/정상,,,
이마트에브리데이 광교점,2026-04-06,205021.861974461,420685.357031087,제7조의3제2항에따른경우,2026-04-07 03:03:03,U,2024-07-22,2,폐업처리,2026-04-06 14:11:27,,2024-07-22,,경기도 수원시 영통구 이의동 1335 아이플렉스,2024561001805600025,3740000,"경기도 수원시 영통구 센트럴타운로 15, 125-137호 (이의동, 아이플렉스)",16508,03,폐업,,,031-216-5386
맨하탄슈퍼,2026-04-13,168736.402480862,441644.115245595,2009년11월법개정전자료,2026-04-14 03:03:03,U,2003-11-20,2,폐업처리,2026-04-13 14:20:34,,2003-11-20,,인천광역시 동구 송림동 125번지 23  호,2003350000905600061,3500000,인천광역시 동구 송림로 114 (송림동),,03,폐업,,,032-766-4004
씨유일산벨라씨타2호점,2026-04-08,181637.189249099,460029.013400211,제7조의3제3항에따른경우,2026-04-09 03:03:03,U,2024-04-12,2,폐업처리,2026-04-08 14:28:00,,2024-04-12,,경기도 고양시 일산동구 백석동 1237 일산 요진 와이시티,2024396012805600012,3940000,"경기도 고양시 일산동구 강송로 33, 1층 A-1122호 (백석동, 일산 요진 와이시티)",10450,03,폐업,,,
한국유통 성덕점,,211048.162056545,437830.631135756,2009년11월법개정전자료,2026-04-14 03:03:03,U,2001-01-31,0,정상영업,2026-04-13 10:35:58,,2001-01-31,,경기도 성남시 수정구 태평동 7168-4,1998379000005600052,3780000,경기도 성남시 수정구 모란로 107 (태평동),13111,01,영업/정상,,,031-751-2612
에코이앤씨,,189538.020935968,441982.427934953,제7조의3제2항에따른경우,2026-04-08 03:03:03,U,2014-12-02,0,정상영업,2026-04-07 10:58:38,,2014-12-02,153-786,서울특별시 금천구 가산동 371번지 28호,2014317014205600083,3170000,"서울특별시 금천구 가산디지털1로 168, A동 128호 (가산동, 우림라이온스밸리)",,01,영업/정상,,,
