사업장명,사업자등록번호,종별명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,배출시설연간가동일수,배출시설조업시간,환경업무구분명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,주생산품명,방지시설연간가동일수,방지시설조업시간,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,업종구분명
웨스트 코스트,3860702819,5종,도장및기타피막처리업,2026-04-09,170752.077354571,443556.334261595,2026-04-10 03:03:03,U,4,폐쇄,240,4,대기배출업소관리,2026-04-09 11:23:05,2024-07-01,,인천광역시 서구 가좌동 146-1,356000021202400014,3560000,,240,,인천광역시 서구 가정로97번길 12 (가좌동),22835,,04,취소/말소/만료/정지/중지,,,,도장및기타피막처리업
대진기업,1371628878,5종,,,170269.67361723,443312.684279994,2026-04-08 03:03:03,U,11,영업,0,0,대기배출업소관리,2026-04-07 17:43:08,2001-09-25,,인천광역시 서구 가좌동 173-67,356000021200102887,3560000,,0,,인천광역시 서구 염곡로 73 (가좌동),,,01,영업/정상,,,,
(주)다온이엔텍,8528101530,5종,폐기물 처리업,,166856.314378071,453252.11218413,2026-04-11 03:03:03,U,11,영업,,,대기배출업소관리,2026-04-10 10:12:01,2020-02-25,,인천광역시 서구 오류동 1500-5,356000021202000010,3560000,,300,,인천광역시 서구 길무로 215 (오류동),22668,,01,영업/정상,,,,폐기물 처리업
동부자동차공업사,1310853258,4종,자동차 수리 및 세차업,,172154.726859632,441103.192981701,2026-04-11 03:03:03,U,11,영업,,,대기배출업소관리,2026-04-10 16:58:49,2011-11-14,,인천광역시 남동구 간석동 616-87,353000021201100012,3530000,,,,인천광역시 남동구 방축로 394 (간석동),,,01,영업/정상,,,,자동차 수리 및 세차업
비케이리메탈(주),1318657233,5종,지정 폐기물 처리업,,174918.439704588,432325.581153445,2026-04-11 03:03:03,U,11,영업,,,대기배출업소관리,2026-04-10 17:03:52,2021-01-29,,인천광역시 남동구 고잔동 389-7,353000021202100002,3530000,,300,,인천광역시 남동구 고잔로 45-1 (고잔동),21678,,01,영업/정상,,,032-715-5205,지정 폐기물 처리업
월드메탈,1370548510,5종,도금업,,169056.243540022,444770.477197202,2026-04-09 03:03:03,U,11,영업,0,0,대기배출업소관리,2026-04-08 09:41:23,2001-09-10,,인천광역시 서구 석남동 223-225,356000021200102878,3560000,,0,,인천광역시 서구 건지로97번길 33-29 (석남동),,,01,영업/정상,,,032-584-2111,도금업
(주)반석하이테크,1328801003,4종,도금업,,172668.14259584,441714.957852778,2026-04-14 03:03:03,U,11,영업,300,20,대기배출업소관리,2026-04-13 13:54:37,2005-04-04,,인천광역시 부평구 십정동 120-1,354000021199500388,3540000,,300,,인천광역시 부평구 백범로578번길 65 (십정동),21448,,01,영업/정상,,,032-583-8772,도금업
(주)대진표면처리약품,1228182785,5종,도금업,,172668.14259584,441714.957852778,2026-04-11 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-10 17:44:39,1995-02-15,,인천광역시 부평구 십정동 120-1,354000021199500391,3540000,,300,,인천광역시 부평구 백범로578번길 65 (십정동),21448,,01,영업/정상,,,032-0578-0603,도금업
(주)삼송글로벌,5298600451,5종,기타 건축용 나무제품 제조업,,168364.436252397,444227.2136774,2026-04-10 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-09 13:43:06,2017-07-27,,,356000021201700056,3560000,,300,,인천광역시 서구 건지로 13 (석남동),22769,,01,영업/정상,,,,기타 건축용 나무제품 제조업
스페셜휠복원,4060494999,5종,자동차 재제조 부품 제조업,,170269.885898766,442897.710465501,2026-04-10 03:03:03,U,11,영업,,,대기배출업소관리,2026-04-09 11:52:21,2025-09-10,,인천광역시 서구 가좌동 585-47,356000021202500022,3560000,,,,인천광역시 서구 염곡로 32 (가좌동),22839,,01,영업/정상,,,032-572-8246,자동차 재제조 부품 제조업
현대자동차정비공업사,1041797085,5종,자동차 종합 수리업,,198931.112930578,416834.584444616,2026-04-09 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-08 11:36:14,1994-08-19,,경기도 수원시 권선구 고색동 21-7,376000021199400020,3740000,,300,,경기도 수원시 권선구 평동로 10 (고색동),,,01,영업/정상,,,031-292-6741,자동차 종합 수리업
주식회사 탑모터스,4418100704,5종,자동차 종합 수리업,,199251.289789489,416803.573722543,2026-04-07 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-06 09:41:39,2008-06-03,,경기도 수원시 권선구 고색동 186-26,376000021200800003,3740000,,300,,경기도 수원시 권선구 매송고색로 808-1 (고색동),,,01,영업/정상,,,031-298-8683,자동차 종합 수리업
해양불한증막사우나,1927700693,4종,"미용, 욕탕 및 유사 서비스업",,203141.608646505,470456.231476861,2026-04-10 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-09 15:11:15,2015-12-09,,경기도 의정부시 의정부동 523-8,382000021201500013,3820000,,300,,경기도 의정부시 의정로40번길 21 (의정부동),11624,,01,영업/정상,,,031-826-7700,"미용, 욕탕 및 유사 서비스업"
대영자동차공업사,1274639282,5종,자동차 종합 수리업,,201434.482770576,472507.314414049,2026-04-11 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-10 09:46:45,2007-01-05,,경기도 의정부시 가능동 427-1,382000021200700001,3820000,,300,,경기도 의정부시 입석로 79 (가능동),11601,,01,영업/정상,,,031-876-4982,자동차 종합 수리업
(주)하나자동차공업사,1248616971,5종,,,205656.152943657,417411.604134359,2026-04-09 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-08 18:23:44,2012-06-11,,경기도 수원시 영통구 원천동 410-2,374000021201200007,3740000,,300,,"경기도 수원시 영통구 매영로 252 (원천동, (주)하나자동차공업사)",16675,,01,영업/정상,,,031-216-4118,
(주)엘엠에스,2148629653,5종,광학렌즈 및 광학요소 제조업,,197492.952676142,432600.925880125,2026-04-08 03:03:03,U,11,영업,,,대기배출업소관리,2026-04-07 08:34:31,2020-04-14,,경기도 안양시 동안구 관양동 908-5,383000021202000005,3830000,,240,,경기도 안양시 동안구 흥안대로 457-56 (관양동),14058,,01,영업/정상,,,031-421-2345,광학렌즈 및 광학요소 제조업
지엘파마(주),1238114470,5종,,,,,2026-04-09 03:03:03,U,11,영업,150,8,대기배출업소관리,2026-04-08 16:29:31,2004-06-24,,경기도 안양시 만안구 안양동 218-7,383000021200100210,3830000,,150,,경기도 안양시 만안구 시민대로 35 (안양동),,,01,영업/정상,,,031-443-3922,
(주)더유영모터스,5558704278,5종,자동차 종합 수리업,,180545.004658285,446632.609847626,2026-04-09 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-08 11:19:57,2010-12-02,,경기도 부천시 오정구 내동 187-2,386000021201000056,3860000,,300,,"경기도 부천시 오정구 부천로419번길 66, 1층 (내동)",14453,,01,영업/정상,,,032-674-2898,자동차 종합 수리업
디케이알텍주식회사,3908500763,5종,합성수지 및 기타 플라스틱물질 제조업,2026-04-09,180478.916808346,445841.92990733,2026-04-10 03:03:03,U,4,폐쇄,300,20,대기배출업소관리,2026-04-09 16:11:57,2019-07-30,,경기도 부천시 원미구 도당동 169-8,386000021201900023,3860000,청소용파이프,300,,"경기도 부천시 원미구 옥산로 235, 1,2호 (도당동)",14519,,04,취소/말소/만료/정지/중지,,,032-672-4022,합성수지 및 기타 플라스틱물질 제조업
(주)일흥엔터프라이즈,1308172105,5종,기타 제철 및 제강업,,179073.397691998,446333.543882891,2026-04-11 03:03:03,U,11,영업,260,16,대기배출업소관리,2026-04-10 14:06:29,2012-05-24,,경기도 부천시 오정구 삼정동 365 부천테크노파크3단지 302동 302호,386000021201200022,3860000,전선,260,,경기도 부천시 오정구 석천로 345 (삼정동),14501,,01,영업/정상,,,,기타 제철 및 제강업
동광알루,8500402115,5종,그외 기타 금속가공업,2026-04-09,179764.3925,446719.5525,2026-04-10 03:03:03,U,4,폐쇄,365,24,대기배출업소관리,2026-04-09 16:17:20,2021-04-05,,경기도 부천시 오정구 삼정동 219,386000021202100006,3860000,알루미늄PIPE,365,,"경기도 부천시 오정구 신흥로437번길 69, 1층 (삼정동)",14451,,04,취소/말소/만료/정지/중지,,,032-672-4022,그외 기타 금속가공업
(주)형제자동차정비,1348681237,5종,자동차 종합 수리업,,186628.804808333,426238.410127816,2026-04-11 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-10 11:33:16,1992-07-03,,경기도 안산시 상록구 월피동 483-5,393000021199200038,3930000,,300,,경기도 안산시 상록구 안산천서로6길 6 (월피동),,,01,영업/정상,,,031-405-5454,자동차 종합 수리업
쌍용레미콘(주)부천사업소,1308552956,4종,레미콘 제조업,,179436.463100817,447354.588914596,2026-04-07 03:03:03,U,11,영업,300,10,대기배출업소관리,2026-04-06 09:54:13,2003-10-29,,경기도 부천시 오정구 삼정동 60-9,386000021198400035,3860000,레미콘제조,300,,경기도 부천시 오정구 석천로 465 (삼정동),,,01,영업/정상,,,032-677-4254,레미콘 제조업
(주)에스엘테크,5948803591,5종,,,207087.88006256,392774.698359816,2026-04-10 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-09 08:05:00,2018-05-16,,경기도 평택시 모곡동 440,391000021201800025,3910000,,300,,"경기도 평택시 산단로 92, 디동 (모곡동)",17745,,01,영업/정상,,,,
(주)키프로토,1258627447,4종,자동차용 신품 조향장치 및 현가장치 제조업,,193913.636739445,395474.453402138,2026-04-08 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-07 10:16:35,2018-07-24,,경기도 평택시 청북읍 고렴리 527-13,391000021201800033,3910000,,300,,경기도 평택시 청북읍 고렴길 165,17794,,01,영업/정상,,,031-686-5851,자동차용 신품 조향장치 및 현가장치 제조업
(주)대부일심1급자동차,3913300068,5종,자동차 수리업,,163112.24596381,417507.81101223,2026-04-09 03:03:03,U,11,영업,20,8,대기배출업소관리,2026-04-08 09:01:34,2007-03-23,,경기도 안산시 단원구 대부북동 23-2,393000021200700001,3930000,자동차수리,20,,경기도 안산시 단원구 대부황금로 1104 (대부북동),,,01,영업/정상,,,032-886-2727,자동차 수리업
메카닉모터스,1342318200,5종,자동차 종합 수리업,,188952.979852933,421095.313703826,2026-04-10 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-09 14:54:52,2007-07-03,,경기도 안산시 상록구 본오동 729-6,393000021200700004,3930000,,300,,경기도 안산시 상록구 오목로13길 3 (본오동),,,01,영업/정상,,,031-409-1793,자동차 종합 수리업
(주)오성앤센스락,4218701532,5종,자동차 종합 수리업,,186330.055094857,419730.764717816,2026-04-10 03:03:03,U,11,영업,300,3,대기배출업소관리,2026-04-09 15:08:31,2008-01-28,,경기도 안산시 상록구 사동 1494,393000021200800001,3930000,,300,,경기도 안산시 상록구 선진안길 53 (사동),,,01,영업/정상,,,031-407-9663,자동차 종합 수리업
(주)동양피엘티,1248604378,5종,,,207954.510109364,398593.864482593,2026-04-10 03:03:03,U,11,영업,288,8,대기배출업소관리,2026-04-09 15:22:50,2024-11-15,,경기도 평택시 진위면 마산리 455-6,391000021202400030,3910000,,288,,경기도 평택시 진위면 삼남로 745-34,17718,,01,영업/정상,,,031-376-8881,
주식회사 동승호텔앤리조트,5118111670,4종,,,203926.209837514,391338.213013292,2026-04-07 03:03:03,U,11,영업,365,8,대기배출업소관리,2026-04-06 10:52:41,2024-07-22,,경기도 평택시 고덕면 방축리 386-8,391000021202400019,3910000,,365,,경기도 평택시 고덕면 효덕새싹길 120-51,17821,,01,영업/정상,,,031-6190-8322,
(주)영일프레시젼,1198160562,4종,그 외 기타 전자 부품 제조업,,180951.37395196,422282.696977617,2026-04-09 03:03:03,U,11,영업,,,대기배출업소관리,2026-04-08 17:37:17,2024-12-03,,경기도 안산시 단원구 원시동 736-3 (주)영일프레시젼,393000021202400043,3930000,방열판 등,300,,경기도 안산시 단원구 산단로67번길 4 (주)영일프레시젼 (원시동),15600,,01,영업/정상,,,02-805-9682,그 외 기타 전자 부품 제조업
군자자동차공업사,1340198046,5종,자동차 수리업,,186401.39,419870.654999999,2026-04-10 03:03:03,U,11,영업,300,3,대기배출업소관리,2026-04-09 16:38:22,2000-11-24,,경기도 안산시 상록구 사동 1486-6,393000021200031234,3930000,,300,,경기도 안산시 상록구 선진안길 127 (사동),,,01,영업/정상,,,031-417-9400,자동차 수리업
(주)상록현대서비스,1348714749,4종,자동차 수리업,,188932.386348265,421061.566905785,2026-04-11 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-10 15:08:10,2000-12-08,,경기도 안산시 상록구 본오동 729-7,393000021200031235,3930000,,300,,경기도 안산시 상록구 오목로 165 (본오동),,,01,영업/정상,,,031-409-7788,자동차 수리업
안산그린에너지(주),2418802664,4종,기타 발전업,,181732.021420534,421511.598773531,2026-04-07 03:03:03,U,11,영업,365,24,대기배출업소관리,2026-04-06 16:44:10,2025-06-25,,경기도 안산시 단원구 초지동 672,393000021202500024,3930000,,,,경기도 안산시 단원구 첨단로 670 (초지동),15615,,01,영업/정상,,,,기타 발전업
(주)빌리언테크,,5종,,,180713.963216466,422460.573592321,2026-04-10 03:03:03,U,11,영업,,,대기배출업소관리,2026-04-09 15:34:23,2019-05-22,,경기도 안산시 단원구 원시동 737-4 (주)에스테크,393000021201900031,3930000,,,,경기도 안산시 단원구 별망로519번길 27 (주)에스테크 (원시동),15600,,01,영업/정상,,,,
제이피아이 헬스케어(주),1348502652,4종,인쇄 및 필기용지 제조업,,178549.608251147,423212.394140137,2026-04-11 03:03:03,U,11,영업,288,11,대기배출업소관리,2026-04-10 09:36:22,2016-09-13,,경기도 안산시 단원구 성곡동 629-4,393000021201600217,3930000,전산용지,,,경기도 안산시 단원구 성곡로22번길 43 (성곡동),,,01,영업/정상,,,031-491-3435,인쇄 및 필기용지 제조업
에스엠모터스(주),7798100823,5종,자동차 종합 수리업,,186640.70248584,426256.253333087,2026-04-10 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-09 17:54:24,2017-11-20,,경기도 안산시 상록구 월피동 483 서덕오토조이(주),393000021201700269,3930000,,300,,경기도 안산시 상록구 안산천서로6길 4 (월피동),15257,,01,영업/정상,,,,자동차 종합 수리업
주식회사 포포즈반려동물장례식장일산점,2888800189,5종,애완동물 장묘 및 보호 서비스업,,182813.35315607,467934.777096784,2026-04-10 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-09 18:35:17,2021-02-15,,경기도 고양시 일산동구 설문동 515-1,394000021202000018,3940000,,300,,"경기도 고양시 일산동구 은마길63번길 25-2, 가, 라동 (설문동)",10252,,01,영업/정상,,,031-976-3179,애완동물 장묘 및 보호 서비스업
현대1급동부공업사,1283527478,5종,자동차 종합 수리업,,178648.348539598,465306.669942615,2026-04-08 03:03:03,U,11,영업,,,대기배출업소관리,2026-04-07 16:39:47,2025-06-10,,경기도 고양시 일산서구 덕이동 219-19,394000021202500006,3940000,,300,,경기도 고양시 일산서구 덕이로 4 (덕이동),10237,,01,영업/정상,,,,자동차 종합 수리업
(주)삼손종합정비,1238636372,5종,자동차 종합 수리업,,196182.280592826,429201.660338107,2026-04-10 03:03:03,U,11,영업,300,10,대기배출업소관리,2026-04-09 14:12:48,2011-01-21,,경기도 군포시 당정동 11-1,402000021201100002,4020000,,300,,경기도 군포시 농심로 87 (당정동),,,01,영업/정상,,,,자동차 종합 수리업
케이씨씨오토리움(주)강동지점,1268149212,5종,자동차 종합 수리업,,216949.047758844,449782.800728923,2026-04-08 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-07 18:00:53,2019-04-15,,경기도 하남시 풍산동 590-3,404000021201900003,4040000,수리된 자동차,300,,경기도 하남시 미사강변중앙로 33 (풍산동),12939,,01,영업/정상,,,031-793-0200,자동차 종합 수리업
(주)씨앤씨코리아,1328198265,5종,기타 건축용 플라스틱 조립제품 제조업,,220430.955989504,470585.068858863,2026-04-08 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-07 14:39:42,2025-10-27,,경기도 남양주시 진접읍 진벌리 177-1 외 1필지,399000021202500016,3990000,,300,,경기도 남양주시 진접읍 진벌로247번길 26,12021,,01,영업/정상,,,031-573-6453,기타 건축용 플라스틱 조립제품 제조업
(주)우농,1248155493,5종,,,203070.192348265,404092.218102399,2026-04-11 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-09 15:09:00,2000-11-25,,경기도 오산시 벌음동 127-2,400000021200000164,4000000,,300,,경기도 오산시 벌음1길 8-20 (벌음동),18104,,01,영업/정상,,,031-375-5818,
(주)디인시스템,1328522588,5종,기타 목재가구 제조업,,230675.18951419,465558.629903307,2026-04-10 03:03:03,U,11,영업,,,대기배출업소관리,2026-04-09 20:43:58,2020-05-28,,경기도 남양주시 수동면 입석리 38-45,399000021202000011,3990000,,,,경기도 남양주시 수동면 남가로 1748-10,12030,,01,영업/정상,,,031-594-5145,기타 목재가구 제조업
정일금형정공(주),1238138472,5종,그외 기타 플라스틱제품 제조업,,196870.754867656,428254.012929922,2026-04-10 03:03:03,U,11,영업,300,24,대기배출업소관리,2026-04-09 14:59:42,2015-08-31,,경기도 의왕시 오전동 184-8 정일금형정공주식회사,403000021201500005,4030000,금형부품 및 가정용플라스틱전자부품,,,"경기도 의왕시 맑은내길 90-12, 정일금형정공주식회사 (오전동)",16071,,01,영업/정상,,,031-452-6025,그외 기타 플라스틱제품 제조업
대상주식회사,1098114886,4종,과실 및 채소 주스 제조업,,208020.038462033,413158.751788103,2026-04-11 03:03:03,U,11,영업,230,20,대기배출업소관리,2026-04-10 18:15:06,1976-09-25,,경기도 용인시 기흥구 농서동 72-2,405000021197600159,4050000,과실 및 채소주스,230,,"경기도 용인시 기흥구 동탄기흥로681번길 28 (농서동, 대상)",17102,,01,영업/정상,,,031-280-7934,과실 및 채소 주스 제조업
베스트,7041201064,5종,,2026-04-06,220199.713096298,472242.474259601,2026-04-07 03:03:03,U,4,폐쇄,300,8,대기배출업소관리,2026-04-06 14:15:24,2019-04-15,,경기도 남양주시 진접읍 팔야리 140,399000021201900011,3990000,,300,,"경기도 남양주시 진접읍 팔야로 203, 가동",12017,,04,취소/말소/만료/정지/중지,,,031-572-7313,
메이드바이우아,5214200768,5종,,,229016.44805537,465952.600011472,2026-04-10 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-09 19:27:19,2019-04-30,,경기도 남양주시 수동면 운수리 36-40,399000021201900012,3990000,,300,,경기도 남양주시 수동면 비룡로586번길 101-95,12031,,01,영업/정상,,,,
흥국산업(주),1018161162,4종,레미콘 제조업,,214912.392780469,447267.846770856,2026-04-10 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-09 13:11:54,2016-01-19,,경기도 하남시 초이동 628 흥국 레미콘 공장,404000021201600001,4040000,레미콘,300,,"경기도 하남시 초광산단로 20, 흥국 레미콘 공장 (초이동)",12988,,01,영업/정상,,,031-796-7830,레미콘 제조업
