자산규모,사업장명,폐업일자,자본금,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,부채총액,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
148382107420,홈앤서비스(주),,32150000000,197728.372836574,451030.853936909,2026-04-14 03:03:03,U,01,정상영업,2026-04-13 19:30:55,110020920021,,2017-06-22,,서울특별시 중구 태평로*가 *** 부영 태평빌딩,2017301013024200010,3010000,"서울특별시 중구 세종대로 **, 부영 태평빌딩 *층 (태평로*가)",04513,,01,영업/정상,,,02-6266-3953
194629706186,주식회사 교원구몬,,607500000,198477.517150403,451579.634210825,2026-04-14 03:03:03,U,01,정상영업,2026-04-13 17:41:13,160102154898,,2020-06-11,,서울특별시 중구 을지로*가 *번지 내외빌딩,2020301016524200007,3010000,"서울특별시 중구 을지로 **, 내외빌딩 (을지로*가)",04539,,01,영업/정상,,,02-768-8317
398195106650,(주)교원,,2142745000,198477.517150403,451579.634210825,2026-04-14 03:03:03,U,01,정상영업,2026-04-13 16:49:39,316639756894,,2020-09-14,,서울특별시 중구 을지로*가 * 내외빌딩,2020301016524200013,3010000,"서울특별시 중구 을지로 **, 내외빌딩 (을지로*가)",04539,,01,영업/정상,,,02-768-8317
22832635774,(주)동양이엠에스,,200000000,199189.786245108,451121.34232144,2026-04-07 03:03:03,U,01,정상영업,2026-04-06 14:50:53,8697003178,,2021-02-02,,서울특별시 중구 충무로*가 **-* 한영빌딩,2021301016524200003,3010000,"서울특별시 중구 퇴계로**길 **, 한영빌딩 *층 ***호 (충무로*가)",04554,,01,영업/정상,,,02-2276-1513
3282275639311,주식회사 웅진프리드라이프,,8036230000,197666.569166046,450622.931217442,2026-04-09 03:03:03,U,01,정상영업,2026-04-08 10:13:17,3031070874485,,2009-04-15,,서울특별시 중구 남대문로*가 *** 그랜드센트럴(GRAND CENTRAL),2021301016524200010,3010000,"서울특별시 중구 세종대로 **, 그랜드센트럴(GRAND CENTRAL) B동 **층 (남대문로*가)",04527,,01,영업/정상,,,1588-3740
1591172669639,(주)교원프라퍼티,,16157935000,198477.517150403,451579.634210825,2026-04-14 03:03:03,U,01,정상영업,2026-04-13 18:04:45,121327570116,,2021-11-05,,서울특별시 중구 을지로*가 * 내외빌딩,2021301016524200012,3010000,"서울특별시 중구 을지로 **, 내외빌딩 (을지로*가)",04539,,01,영업/정상,,,
48578017744,씨제이웰케어 주식회사,,500000000,197666.569166046,450622.931217442,2026-04-07 03:03:03,U,01,정상영업,2026-04-06 13:50:21,35285266860,,2022-01-13,,서울특별시 중구 남대문로*가 *** 그랜드센트럴(GRAND CENTRAL),2022301016524200001,3010000,"서울특별시 중구 세종대로 **, 그랜드센트럴(GRAND CENTRAL) B동 *,*층 (남대문로*가)",04527,,01,영업/정상,,,02-6078-3600
,세컨라이프,,,197346.664858178,451164.44975357,2026-04-14 03:03:03,U,01,정상영업,2026-04-13 11:10:06,,,2026-01-21,,서울특별시 중구 순화동 *-* 순화빌딩,2026301024424200001,3010000,"서울특별시 중구 서소문로 **, 순화빌딩 **층 cs-****호 (순화동)",04516,,01,영업/정상,,,
,에이치케이엘(HKL),2026-04-01,,188791.250134373,449473.236927176,2026-04-09 03:03:03,U,03,폐업처리,2026-04-08 19:07:06,,,2013-05-27,,,2014315014524200004,3150000,"서울특별시 강서구 공항대로**길 *, ***호 (염창동)",,,03,폐업,,,02-3664-2443
691113767988,(주)승산,,9329475000,200423.418748471,448324.779015334,2026-04-14 03:03:03,U,01,정상영업,2026-04-13 11:03:21,268675605668,,2011-05-23,,서울특별시 용산구 한남동 *** 일신빌딩,2021302015024200004,3020000,"서울특별시 용산구 한남대로 **, 일신빌딩 *층 (한남동)",04418,,01,영업/정상,,,34736081
364995693,주식회사 나누미플러스,2026-04-09,20000000,193121.614891016,450882.921512655,2026-04-10 03:03:03,U,05,타시군구이관,2026-04-09 15:06:58,14358290,,2023-02-13,,서울특별시 마포구 동교동 ***-**,2023313025524200004,3130000,"서울특별시 마포구 월드컵북로*길 **, *층 (동교동)",03993,,05,제외/삭제/전출,,,02-338-0900
100000000,케이와이리드마케팅,,40000000,189260.572475355,442318.581783677,2026-04-07 22:18:31,I,01,정상영업,2026-04-06 14:25:03,0,,2019-03-06,,서울특별시 금천구 가산동 ***-*,2026317025724200007,3170000,"서울특별시 금천구 가산디지털*로 ***-**, sh드림타워 *층 ***호 (가산동)",08503,,01,영업/정상,,,02-1600-3018
1986833637298,주식회사 엘지헬로비전,2026-04-13,926583625062,190075.380363452,453345.947683972,2026-04-14 03:03:03,U,05,타시군구이관,2026-04-13 10:43:29,1060250012236,,2018-12-04,,,2017313020124200001,3130000,"서울특별시 마포구 월드컵북로**길 **, *층 (상암동, 드림타워)",03923,,05,제외/삭제/전출,,,070-8130-3271
415808666243,(주) 태강대부,,14750000000,197650.653736722,452368.519288991,2026-04-10 03:03:03,U,01,정상영업,2026-04-09 15:06:06,227963457089,,2016-08-10,,서울특별시 종로구 도렴동 **번지 도렴빌딩 ****호,2016300016924200012,3000000,"서울특별시 종로구 새문안로*길 **, 도렴빌딩 ****호 (도렴동)",03173,,01,영업/정상,,,1588-7999
8250370484,주식회사 퍼블위즈,,2236755000,198624.006469032,452310.752960617,2026-04-10 03:03:03,U,01,정상영업,2026-04-09 07:16:46,6974738402,,2018-09-28,,서울특별시 종로구 관훈동 ***번지 **호 백상빌딩 *층,2018300016924200005,3000000,"서울특별시 종로구 인사동*길 **, 백상빌딩 *층 (관훈동)",03149,,01,영업/정상,,,02-2004-8800
1423379935762,에스케이인텔릭스(주),,391651901497,198795.525085201,451811.272474605,2026-04-09 03:03:03,U,01,정상영업,2026-04-08 07:26:14,1031728034465,,2021-05-14,,서울특별시 종로구 관철동 **-* 삼일빌딩,2021300020224200002,3000000,"서울특별시 종로구 청계천로 **, 삼일빌딩 **층 (관철동)",03190,,01,영업/정상,,,02-6740-7121
126275486946,산림조합라이프 주식회사,,2915040000,208360.595425886,444930.711366937,2026-04-14 03:03:03,U,01,정상영업,2026-04-13 14:04:50,127640121274,,2019-08-21,,서울특별시 송파구 삼전동 ***-* 산림조합중앙회,2019323026124200011,3230000,"서울특별시 송파구 석촌호수로 ***, 산림조합중앙회 **층 (삼전동)",05601,,01,영업/정상,,,02-3434-7329
7499078935,(주)크림웍스,,3000000000,190940.034564342,446461.996000435,2026-04-09 03:03:03,U,01,정상영업,2026-04-08 11:05:57,6868880939,,2018-10-16,,서울특별시 영등포구 당산동*가 *** 생각공장 당산,2018318016324200026,3180000,"서울특별시 영등포구 영등포로 ***, 생각공장 당산 에이 ****호 (당산동*가)",07292,,01,영업/정상,,,02-2093-6282
3419898000,주식회사 오래현,,300000000,204979.055998352,446545.97544971,2026-04-14 03:03:03,U,01,정상영업,2026-04-13 17:38:02,1953129000,,2021-01-14,,서울특별시 강남구 청담동 ***-**,2021322024924200001,3220000,"서울특별시 강남구 영동대로 ***, 정화빌딩 **층 ****호 (청담동)",06075,,01,영업/정상,,,02-3453-2220
954697274753,토스페이먼츠 주식회사,,7031525000,202839.609281531,444208.940924296,2026-04-08 03:03:03,U,01,정상영업,2026-04-07 16:39:12,826399786850,,2025-07-13,,서울특별시 강남구 역삼동 ***-* 한국지식재산센터,2025322024924200019,3220000,"서울특별시 강남구 테헤란로 ***, **층,**층 한국지식재산센터 (역삼동)",06133,,01,영업/정상,,,1544-7772
10310236559,(주)디에스이앤티,,7823527367,189921.671894763,445990.538307199,2026-04-14 03:03:03,U,01,정상영업,2026-04-13 11:02:16,2486709192,,2015-11-26,,서울특별시 영등포구 문래동*가 ** 하우스디 비즈,2016318016324200039,3180000,"서울특별시 영등포구 선유로*길 **, 하우스디 비즈 ***호 (문래동*가)",07285,,01,영업/정상,,,070-7012-6817
2585088262755,(주) 비바리퍼블리카,,35634340000,203016.183843955,444168.205988118,2026-04-13 03:03:03,U,01,정상영업,2026-04-12 09:43:12,1538308605541,,2023-11-17,,서울특별시 강남구 역삼동 ***-* 캐피탈타워,2023322024924200037,3220000,"서울특별시 강남구 테헤란로 ***, 아크플레이스 *,**,**,**,**,**,**층 (역삼동)",06236,,01,영업/정상,,,1599-4905
5399971381316,주식회사 애큐온저축은행,,130307880000,204253.562094788,444823.936628416,2026-04-14 03:03:03,U,01,정상영업,2026-04-13 17:33:27,4905305876079,,2016-07-22,,서울특별시 강남구 삼성동 *** 성원타워,2016322016224200037,3220000,"서울특별시 강남구 선릉로 ***, *,*,*,*,*층 성원타워 (삼성동)",06162,,01,영업/정상,,,1588-6161
9027570722768,롯데캐피탈 (주),,166487560000,203016.183843955,444168.205988118,2026-04-07 03:03:03,U,01,정상영업,2026-04-06 14:40:54,7387503769910,,2016-08-10,,서울특별시 강남구 역삼동 ***번지 *호 ARC PLACE,2016322016224200047,3220000,"서울특별시 강남구 테헤란로 ***, ARC PLACE *층 (역삼동)",06236,,01,영업/정상,,,1577-7700
