사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
세검정약국,,196557.462118676,455479.388346619,2026-04-10 03:03:03,U,0000,정상,2026-04-09 14:20:55,,2025-10-23,0,,서울특별시 종로구 신영동 105-30,300000001120250010,3000000,000,"서울특별시 종로구 세검정로6길 104, 1층 (신영동)",03019,,01,영업/정상,,,
2층스타약국,,192715.837339125,459276.012735803,2026-04-08 03:03:03,U,0000,정상,2026-04-07 09:25:57,,2022-05-11,,,서울특별시 은평구 진관동 63-1 플라이크 은평 W-205호,311000001120220005,3110000,000,"서울특별시 은평구 진관2로 15-13, 플라이크 은평 W-205호 (진관동)",03306,,01,영업/정상,,,02-357-8889
조아약국,,192636.569369815,454410.118103455,2026-04-14 22:32:17,I,0000,정상,2026-04-13 15:03:12,,2026-04-13,,,서울특별시 은평구 응암동 578-49,311000001120260010,3110000,000,서울특별시 은평구 응암로 223 (응암동),03457,,01,영업/정상,,,02-373-7525
하늘약국,,168881.415511821,439528.480300902,2026-04-14 22:32:20,I,0000,정상,2026-04-13 17:00:16,,2026-04-13,,,인천광역시 미추홀구 용현동 463-1,351050001120260003,3510500,000,"인천광역시 미추홀구 독배로 423, 105호 (용현동)",22177,,01,영업/정상,,,
고릴라약국,,170219.292567482,444750.971495686,2026-04-14 22:32:20,I,0000,정상,2026-04-13 13:57:16,,2026-04-13,,,인천광역시 서구 석남동 223-38 인천테크피아,356000001120260012,3560000,000,"인천광역시 서구 거북로 17, 인천테크피아 가동 113호 (석남동)",22793,,01,영업/정상,,,
빛나온누리약국,,183375.945245786,422092.386133277,2026-04-14 21:32:13,I,0000,정상,2026-04-13 16:20:06,,2026-04-13,,,경기도 안산시 단원구 초지동 745-1 The High,393000001120260011,3930000,000,"경기도 안산시 단원구 원포공원1로 22, The High B동 1층 104~106호 (초지동)",15457,,01,영업/정상,,,
홍대레드로드 베리뉴약국,,193133.985881272,450324.949903089,2026-04-10 22:05:04,I,0000,정상,2026-04-09 15:45:53,,2026-04-09,,,서울특별시 마포구 동교동 163-2,313000001120260008,3130000,000,"서울특별시 마포구 어울마당로 115-1, 1~2층 (동교동)",04050,,01,영업/정상,,,
이웃사랑 힐스약국,,189727.2146132,444999.461907513,2026-04-10 22:01:34,I,0000,정상,2026-04-09 14:40:45,,2026-04-09,,,서울특별시 구로구 신도림동 433-24 힐스테이트 신도림역 센트럴,316000001120260006,3160000,000,"서울특별시 구로구 경인로 625, 힐스테이트 신도림역 센트럴 1층 111호 (신도림동)",08210,,01,영업/정상,,,
위례진약국,,212547.300054467,441072.226890745,2026-04-10 21:32:14,I,0000,정상,2026-04-09 16:52:59,,2026-04-09,,,경기도 성남시 수정구 창곡동 508 아이플렉스 322호,378000001120260014,3780000,000,"경기도 성남시 수정구 위례광장로 322, 아이플렉스 1층 322호 (창곡동)",13640,,01,영업/정상,,,
지축열린약국,,,,2026-04-10 21:02:12,I,0000,정상,2026-04-09 09:36:19,,2026-04-09,,,경기도 고양시 덕양구 지축동 1007-1 지축 JS스퀘어 108호,394000001120260005,3940000,000,"경기도 고양시 덕양구 지축1로 73, 지축 JS스퀘어 108호 (지축동)",10585,,01,영업/정상,,,
튼튼약국,,196922.804157347,428406.777582808,2026-04-10 21:32:14,I,0000,정상,2026-04-09 17:39:41,,2026-04-09,,,경기도 의왕시 오전동 112-12 창금빌딩,403000001120260002,4030000,000,"경기도 의왕시 경수대로 369, 창금빌딩 1층 102호 (오전동)",16071,,01,영업/정상,,,
문정새봄약국,,211124.253395479,442367.024660277,2026-04-11 22:02:11,I,0000,정상,2026-04-10 10:25:01,,2026-04-10,,,서울특별시 송파구 문정동 89-8 신안빌딩 1층,323000001120260011,3230000,000,"서울특별시 송파구 송이로36길 68, 신안빌딩 1층 (문정동)",05809,,01,영업/정상,,,
신세계약국,,167374.571333333,441419.732666666,2026-04-11 22:32:17,I,0000,정상,2026-04-10 17:12:15,,2026-04-10,,,"인천광역시 중구 인현동 23-1 신세계약국,거상인력",349000001120260003,3490000,000,"인천광역시 중구 참외전로 134-1, 신세계약국,거상인력 1층 (인현동)",22318,,01,영업/정상,,,032-765-5826
인하365약국,,168800.030609931,438489.822482458,2026-04-11 22:32:16,I,0000,정상,2026-04-10 16:13:57,,2026-04-10,,,인천광역시 미추홀구 용현동 665-9,351050001120260002,3510500,000,"인천광역시 미추홀구 독배로317번길 15, 104호 (용현동)",22188,,01,영업/정상,,,031-907-7365
엑스약국 검단점,,,,2026-04-11 22:32:20,I,0000,정상,2026-04-10 14:33:11,,2026-04-10,,,인천광역시 서구 원당동 1067,356000001120260011,3560000,000,"인천광역시 서구 이음4로 36, 101,201호 (원당동)",22877,,01,영업/정상,,,
도병원약국,,204002.151421157,419605.592730727,2026-04-11 21:32:12,I,0000,정상,2026-04-10 11:00:25,,2026-04-10,,,경기도 수원시 영통구 원천동 35-1,374000001120260016,3740000,000,"경기도 수원시 영통구 월드컵로179번길 7, 1층 (원천동)",16501,,01,영업/정상,,,
튼튼약국,,195183.703613233,428772.639773036,2026-04-07 21:02:10,I,0000,정상,2026-04-06 16:18:36,,2026-04-06,,,경기도 군포시 금정동 765 두현타워 104호,402000001120260004,4020000,000,"경기도 군포시 당산로 104, 두현타워 104호 (금정동)",15830,,01,영업/정상,,,
튼튼약국,,195183.703613233,428772.639773036,2026-04-07 21:02:10,I,0000,정상,2026-04-06 16:33:49,,2026-04-06,,,경기도 군포시 금정동 765 두현타워 104호,402000001120260005,4020000,000,"경기도 군포시 당산로 104, 두현타워 104호 (금정동)",15830,,01,영업/정상,,,
손선희,,160606.718393353,468223.188332868,2026-04-07 21:02:13,I,0000,정상,2026-04-06 09:02:14,,2026-04-06,,,경기도 김포시 월곶면 군하리 118-3,409000001120260006,4090000,000,"경기도 김포시 월곶면 군하로 258, 1층",10024,,01,영업/정상,,,031-982-2249
보세온누리약국,2026-04-06,186549.925105847,422820.866954737,2026-04-07 03:03:03,U,0002,폐업,2026-04-06 14:38:07,,2021-07-26,,,경기도 안산시 상록구 이동 714-3 데코스포텔,393000001120210012,3930000,000,"경기도 안산시 상록구 광덕1로 355, 데코스포텔 101,102호 (이동)",15494,,03,폐업,,,031-4052-3054
슬기약국,2026-04-13,204911.210628232,456498.098027475,2026-04-14 03:03:03,U,0002,폐업,2026-04-13 13:53:17,,2023-10-16,,,서울특별시 성북구 장위동 64-121,307000001120230009,3070000,000,"서울특별시 성북구 화랑로 245, 1층 104-2호 (장위동)",02772,,03,폐업,,,
모아약국,,211148.708405112,448411.95234808,2026-04-14 03:03:03,U,0000,정상,2026-04-13 09:13:14,,2024-03-06,0,,서울특별시 강동구 천호동 453-15 강동빌딩,324000001120240005,3240000,000,"서울특별시 강동구 천호대로 1033, 강동빌딩 1층 (천호동)",05335,,01,영업/정상,,,
