사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업내용,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
한우리기획,,174766.801813908,446397.835470465,2026-05-15 22:42:18,I,20,정상,2023-11-30 10:35:29,2023-09-15,인천광역시 부평구 청천동 ***-* 부평테크노타워,2022354017608500006,3540000,"인천광역시 부평구 새벌로 **, 부평테크노타워 ***호 (청천동)",21314,,옥외광고물 등 제작,01,영업/정상,,,02-2601-2451
신광애드,,177077.091458678,442696.93362956,2026-05-15 22:42:18,I,20,정상,2022-04-19 14:47:29,2022-04-19,인천광역시 부평구 부개동 ***,2022354017608500007,3540000,"인천광역시 부평구 경인로 ****, *층 *호 (부개동)",21416,,현수막제작 외,01,영업/정상,,,
세명종합광고,,173006.905639188,441842.822770446,2026-05-15 22:42:18,I,20,정상,2022-06-27 11:00:12,2017-06-30,인천광역시 부평구 십정동 *** 백영아파트,2022354017608500009,3540000,"인천광역시 부평구 경원대로 ****, ***호 (십정동, 백영아파트)",21442,,옥외광고사업,01,영업/정상,,,
SJ광고,,175354.577050503,446142.571446844,2026-05-15 22:42:18,I,20,정상,2022-06-28 09:19:34,2022-06-28,인천광역시 부평구 갈산동 ***-** 창신빌딩,2022354017608500010,3540000,"인천광역시 부평구 부평대로 ***, 창신빌딩 ***호 (갈산동)",21316,,옥외광고물 제작 및 디자인,01,영업/정상,,,
주식회사 더나은그룹,,175822.304081398,445934.810716632,2026-05-15 22:42:19,I,20,정상,2022-07-01 15:50:08,2022-07-01,인천광역시 부평구 갈산동 **,2022354017608500011,3540000,"인천광역시 부평구 주부토로 ***, C동 ***호 (갈산동)",21330,,옥외광고물 제작시공 및 실사출력,01,영업/정상,,,
싸인업기획,,174814.950867947,442527.514916132,2026-05-15 22:42:19,I,20,정상,2022-09-21 10:50:15,2022-09-19,인천광역시 부평구 부평동 ***-***,2022354017608500012,3540000,인천광역시 부평구 경인로 *** (부평동),21410,,"광고물 제작, 설치",01,영업/정상,,,
이너뷰,,175822.304081398,445934.810716632,2026-05-15 22:42:19,I,20,정상,2022-10-17 13:23:02,2022-10-17,인천광역시 부평구 갈산동 **,2022354017608500013,3540000,"인천광역시 부평구 주부토로 ***, 인천테크노밸리 유원센터 D동 ****호 (갈산동)",21330,,광고물 디자인 및 시공,01,영업/정상,,,
주학이엔지 주식회사,,175822.304081398,445934.810716632,2026-05-15 22:42:19,I,20,정상,2025-02-26 16:57:12,2022-01-17,인천광역시 부평구 갈산동 ** 인천테크노밸리 U*센터,2023354017608500001,3540000,"인천광역시 부평구 주부토로 ***, 인천테크노밸리 U*센터 D동 ***호 (갈산동)",21330,,CCTV 안내판,01,영업/정상,,,
(주)제이한테크,,174766.801813908,446397.835470465,2026-05-15 22:42:19,I,20,정상,2023-03-06 17:00:15,2023-03-02,인천광역시 부평구 청천동 ***-* 부평테크노타워,2023354017608500002,3540000,"인천광역시 부평구 새벌로 **, 부평테크노타워 ***~***호 (청천동)",21314,,CCTV 안내판 제작 및 설치,01,영업/정상,,,
에이플러스,,177530.050996316,442521.826980033,2026-05-15 22:42:19,I,20,정상,2023-05-08 13:50:41,2023-05-02,인천광역시 부평구 일신동 ***-*,2023354017608500003,3540000,"인천광역시 부평구 경인로 ****, *층 (일신동)",21418,,광고물 제작 및 대행업,01,영업/정상,,,
주식회사 가우스미디어,,173903.53065758,445997.683514442,2026-05-15 22:42:19,I,20,정상,2024-03-11 15:21:35,2023-12-07,인천광역시 부평구 청천동 ***,2023354017608500010,3540000,"인천광역시 부평구 마장로***번길 **, 사무동 *층 (청천동)",21312,,옥외광고물 제작 등,01,영업/정상,,,
주식회사 유브이디에스,,175285.39719887,446652.103596373,2026-05-15 22:42:20,I,20,정상,2026-04-03 14:31:09,2024-01-31,인천광역시 부평구 청천동 ***-* 부평 제이타워*차 지식산업센터,2024354017608500001,3540000,"인천광역시 부평구 부평대로 ***, 부평 제이타워*차 지식산업센터 ***~***호 (청천동)",21315,,옥외광고업,01,영업/정상,,,
간판트렌드,2026-04-28,173291.545885456,440904.415746202,2026-05-15 22:42:20,I,40,폐업,2026-04-28 10:10:34,2024-03-12,인천광역시 부평구 십정동 ***-*,2024354017608500002,3540000,인천광역시 부평구 백범로***번길 ** (십정동),21453,,"옥외광고물 제작, 설치 등",03,폐업,,,
디자인공작소,,175822.304081398,445934.810716632,2026-05-15 22:42:20,I,20,정상,2024-04-25 15:35:21,2024-04-23,인천광역시 부평구 갈산동 ** 인천테크노밸리 U*센터,2024354017608500003,3540000,"인천광역시 부평구 주부토로 ***, 인천테크노밸리 U*센터 D동 ***호 (갈산동)",21330,,옥외광고물 제작 등,01,영업/정상,,,
인광디자인,,174477.979469967,446822.972120097,2026-05-15 22:42:20,I,20,정상,2024-06-19 14:16:15,2024-06-19,인천광역시 부평구 청천동 ***-** 가연산업,2024354017608500004,3540000,"인천광역시 부평구 청천마차로 ***, 가연산업 *층 (청천동)",21314,,"옥외광고물 제작, 설치 등",01,영업/정상,,,
우리동네 착한간판,,175269.367386278,444522.875661372,2026-05-15 22:42:20,I,20,정상,2024-06-20 09:56:21,2024-06-20,인천광역시 부평구 부평동 ***-** 센트럴뷰*차,2024354017608500005,3540000,"인천광역시 부평구 원적로***번길 **, 센트럴뷰*차 ***호 (부평동)",21379,,"옥외광고물 제작, 설치 등",01,영업/정상,,,
포커스광고,,172953.175886573,441155.230586622,2026-05-15 22:42:20,I,20,정상,2024-08-16 14:44:25,2024-06-20,인천광역시 부평구 십정동 ***-*,2024354017608500006,3540000,인천광역시 부평구 배곶남로*번길 ** (십정동),21450,,"옥외광고물 제작, 설치 등",01,영업/정상,,,
산정광고,,172983.643282329,441114.428811555,2026-05-15 22:41:53,I,20,정상,2018-10-10 10:50:32,2017-10-17,인천광역시 부평구 십정동 ***-**,1988354001708200004,3540000,인천광역시 부평구 배곶남로*번길 * (십정동),21450,,옥외광고물 제작 및 시공,01,영업/정상,,,032-421-0883
제일기획,,175333.668566085,444144.584223039,2026-05-15 22:41:54,I,20,정상,2014-11-12 19:34:42,1988-04-08,인천광역시 부평구 부평동 ***-*,1988354001708200006,3540000,인천광역시 부평구 부평대로**번길 *  (부평동),,,옥외광고물 제작 및 시공,01,영업/정상,,,032-502-7712
충남광고,,175614.197695519,444179.370161979,2026-05-15 22:41:54,I,30,휴업,2019-04-01 16:24:37,1988-04-08,인천광역시 부평구 부평동 ***-*,1988354001708200007,3540000,인천광역시 부평구 주부토로 **-* (부평동),,,옥외광고물 제작 및 시공,02,휴업,2019-03-31,2024-03-30,
대우광고기획,,175634.322772018,446126.167820769,2026-05-15 22:41:54,I,20,정상,2015-12-04 16:49:25,1991-11-28,인천광역시 부평구 갈산동 ***-*,1991354001708200003,3540000,인천광역시 부평구 주부토로***번길 ** (갈산동),21329,,옥외광고물 제작 및 시공,01,영업/정상,,,032-519-0707
지영광고,,173717.910257992,443647.658390908,2026-05-15 22:41:55,I,20,정상,2019-01-03 15:24:24,1992-03-10,인천광역시 부평구 산곡동 ***-**,1992354001708200001,3540000,인천광역시 부평구 마장로 *** (산곡동),21382,,옥외광고물 제작 및 시공,01,영업/정상,,,032-511-6377
유한실사현수막광고,,177121.342016155,443262.50630758,2026-05-15 22:41:55,I,20,정상,2014-11-12 19:43:17,1992-08-25,인천광역시 부평구 부개동 ***-*,1992354001708200007,3540000,인천광역시 부평구 부일로***번길 **  (부개동),,,옥외광고물 제작 및 시공,01,영업/정상,,,032-361-8586
대한종합광고,,176115.468968702,443617.481243628,2026-05-15 22:41:56,I,20,정상,2020-04-07 14:47:08,1992-10-27,인천광역시 부평구 부평동 ***-* 스위트홈*동,1992354001708200009,3540000,"인천광역시 부평구 장제로 ***, 스위트홈*동 ***,***호 (부평동)",21397,,옥외광고물 제작 및 시공,01,영업/정상,,,032-528-2064
도시기획,,173777.170684247,443510.733079875,2026-05-15 22:41:57,I,20,정상,2021-08-25 10:34:21,1992-12-09,인천광역시 부평구 산곡동 ***-***,2000354001708200007,3540000,인천광역시 부평구 마장로 *** (산곡동),21382,,옥외광고물 제작 및 시공,01,영업/정상,,,032-514-9314
사인피아,,175863.625772338,442858.48059502,2026-05-15 22:41:57,I,20,정상,2021-09-08 13:11:25,1992-04-02,인천광역시 부평구 부평동 ***-*,2000354001708200008,3540000,인천광역시 부평구 경인로 *** (부평동),,,옥외광고물 제작 및 시공,01,영업/정상,,,
밀알현수막,,176265.562955438,442821.425031903,2026-05-15 22:41:58,I,30,휴업,2025-06-10 09:20:37,1994-04-15,인천광역시 부평구 부개동 ***-**,2000354001708200014,3540000,인천광역시 부평구 경인로 **** (부개동),21414,,옥외광고물 제작 및 시공,02,휴업,2025-06-10,,032-522-1818
충만광고,,176104.204627318,444518.307922847,2026-05-15 22:41:58,I,20,정상,2014-11-12 19:08:06,1994-08-30,인천광역시 부평구 부평동 **-***,2000354001708200016,3540000,인천광역시 부평구 장제로***번길 * (부평동),,,옥외광고물 제작 및 시공,01,영업/정상,,,032-523-9066
롯데디자인,,175907.37191604,444711.42434523,2026-05-15 22:41:58,I,20,정상,2014-11-12 19:13:08,1996-08-07,인천광역시 부평구 부평동 **-***,2000354001708200024,3540000,인천광역시 부평구 길주남로 **-*  (부평동),,,옥외광고물 제작 및 시공,01,영업/정상,,,032-522-3393
하나로광고기획,,176562.516082132,444145.847647134,2026-05-15 22:41:58,I,20,정상,2018-06-27 11:12:05,1996-11-01,인천광역시 부평구 부개동 **-**,2000354001708200028,3540000,인천광역시 부평구 충선로 *** (부개동),21353,,옥외광고물 제작 및 시공,01,영업/정상,,,032-526-6067
부평구시설관리공단,,177233.554881248,444442.023678106,2026-05-15 22:42:10,I,20,정상,2024-11-29 11:12:27,2021-01-29,인천광역시 부평구 부개동 ***-* 부평구 시설관리공단,2014354009208500003,3540000,"인천광역시 부평구 수변로 ***, 부평구 시설관리공단 (부개동)",21347,,"현수막게첩,접수, 현수막게시대관리",01,영업/정상,,,032-262-9252
나눔광고기획,,176278.340213076,443889.837967825,2026-05-15 22:42:11,I,20,정상,2019-03-06 09:25:03,2018-08-06,인천광역시 부평구 부평동 ***-*,2014354009208500005,3540000,인천광역시 부평구 부흥로***번길 ** (부평동),21397,,"광고물제작,설치, 인테리어",01,영업/정상,,,
아라종합광고,,174873.681322509,442499.627716169,2026-05-15 22:42:11,I,20,정상,2015-12-04 16:53:20,2014-03-13,인천광역시 부평구 부평동 ***-***,2014354009208500006,3540000,인천광역시 부평구 경인로 *** (부평동),,,옥외광고물제작,01,영업/정상,,,032-541-4144
(주)엘에스디자인,,174311.899149693,446763.329591401,2026-05-15 22:42:11,I,20,정상,2022-08-12 15:31:03,2018-07-27,인천광역시 부평구 청천동 ***-**,2014354009208500008,3540000,인천광역시 부평구 부평북로 *** (청천동),21310,2014-04-30,간판제작,01,영업/정상,,,032-821-9925
아브라함광고,,172958.88347894,440946.747931283,2026-05-15 22:42:11,I,20,정상,2018-01-17 10:42:22,2018-01-17,인천광역시 부평구 십정동 ***-**,2014354009208500009,3540000,인천광역시 부평구 백범로 ***-* (십정동),21454,,"간판설치 제작, 수리보수 관리",01,영업/정상,,,
주식회사 수아트,,174144.605513383,446112.696999876,2026-05-15 22:42:14,I,20,정상,2017-09-26 11:34:29,2017-09-26,인천광역시 부평구 청천동 ***-** *층(ENG빌딩),2017354009208500005,3540000,인천광역시 부평구 청중로 *** (청천동),21312,,옥외광고물 제작 및 시공,01,영업/정상,,,
싸인아가페,,174195.067738842,442196.153949726,2026-05-15 22:42:11,I,20,정상,2014-11-27 09:57:50,2014-05-26,인천광역시 부평구 십정동 ***-**,2014354009208500011,3540000,인천광역시 부평구 마장로 ** (십정동),,,"간판제작, 설치, 보수관리, 현수막제작",01,영업/정상,,,
어썸디자인,,175285.39719887,446652.103596373,2026-05-15 22:42:12,I,20,정상,2021-10-05 09:06:25,2014-06-27,인천광역시 부평구 청천동 ***-* 부평 제이타워*차 지식산업센터 ***호,2014354009208500015,3540000,"인천광역시 부평구 부평대로 ***, 부평 제이타워*차 지식산업센터 *층 ***호 (청천동)",21315,,"옥외광고물 디자인,시공,보수관리",01,영업/정상,,,
(주)무은컴퍼니,,176593.010865835,445023.926730119,2026-05-15 22:42:12,I,30,휴업,2026-05-08 15:28:00,2023-07-24,인천광역시 부평구 삼산동 ***-* ***호,2014354009208500016,3540000,"인천광역시 부평구 길주로 *** (삼산동, 미라쥬타워)",21344,,"옥외광고물 간판 제작, 설치 현수막제작",02,휴업,2026-05-01,2027-04-30,
오케이스카시,,177074.187826236,443730.92920924,2026-05-15 22:42:13,I,20,정상,2016-05-09 17:09:23,2015-01-16,인천광역시 부평구 부개동 ***-*,2015354009208500001,3540000,인천광역시 부평구 수변로 *** (부개동),21398,,"간판제작,설치,디자인",01,영업/정상,,,
J광고디자인,,175784.574352701,444750.727807848,2026-05-15 22:42:13,I,20,정상,2015-05-06 18:03:17,2015-05-06,인천광역시 부평구 부평동 ***-**,2015354009208500005,3540000,인천광역시 부평구 길주남로 ** (부평동),,,"옥외광고물 제작,설치",01,영업/정상,,,
이강기획,,174992.03558948,445055.704788485,2026-05-15 22:42:13,I,20,정상,2015-05-26 10:13:02,2015-05-26,인천광역시 부평구 청천동 ***-*,2015354009208500006,3540000,인천광역시 부평구 길주로 *** (청천동),,,"광고대행, 간판제작및 설치",01,영업/정상,,,
(주)동방애드밀,,173842.664003083,446386.956105858,2026-05-15 22:42:13,I,20,정상,2015-12-02 13:19:47,2015-11-27,인천광역시 부평구 청천동 *-**,2015354009208500011,3540000,인천광역시 부평구 마장로 *** (청천동),21311,,"버스,택시광고대행",01,영업/정상,,,032-522-7493
유한아크릴,,175849.198515813,443276.594176057,2026-05-15 22:42:13,I,20,정상,2016-07-28 15:07:07,2016-07-28,인천광역시 부평구 부평동 ***-**,2016354009208500005,3540000,인천광역시 부평구 경원대로 **** (부평동),21395,,광고물 재료 및 광고물 제작 설치,01,영업/정상,,,
디자인 에덴,,176583.856897483,444909.738888042,2026-05-15 22:42:13,I,20,정상,2016-08-04 16:27:20,2016-08-04,인천광역시 부평구 부개동 ***-* 뉴서울아파트상가 ***호,2016354009208500006,3540000,"인천광역시 부평구 충선로 *** (부개동, 뉴서울아파트)",21351,,간판/썬팅지 디자인 및 시공,01,영업/정상,,,
성원기획,,175908.536509528,443426.541234543,2026-05-15 22:42:14,I,20,정상,2016-09-30 16:20:00,2016-09-30,인천광역시 부평구 부평동 ***-*,2016354009208500007,3540000,인천광역시 부평구 대정로 ** (부평동),21396,,간판 제작 및 시공,01,영업/정상,,,
(주)애드레인보우,,175150.785580731,444739.766559458,2026-05-15 22:42:14,I,30,휴업,2020-12-15 12:23:24,2020-12-14,인천광역시 부평구 부평동 **-**,2016354009208500008,3540000,인천광역시 부평구 원적로***번길 **-* (부평동),21365,,"옥외광고물(간판 등)제작 및 설치
대표이사 : 강창기",02,휴업,2020-11-10,2021-10-31,032-279-1085
해냄광고(주),,176565.979891547,442544.325914522,2026-05-15 22:42:14,I,20,정상,2024-04-16 11:37:07,2016-11-28,인천광역시 부평구 부개동 ***,2016354009208500009,3540000,"인천광역시 부평구 동수로 ***, 가동 *~*호 (부개동)",21421,,옥외간판 제작 및 설치,01,영업/정상,,,032-424-8636
아이드림,,174160.65611552,441969.418589106,2026-05-15 22:42:14,I,20,정상,2021-08-20 14:55:53,2018-07-06,인천광역시 부평구 십정동 ***,2017354009208500003,3540000,인천광역시 부평구 경인로***번길 ** (십정동),21435,,옥외광고물 제작 및 시공,01,영업/정상,,,032-508-3772
주식회사 싸인탑메이커,,175822.304081398,445934.810716632,2026-05-15 22:42:20,I,20,정상,2026-01-09 11:05:36,2024-06-26,인천광역시 부평구 갈산동 ** 인천테크노밸리 U*센터,2024354017608500007,3540000,"인천광역시 부평구 주부토로 ***, 인천테크노밸리 U*센터 A동 ***호 (갈산동)",21330,,"옥외광고물 제작, 설치 등",01,영업/정상,,,
매직디자인,,175978.915255492,446277.493658348,2026-05-15 22:42:20,I,20,정상,2025-11-11 11:06:05,2024-07-22,인천광역시 부평구 갈산동 **-*,2024354017608500008,3540000,인천광역시 부평구 평천로 ***-** (갈산동),21317,,간판 디자인 및 간판제조 시공,01,영업/정상,,,
디자인스아웃,,172135.279686916,446017.578862417,2026-05-15 22:42:20,I,20,정상,2024-07-26 17:22:04,2024-07-26,인천광역시 부평구 청천동 **-** 재련산업,2024354017608500009,3540000,"인천광역시 부평구 서달로***번길 ***, 재련산업 (청천동)",21300,,"옥외광고물 제작, 설치 등",01,영업/정상,,,
(주)서영이엔씨,,175874.415,445360.115,2026-05-15 22:42:20,I,20,정상,2024-11-27 09:52:53,2024-11-27,인천광역시 부평구 갈산동 ***-*,2024354017608500010,3540000,"인천광역시 부평구 주부토로***번길 **, *층 (갈산동)",21336,,"옥외광고물 제작, 설치 등",01,영업/정상,,,
호우광고기획,,173156.748662177,441295.669367161,2026-05-15 22:42:20,I,20,정상,2024-12-09 10:03:04,2024-12-09,인천광역시 부평구 십정동 ***-**,2024354017608500012,3540000,"인천광역시 부평구 배곶북로 **, *층 (십정동)",21452,,간판 및 현수막 제작,01,영업/정상,,,
청화산업,,177175.103154519,442250.97495902,2026-05-15 22:42:20,I,20,정상,2025-01-24 09:32:18,2022-07-15,인천광역시 부평구 일신동 ***,2025354017608500001,3540000,"인천광역시 부평구 항동로**번길 **, ***동 ****호 (일신동, 일신주공아파트)",21422,,"광고기획, 광고대행(간판 등 옥외광고물 제작설치 제외)",01,영업/정상,,,
주식회사 태풍씨엠디,,175126.717022995,446169.201205367,2026-05-15 22:42:20,I,20,정상,2025-02-19 09:40:49,2025-02-19,인천광역시 부평구 청천동 *** 부평우림라이온스밸리,2025354017608500002,3540000,"인천광역시 부평구 부평대로 ***, 부평우림라이온스밸리 에이동 비***-**호 (청천동)",21315,,옥외광고물,01,영업/정상,,,
주식회사 융성,,175822.304081398,445934.810716632,2026-05-15 22:42:21,I,20,정상,2025-04-30 10:03:25,2025-04-30,인천광역시 부평구 갈산동 ** 인천테크노밸리 U*센터,2025354017608500004,3540000,"인천광역시 부평구 주부토로 ***, 인천테크노밸리 U*센터 에이동 비***호 (갈산동)",21330,,옥외광고물제조업,01,영업/정상,,,032-567-5830
원스텝간판(주),,175261.519298799,446199.289952872,2026-05-15 22:42:21,I,20,정상,2026-04-14 13:16:03,2025-06-10,인천광역시 부평구 청천동 ***-* 부평테크시티,2025354017608500006,3540000,"인천광역시 부평구 부평대로 ***, 인천콘텐츠기업지원센터 ***호 (청천동)",21315,,"옥외광고물 제작, 설치, 광고대행",01,영업/정상,,,
디자인라온,,175822.304081398,445934.810716632,2026-05-15 22:42:21,I,20,정상,2025-06-18 09:14:54,2023-03-02,인천광역시 부평구 갈산동 ** 인천테크노밸리 U*센터,2025354017608500007,3540000,"인천광역시 부평구 주부토로 ***, 인천테크노밸리 U*센터 D동 ***호 (갈산동)",21330,,시각디자인 사업,01,영업/정상,,,032-876-1193
바코드 유한회사,,176379.459636833,444734.922030628,2026-05-15 22:42:21,I,20,정상,2025-06-26 09:53:55,2025-06-26,인천광역시 부평구 부개동 ***-*,2025354017608500008,3540000,"인천광역시 부평구 길주남로***번길 **-**, *층 (부개동)",21351,,옥외광고업,01,영업/정상,,,
(주)엘이디 힘,,175285.39719887,446652.103596373,2026-05-15 22:42:21,I,20,정상,2025-07-18 14:24:57,2025-07-18,인천광역시 부평구 청천동 ***-* 부평 제이타워*차 지식산업센터,2025354017608500009,3540000,"인천광역시 부평구 부평대로 ***, 부평 제이타워*차 지식산업센터 *층 ***호 (청천동)",21315,,LED 전광판 제조 및 시공,01,영업/정상,,,032-293-4720
