자동환기여부,건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,편의시설여부,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,비상구여부,비상계단여부,기타내역2,기존게임업외업종명,제작취급품목내용,시설면적,소방시설여부,지상층수,청소년실수,청소년실여부,노래방실수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,조명시설유무,조명시설조도,관리번호,개방자치단체코드,통로너비,제공게임물명,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,방음시설여부,음향시설여부,특수조명여부,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총게임기수,총층수,지하층수,비디오재생기명
,,까데와 조로,2008-12-30,191011.734320524,453625.133576347,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,151.07,,2,,,,2008-12-31 13:59:33,,2008-07-02,122-872,서울특별시 은평구 수색동 10-5 지층,,,CDFF2241022008000088,3110000,,,,"서울특별시 은평구 은평터널로 44  (수색동,지층)",,03,폐업,,,,,,,02-306-8453,40,3,1,
,,아지트PC방,2010-03-03,190759.62031997,453359.41928672,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,114.24,,3,,,,2010-03-03 18:29:43,,2008-07-04,,서울특별시 은평구 수색동 105-2 2층,,,CDFF2241022008000094,3110000,,,,"서울특별시 은평구 은평터널로 8-6  (수색동,2층)",,03,폐업,,,,,,,02-3151-0718,,4,1,
,,ACE PC,2011-11-03,192342.560460866,457061.920539686,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,26.03,,5,,,,2011-11-03 13:25:39,,2008-07-08,,서울특별시 은평구 갈현동 495-5 1층,,,CDFF2241022008000097,3110000,,,,"서울특별시 은평구 연서로21길 36  (갈현동,1층)",,03,폐업,,,,,,,,,5,,
,,노는아이PC방,2021-06-16,192986.753723441,455156.719218491,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,295.56,,5,,,,2021-06-16 17:28:27,,2008-07-09,122-908,서울특별시 은평구 응암동 103-25 지층,,,CDFF2241022008000098,3110000,,,,"서울특별시 은평구 응암로 308  (응암동,지층)",,03,폐업,,,,,,,,,6,1,
,,킹콩PC방(역촌2호점),2022-05-06,192726.559262298,455568.264999097,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,186.2,,4,,,,2022-05-06 10:43:59,,2008-07-09,,서울특별시 은평구 역촌동 37-40 2층,,,CDFF2241022008000099,3110000,,,,"서울특별시 은평구 진흥로1길 21, 2층 (역촌동)",03407,03,폐업,,,,,,,,,5,1,
,,행복한PC,2009-06-19,192835.294006019,454611.030693718,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,110.76,,3,,,,2009-06-22 16:44:19,,2008-07-17,,서울특별시 은평구 응암동 427-71 지층,,,CDFF2241022008000101,3110000,,,,"서울특별시 은평구 응암로22길 13  (응암동,지층)",,03,폐업,,,,,,,,,4,1,
,,게임왕PC클럽,2009-09-30,192831.93935169,457310.965291155,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,49.5,,3,,,,2009-09-30 13:06:37,,2008-07-17,,서울특별시 은평구 갈현동 456-2 1층,,,CDFF2241022008000104,3110000,,,,"서울특별시 은평구 연서로 217  (갈현동,1층)",,03,폐업,,,,,,,,,4,1,
,,인터넷챔피언PC방,2013-09-30,192029.002705123,455527.72565358,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,92.56,,2,,,,2013-09-30 18:29:39,,2008-07-23,,서울특별시 은평구 역촌동 79-32 2층,,,CDFF2241022008000107,3110000,,,,"서울특별시 은평구 갈현로 46  (역촌동,2층)",,03,폐업,,,,,,,,53,3,1,
,,컴앤조이PC,2018-10-26,192044.761304931,455888.07011424,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,140.05,,5,,,,2018-10-26 08:17:26,,2008-07-30,,서울특별시 은평구 역촌동 55-35 5층,,,CDFF2241022008000111,3110000,,,,"서울특별시 은평구 갈현로 82 (역촌동,5층)",,03,폐업,,,,,,,02-352-1013,,7,2,
,근린생활시설,CNS PC방,2011-06-29,190612.328271849,453419.814541231,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,112.13,,3,,,,2011-06-29 13:18:37,,2008-08-04,122-878,서울특별시 은평구 수색동 366-5 2층,,,CDFF2241022008000112,3110000,,,,"서울특별시 은평구 수색로 272  (수색동,2층)",,03,폐업,,,,학교정화(상대),,,,,4,1,
,,해피존 PC방,2009-07-10,193408.878643234,455423.633776301,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,164.89,,2,,,,2009-07-17 09:48:49,,2008-08-04,,서울특별시 은평구 응암동 96-14 2층,,,CDFF2241022008000113,3110000,,,,"서울특별시 은평구 은평로 166  (응암동,2층)",,03,폐업,,,,,,,,,3,1,
,,엑스펀PC방,2009-01-19,193910.652515656,456176.038431372,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,117.36,,3,,,,2009-01-21 16:17:54,,2008-08-04,122-831,서울특별시 은평구 녹번동 117-96 3층,,,CDFF2241022008000114,3110000,,,,"서울특별시 은평구 통일로 693  (녹번동,3층)",,03,폐업,,,,기타,,,02-384-4244,,4,1,
,,VJK PC,2009-07-13,192802.700572399,457660.603954982,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,39,,4,,,,2009-07-14 11:04:07,,2008-08-05,,서울특별시 은평구 갈현동 394-25 1층,,,CDFF2241022008000117,3110000,,,,"서울특별시 은평구 통일로83길 6-4  (갈현동,1층)",,03,폐업,,,,기타,,,,,5,1,
,,허브PC방,2016-11-22,192851.898756942,457514.336391383,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,144,,5,,,,2016-11-22 09:24:43,,2008-08-18,,서울특별시 은평구 갈현동 395-25 3층,,,CDFF2241022008000120,3110000,,,,"서울특별시 은평구 통일로 863-4 (갈현동,3층)",,03,폐업,,,,,,,02-383-8601,,6,1,
,,PC야 놀자,2011-07-26,192752.701315157,455364.744276154,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,162.64,,4,,,,2011-07-26 14:41:06,,2008-08-21,122-899,서울특별시 은평구 역촌동 43-77 3층,,,CDFF2241022008000122,3110000,,,,"서울특별시 은평구 진흥로 29  (역촌동,3층)",,03,폐업,,,,,,,,,5,1,
,근린생활시설,유비트PC방,2014-11-28,193053.432186913,456056.058391271,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,160.95,,2,,,,2017-06-21 10:35:00,,2008-08-26,,서울특별시 은평구 역촌동 16-2 지1층,,,CDFF2241022008000123,3110000,,,,"서울특별시 은평구 서오릉로 71  (역촌동,지1층)",,03,폐업,,,,,,,02-355-2548,61,3,1,
,다중주택(공동주택적용),고릴라PC방,2018-12-24,192772.448631816,457881.829283155,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,206.25,,3,,,,2018-12-24 09:34:53,,2008-09-12,122-810,서울특별시 은평구 갈현동 409-1 3층,,,CDFF2241022008000126,3110000,,전체이용가,일반주거지역,"서울특별시 은평구 통일로87길 7  (갈현동,3층)",,03,폐업,,,,주택가주변,,,,,3,,
,근린생활시설,궁전피시방,2009-04-07,192897.698693247,456264.393906867,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,110.96,,2,,,,2009-04-08 21:59:07,,2008-09-23,122-895,서울특별시 은평구 역촌동 2-50 2층,,,CDFF2241022008000128,3110000,,전체이용가,일반주거지역,"서울특별시 은평구 역말로 105  (역촌동,2층)",,03,폐업,,,,주택가주변,,,,,3,,
,,VJK PC,2009-03-19,193163.314321177,457498.307953996,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,33.75,,,,,,2009-03-20 11:36:52,,2008-10-24,122-861,서울특별시 은평구 불광동 320-1 1층,,,CDFF2241022008000133,3110000,,,,"서울특별시 은평구 연서로 258  (불광동,1층)",,03,폐업,,,,,,,,,,,
,,아이조아PC클럽,2011-06-23,192402.964324754,455963.016317226,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,83.52,,,,,,2011-06-23 18:26:12,,2008-10-24,,서울특별시 은평구 역촌동 45-59 2층,,,CDFF2241022008000134,3110000,,,,"서울특별시 은평구 역말로 41  (역촌동,2층)",,03,폐업,,,,,,,,,,,
,,죠이팜PC클럽,2009-04-03,192789.3808606,457319.490501303,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,86.1,,,,,,2009-04-07 19:04:31,,2008-10-31,122-959,서울특별시 은평구 갈현동 456-17 지층,,,CDFF2241022008000135,3110000,,,,"서울특별시 은평구 연서로29길 7-23  (갈현동,지층)",,03,폐업,,,,,,,,,,,
,,피씨 애,2009-11-06,192534.041630792,455938.560084351,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,26.4,,,,,,2009-11-10 13:32:54,,2008-11-06,,서울특별시 은평구 역촌동 22-2 1층,,,CDFF2241022008000137,3110000,,,,"서울특별시 은평구 역말로 52  (역촌동,1층)",,03,폐업,,,,,,,,,,,
,,아즈텍 PC방,2023-04-20,193903.333435372,456197.927159351,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,349.09,,,,,,2023-04-25 10:53:01,,2008-11-07,,서울특별시 은평구 녹번동 117-112 3층,,,CDFF2241022008000139,3110000,,,,"서울특별시 은평구 통일로 697, 3층 (녹번동)",03375,03,폐업,,,,,,,,,,,
,,타임PC방,2015-04-06,192751.174352817,457162.634670209,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,225.54,,,,,,2015-04-06 13:11:36,,2008-11-18,,서울특별시 은평구 갈현동 460-22 지층,,,CDFF2241022008000140,3110000,,,,"서울특별시 은평구 연서로 201  (갈현동,지층)",,03,폐업,,,,,,,,,,,
,,PC 애,2009-07-20,192657.892060205,454642.804343484,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,84.96,,,,,,2009-07-20 15:37:18,,2008-11-28,,서울특별시 은평구 응암동 124-47 2층,,,CDFF2241022008000144,3110000,,,,"서울특별시 은평구 응암로21길 4  (응암동,2층)",,03,폐업,,,,,,,,,,,
,,퍼니 PC게임방,2009-07-15,192692.750248575,457879.590523703,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,33,,,,,,2009-07-16 14:14:09,,2008-12-10,,서울특별시 은평구 갈현동 410-5 1층,,,CDFF2241022008000145,3110000,,,,,,03,폐업,,,,,,,,,,,
,,여우PC방,2009-11-05,192188.728189884,456883.397718273,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,23.1,,,,,,2009-11-10 13:32:18,,2009-01-05,,서울특별시 은평구 갈현동 497-5 1층,,,CDFF2241022009000001,3110000,,,,"서울특별시 은평구 갈현로 186  (갈현동,1층)",,03,폐업,,,,,,,,,,,
,,아이조아 클럽,2009-05-27,191992.241813482,455398.07785294,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,52.8,,,,,,2009-05-28 11:41:14,,2009-01-08,,서울특별시 은평구 신사동 9-21 1층,,,CDFF2241022009000002,3110000,,,,"서울특별시 은평구 갈현로 33  (신사동,1층)",,03,폐업,,,,,,,,,,,
,,게임성,2010-05-12,193216.526377146,457169.626220368,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,72.9,,,,,,2010-05-12 15:49:51,,2009-01-12,,서울특별시 은평구 불광동 302-13 1층,,,CDFF2241022009000004,3110000,,,,"서울특별시 은평구 통일로 816  (불광동,1층)",,03,폐업,,,,,,,,,,,
,,VJK 클럽,2009-09-10,192609.961060414,453781.454821091,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,47,,,,,,2009-09-16 11:02:53,,2009-01-23,,서울특별시 은평구 응암동 695-21 1층,,,CDFF2241022009000006,3110000,,,,"서울특별시 은평구 가좌로7길 40  (응암동,1층)",,03,폐업,,,,,,,,,,,
,,겜돌이PC방,2012-02-13,193629.174571959,456303.749111673,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,61.59,,,,,,2012-02-13 17:08:20,,2009-01-30,,서울특별시 은평구 대조동 15-80 지층,,,CDFF2241022009000008,3110000,,,,"서울특별시 은평구 통일로65길 20-2  (대조동,지층)",,03,폐업,,,,,,,,,,,
,,쵸이스 피씨방,2009-12-29,192751.177420772,457769.197482096,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,48.84,,,,,,2009-12-30 13:09:27,,2009-02-05,,서울특별시 은평구 갈현동 408-7 1층,,,CDFF2241022009000010,3110000,,,,"서울특별시 은평구 통일로85길 8-1  (갈현동,1층)",,03,폐업,,,,,,,,,,,
,,여우꼬리PC,2010-01-12,192701.299142705,455865.992476038,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,25,,,,,,2010-01-12 14:14:29,,2009-02-13,,서울특별시 은평구 역촌동 21-4 1층,,,CDFF2241022009000011,3110000,,,,"서울특별시 은평구 진흥로1길 51  (역촌동,1층)",,03,폐업,,,,,,,,,,,
,,짱 PC클럽,2018-07-23,193776.336293584,456378.063638741,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,67.29,,,,,,2018-07-23 18:05:54,,2009-02-23,122-837,서울특별시 은평구 대조동 15-4 2층,,,CDFF2241022009000013,3110000,,,,"서울특별시 은평구 통일로 717  (대조동,2층)",,03,폐업,,,,,,,,10,,,
,,귀빈PC방,2010-03-29,192900.782483613,457444.185417139,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,215.93,,,,,,2010-03-30 09:29:45,,2009-02-27,,서울특별시 은평구 갈현동 396-11 2층,,,CDFF2241022009000014,3110000,,전체이용가,,"서울특별시 은평구 통일로 855-4  (갈현동,2층)",,03,폐업,,,,,,,,,,,
,,에이스PC클럽,2010-03-29,193062.916867636,455213.506221705,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,22.88,,,,,,2010-03-29 17:23:07,,2009-03-20,122-772,서울특별시 은평구 응암동 739 금호아파트상가 101호,,,CDFF2241022009000016,3110000,,전체이용가,,"서울특별시 은평구 응암로 318  (응암동,금호아파트상가 101호)",,03,폐업,,,,,,,,,,,
,,M PC방,2009-05-15,193464.678790424,456209.678958305,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,17.1,,,,,,2009-05-19 17:13:23,,2009-03-27,,서울특별시 은평구 녹번동 131-66 1층,,,CDFF2241022009000017,3110000,,전체이용가,,"서울특별시 은평구 진흥로12길 5  (녹번동,1층)",,03,폐업,,,,,,,,,,,
,,HUB PC클럽,2019-10-28,193224.867761785,456289.126229526,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,178.18,,,,,,2019-10-29 11:04:54,,2009-04-23,,서울특별시 은평구 대조동 33-3 지층,,,CDFF2241022009000019,3110000,,전체이용가,,"서울특별시 은평구 서오릉로8길 24 (대조동,지층)",,03,폐업,,,,,,,,69,,,
,,인터넷챔피언PC방,2017-08-03,193124.799356819,455390.937320059,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,196.43,,,,,,2017-08-04 17:35:29,,2009-04-24,,서울특별시 은평구 응암동 87-10 지층,,,CDFF2241022009000020,3110000,,전체이용가,,"서울특별시 은평구 은평로 137 (응암동,지층)",,03,폐업,,,,,,,,,,,
,,왕게임PC,2009-10-19,192518.665395477,454025.223407109,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,73.64,,,,,,2009-10-22 09:18:53,,2009-05-01,,서울특별시 은평구 응암동 599-37 2층,,,CDFF2241022009000021,3110000,,전체이용가,,"서울특별시 은평구 응암로11길 6-2  (응암동,2층)",,03,폐업,,,,,,,,,,,
,,샹떼PC방,2014-01-14,192269.597949979,456846.810108031,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,146.65,,,,,,2014-01-14 18:04:48,,2009-05-12,,서울특별시 은평구 갈현동 490-11 2층,,,CDFF2241022009000022,3110000,,전체이용가,,"서울특별시 은평구 연서로17길 40  (갈현동,2층)",,03,폐업,,,,,,,,,,,
,,보보스PC존,2012-02-23,192850.632816959,458170.644847716,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,149.19,,,,,,2012-02-23 13:57:09,,2009-06-11,,서울특별시 은평구 갈현동 391-1 지층,,,CDFF2241022009000025,3110000,,전체이용가,,"서울특별시 은평구 통일로 929  (갈현동,지층)",,03,폐업,,,,,,,,,,,
,,락 온라인,2012-02-08,193482.909063502,456271.248152724,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,130.5,,,,,,2012-02-08 16:09:19,,2009-07-09,,서울특별시 은평구 녹번동 131-158 3층,,,CDFF2241022009000026,3110000,,전체이용가,,"서울특별시 은평구 진흥로 156  (녹번동,3층)",,03,폐업,,,,,,,,,,,
,,블루PC방,2009-11-11,192920.728012559,456218.215950436,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,79.2,,,,,,2009-11-13 17:02:05,,2009-07-31,,서울특별시 은평구 역촌동 14-7 1층,,,CDFF2241022009000027,3110000,,,,"서울특별시 은평구 서오릉로 95  (역촌동,1층)",,03,폐업,,,,,,,,,,,
,,갈현PC방,2009-08-21,192837.287423988,458256.586618816,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,196.07,,,,,,2009-08-24 09:30:33,,2009-07-31,,서울특별시 은평구 갈현동 390-1 3층,,,CDFF2241022009000028,3110000,,전체이용가,,"서울특별시 은평구 통일로 937  (갈현동,3층)",,03,폐업,,,,,,,,,,,
,,게임랜드PC방,2009-10-27,192945.891991944,457172.764137396,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,142.8,,,,,,2009-10-30 15:55:26,,2009-10-06,,서울특별시 은평구 대조동 196-25 지층,,,CDFF2241022009000030,3110000,,,,"서울특별시 은평구 연서로26길 11  (대조동,지층)",,03,폐업,,,,,,,,,,,
,판매시설,A.O 스테이션,2015-09-18,193109.419843332,457278.802885165,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,219.74,,10,,,,2015-09-21 08:42:36,,2010-02-09,,서울특별시 은평구 불광동 304-2 4층,,,CDFF2241022010000001,3110000,,,일반상업지역,"서울특별시 은평구 통일로 830, 4층 (불광동)",03350,03,폐업,,,,,,,31571777,,12,2,
,,노라조 PC방,2011-03-03,192685.366572616,456008.897232803,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,30,,2,,,,2011-03-04 08:34:24,,2010-03-02,,서울특별시 은평구 역촌동 10-54 1층,,,CDFF2241022010000003,3110000,,,,"서울특별시 은평구 역말로 69  (역촌동,1층)",,03,폐업,,,,,,,,,3,1,
,,놀러와PC,2014-04-10,192920.728012559,456218.215950436,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,46.2,,2,,,,2014-04-11 09:09:39,,2010-04-13,,서울특별시 은평구 역촌동 14-7 1층,,,CDFF2241022010000009,3110000,,,일반주거지역,"서울특별시 은평구 서오릉로 95 (역촌동,1층)",,03,폐업,,,,,,,,,3,1,
,,이노스페이스 역촌점,2011-08-17,192367.477505954,455926.16694936,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,155.44,,2,,,,2011-08-17 09:10:54,,2010-04-23,,서울특별시 은평구 역촌동 59-26 2층,,,CDFF2241022010000010,3110000,,,,"서울특별시 은평구 역말로 36  (역촌동,2층)",,03,폐업,,,,,,,,,2,,
,,왕PC클럽,2011-08-12,191998.663447773,455559.054600707,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,46,,2,,,,2011-08-12 14:03:22,,2010-05-07,,서울특별시 은평구 역촌동 78-31 1층,,,CDFF2241022010000012,3110000,,,,"서울특별시 은평구 갈현로 49  (역촌동,1층)",,03,폐업,,,,,,,,,2,,
,,블루PC방,2010-07-22,192728.085842162,457118.575913036,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,132.54,,3,,,,2010-07-22 11:51:47,,2010-05-13,,서울특별시 은평구 갈현동 461-1 3층,,,CDFF2241022010000013,3110000,,,,"서울특별시 은평구 연서로 195  (갈현동,3층)",,03,폐업,,,,,,,,,4,1,
,,유니넷PC 연신내점,2013-05-22,193279.640119117,457555.577904734,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-17 22:34:28,I,03,폐업,,,,,,123.05,,5,,,,2013-05-22 11:05:00,,2010-06-29,,서울특별시 은평구 불광동 316-5 3층,,,CDFF2241022010000017,3110000,,,,"서울특별시 은평구 연서로 270, 3층 (불광동)",,03,폐업,,,,,,,,,6,1,
